energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-3.46673337,3.54317995,0.54261144,0.11929981,0.03532284,0.27994132,0.86053840,2.65116571,0.79436973,0.00000000
-3.46073037,3.52112399,0.52835393,0.11614997,0.03472651,0.27108521,0.83609989,2.65245900,0.79103066,0.00000000
-3.45472736,3.50080922,0.51380089,0.11320279,0.03407760,0.26282899,0.81168861,2.65342534,0.78858592,0.00000000
-3.44872436,3.48222019,0.49908196,0.11048475,0.03339050,0.25524226,0.78735395,2.65401317,0.78680588,0.00000000
-3.44272136,3.46537198,0.48433434,0.10802057,0.03267883,0.24839244,0.76314068,2.65423512,0.78543398,0.00000000
-3.43671836,3.45031012,0.46969918,0.10583294,0.03195507,0.24234343,0.73908990,2.65416506,0.78419592,0.00000000
-3.43071536,3.43710688,0.45531777,0.10394210,0.03123030,0.23715401,0.71523990,2.65393100,0.78280965,0.00000000
-3.42471236,3.42585372,0.44132766,0.10236545,0.03051399,0.23287579,0.69162710,2.65370421,0.78099552,0.00000000
-3.41870935,3.41665047,0.42785896,0.10111701,0.02981394,0.22955102,0.66828688,2.65368483,0.77848637,0.00000000
-3.41270635,3.40959154,0.41503084,0.10020688,0.02913624,0.22721024,0.64525421,2.65408478,0.77503695,0.00000000
-3.40670335,3.40474979,0.40294828,0.09964072,0.02848535,0.22586993,0.62256427,2.65510867,0.77043232,0.00000000
-3.40070035,3.40215909,0.39169935,0.09941913,0.02786420,0.22553029,0.60025266,2.65693358,0.76449485,0.00000000
-3.39469735,3.40179617,0.38135285,0.09953719,0.02727435,0.22617332,0.57835546,2.65968889,0.75708955,0.00000000
-3.38869435,3.40356323,0.37195659,0.09998399,0.02671621,0.22776134,0.55690906,2.66343706,0.74812749,0.00000000
-3.38269135,3.40727213,0.36353613,0.10074225,0.02618913,0.23023599,0.53594959,2.66815661,0.73756715,0.00000000
-3.37668834,3.41263152,0.35609419,0.10178817,0.02569170,0.23351800,0.51551227,2.67372829,0.72541386,0.00000000
-3.37068534,3.41923795,0.34961069,0.10309134,0.02522182,0.23750764,0.49563045,2.67992551,0.71171731,0.00000000
-3.36468234,3.42657193,0.34404336,0.10461497,0.02477689,0.24208608,0.47633461,2.68640968,0.69656733,0.00000000
-3.35867934,3.43399974,0.33932907,0.10631621,0.02435390,0.24711746,0.45765125,2.69273123,0.68008837,0.00000000
-3.35267634,3.44078156,0.33538575,0.10814685,0.02394955,0.25245193,0.43960189,2.69833665,0.66243283,0.00000000
-3.34667334,3.44608606,0.33211496,0.11005412,0.02356028,0.25792937,0.42220211,2.70258144,0.64377388,0.00000000
-3.34067034,3.44901137,0.32940494,0.11198187,0.02318234,0.26338377,0.40546084,2.70474890,0.62429794,0.00000000
-3.33466733,3.44861183,0.32713427,0.11387184,0.02281186,0.26864816,0.38937994,2.70407401,0.60419739,0.00000000
-3.32866433,3.44392966,0.32517592,0.11566513,0.02244488,0.27355984,0.37395408,2.69977157,0.58366372,0.00000000
-3.32266133,3.43403024,0.32340149,0.11730388,0.02207746,0.27796575,0.35917096,2.69106726,0.56288156,0.00000000
-3.31665833,3.41803939,0.32168583,0.11873290,0.02170574,0.28172769,0.34501193,2.67723038,0.54202372,0.00000000
-3.31065533,3.39518103,0.31991145,0.11990140,0.02132607,0.28472732,0.33145285,2.65760652,0.52124736,0.00000000
-3.30465233,3.36481306,0.31797297,0.12076458,0.02093520,0.28687041,0.31846535,2.63164856,0.50069149,0.00000000
-3.29864932,3.32645987,0.31578110,0.12128517,0.02053043,0.28809051,0.30601823,2.59894438,0.48047553,0.00000000
-3.29264632,3.27983933,0.31326615,0.12143467,0.02010983,0.28835152,0.29407901,2.55923984,0.46069913,0.00000000
-3.28664332,3.22488301,0.31038096,0.12119439,0.01967246,0.28764924,0.28261552,2.51245567,0.44144284,0.00000000
-3.28064032,3.16174817,0.30710289,0.12055613,0.01921863,0.28601169,0.27159743,2.45869731,0.42276955,0.00000000
-3.27463732,3.09082081,0.30343493,0.11952257,0.01875012,0.28349824,0.26099762,2.39825719,0.40472648,0.00000000
-3.26863432,3.01270936,0.29940586,0.11810716,0.01827039,0.28019750,0.25079338,2.33160915,0.38734747,0.00000000
-3.26263132,2.92822914,0.29506930,0.11633379,0.01778478,0.27622412,0.24096719,2.25939522,0.37065535,0.00000000
-3.25662831,2.83837829,0.29050176,0.11423591,0.01730067,0.27171454,0.23150729,2.18240548,0.35466425,0.00000000
-3.25062531,2.74430616,0.28579973,0.11185549,0.01682754,0.26682194,0.22240781,2.10155191,0.33938155,0.00000000
-3.24462231,2.64727564,0.28107591,0.10924152,0.01637701,0.26171057,0.21366856,2.01783750,0.32480963,0.00000000
-3.23861931,2.54862134,0.27645469,0.10644842,0.01596282,0.25654971,0.20529449,1.93232230,0.31094709,0.00000000
-3.23261631,2.44970537,0.27206717,0.10353416,0.01560066,0.25150747,0.19729485,1.84608794,0.29778953,0.00000000
-3.22661331,2.35187291,0.26804575,0.10055840,0.01530796,0.24674476,0.18968218,1.76020229,0.28533003,0.00000000
-3.22061031,2.25640962,0.26451873,0.09758051,0.01510363,0.24240961,0.18247106,1.67568614,0.27355918,0.00000000
-3.21460730,2.16450267,0.26160495,0.09465776,0.01500760,0.23863207,0.17567690,1.59348304,0.26246488,0.00000000
-3.20860430,2.07720699,0.25940880,0.09184355,0.01504040,0.23551998,0.16931470,1.51443394,0.25203202,0.00000000
-3.20260130,1.99541824,0.25801581,0.08918591,0.01522257,0.23315557,0.16339795,1.43925726,0.24224207,0.00000000
-3.19659830,1.91985319,0.25748895,0.08672621,0.01557405,0.23159321,0.15793763,1.36853530,0.23307271,0.00000000
-3.19059530,1.85103825,0.25786584,0.08449819,0.01611350,0.23085826,0.15294156,1.30270714,0.22449762,0.00000000
-3.18459230,1.78930607,0.25915698,0.08252728,0.01685758,0.23094701,0.14841398,1.24206803,0.21648649,0.00000000
-3.17858929,1.73480008,0.26134500,0.08083026,0.01782021,0.23182777,0.14435536,1.18677491,0.20900520,0.00000000
-3.17258629,1.68748628,0.26438505,0.07941525,0.01901183,0.23344300,0.14076262,1.13685734,0.20201636,0.00000000
-3.16658329,1.64717123,0.26820625,0.07828200,0.02043871,0.23571232,0.13762958,1.09223304,0.19548001,0.00000000
-3.16058029,1.61352524,0.27271419,0.07742247,0.02210230,0.23853634,0.13494764,1.05272692,0.18935460,0.00000000
-3.15457729,1.58610923,0.27779427,0.07682163,0.02399868,0.24180103,0.13270671,1.01809242,0.18359812,0.00000000
-3.14857429,1.56440404,0.28331588,0.07645848,0.02611808,0.24538258,0.13089623,0.98803405,0.17816937,0.00000000
-3.14257129,1.54784053,0.28913716,0.07630722,0.02844466,0.24915247,0.12950628,0.96222985,0.17302917,0.00000000
-3.13656828,1.53582931,0.29511014,0.07633849,0.03095635,0.25298253,0.12852865,0.94035274,0.16814162,0.00000000
-3.13056528,1.52778872,0.30108618,0.07652068,0.03362497,0.25674992,0.12795787,0.92208983,0.16347518,0.00000000
-3.12456228,1.52317003,0.30692136,0.07682123,0.03641651,0.26034177,0.12779207,0.90715887,0.15900360,0.00000000
-3.11855928,1.52147904,0.31248163,0.07720790,0.03929168,0.26365928,0.12803358,0.89532122,0.15470655,0.00000000
-3.11255628,1.52229335,0.31764773,0.07764989,0.04220666,0.26662130,0.12868937,0.88639109,0.15057007,0.00000000
-3.10655328,1.52527496,0.32231935,0.07811895,0.04511403,0.26916719,0.12977112,0.88024069,0.14658664,0.00000000
-3.10055028,1.53017796,0.32641870,0.07859019,0.04796396,0.27125888,0.13129498,0.87680154,0.14275494,0.00000000
-3.09454727,1.53685145,0.32989324,0.07904290,0.05070549,0.27288208,0.13328108,0.87606195,0.13907944,0.00000000
-3.08854427,1.54523786,0.33271744,0.07946102,0.05328793,0.27404678,0.13575269,0.87806117,0.13556964,0.00000000
-3.08254127,1.55536705,0.33489359,0.07983355,0.05566235,0.27478685,0.13873515,0.88288073,0.13223911,0.00000000
-3.07653827,1.56734682,0.33645172,0.08015471,0.05778302,0.27515885,0.14225456,0.89063340,0.12910443,0.00000000
-3.07053527,1.58135046,0.33744843,0.08042392,0.05960881,0.27524031,0.14633632,0.90145071,0.12618405,0.00000000
-3.06453227,1.59760202,0.33796507,0.08064564,0.06110451,0.27512721,0.15100360,0.91546942,0.12349702,0.00000000
-3.05852926,1.61636010,0.33810496,0.08082905,0.06224187,0.27493115,0.15627580,0.93281789,0.12106190,0.00000000
-3.05252626,1.63790099,0.33799020,0.08098757,0.06300050,0.27477606,0.16216698,0.95360286,0.11889562,0.00000000
-3.04652326,1.66250175,0.33775788,0.08113828,0.06336848,0.27479469,0.16868449,0.97789734,0.11701260,0.00000000
-3.04052026,1.69042415,0.33755609,0.08130125,0.06334262,0.27512502,0.17582781,1.00573005,0.11542394,0.00000000
-3.03451726,1.72189988,0.33753984,0.08149884,0.06292850,0.27590666,0.18358754,1.03707691,0.11413685,0.00000000
-3.02851426,1.75711770,0.33786704,0.08175488,0.06214016,0.27727741,0.19194478,1.07185493,0.11315433,0.00000000
-3.02251126,1.79621291,0.33869469,0.08209390,0.06099945,0.27936999,0.20087071,1.10991862,0.11247497,0.00000000
-3.01650825,1.83925930,0.34017549,0.08254036,0.05953525,0.28230916,0.21032663,1.15105905,0.11209303,0.00000000
-3.01050525,1.88626393,0.34245487,0.08311790,0.05778234,0.28620914,0.22026423,1.19500549,0.11199866,0.00000000
-3.00450225,1.93716454,0.34566852,0.08384863,0.05578023,0.29117145,0.23062615,1.24142947,0.11217830,0.00000000
-2.99849925,1.99182948,0.34994051,0.08475249,0.05357180,0.29728316,0.24134688,1.28995096,0.11261511,0.00000000
-2.99249625,2.05005998,0.35538184,0.08584668,0.05120199,0.30461548,0.25235381,1.34014634,0.11328961,0.00000000
-2.98649325,2.11159420,0.36208952,0.08714520,0.04871641,0.31322271,0.26356843,1.39155762,0.11418024,0.00000000
-2.98049025,2.17611280,0.37014591,0.08865837,0.04616011,0.32314152,0.27490767,1.44370249,0.11526399,0.00000000
-2.97448724,2.24324525,0.37961834,0.09039256,0.04357647,0.33439035,0.28628514,1.49608461,0.11651693,0.00000000
-2.96848424,2.31257660,0.39055884,0.09234993,0.04100622,0.34696904,0.29761248,1.54820369,0.11791471,0.00000000
-2.96248124,2.38365409,0.40300377,0.09452816,0.03848666,0.36085852,0.30880046,1.59956491,0.11943297,0.00000000
-2.95647824,2.45599316,0.41697340,0.09692044,0.03605113,0.37602053,0.31976004,1.64968715,0.12104762,0.00000000
-2.95047524,2.52908273,0.43247123,0.09951531,0.03372863,0.39239733,0.33040321,1.69810996,0.12273500,0.00000000
-2.94447224,2.60238931,0.44948300,0.10229670,0.03154373,0.40991148,0.34064363,1.74439888,0.12447191,0.00000000
-2.93846923,2.67536027,0.46797555,0.10524397,0.02951655,0.42846558,0.35039720,1.78814929,0.12623561,0.00000000
-2.93246623,2.74742615,0.48789536,0.10833205,0.02766301,0.44794211,0.35958243,1.82898867,0.12800365,0.00000000
-2.92646323,2.81800255,0.50916701,0.11153159,0.02599513,0.46820351,0.36812075,1.86657768,0.12975370,0.00000000
-2.92046023,2.88649192,0.53169167,0.11480931,0.02452150,0.48909241,0.37593680,1.90061024,0.13146332,0.00000000
-2.91445723,2.95228583,0.55534581,0.11812830,0.02324771,0.51043235,0.38295878,1.93081314,0.13310979,0.00000000
-2.90845423,3.01476827,0.57998028,0.12144855,0.02217691,0.53202898,0.38911891,1.95694554,0.13466998,0.00000000
-2.90245123,3.07332066,0.60541997,0.12472753,0.02131025,0.55367181,0.39435410,1.97879878,0.13612031,0.00000000
-2.89644822,3.12732881,0.63146431,0.12792090,0.02064740,0.57513671,0.39860674,1.99619697,0.13743684,0.00000000
-2.89044522,3.17619233,0.65788867,0.13098337,0.02018686,0.59618917,0.40182589,2.00899869,0.13859554,0.00000000
-2.88444222,3.21933659,0.68444682,0.13386963,0.01992636,0.61658822,0.40396857,2.01709984,0.13957270,0.00000000
-2.87843922,3.25622712,0.71087448,0.13653539,0.01986301,0.63609116,0.40500138,2.02043790,0.14034557,0.00000000
-2.87243622,3.28638609,0.73689396,0.13893850,0.01999349,0.65445876,0.40490217,2.01899735,0.14089310,0.00000000
-2.86643322,3.30941034,0.76221985,0.14104008,0.02031401,0.67146107,0.40366196,2.01281608,0.14119692,0.00000000
-2.86043022,3.32499022,0.78656544,0.14280564,0.02082030,0.68688328,0.40128665,2.00199237,0.14124237,0.00000000
-2.85442721,3.33292817,0.80964989,0.14420616,0.02150747,0.70053176,0.39779876,1.98669191,0.14101966,0.00000000
-2.84842421,3.33315611,0.83120567,0.14521907,0.02236975,0.71223975,0.39323883,1.96715438,0.14052502,0.00000000
-2.84242121,3.32575047,0.85098608,0.14582904,0.02340030,0.72187253,0.38766646,1.94369889,0.13976181,0.00000000
-2.83641821,3.31094391,0.86877249,0.14602862,0.02459092,0.72933185,0.38116088,1.91672767,0.13874152,0.00000000
-2.83041521,3.28913270,0.88438101,0.14581861,0.02593171,0.73455933,0.37382099,1.88672770,0.13748467,0.00000000
-2.82441221,3.26087914,0.89766828,0.14520818,0.02741088,0.73753864,0.36576468,1.85426950,0.13602141,0.00000000
-2.81840920,3.22690858,0.90853613,0.14421476,0.02901444,0.73829636,0.35712763,1.82000326,0.13439188,0.00000000
-2.81240620,3.18810069,0.91693492,0.14286360,0.03072613,0.73690151,0.34806136,1.78465176,0.13264625,0.00000000
-2.80640320,3.14547540,0.92286541,0.14118714,0.03252724,0.73346364,0.33873080,1.74900050,0.13084447,0.00000000
-2.80040020,3.10017363,0.92637919,0.13922406,0.03439668,0.72812965,0.32931130,1.71388508,0.12905566,0.00000000
-2.79439720,3.05343378,0.92757748,0.13701826,0.03631113,0.72107947,0.31998527,1.68017626,0.12735713,0.00000000
-2.78839420,3.00656473,0.92660866,0.13461763,0.03824524,0.71252084,0.31093864,1.64876327,0.12583317,0.00000000
-2.78239120,2.96091645,0.92366439,0.13207275,0.04017205,0.70268336,0.30235711,1.62053591,0.12457352,0.00000000
-2.77638819,2.91784944,0.91897472,0.12943556,0.04206346,0.69181215,0.29442262,1.59636611,0.12367164,0.00000000
-2.77038519,2.87870413,0.91280219,0.12675810,0.04389089,0.68016138,0.28730982,1.57708959,0.12322284,0.00000000
-2.76438219,2.84477124,0.90543533,0.12409126,0.04562593,0.66798790,0.28118305,1.56348827,0.12332222,0.00000000
-2.75837919,2.81726420,0.89718167,0.12148370,0.04724117,0.65554531,0.27619362,1.55627386,0.12406265,0.00000000
-2.75237619,2.79729427,0.88836046,0.11898094,0.04871096,0.64307849,0.27247758,1.55607330,0.12553271,0.00000000
-2.74637319,2.78584895,0.87929542,0.11662455,0.05001229,0.63081896,0.27015402,1.56341601,0.12781468,0.00000000
-2.74037019,2.78377402,0.87030744,0.11445156,0.05112550,0.61898094,0.26932381,1.57872356,0.13098263,0.00000000
-2.73436718,2.79175924,0.86170763,0.11249407,0.05203504,0.60775827,0.27006880,1.60230150,0.13510060,0.00000000
-2.72836418,2.81032763,0.85379059,0.11077896,0.05273005,0.59732217,0.27245137,1.63433346,0.14022097,0.00000000
-2.72236118,2.83982802,0.84682817,0.10932775,0.05320477,0.58781962,0.27651418,1.67487747,0.14638296,0.00000000
-2.71635818,2.88043053,0.84106361,0.10815662,0.05345881,0.57937251,0.28228010,1.72386409,0.15361124,0.00000000
-2.71035518,2.93212445,0.83670620,0.10727644,0.05349723,0.57207719,0.28975217,1.78109638,0.16191479,0.00000000
-2.70435218,2.99471812,0.83392656,0.10669286,0.05333033,0.56600444,0.29891348,1.84625127,0.17128588,0.00000000
-2.69834917,3.06784045,0.83285246,0.10640647,0.05297334,0.56119968,0.30972681,1.91888229,0.18169919,0.00000000
-2.69234617,3.15094366,0.83356539,0.10641292,0.05244576,0.55768340,0.32213425,1.99842331,0.19311115,0.00000000
-2.68634317,3.24330726,0.83609785,0.10670305,0.05177065,0.55545158,0.33605645,2.08419337,0.20545951,0.00000000
-2.68034017,3.34404306,0.84043157,0.10726303,0.05097372,0.55447629,0.35139178,2.17540239,0.21866302,0.00000000
-2.67433717,3.45210152,0.84649665,0.10807443,0.05008225,0.55470625,0.36801545,2.27115791,0.23262150,0.00000000
-2.66833417,3.56627964,0.85417187,0.10911441,0.04912405,0.55606759,0.38577859,2.37047290,0.24721612,0.00000000
-2.66233117,3.68523084,0.86328609,0.11035584,0.04812635,0.55846467,0.40450760,2.47227482,0.26231011,0.00000000
-2.65632816,3.80747726,0.87362106,0.11176752,0.04711472,0.56178134,0.42400385,2.57541615,0.27774978,0.00000000
-2.65032516,3.93142501,0.88491546,0.11331446,0.04611213,0.56588235,0.44404397,2.67868656,0.29336611,0.00000000
-2.64432216,4.05538279,0.89687035,0.11495831,0.04513812,0.57061541,0.46438086,2.78082694,0.30897673,0.00000000
-2.63831916,4.17758430,0.90915589,0.11665780,0.04420814,0.57581362,0.48474566,2.88054548,0.32438851,0.00000000
-2.63231616,4.29621452,0.92141932,0.11836944,0.04333309,0.58129863,0.50485071,2.97653587,0.33940058,0.00000000
-2.62631316,4.40944000,0.93329384,0.12004824,0.04251914,0.58688422,0.52439366,3.06749757,0.35380791,0.00000000
-2.62031016,4.51544269,0.94440848,0.12164864,0.04176772,0.59238057,0.54306269,3.15215802,0.36740538,0.00000000
-2.61430715,4.61245697,0.95439826,0.12312551,0.04107572,0.59759893,0.56054270,3.22929654,0.37999212,0.00000000
-2.60830415,4.69880889,0.96291474,0.12443525,0.04043598,0.60235656,0.57652257,3.29776938,0.39137621,0.00000000
-2.60230115,4.77295658,0.96963611,0.12553692,0.03983783,0.60648187,0.59070295,3.35653540,0.40137941,0.00000000
-2.59629815,4.83353051,0.97427689,0.12639338,0.03926789,0.60981950,0.60280459,3.40468159,0.40984191,0.00000000
-2.59029515,4.87937212,0.97659650,0.12697244,0.03871091,0.61223505,0.61257674,3.44144757,0.41662681,0.00000000
-2.58429215,4.90956912,0.97640645,0.12724777,0.03815063,0.61361928,0.61980525,3.46624813,0.42162413,0.00000000
-2.57828914,4.92348594,0.97357595,0.12719986,0.03757072,0.61389151,0.62432010,3.47869292,0.42475429,0.00000000
-2.57228614,4.92078787,0.96803544,0.12681658,0.03695560,0.61300205,0.62600188,3.47860217,0.42597074,0.00000000
-2.56628314,4.90145734,0.95977806,0.12609365,0.03629123,0.61093350,0.62478690,3.46601790,0.42526166,0.00000000
-2.56028014,4.86580160,0.94885895,0.12503480,0.03556577,0.60770074,0.62067074,3.44120959,0.42265064,0.00000000
-2.55427714,4.81445087,0.93539232,0.12365160,0.03477009,0.60334962,0.61370995,3.40467407,0.41819625,0.00000000
-2.54827414,4.74834685,0.91954647,0.12196307,0.03389812,0.59795442,0.60402168,3.35712925,0.41199044,0.00000000
-2.54227114,4.66872179,0.90153705,0.11999500,0.03294701,0.59161406,0.59178144,3.29950175,0.40415596,0.00000000
-2.53626813,4.57706861,0.88161873,0.11777897,0.03191721,0.58444731,0.57721884,3.23290874,0.39484273,0.00000000
-2.53026513,4.47510348,0.86007578,0.11535123,0.03081226,0.57658724,0.56061155,3.15863449,0.38422343,0.00000000
-2.52426213,4.36472198,0.83721197,0.11275139,0.02963854,0.56817513,0.54227777,3.07810254,0.37248840,0.00000000
-2.51825913,4.24795082,0.81334019,0.11002103,0.02840492,0.55935412,0.52256738,2.99284439,0.35984020,0.00000000
-2.51225613,4.12689690,0.78877228,0.10720220,0.02712221,0.55026306,0.50185231,2.90446590,0.34648790,0.00000000
-2.50625313,4.00369585,0.76380960,0.10433610,0.02580268,0.54103067,0.48051640,2.81461254,0.33264151,0.00000000
-2.50025013,3.88046170,0.73873449,0.10146170,0.02445951,0.53177047,0.45894519,2.72493469,0.31850660,0.00000000
-2.49424712,3.75923980,0.71380321,0.09861460,0.02310621,0.52257665,0.43751602,2.63705404,0.30427950,0.00000000
-2.48824412,3.64196405,0.68924036,0.09582605,0.02175613,0.51352102,0.41658879,2.55253207,0.29014310,0.00000000
-2.48224112,3.53041993,0.66523512,0.09312224,0.02042203,0.50465130,0.39649770,2.47284124,0.27626340,0.00000000
-2.47623812,3.42621378,0.64193912,0.09052379,0.01911563,0.49599065,0.37754420,2.39933955,0.26278697,0.00000000
-2.47023512,3.33074883,0.61946622,0.08804558,0.01784737,0.48753850,0.35999123,2.33324870,0.24983926,0.00000000
-2.46423212,3.24520796,0.59789368,0.08569672,0.01662621,0.47927256,0.34405906,2.27563580,0.23752374,0.00000000
-2.45822911,3.17054262,0.57726488,0.08348086,0.01545943,0.47115189,0.32992246,2.22739880,0.22592185,0.00000000
-2.45222611,3.10746753,0.55759307,0.08139668,0.01435269,0.46312080,0.31770945,2.18925516,0.21509360,0.00000000
-2.44622311,3.05646025,0.53886604,0.07943849,0.01331001,0.45511326,0.30750135,2.16173364,0.20507883,0.00000000
-2.44022011,3.01776481,0.52105131,0.07759700,0.01233389,0.44705772,0.29933411,2.14516874,0.19589875,0.00000000
-2.43421711,2.99139856,0.50410154,0.07586020,0.01142544,0.43888201,0.29320070,2.13969778,0.18755789,0.00000000
-2.42821411,2.97716161,0.48795995,0.07421413,0.01058460,0.43051795,0.28905443,2.14526019,0.18004620,0.00000000
-2.42221111,2.97464827,0.47256548,0.07264382,0.00981031,0.42190566,0.28681300,2.16159919,0.17334110,0.00000000
-2.41620810,2.98326017,0.45785744,0.07113402,0.00910071,0.41299728,0.28636319,2.18826581,0.16740961,0.00000000
-2.41020510,3.00222096,0.44377961,0.06966993,0.00845338,0.40375986,0.28756586,2.22462554,0.16221028,0.00000000
-2.40420210,3.03059260,0.43028356,0.06823779,0.00786548,0.39417758,0.29026126,2.26986792,0.15769499,0.00000000
-2.39819910,3.06729353,0.41733128,0.06682540,0.00733393,0.38425296,0.29427451,2.32301930,0.15381055,0.00000000
-2.39219610,3.11111887,0.40489704,0.06542245,0.00685557,0.37400739,0.29942095,2.38295917,0.15050019,0.00000000
-2.38619310,3.16076286,0.39296853,0.06402077,0.00642723,0.36348069,0.30551141,2.44844022,0.14770478,0.00000000
-2.38019010,3.21484383,0.38154730,0.06261449,0.00604580,0.35273009,0.31235731,2.51811216,0.14536399,0.00000000
-2.37418709,3.27193150,0.37064866,0.06120004,0.00570835,0.34182854,0.31977522,2.59054914,0.14341735,0.00000000
-2.36818409,3.33057639,0.36030104,0.05977614,0.00541206,0.33086251,0.32759109,2.66428028,0.14180517,0.00000000
-2.36218109,3.38934086,0.35054493,0.05834365,0.00515432,0.31992952,0.33564382,2.73782270,0.14046944,0.00000000
-2.35617809,3.44683090,0.34143149,0.05690542,0.00493265,0.30913531,0.34378821,2.80971593,0.13935469,0.00000000
-2.35017509,3.50172774,0.33302079,0.05546611,0.00474472,0.29859104,0.35189706,2.87855667,0.13840874,0.00000000
-2.34417209,3.55281795,0.32537992,0.05403194,0.00458828,0.28841037,0.35986254,2.94303238,0.13758352,0.00000000
-2.33816908,3.59902083,0.31858088,0.05261043,0.00446117,0.27870666,0.36759661,3.00195246,0.13683564,0.00000000
-2.33216608,3.63941181,0.31269825,0.05121021,0.00436126,0.26959032,0.37503060,3.05427543,0.13612707,0.00000000
-2.32616308,3.67324054,0.30780690,0.04984070,0.00428640,0.26116638,0.38211396,3.09913101,0.13542551,0.00000000
-2.32016008,3.69994289,0.30397950,0.04851191,0.00423440,0.25353224,0.38881225,3.13583595,0.13470474,0.00000000
-2.31415708,3.71914607,0.30128408,0.04723414,0.00420303,0.24677572,0.39510441,3.16390296,0.13394476,0.00000000
-2.30815408,3.73066670,0.29978162,0.04601775,0.00418996,0.24097341,0.40097966,3.18304237,0.13313183,0.00000000
-2.30215108,3.73450196,0.29952362,0.04487290,0.00419276,0.23618925,0.40643401,3.19315662,0.13225820,0.00000000
-2.29614807,3.73081441,0.30055000,0.04380929,0.00420893,0.23247344,0.41146679,3.19432814,0.13132187,0.00000000
-2.29014507,3.71991147,0.30288703,0.04283595,0.00423586,0.22986162,0.41607721,3.18680143,0.13032605,0.00000000
-2.28414207,3.70222097,0.30654566,0.04196097,0.00427091,0.22837434,0.42026147,3.17096066,0.12927865,0.00000000
-2.27813907,3.67826421,0.31152019,0.04119136,0.00431140,0.22801683,0.42401035,3.14730435,0.12819165,0.00000000
-2.27213607,3.64862834,0.31778732,0.04053280,0.00435471,0.22877901,0.42730763,3.11641855,0.12708041,0.00000000
-2.26613307,3.61393974,0.32530569,0.03998956,0.00439827,0.23063584,0.43012937,3.07895042,0.12596312,0.00000000
-2.26013007,3.57483989,0.33401598,0.03956438,0.00443969,0.23354782,0.43244424,3.03558350,0.12486014,0.00000000
-2.25412706,3.53196510,0.34384143,0.03925842,0.00447685,0.23746188,0.43421471,2.98701622,0.12379359,0.00000000
-2.24812406,3.48593116,0.35468896,0.03907126,0.00450792,0.24231237,0.43539924,2.93394448,0.12278692,0.00000000
-2.24212106,3.43732322,0.36645072,0.03900099,0.00453152,0.24802234,0.43595517,2.87704904,0.12186465,0.00000000
-2.23611806,3.38669129,0.37900613,0.03904430,0.00454678,0.25450489,0.43584224,2.81698792,0.12105219,0.00000000
-2.23011506,3.33455087,0.39222424,0.03919665,0.00455343,0.26166476,0.43502638,2.75439357,0.12037573,0.00000000
-2.22411206,3.28138800,0.40596642,0.03945246,0.00455191,0.26939995,0.43348365,2.68987430,0.11986227,0.00000000
-2.21810905,3.22766767,0.42008923,0.03980541,0.00454339,0.27760339,0.43120391,2.62401902,0.11953959,0.00000000
-2.21210605,3.17384428,0.43444732,0.04024863,0.00452986,0.28616464,0.42819400,2.55740416,0.11943629,0.00000000
-2.20610305,3.12037273,0.44889642,0.04077503,0.00451416,0.29497160,0.42448028,2.49060155,0.11958176,0.00000000
-2.20010005,3.06771864,0.46329610,0.04137754,0.00449998,0.30391204,0.42011014,2.42418584,0.12000611,0.00000000
-2.19409705,3.01636635,0.47751236,0.04204936,0.00449183,0.31287516,0.41515253,2.35874032,0.12074001,0.00000000
-2.18809405,2.96682354,0.49141989,0.04278417,0.00449504,0.32175295,0.40969726,2.29486011,0.12181437,0.00000000
-2.18209105,2.91962168,0.50490394,0.04357629,0.00451564,0.33044142,0.40385321,2.23315171,0.12325997,0.00000000
-2.17608804,2.87531160,0.51786176,0.04442076,0.00456028,0.33884166,0.39774544,2.17422869,0.12510695,0.00000000
-2.17008504,2.83445422,0.53020346,0.04531339,0.00463607,0.34686073,0.39151130,2.11870311,0.12738412,0.00000000
-2.16408204,2.79760652,0.54185244,0.04625070,0.00475047,0.35441236,0.38529582,2.06717299,0.13011827,0.00000000
-2.15807904,2.76530343,0.55274527,0.04722979,0.00491102,0.36141746,0.37924647,2.02020630,0.13333326,0.00000000
-2.15207604,2.73803650,0.56283101,0.04824817,0.00512522,0.36780448,0.37350771,1.97832224,0.13704922,0.00000000
-2.14607304,2.71623058,0.57207013,0.04930347,0.00540024,0.37350958,0.36821544,1.94197095,0.14128156,0.00000000
-2.14007004,2.70021970,0.58043297,0.05039313,0.00574270,0.37847663,0.36349177,1.91151270,0.14604006,0.00000000
-2.13406703,2.69022382,0.58789799,0.05151408,0.00615843,0.38265721,0.35944019,1.88719791,0.15132796,0.00000000
-2.12806403,2.68632771,0.59444967,0.05266233,0.00665225,0.38601034,0.35614149,1.86914929,0.15714115,0.00000000
-2.12206103,2.68846349,0.60007644,0.05383267,0.00722768,0.38850233,0.35365063,1.85734737,0.16346738,0.00000000
-2.11605803,2.69639798,0.60476863,0.05501830,0.00788678,0.39010648,0.35199447,1.85162027,0.17028569,0.00000000
-2.11005503,2.70972592,0.60851653,0.05621058,0.00862997,0.39080290,0.35117079,1.85163881,0.17756593,0.00000000
-2.10405203,2.72786992,0.61130888,0.05739888,0.00945581,0.39057833,0.35114831,1.85691750,0.18526845,0.00000000
