energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.86793397,9.83245090,1.97289895,6.30829512,0.03705165,0.11934044,1.45410567,0.70757450,0.07723797,2.08850110
-5.86193097,9.75520226,1.96857704,6.22968966,0.03562203,0.12130721,1.46655533,0.71725554,0.07917172,2.07326517
-5.85592796,9.72914635,1.97851122,6.18366891,0.03456418,0.12430326,1.48392214,0.73147898,0.08145684,2.06870735
-5.84992496,9.75206352,2.00218253,6.16894314,0.03388046,0.12825757,1.50573251,0.75007249,0.08405628,2.07433046
-5.84392196,9.82093603,2.03876140,6.18375539,0.03356878,0.13307798,1.53139824,0.77279577,0.08692625,2.08944609
-5.83791896,9.93203718,2.08712922,6.22592810,0.03362299,0.13865247,1.56023164,0.79935040,0.09001737,2.11319837
-5.83191596,10.08102658,2.14590671,6.29291162,0.03403327,0.14485100,1.59146258,0.82939045,0.09327598,2.14458998
-5.82591296,10.26305032,2.21348867,6.38183440,0.03478633,0.15152799,1.62425706,0.86253361,0.09664539,2.18250973
-5.81990995,10.47284509,2.28808445,6.48955470,0.03586569,0.15852537,1.65773723,0.89837258,0.10006730,2.22576145
-5.81390695,10.70484551,2.36776329,6.61271427,0.03725177,0.16567616,1.69100231,0.93648639,0.10348310,2.27309350
-5.80790395,10.95329391,2.45050349,6.74779421,0.03892196,0.17280841,1.72315033,0.97645142,0.10683526,2.32322872
-5.80190095,11.21235155,2.53424425,6.89117313,0.04085075,0.17974958,1.75330011,1.01785169,0.11006864,2.37489401
-5.79589795,11.47621008,2.61693868,7.03918764,0.04300971,0.18633095,1.78061306,1.06028825,0.11313164,2.42684917
-5.78989495,11.73920143,2.69660655,7.18819466,0.04536763,0.19239216,1.80431432,1.10338715,0.11597741,2.47791428
-5.78389195,11.99590399,2.77138499,7.33463488,0.04789065,0.19778560,1.82371255,1.14680585,0.11856478,2.52699484
-5.77788894,12.24124249,2.83957555,7.47509611,0.05054243,0.20238045,1.83821769,1.19023771,0.12085909,2.57310403
-5.77188594,12.47057873,2.89968586,7.60637486,0.05328446,0.20606631,1.84735613,1.23341436,0.12283281,2.61538130
-5.76588294,12.67979016,2.95046440,7.72553447,0.05607644,0.20875612,1.85078254,1.27610583,0.12446595,2.65310657
-5.75987994,12.86533346,2.99092714,7.82995761,0.05887676,0.21038845,1.84828793,1.31811839,0.12574621,2.68570966
-5.75387694,13.02429069,3.02037493,7.91739110,0.06164308,0.21092883,1.83980333,1.35929032,0.12666891,2.71277425
-5.74787394,13.15439599,3.03840110,7.98598140,0.06433302,0.21037023,1.82539892,1.39948565,0.12723664,2.73403659
-5.74187094,13.25404185,3.04488906,8.03429879,0.06690484,0.20873260,1.80527857,1.43858645,0.12745869,2.74937869
-5.73586793,13.32226485,3.04000024,8.06134960,0.06931829,0.20606147,1.77976981,1.47648394,0.12735027,2.75881653
-5.72986493,13.35871169,3.02415291,8.06657555,0.07153541,0.20242575,1.74930964,1.51306924,0.12693156,2.76248400
-5.72386193,13.36358770,2.99799329,8.04984060,0.07352132,0.19791481,1.71442679,1.54822420,0.12622658,2.76061314
-5.71785893,13.33759068,2.96236021,8.01140590,0.07524504,0.19263488,1.67572126,1.58181308,0.12526207,2.75351215
-5.71185593,13.28183391,2.91824534,7.95189438,0.07668025,0.18670514,1.63384190,1.61367576,0.12406622,2.74154208
-5.70585293,13.19776276,2.86675075,7.87224681,0.07780592,0.18025349,1.58946324,1.64362296,0.12266757,2.72509365
-5.69984992,13.08706946,2.80904597,7.77367174,0.07860690,0.17341228,1.54326262,1.67143405,0.12109389,2.70456541
-5.69384692,12.95161075,2.74632644,7.65759196,0.07907437,0.16631416,1.49589859,1.69685766,0.11937127,2.68034443
-5.68784392,12.79333250,2.67977519,7.52559001,0.07920617,0.15908826,1.44799162,1.71961536,0.11752339,2.65279052
-5.68184092,12.61420518,2.61052920,7.37935555,0.07900691,0.15185678,1.40010800,1.73940817,0.11557095,2.62222464
-5.67583792,12.41617260,2.53965170,7.22063654,0.07848802,0.14473214,1.35274738,1.75592586,0.11353142,2.58892210
-5.66983492,12.20111570,2.46811116,7.05119636,0.07766758,0.13781476,1.30633458,1.76885843,0.11141893,2.55311053
-5.66383192,11.97083183,2.39676720,6.87277796,0.07656995,0.13119153,1.26121560,1.77790916,0.10924447,2.51497247
-5.65782891,11.72702882,2.32636353,6.68707581,0.07522529,0.12493495,1.21765791,1.78280863,0.10701621,2.47465206
-5.65182591,11.47133200,2.25752734,6.49571573,0.07366889,0.11910290,1.17585452,1.78332876,0.10474002,2.43226512
-5.64582291,11.20530150,2.19077426,6.30024210,0.07194030,0.11373902,1.13593133,1.77929606,0.10242011,2.38791154
-5.63981991,10.93045658,2.12651799,6.10211143,0.07008241,0.10887358,1.09795714,1.77060330,0.10005970,2.34168887
-5.63381691,10.64830305,2.06508313,5.90269088,0.06814033,0.10452473,1.06195531,1.75721882,0.09766171,2.29370604
-5.62781391,10.36036012,2.00672007,5.70326033,0.06616017,0.10070002,1.02791628,1.73919293,0.09522940,2.24409596
-5.62181091,10.06818309,1.95162046,5.50501611,0.06418783,0.09739812,0.99581009,1.71666092,0.09276696,2.19302604
-5.61580790,9.77337878,1.89993210,5.30907490,0.06226764,0.09461050,0.96559806,1.68984243,0.09027990,2.14070575
-5.60980490,9.47761136,1.85177207,5.11647654,0.06044112,0.09232315,0.93724281,1.65903716,0.08777536,2.08739062
-5.60380190,9.18259731,1.80723746,4.92818452,0.05874567,0.09051806,0.91071629,1.62461720,0.08526221,2.03338242
-5.59779890,8.89008904,1.76641284,4.74508381,0.05721343,0.08917454,0.88600525,1.58701619,0.08275095,1.97902530
-5.59179590,8.60184780,1.72937444,4.56797561,0.05587027,0.08827022,0.86311400,1.54671604,0.08025352,1.92469830
-5.58579290,8.31960760,1.69619084,4.39756959,0.05473489,0.08778183,0.84206459,1.50423183,0.07778290,1.87080467
-5.57978989,8.04503241,1.66692054,4.23447413,0.05381819,0.08768561,0.82289447,1.46009570,0.07535263,1.81775868
-5.57378689,7.77966983,1.64160680,4.07918567,0.05312290,0.08795749,0.80565194,1.41484066,0.07297626,1.76597088
-5.56778389,7.52490452,1.62027052,3.93207856,0.05264344,0.08857299,0.79039006,1.36898500,0.07066672,1.71583267
-5.56178089,7.28191493,1.60290187,3.79339657,0.05236609,0.08950699,0.77715935,1.32301825,0.06843579,1.66770137
-5.55577789,7.05163669,1.58945153,3.66324749,0.05226947,0.09073328,0.76599994,1.27738928,0.06629352,1.62188651
-5.54977489,6.83473555,1.57982246,3.54160210,0.05232529,0.09222408,0.75693385,1.23249706,0.06424781,1.57863845
-5.54377189,6.63159210,1.57386294,3.42829816,0.05249935,0.09394954,0.74995775,1.18868453,0.06230405,1.53813980
-5.53776888,6.44229980,1.57136154,3.32305022,0.05275280,0.09587733,0.74503692,1.14623560,0.06046499,1.50050028
-5.53176588,6.26667684,1.57204465,3.22546514,0.05304358,0.09797227,0.74210053,1.10537540,0.05873063,1.46575517
-5.52576288,6.10429142,1.57557691,3.13506320,0.05332796,0.10019620,0.74103871,1.06627349,0.05709837,1.43386744
-5.51975988,5.95449922,1.58156466,3.05130382,0.05356214,0.10250795,0.74170149,1.02904955,0.05556328,1.40473327
-5.51375688,5.81649080,1.58956240,2.97361492,0.05370393,0.10486362,0.74389962,0.99378123,0.05411843,1.37819066
-5.50775388,5.68934643,1.59908211,2.90142440,0.05371423,0.10721703,0.74740722,0.96051324,0.05275539,1.35403036
-5.50175088,5.57209485,1.60960495,2.83419201,0.05355847,0.10952037,0.75196615,0.92926724,0.05146478,1.33200852
-5.49574787,5.46377266,1.62059488,2.77143995,0.05320783,0.11172513,0.75729170,0.90005161,0.05023683,1.31186028
-5.48974487,5.36348091,1.63151352,2.71278042,0.05264015,0.11378308,0.76307954,0.87287055,0.04906198,1.29331339
-5.48374187,5.27043554,1.64183558,2.65793846,0.05184068,0.11564748,0.76901344,0.84773182,0.04793137,1.27610117
-5.47773887,5.18400894,1.65106407,2.60676884,0.05080240,0.11727426,0.77477343,0.82465266,0.04683735,1.25997408
-5.47173587,5.10376034,1.65874468,2.55926589,0.04952606,0.11862332,0.78004419,0.80366345,0.04577387,1.24470934
-5.46573287,5.02945356,1.66447852,2.51556572,0.04801997,0.11965964,0.78452321,0.78480910,0.04473670,1.23011818
-5.45972986,4.96106133,1.66793274,2.47594060,0.04629941,0.12035441,0.78792853,0.76814783,0.04372362,1.21605040
-5.45372686,4.89875625,1.66884854,2.44078576,0.04438584,0.12068592,0.79000576,0.75374775,0.04273443,1.20239631
-5.44772386,4.84288917,1.66704617,2.41059928,0.04230589,0.12064027,0.79053418,0.74168135,0.04177086,1.18908585
-5.44172086,4.79395647,1.66242677,2.38595612,0.04009025,0.12021176,0.78933174,0.73201827,0.04083632,1.17608547
-5.43571786,4.75255833,1.65497106,2.36747764,0.03777233,0.11940310,0.78625881,0.72481699,0.03993564,1.16339273
-5.42971486,4.71935040,1.64473482,2.35579811,0.03538705,0.11822524,0.78122063,0.72011587,0.03907463,1.15102938
-5.42371186,4.69499165,1.63184166,2.35152993,0.03296957,0.11669692,0.77416832,0.71792411,0.03825968,1.13903322
-5.41770885,4.68009135,1.61647316,2.35522933,0.03055406,0.11484396,0.76509853,0.71821336,0.03749725,1.12744939
-5.41170585,4.67515777,1.59885719,2.36736409,0.02817272,0.11269828,0.75405169,0.72091041,0.03679341,1.11632146
-5.40570285,4.68055144,1.57925474,2.38828489,0.02585481,0.11029667,0.74110902,0.72589138,0.03615336,1.10568309
-5.39969985,4.69644513,1.55794600,2.41820150,0.02362601,0.10767951,0.72638827,0.73297796,0.03558102,1.09555040
-5.39369685,4.72279256,1.53521637,2.45716494,0.02150786,0.10488924,0.71003854,0.74193589,0.03507865,1.08591571
-5.38769385,4.75930708,1.51134303,2.50505609,0.01951743,0.10196893,0.69223420,0.75247575,0.03464656,1.07674276
-5.38169085,4.80545126,1.48658265,2.56158133,0.01766729,0.09896076,0.67316830,0.76425632,0.03428292,1.06796370
-5.37568784,4.86043776,1.46116083,2.62627496,0.01596549,0.09590472,0.65304559,0.77689021,0.03398363,1.05947799
-5.36968484,4.92324096,1.43526377,2.69850832,0.01441583,0.09283735,0.63207558,0.78995167,0.03374229,1.05115313
-5.36368184,4.99261893,1.40903242,2.77750460,0.01301821,0.08979075,0.61046574,0.80298634,0.03355034,1.04282734
-5.35767884,5.06714415,1.38255931,2.86235871,0.01176907,0.08679182,0.58841535,0.81552243,0.03339718,1.03431375
-5.35167584,5.14524153,1.35588827,2.95206086,0.01066196,0.08386173,0.56610997,0.82708305,0.03327045,1.02540623
-5.34567284,5.22523178,1.32901673,3.04552263,0.00968805,0.08101574,0.54371700,0.83719906,0.03315640,1.01588623
-5.33966983,5.30537787,1.30190052,3.14160409,0.00883674,0.07826324,0.52138233,0.84542208,0.03304026,1.00553058
-5.33366683,5.38393253,1.27446079,3.23914069,0.00809623,0.07560804,0.49922819,0.85133713,0.03290673,0.99411971
-5.32766383,5.45918451,1.24659260,3.33696859,0.00745403,0.07304894,0.47735235,0.85457430,0.03274043,0.98144599
-5.32166083,5.52950154,1.21817458,3.43394731,0.00689746,0.07058044,0.45582844,0.85481923,0.03252645,0.96732176
-5.31565783,5.59336844,1.18907920,3.52897893,0.00641407,0.06819362,0.43470753,0.85182189,0.03225079,0.95158676
-5.30965483,5.64941880,1.15918298,3.62102323,0.00599194,0.06587712,0.41402053,0.84540331,0.03190086,0.93411458
-5.30365183,5.69645943,1.12837612,3.70910856,0.00562004,0.06361810,0.39378148,0.83546016,0.03146593,0.91481788
-5.29764882,5.73348718,1.09657108,3.79233870,0.00528836,0.06140324,0.37399127,0.82196707,0.03093745,0.89365214
-5.29164582,5.75969822,1.06370962,3.86989606,0.00498807,0.05921969,0.35464171,0.80497639,0.03030938,0.87061784
-5.28564282,5.77449046,1.02976811,3.94104233,0.00471162,0.05705586,0.33571956,0.78461584,0.02957838,0.84576102
-5.27963982,5.77746014,0.99476082,4.00511743,0.00445271,0.05490213,0.31721033,0.76108388,0.02874394,0.81917215
-5.27363682,5.76839428,0.95874124,4.06153834,0.00420629,0.05275140,0.29910171,0.73464312,0.02780842,0.79098356
-5.26763382,5.74726048,0.92180141,4.10979895,0.00396850,0.05059946,0.28138634,0.70561224,0.02677694,0.76136545
-5.26163082,5.71419627,0.88406952,4.14947255,0.00373653,0.04844527,0.26406395,0.67435645,0.02565723,0.73052089
-5.25562781,5.66949961,0.84570600,4.18021792,0.00350854,0.04629099,0.24714265,0.64127722,0.02445940,0.69867989
-5.24962481,5.61362237,0.80689851,4.20179010,0.00328353,0.04414197,0.23063956,0.60680151,0.02319562,0.66609304
-5.24362181,5.54716799,0.76785612,4.21405625,0.00306116,0.04200661,0.21458059,0.57137090,0.02187972,0.63302489
-5.23761881,5.47089429,0.72880318,4.21701660,0.00284166,0.03989613,0.19899971,0.53543113,0.02052684,0.59974756
-5.23161581,5.38572154,0.68997322,4.21083012,0.00262566,0.03782426,0.18393761,0.49942236,0.01915293,0.56653462
-5.22561281,5.29274533,0.65160315,4.19584360,0.00241409,0.03580699,0.16944003,0.46377039,0.01777440,0.53365571
-5.21960980,5.19325342,0.61392816,4.17262268,0.00220806,0.03386223,0.15555589,0.42887916,0.01640767,0.50137191
-5.21360680,5.08874446,0.57717742,4.14198260,0.00200875,0.03200955,0.14233524,0.39512468,0.01506879,0.46993208
-5.20760380,4.98094678,0.54157066,4.10501623,0.00181733,0.03026985,0.12982740,0.36285038,0.01377312,0.43957017
-5.20160080,4.87183413,0.50731577,4.06311671,0.00163494,0.02866519,0.11807915,0.33236400,0.01253510,0.41050345
-5.19559780,4.76363593,0.47460722,4.01799179,0.00146258,0.02721852,0.10713326,0.30393584,0.01136797,0.38293157
-5.18959480,4.65883887,0.44362524,3.97166738,0.00130109,0.02595350,0.09702727,0.27779833,0.01028369,0.35703640
-5.18359180,4.56017720,0.41453559,3.92647782,0.00115118,0.02489427,0.08779262,0.25414661,0.00929283,0.33298236
-5.17758879,4.47060953,0.38748964,3.88504121,0.00101337,0.02406527,0.07945415,0.23313997,0.00840460,0.31091703
-5.17158579,4.39328050,0.36262455,3.85021848,0.00088804,0.02349093,0.07202984,0.21490388,0.00762681,0.29097197
-5.16558279,4.33146624,0.34006345,3.82505593,0.00077542,0.02319539,0.06553083,0.19953231,0.00696606,0.27326339
-5.15957979,4.28850404,0.31991518,3.81271183,0.00067566,0.02320206,0.05996165,0.18709022,0.00642777,0.25789259
-5.15357679,4.26770695,0.30227375,3.81636845,0.00058885,0.02353320,0.05532054,0.17761584,0.00601634,0.24494602
-5.14757379,4.27226563,0.28721720,3.83913193,0.00051506,0.02420929,0.05159983,0.17112270,0.00573532,0.23449490
-5.14157079,4.30514050,0.27480597,3.88392339,0.00045441,0.02524839,0.04878633,0.16760133,0.00558752,0.22659432
-5.13556778,4.36894800,0.26508084,3.95336521,0.00040715,0.02666538,0.04686169,0.16702041,0.00557515,0.22128189
-5.12956478,4.46584585,0.25806040,4.04966700,0.00037369,0.02847116,0.04580259,0.16932756,0.00569991,0.21857606
-5.12356178,4.59742234,0.25373846,4.17451654,0.00035471,0.03067179,0.04558094,0.17444978,0.00596308,0.21847417
-5.11755878,4.76459518,0.25208147,4.32898056,0.00035123,0.03326763,0.04616389,0.18229353,0.00636557,0.22095047
-5.11155578,4.96752543,0.25302614,4.51342061,0.00036471,0.03625256,0.04751382,0.19274483,0.00690791,0.22595430
-5.10555278,5.20555146,0.25647776,4.72742867,0.00039710,0.03961327,0.04958828,0.20566939,0.00759021,0.23340861
-5.09954977,5.47714779,0.26230914,4.96978664,0.00045101,0.04332868,0.05233990,0.22091302,0.00841217,0.24320911
-5.09354677,5.77991223,0.27036075,5.23845284,0.00052976,0.04736956,0.05571643,0.23830251,0.00937293,0.25522413
-5.08754377,6.11058407,0.28044200,5.53057795,0.00063753,0.05169840,0.05966084,0.25764705,0.01047099,0.26929545
-5.08154077,6.46509463,0.29233385,5.84255113,0.00077943,0.05626952,0.06411161,0.27874053,0.01170413,0.28524021
-5.07553777,6.83864990,0.30579285,6.17007618,0.00096168,0.06102955,0.06900321,0.30136449,0.01306923,0.30285381
-5.06953477,7.22584369,0.32055665,6.50827599,0.00119168,0.06591814,0.07426687,0.32529200,0.01456216,0.32191401
-5.06353177,7.62079826,0.33635063,6.85182221,0.00147815,0.07086903,0.07983160,0.35029217,0.01617767,0.34218596
-5.05752876,8.01732758,0.35289577,7.19508594,0.00183122,0.07581146,0.08562536,0.37613542,0.01790927,0.36342806
-5.05152576,8.40911779,0.36991731,7.53230404,0.00226256,0.08067174,0.09157662,0.40259909,0.01974910,0.38539852
-5.04552276,8.78991778,0.38715383,7.85775479,0.00278538,0.08537516,0.09761596,0.42947329,0.02168790,0.40786226
-5.03951976,9.15373261,0.40436650,8.16593616,0.00341457,0.08984794,0.10367786,0.45656669,0.02371490,0.43059780
-5.03351676,9.49501173,0.42134798,8.45173950,0.00416661,0.09401933,0.10970248,0.48371196,0.02581782,0.45340404
-5.02751376,9.80882441,0.43793056,8.71061158,0.00505960,0.09782369,0.11563742,0.51077050,0.02798287,0.47610627
-5.02151076,10.09101479,0.45399304,8.93869840,0.00611315,0.10120240,0.12143931,0.53763632,0.03019478,0.49856144
-5.01550775,10.33833009,0.46946603,9.13296462,0.00734820,0.10410570,0.12707512,0.56423875,0.03243685,0.52066211
-5.00950475,10.54851629,0.48433539,9.29128383,0.00878679,0.10649414,0.13252325,0.59054371,0.03469113,0.54233910
-5.00350175,10.72037742,0.49864330,9.41249572,0.01045177,0.10833980,0.13777403,0.61655375,0.03693852,0.56356254
-4.99749875,10.85379570,0.51248709,9.49642805,0.01236638,0.10962699,0.14282994,0.64230638,0.03915903,0.58434127
-4.99149575,10.94971195,0.52601557,9.54388250,0.01455380,0.11035266,0.14770520,0.66787122,0.04133202,0.60472067
-4.98549275,11.01006718,0.53942302,9.55658519,0.01703649,0.11052620,0.15242489,0.69334569,0.04343653,0.62477890
-4.97948974,11.03770799,0.55294096,9.53710430,0.01983566,0.11016890,0.15702362,0.71884975,0.04545163,0.64462184
-4.97348674,11.03626023,0.56682798,9.48873836,0.02297042,0.10931292,0.16154366,0.74451975,0.04735683,0.66437685
-4.96748374,11.00997628,0.58135812,9.41538016,0.02645711,0.10799996,0.16603280,0.77050183,0.04913253,0.68418573
-4.96148074,10.96356279,0.59680813,9.32136225,0.03030838,0.10627948,0.17054186,0.79694508,0.05076047,0.70419719
-4.95547774,10.90199622,0.61344420,9.21129052,0.03453246,0.10420683,0.17512199,0.82399485,0.05222418,0.72455914
-4.94947474,10.83033388,0.63150873,9.08987286,0.03913228,0.10184115,0.17982200,0.85178643,0.05350950,0.74541119
-4.94347174,10.75352839,0.65120776,8.96174988,0.04410474,0.09924323,0.18468570,0.88043948,0.05460493,0.76687759
-4.93746873,10.67625283,0.67269944,8.83133464,0.04944008,0.09647345,0.18974939,0.91005319,0.05550208,0.78906104
-4.93146573,10.60274347,0.69608433,8.70266732,0.05512126,0.09358981,0.19503974,0.94070258,0.05619594,0.81203743
-4.92546273,10.53666586,0.72139762,8.57929058,0.06112369,0.09064618,0.20057195,0.97243568,0.05668510,0.83585177
-4.91945973,10.48100886,0.74860396,8.46414982,0.06741494,0.08769089,0.20634849,1.00527186,0.05697191,0.86051544
-4.91345673,10.43800989,0.77759484,8.35952163,0.07395484,0.08476558,0.21235830,1.03920104,0.05706240,0.88600459
-4.90745373,10.40911329,0.80818888,8.26697238,0.08069574,0.08190443,0.21857654,1.07418376,0.05696624,0.91225997
-4.90145073,10.39496202,0.84013481,8.18734745,0.08758303,0.07913383,0.22496490,1.11015184,0.05669642,0.93918780
-4.89544772,10.39542159,0.87311721,8.12079040,0.09455590,0.07647235,0.23147250,1.14700960,0.05626889,0.96666176
-4.88944472,10.40963382,0.90676466,8.06678992,0.10154837,0.07393109,0.23803715,1.18463530,0.05570213,0.99452577
-4.88344172,10.43609663,0.94065990,8.02425153,0.10849048,0.07151435,0.24458714,1.22288263,0.05501651,1.02259756
-4.87743872,10.47276532,0.97435182,7.99158961,0.11530973,0.06922052,0.25104322,1.26158227,0.05423370,1.05067265
-4.87143572,10.51716987,1.00736845,7.96683506,0.12193255,0.06704320,0.25732093,1.30054327,0.05337601,1.07852873
-4.86543272,10.56654246,1.03923071,7.94775289,0.12828597,0.06497244,0.26333295,1.33955419,0.05246568,1.10593016
-4.85942971,10.61794913,1.06946628,7.93196417,0.13429918,0.06299602,0.26899153,1.37838416,0.05152426,1.13263250
-4.85342671,10.66841965,1.09762297,7.91706666,0.13990516,0.06110073,0.27421082,1.41678381,0.05057202,1.15838701
-4.84742371,10.71507019,1.12328126,7.90074855,0.14504214,0.05927356,0.27890907,1.45448617,0.04962742,1.18294496
-4.84142071,10.75521378,1.14606544,7.88089075,0.14965495,0.05750278,0.28301056,1.49120781,0.04870670,1.20606174
-4.83541771,10.78645447,1.16565306,7.85565336,0.15369608,0.05577887,0.28644731,1.52665020,0.04782360,1.22750083
-4.82941471,10.80676236,1.18178235,7.82354341,0.15712661,0.05409513,0.28916053,1.56050172,0.04698921,1.24703744
-4.82341171,10.81452726,1.19425754,7.78346166,0.15991679,0.05244824,0.29110163,1.59244027,0.04621186,1.26446208
-4.81740870,10.80859039,1.20295180,7.73472760,0.16204638,0.05083840,0.29223311,1.62213666,0.04549730,1.27958381
-4.81140570,10.78825429,1.20780808,7.67708282,0.16350466,0.04926942,0.29252902,1.64925896,0.04484880,1.29223346
-4.80540270,10.75327234,1.20883767,7.61067390,0.16429024,0.04774844,0.29197526,1.67347776,0.04426745,1.30226655
-4.79939970,10.70382005,1.20611693,7.53601731,0.16441059,0.04628558,0.29056966,1.69447223,0.04375248,1.30956609
-4.79339670,10.64045118,1.19978222,7.45394896,0.16388139,0.04489339,0.28832189,1.71193708,0.04330164,1.31404511
-4.78739370,10.56404210,1.19002353,7.36556229,0.16272574,0.04358620,0.28525317,1.72558990,0.04291156,1.31564890
-4.78139070,10.47572819,1.17707702,7.27213883,0.16097320,0.04237938,0.28139600,1.73517897,0.04257811,1.31435696
-4.77538769,10.37683619,1.16121684,7.17507517,0.15865884,0.04128862,0.27679370,1.74049099,0.04229673,1.31018440
-4.76938469,10.26881628,1.14274664,7.07581063,0.15582229,0.04032917,0.27149997,1.74135850,0.04206267,1.30318286
-4.76338169,10.15317728,1.12199111,6.97575925,0.15250671,0.03951514,0.26557834,1.73766660,0.04187124,1.29344083
-4.75737869,10.03142798,1.09928782,6.87624927,0.14875796,0.03885895,0.25910165,1.72935866,0.04171787,1.28108323
-4.75137569,9.90502710,1.07497964,6.77847303,0.14462379,0.03837077,0.25215143,1.71644072,0.04159824,1.26627020
-4.74537269,9.77534354,1.04940805,6.68344888,0.14015311,0.03805823,0.24481727,1.69898421,0.04150821,1.24919528
-4.73936968,9.64362806,1.02290746,6.59199662,0.13539542,0.03792614,0.23719619,1.67712699,0.04144379,1.23008261
-4.73336668,9.51099678,0.99580071,6.50472654,0.13040033,0.03797651,0.22939195,1.65107249,0.04140106,1.20918363
-4.72736368,9.37842637,0.96839579,6.42204198,0.12521719,0.03820858,0.22151439,1.62108697,0.04137602,1.18677303
-4.72136068,9.24675999,0.94098389,6.34415414,0.11989475,0.03861909,0.21367876,1.58749499,0.04136453,1.16314428
-4.71535768,9.11672288,0.91383873,6.27110781,0.11448099,0.03920269,0.20600514,1.55067334,0.04136217,1.13860487
-4.70935468,8.98894590,0.88721704,6.20281569,0.10902290,0.03995244,0.19861786,1.51104356,0.04136424,1.11347135
-4.70335168,8.86399502,0.86136023,6.13909914,0.10356633,0.04086041,0.19164506,1.46906358,0.04136576,1.08806448
-4.69734867,8.74240495,0.83649697,6.07973277,0.09815586,0.04191842,0.18521837,1.42521860,0.04136149,1.06270460
-4.69134567,8.62471444,0.81284658,6.02449013,0.09283466,0.04311875,0.17947264,1.38001184,0.04134616,1.03770748
-4.68534267,8.51150143,0.79062295,5.97318817,0.08764437,0.04445496,0.17454584,1.33395538,0.04131454,1.01338065
-4.67933967,8.40341577,0.77003884,5.92572799,0.08262490,0.04592262,0.17057897,1.28756151,0.04126181,0.99002050
-4.67333667,8.30120778,0.75131011,5.88212984,0.07781425,0.04752010,0.16771604,1.24133488,0.04118375,0.96791002
-4.66733367,8.20575092,0.73465986,5.84256060,0.07324839,0.04924917,0.16610395,1.19576564,0.04107710,0.94731731
-4.66133067,8.11805710,0.72032189,5.80735244,0.06896097,0.05111559,0.16589226,1.15132382,0.04093985,0.92849472
-4.65532766,8.03928356,0.70854337,5.77701164,0.06498318,0.05312951,0.16723268,1.10845482,0.04077154,0.91167854
-4.64932466,7.97073029,0.69958643,5.75221713,0.06134352,0.05530568,0.17027820,1.06757619,0.04057348,0.89708906
-4.64332166,7.91382761,0.69372827,5.73380864,0.05806757,0.05766352,0.17518171,1.02907533,0.04034891,0.88493084
