energy_ev,total_up,total_down,As_p_up,As_p_down,As_d_up,As_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,1.51706434,-1.51706434,0.35154774,-0.35154774,0.00000000,-0.00000000,0.46853936,-0.46853936,0.30408120,-0.30408120,0.04233684,-0.04233684,0.56519218,-0.56519218
-5.93396698,1.51976036,-1.51976036,0.34214622,-0.34214622,0.00000000,-0.00000000,0.47132849,-0.47132849,0.30461603,-0.30461603,0.04140902,-0.04140902,0.57887940,-0.57887940
-5.92796398,1.52858029,-1.52858029,0.33440878,-0.33440878,0.00000000,-0.00000000,0.47522148,-0.47522148,0.30669519,-0.30669519,0.04080774,-0.04080774,0.59439290,-0.59439290
-5.92196098,1.54370191,-1.54370191,0.32852067,-0.32852067,0.00000000,-0.00000000,0.48034696,-0.48034696,0.31035601,-0.31035601,0.04054068,-0.04054068,0.61163449,-0.61163449
-5.91595798,1.56513789,-1.56513789,0.32462143,-0.32462143,0.00000000,-0.00000000,0.48679663,-0.48679663,0.31559434,-0.31559434,0.04060865,-0.04060865,0.63045631,-0.63045631
-5.90995498,1.59273299,-1.59273299,0.32280093,-0.32280093,0.00000000,-0.00000000,0.49461999,-0.49461999,0.32236417,-0.32236417,0.04100566,-0.04100566,0.65066305,-0.65066305
-5.90395198,1.62616557,-1.62616557,0.32309679,-0.32309679,0.00000000,-0.00000000,0.50382043,-0.50382043,0.33057843,-0.33057843,0.04171913,-0.04171913,0.67201538,-0.67201538
-5.89794897,1.66495351,-1.66495351,0.32549334,-0.32549334,0.00000000,-0.00000000,0.51435292,-0.51435292,0.34011083,-0.34011083,0.04273028,-0.04273028,0.69423457,-0.69423457
-5.89194597,1.70846436,-1.70846436,0.32992195,-0.32992195,0.00000000,-0.00000000,0.52612342,-0.52612342,0.35079883,-0.35079883,0.04401453,-0.04401453,0.71700808,-0.71700808
-5.88594297,1.75592953,-1.75592953,0.33626300,-0.33626300,0.00000000,-0.00000000,0.53899001,-0.53899001,0.36244758,-0.36244758,0.04554201,-0.04554201,0.73999606,-0.73999606
-5.87993997,1.80646216,-1.80646216,0.34434929,-0.34434929,0.00000000,-0.00000000,0.55276582,-0.55276582,0.37483477,-0.37483477,0.04727826,-0.04727826,0.76283849,-0.76283849
-5.87393697,1.85907822,-1.85907822,0.35397079,-0.35397079,0.00000000,-0.00000000,0.56722362,-0.56722362,0.38771628,-0.38771628,0.04918484,-0.04918484,0.78516294,-0.78516294
-5.86793397,1.91272041,-1.91272041,0.36488073,-0.36488073,0.00000000,-0.00000000,0.58210192,-0.58210192,0.40083242,-0.40083242,0.05122019,-0.05122019,0.80659258,-0.80659258
-5.86193097,1.96628405,-1.96628405,0.37680270,-0.37680270,0.00000000,-0.00000000,0.59711238,-0.59711238,0.41391474,-0.41391474,0.05334045,-0.05334045,0.82675450,-0.82675450
-5.85592796,2.01864457,-2.01864457,0.38943857,-0.38943857,0.00000000,-0.00000000,0.61194827,-0.61194827,0.42669302,-0.42669302,0.05550035,-0.05550035,0.84528789,-0.84528789
-5.84992496,2.06868559,-2.06868559,0.40247707,-0.40247707,0.00000000,-0.00000000,0.62629360,-0.62629360,0.43890242,-0.43890242,0.05765422,-0.05765422,0.86185206,-0.86185206
-5.84392196,2.11532697,-2.11532697,0.41560249,-0.41560249,0.00000000,-0.00000000,0.63983268,-0.63983268,0.45029045,-0.45029045,0.05975690,-0.05975690,0.87613416,-0.87613416
-5.83791896,2.15755192,-2.15755192,0.42850352,-0.42850352,0.00000000,-0.00000000,0.65225962,-0.65225963,0.46062358,-0.46062358,0.06176479,-0.06176479,0.88785629,-0.88785629
-5.83191596,2.19443251,-2.19443251,0.44088158,-0.44088158,0.00000000,-0.00000000,0.66328757,-0.66328757,0.46969330,-0.46969330,0.06363679,-0.06363679,0.89678193,-0.89678193
-5.82591296,2.22515259,-2.22515259,0.45245862,-0.45245862,0.00000000,-0.00000000,0.67265711,-0.67265711,0.47732140,-0.47732140,0.06533522,-0.06533522,0.90272151,-0.90272151
-5.81990995,2.24902759,-2.24902759,0.46298395,-0.46298395,0.00000000,-0.00000000,0.68014380,-0.68014380,0.48336426,-0.48336426,0.06682668,-0.06682668,0.90553697,-0.90553697
-5.81390695,2.26552041,-2.26552041,0.47223986,-0.47223986,0.00000000,-0.00000000,0.68556426,-0.68556426,0.48771605,-0.48771605,0.06808279,-0.06808279,0.90514524,-0.90514524
-5.80790395,2.27425304,-2.27425304,0.48004599,-0.48004599,0.00000000,-0.00000000,0.68878092,-0.68878092,0.49031073,-0.49031073,0.06908082,-0.06908082,0.90152035,-0.90152035
-5.80190095,2.27501339,-2.27501339,0.48626217,-0.48626217,0.00000000,-0.00000000,0.68970492,-0.68970492,0.49112272,-0.49112272,0.06980411,-0.06980411,0.89469437,-0.89469437
-5.79589795,2.26775722,-2.26775722,0.49078969,-0.49078969,0.00000000,-0.00000000,0.68829750,-0.68829750,0.49016630,-0.49016630,0.07024241,-0.07024241,0.88475688,-0.88475688
-5.78989495,2.25260516,-2.25260516,0.49357119,-0.49357119,0.00000000,-0.00000000,0.68456944,-0.68456944,0.48749373,-0.48749373,0.07039192,-0.07039192,0.87185310,-0.87185310
-5.78389195,2.22983498,-2.22983498,0.49458903,-0.49458903,0.00000000,-0.00000000,0.67857910,-0.67857910,0.48319223,-0.48319223,0.07025526,-0.07025526,0.85618065,-0.85618065
-5.77788894,2.19986951,-2.19986951,0.49386243,-0.49386243,0.00000000,-0.00000000,0.67042879,-0.67042879,0.47737997,-0.47737997,0.06984115,-0.06984115,0.83798504,-0.83798504
-5.77188594,2.16326077,-2.16326077,0.49144359,-0.49144359,0.00000000,-0.00000000,0.66025995,-0.66025995,0.47020112,-0.47020112,0.06916395,-0.06916395,0.81755404,-0.81755404
-5.76588294,2.12067095,-2.12067095,0.48741297,-0.48741297,0.00000000,-0.00000000,0.64824745,-0.64824745,0.46182048,-0.46182048,0.06824309,-0.06824309,0.79521100,-0.79521100
-5.75987994,2.07285123,-2.07285123,0.48187412,-0.48187412,0.00000000,-0.00000000,0.63459301,-0.63459301,0.45241756,-0.45241756,0.06710228,-0.06710228,0.77130747,-0.77130747
-5.75387694,2.02061908,-2.02061908,0.47494824,-0.47494824,0.00000000,-0.00000000,0.61951846,-0.61951846,0.44218072,-0.44218072,0.06576868,-0.06576868,0.74621522,-0.74621522
-5.74787394,1.96483520,-1.96483520,0.46676881,-0.46676881,0.00000000,-0.00000000,0.60325891,-0.60325891,0.43130135,-0.43130135,0.06427200,-0.06427200,0.72031797,-0.72031797
-5.74187094,1.90638084,-1.90638084,0.45747658,-0.45747658,0.00000000,-0.00000000,0.58605613,-0.58605613,0.41996851,-0.41996851,0.06264356,-0.06264356,0.69400313,-0.69400313
-5.73586793,1.84613635,-1.84613635,0.44721505,-0.44721505,0.00000000,-0.00000000,0.56815267,-0.56815267,0.40836405,-0.40836405,0.06091534,-0.06091534,0.66765373,-0.66765373
-5.72986493,1.78496173,-1.78496173,0.43612668,-0.43612668,0.00000000,-0.00000000,0.54978652,-0.54978652,0.39665858,-0.39665858,0.05911912,-0.05911912,0.64164084,-0.64164085
-5.72386193,1.72367964,-1.72367964,0.42434987,-0.42434987,0.00000000,-0.00000000,0.53118694,-0.53118694,0.38500821,-0.38500821,0.05728562,-0.05728562,0.61631675,-0.61631675
-5.71785893,1.66306132,-1.66306132,0.41201684,-0.41201684,0.00000000,-0.00000000,0.51257113,-0.51257113,0.37355221,-0.37355222,0.05544380,-0.05544380,0.59200887,-0.59200887
-5.71185593,1.60381570,-1.60381570,0.39925229,-0.39925229,0.00000000,-0.00000000,0.49414203,-0.49414203,0.36241164,-0.36241165,0.05362024,-0.05362024,0.56901486,-0.56901486
-5.70585293,1.54658160,-1.54658160,0.38617286,-0.38617286,0.00000000,-0.00000000,0.47608717,-0.47608717,0.35168878,-0.35168878,0.05183862,-0.05183862,0.54759867,-0.54759867
-5.69984992,1.49192305,-1.49192305,0.37288726,-0.37288726,0.00000000,-0.00000000,0.45857832,-0.45857832,0.34146738,-0.34146738,0.05011940,-0.05011940,0.52798787,-0.52798787
-5.69384692,1.44032743,-1.44032743,0.35949684,-0.35949684,0.00000000,-0.00000000,0.44177199,-0.44177199,0.33181366,-0.33181366,0.04847954,-0.04847954,0.51037199,-0.51037199
-5.68784392,1.39220607,-1.39220607,0.34609656,-0.34609656,0.00000000,-0.00000000,0.42581042,-0.42581042,0.32277776,-0.32277776,0.04693240,-0.04693240,0.49490209,-0.49490209
-5.68184092,1.34789687,-1.34789687,0.33277616,-0.33277616,0.00000000,-0.00000000,0.41082305,-0.41082305,0.31439562,-0.31439562,0.04548774,-0.04548774,0.48169117,-0.48169117
-5.67583792,1.30766852,-1.30766853,0.31962128,-0.31962128,0.00000000,-0.00000000,0.39692805,-0.39692805,0.30669113,-0.30669113,0.04415185,-0.04415185,0.47081556,-0.47081556
-5.66983492,1.27172581,-1.27172581,0.30671454,-0.30671454,0.00000000,-0.00000000,0.38423386,-0.38423386,0.29967839,-0.29967839,0.04292769,-0.04292769,0.46231693,-0.46231693
-5.66383192,1.24021551,-1.24021551,0.29413635,-0.29413635,0.00000000,-0.00000000,0.37284050,-0.37284050,0.29336388,-0.29336388,0.04181520,-0.04181520,0.45620494,-0.45620494
-5.65782891,1.21323254,-1.21323254,0.28196543,-0.28196543,0.00000000,-0.00000000,0.36284052,-0.36284052,0.28774856,-0.28774857,0.04081163,-0.04081163,0.45246023,-0.45246023
-5.65182591,1.19082597,-1.19082597,0.27027903,-0.27027903,0.00000000,-0.00000000,0.35431944,-0.35431944,0.28282978,-0.28282978,0.03991186,-0.03991186,0.45103756,-0.45103756
-5.64582291,1.17300453,-1.17300453,0.25915269,-0.25915269,0.00000000,-0.00000000,0.34735568,-0.34735568,0.27860281,-0.27860281,0.03910888,-0.03910888,0.45186911,-0.45186911
-5.63981991,1.15974149,-1.15974149,0.24865981,-0.24865981,0.00000000,-0.00000000,0.34201990,-0.34201990,0.27506217,-0.27506217,0.03839417,-0.03839417,0.45486759,-0.45486759
-5.63381691,1.15097874,-1.15097874,0.23887079,-0.23887079,0.00000000,-0.00000000,0.33837376,-0.33837376,0.27220259,-0.27220259,0.03775814,-0.03775814,0.45992918,-0.45992918
-5.62781391,1.14662991,-1.14662991,0.22985202,-0.22985202,0.00000000,-0.00000000,0.33646815,-0.33646815,0.27001965,-0.27001965,0.03719052,-0.03719052,0.46693612,-0.46693612
-5.62181091,1.14658267,-1.14658267,0.22166465,-0.22166465,0.00000000,-0.00000000,0.33634113,-0.33634113,0.26851011,-0.26851011,0.03668085,-0.03668085,0.47575897,-0.47575897
-5.61580790,1.15070006,-1.15070006,0.21436334,-0.21436334,0.00000000,-0.00000000,0.33801541,-0.33801541,0.26767198,-0.26767198,0.03621877,-0.03621877,0.48625841,-0.48625841
-5.60980490,1.15882109,-1.15882109,0.20799490,-0.20799490,0.00000000,-0.00000000,0.34149576,-0.34149576,0.26750433,-0.26750433,0.03579438,-0.03579438,0.49828664,-0.49828664
-5.60380190,1.17076071,-1.17076071,0.20259701,-0.20259701,0.00000000,-0.00000000,0.34676646,-0.34676646,0.26800691,-0.26800691,0.03539858,-0.03539858,0.51168842,-0.51168842
-5.59779890,1.18630926,-1.18630926,0.19819704,-0.19819704,0.00000000,-0.00000000,0.35378886,-0.35378886,0.26917958,-0.26917958,0.03502322,-0.03502322,0.52630183,-0.52630183
-5.59179590,1.20523169,-1.20523169,0.19481097,-0.19481097,0.00000000,-0.00000000,0.36249928,-0.36249928,0.27102162,-0.27102162,0.03466136,-0.03466136,0.54195875,-0.54195875
-5.58579290,1.22726673,-1.22726673,0.19244253,-0.19244253,0.00000000,-0.00000000,0.37280744,-0.37280744,0.27353094,-0.27353094,0.03430733,-0.03430733,0.55848529,-0.55848529
-5.57978989,1.25212620,-1.25212620,0.19108247,-0.19108247,0.00000000,-0.00000000,0.38459552,-0.38459552,0.27670326,-0.27670326,0.03395680,-0.03395680,0.57570225,-0.57570225
-5.57378689,1.27949488,-1.27949488,0.19070816,-0.19070816,0.00000000,-0.00000000,0.39771799,-0.39771799,0.28053128,-0.28053128,0.03360677,-0.03360677,0.59342573,-0.59342573
-5.56778389,1.30903092,-1.30903092,0.19128331,-0.19128331,0.00000000,-0.00000000,0.41200229,-0.41200229,0.28500384,-0.28500384,0.03325553,-0.03325553,0.61146800,-0.61146800
-5.56178089,1.34036721,-1.34036721,0.19275803,-0.19275803,0.00000000,-0.00000000,0.42725050,-0.42725050,0.29010519,-0.29010519,0.03290251,-0.03290251,0.62963879,-0.62963879
-5.55577789,1.37311381,-1.37311381,0.19506916,-0.19506916,0.00000000,-0.00000000,0.44324188,-0.44324188,0.29581437,-0.29581437,0.03254820,-0.03254820,0.64774697,-0.64774697
-5.54977489,1.40686149,-1.40686149,0.19814085,-0.19814085,0.00000000,-0.00000000,0.45973642,-0.45973642,0.30210469,-0.30210469,0.03219396,-0.03219396,0.66560283,-0.66560283
-5.54377189,1.44118658,-1.44118658,0.20188549,-0.20188549,0.00000000,-0.00000000,0.47647927,-0.47647927,0.30894346,-0.30894346,0.03184187,-0.03184187,0.68302072,-0.68302072
-5.53776888,1.47565702,-1.47565702,0.20620487,-0.20620487,0.00000000,-0.00000000,0.49320592,-0.49320592,0.31629184,-0.31629184,0.03149457,-0.03149457,0.69982225,-0.69982225
-5.53176588,1.50983944,-1.50983944,0.21099176,-0.21099176,0.00000000,-0.00000000,0.50964798,-0.50964798,0.32410502,-0.32410502,0.03115509,-0.03115509,0.71583975,-0.71583975
-5.52576288,1.54330732,-1.54330732,0.21613168,-0.21613168,0.00000000,-0.00000000,0.52553949,-0.52553949,0.33233250,-0.33233250,0.03082678,-0.03082678,0.73091999,-0.73091999
-5.51975988,1.57564966,-1.57564966,0.22150500,-0.22150500,0.00000000,-0.00000000,0.54062332,-0.54062332,0.34091874,-0.34091874,0.03051320,-0.03051320,0.74492792,-0.74492792
-5.51375688,1.60648010,-1.60648010,0.22698922,-0.22698922,0.00000000,-0.00000000,0.55465766,-0.55465766,0.34980395,-0.34980395,0.03021805,-0.03021805,0.75775023,-0.75775023
-5.50775388,1.63544598,-1.63544598,0.23246150,-0.23246150,0.00000000,-0.00000000,0.56742215,-0.56742215,0.35892506,-0.35892506,0.02994515,-0.02994515,0.76929858,-0.76929858
-5.50175088,1.66223685,-1.66223685,0.23780126,-0.23780126,0.00000000,-0.00000000,0.57872353,-0.57872353,0.36821692,-0.36821692,0.02969844,-0.02969844,0.77951227,-0.77951227
-5.49574787,1.68659219,-1.68659219,0.24289278,-0.24289278,0.00000000,-0.00000000,0.58840045,-0.58840044,0.37761353,-0.37761353,0.02948196,-0.02948196,0.78836008,-0.78836008
-5.48974487,1.70830781,-1.70830781,0.24762778,-0.24762778,0.00000000,-0.00000000,0.59632736,-0.59632736,0.38704936,-0.38704936,0.02929989,-0.02929989,0.79584131,-0.79584131
-5.48374187,1.72724057,-1.72724057,0.25190786,-0.25190786,0.00000000,-0.00000000,0.60241724,-0.60241724,0.39646067,-0.39646067,0.02915655,-0.02915655,0.80198571,-0.80198571
-5.47773887,1.74331115,-1.74331115,0.25564663,-0.25564663,0.00000000,-0.00000000,0.60662305,-0.60662305,0.40578673,-0.40578673,0.02905631,-0.02905631,0.80685230,-0.80685230
-5.47173587,1.75650466,-1.75650466,0.25877156,-0.25877156,0.00000000,-0.00000000,0.60893782,-0.60893782,0.41497089,-0.41497089,0.02900363,-0.02900363,0.81052722,-0.81052722
-5.46573287,1.76686903,-1.76686903,0.26122541,-0.26122541,0.00000000,-0.00000000,0.60939344,-0.60939344,0.42396152,-0.42396152,0.02900286,-0.02900286,0.81312034,-0.81312034
-5.45972986,1.77451105,-1.77451105,0.26296714,-0.26296714,0.00000000,-0.00000000,0.60805825,-0.60805825,0.43271270,-0.43271270,0.02905816,-0.02905816,0.81476109,-0.81476109
-5.45372686,1.77959037,-1.77959037,0.26397240,-0.26397240,0.00000000,-0.00000000,0.60503338,-0.60503338,0.44118455,-0.44118455,0.02917328,-0.02917328,0.81559345,-0.81559345
-5.44772386,1.78231157,-1.78231158,0.26423343,-0.26423343,0.00000000,-0.00000000,0.60044825,-0.60044825,0.44934341,-0.44934341,0.02935131,-0.02935131,0.81577034,-0.81577034
-5.44172086,1.78291471,-1.78291472,0.26375852,-0.26375852,0.00000000,-0.00000000,0.59445527,-0.59445527,0.45716165,-0.45716165,0.02959445,-0.02959445,0.81544770,-0.81544770
-5.43571786,1.78166471,-1.78166471,0.26257098,-0.26257098,0.00000000,-0.00000000,0.58722414,-0.58722414,0.46461724,-0.46461724,0.02990367,-0.02990367,0.81477847,-0.81477847
-5.42971486,1.77884012,-1.77884012,0.26070771,-0.26070771,0.00000000,-0.00000000,0.57893592,-0.57893592,0.47169302,-0.47169302,0.03027852,-0.03027852,0.81390679,-0.81390679
-5.42371186,1.77472178,-1.77472178,0.25821750,-0.25821750,0.00000000,-0.00000000,0.56977717,-0.56977717,0.47837589,-0.47837590,0.03071677,-0.03071677,0.81296253,-0.81296253
-5.41770885,1.76958184,-1.76958184,0.25515904,-0.25515904,0.00000000,-0.00000000,0.55993447,-0.55993447,0.48465579,-0.48465579,0.03121429,-0.03121429,0.81205660,-0.81205660
-5.41170585,1.76367368,-1.76367368,0.25159886,-0.25159886,0.00000000,-0.00000000,0.54958941,-0.54958941,0.49052462,-0.49052462,0.03176482,-0.03176482,0.81127704,-0.81127704
-5.40570285,1.75722316,-1.75722316,0.24760923,-0.24760923,0.00000000,-0.00000000,0.53891446,-0.53891446,0.49597518,-0.49597518,0.03235997,-0.03235997,0.81068615,-0.81068615
-5.39969985,1.75042156,-1.75042156,0.24326611,-0.24326611,0.00000000,-0.00000000,0.52806951,-0.52806951,0.50100026,-0.50100026,0.03298923,-0.03298923,0.81031876,-0.81031876
-5.39369685,1.74342046,-1.74342047,0.23864722,-0.23864722,0.00000000,-0.00000000,0.51719955,-0.51719955,0.50559176,-0.50559176,0.03364011,-0.03364011,0.81018160,-0.81018160
-5.38769385,1.73632875,-1.73632875,0.23383038,-0.23383038,0.00000000,-0.00000000,0.50643308,-0.50643308,0.50974008,-0.50974008,0.03429837,-0.03429837,0.81025391,-0.81025391
-5.38169085,1.72921174,-1.72921174,0.22889200,-0.22889200,0.00000000,-0.00000000,0.49588158,-0.49588158,0.51343378,-0.51343378,0.03494840,-0.03494840,0.81048912,-0.81048912
-5.37568784,1.72209232,-1.72209232,0.22390586,-0.22390586,0.00000000,-0.00000000,0.48563965,-0.48563965,0.51665941,-0.51665941,0.03557365,-0.03557365,0.81081745,-0.81081745
-5.36968484,1.71495407,-1.71495407,0.21894219,-0.21894219,0.00000000,-0.00000000,0.47578580,-0.47578580,0.51940171,-0.51940171,0.03615714,-0.03615714,0.81114942,-0.81114942
-5.36368184,1.70774579,-1.70774579,0.21406687,-0.21406687,0.00000000,-0.00000000,0.46638374,-0.46638374,0.52164395,-0.52164395,0.03668204,-0.03668204,0.81137994,-0.81137994
-5.35767884,1.70038740,-1.70038740,0.20934091,-0.20934091,0.00000000,-0.00000000,0.45748391,-0.45748391,0.52336863,-0.52336863,0.03713226,-0.03713226,0.81139284,-0.81139284
-5.35167584,1.69277656,-1.69277656,0.20482007,-0.20482007,0.00000000,-0.00000000,0.44912508,-0.44912508,0.52455819,-0.52455819,0.03749304,-0.03749304,0.81106556,-0.81106556
-5.34567284,1.68479575,-1.68479575,0.20055460,-0.20055460,0.00000000,-0.00000000,0.44133585,-0.44133585,0.52519598,-0.52519598,0.03775150,-0.03775150,0.81027383,-0.81027383
-5.33966983,1.67631936,-1.67631935,0.19658895,-0.19658895,0.00000000,-0.00000000,0.43413598,-0.43413598,0.52526716,-0.52526716,0.03789711,-0.03789711,0.80889620,-0.80889620
-5.33366683,1.66722038,-1.66722038,0.19296168,-0.19296168,0.00000000,-0.00000000,0.42753734,-0.42753734,0.52475970,-0.52475970,0.03792214,-0.03792214,0.80681800,-0.80681800
-5.32766383,1.65737652,-1.65737652,0.18970520,-0.18970520,0.00000000,-0.00000000,0.42154442,-0.42154442,0.52366523,-0.52366523,0.03782191,-0.03782191,0.80393495,-0.80393495
-5.32166083,1.64667540,-1.64667540,0.18684562,-0.18684562,0.00000000,-0.00000000,0.41615457,-0.41615457,0.52197986,-0.52197986,0.03759498,-0.03759498,0.80015601,-0.80015601
-5.31565783,1.63501874,-1.63501874,0.18440259,-0.18440259,0.00000000,-0.00000000,0.41135778,-0.41135778,0.51970476,-0.51970476,0.03724317,-0.03724317,0.79540555,-0.79540555
-5.30965483,1.62232550,-1.62232550,0.18238909,-0.18238909,0.00000000,-0.00000000,0.40713629,-0.40713629,0.51684670,-0.51684670,0.03677152,-0.03677152,0.78962491,-0.78962491
-5.30365183,1.60853407,-1.60853407,0.18081135,-0.18081135,0.00000000,-0.00000000,0.40346404,-0.40346404,0.51341828,-0.51341828,0.03618806,-0.03618806,0.78277316,-0.78277316
-5.29764882,1.59360346,-1.59360346,0.17966885,-0.17966885,0.00000000,-0.00000000,0.40030610,-0.40030610,0.50943812,-0.50943812,0.03550348,-0.03550348,0.77482741,-0.77482741
-5.29164582,1.57751379,-1.57751379,0.17895438,-0.17895438,0.00000000,-0.00000000,0.39761843,-0.39761843,0.50493080,-0.50493080,0.03473076,-0.03473076,0.76578248,-0.76578248
-5.28564282,1.56026622,-1.56026622,0.17865439,-0.17865439,0.00000000,-0.00000000,0.39534782,-0.39534782,0.49992674,-0.49992674,0.03388469,-0.03388469,0.75565029,-0.75565029
-5.27963982,1.54188246,-1.54188246,0.17874942,-0.17874942,0.00000000,-0.00000000,0.39343242,-0.39343242,0.49446192,-0.49446192,0.03298136,-0.03298136,0.74445883,-0.74445883
-5.27363682,1.52240413,-1.52240413,0.17921485,-0.17921485,0.00000000,-0.00000000,0.39180278,-0.39180278,0.48857755,-0.48857755,0.03203762,-0.03203762,0.73225113,-0.73225113
-5.26763382,1.50189203,-1.50189203,0.18002177,-0.18002177,0.00000000,-0.00000000,0.39038360,-0.39038360,0.48231963,-0.48231963,0.03107056,-0.03107056,0.71908393,-0.71908393
-5.26163082,1.48042537,-1.48042537,0.18113816,-0.18113816,0.00000000,-0.00000000,0.38909598,-0.38909598,0.47573852,-0.47573852,0.03009702,-0.03009702,0.70502652,-0.70502652
-5.25562781,1.45810117,-1.45810117,0.18253010,-0.18253010,0.00000000,-0.00000000,0.38786035,-0.38786035,0.46888834,-0.46888834,0.02913312,-0.02913312,0.69015951,-0.69015951
-5.24962481,1.43503356,-1.43503356,0.18416318,-0.18416318,0.00000000,-0.00000000,0.38659980,-0.38659980,0.46182641,-0.46182641,0.02819386,-0.02819386,0.67457365,-0.67457365
-5.24362181,1.41135311,-1.41135311,0.18600392,-0.18600392,0.00000000,-0.00000000,0.38524367,-0.38524367,0.45461252,-0.45461252,0.02729278,-0.02729278,0.65836874,-0.65836874
-5.23761881,1.38720590,-1.38720590,0.18802105,-0.18802105,0.00000000,-0.00000000,0.38373124,-0.38373124,0.44730817,-0.44730817,0.02644171,-0.02644171,0.64165252,-0.64165252
-5.23161581,1.36275231,-1.36275231,0.19018673,-0.19018673,0.00000000,-0.00000000,0.38201525,-0.38201525,0.43997568,-0.43997568,0.02565055,-0.02565055,0.62453956,-0.62453956
-5.22561281,1.33816533,-1.33816533,0.19247751,-0.19247751,0.00000000,-0.00000000,0.38006505,-0.38006505,0.43267714,-0.43267714,0.02492718,-0.02492718,0.60715006,-0.60715006
-5.21960980,1.31362824,-1.31362824,0.19487495,-0.19487495,0.00000000,-0.00000000,0.37786899,-0.37786899,0.42547326,-0.42547326,0.02427736,-0.02427736,0.58960848,-0.58960848
-5.21360680,1.28933155,-1.28933155,0.19736587,-0.19736587,0.00000000,-0.00000000,0.37543610,-0.37543610,0.41842214,-0.41842214,0.02370474,-0.02370474,0.57204209,-0.57204209
-5.20760380,1.26546920,-1.26546920,0.19994219,-0.19994219,0.00000000,-0.00000000,0.37279658,-0.37279658,0.41157784,-0.41157784,0.02321092,-0.02321092,0.55457922,-0.55457922
-5.20160080,1.24223398,-1.24223398,0.20260037,-0.20260037,0.00000000,-0.00000000,0.37000131,-0.37000131,0.40498899,-0.40498899,0.02279553,-0.02279553,0.53734733,-0.53734733
-5.19559780,1.21981228,-1.21981228,0.20534039,-0.20534039,0.00000000,-0.00000000,0.36711996,-0.36711996,0.39869735,-0.39869735,0.02245632,-0.02245632,0.52047084,-0.52047084
-5.18959480,1.19837829,-1.19837829,0.20816439,-0.20816439,0.00000000,-0.00000000,0.36423813,-0.36423813,0.39273638,-0.39273638,0.02218937,-0.02218937,0.50406879,-0.50406879
-5.18359180,1.17808791,-1.17808791,0.21107506,-0.21107506,0.00000000,-0.00000000,0.36145322,-0.36145322,0.38712997,-0.38712997,0.02198923,-0.02198923,0.48825235,-0.48825235
-5.17758879,1.15907261,-1.15907261,0.21407381,-0.21407381,0.00000000,-0.00000000,0.35886950,-0.35886950,0.38189141,-0.38189141,0.02184910,-0.02184910,0.47312230,-0.47312230
-5.17158579,1.14143358,-1.14143358,0.21715887,-0.21715887,0.00000000,-0.00000000,0.35659251,-0.35659251,0.37702251,-0.37702252,0.02176107,-0.02176107,0.45876652,-0.45876652
-5.16558279,1.12523647,-1.12523647,0.22032349,-0.22032349,0.00000000,-0.00000000,0.35472301,-0.35472301,0.37251323,-0.37251323,0.02171633,-0.02171633,0.44525761,-0.44525761
