energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,13.06929933,2.61767707,7.86060677,0.01703940,1.45410474,0.13074092,1.43487884,0.45577490,0.85112113
-5.99399700,12.95487247,2.61038644,7.80540318,0.01686340,1.44233309,0.13164829,1.41221775,0.44093916,0.83029917
-5.98799400,12.84410950,2.60391708,7.75218200,0.01665266,1.43012056,0.13222617,1.39010365,0.42701601,0.81046169
-5.98199100,12.73666084,2.59825172,7.70080098,0.01640775,1.41735492,0.13246422,1.36850680,0.41404646,0.79164101
-5.97598799,12.63242245,2.59339631,7.65130428,0.01613022,1.40397516,0.13235956,1.34741064,0.40205962,0.77385729
-5.96998499,12.53155388,2.58938878,7.60392574,0.01582266,1.38997460,0.13191694,1.32681778,0.39107560,0.75711819
-5.96398199,12.43447440,2.58630337,7.55907728,0.01548876,1.37540067,0.13114846,1.30675390,0.38110806,0.74141879
-5.95797899,12.34183768,2.58425020,7.51732286,0.01513325,1.36035152,0.13007312,1.28726933,0.37216619,0.72674183
-5.95197599,12.25448675,2.58337002,7.47933986,0.01476189,1.34496944,0.12871604,1.26843840,0.36425586,0.71305828
-5.94597299,12.17339225,2.58382453,7.44587024,0.01438132,1.32943175,0.12710746,1.25035644,0.35738015,0.70032820
-5.93996998,12.09957854,2.58578281,7.41766472,0.01399897,1.31393955,0.12528159,1.23313492,0.35153913,0.68850206
-5.93396698,12.03404251,2.58940517,7.39542356,0.01362284,1.29870519,0.12327530,1.21689503,0.34672894,0.67752241
-5.92796398,11.97767097,2.59482534,7.37973807,0.01326133,1.28393909,0.12112680,1.20176015,0.34294044,0.66732582
-5.92196098,11.93116219,2.60213271,7.37103646,0.01292298,1.26983690,0.11887430,1.18784784,0.34015753,0.65784530
-5.91595798,11.89495710,2.61135574,7.36953794,0.01261620,1.25656756,0.11655476,1.17526181,0.33835526,0.64901276
-5.90995498,11.86918480,2.62244822,7.37521795,0.01234908,1.24426326,0.11420281,1.16408453,0.33749808,0.64076178
-5.90395198,11.85362620,2.63527938,7.38778690,0.01212908,1.23301163,0.11184981,1.15437089,0.33753829,0.63303037
-5.89794897,11.84769819,2.64962891,7.40668392,0.01196277,1.22285076,0.10952312,1.14614323,0.33841486,0.62576363
-5.89194597,11.85045939,2.66518748,7.43108602,0.01185568,1.21376731,0.10724559,1.13938822,0.34005284,0.61891619
-5.88594297,11.86063721,2.68156311,7.45993220,0.01181199,1.20569762,0.10503536,1.13405560,0.34236336,0.61245432
-5.87993997,11.87667432,2.69829316,7.49196092,0.01183443,1.19853194,0.10290579,1.13005882,0.34524431,0.60635750
-5.87393697,11.89679168,2.71486164,7.52575873,0.01192413,1.19212121,0.10086559,1.12727764,0.34858161,0.60061937
-5.86793397,11.91906408,2.73072071,7.55981719,0.01208050,1.18628616,0.09891922,1.12556234,0.35225124,0.59524802
-5.86193097,11.94150345,2.74531561,7.59259445,0.01230122,1.18082794,0.09706727,1.12473939,0.35612167,0.59026550
-5.85592796,11.96214511,2.75811127,7.62257828,0.01258220,1.17553976,0.09530707,1.12461813,0.36005681,0.58570646
-5.84992496,11.97913179,2.76861947,7.64834670,0.01291769,1.17021882,0.09363323,1.12499821,0.36391925,0.58161616
-5.84392196,11.99079077,2.77642485,7.66862321,0.01330034,1.16467778,0.09203830,1.12567730,0.36757366,0.57804762
-5.83791896,11.99570011,2.78120831,7.68232366,0.01372138,1.15875513,0.09051333,1.12645872,0.37089027,0.57505836
-5.83191596,11.99274063,2.78276664,7.68859274,0.01417081,1.15232409,0.08904841,1.12715863,0.37374818,0.57270647
-5.82591296,11.98113160,2.78102720,7.68682856,0.01463767,1.14529932,0.08763316,1.12761256,0.37603853,0.57104659
-5.81990995,11.96044884,2.77605679,7.67669474,0.01511033,1.13764133,0.08625714,1.12768092,0.37766734,0.57012565
-5.81390695,11.93062539,2.76806453,7.65812008,0.01557676,1.12935845,0.08491020,1.12725341,0.37855800,0.56997887
-5.80790395,11.89193567,2.75739830,7.63128665,0.01602494,1.12050613,0.08358273,1.12625228,0.37865324,0.57062593
-5.80190095,11.84496506,2.74453521,7.59660777,0.01644317,1.11118402,0.08226588,1.12463435,0.37791677,0.57206779
-5.79589795,11.79056762,2.73006663,7.55469771,0.01682040,1.10153068,0.08095168,1.12239183,0.37633433,0.57428416
-5.78989495,11.72981513,2.71467854,7.50633549,0.01714664,1.09171664,0.07963323,1.11955221,0.37391442,0.57723174
-5.78389195,11.66394080,2.69912838,7.45242504,0.01741321,1.08193592,0.07830473,1.11617716,0.37068846,0.58084357
-5.77788894,11.59428127,2.68421959,7.39395424,0.01761308,1.07239663,0.07696158,1.11236082,0.36671066,0.58502926
-5.77188594,11.52222025,2.67077520,7.33195503,0.01774105,1.06331112,0.07560048,1.10822746,0.36205744,0.58967637
-5.76588294,11.44913683,2.65961184,7.26746665,0.01779400,1.05488614,0.07421944,1.10392895,0.35682656,0.59465275
-5.75987994,11.37636087,2.65151527,7.20150370,0.01777097,1.04731347,0.07281790,1.09964202,0.35113595,0.59980993
-5.75387694,11.30513760,2.64721887,7.13503006,0.01767323,1.04076149,0.07139676,1.09556550,0.34512218,0.60498725
-5.74787394,11.23660252,2.64738573,7.06893977,0.01750428,1.03536798,0.06995842,1.09191763,0.33893868,0.61001681
-5.74187094,11.17176706,2.65259518,7.00404480,0.01726976,1.03123457,0.06850682,1.08893360,0.33275373,0.61472891
-5.73586793,11.11151509,2.66333406,6.94106991,0.01697729,1.02842292,0.06704742,1.08686306,0.32674808,0.61895774
-5.72986493,11.05660912,2.67999285,6.88065382,0.01663626,1.02695283,0.06558716,1.08596773,0.32111229,0.62254730
-5.72386193,11.00770498,2.70286640,6.82335597,0.01625757,1.02680237,0.06413438,1.08651905,0.31604378,0.62535706
-5.71785893,10.96537301,2.73215865,6.76966763,0.01585328,1.02790980,0.06269866,1.08879542,0.31174359,0.62726731
-5.71185593,10.93012346,2.76799063,6.72002605,0.01543629,1.03017738,0.06129064,1.09307927,0.30841271,0.62818386
-5.70585293,10.90243360,2.81041058,6.67483024,0.01501988,1.03347663,0.05992174,1.09965341,0.30624827,0.62804199
-5.69984992,10.88277405,2.85940512,6.63445688,0.01461740,1.03765481,0.05860392,1.10879679,0.30543931,0.62680936
-5.69384692,10.87163166,2.91491018,6.59927489,0.01424174,1.04254234,0.05734928,1.12077935,0.30616241,0.62448779
