energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.36368184,0.67232856,0.10795901,0.40308920,0.02028434,0.00517886,0.01775064,0.01119870,0.20533311
-5.35767884,0.65720700,0.10560518,0.38565322,0.01919733,0.00522370,0.01978981,0.01206959,0.20544951
-5.35167584,0.64805344,0.10433437,0.37113058,0.01822446,0.00535741,0.02220344,0.01312389,0.20774165
-5.34567284,0.64565175,0.10430537,0.35996611,0.01738343,0.00559472,0.02502301,0.01437728,0.21245864
-5.33966983,0.65067017,0.10566182,0.35253782,0.01668787,0.00595042,0.02827656,0.01584337,0.21981229
-5.33366683,0.66364891,0.10852987,0.34915112,0.01614719,0.00643921,0.03198766,0.01753325,0.22997244
-5.32766383,0.68499066,0.11301628,0.35003508,0.01576652,0.00707546,0.03617432,0.01945515,0.24306313
-5.32166083,0.71495407,0.11920655,0.35534060,0.01554678,0.00787296,0.04084798,0.02161398,0.25915950
-5.31565783,0.75365010,0.12716339,0.36514031,0.01548484,0.00884462,0.04601250,0.02401113,0.27828570
-5.30965483,0.80104107,0.13692529,0.37942995,0.01557381,0.01000217,0.05166322,0.02664409,0.30041359
-5.30365183,0.85694238,0.14850539,0.39813117,0.01580340,0.01135581,0.05778616,0.02950639,0.32546250
-5.29764882,0.92102684,0.16189054,0.42109556,0.01616036,0.01291387,0.06435741,0.03258739,0.35329987
-5.29164582,0.99283153,0.17704063,0.44810968,0.01662892,0.01468242,0.07134272,0.03587235,0.38374303
-5.28564282,1.07176712,0.19388841,0.47890109,0.01719142,0.01666497,0.07869733,0.03934245,0.41656192
-5.27963982,1.15712965,0.21233966,0.51314527,0.01782878,0.01886216,0.08636611,0.04297502,0.45148290
-5.27363682,1.24811467,0.23227396,0.55047327,0.01852113,0.02127154,0.09428407,0.04674382,0.48819369
-5.26763382,1.34383356,0.25354607,0.59048004,0.01924842,0.02388734,0.10237717,0.05061942,0.52634921
-5.26163082,1.44333197,0.27598806,0.63273342,0.01999093,0.02670051,0.11056350,0.05456970,0.56557838
-5.25562781,1.54560999,0.29941212,0.67678353,0.02072990,0.02969866,0.11875484,0.05856042,0.60549183
-5.24962481,1.64964374,0.32361418,0.72217260,0.02144799,0.03286630,0.12685852,0.06255584,0.64569014
-5.24362181,1.75440785,0.34837818,0.76844486,0.02212980,0.03618510,0.13477959,0.06651943,0.68577264
-5.23761881,1.85889833,0.37348102,0.81515641,0.02276227,0.03963428,0.14242319,0.07041462,0.72534637
-5.23161581,1.96215511,0.39869794,0.86188479,0.02333501,0.04319115,0.14969716,0.07420550,0.76403495
-5.22561281,2.06328343,0.42380823,0.90823790,0.02384060,0.04683169,0.15651460,0.07785756,0.80148717
-5.21960980,2.16147348,0.44860093,0.95386206,0.02427477,0.05053119,0.16279651,0.08133839,0.83738473
-5.21360680,2.25601723,0.47288037,0.99844873,0.02463645,0.05426491,0.16847423,0.08461827,0.87144913
-5.20760380,2.34632199,0.49647121,1.04173988,0.02492783,0.05800876,0.17349166,0.08767072,0.90344707
-5.20160080,2.43191978,0.51922263,1.08353138,0.02515418,0.06173983,0.17780716,0.09047295,0.93319442
-5.19559780,2.51247213,0.54101159,1.12367461,0.02532373,0.06543694,0.18139493,0.09300609,0.96055829
-5.18959480,2.58777002,0.56174473,1.16207577,0.02544728,0.06908096,0.18424597,0.09525546,0.98545724
-5.18359180,2.65772861,0.58135893,1.19869326,0.02553787,0.07265502,0.18636834,0.09721050,1.00785949
-5.17758879,2.72237722,0.59982039,1.23353288,0.02561028,0.07614461,0.18778688,0.09886472,1.02777921
-5.17158579,2.78184464,0.61712215,1.26664122,0.02568048,0.07953737,0.18854227,0.10021544,1.04527100
-5.16558279,2.83634067,0.63328039,1.29809760,0.02576502,0.08282286,0.18868944,0.10126344,1.06042289
-5.15957979,2.88613462,0.64832949,1.32800469,0.02588041,0.08599212,0.18829551,0.10201249,1.07334804
-5.15357679,2.93153197,0.66231619,1.35647868,0.02604243,0.08903716,0.18743712,0.10246885,1.08417578
-5.14757379,2.97285027,0.67529335,1.38363916,0.02626544,0.09195038,0.18619750,0.10264071,1.09304214
-5.14157079,3.01039575,0.68731345,1.40959949,0.02656177,0.09472396,0.18466327,0.10253761,1.10008078
-5.13556778,3.04444177,0.69842253,1.43445813,0.02694109,0.09734939,0.18292107,0.10216992,1.10541436
-5.12956478,3.07521043,0.70865474,1.45829130,0.02740991,0.09981696,0.18105435,0.10154831,1.10914724
-5.12356178,3.10285819,0.71802797,1.48114753,0.02797108,0.10211552,0.17914025,0.10068342,1.11135963
-5.11755878,3.12746647,0.72654090,1.50304425,0.02862356,0.10423230,0.17724699,0.09958551,1.11210365
-5.11155578,3.14903748,0.73417152,1.52396643,0.02936216,0.10615303,0.17543155,0.09826428,1.11140152
-5.10555278,3.16749566,0.74087737,1.54386753,0.03017753,0.10786218,0.17373806,0.09672887,1.10924588
-5.09954977,3.18269420,0.74659733,1.56267228,0.03105634,0.10934342,0.17219681,0.09498786,1.10560231
-5.09354677,3.19442635,0.75125498,1.58028114,0.03198150,0.11058022,0.17082394,0.09304951,1.10041377
-5.08754377,3.20244054,0.75476306,1.59657589,0.03293272,0.11155662,0.16962186,0.09092200,1.09360675
-5.08154077,3.20645815,0.75702893,1.61142601,0.03388705,0.11225797,0.16858026,0.08861379,1.08509867
-5.07553777,3.20619286,0.75796047,1.62469514,0.03481970,0.11267178,0.16767779,0.08613401,1.07480607
-5.06953477,3.20137011,0.75747207,1.63624719,0.03570488,0.11278849,0.16688417,0.08349279,1.06265308
-5.06353177,3.19174545,0.75549027,1.64595164,0.03651677,0.11260208,0.16616265,0.08070167,1.04857966
-5.05752876,3.17712071,0.75195871,1.65368762,0.03723054,0.11211060,0.16547276,0.07777390,1.03254905
-5.05152576,3.15735701,0.74684203,1.65934665,0.03782332,0.11131644,0.16477300,0.07472457,1.01455411
-5.04552276,3.13238396,0.74012852,1.66283379,0.03827520,0.11022649,0.16402353,0.07157080,0.99462207
-5.03951976,3.10220479,0.73183144,1.66406751,0.03857010,0.10885192,0.16318857,0.06833169,0.97281756
-5.03351676,3.06689739,0.72198887,1.66297835,0.03869657,0.10720793,0.16223843,0.06502817,0.94924372
-5.02751376,3.02661159,0.71066244,1.65950676,0.03864834,0.10531318,0.16115111,0.06168278,0.92404151
-5.02151076,2.98156326,0.69793478,1.65360064,0.03842483,0.10318917,0.15991327,0.05831925,0.89738724
-5.01550775,2.93202600,0.68390629,1.64521298,0.03803133,0.10085942,0.15852077,0.05496215,0.86948859
-5.00950475,2.87832143,0.66869128,1.63430012,0.03747902,0.09834875,0.15697845,0.05163630,0.84057937
-5.00350175,2.82080879,0.65241397,1.62082102,0.03678474,0.09568244,0.15529952,0.04836629,0.81091349
-4.99749875,2.75987503,0.63520452,1.60473789,0.03597060,0.09288553,0.15350439,0.04517592,0.78075838
-4.99149575,2.69592583,0.61719548,1.58601829,0.03506332,0.08998218,0.15161910,0.04208765,0.75038823
-4.98549275,2.62937822,0.59851878,1.56463872,0.03409345,0.08699523,0.14967355,0.03912221,0.72007749
-4.97948974,2.56065514,0.57930341,1.54058957,0.03309443,0.08394581,0.14769955,0.03629809,0.69009470
-4.97348674,2.49018176,0.55967394,1.51388102,0.03210151,0.08085323,0.14572883,0.03363129,0.66069709
-4.96748374,2.41838362,0.53974969,1.48454947,0.03115062,0.07773491,0.14379119,0.03113506,0.63212582
-4.96148074,2.34568598,0.51964455,1.45266398,0.03027722,0.07460649,0.14191295,0.02881974,0.60460213
-4.95547774,2.27251382,0.49946737,1.41833194,0.02951509,0.07148206,0.14011562,0.02669268,0.57832420
-4.94947474,2.19929203,0.47932250,1.38170367,0.02889527,0.06837441,0.13841511,0.02475830,0.55346488
-4.94347174,2.12644497,0.45931062,1.34297504,0.02844494,0.06529534,0.13682131,0.02301817,0.53016992
-4.93746873,2.05439493,0.43952925,1.30238806,0.02818651,0.06225591,0.13533819,0.02147109,0.50855684
-4.93146573,1.98355908,0.42007324,1.26022891,0.02813683,0.05926674,0.13396443,0.02011334,0.48871421
-4.92546273,1.91434470,0.40103464,1.21682345,0.02830650,0.05633813,0.13269436,0.01893887,0.47070121
-4.91945973,1.84714266,0.38250233,1.17253030,0.02869944,0.05348020,0.13151939,0.01793950,0.45454760
-4.91345673,1.78231939,0.36456105,1.12773177,0.02931263,0.05070289,0.13042963,0.01710520,0.44025384
-4.90745373,1.72020782,0.34729010,1.08282317,0.03013600,0.04801587,0.12941569,0.01642432,0.42779156
-4.90145073,1.66109784,0.33076170,1.03820096,0.03115265,0.04542841,0.12847051,0.01588380,0.41710435
-4.89544772,1.60522703,0.31503919,0.99425057,0.03233915,0.04294913,0.12759112,0.01546946,0.40810897
-4.88944472,1.55277234,0.30017524,0.95133447,0.03366616,0.04058582,0.12678016,0.01516622,0.40069693
-4.88344172,1.50384355,0.28621021,0.90978131,0.03509918,0.03834514,0.12604708,0.01495836,0.39473678
-4.87743872,1.45847905,0.27317082,0.86987652,0.03659948,0.03623242,0.12540890,0.01482975,0.39007680
-4.87143572,1.41664439,0.26106929,0.83185513,0.03812523,0.03425142,0.12489048,0.01476412,0.38654846
-4.86543272,1.37823398,0.24990303,0.79589692,0.03963268,0.03240425,0.12452420,0.01474534,0.38397028
-4.85942971,1.34307580,0.23965490,0.76212422,0.04107749,0.03069122,0.12434906,0.01475767,0.38215232
-4.85342671,1.31093904,0.23029412,0.73060221,0.04241605,0.02911091,0.12440923,0.01478606,0.38090096
-4.84742371,1.28154431,0.22177771,0.70134181,0.04360680,0.02766020,0.12475207,0.01481639,0.38002388
-4.84142071,1.25457566,0.21405240,0.67430451,0.04461153,0.02633442,0.12542571,0.01483576,0.37933512
-4.83541771,1.22969393,0.20705694,0.64940898,0.04539658,0.02512751,0.12647625,0.01483271,0.37865982
-4.82941471,1.20655046,0.20072458,0.62653894,0.04593379,0.02403234,0.12794479,0.01479745,0.37783864
-4.82341171,1.18480061,0.19498575,0.60555169,0.04620145,0.02304086,0.12986445,0.01472203,0.37673157
-4.81740870,1.16411618,0.18977055,0.58628678,0.04618483,0.02214447,0.13225743,0.01460050,0.37522089
-4.81140570,1.14419637,0.18501116,0.56857455,0.04587664,0.02133424,0.13513238,0.01442893,0.37321337
-4.80540270,1.12477665,0.18064399,0.55224399,0.04527708,0.02060117,0.13848226,0.01420549,0.37064143
-4.79939970,1.10563552,0.17661145,0.53712968,0.04439376,0.01993640,0.14228277,0.01393042,0.36746341
-4.79339670,1.08659894,0.17286336,0.52307771,0.04324130,0.01933147,0.14649145,0.01360591,0.36366297
-4.78739370,1.06754267,0.16935803,0.50995050,0.04184069,0.01877838,0.15104773,0.01323599,0.35924769
-4.78139070,1.04839281,0.16606296,0.49763050,0.04021854,0.01826982,0.15587366,0.01282632,0.35424714
-4.77538769,1.02912492,0.16295525,0.48602297,0.03840602,0.01779922,0.16087571,0.01238402,0.34871040
-4.76938469,1.00976222,0.16002181,0.47505806,0.03643788,0.01736083,0.16594724,0.01191736,0.34270356
-4.76338169,0.99037333,0.15725936,0.46469224,0.03435122,0.01694979,0.17097180,0.01143559,0.33630695
-4.75737869,0.97107014,0.15467439,0.45490957,0.03218438,0.01656222,0.17582702,0.01094858,0.32961277
-4.75137569,0.95200606,0.15228303,0.44572277,0.02997578,0.01619523,0.18038898,0.01046665,0.32272283
-4.74537269,0.93337503,0.15011099,0.43717441,0.02776290,0.01584701,0.18453673,0.01000029,0.31574679
-4.73936968,0.91541146,0.14819350,0.42933834,0.02558129,0.01551687,0.18815695,0.00955996,0.30880080
-4.73336668,0.89839115,0.14657528,0.42232142,0.02346383,0.01520533,0.19114833,0.00915593,0.30200661
-4.72736368,0.88263305,0.14531059,0.41626551,0.02144003,0.01491419,0.19342554,0.00879809,0.29549110
-4.72136068,0.86850167,0.14446321,0.41134978,0.01953560,0.01464658,0.19492264,0.00849587,0.28938607
-4.71535768,0.85640990,0.14410643,0.40779308,0.01777212,0.01440707,0.19559564,0.00825817,0.28382828
-4.70935468,0.84682179,0.14432287,0.40585644,0.01616695,0.01420169,0.19542415,0.00809325,0.27895955
-4.70335168,0.84025495,0.14520419,0.40584536,0.01473322,0.01403798,0.19441209,0.00800876,0.27492677
-4.69734867,0.83728217,0.14685059,0.40811167,0.01347999,0.01392501,0.19258737,0.00801172,0.27188171
-4.69134567,0.83853188,0.14936997,0.41305495,0.01241254,0.01387333,0.19000052,0.00810849,0.26998045
-4.68534267,0.84468694,0.15287680,0.42112305,0.01153274,0.01389494,0.18672256,0.00830478,0.26938249
-4.67933967,0.85648181,0.15749074,0.43281159,0.01083944,0.01400312,0.18284196,0.00860570,0.27024923
-4.67333667,0.87469742,0.16333471,0.44866224,0.01032897,0.01421234,0.17846108,0.00901570,0.27274200
-4.66733367,0.90015384,0.17053276,0.46925949,0.00999563,0.01453798,0.17369220,0.00953858,0.27701956
-4.66133067,0.93370051,0.17920744,0.49522570,0.00983218,0.01499606,0.16865330,0.01017742,0.28323502
-4.65532766,0.97620388,0.18947690,0.52721427,0.00983029,0.01560295,0.16346385,0.01093458,0.29153234
-4.64932466,1.02853245,0.20145163,0.56590062,0.00998103,0.01637495,0.15824086,0.01181155,0.30204245
-4.64332166,1.09153918,0.21523092,0.61197098,0.01027520,0.01732783,0.15309519,0.01280891,0.31487904
-4.63731866,1.16604148,0.23089910,0.66610882,0.01070377,0.01847641,0.14812846,0.01392616,0.33013414
-4.63131566,1.25279862,0.24852164,0.72897876,0.01125811,0.01983399,0.14343048,0.01516159,0.34787367
-4.62531266,1.35248722,0.26814115,0.80120831,0.01193024,0.02141181,0.13907744,0.01651216,0.36813297
-4.61930965,1.46567480,0.28977347,0.88336730,0.01271303,0.02321851,0.13513067,0.01797331,0.39091253
-4.61330665,1.59279219,0.31340384,0.97594560,0.01360029,0.02525957,0.13163621,0.01953880,0.41617408
-4.60730365,1.73410533,0.33898340,1.07932940,0.01458684,0.02753677,0.12862484,0.02120060,0.44383706
-4.60130065,1.88968736,0.36642621,1.19377677,0.01566848,0.03004773,0.12611276,0.02294873,0.47377583
-4.59529765,2.05939198,0.39560670,1.31939339,0.01684191,0.03278546,0.12410267,0.02477121,0.50581760
-4.58929465,2.24282917,0.42635808,1.45610913,0.01810460,0.03573807,0.12258513,0.02665400,0.53974134
-4.58329165,2.43934456,0.45847157,1.60365684,0.01945462,0.03888857,0.12154024,0.02858100,0.57527783
-4.57728864,2.64800373,0.49169675,1.76155412,0.02089035,0.04221477,0.12093933,0.03053416,0.61211086
-4.57128564,2.86758257,0.52574308,1.92908955,0.02241023,0.04568940,0.12074670,0.03249360,0.64987992
-4.56528264,3.09656493,0.56028278,2.10531408,0.02401240,0.04928040,0.12092136,0.03443781,0.68818420
-4.55927964,3.33314853,0.59495492,2.28903875,0.02569433,0.05295131,0.12141852,0.03634400,0.72658807
-4.55327664,3.57525964,0.62937095,2.47883949,0.02745250,0.05666194,0.12219105,0.03818843,0.76462798
-4.54727364,3.82057714,0.66312131,2.67306934,0.02928195,0.06036911,0.12319060,0.03994684,0.80182059
-4.54127064,4.06656562,0.69578325,2.86987841,0.03117595,0.06402765,0.12436867,0.04159497,0.83767213
-4.53526763,4.31051728,0.72692944,3.06724150,0.03312565,0.06759142,0.12567738,0.04310906,0.87168855
-4.52926463,4.54960163,0.75613723,3.26299268,0.03511981,0.07101444,0.12707004,0.04446646,0.90338635
-4.52326163,4.78092173,0.78299824,3.45486633,0.03714459,0.07425214,0.12850166,0.04564612,0.93230357
-4.51725863,5.00157529,0.80712793,3.64054317,0.03918341,0.07726246,0.12992923,0.04662921,0.95801077
-4.51125563,5.20871877,0.82817479,3.81770019,0.04121694,0.08000706,0.13131195,0.04739959,0.98012147
-4.50525263,5.39963234,0.84582885,3.98406265,0.04322319,0.08245229,0.13261134,0.04794430,0.99830164
-4.49924962,5.57178344,0.85982927,4.13745662,0.04517779,0.08457013,0.13379134,0.04825391,1.01227810
-4.49324662,5.72288702,0.86997050,4.27586024,0.04705427,0.08633887,0.13481834,0.04832285,1.02184524
