energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,4.15504608,0.01130240,0.50537224,0.95201169,0.75190875,3.16721473,1.59416501,0.01683759,1.03320135
-5.99399700,4.09886489,0.01101679,0.49350838,0.94116141,0.74361314,3.12344975,1.57008605,0.01636829,1.02553280
-5.98799400,4.04464019,0.01076038,0.48221321,0.93083196,0.73545460,3.08407336,1.54660793,0.01596032,1.01790108
-5.98199100,3.99275289,0.01053143,0.47155415,0.92101962,0.72754509,3.04955181,1.52392467,0.01561868,1.01028917
-5.97598799,3.94351150,0.01032761,0.46157961,0.91169952,0.72000420,3.02021785,1.50219383,0.01534737,1.00267660
-5.96998499,3.89716597,0.01014623,0.45232081,0.90283490,0.71295926,2.99627668,1.48153914,0.01514944,0.99504677
-5.96398199,3.85392020,0.00998436,0.44379375,0.89438602,0.70654417,2.97781308,1.46205333,0.01502688,0.98739318
-5.95797899,3.81394217,0.00983904,0.43600105,0.88631831,0.70089720,2.96479950,1.44380089,0.01498059,0.97972430
-5.95197599,3.77737152,0.00970737,0.42893386,0.87860924,0.69615750,2.95710466,1.42682098,0.01501037,0.97206669
-5.94597299,3.74432409,0.00958666,0.42257363,0.87125345,0.69246074,2.95450275,1.41113013,0.01511485,0.96446634
-5.93996998,3.71489380,0.00947447,0.41689374,0.86426616,0.68993390,2.95668314,1.39672509,0.01529148,0.95698813
-5.93396698,3.68915200,0.00936870,0.41186103,0.85768437,0.68868967,2.96326070,1.38358564,0.01553650,0.94971357
-5.92796398,3.66714486,0.00926758,0.40743722,0.85156626,0.68882066,2.97378677,1.37167754,0.01584493,0.94273703
-5.92196098,3.64888949,0.00916967,0.40358031,0.84598854,0.69039379,2.98776090,1.36095554,0.01621059,0.93616070
-5.91595798,3.63436950,0.00907383,0.40024584,0.84104223,0.69344530,3.00464332,1.35136666,0.01662616,0.93008874
-5.90995498,3.62353057,0.00897917,0.39738819,0.83682710,0.69797664,3.02386801,1.34285348,0.01708325,0.92462099
-5.90395198,3.61627695,0.00888499,0.39496184,0.83344503,0.70395160,3.04485632,1.33535755,0.01757251,0.91984658
-5.89794897,3.61246907,0.00879069,0.39292258,0.83099290,0.71129477,3.06703060,1.32882283,0.01808382,0.91583798
-5.89194597,3.61192301,0.00869576,0.39122880,0.82955535,0.71989179,3.08982758,1.32319885,0.01860644,0.91264581
-5.88594297,3.61441174,0.00859965,0.38984253,0.82919777,0.72959108,3.11271101,1.31844366,0.01912927,0.91029463
-5.87993997,3.61966841,0.00850178,0.38873061,0.82995999,0.74020737,3.13518292,1.31452626,0.01964112,0.90878004
-5.87393697,3.62739145,0.00840147,0.38786550,0.83185109,0.75152671,3.15679300,1.31142842,0.02013098,0.90806723
-5.86793397,3.63725117,0.00829794,0.38722605,0.83484543,0.76331289,3.17714575,1.30914567,0.02058828,0.90809099
-5.86193097,3.64889773,0.00819031,0.38679794,0.83888027,0.77531485,3.19590482,1.30768750,0.02100324,0.90875718
-5.85592796,3.66196969,0.00807760,0.38657387,0.84385505,0.78727499,3.21279446,1.30707653,0.02136710,0.90994558
-5.84992496,3.67610305,0.00795876,0.38655344,0.84963245,0.79893776,3.22759805,1.30734683,0.02167240,0.91151396
-5.84392196,3.69094007,0.00783275,0.38674265,0.85604114,0.81005831,3.24015365,1.30854134,0.02191320,0.91330315
-5.83791896,3.70613767,0.00769854,0.38715313,0.86288010,0.82041084,3.25034721,1.31070856,0.02208521,0.91514291
-5.83191596,3.72137504,0.00755517,0.38780105,0.86992460,0.82979624,3.25810379,1.31389865,0.02218596,0.91685834
-5.82591296,3.73636038,0.00740186,0.38870573,0.87693324,0.83804875,3.26337747,1.31815926,0.02221481,0.91827658
-5.81990995,3.75083664,0.00723796,0.38988807,0.88365618,0.84504155,3.26614094,1.32353123,0.02217294,0.91923364
-5.81390695,3.76458639,0.00706308,0.39136890,0.88984404,0.85069093,3.26637550,1.33004452,0.02206330,0.91958113
-5.80790395,3.77743596,0.00687708,0.39316719,0.89525729,0.85495917,3.26406235,1.33771462,0.02189047,0.91919272
-5.80190095,3.78925911,0.00668010,0.39529839,0.89967566,0.85785606,3.25917613,1.34653973,0.02166046,0.91797021
-5.79589795,3.79998044,0.00647255,0.39777289,0.90290750,0.85943907,3.25168119,1.35649876,0.02138050,0.91584907
-5.78989495,3.80957884,0.00625516,0.40059474,0.90479851,0.85981252,3.24153126,1.36755063,0.02105877,0.91280344
-5.78389195,3.81809112,0.00602892,0.40376067,0.90523967,0.85912558,3.22867265,1.37963460,0.02070411,0.90885037
-5.77788894,3.82561594,0.00579507,0.40725948,0.90417404,0.85756966,3.21305113,1.39267197,0.02032576,0.90405330
-5.77188594,3.83231794,0.00555510,0.41107192,0.90160222,0.85537495,3.19462197,1.40656884,0.01993306,0.89852465
-5.76588294,3.83843197,0.00531068,0.41517094,0.89758612,0.85280662,3.17336280,1.42121995,0.01953521,0.89242740
-5.75987994,3.84426694,0.00506367,0.41952243,0.89225092,0.85016054,3.14928840,1.43651336,0.01914100,0.88597551
-5.75387694,3.85020886,0.00481605,0.42408640,0.88578504,0.84775861,3.12246625,1.45233566,0.01875866,0.87943304
-5.74787394,3.85672233,0.00456990,0.42881841,0.87843798,0.84594380,3.09303188,1.46857731,0.01839568,0.87311179
-5.74187094,3.86434986,0.00432736,0.43367131,0.87051602,0.84507469,3.06120254,1.48513797,0.01805869,0.86736731
-5.73586793,3.87370808,0.00409065,0.43859718,0.86237567,0.84551959,3.02728805,1.50193120,0.01775343,0.86259314
-5.72986493,3.88548023,0.00386196,0.44354917,0.85441509,0.84764990,2.99169753,1.51888831,0.01748470,0.85921316
-5.72386193,3.90040420,0.00364349,0.44848330,0.84706348,0.85183284,2.95494103,1.53596096,0.01725637,0.85767201
-5.71785893,3.91925559,0.00343741,0.45336001,0.84076870,0.85842325,2.91762528,1.55312228,0.01707143,0.85842359
-5.71185593,3.94282576,0.00324584,0.45814536,0.83598343,0.86775456,2.88044299,1.57036633,0.01693205,0.86191781
-5.70585293,3.97189471,0.00307083,0.46281165,0.83315019,0.88012881,2.84415572,1.58770569,0.01683963,0.86858579
-5.69984992,4.00719943,0.00291436,0.46733762,0.83268573,0.89580601,2.80957043,1.60516737,0.01679489,0.87882385
-5.69384692,4.04939848,0.00277826,0.47170801,0.83496513,0.91499293,2.77751061,1.62278701,0.01679792,0.89297680
-5.68784392,4.09903403,0.00266427,0.47591249,0.84030640,0.93783173,2.74878283,1.64060175,0.01684823,0.91132104
-5.68184092,4.15649294,0.00257396,0.47994409,0.84895589,0.96438881,2.72414034,1.65864202,0.01694477,0.93404827
-5.67583792,4.22196887,0.00250872,0.48379721,0.86107537,0.99464458,2.70424534,1.67692290,0.01708596,0.96125039
-5.66983492,4.29542730,0.00246974,0.48746519,0.87673119,1.02848450,2.68963193,1.69543535,0.01726964,0.99290650
-5.66383192,4.37657589,0.00245798,0.49093787,0.89588610,1.06569232,2.68067160,1.71413808,0.01749306,1.02887271
-5.65782891,4.46484224,0.00247413,0.49419906,0.91839432,1.10594594,2.67754356,1.73295064,0.01775285,1.06887547
-5.65182591,4.55936105,0.00251860,0.49722430,0.94400009,1.14881654,2.68021149,1.75174815,0.01804494,1.11250911
-5.64582291,4.65897230,0.00259148,0.49997904,0.97234012,1.19377154,2.68840859,1.77035830,0.01836452,1.15923795
-5.63981991,4.76223177,0.00269252,0.50241741,1.00294985,1.24018158,2.70163199,1.78856100,0.01870602,1.20840340
-5.63381691,4.86743441,0.00282108,0.50448176,1.03527376,1.28733175,2.71914754,1.80609076,0.01906311,1.25923607
-5.62781391,4.97265053,0.00297617,0.50610307,1.06867915,1.33443696,2.74000503,1.82264206,0.01942867,1.31087271
-5.62181091,5.07577411,0.00315638,0.50720218,1.10247334,1.38066118,2.76306382,1.83787744,0.01979489,1.36237758
-5.61580790,5.17458170,0.00335989,0.50769207,1.13592342,1.42513992,2.78702778,1.85143814,0.02015337,1.41276763
-5.60980490,5.26679963,0.00358448,0.50748077,1.16827802,1.46700528,2.81048841,1.86295668,0.02049523,1.46104053
-5.60380190,5.35017710,0.00382752,0.50647510,1.19879016,1.50541258,2.83197407,1.87207086,0.02081131,1.50620458
-5.59779890,5.42256161,0.00408598,0.50458475,1.22674035,1.53956739,2.85000323,1.87843840,0.02109237,1.54730922
-5.59179590,5.48197347,0.00435649,0.50172678,1.25145889,1.56875189,2.86313925,1.88175146,0.02132935,1.58347492
-5.58579290,5.52667595,0.00463533,0.49782993,1.27234650,1.59234938,2.87004412,1.88175013,0.02151362,1.61392108
-5.57978989,5.55523745,0.00491847,0.49283885,1.28889240,1.60986559,2.86952845,1.87823424,0.02163725,1.63799088
-5.57378689,5.56658284,0.00520169,0.48671765,1.30068906,1.62094598,2.86059569,1.87107274,0.02169326,1.65517177
-5.56778389,5.56003152,0.00548056,0.47945282,1.30744304,1.62538811,2.84247821,1.86021008,0.02167585,1.66511088
-5.56178089,5.53532014,0.00575056,0.47105517,1.30898156,1.62314842,2.81466384,1.84566929,0.02158063,1.66762467
-5.55577789,5.49260928,0.00600716,0.46156078,1.30525447,1.61434314,2.77691181,1.82755162,0.02140478,1.66270232
-5.54977489,5.43247373,0.00624591,0.45103079,1.29633182,1.59924324,2.72925756,1.80603273,0.02114711,1.65050293
-5.54377189,5.35587710,0.00646251,0.43955018,1.28239714,1.57826374,2.67200647,1.78135573,0.02080817,1.63134667
-5.53776888,5.26413236,0.00665292,0.42722554,1.26373689,1.55194779,2.60571735,1.75382156,0.02039020,1.60570044
-5.53176588,5.15885042,0.00681346,0.41418195,1.24072680,1.52094637,2.53117681,1.72377730,0.01989708,1.57415875
-5.52576288,5.04187953,0.00694091,0.40055928,1.21381571,1.48599455,2.44936606,1.69160308,0.01933418,1.53742070
-5.51975988,4.91523857,0.00703255,0.38650800,1.18350773,1.44788541,2.36142217,1.65769857,0.01870822,1.49626437
-5.51375688,4.78104768,0.00708628,0.37218491,1.15034372,1.40744272,2.26859583,1.62246957,0.01802699,1.45151958
-5.50775388,4.64145929,0.00710068,0.35774888,1.11488279,1.36549364,2.17220781,1.58631569,0.01729919,1.40404026
-5.50175088,4.49859279,0.00707500,0.34335693,1.07768462,1.32284258,2.07360618,1.54961960,0.01653407,1.35467765
-5.49574787,4.35447552,0.00700926,0.32916089,1.03929341,1.28024711,1.97412619,1.51273853,0.01574124,1.30425526
-5.48974487,4.21099213,0.00690419,0.31530467,1.00022376,1.23839695,1.87505438,1.47599821,0.01493032,1.25354656
-5.48374187,4.06984422,0.00676125,0.30192242,0.96094920,1.19789657,1.77759824,1.43968954,0.01411076,1.20325599
-5.47773887,3.93252097,0.00658259,0.28913744,0.92189328,1.15925197,1.68286220,1.40406796,0.01329157,1.15400393
-5.47173587,3.80028129,0.00637098,0.27706201,0.88342363,1.12286192,1.59183043,1.36935531,0.01248115,1.10631580
-5.46573287,3.67414718,0.00612973,0.26579799,0.84584867,1.08901361,1.50535648,1.33574394,0.01168710,1.06061539
-5.45972986,3.55490747,0.00586263,0.25543800,0.80941696,1.05788272,1.42415937,1.30340250,0.01091615,1.01722242
-5.45372686,3.44313086,0.00557383,0.24606721,0.77431878,1.02953745,1.34882554,1.27248298,0.01017403,0.97635391
-5.44772386,3.33918648,0.00526772,0.23776535,0.74068974,1.00394625,1.27981579,1.24312842,0.00946550,0.93812902
-5.44172086,3.24327029,0.00494883,0.23060890,0.70861580,0.98098854,1.21747604,1.21548056,0.00879430,0.90257692
-5.43571786,3.15543534,0.00462173,0.22467309,0.67813952,0.96046785,1.16205074,1.18968701,0.00816322,0.86964698
-5.42971486,3.07562395,0.00429087,0.22003369,0.64926694,0.94212675,1.11369787,1.16590730,0.00757419,0.83922078
-5.42371186,3.00369993,0.00396056,0.21676822,0.62197474,0.92566281,1.07250418,1.14431742,0.00702834,0.81112524
-5.41770885,2.93947914,0.00363479,0.21495654,0.59621744,0.91074493,1.03849974,1.12511239,0.00652613,0.78514638
-5.41170585,2.88275679,0.00331723,0.21468068,0.57193418,0.89702943,1.01167083,1.10850677,0.00606750,0.76104302
-5.40570285,2.83333044,0.00301113,0.21602383,0.54905495,0.88417519,0.99197046,1.09473273,0.00565198,0.73856001
-5.39969985,2.79101751,0.00271928,0.21906837,0.52750610,0.87185751,0.97932597,1.08403589,0.00527883,0.71744048
-5.39369685,2.75566689,0.00244400,0.22389319,0.50721486,0.85978002,0.97364350,1.07666880,0.00494721,0.69743692
-5.38769385,2.72716423,0.00218709,0.23057012,0.48811304,0.84768449,0.97480913,1.07288242,0.00465624,0.67832048
-5.38169085,2.70543093,0.00194988,0.23915975,0.47013961,0.83535813,0.98268689,1.07291579,0.00440513,0.65988866
-5.37568784,2.69041728,0.00173322,0.24970677,0.45324244,0.82263834,0.99711404,1.07698436,0.00419332,0.64197100
-5.36968484,2.68209022,0.00153751,0.26223508,0.43737903,0.80941481,1.01789400,1.08526733,0.00402045,0.62443279
-5.36368184,2.68041673,0.00136275,0.27674279,0.42251647,0.79562913,1.04478772,1.09789475,0.00388650,0.60717688
-5.35767884,2.68534393,0.00120856,0.29319754,0.40863063,0.78127196,1.07750422,1.11493475,0.00379172,0.59014361
-5.35167584,2.69677712,0.00107425,0.31153228,0.39570476,0.76637810,1.11569101,1.13638169,0.00373670,0.57330901
-5.34567284,2.71455731,0.00095884,0.33164188,0.38372761,0.75101979,1.15892556,1.16214579,0.00372225,0.55668150
-5.33966983,2.73843955,0.00086115,0.35338069,0.37269126,0.73529870,1.20670820,1.19204488,0.00374940,0.54029731
-5.33366683,2.76807369,0.00077983,0.37656147,0.36258865,0.71933700,1.25845771,1.22579877,0.00381927,0.52421490
-5.32766383,2.80298875,0.00071340,0.40095558,0.35341124,0.70326797,1.31350979,1.26302690,0.00393298,0.50850873
-5.32166083,2.84258232,0.00066029,0.42629488,0.34514664,0.68722683,1.37111926,1.30324941,0.00409150,0.49326263
-5.31565783,2.88611583,0.00061891,0.45227508,0.33777655,0.67134193,1.43046599,1.34589209,0.00429552,0.47856312
-5.30965483,2.93271644,0.00058765,0.47856073,0.33127506,0.65572712,1.49066490,1.39029509,0.00454531,0.46449300
-5.30365183,2.98138589,0.00056493,0.50479156,0.32560736,0.64047528,1.55077968,1.43572552,0.00484055,0.45112549
-5.29764882,3.03101642,0.00054922,0.53059021,0.32072900,0.62565354,1.60984004,1.48139347,0.00518019,0.43851919
-5.29164582,3.08041315,0.00053907,0.55557090,0.31658573,0.61130031,1.66686175,1.52647113,0.00556233,0.42671396
-5.28564282,3.12832242,0.00053312,0.57934881,0.31311391,0.59742410,1.72086888,1.57011430,0.00598412,0.41572807
-5.27963982,3.17346484,0.00053013,0.60154980,0.31024144,0.58400433,1.77091721,1.61148563,0.00644168,0.40555657
-5.27363682,3.21457185,0.00052895,0.62182020,0.30788927,0.57099377,1.81611791,1.64977864,0.00693005,0.39617092
-5.26763382,3.25042407,0.00052859,0.63983603,0.30597331,0.55832258,1.85566036,1.68424158,0.00744321,0.38751992
-5.26163082,3.27988991,0.00052819,0.65531154,0.30440672,0.54590365,1.88883329,1.71420025,0.00797412,0.37953192
-5.25562781,3.30196261,0.00052702,0.66800658,0.30310238,0.53363887,1.91504304,1.73907873,0.00851480,0.37211795
-5.24962481,3.31579410,0.00052447,0.67773255,0.30197556,0.52142605,1.93382842,1.75841723,0.00905653,0.36517591
-5.24362181,3.32072427,0.00052010,0.68435668,0.30094646,0.50916600,1.94487135,1.77188627,0.00958995,0.35859533
-5.23761881,3.31630415,0.00051358,0.68780452,0.29994274,0.49676956,1.94800293,1.77929652,0.01010535,0.35226265
-5.23161581,3.30231223,0.00050471,0.68806064,0.29890172,0.48416420,1.94320482,1.78060405,0.01059289,0.34606676
-5.22561281,3.27876302,0.00049338,0.68516737,0.29777228,0.47129979,1.93060589,1.77591052,0.01104292,0.33990438
-5.21960980,3.24590776,0.00047962,0.67922190,0.29651633,0.45815352,1.91047438,1.76545847,0.01144619,0.33368539
-5.21360680,3.20422716,0.00046352,0.67037183,0.29510979,0.44473352,1.88320619,1.74962187,0.01179421,0.32733748
-5.20760380,3.15441652,0.00044526,0.65880937,0.29354310,0.43108137,1.84930979,1.72889220,0.01207947,0.32081025
-5.20160080,3.09736405,0.00042509,0.64476450,0.29182115,0.41727316,1.80938856,1.70386073,0.01229570,0.31407852
-5.19559780,3.03412320,0.00040330,0.62849746,0.28996278,0.40341930,1.76412141,1.67519763,0.01243807,0.30714457
-5.18959480,2.96588017,0.00038020,0.61029081,0.28799977,0.38966300,1.71424243,1.64362879,0.01250335,0.30003943
-5.18359180,2.89391791,0.00035616,0.59044142,0.28597540,0.37617763,1.66052059,1.60991110,0.01248998,0.29282312
-5.17758879,2.81957794,0.00033151,0.56925266,0.28394265,0.36316291,1.60374001,1.57480727,0.01239816,0.28558373
-5.17158579,2.74422130,0.00030660,0.54702706,0.28196213,0.35084025,1.54468165,1.53906105,0.01222976,0.27843545
-5.16558279,2.66919006,0.00028178,0.52405973,0.28009980,0.33944728,1.48410682,1.50337363,0.01198828,0.27151564
-5.15957979,2.59577053,0.00025734,0.50063247,0.27842448,0.32923167,1.42274294,1.46838228,0.01167871,0.26498090
-5.15357679,2.52515930,0.00023356,0.47700902,0.27700537,0.32044453,1.36127173,1.43464170,0.01130730,0.25900239
-5.14757379,2.45843297,0.00021068,0.45343121,0.27590953,0.31333345,1.30032002,1.40260890,0.01088137,0.25376043
-5.14157079,2.39652249,0.00018891,0.43011614,0.27519942,0.30813531,1.24045294,1.37263185,0.01040903,0.24943856
-5.13556778,2.34019236,0.00016840,0.40725444,0.27493060,0.30506901,1.18216956,1.34494249,0.00989892,0.24621718
-5.12956478,2.29002537,0.00014928,0.38500933,0.27514952,0.30432834,1.12590052,1.31965391,0.00935992,0.24426709
-5.12356178,2.24641280,0.00013161,0.36351658,0.27589166,0.30607496,1.07200748,1.29676204,0.00880088,0.24374284
-5.11755878,2.20955014,0.00011544,0.34288517,0.27717974,0.31043188,1.02078407,1.27615133,0.00823039,0.24477642
-5.11155578,2.17943821,0.00010078,0.32319846,0.27902240,0.31747737,0.97245790,1.25760435,0.00765656,0.24747117
-5.10555278,2.15588935,0.00008759,0.30451593,0.28141305,0.32723965,0.92719348,1.24081470,0.00708681,0.25189634
-5.09954977,2.13853815,0.00007584,0.28687513,0.28432915,0.33969244,0.88509559,1.22540266,0.00652774,0.25808236
-5.09354677,2.12685647,0.00006545,0.27029389,0.28773184,0.35475168,0.84621318,1.21093296,0.00598505,0.26601710
-5.08754377,2.12017189,0.00005634,0.25477271,0.29156595,0.37227347,0.81054326,1.19693387,0.00546348,0.27564323
-5.08154077,2.11768924,0.00004841,0.24029702,0.29576045,0.39205355,0.77803509,1.18291685,0.00496677,0.28685688
-5.07553777,2.11851444,0.00004156,0.22683960,0.30022934,0.41382844,0.74859432,1.16839604,0.00449770,0.29950776
-5.06953477,2.12168012,0.00003567,0.21436271,0.30487293,0.43727832,0.72208723,1.15290683,0.00405815,0.31340075
-5.06353177,2.12617233,0.00003064,0.20282024,0.30957966,0.46203187,0.69834514,1.13602280,0.00364918,0.32829911
-5.05752876,2.13095775,0.00002637,0.19215964,0.31422833,0.48767296,0.67716890,1.11737061,0.00327110,0.34392917
-5.05152576,2.13501095,0.00002276,0.18232369,0.31869073,0.51374915,0.65833374,1.09664219,0.00292361,0.35998665
-5.04552276,2.13734094,0.00001971,0.17325215,0.32283465,0.53978203,0.64159428,1.07360414,0.00260589,0.37614421
-5.03951976,2.13701662,0.00001714,0.16488315,0.32652729,0.56527890,0.62668999,1.04810396,0.00231676,0.39206029
-5.03351676,2.13319067,0.00001497,0.15715456,0.32963882,0.58974581,0.61335093,1.02007318,0.00205469,0.40738875
-5.02751376,2.12512124,0.00001314,0.15000511,0.33204618,0.61270121,0.60130375,0.98952755,0.00181801,0.42178925
-5.02151076,2.11219109,0.00001159,0.14337547,0.33363686,0.63369011,0.59027800,0.95656430,0.00160492,0.43493772
-5.01550775,2.09392383,0.00001027,0.13720912,0.33431262,0.65229799,0.58001247,0.92135701,0.00141358,0.44653679
