energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.00950475,2.06999665,0.00000913,0.13145317,0.33399297,0.66816399,0.57026149,0.88414834,0.00124217,0.45632558
-5.00350175,2.04024947,0.00000814,0.12605910,0.33261834,0.68099292,0.56080105,0.84524105,0.00108895,0.46408856
-4.99749875,2.00468997,0.00000727,0.12098331,0.33015266,0.69056546,0.55143442,0.80498796,0.00095225,0.46966307
-4.99149575,1.96349451,0.00000650,0.11618761,0.32658536,0.69674615,0.54199713,0.76378098,0.00083052,0.47294511
-4.98549275,1.91700469,0.00000581,0.11163960,0.32193266,0.69948873,0.53236111,0.72203997,0.00072236,0.47389321
-4.97948974,1.86571947,0.00000520,0.10731290,0.31623798,0.69883869,0.52243769,0.68020163,0.00062647,0.47253013
-4.97348674,1.81028320,0.00000464,0.10318729,0.30957147,0.69493260,0.51217946,0.63870878,0.00054167,0.46894230
-4.96748374,1.75146946,0.00000413,0.09924858,0.30202874,0.68799445,0.50158071,0.59800039,0.00046691,0.46327697
-4.96148074,1.69016127,0.00000366,0.09548849,0.29372855,0.67832891,0.49067638,0.55850245,0.00040127,0.45573721
-4.95547774,1.62732816,0.00000324,0.09190423,0.28480979,0.66631188,0.47953961,0.52061992,0.00034389,0.44657485
-4.94947474,1.56400058,0.00000285,0.08849802,0.27542769,0.65237853,0.46827784,0.48472975,0.00029403,0.43608174
-4.94347174,1.50124245,0.00000250,0.08527634,0.26574938,0.63700946,0.45702758,0.45117509,0.00025103,0.42457958
-4.93746873,1.44012271,0.00000218,0.08224916,0.25594907,0.62071534,0.44594800,0.42026063,0.00021431,0.41240875
-4.93146573,1.38168663,0.00000190,0.07942896,0.24620288,0.60402085,0.43521363,0.39224905,0.00018337,0.39991665
-4.92546273,1.32692797,0.00000166,0.07682971,0.23668363,0.58744830,0.42500642,0.36735845,0.00015778,0.38744587
-4.91945973,1.27676266,0.00000145,0.07446574,0.22755574,0.57150188,0.41550742,0.34576090,0.00013716,0.37532280
-4.91345673,1.23200519,0.00000127,0.07235068,0.21897046,0.55665279,0.40688851,0.32758177,0.00012124,0.36384699
-4.90745373,1.19334823,0.00000113,0.07049634,0.21106161,0.54332618,0.39930448,0.31289997,0.00010980,0.35328176
-4.90145073,1.16134637,0.00000103,0.06891176,0.20394199,0.53189005,0.39288581,0.30174898,0.00010269,0.34384636
-4.89544772,1.13640449,0.00000097,0.06760235,0.19770063,0.52264671,0.38773244,0.29411857,0.00009984,0.33570988
-4.88944472,1.11877110,0.00000097,0.06656915,0.19240105,0.51582697,0.38390894,0.28995726,0.00010126,0.32898730
-4.88344172,1.10853691,0.00000102,0.06580843,0.18808039,0.51158716,0.38144102,0.28917531,0.00010704,0.32373753
-4.87743872,1.10563857,0.00000113,0.06531136,0.18474978,0.51000908,0.38031387,0.29164834,0.00011735,0.31996369
-4.87143572,1.10986742,0.00000133,0.06506409,0.18239558,0.51110269,0.38047207,0.29722141,0.00013244,0.31761541
-4.86543272,1.12088272,0.00000163,0.06504793,0.18098173,0.51481131,0.38182133,0.30571348,0.00015263,0.31659302
-4.85942971,1.13822891,0.00000204,0.06523992,0.18045286,0.52101906,0.38423179,0.31692216,0.00017833,0.31675352
-4.85342671,1.16135594,0.00000261,0.06561345,0.18073828,0.52955995,0.38754270,0.33062872,0.00021003,0.31791784
-4.84742371,1.18964196,0.00000337,0.06613922,0.18175636,0.54022835,0.39156840,0.34660302,0.00024829,0.31987923
-4.84142071,1.22241718,0.00000436,0.06678622,0.18341947,0.55279016,0.39610511,0.36460844,0.00029372,0.32241227
-4.83541771,1.25898814,0.00000563,0.06752284,0.18563884,0.56699424,0.40093832,0.38440658,0.00034703,0.32528220
-4.82941471,1.29866122,0.00000724,0.06831798,0.18832956,0.58258360,0.40585039,0.40576155,0.00040898,0.32825413
-4.82341171,1.34076454,0.00000928,0.06914218,0.19141515,0.59930583,0.41062806,0.42844381,0.00048037,0.33110173
-4.81740870,1.38466753,0.00001183,0.06996856,0.19483168,0.61692257,0.41506944,0.45223339,0.00056208,0.33361513
-4.81140570,1.42979747,0.00001498,0.07077377,0.19853121,0.63521759,0.41899035,0.47692255,0.00065502,0.33560771
-4.80540270,1.47565271,0.00001885,0.07153865,0.20248449,0.65400336,0.42222971,0.50231768,0.00076016,0.33692149
-4.79939970,1.52181226,0.00002357,0.07224873,0.20668268,0.67312615,0.42465381,0.52824062,0.00087851,0.33743113
-4.79339670,1.56794187,0.00002928,0.07289457,0.21113825,0.69246954,0.42615942,0.55452932,0.00101111,0.33704628
-4.78739370,1.61379687,0.00003613,0.07347184,0.21588494,0.71195672,0.42667568,0.58103812,0.00115906,0.33571244
-4.78139070,1.65922206,0.00004429,0.07398122,0.22097683,0.73155156,0.42616489,0.60763752,0.00132350,0.33341026
-4.77538769,1.70414943,0.00005395,0.07442809,0.22648679,0.75125894,0.42462226,0.63421388,0.00150561,0.33015360
-4.76938469,1.74859418,0.00006528,0.07482218,0.23250432,0.77112455,0.42207472,0.66066895,0.00170662,0.32598643
-4.76338169,1.79264984,0.00007848,0.07517697,0.23913298,0.79123451,0.41857910,0.68691960,0.00192781,0.32097877
-4.75737869,1.83648312,0.00009375,0.07550917,0.24648764,0.81171495,0.41421969,0.71289764,0.00217050,0.31522211
-4.75137569,1.88032899,0.00011129,0.07583800,0.25469182,0.83273197,0.40910553,0.73855012,0.00243608,0.30882446
-4.74537269,1.92448654,0.00013129,0.07618465,0.26387506,0.85449185,0.40336745,0.76383985,0.00272598,0.30190526
-4.73936968,1.96931568,0.00015392,0.07657164,0.27417072,0.87724166,0.39715502,0.78874637,0.00304169,0.29459055
-4.73336668,2.01523482,0.00017936,0.07702231,0.28571417,0.90127006,0.39063354,0.81326716,0.00338473,0.28700844
-4.72736368,2.06271928,0.00020777,0.07756028,0.29864142,0.92690816,0.38398104,0.83741904,0.00375665,0.27928516
-4.72136068,2.11230006,0.00023925,0.07820910,0.31308822,0.95452992,0.37738533,0.86123950,0.00415901,0.27154173
-4.71535768,2.16456222,0.00027393,0.07899187,0.32918948,0.98455194,0.37104102,0.88478786,0.00459333,0.26389136
-4.70935468,2.22014242,0.00031187,0.07993086,0.34707896,1.01743192,0.36514657,0.90814585,0.00506109,0.25643754
-4.70335168,2.27972453,0.00035311,0.08104730,0.36688896,1.05366544,0.35990107,0.93141753,0.00556367,0.24927282
-4.69734867,2.34403269,0.00039764,0.08236101,0.38874983,1.09378068,0.35550087,0.95472817,0.00610227,0.24247816
-4.69134567,2.41382109,0.00044545,0.08389008,0.41278903,1.13833047,0.35213599,0.97822190,0.00667787,0.23612277
-4.68534267,2.48985976,0.00049646,0.08565048,0.43912967,1.18788172,0.34998611,1.00205805,0.00729113,0.23026434
-4.67933967,2.57291614,0.00055057,0.08765564,0.46788801,1.24300182,0.34921632,1.02640601,0.00794233,0.22494945
-4.67333667,2.66373237,0.00060764,0.08991585,0.49917022,1.30424224,0.34997256,1.05143870,0.00863125,0.22021413
-4.66733367,2.76299842,0.00066752,0.09243774,0.53306790,1.37211962,0.35237699,1.07732461,0.00935708,0.21608442
-4.66133067,2.87132175,0.00072999,0.09522355,0.56965278,1.44709460,0.35652318,1.10421882,0.01011833,0.21257683
-4.65532766,2.98919444,0.00079486,0.09827041,0.60897046,1.52954934,0.36247166,1.13225312,0.01091274,0.20969867
-4.64932466,3.11695906,0.00086188,0.10156969,0.65103361,1.61976442,0.37024567,1.16152571,0.01173716,0.20744820
-4.64332166,3.25477472,0.00093080,0.10510622,0.69581485,1.71789604,0.37982771,1.19209097,0.01258752,0.20581471
