energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.83791896,1.31176891,0.15358321,0.00221179,0.01828340,0.78427966,0.35432012,0.46258126
-5.83191596,1.33143565,0.15757128,0.00219352,0.01939874,0.79600508,0.35696045,0.47201208
-5.82591296,1.34976788,0.16158178,0.00216792,0.02055790,0.80692351,0.35891021,0.48127466
-5.81990995,1.36714021,0.16564040,0.00213599,0.02175897,0.81726946,0.36029142,0.49050109
-5.81390695,1.38391648,0.16976913,0.00209879,0.02299859,0.82726926,0.36123033,0.49981431
-5.80790395,1.40042882,0.17398449,0.00205746,0.02427178,0.83712792,0.36185144,0.50932035
-5.80190095,1.41695874,0.17829613,0.00201311,0.02557185,0.84701727,0.36227189,0.51910129
-5.79589795,1.43372146,0.18270587,0.00196685,0.02689033,0.85706605,0.36259647,0.52920953
-5.78989495,1.45085396,0.18720724,0.00191971,0.02821700,0.86735229,0.36291332,0.53966344
-5.78389195,1.46840719,0.19178548,0.00187261,0.02954000,0.87789833,0.36329065,0.55044469
-5.77788894,1.48634269,0.19641792,0.00182635,0.03084596,0.88866870,0.36377446,0.56149730
-5.77188594,1.50453370,0.20107491,0.00178160,0.03212028,0.89957078,0.36438730,0.57272842
-5.76588294,1.52277027,0.20572092,0.00173888,0.03334743,0.91045808,0.36512819,0.58401079
-5.75987994,1.54076813,0.21031603,0.00169856,0.03451128,0.92113613,0.36597346,0.59518672
-5.75387694,1.55818072,0.21481740,0.00166085,0.03559557,0.93137025,0.36687861,0.60607329
-5.74787394,1.57461346,0.21918095,0.00162582,0.03658428,0.94089509,0.36778098,0.61646867
-5.74187094,1.58963972,0.22336283,0.00159343,0.03746214,0.94942522,0.36860298,0.62615904
-5.73586793,1.60281746,0.22732083,0.00156353,0.03821502,0.95666631,0.36925593,0.63492592
-5.72986493,1.61370597,0.23101556,0.00153585,0.03883039,0.96232641,0.36964421,0.64255355
-5.72386193,1.62188175,0.23441130,0.00151008,0.03929765,0.96612678,0.36966949,0.64883595
-5.71785893,1.62695313,0.23747669,0.00148586,0.03960849,0.96781189,0.36923508,0.65358351
-5.71185593,1.62857301,0.24018498,0.00146279,0.03975711,0.96715819,0.36825011,0.65662872
-5.70585293,1.62644947,0.24251417,0.00144047,0.03974042,0.96398136,0.36663340,0.65783103
-5.69984992,1.62035391,0.24444680,0.00141854,0.03955807,0.95814195,0.36431704,0.65708054
-5.69384692,1.61012684,0.24596973,0.00139663,0.03921253,0.94954921,0.36124949,0.65430066
-5.68784392,1.59568123,0.24707372,0.00137447,0.03870892,0.93816320,0.35739815,0.64944956
-5.68184092,1.57700370,0.24775315,0.00135182,0.03805492,0.92399517,0.35275138,0.64252057
-5.67583792,1.55415373,0.24800571,0.00132854,0.03726050,0.90710653,0.34731991,0.63354155
-5.66983492,1.52726123,0.24783237,0.00130455,0.03633767,0.88760631,0.34113766,0.62257347
-5.66383192,1.49652280,0.24723742,0.00127989,0.03530013,0.86564766,0.33426183,0.60970818
-5.65782891,1.46219695,0.24622885,0.00125468,0.03416296,0.84142344,0.32677252,0.59506564
-5.65182591,1.42459865,0.24481893,0.00122915,0.03294222,0.81516112,0.31877153,0.57879080
-5.64582291,1.38409329,0.24302496,0.00120363,0.03165463,0.78711735,0.31038076,0.56105009
-5.63981991,1.34109053,0.24087018,0.00117853,0.03031722,0.75757228,0.30173987,0.54202785
-5.63381691,1.29603772,0.23838483,0.00115435,0.02894700,0.72682387,0.29300353,0.52192276
-5.62781391,1.24941344,0.23560704,0.00113168,0.02756069,0.69518225,0.28433809,0.50094414
-5.62181091,1.20172069,0.23258374,0.00111115,0.02617449,0.66296429,0.27591793,0.47930856
-5.61580790,1.15348009,0.22937114,0.00109346,0.02480382,0.63048843,0.26792137,0.45723641
-5.60980490,1.10522280,0.22603501,0.00107933,0.02346319,0.59806977,0.26052644,0.43494869
-5.60380190,1.05748308,0.22265040,0.00106950,0.02216607,0.56601549,0.25390635,0.41266391
-5.59779890,1.01079066,0.21930082,0.00106470,0.02092473,0.53462057,0.24822512,0.39059519
-5.59179590,0.96566270,0.21607689,0.00106564,0.01975021,0.50416383,0.24363312,0.36894741
-5.58579290,0.92259538,0.21307431,0.00107296,0.01865224,0.47490428,0.24026292,0.34791455
-5.57978989,0.88205543,0.21039136,0.00108725,0.01763921,0.44707782,0.23822554,0.32767718
-5.57378689,0.84447145,0.20812578,0.00110900,0.01671811,0.42089434,0.23760705,0.30840014
-5.56778389,0.81022541,0.20637138,0.00113858,0.01589457,0.39653509,0.23846596,0.29023031
-5.56178089,0.77964458,0.20521427,0.00117626,0.01517280,0.37415065,0.24083113,0.27329477
-5.55577789,0.75299413,0.20472911,0.00122214,0.01455560,0.35385926,0.24470072,0.25769915
-5.54977489,0.73047068,0.20497538,0.00127619,0.01404439,0.33574580,0.25004178,0.24352637
-5.54377189,0.71219727,0.20599402,0.00133822,0.01363924,0.31986130,0.25679100,0.23083576
-5.53776888,0.69821979,0.20780450,0.00140786,0.01333885,0.30622311,0.26485619,0.21966261
-5.53176588,0.68850549,0.21040263,0.00148461,0.01314067,0.29481580,0.27411879,0.21001828
-5.52576288,0.68294333,0.21375920,0.00156778,0.01304093,0.28559264,0.28443718,0.20189071
-5.51975988,0.68134670,0.21781952,0.00165658,0.01303471,0.27847781,0.29565081,0.19524553
-5.51375688,0.68345829,0.22250412,0.00175005,0.01311611,0.27336926,0.30758484,0.19002761
-5.50775388,0.68895713,0.22771045,0.00184715,0.01327829,0.27014202,0.32005544,0.18616310
-5.50175088,0.69746773,0.23331569,0.00194673,0.01351370,0.26865214,0.33287533,0.18356184
-5.49574787,0.70857089,0.23918052,0.00204758,0.01381413,0.26874083,0.34585946,0.18212019
-5.48974487,0.72181606,0.24515381,0.00214848,0.01417100,0.27023895,0.35883072,0.18172396
-5.48374187,0.73673463,0.25107793,0.00224816,0.01457539,0.27297153,0.37162538,0.18225165
-5.47773887,0.75285390,0.25679460,0.00234540,0.01501834,0.27676229,0.38409808,0.18357761
-5.47173587,0.76971099,0.26215093,0.00243903,0.01549092,0.28143788,0.39612634,0.18557521
-5.46573287,0.78686636,0.26700543,0.00252796,0.01598442,0.28683190,0.40761420,0.18811977
-5.45972986,0.80391629,0.27123371,0.00261121,0.01649047,0.29278833,0.41849503,0.19109136
-5.45372686,0.82050386,0.27473359,0.00268793,0.01700118,0.29916448,0.42873329,0.19437713
-5.44772386,0.83632797,0.27742933,0.00275745,0.01750922,0.30583323,0.43832526,0.19787330
-5.44172086,0.85115012,0.27927482,0.00281925,0.01800785,0.31268452,0.44729855,0.20148669
-5.43571786,0.86479842,0.28025556,0.00287299,0.01849102,0.31962616,0.45571047,0.20513576
-5.42971486,0.87716899,0.28038922,0.00291852,0.01895334,0.32658379,0.46364525,0.20875114
-5.42371186,0.88822436,0.27972479,0.00295588,0.01939008,0.33350013,0.47121019,0.21227572
-5.41770885,0.89798916,0.27834038,0.00298528,0.01979714,0.34033350,0.47853071,0.21566423
-5.41170585,0.90654320,0.27633956,0.00300706,0.02017098,0.34705584,0.48574469,0.21888243
-5.40570285,0.91401217,0.27384662,0.00302174,0.02050857,0.35365007,0.49299596,0.22190600
-5.39969985,0.92055658,0.27100077,0.00302990,0.02080732,0.36010725,0.50042737,0.22471908
-5.39369685,0.92635921,0.26794960,0.00303220,0.02106498,0.36642337,0.50817361,0.22731270
-5.38769385,0.93161184,0.26484215,0.00302936,0.02127957,0.37259621,0.51635405,0.22968305
-5.38169085,0.93650174,0.26182178,0.00302206,0.02144933,0.37862217,0.52506575,0.23182983
-5.37568784,0.94119872,0.25901932,0.00301098,0.02157264,0.38449350,0.53437722,0.23375456
-5.36968484,0.94584323,0.25654676,0.00299671,0.02164802,0.39019582,0.54432284,0.23545922
-5.36368184,0.95053616,0.25449172,0.00297974,0.02167403,0.39570635,0.55489858,0.23694501
-5.35767884,0.95533099,0.25291315,0.00296046,0.02164936,0.40099265,0.56605891,0.23821151
-5.35167584,0.96022839,0.25183823,0.00293910,0.02157279,0.40601231,0.57771538,0.23925617
-5.34567284,0.96517398,0.25126088,0.00291577,0.02144324,0.41071330,0.58973686,0.24007423
-5.33966983,0.97005905,0.25114175,0.00289044,0.02125983,0.41503526,0.60195153,0.24065899
-5.33366683,0.97472449,0.25140980,0.00286295,0.02102199,0.41891159,0.61415068,0.24100256
-5.32766383,0.97896766,0.25196538,0.00283305,0.02072948,0.42227225,0.62609425,0.24109693
-5.32166083,0.98255194,0.25268463,0.00280039,0.02038251,0.42504726,0.63751786,0.24093539
-5.31565783,0.98521853,0.25342503,0.00276460,0.01998186,0.42717064,0.64814123,0.24051420
-5.30965483,0.98669995,0.25403179,0.00272529,0.01952890,0.42858468,0.65767760,0.23983439
-5.30365183,0.98673456,0.25434474,0.00268212,0.01902575,0.42924437,0.66584390,0.23890369
-5.29764882,0.98508141,0.25420552,0.00263479,0.01847525,0.42912167,0.67237107,0.23773839
-5.29164582,0.98153476,0.25346455,0.00258314,0.01788107,0.42820948,0.67701439,0.23636501
-5.28564282,0.97593735,0.25198756,0.00252714,0.01724767,0.42652506,0.67956308,0.23482174
-5.27963982,0.96819206,0.24966139,0.00246691,0.01658030,0.42411269,0.67984905,0.23315953
-5.27363682,0.95827103,0.24639874,0.00240276,0.01588497,0.42104540,0.67775421,0.23144263
-5.26763382,0.94622208,0.24214171,0.00233518,0.01516835,0.41742569,0.67321607,0.22974868
-5.26163082,0.93217185,0.23686403,0.00226485,0.01443766,0.41338506,0.66623150,0.22816818
-5.25562781,0.91632578,0.23057188,0.00219261,0.01370055,0.40908235,0.65685833,0.22680330
-5.24962481,0.89896458,0.22330333,0.00211946,0.01296493,0.40470096,0.64521481,0.22576621
-5.24362181,0.88043770,0.21512649,0.00204651,0.01223883,0.40044497,0.63147702,0.22517678
-5.23761881,0.86115390,0.20613655,0.00197497,0.01153016,0.39653436,0.61587420,0.22515975
-5.23161581,0.84156945,0.19645180,0.00190608,0.01084658,0.39319943,0.59868242,0.22584172
-5.22561281,0.82217461,0.18620902,0.00184110,0.01019529,0.39067476,0.58021674,0.22734766
-5.21960980,0.80347891,0.17555836,0.00178126,0.00958290,0.38919286,0.56082227,0.22979755
-5.21360680,0.78599601,0.16465804,0.00172769,0.00901521,0.38897793,0.54086454,0.23330297
-5.20760380,0.77022880,0.15366913,0.00168144,0.00849717,0.39023980,0.52071954,0.23796399
-5.20160080,0.75665546,0.14275058,0.00164339,0.00803275,0.39316854,0.50076398,0.24386640
-5.19559780,0.74571696,0.13205478,0.00161428,0.00762489,0.39792979,0.48136585,0.25107956
-5.18959480,0.73780653,0.12172375,0.00159466,0.00727546,0.40466115,0.46287604,0.25965485
-5.18359180,0.73326153,0.11188607,0.00158487,0.00698531,0.41346955,0.44562086,0.26962477
-5.17758879,0.73235776,0.10265467,0.00158510,0.00675432,0.42442992,0.42989602,0.28100290
-5.17158579,0.73530638,0.09412540,0.00159533,0.00658145,0.43758489,0.41596188,0.29378447
-5.16558279,0.74225327,0.08637648,0.00161538,0.00646490,0.45294562,0.40404028,0.30794762
-5.15957979,0.75328067,0.07946856,0.00164493,0.00640220,0.47049356,0.39431273,0.32345515
-5.15357679,0.76841059,0.07344557,0.00168353,0.00639037,0.49018281,0.38691981,0.34025669
-5.14757379,0.78760966,0.06833596,0.00173064,0.00642611,0.51194302,0.38196186,0.35829090
-5.14157079,0.81079488,0.06415445,0.00178565,0.00650590,0.53568245,0.37950040,0.37748785
-5.13556778,0.83783976,0.06090391,0.00184791,0.00662618,0.56129087,0.37956035,0.39777095
-5.12956478,0.86858021,0.05857756,0.00191676,0.00678346,0.58864215,0.38213261,0.41905856
-5.12356178,0.90282001,0.05716100,0.00199155,0.00697444,0.61759623,0.38717688,0.44126501
-5.11755878,0.94033525,0.05663432,0.00207165,0.00719606,0.64800040,0.39462447,0.46430092
-5.11155578,0.98087768,0.05697399,0.00215647,0.00744559,0.67968967,0.40438099,0.48807272
-5.10555278,1.02417683,0.05815456,0.00224546,0.00772061,0.71248645,0.41632882,0.51248157
-5.09954977,1.06994095,0.06015016,0.00233811,0.00801900,0.74619946,0.43032931,0.53742150
-5.09354677,1.11785699,0.06293565,0.00243398,0.00833891,0.78062214,0.44622467,0.56277725
-5.08754377,1.16758997,0.06648761,0.00253263,0.00867866,0.81553082,0.46383983,0.58842179
-5.08154077,1.21878203,0.07078502,0.00263365,0.00903668,0.85068295,0.48298403,0.61421381
-5.07553777,1.27105177,0.07580970,0.00273666,0.00941138,0.88581582,0.50345266,0.63999573
-5.06953477,1.32399429,0.08154657,0.00284127,0.00980105,0.92064602,0.52502912,0.66559212
-5.06353177,1.37718238,0.08798363,0.00294707,0.01020375,0.95487007,0.54748715,0.69080925
-5.05752876,1.43016920,0.09511185,0.00305365,0.01061723,0.98816642,0.57059350,0.71543559
-5.05152576,1.48249280,0.10292485,0.00316057,0.01103882,1.02019908,0.59411105,0.73924381
-5.04552276,1.53368252,0.11141836,0.00326736,0.01146540,1.05062288,0.61780250,0.76199408
-5.03951976,1.58326724,0.12058962,0.00337353,0.01189339,1.07909040,0.64143436,0.78343879
-5.03351676,1.63078530,0.13043657,0.00347859,0.01231872,1.10526037,0.66478136,0.80332857
-5.02751376,1.67579568,0.14095691,0.00358205,0.01273691,1.12880713,0.68763088,0.82141935
-5.02151076,1.71788991,0.15214700,0.00368344,0.01314311,1.14943098,0.70978739,0.83748021
-5.01550775,1.75670418,0.16400065,0.00378232,0.01353224,1.16686867,0.73107652,0.85130156
-5.00950475,1.79193090,0.17650779,0.00387829,0.01389909,1.18090370,0.75134861,0.86270335
-5.00350175,1.82332903,0.18965310,0.00397107,0.01423850,1.19137566,0.77048140,0.87154275
-4.99749875,1.85073252,0.20341454,0.00406041,0.01454548,1.19818822,0.78838183,0.87772092
-4.99149575,1.87405638,0.21776195,0.00414618,0.01481543,1.20131520,0.80498660,0.88118845
-4.98549275,1.89329976,0.23265576,0.00422838,0.01504423,1.20080434,0.82026167,0.88194918
-4.97948974,1.90854603,0.24804573,0.00430707,0.01522847,1.19677837,0.83420038,0.88006205
-4.97348674,1.91995941,0.26387007,0.00438243,0.01536553,1.18943344,0.84682062,0.87564100
-4.96748374,1.92777861,0.28005476,0.00445474,0.01545367,1.17903470,0.85816095,0.86885265
-4.96148074,1.93230742,0.29651321,0.00452432,0.01549216,1.16590926,0.86827600,0.85991211
-4.95547774,1.93390294,0.31314646,0.00459156,0.01548126,1.15043682,0.87723141,0.84907684
-4.94947474,1.93296183,0.32984367,0.00465684,0.01542227,1.13303829,0.88509867,0.83663902
-4.94347174,1.92990533,0.34648324,0.00472056,0.01531744,1.11416296,0.89195003,0.82291669
-4.93746873,1.92516371,0.36293431,0.00478307,0.01516996,1.09427481,0.89785404,0.80824402
-4.93146573,1.91916096,0.37905881,0.00484463,0.01498378,1.07383839,0.90287163,0.79296131
-4.92546273,1.91230028,0.39471381,0.00490541,0.01476356,1.05330504,0.90705337,0.77740486
-4.91945973,1.90495108,0.40975433,0.00496547,0.01451444,1.03309995,0.91043767,0.76189749
-4.91345673,1.89743799,0.42403639,0.00502471,0.01424194,1.01361045,0.91305024,0.74673969
-4.90745373,1.89003230,0.43742017,0.00508289,0.01395169,0.99517617,0.91490468,0.73220204
-4.90145073,1.88294601,0.44977333,0.00513962,0.01364935,0.97808120,0.91600416,0.71851896
-4.89544772,1.87632876,0.46097416,0.00519433,0.01334038,0.96254861,0.91634402,0.70588402
-4.88944472,1.87026745,0.47091469,0.00524635,0.01302989,0.94873738,0.91591498,0.69444695
-4.88344172,1.86478857,0.47950344,0.00529485,0.01272251,0.93674170,0.91470688,0.68431223
-4.87743872,1.85986287,0.48666777,0.00533894,0.01242231,0.92659264,0.91271248,0.67553936
-4.87143572,1.85541202,0.49235587,0.00537765,0.01213267,0.91826198,0.90993113,0.66814459
-4.86543272,1.85131694,0.49653808,0.00540998,0.01185629,0.91166776,0.90637201,0.66210396
-4.85942971,1.84742714,0.49920775,0.00543499,0.01159514,0.90668149,0.90205671,0.65735744
-4.85342671,1.84357075,0.50038142,0.00545175,0.01135051,0.90313633,0.89702092,0.65381383
-4.84742371,1.83956456,0.50009832,0.00545948,0.01112304,0.90083607,0.89131513,0.65135633
-4.84142071,1.83522366,0.49841942,0.00545750,0.01091283,0.89956436,0.88500429,0.64984833
-4.83541771,1.83037028,0.49542568,0.00544536,0.01071947,0.89909370,0.87816625,0.64913922
-4.82941471,1.82484133,0.49121596,0.00542279,0.01054222,0.89919407,0.87088937,0.64906997
-4.82341171,1.81849434,0.48590439,0.00538975,0.01038007,0.89964046,0.86326903,0.64947834
-4.81740870,1.81121166,0.47961730,0.00534647,0.01023184,0.90021947,0.85540353,0.65020339
-4.81140570,1.80290276,0.47248998,0.00529343,0.01009631,0.90073435,0.84738944,0.65108930
-4.80540270,1.79350452,0.46466322,0.00523134,0.00997227,0.90100865,0.83931664,0.65198833
-4.79939970,1.78297981,0.45627972,0.00516117,0.00985859,0.90088834,0.83126342,0.65276300
-4.79339670,1.77131436,0.44748062,0.00508408,0.00975423,0.90024237,0.82329182,0.65328734
-4.78739370,1.75851230,0.43840220,0.00500142,0.00965829,0.89896201,0.81544351,0.65344749
-4.78139070,1.74459076,0.42917275,0.00491465,0.00956999,0.89695886,0.80773648,0.65314158
-4.77538769,1.72957397,0.41990987,0.00482536,0.00948860,0.89416221,0.80016269,0.65227910
-4.76938469,1.71348718,0.41071821,0.00473516,0.00941345,0.89051561,0.79268691,0.65077995
-4.76338169,1.69635109,0.40168771,0.00464566,0.00934385,0.88597334,0.78524686,0.64857332
-4.75737869,1.67817701,0.39289234,0.00455841,0.00927903,0.88049693,0.77775467,0.64559649
-4.75137569,1.65896333,0.38438954,0.00447485,0.00921813,0.87405209,0.77009968,0.64179386
-4.74537269,1.63869340,0.37622010,0.00439631,0.00916011,0.86660630,0.76215256,0.63711623
-4.73936968,1.61733529,0.36840876,0.00432391,0.00910377,0.85812733,0.75377060,0.63152038
-4.73336668,1.59484325,0.36096518,0.00425858,0.00904776,0.84858282,0.74480391,0.62496929
-4.72736368,1.57116110,0.35388551,0.00420105,0.00899056,0.83794085,0.73510246,0.61743258
-4.72136068,1.54622720,0.34715422,0.00415178,0.00893058,0.82617173,0.72452357,0.60888764
-4.71535768,1.51998091,0.34074633,0.00411103,0.00886622,0.81325069,0.71293954,0.59932098
-4.70935468,1.49237006,0.33462977,0.00407883,0.00879597,0.79916138,0.70024525,0.58873000
-4.70335168,1.46335908,0.32876785,0.00405502,0.00871851,0.78389992,0.68636525,0.57712487
-4.69734867,1.43293726,0.32312172,0.00403922,0.00863284,0.76747926,0.67126006,0.56453048
-4.69134567,1.40112676,0.31765273,0.00403091,0.00853842,0.74993345,0.65493158,0.55098830
-4.68534267,1.36798968,0.31232462,0.00402943,0.00843526,0.73132160,0.63742708,0.53655799
-4.67933967,1.33363395,0.30710549,0.00403403,0.00832403,0.71173118,0.61884184,0.52131857
-4.67333667,1.29821761,0.30196938,0.00404386,0.00820615,0.69128036,0.59932012,0.50536914
-4.66733367,1.26195115,0.29689763,0.00405806,0.00808384,0.67011927,0.57905456,0.48882901
-4.66133067,1.22509776,0.29187987,0.00407571,0.00796013,0.64842997,0.55828381,0.47183709
-4.65532766,1.18797147,0.28691463,0.00409595,0.00783884,0.62642506,0.53728862,0.45455069
-4.64932466,1.15093318,0.28200968,0.00411792,0.00772453,0.60434499,0.51638637,0.43714366
-4.64332166,1.11438477,0.27718200,0.00414081,0.00762241,0.58245410,0.49592436,0.41980381
-4.63731866,1.07876144,0.27245757,0.00416391,0.00753817,0.56103553,0.47627187,0.40272997
-4.63131566,1.04452283,0.26787081,0.00418656,0.00747785,0.54038535,0.45781144,0.38612849
-4.62531266,1.01214294,0.26346381,0.00420825,0.00744765,0.52080599,0.44092955,0.37020957
-4.61930965,0.98209963,0.25928547,0.00422853,0.00745368,0.50259941,0.42600696,0.35518337
-4.61330665,0.95486383,0.25539024,0.00424710,0.00750176,0.48606025,0.41340909,0.34125617
-4.60730365,0.93088902,0.25183690,0.00426379,0.00759720,0.47146927,0.40347670,0.32862672
-4.60130065,0.91060121,0.24868700,0.00427852,0.00774455,0.45908744,0.39651710,0.31748282
-4.59529765,0.89438989,0.24600319,0.00429138,0.00794740,0.44915079,0.39279624,0.30799834
-4.58929465,0.88260014,0.24384743,0.00430257,0.00820822,0.44186636,0.39253191,0.30033074
-4.58329165,0.87552603,0.24227897,0.00431241,0.00852817,0.43740936,0.39588822,0.29461919
-4.57728864,0.87340570,0.24135228,0.00432130,0.00890701,0.43592155,0.40297154,0.29098323
-4.57128564,0.87641788,0.24111487,0.00432978,0.00934303,0.43751097,0.41382816,0.28952213
-4.56528264,0.88468020,0.24160511,0.00433844,0.00983299,0.44225295,0.42844361,0.29031479
-4.55927964,0.89824912,0.24285016,0.00434791,0.01037220,0.45019223,0.44674378,0.29342030
-4.55327664,0.91712143,0.24486393,0.00435888,0.01095454,0.46134616,0.46859788,0.29887896
-4.54727364,0.94123732,0.24764551,0.00437202,0.01157266,0.47570871,0.49382307,0.30671368
-4.54127064,0.97048482,0.25117776,0.00438800,0.01221809,0.49325507,0.52219072,0.31693192
-4.53526763,1.00470551,0.25542656,0.00440744,0.01288147,0.51394662,0.55343407,0.32952764
-4.52926463,1.04370126,0.26034054,0.00443089,0.01355285,0.53773601,0.58725710,0.34448364
-4.52326163,1.08724188,0.26585150,0.00445882,0.01422189,0.56457201,0.62334417,0.36177377
-4.51725863,1.13507328,0.27187556,0.00449160,0.01487824,0.59440402,0.66137021,0.38136518
-4.51125563,1.18692596,0.27831498,0.00452950,0.01551178,0.62718587,0.70101098,0.40322035
-4.50525263,1.24252345,0.28506070,0.00457270,0.01611295,0.66287868,0.74195286,0.42729891
-4.49924962,1.30159039,0.29199547,0.00462125,0.01667301,0.70145274,0.78390198,0.45355901
-4.49324662,1.36385975,0.29899744,0.00467512,0.01718432,0.74288806,0.82659196,0.48195828
-4.48724362,1.42907900,0.30594414,0.00473421,0.01764055,0.78717363,0.86979005,0.51245427
-4.48124062,1.49701468,0.31271652,0.00479835,0.01803685,0.83430524,0.91330130,0.54500413
-4.47523762,1.56745511,0.31920298,0.00486735,0.01836993,0.88428194,0.95697047,0.57956381
-4.46923462,1.64021096,0.32530301,0.00494100,0.01863820,0.93710101,1.00068156,0.61608633
-4.46323162,1.71511342,0.33093041,0.00501906,0.01884166,0.99275179,1.04435489,0.65451951
-4.45722861,1.79201001,0.33601580,0.00510136,0.01898195,1.05120837,1.08794195,0.69480286
-4.45122561,1.87075787,0.34050819,0.00518771,0.01906213,1.11242143,1.13141807,0.73686392
-4.44522261,1.95121487,0.34437569,0.00527797,0.01908655,1.17630951,1.17477343,0.78061398
-4.43921961,2.03322878,0.34760521,0.00537203,0.01906063,1.24275016,1.21800282,0.82594348
-4.43321661,2.11662506,0.35020107,0.00546980,0.01899057,1.31157120,1.26109468,0.87271718
-4.42721361,2.20119373,0.35218281,0.00557118,0.01888313,1.38254268,1.30402010,0.92076931
-4.42121061,2.28667619,0.35358217,0.00567605,0.01874526,1.45536991,1.34672238,0.96989910
-4.41520760,2.37275280,0.35443945,0.00578423,0.01858388,1.52968805,1.38910781,1.01986678
-4.40920460,2.45903184,0.35479960,0.00589544,0.01840559,1.60505862,1.43103833,1.07039054
-4.40320160,2.54504106,0.35470812,0.00600931,0.01821640,1.68096837,1.47232647,1.12114457
-4.39719860,2.63022214,0.35420714,0.00612528,0.01802156,1.75683080,1.51273301,1.17175855
-4.39119560,2.71392916,0.35333193,0.00624262,0.01782538,1.83199047,1.55196777,1.22181879
-4.38519260,2.79543116,0.35210805,0.00636041,0.01763113,1.90573028,1.58969331,1.27087117
-4.37918959,2.87391937,0.35054926,0.00647748,0.01744101,1.97728168,1.62553184,1.31842597
-4.37318659,2.94851909,0.34865650,0.00659244,0.01725614,2.04583754,1.65907484,1.36396462
-4.36718359,3.01830587,0.34641773,0.00670370,0.01707664,2.11056749,1.68989508,1.40694823
-4.36118059,3.08232586,0.34380897,0.00680946,0.01690175,2.17063536,1.71756055,1.44682786
-4.35517759,3.13961927,0.34079615,0.00690774,0.01672995,2.22521792,1.74164961,1.48305602
-4.34917459,3.18924647,0.33733787,0.00699644,0.01655920,2.27352469,1.76176663,1.51509931
-4.34317159,3.23031532,0.33338878,0.00707339,0.01638709,2.31481772,1.77755744,1.54245164
-4.33716858,3.26200887,0.32890334,0.00713640,0.01621112,2.34843101,1.78872369,1.56464749
-4.33116558,3.28361201,0.32383984,0.00718334,0.01602884,2.37378855,1.79503564,1.58127497
-4.32516258,3.29453616,0.31816425,0.00721220,0.01583808,2.39042048,1.79634250,1.59198791
-4.31915958,3.29434057,0.31185381,0.00722114,0.01563711,2.39797678,1.79258003,1.59651664
-4.31315658,3.28274962,0.30490003,0.00720861,0.01542478,2.39623783,1.78377489,1.59467706
-4.30715358,3.25966516,0.29731093,0.00717338,0.01520058,2.38512164,1.77004566,1.58637756
