energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Y_p_up,Y_d_up
-6.00000000,0.08378749,0.00072639,0.00391762,0.00009084,0.00000000,0.10072827,0.03911918
-5.99399700,0.07120628,0.00059816,0.00343419,0.00008768,0.00000000,0.08582299,0.03333111
-5.98799400,0.06103473,0.00048910,0.00307430,0.00008984,0.00000000,0.07381332,0.02867031
-5.98199100,0.05308899,0.00039709,0.00283423,0.00009791,0.00000000,0.06448279,0.02505166
-5.97598799,0.04720163,0.00032010,0.00271170,0.00011275,0.00000000,0.05763335,0.02239741
-5.96998499,0.04322515,0.00025621,0.00270622,0.00013555,0.00000000,0.05308934,0.02063864
-5.96398199,0.04103431,0.00020362,0.00281931,0.00016780,0.00000000,0.05070015,0.01971623
-5.95797899,0.04052744,0.00016067,0.00305461,0.00021144,0.00000000,0.05034147,0.01958126
-5.95197599,0.04162674,0.00012589,0.00341811,0.00026880,0.00000000,0.05191537,0.02019501
-5.94597299,0.04427773,0.00009794,0.00391813,0.00034271,0.00000000,0.05534923,0.02152849
-5.93996998,0.04844780,0.00007566,0.00456540,0.00043649,0.00000000,0.06059375,0.02356165
-5.93396698,0.05412424,0.00005804,0.00537300,0.00055401,0.00000000,0.06762010,0.02628220
-5.92796398,0.06131153,0.00004422,0.00635624,0.00069972,0.00000000,0.07641654,0.02968429
-5.92196098,0.07002831,0.00003347,0.00753248,0.00087859,0.00000000,0.08698440,0.03376694
-5.91595798,0.08030383,0.00002518,0.00892089,0.00109617,0.00000000,0.09933388,0.03853236
-5.90995498,0.09217426,0.00001884,0.01054205,0.00135848,0.00000000,0.11347956,0.04398423
-5.90395198,0.10567868,0.00001403,0.01241752,0.00167195,0.00000000,0.12943588,0.05012588
-5.89794897,0.12085500,0.00001042,0.01456923,0.00204335,0.00000000,0.14721268,0.05695861
-5.89194597,0.13773569,0.00000774,0.01701887,0.00247960,0.00000000,0.16681086,0.06447998
-5.88594297,0.15634366,0.00000577,0.01978702,0.00298757,0.00000000,0.18821833,0.07268225
-5.87993997,0.17668801,0.00000435,0.02289228,0.00357392,0.00000000,0.21140623,0.08155090
-5.87393697,0.19875996,0.00000335,0.02635027,0.00424478,0.00000000,0.23632555,0.09106338
-5.86793397,0.22252900,0.00000266,0.03017252,0.00500549,0.00000000,0.26290424,0.10118799
-5.86193097,0.24793917,0.00000220,0.03436538,0.00586026,0.00000000,0.29104475,0.11188294
-5.85592796,0.27490585,0.00000193,0.03892885,0.00681188,0.00000000,0.32062219,0.12309572
-5.84992496,0.30331292,0.00000178,0.04385547,0.00786135,0.00000000,0.35148303,0.13476261
-5.84392196,0.33301049,0.00000174,0.04912930,0.00900762,0.00000000,0.38344447,0.14680855
-5.83791896,0.36381343,0.00000177,0.05472506,0.01024726,0.00000000,0.41629446,0.15914715
-5.83191596,0.39550071,0.00000186,0.06060742,0.01157428,0.00000000,0.44979245,0.17168117
