energy_ev,total_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.80790395,2.27500919,1.26337588,0.47943616,0.40721832,0.44754353,0.01866553,0.61210989,0.75355739,0.00000000
-5.80190095,2.25267433,1.24419684,0.47631767,0.40335784,0.43964618,0.01811251,0.60797636,0.74070370,0.00000000
-5.79589795,2.23212460,1.22621849,0.47341452,0.40091348,0.43214392,0.01748547,0.60315924,0.73055327,0.00000000
-5.78989495,2.21432913,1.21022286,0.47096651,0.39996606,0.42523704,0.01679297,0.59804434,0.72329577,0.00000000
-5.78389195,2.20027010,1.19697766,0.46921744,0.40059167,0.41912608,0.01604468,0.59303020,0.71910195,0.00000000
-5.77788894,2.19090716,1.18720804,0.46840577,0.40285773,0.41400646,0.01525112,0.58851357,0.71811682,0.00000000
-5.77188594,2.18713866,1.18156815,0.46875463,0.40681809,0.41006283,0.01442336,0.58487465,0.72045150,0.00000000
-5.76588294,2.18976151,1.18061353,0.47046187,0.41250755,0.40746314,0.01357269,0.58246234,0.72617433,0.00000000
-5.75987994,2.19943184,1.18477587,0.47369034,0.41993609,0.40635284,0.01271035,0.58158041,0.73530177,0.00000000
-5.75387694,2.21662844,1.19434126,0.47855913,0.42908333,0.40684955,0.01184724,0.58247496,0.74778987,0.00000000
-5.74787394,2.24162127,1.20943314,0.48513606,0.43989359,0.40903840,0.01099360,0.58532395,0.76352713,0.00000000
-5.74187094,2.27444686,1.23000094,0.49343191,0.45227207,0.41296833,0.01015884,0.59022906,0.78232929,0.00000000
-5.73586793,2.31489236,1.25581512,0.50339676,0.46608234,0.41864964,0.00935131,0.59721058,0.80393668,0.00000000
-5.72986493,2.36248944,1.28646919,0.51491869,0.48114574,0.42605289,0.00857817,0.60620533,0.82801476,0.00000000
-5.72386193,2.41651890,1.32138884,0.52782494,0.49724252,0.43510921,0.00784528,0.61706797,0.85415785,0.00000000
-5.71785893,2.47602617,1.35984799,0.54188572,0.51411526,0.44571213,0.00715716,0.62957561,0.88189645,0.00000000
-5.71185593,2.53984742,1.40099137,0.55682042,0.53147407,0.45772070,0.00651699,0.64343567,0.91070779,0.00000000
-5.70585293,2.60664527,1.44386272,0.57230609,0.54900381,0.47096390,0.00592664,0.65829658,0.94002938,0.00000000
-5.69984992,2.67495277,1.48743756,0.58798790,0.56637286,0.48524602,0.00538677,0.67376098,0.96927514,0.00000000
-5.69384692,2.74322354,1.53065917,0.60349106,0.58324309,0.50035271,0.00489693,0.68940082,0.99785311,0.00000000
-5.68784392,2.80988592,1.57247618,0.61843374,0.59928057,0.51605749,0.00445570,0.70477378,1.02518420,0.00000000
-5.68184092,2.87339848,1.61188017,0.63244037,0.61416655,0.53212822,0.00406087,0.71944016,1.05072098,0.00000000
-5.67583792,2.93230432,1.64794159,0.64515483,0.62760810,0.54833342,0.00370956,0.73297967,1.07396544,0.00000000
-5.66983492,2.98528158,1.67984234,0.65625281,0.63934796,0.56444788,0.00339843,0.74500720,1.09448504,0.00000000
-5.66383192,3.03118773,1.70690357,0.66545289,0.64917292,0.58025763,0.00312384,0.75518708,1.11192607,0.00000000
-5.65782891,3.06909573,1.72860745,0.67252580,0.65692065,0.59556375,0.00288197,0.76324500,1.12602378,0.00000000
-5.65182591,3.09832048,1.74461203,0.67730155,0.66248424,0.61018520,0.00266899,0.76897733,1.13660868,0.00000000
-5.64582291,3.11843458,1.75475853,0.67967413,0.66581462,0.62396053,0.00248119,0.77225732,1.14360893,0.00000000
-5.63981991,3.12927303,1.75907099,0.67960359,0.66692054,0.63674847,0.00231503,0.77303808,1.14704859,0.00000000
-5.63381691,3.13092714,1.75774834,0.67711568,0.66586637,0.64842772,0.00216727,0.77135230,1.14704217,0.00000000
-5.62781391,3.12372842,1.75114969,0.67229893,0.66276772,0.65889596,0.00203500,0.76730879,1.14378570,0.00000000
-5.62181091,3.10822384,1.73977363,0.66529963,0.65778534,0.66806835,0.00191567,0.76108630,1.13754509,0.00000000
-5.61580790,3.08514417,1.72423286,0.65631499,0.65111766,0.67587592,0.00180714,0.75292476,1.12864239,0.00000000
-5.60980490,3.05536745,1.70522544,0.64558484,0.64299231,0.68226382,0.00170764,0.74311473,1.11744089,0.00000000
-5.60380190,3.01987967,1.68350445,0.63338236,0.63365730,0.68718998,0.00161577,0.73198544,1.10432989,0.00000000
-5.59779890,2.97973491,1.65984731,0.62000432,0.62337216,0.69062406,0.00153050,0.71989215,1.08970992,0.00000000
-5.59179590,2.93601679,1.63502649,0.60576130,0.61239950,0.69254698,0.00145111,0.70720327,1.07397916,0.00000000
-5.58579290,2.88980311,1.60978268,0.59096825,0.60099752,0.69295107,0.00137715,0.69428794,1.05752173,0.00000000
-5.57978989,2.84213482,1.58480169,0.57593569,0.58941347,0.69184070,0.00130843,0.68150444,1.04069816,0.00000000
-5.57378689,2.79399040,1.56069571,0.56096191,0.57787853,0.68923345,0.00124494,0.66918985,1.02383840,0.00000000
-5.56778389,2.74626604,1.53798941,0.54632633,0.56660390,0.68516146,0.00118685,0.65765119,1.00723733,0.00000000
-5.56178089,2.69976163,1.51711096,0.53228395,0.55577832,0.67967309,0.00113441,0.64715822,0.99115261,0.00000000
-5.55577789,2.65517221,1.49838797,0.51906116,0.54556667,0.67283424,0.00108799,0.63793797,0.97580472,0.00000000
-5.54977489,2.61308413,1.48204757,0.50685253,0.53610960,0.66472955,0.00104797,0.63017090,0.96137851,0.00000000
-5.54377189,2.57397520,1.46822033,0.49581877,0.52752391,0.65546297,0.00101476,0.62398868,0.94802598,0.00000000
-5.53776888,2.53821748,1.45694700,0.48608552,0.51990325,0.64515765,0.00098875,0.61947332,0.93586958,0.00000000
-5.53176588,2.50608200,1.44818730,0.47774284,0.51331914,0.63395508,0.00097029,0.61665752,0.92500568,0.00000000
-5.52576288,2.47774437,1.44182995,0.47084538,0.50782183,0.62201340,0.00095964,0.61552607,0.91550748,0.00000000
-5.51975988,2.45329040,1.43770316,0.46541291,0.50344099,0.60950484,0.00095700,0.61601805,0.90742735,0.00000000
-5.51375688,2.43272148,1.43558496,0.46143124,0.50018594,0.59661251,0.00096247,0.61802971,0.90079808,0.00000000
-5.50775388,2.41595921,1.43521292,0.45885359,0.49804566,0.58352662,0.00097601,0.62141801,0.89563315,0.00000000
-5.50175088,2.40284949,1.43629306,0.45760204,0.49698826,0.57044029,0.00099746,0.62600463,0.89192596,0.00000000
-5.49574787,2.39316620,1.43850776,0.45756955,0.49696046,0.55754523,0.00102653,0.63158038,0.88964832,0.00000000
-5.48974487,2.38661498,1.44152280,0.45862223,0.49788691,0.54502756,0.00106280,0.63791024,0.88874855,0.00000000
-5.48374187,2.38283762,1.44499377,0.46060214,0.49966977,0.53306382,0.00110570,0.64473876,0.88914940,0.00000000
-5.47773887,2.38141768,1.44857215,0.46333052,0.50218881,0.52181757,0.00115456,0.65179597,0.89074640,0.00000000
-5.47173587,2.38188786,1.45191125,0.46661173,0.50530216,0.51143662,0.00120857,0.65880374,0.89340707,0.00000000
-5.46573287,2.38373953,1.45467259,0.47023767,0.50884803,0.50205090,0.00126683,0.66548261,0.89697123,0.00000000
-5.45972986,2.38643471,1.45653264,0.47399278,0.51264752,0.49377129,0.00132840,0.67155890,0.90125280,0.00000000
-5.45372686,2.38942049,1.45719044,0.47765964,0.51650862,0.48668898,0.00139227,0.67677209,0.90604335,0.00000000
-5.44772386,2.39214565,1.45637588,0.48102488,0.52023139,0.48087565,0.00145744,0.68088218,0.91111730,0.00000000
-5.44172086,2.39407922,1.45385869,0.48388537,0.52361425,0.47638415,0.00152293,0.68367697,0.91623877,0.00000000
-5.43571786,2.39473006,1.44945801,0.48605456,0.52646118,0.47324962,0.00158783,0.68497891,0.92116999,0.00000000
-5.42971486,2.39366696,1.44305208,0.48736856,0.52858972,0.47149081,0.00165136,0.68465141,0.92568069,0.00000000
-5.42371186,2.39053829,1.43458786,0.48769192,0.52983920,0.47111158,0.00171286,0.68260423,0.92955830,0.00000000
-5.41770885,2.38509026,1.42409014,0.48692285,0.53007917,0.47210235,0.00177187,0.67879791,0.93261833,0.00000000
-5.41170585,2.37718312,1.41166951,0.48499762,0.52921733,0.47444147,0.00182816,0.67324695,0.93471453,0.00000000
-5.40570285,2.36680437,1.39752915,0.48189399,0.52720687,0.47809641,0.00188174,0.66602166,0.93574828,0.00000000
-5.39969985,2.35407867,1.38196961,0.47763359,0.52405271,0.48302487,0.00193288,0.65724868,0.93567672,0.00000000
-5.39369685,2.33927375,1.36539169,0.47228310,0.51981630,0.48917570,0.00198215,0.64711006,0.93451932,0.00000000
-5.38769385,2.32280242,1.34829681,0.46595412,0.51461895,0.49648986,0.00203039,0.63584097,0.93236252,0.00000000
-5.38169085,2.30522042,1.33128488,0.45880194,0.50864313,0.50490140,0.00207872,0.62372622,0.92936225,0.00000000
-5.37568784,2.28722035,1.31504939,0.45102302,0.50213205,0.51433857,0.00212856,0.61109560,0.92574415,0.00000000
-5.36968484,2.26962193,1.30036982,0.44285137,0.49538710,0.52472528,0.00218154,0.59831824,0.92180153,0.00000000
-5.36368184,2.25335876,1.28810113,0.43455395,0.48876343,0.53598277,0.00223952,0.58579611,0.91789106,0.00000000
-5.35767884,2.23946210,1.27916040,0.42642515,0.48266362,0.54803164,0.00230451,0.57395685,0.91442630,0.00000000
-5.35167584,2.22904176,1.27451075,0.41878049,0.47752960,0.56079418,0.00237866,0.56324599,0.91186928,0.00000000
-5.34567284,2.22326459,1.27514244,0.41194966,0.47383298,0.57419685,0.00246415,0.55411872,0.91072019,0.00000000
-5.33966983,2.22333056,1.28205140,0.40626910,0.47206408,0.58817284,0.00256318,0.54703125,0.91150548,0.00000000
-5.33366683,2.23044680,1.29621532,0.40207411,0.47271981,0.60266442,0.00267785,0.54243183,0.91476460,0.00000000
-5.32766383,2.24579959,1.31856757,0.39969070,0.47629059,0.61762496,0.00281009,0.54075150,0.92103554,0.00000000
-5.32166083,2.27052451,1.34996937,0.39942728,0.48324681,0.63302024,0.00296164,0.54239456,0.93083938,0.00000000
-5.31565783,2.30567498,1.39118070,0.40156631,0.49402489,0.64882894,0.00313389,0.54772896,0.94466430,0.00000000
-5.30965483,2.35218947,1.44283060,0.40635603,0.50901333,0.66504200,0.00332785,0.55707651,0.96294917,0.00000000
-5.30365183,2.41085797,1.50538772,0.41400249,0.52853917,0.68166088,0.00354409,0.57070320,0.98606708,0.00000000
-5.29764882,2.48228814,1.57913206,0.42466196,0.55285504,0.69869442,0.00378263,0.58880983,1.01430933,0.00000000
-5.29164582,2.56687241,1.66412903,0.43843406,0.58212731,0.71615454,0.00404294,0.61152299,1.04787023,0.00000000
-5.28564282,2.66475670,1.76020695,0.45535568,0.61642564,0.73405089,0.00432383,0.63888700,1.08683318,0.00000000
-5.27963982,2.77581245,1.86693922,0.47539603,0.65571430,0.75238457,0.00462351,0.67085687,1.13115870,0.00000000
-5.27363682,2.89961304,1.98363241,0.49845315,0.69984574,0.77114141,0.00493950,0.70729278,1.18067484,0.00000000
-5.26763382,3.03541628,2.10932122,0.52435182,0.74855656,0.79028510,0.00526867,0.74795648,1.23507058,0.00000000
-5.26163082,3.18215433,2.24277134,0.55284351,0.80146646,0.80975074,0.00560730,0.79250985,1.29389279,0.00000000
-5.25562781,3.33843241,2.38249072,0.58360811,0.85808011,0.82943916,0.00595108,0.84051606,1.35654710,0.00000000
-5.24962481,3.50253725,2.52674958,0.61625795,0.91779231,0.84921259,0.00629524,0.89144356,1.42230307,0.00000000
-5.24362181,3.67245616,2.67360922,0.65034382,0.97989647,0.86889199,0.00663462,0.94467285,1.49030383,0.00000000
-5.23761881,3.84590684,2.82095897,0.68536318,1.04359624,0.88825646,0.00696376,0.99950641,1.55958022,0.00000000
-5.23161581,4.02037784,2.96656057,0.72077034,1.10802022,0.90704486,0.00727711,1.05518131,1.62906925,0.00000000
-5.22561281,4.19317895,3.10809867,0.75598831,1.17223945,0.92495977,0.00756907,1.11088453,1.69763642,0.00000000
-5.21960980,4.36150015,3.24323581,0.79042216,1.23528711,0.94167376,0.00783423,1.16577046,1.76410143,0.00000000
-5.21360680,4.52247752,3.36967021,0.82347326,1.29618001,0.95683769,0.00806747,1.21898012,1.82726648,0.00000000
-5.20760380,4.67326387,3.48519412,0.85455418,1.35394123,0.97009086,0.00826412,1.26966150,1.88594612,0.00000000
-5.20160080,4.81110159,3.58775079,0.88310352,1.40762313,0.98107242,0.00842012,1.31699027,1.93899787,0.00000000
-5.19559780,4.93339519,3.67548792,0.90860023,1.45632998,0.98943363,0.00853207,1.36019022,1.98535227,0.00000000
-5.18959480,5.03778056,3.74680569,0.93057692,1.49923956,0.99485031,0.00859742,1.39855256,2.02404136,0.00000000
-5.18359180,5.12218853,3.80039761,0.94863158,1.53562293,0.99703497,0.00861447,1.43145350,2.05422465,0.00000000
-5.17758879,5.18490015,3.83528290,0.96243735,1.56486168,0.99574795,0.00858246,1.45836937,2.07521141,0.00000000
-5.17158579,5.22459172,3.85082927,0.97174996,1.58646224,0.99080714,0.00850157,1.47888881,2.08647868,0.00000000
-5.16558279,5.24036782,3.84676558,0.97641262,1.60006665,0.98209572,0.00837292,1.49272152,2.08768426,0.00000000
-5.15957979,5.23178137,3.82318411,0.97635819,1.60545951,0.96956769,0.00819849,1.49970344,2.07867434,0.00000000
-5.15357679,5.19884025,3.78053286,0.97160865,1.60257114,0.95325091,0.00798112,1.49979813,2.05948560,0.00000000
-5.14757379,5.14200032,3.71959831,0.96227195,1.59147662,0.93324749,0.00772435,1.49309452,2.03034178,0.00000000
-5.14157079,5.06214581,3.64147971,0.94853649,1.57239115,0.90973179,0.00743237,1.47980113,1.99164510,0.00000000
-5.13556778,4.96055805,3.54755614,0.93066350,1.54566184,0.88294586,0.00710983,1.46023728,1.94396291,0.00000000
-5.12956478,4.83887414,3.43944776,0.90897775,1.51175640,0.85319294,0.00676177,1.43482156,1.88801028,0.00000000
-5.12356178,4.69903760,3.31897281,0.88385692,1.47124920,0.82082900,0.00639347,1.40405836,1.82462920,0.00000000
-5.11755878,4.54324307,3.18810197,0.85572027,1.42480518,0.78625306,0.00601026,1.36852284,1.75476540,0.00000000
-5.11155578,4.37387733,3.04891161,0.82501692,1.37316240,0.74989647,0.00561747,1.32884517,1.67944349,0.00000000
-5.10555278,4.19345886,2.90353747,0.79221421,1.31711366,0.71221180,0.00522027,1.28569447,1.59974147,0.00000000
-5.09954977,4.00457813,2.75413000,0.75778661,1.25748780,0.67366153,0.00482354,1.23976330,1.51676528,0.00000000
-5.09354677,3.80984032,2.60281251,0.72220549,1.19513138,0.63470727,0.00443185,1.19175282,1.43162431,0.00000000
-5.08754377,3.61181226,2.45164307,0.68592990,1.13089103,0.59579947,0.00404932,1.14235932,1.34540845,0.00000000
-5.08154077,3.41297470,2.30258069,0.64939878,1.06559711,0.55736818,0.00367961,1.09226232,1.25916719,0.00000000
-5.07553777,3.21568080,2.15745628,0.61302440,1.00004879,0.51981503,0.00332585,1.04211430,1.17389124,0.00000000
-5.06953477,3.02212135,2.01794852,0.57718734,0.93500101,0.48350633,0.00299065,0.99253222,1.09049692,0.00000000
-5.06353177,2.83429682,1.88556462,0.54223278,0.87115337,0.44876773,0.00267609,0.94409076,1.00981343,0.00000000
-5.05752876,2.65399610,1.76162574,0.50846801,0.80914101,0.41588012,0.00238374,0.89731706,0.93257306,0.00000000
-5.05152576,2.48278151,1.64725664,0.47616109,0.74952763,0.38507687,0.00211466,0.85268683,0.85940433,0.00000000
-5.04552276,2.32197930,1.54337929,0.44554038,0.69280041,0.35654236,0.00186945,0.81062152,0.79082776,0.00000000
-5.03951976,2.17267520,1.45070979,0.41679479,0.63936689,0.33041161,0.00164830,0.77148624,0.72725418,0.00000000
-5.03351676,2.03571392,1.36975806,0.39007460,0.58955356,0.30677087,0.00145103,0.73558829,0.66898531,0.00000000
-5.02751376,1.91170204,1.30083002,0.36549258,0.54360603,0.28565918,0.00127715,0.70317593,0.61621628,0.00000000
-5.02151076,1.80101353,1.24403161,0.34312532,0.50169063,0.26707055,0.00112586,0.67443733,0.56903985,0.00000000
-5.01550775,1.70379742,1.19927460,0.32301472,0.46389722,0.25095691,0.00099617,0.64949956,0.52745209,0.00000000
-5.00950475,1.61998703,1.16628372,0.30516943,0.43024305,0.23723150,0.00088690,0.62842759,0.49135925,0.00000000
-5.00350175,1.54931081,1.14460528,0.28956637,0.40067753,0.22577273,0.00079674,0.61122345,0.46058551,0.00000000
-4.99749875,1.49130433,1.13361711,0.27615219,0.37508773,0.21642846,0.00072427,0.59782558,0.43488160,0.00000000
-4.99149575,1.44532385,1.13254009,0.26484491,0.35330451,0.20902056,0.00066801,0.58810868,0.41393396,0.00000000
-4.98549275,1.41056128,1.14045128,0.25553555,0.33510914,0.20334974,0.00062644,0.58188419,0.39737440,0.00000000
-4.97948974,1.38606093,1.15629904,0.24809012,0.32024038,0.19920064,0.00059803,0.57890182,0.38479010,0.00000000
-4.97348674,1.37073822,1.17892021,0.24235179,0.30840179,0.19634704,0.00058123,0.57885224,0.37573382,0.00000000
-4.96748374,1.36340048,1.20705949,0.23814354,0.29926931,0.19455718,0.00057454,0.58137118,0.36973428,0.00000000
-4.96148074,1.36276998,1.23939121,0.23527117,0.29249905,0.19359914,0.00057646,0.58604526,0.36630656,0.00000000
-4.95547774,1.36750911,1.27454320,0.23352681,0.28773497,0.19324620,0.00058553,0.59241931,0.36496243,0.00000000
-4.94947474,1.37624764,1.31112284,0.23269294,0.28461672,0.19328199,0.00060036,0.60000559,0.36522050,0.00000000
-4.94347174,1.38761161,1.34774461,0.23254679,0.28278718,0.19350553,0.00061958,0.60829438,0.36661606,0.00000000
-4.93746873,1.40025335,1.38305893,0.23286513,0.28189986,0.19373583,0.00064190,0.61676603,0.36871047,0.00000000
-4.93146573,1.41288212,1.41578133,0.23342930,0.28162587,0.19381618,0.00066609,0.62490400,0.37109998,0.00000000
-4.92546273,1.42429440,1.44472136,0.23403039,0.28166052,0.19361782,0.00069099,0.63220848,0.37342379,0.00000000
-4.91945973,1.43340311,1.46881030,0.23447437,0.28172914,0.19304312,0.00071551,0.63821022,0.37537123,0.00000000
-4.91345673,1.43926469,1.48712672,0.23458697,0.28159241,0.19202799,0.00073869,0.64248394,0.37668795,0.00000000
-4.90745373,1.44110333,1.49891900,0.23421818,0.28105067,0.19054365,0.00075962,0.64466082,0.37718090,0.00000000
-4.90145073,1.43833123,1.50362394,0.23324621,0.27994744,0.18859758,0.00077753,0.64443959,0.37672205,0.00000000
-4.89544772,1.43056433,1.50088073,0.23158069,0.27817181,0.18623380,0.00079176,0.64159577,0.37525082,0.00000000
-4.88944472,1.41763272,1.49053963,0.22916498,0.27565991,0.18353227,0.00080177,0.63598847,0.37277496,0.00000000
-4.88344172,1.39958539,1.47266495,0.22597759,0.27239508,0.18060775,0.00080715,0.62756479,0.36937005,0.00000000
-4.87743872,1.37668899,1.44753220,0.22203244,0.26840709,0.17760782,0.00080762,0.61636121,0.36517753,0.00000000
-4.87143572,1.34942059,1.41561921,0.21737817,0.26377008,0.17471036,0.00080303,0.60250221,0.36040123,0.00000000
-4.86543272,1.31845452,1.37759177,0.21209634,0.25859957,0.17212053,0.00079339,0.58619603,0.35530257,0.00000000
-4.85942971,1.28464387,1.33428391,0.20629865,0.25304834,0.17006721,0.00077881,0.56772768,0.35019445,0.00000000
-4.85342671,1.24899692,1.28667368,0.20012325,0.24730148,0.16879903,0.00075952,0.54744963,0.34543394,0.00000000
-4.84742371,1.21264945,1.23585514,0.19373028,0.24157062,0.16858014,0.00073588,0.52577033,0.34141395,0.00000000
-4.84142071,1.17683369,1.18300743,0.18729678,0.23608749,0.16968564,0.00070833,0.50314115,0.33855402,0.00000000
-4.83541771,1.14284472,1.12936200,0.18101111,0.23109704,0.17239684,0.00067739,0.48004220,0.33729042,0.00000000
-4.82941471,1.11200556,1.07616891,0.17506713,0.22685021,0.17699631,0.00064366,0.45696749,0.33806574,0.00000000
-4.82341171,1.08563161,1.02466331,0.16965827,0.22359658,0.18376288,0.00060777,0.43440991,0.34131820,0.00000000
-4.81740870,1.06499567,0.97603298,0.16497161,0.22157705,0.19296647,0.00057039,0.41284666,0.34747090,0.00000000
-4.81140570,1.05129439,0.93138790,0.16118237,0.22101687,0.20486295,0.00053219,0.39272547,0.35692122,0.00000000
-4.80540270,1.04561687,0.89173263,0.15844860,0.22211898,0.21968896,0.00049387,0.37445205,0.37003061,0.00000000
-4.79939970,1.04891634,0.85794217,0.15690661,0.22505807,0.23765681,0.00045606,0.35837919,0.38711499,0.00000000
-4.79339670,1.06198554,0.83074191,0.15666701,0.22997540,0.25894937,0.00041940,0.34479767,0.40843596,0.00000000
-4.78739370,1.08543626,0.81069212,0.15781144,0.23697451,0.28371522,0.00038446,0.33392933,0.43419312,0.00000000
-4.78139070,1.11968359,0.79817726,0.16039031,0.24611807,0.31206393,0.00035178,0.32592237,0.46451756,0.00000000
-4.77538769,1.16493510,0.79340042,0.16442129,0.25742584,0.34406162,0.00032184,0.32084898,0.49946676,0.00000000
-4.76938469,1.22118523,0.79638284,0.16988885,0.27087387,0.37972699,0.00029503,0.31870528,0.53902113,0.00000000
-4.76338169,1.28821495,0.80696852,0.17674465,0.28639498,0.41902767,0.00027171,0.31941367,0.58308216,0.00000000
-4.75737869,1.36559652,0.82483381,0.18490891,0.30388043,0.46187734,0.00025216,0.32282717,0.63147230,0.00000000
-4.75137569,1.45270348,0.84950156,0.19427260,0.32318290,0.50813338,0.00023660,0.32873598,0.68393670,0.00000000
-4.74537269,1.54872521,0.88035953,0.20470045,0.34412044,0.55759552,0.00022519,0.33687567,0.74014668,0.00000000
-4.73936968,1.65268600,0.91668232,0.21603470,0.36648155,0.61000535,0.00021803,0.34693699,0.79970490,0.00000000
-4.73336668,1.76346784,0.95765638,0.22809940,0.39003093,0.66504701,0.00021514,0.35857675,0.86215218,0.00000000
-4.72736368,1.87983652,1.00240703,0.24070519,0.41451591,0.72234900,0.00021650,0.37142968,0.92697573,0.00000000
-4.72136068,2.00047017,1.05002670,0.25365441,0.43967319,0.78148748,0.00022204,0.38512054,0.99361865,0.00000000
-4.71535768,2.12398945,1.09960336,0.26674636,0.46523575,0.84199077,0.00023161,0.39927630,1.06149041,0.00000000
-4.70935468,2.24898860,1.15024807,0.27978252,0.49093958,0.90334550,0.00024504,0.41353789,1.12997811,0.00000000
-4.70335168,2.37406636,1.20112053,0.29257160,0.51652997,0.96500407,0.00026206,0.42757093,1.19845811,0.00000000
-4.69734867,2.49785586,1.25145161,0.30493423,0.54176716,1.02639355,0.00028237,0.44107529,1.26630785,0.00000000
-4.69134567,2.61905256,1.30056199,0.31670713,0.56643119,1.08692592,0.00030563,0.45379288,1.33291735,0.00000000
-4.68534267,2.73643951,1.34787590,0.32774664,0.59032559,1.14600928,0.00033143,0.46551345,1.39770032,0.00000000
-4.67933967,2.84890898,1.39292963,0.33793148,0.61328000,1.20306001,0.00035931,0.47607819,1.46010430,0.00000000
-4.67333667,2.95548000,1.43537419,0.34716463,0.63515145,1.25751534,0.00038877,0.48538094,1.51961975,0.00000000
-4.66733367,3.05531123,1.47497226,0.35537441,0.65582445,1.30884604,0.00041928,0.49336705,1.57578775,0.00000000
-4.66133067,3.14770891,1.51158949,0.36251450,0.67520982,1.35656883,0.00045027,0.50002991,1.62820605,0.00000000
-4.65532766,3.23212961,1.54518090,0.36856320,0.69324248,1.40025782,0.00048116,0.50540544,1.67653340,0.00000000
-4.64932466,3.30817814,1.57577297,0.37352182,0.70987820,1.43955468,0.00051136,0.50956482,1.72049203,0.00000000
-4.64332166,3.37560054,1.60344273,0.37741233,0.72508974,1.47417700,0.00054027,0.51260580,1.75986817,0.00000000
