energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.54377189,3.16805412,0.04442228,0.38687097,0.16240138,0.04322639,1.31483637,0.73822562,0.53005645
-5.53776888,3.26941597,0.04604073,0.40112560,0.16696391,0.04501804,1.35464229,0.76436670,0.55066964
-5.53176588,3.37431048,0.04763375,0.41739805,0.17134207,0.04697529,1.39325319,0.79019872,0.57322710
-5.52576288,3.48071440,0.04917706,0.43542267,0.17546881,0.04906105,1.42985780,0.81525954,0.59741883
-5.51975988,3.58661667,0.05064683,0.45489791,0.17928953,0.05123529,1.46371052,0.83910845,0.62290558
-5.51375688,3.69006582,0.05202033,0.47549243,0.18276363,0.05345596,1.49415083,0.86133827,0.64932566
-5.50775388,3.78921470,0.05327666,0.49685213,0.18586550,0.05567979,1.52061947,0.88158622,0.67630207
-5.50175088,3.88236108,0.05439734,0.51860791,0.18858487,0.05786332,1.54267101,0.89954339,0.70345017
-5.49574787,3.96798282,0.05536678,0.54038391,0.19092672,0.05996378,1.55998232,0.91496208,0.73038530
-5.48974487,4.04476693,0.05617271,0.56180596,0.19291051,0.06194005,1.57235692,0.92766124,0.75673043
-5.48374187,4.11163193,0.05680645,0.58251001,0.19456904,0.06375351,1.57972520,0.93752955,0.78212355
-5.47773887,4.16774350,0.05726301,0.60215027,0.19594689,0.06536883,1.58214098,0.94452632,0.80622481
-5.47173587,4.21252369,0.05754112,0.62040694,0.19709860,0.06675476,1.57977477,0.94868037,0.82872311
-5.46573287,4.24565419,0.05764318,0.63699314,0.19808671,0.06788469,1.57290455,0.95008693,0.84934225
-5.45972986,4.26707431,0.05757501,0.65166114,0.19897975,0.06873720,1.56190455,0.94890305,0.86784641
-5.45372686,4.27697473,0.05734565,0.66420735,0.19985030,0.06929644,1.54723313,0.94534171,0.88404505
-5.44772386,4.27578753,0.05696698,0.67447637,0.20077321,0.06955246,1.52942012,0.93966489,0.89779696
-5.44172086,4.26417370,0.05645344,0.68236364,0.20182409,0.06950133,1.50905459,0.93217621,0.90901356
-5.43571786,4.24300839,0.05582160,0.68781685,0.20307795,0.06914524,1.48677337,0.92321313,0.91766121
-5.42971486,4.21336476,0.05508981,0.69083594,0.20460818,0.06849242,1.46325079,0.91313912,0.92376258
-5.42371186,4.17649645,0.05427787,0.69147178,0.20648582,0.06755699,1.43918988,0.90233604,0.92739684
-5.41770885,4.13381907,0.05340666,0.68982350,0.20877892,0.06635876,1.41531498,0.89119676,0.92869869
-5.41170585,4.08689048,0.05249785,0.68603451,0.21155217,0.06492284,1.39236577,0.88011823,0.92785611
-5.40570285,4.03738981,0.05157361,0.68028747,0.21486654,0.06327924,1.37109240,0.86949491,0.92510677
-5.39969985,3.98709508,0.05065634,0.67279809,0.21877904,0.06146237,1.35225143,0.85971277,0.92073316
-5.39369685,3.93785921,0.04976843,0.66380824,0.22334238,0.05951050,1.33660211,0.85114373,0.91505644
-5.38769385,3.89158424,0.04893206,0.65357841,0.22860461,0.05746506,1.32490272,0.84414049,0.90842912
-5.38169085,3.85019394,0.04816894,0.64237983,0.23460869,0.05537000,1.31790637,0.83903203,0.90122682
-5.37568784,3.81560471,0.04750009,0.63048653,0.24139191,0.05327098,1.31635599,0.83611940,0.89383924
-5.36968484,3.78969536,0.04694567,0.61816767,0.24898535,0.05121461,1.32097825,0.83567223,0.88666070
-5.36368184,3.77427581,0.04652472,0.60568041,0.25741323,0.04924755,1.33247599,0.83792573,0.88008054
-5.35767884,3.77105571,0.04625496,0.59326358,0.26669223,0.04741565,1.35151927,0.84307842,0.87447364
-5.35167584,3.78161317,0.04615254,0.58113248,0.27683100,0.04576303,1.37873474,0.85129053,0.87019160
-5.34567284,3.80736449,0.04623188,0.56947489,0.28782962,0.04433116,1.41469362,0.86268314,0.86755460
-5.33966983,3.84953549,0.04650541,0.55844862,0.29967931,0.04315796,1.45989817,0.87733811,0.86684444
-5.33366683,3.90913477,0.04698338,0.54818041,0.31236220,0.04227687,1.51476710,0.89529869,0.86829883
-5.32766383,3.98692972,0.04767367,0.53876643,0.32585128,0.04171603,1.57962004,0.91657073,0.87210703
-5.32166083,4.08342518,0.04858162,0.53027409,0.34011054,0.04149749,1.65466148,0.94112448,0.87840701
-5.31565783,4.19884539,0.04970985,0.52274502,0.35509508,0.04163645,1.73996467,0.96889656,0.88728390
-5.30965483,4.33311906,0.05105812,0.51619906,0.37075135,0.04214075,1.83545590,0.99979217,0.89876974
-5.30365183,4.48586791,0.05262317,0.51063883,0.38701733,0.04301031,1.94089975,1.03368713,0.91284435
-5.29764882,4.65639858,0.05439864,0.50605456,0.40382262,0.04423686,2.05588607,1.07042957,0.92943698
-5.29164582,4.84369827,0.05637491,0.50242891,0.42108842,0.04580382,2.17981911,1.10984119,0.94842869
-5.28564282,5.04643412,0.05853907,0.49974131,0.43872730,0.04768632,2.31190986,1.15171781,0.96965513
-5.27963982,5.26295689,0.06087478,0.49797152,0.45664288,0.04985146,2.45117207,1.19582934,0.99290949
-5.27363682,5.49130928,0.06336230,0.49710231,0.47472928,0.05225887,2.59642283,1.24191899,1.01794563
-5.26763382,5.72923948,0.06597842,0.49712086,0.49287057,0.05486133,2.74628831,1.28970216,1.04448116
-5.26163082,5.97422066,0.06869656,0.49801891,0.51094017,0.05760580,2.89921529,1.33886487,1.07220055
-5.25562781,6.22347701,0.07148682,0.49979171,0.52880040,0.06043453,3.05348875,1.38906244,1.10075827
-5.24962481,6.47401689,0.07431617,0.50243574,0.54630236,0.06328639,3.20725590,1.43991847,1.12978215
-5.24362181,6.72267353,0.07714872,0.50594556,0.56328612,0.06609843,3.35855643,1.49102482,1.15887705
-5.23761881,6.96615356,0.07994608,0.51030991,0.57958158,0.06880746,3.50535878,1.54194280,1.18762897
-5.23161581,7.20109301,0.08266775,0.51550758,0.59500992,0.07135179,3.64560170,1.59220619,1.21561000
-5.22561281,7.42412052,0.08527178,0.52150320,0.60938589,0.07367293,3.77724031,1.64132618,1.24238393
-5.21960980,7.63192649,0.08771537,0.52824353,0.62252091,0.07571734,3.89829519,1.68879878,1.26751298
-5.21360680,7.82133706,0.08995567,0.53565454,0.63422699,0.07743800,4.00690335,1.73411454,1.29056537
-5.20760380,7.98939084,0.09195065,0.54363957,0.64432144,0.07879591,4.10136908,1.77677073,1.31112398
-5.20160080,8.13341631,0.09366002,0.55207893,0.65263220,0.07976132,4.18021314,1.81628572,1.32879573
-5.19559780,8.25110738,0.09504621,0.56083099,0.65900370,0.08031480,4.24221831,1.85221527,1.34322162
-5.18959480,8.34059442,0.09607534,0.56973504,0.66330292,0.08044792,4.28646950,1.88417012,1.35408706
-5.18359180,8.40050806,0.09671820,0.57861567,0.66542552,0.08016371,4.31238687,1.91183446,1.36113219
-5.17758879,8.43003312,0.09695117,0.58728872,0.66530156,0.07947673,4.31975034,1.93498434,1.36416167
-5.17158579,8.42895033,0.09675699,0.59556849,0.66290074,0.07841285,4.30871454,1.95350534,1.36305360
-5.16558279,8.39766362,0.09612549,0.60327599,0.65823671,0.07700868,4.27981325,1.96740865,1.35776709
-5.15957979,8.33721169,0.09505407,0.61024774,0.65137015,0.07531071,4.23395300,1.97684481,1.34834799
-5.15357679,8.24926249,0.09354802,0.61634475,0.64241050,0.07337416,4.17239590,1.98211417,1.33493260
-5.14757379,8.13609052,0.09162066,0.62146130,0.63151616,0.07126165,4.09673208,1.98367364,1.31774881
-5.14157079,8.00053696,0.08929321,0.62553290,0.61889288,0.06904165,4.00884265,1.98213907,1.29711477
-5.13556778,7.84595366,0.08659442,0.62854319,0.60479043,0.06678676,3.91085430,1.97828276,1.27343466
-5.12956478,7.67613235,0.08356006,0.63052925,0.58949765,0.06457200,3.80508718,1.97302622,1.24719200
-5.12356178,7.49522131,0.08023210,0.63158511,0.57333581,0.06247301,3.69399760,1.96742774,1.21894016
-5.11755878,7.30763168,0.07665780,0.63186316,0.55665058,0.06056426,3.58011775,1.96266519,1.18929080
-5.11155578,7.11793654,0.07288854,0.63157337,0.53980292,0.05891731,3.46599399,1.96001434,1.15890023
-5.10555278,6.93076560,0.06897867,0.63098014,0.52315908,0.05759926,3.35412607,1.96082297,1.12845423
-5.09954977,6.75069875,0.06498416,0.63039704,0.50708022,0.05667118,3.24690884,1.96648167,1.09865198
-5.09354677,6.58216145,0.06096132,0.63017936,0.49191190,0.05618683,3.14657831,1.97839176,1.07018929
-5.08754377,6.42932500,0.05696547,0.63071478,0.47797402,0.05619148,3.05516347,1.99793135,1.04374197
-5.08154077,6.29601424,0.05304971,0.63241243,0.46555134,0.05672095,2.97444509,2.02642014,1.01994970
-5.07553777,6.18562504,0.04926376,0.63569067,0.45488530,0.05780085,2.90592244,2.06508403,0.99940087
-5.06953477,6.10105338,0.04565294,0.64096390,0.44616711,0.05944600,2.85078840,2.11502027,0.98261888
-5.06353177,6.04463741,0.04225735,0.64862895,0.43953259,0.06166012,2.80991337,2.17716395,0.97005025
-5.05752876,6.01811346,0.03911114,0.65905126,0.43505888,0.06443567,2.78383781,2.25225675,0.96205469
-5.05152576,6.02258633,0.03624208,0.67255147,0.43276306,0.06775394,2.77277308,2.34081859,0.95889755
-5.04552276,6.05851393,0.03367122,0.68939272,0.43260282,0.07158533,2.77661004,2.44312289,0.96074455
-5.03951976,6.12570589,0.03141286,0.70976913,0.43447894,0.07588982,2.79493453,2.55917612,0.96765891
-5.03351676,6.22333540,0.02947459,0.73379575,0.43823954,0.08061769,2.82704884,2.68870234,0.97960096
-5.02751376,6.34996355,0.02785761,0.76150051,0.44368586,0.08571033,2.87199810,2.83113303,0.99642993
-5.02151076,6.50357489,0.02655715,0.79281839,0.45057924,0.09110129,2.92860045,2.98560308,1.01790809
-5.01550775,6.68162335,0.02556304,0.82758808,0.45864897,0.09671750,2.99548006,3.15095308,1.04370682
-5.00950475,6.88108724,0.02486037,0.86555150,0.46760074,0.10248057,3.07110181,3.32573854,1.07341469
-5.00350175,7.09853235,0.02443034,0.90635629,0.47712525,0.10830824,3.15380692,3.50824622,1.10654724
-4.99749875,7.33018206,0.02425101,0.94956133,0.48690673,0.11411599,3.24184867,3.69651789,1.14255827
-4.99149575,7.57199358,0.02429823,0.99464542,0.49663103,0.11981864,3.33342754,3.88838139,1.18085263
-4.98549275,7.81973919,0.02454653,1.04101901,0.50599302,0.12533205,3.42672550,4.08148914,1.22080003
-4.97948974,8.06909175,0.02496998,1.08803870,0.51470321,0.13057488,3.51993890,4.27336350,1.26174987
-4.97348674,8.31571313,0.02554307,1.13502433,0.52249339,0.13547025,3.61130987,4.46144845,1.30304669
-4.96748374,8.55534463,0.02624142,1.18127808,0.52912113,0.13994745,3.69915610,4.64316673,1.34404601
-4.96148074,8.78389763,0.02704255,1.22610509,0.53437347,0.14394355,3.78189882,4.81598110,1.38413016
-4.95547774,8.99754316,0.02792643,1.26883488,0.53806940,0.14740483,3.85808893,4.97745828,1.42272371
-4.94947474,9.19279798,0.02887596,1.30884282,0.54006164,0.15028818,3.92643106,5.12533361,1.45930804
-4.94347174,9.36660536,0.02987726,1.34557063,0.54023747,0.15256216,3.98580545,5.25757433,1.49343460
-4.93746873,9.51640764,0.03091989,1.37854535,0.53851901,0.15420794,4.03528711,5.37243918,1.52473633
-4.93146573,9.64020834,0.03199680,1.40739547,0.53486288,0.15521992,4.07416205,5.46853188,1.55293665
-4.92546273,9.73662077,0.03310417,1.43186377,0.52925942,0.15560599,4.10193985,5.54484601,1.57785576
-4.91945973,9.80490090,0.03424107,1.45181588,0.52173152,0.15538752,4.11836207,5.60079905,1.59941357
-4.91345673,9.84496204,0.03540901,1.46724421,0.51233315,0.15459896,4.12340582,5.63625356,1.61762915
-4.90745373,9.85736968,0.03661123,1.47826664,0.50114754,0.15328704,4.11728199,5.65152383,1.63261642
-4.90145073,9.84331528,0.03785202,1.48512007,0.48828512,0.15150960,4.10042742,5.64736697,1.64457603
-4.89544772,9.80456881,0.03913586,1.48814875,0.47388109,0.14933406,4.07349102,5.62495809,1.65378362
-4.88944472,9.74341066,0.04046654,1.48778785,0.45809272,0.14683555,4.03731332,5.58584975,1.66057485
-4.88344172,9.66254451,0.04184633,1.48454300,0.44109624,0.14409472,3.99290001,5.53191692,1.66532749
-4.87743872,9.56499407,0.04327509,1.47896644,0.42308345,0.14119538,3.94138964,5.46528914,1.66844160
-4.87143572,9.45398696,0.04474960,1.47163113,0.40425792,0.13822185,3.88401660,5.38827270,1.67031832
-4.86543272,9.33283064,0.04626290,1.46310376,0.38483096,0.13525636,3.82207014,5.30326563,1.67133852
-4.85942971,9.20478513,0.04780394,1.45391824,0.36501728,0.13237643,3.75685129,5.21266952,1.67184203
-4.85342671,9.07293817,0.04935729,1.44455071,0.34503060,0.12965227,3.68962892,5.11880178,1.67210877
-4.84742371,8.94008847,0.05090320,1.43539753,0.32507915,0.12714456,3.62159701,5.02381249,1.67234253
-4.84142071,8.80864218,0.05241789,1.42675726,0.30536137,0.12490241,3.55383479,4.92960944,1.67265836
-4.83541771,8.68052757,0.05387397,1.41881751,0.28606178,0.12296180,3.48727168,4.83779505,1.67307428
-4.82941471,8.55713193,0.05524126,1.41164740,0.26734735,0.12134441,3.42265841,4.74961775,1.67350777
-4.82341171,8.43926341,0.05648767,1.40519593,0.24936434,0.12005710,3.36054591,4.66594008,1.67377727
-4.81740870,8.32713970,0.05758032,1.39929636,0.23223579,0.11909183,3.30127273,4.58722473,1.67360870
-4.81140570,8.22040376,0.05848670,1.39367618,0.21605985,0.11842620,3.24496170,4.51353871,1.67264675
-4.80540270,8.11816544,0.05917598,1.38797235,0.20090877,0.11802460,3.19152581,4.44457509,1.67047028
-4.79939970,8.01906675,0.05962021,1.38175070,0.18682883,0.11783975,3.14068313,4.37969079,1.66661126
-4.79339670,7.92136718,0.05979554,1.37452856,0.17384096,0.11781478,3.09197970,4.31795788,1.66057613
-4.78739370,7.82304443,0.05968326,1.36579951,0.16194221,0.11788567,3.04481947,4.25822563,1.65186870
-4.78139070,7.72190556,0.05927069,1.35505874,0.15110778,0.11798388,2.99849955,4.19918971,1.64001331
-4.77538769,7.61570284,0.05855184,1.34182795,0.14129366,0.11803925,2.95224920,4.13946492,1.62457728
-4.76938469,7.50224871,0.05752782,1.32567846,0.13243966,0.11798276,2.90527055,4.07765774,1.60519151
-4.76338169,7.37952464,0.05620697,1.30625148,0.12447274,0.11774938,2.85677924,4.01243520,1.58156834
-4.75737869,7.24577895,0.05460478,1.28327469,0.11731041,0.11728061,2.80604317,3.94258702,1.55351590
-4.75137569,7.09960959,0.05274347,1.25657445,0.11086421,0.11652678,2.75241771,3.86707836,1.52094849
-4.74537269,6.94002906,0.05065137,1.22608326,0.10504303,0.11544890,2.69537609,3.78509138,1.48389244
-4.73936968,6.76650926,0.04836212,1.19184231,0.09975617,0.11402013,2.63453375,3.69605444,1.44248762
-4.73336668,6.57900557,0.04591369,1.15399943,0.09491608,0.11222674,2.56966614,3.59965845,1.39698456
-4.72736368,6.37796037,0.04334726,1.11280251,0.09044076,0.11006855,2.50071949,3.49586076,1.34773752
-4.72136068,6.16428711,0.04070611,1.06858929,0.08625561,0.10755885,2.42781452,3.38487740,1.29519404
-4.71535768,5.93933703,0.03803443,1.02177403,0.08229493,0.10472388,2.35124342,3.26716523,1.23988163
-4.70935468,5.70485103,0.03537619,0.97283192,0.07850289,0.10160179,2.27146065,3.14339572,1.18239212
-4.70335168,5.46289981,0.03277411,0.92228216,0.07483407,0.09824129,2.18906819,3.01442242,1.12336469
-4.69734867,5.21581548,0.03026868,0.87067051,0.07125360,0.09469996,2.10479627,2.88124431,1.06346800
-4.69134567,4.96611790,0.02789738,0.81855207,0.06773690,0.09104224,2.01948035,2.74496699,1.00338244
-4.68534267,4.71643879,0.02569400,0.76647514,0.06426917,0.08733740,1.93403553,2.60676382,0.94378283
-4.67933967,4.46944648,0.02368811,0.71496655,0.06084455,0.08365725,1.84942914,2.46783838,0.88532228
-4.67333667,4.22777367,0.02190472,0.66451901,0.05746514,0.08007399,1.76665259,2.32938980,0.82861755
-4.66733367,3.99395013,0.02036401,0.61558078,0.05413989,0.07665803,1.68669326,2.19258183,0.77423630
-4.66133067,3.77034202,0.01908129,0.56854772,0.05088340,0.07347595,1.61050713,2.05851631,0.72268633
-4.65532766,3.55909879,0.01806696,0.52375787,0.04771474,0.07058862,1.53899292,1.92821129,0.67440696
-4.64932466,3.36210856,0.01732666,0.48148822,0.04465629,0.06804964,1.47296836,1.80258390,0.62976267
-4.64332166,3.18096235,0.01686140,0.44195384,0.04173268,0.06590386,1.41314900,1.68243779,0.58903885
-4.63731866,3.01692751,0.01666788,0.40530870,0.03896979,0.06418639,1.36013018,1.56845471,0.55243960
-4.63131566,2.87093024,0.01673872,0.37164824,0.03639397,0.06292180,1.31437262,1.46118991,0.52008756
-4.62531266,2.74354736,0.01706279,0.34101320,0.03403137,0.06212367,1.27619187,1.36107087,0.49202561
-4.61930965,2.63500700,0.01762564,0.31339443,0.03190738,0.06179455,1.24575205,1.26839893,0.46822024
-4.61330665,2.54519812,0.01840980,0.28873846,0.03004632,0.06192618,1.22306414,1.18335332,0.44856658
-4.60730365,2.47368846,0.01939525,0.26695349,0.02847121,0.06250012,1.20798894,1.10599736,0.43289488
-4.60130065,2.41975045,0.02055983,0.24791568,0.02720362,0.06348860,1.20024467,1.03628650,0.42097828
-4.59529765,2.38239460,0.02187971,0.23147549,0.02626376,0.06485582,1.19941923,0.97407784,0.41254180
-4.58929465,2.36040940,0.02332983,0.21746388,0.02567045,0.06655934,1.20498661,0.91914103,0.40727228
-4.58329165,2.35240675,0.02488440,0.20569844,0.02544124,0.06855181,1.21632718,0.87117019,0.40482902
-4.57728864,2.35687164,0.02651736,0.19598903,0.02559250,0.07078282,1.23275105,0.82979680,0.40485502
-4.57128564,2.37221434,0.02820287,0.18814317,0.02613943,0.07320077,1.25352358,0.79460299,0.40698838
-4.56528264,2.39682360,0.02991573,0.18197087,0.02709603,0.07575488,1.27789223,0.76513522,0.41087353
-4.55927964,2.42911853,0.03163184,0.17728889,0.02847498,0.07839703,1.30511337,0.74091779,0.41617203
-4.55327664,2.46759740,0.03332849,0.17392439,0.03028732,0.08108348,1.33447796,0.72146591,0.42257254
-4.54727364,2.51088110,0.03498471,0.17171787,0.03254210,0.08377635,1.36533487,0.70629778,0.42979942
-4.54127064,2.55774946,0.03658147,0.17052538,0.03524582,0.08644482,1.39711077,0.69494558,0.43761987
-4.53526763,2.60716881,0.03810180,0.17021987,0.03840172,0.08906590,1.42932550,0.68696465,0.44584907
-4.52926463,2.65830933,0.03953084,0.17069176,0.04200903,0.09162484,1.46160217,0.68194095,0.45435320
-4.52326163,2.71055167,0.04085581,0.17184870,0.04606210,0.09411502,1.49367158,0.67949632,0.46305014
-4.51725863,2.76348237,0.04206588,0.17361450,0.05054944,0.09653746,1.52537072,0.67929168,0.47190780
-4.51125563,2.81687870,0.04315195,0.17592737,0.05545289,0.09889985,1.55663550,0.68102810,0.48094010
-4.50525263,2.87068372,0.04410648,0.17873755,0.06074673,0.10121517,1.58748826,0.68444599,0.49020079
-4.49924962,2.92497331,0.04492317,0.18200441,0.06639699,0.10350003,1.61802079,0.68932268,0.49977550
-4.49324662,2.97991708,0.04559671,0.18569335,0.07236097,0.10577278,1.64837416,0.69546885,0.50977222
