energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Y_p_up,Y_d_up
-6.00000000,1.57217358,0.04201936,0.01849821,0.01519197,0.98923343,0.49416432,0.26444315,0.43251970,0.10302825
-5.99399700,1.56223849,0.04276667,0.01878983,0.01497600,0.98321053,0.50007267,0.25902492,0.43147989,0.10325753
-5.98799400,1.54863038,0.04335561,0.01906128,0.01472884,0.97487821,0.50450550,0.25301209,0.42914748,0.10330461
-5.98199100,1.53113975,0.04376768,0.01929715,0.01444903,0.96410715,0.50729439,0.24644636,0.42549303,0.10312789
-5.97598799,1.50963197,0.04398703,0.01948367,0.01413580,0.95081473,0.50829651,0.23938015,0.42050417,0.10269274
-5.96998499,1.48405076,0.04400094,0.01960905,0.01378913,0.93496740,0.50739907,0.23187512,0.41418679,0.10197240
-5.96398199,1.45442160,0.04380030,0.01966378,0.01340965,0.91658306,0.50452374,0.22400075,0.40656615,0.10094876
-5.95797899,1.42085476,0.04337990,0.01964086,0.01299872,0.89573313,0.49963059,0.21583310,0.39768806,0.09961305
-5.95197599,1.38354751,0.04273875,0.01953598,0.01255835,0.87254427,0.49272154,0.20745368,0.38761977,0.09796625
-5.94597299,1.34278535,0.04188017,0.01934768,0.01209121,0.84719938,0.48384294,0.19894846,0.37645069,0.09601943
-5.93996998,1.29894168,0.04081183,0.01907734,0.01160060,0.81993765,0.47308710,0.19040689,0.36429254,0.09379375
-5.93396698,1.25247562,0.03954559,0.01872922,0.01109040,0.79105353,0.46059262,0.18192107,0.35127908,0.09132026
-5.92796398,1.20392782,0.03809724,0.01831024,0.01056503,0.76089428,0.44654341,0.17358478,0.33756519,0.08863944
-5.92196098,1.15391396,0.03648612,0.01782989,0.01002940,0.72985618,0.43116631,0.16549253,0.32332522,0.08580047
-5.91595798,1.10311612,0.03473457,0.01729994,0.00948882,0.69837929,0.41472745,0.15773852,0.30875080,0.08286029
-5.90995498,1.05227198,0.03286738,0.01673410,0.00894892,0.66694087,0.39752737,0.15041552,0.29404795,0.07988245
-5.90395198,1.00216235,0.03091104,0.01614767,0.00841556,0.63604768,0.37989513,0.14361364,0.27943381,0.07693577
-5.89794897,0.95359731,0.02889311,0.01555717,0.00789476,0.60622735,0.36218161,0.13741908,0.26513282,0.07409288
-5.89194597,0.90740145,0.02684142,0.01497988,0.00739251,0.57801919,0.34475227,0.13191293,0.25137286,0.07142878
-5.88594297,0.86439887,0.02478340,0.01443346,0.00691477,0.55196468,0.32797970,0.12716989,0.23838124,0.06901921
-5.87993997,0.82539835,0.02274543,0.01393552,0.00646730,0.52859814,0.31223612,0.12325723,0.22638079,0.06693925
-5.87393697,0.79117929,0.02075225,0.01350323,0.00605555,0.50843763,0.29788617,0.12023386,0.21558631,0.06526181
-5.86793397,0.76247876,0.01882644,0.01315299,0.00568465,0.49197663,0.28528019,0.11814958,0.20620127,0.06405637
-5.86193097,0.73998006,0.01698808,0.01290007,0.00535924,0.47967649,0.27474813,0.11704467,0.19841517,0.06338777
-5.85592796,0.72430291,0.01525441,0.01275836,0.00508347,0.47195977,0.26659421,0.11694970,0.19240123,0.06331516
-5.84992496,0.71599542,0.01363974,0.01274012,0.00486093,0.46920466,0.26109232,0.11788562,0.18831476,0.06389113
-5.84392196,0.71552764,0.01215533,0.01285577,0.00469459,0.47174027,0.25848234,0.11986414,0.18629199,0.06516091
-5.83791896,0.72328670,0.01080948,0.01311377,0.00458684,0.47984284,0.25896707,0.12288835,0.18644929,0.06716176
-5.83191596,0.73957331,0.00960763,0.01352045,0.00453938,0.49373264,0.26270996,0.12695349,0.18888282,0.06992246
-5.82591296,0.76459921,0.00855257,0.01407993,0.00455330,0.51357148,0.26983341,0.13204792,0.19366830,0.07346285
-5.81990995,0.79848557,0.00764469,0.01479406,0.00462904,0.53946076,0.28041759,0.13815409,0.20086101,0.07779349
-5.81390695,0.84126197,0.00688226,0.01566239,0.00476642,0.57143979,0.29449973,0.14524957,0.21049575,0.08291543
-5.80790395,0.89286587,0.00626172,0.01668209,0.00496462,0.60948454,0.31207382,0.15330808,0.22258682,0.08881993
-5.80190095,0.95314265,0.00577800,0.01784803,0.00522225,0.65350672,0.33309071,0.16230029,0.23712779,0.09548842
-5.79589795,1.02184604,0.00542476,0.01915278,0.00553729,0.70335328,0.35745865,0.17219472,0.25409126,0.10289245
-5.78989495,1.09863933,0.00519474,0.02058668,0.00590722,0.75880646,0.38504420,0.18295829,0.27342845,0.11099378
-5.78389195,1.18309739,0.00507993,0.02213799,0.00632893,0.81958460,0.41567380,0.19455687,0.29506879,0.11974469
-5.77788894,1.27470986,0.00507182,0.02379297,0.00679885,0.88534389,0.44913576,0.20695569,0.31891949,0.12908835
-5.77188594,1.37288570,0.00516160,0.02553617,0.00731293,0.95568118,0.48518308,0.22011953,0.34486525,0.13895956
-5.76588294,1.47695937,0.00534031,0.02735067,0.00786675,1.03013815,0.52353682,0.23401292,0.37276823,0.14928553
-5.75987994,1.58619881,0.00559902,0.02921834,0.00845549,1.10820679,0.56389027,0.24860026,0.40246832,0.15998704
-5.75387694,1.69981517,0.00592895,0.03112032,0.00907408,1.18933629,0.60591376,0.26384580,0.43378384,0.17097978
-5.74787394,1.81697438,0.00632158,0.03303732,0.00971722,1.27294133,0.64926014,0.27971367,0.46651276,0.18217586
-5.74187094,1.93681014,0.00676886,0.03495016,0.01037949,1.35841136,0.69357065,0.29616778,0.50043439,0.19348551
-5.73586793,2.05843811,0.00726323,0.03684021,0.01105545,1.44512092,0.73848119,0.31317176,0.53531169,0.20481891
-5.72986493,2.18097077,0.00779785,0.03868988,0.01173967,1.53244033,0.78362861,0.33068873,0.57089399,0.21608806
-5.72386193,2.30353234,0.00836667,0.04048307,0.01242690,1.61974653,0.82865693,0.34868101,0.60692017,0.22720859
-5.71785893,2.42527320,0.00896461,0.04220563,0.01311209,1.70643354,0.87322314,0.36710977,0.64312222,0.23810151
-5.71185593,2.54538305,0.00958764,0.04384570,0.01379049,1.79192204,0.91700243,0.38593439,0.67922895,0.24869472
-5.70585293,2.66310237,0.01023290,0.04539403,0.01445773,1.87566773,0.95969261,0.40511182,0.71496981,0.25892434
-5.69984992,2.77773159,0.01089877,0.04684420,0.01510982,1.95716813,1.00101765,0.42459561,0.75007868,0.26873565
-5.69384692,2.88863769,0.01158494,0.04819268,0.01574325,2.03596751,1.04073009,0.44433492,0.78429753,0.27808380
-5.68784392,2.99525801,0.01229239,0.04943885,0.01635494,2.11165989,1.07861257,0.46427331,0.81737976,0.28693402
-5.68184092,3.09710128,0.01302331,0.05058484,0.01694226,2.18389015,1.11447823,0.48434753,0.84909332,0.29526161
-5.67583792,3.19374619,0.01378102,0.05163530,0.01750303,2.25235334,1.14817037,0.50448624,0.87922333,0.30305151
-5.66983492,3.28483765,0.01456974,0.05259708,0.01803542,2.31679252,1.17956128,0.52460892,0.90757447,0.31029764
-5.66383192,3.37008150,0.01539441,0.05347873,0.01853797,2.37699539,1.20855069,0.54462482,0.93397284,0.31700198
-5.65782891,3.44923808,0.01626029,0.05429010,0.01900946,2.43279034,1.23506386,0.56443239,0.95826761,0.32317352
-5.65182591,3.52211539,0.01717269,0.05504171,0.01944891,2.48404204,1.25904959,0.58391887,0.98033222,0.32882711
-5.64582291,3.58856243,0.01813647,0.05574426,0.01985546,2.53064726,1.28047835,0.60296051,1.00006538,0.33398232
-5.63981991,3.64846330,0.01915573,0.05640805,0.02022832,2.57253119,1.29934061,0.62142325,1.01739186,0.33866230
-5.63381691,3.70173242,0.02023327,0.05704249,0.02056675,2.60964445,1.31564555,0.63916391,1.03226290,0.34289281
-5.62781391,3.74831123,0.02137027,0.05765565,0.02086999,2.64196111,1.32942002,0.65603203,1.04465655,0.34670129
-5.62181091,3.78816642,0.02256589,0.05825389,0.02113721,2.66947758,1.34070790,0.67187212,1.05457765,0.35011612
-5.61580790,3.82128969,0.02381698,0.05884161,0.02136757,2.69221250,1.34956952,0.68652654,1.06205752,0.35316606
-5.60980490,3.84769876,0.02511788,0.05942104,0.02156012,2.71020723,1.35608131,0.69983856,1.06715339,0.35587966
-5.60380190,3.86743925,0.02646031,0.05999220,0.02171394,2.72352680,1.36033524,0.71165589,1.06994723,0.35828494
-5.59779890,3.88058706,0.02783343,0.06055296,0.02182809,2.73226100,1.36243800,0.72183421,1.07054432,0.36040901
-5.59179590,3.88725071,0.02922395,0.06109911,0.02190168,2.73652509,1.36250982,0.73024073,1.06907108,0.36227767
-5.58579290,3.88757308,0.03061644,0.06162469,0.02193395,2.73646001,1.36068270,0.73675767,1.06567252,0.36391507
-5.57978989,3.88173217,0.03199373,0.06212215,0.02192432,2.73223163,1.35709805,0.74128538,1.06050897,0.36534322
-5.57378689,3.86994048,0.03333742,0.06258280,0.02187247,2.72402885,1.35190366,0.74374509,1.05375241,0.36658148
-5.56778389,3.85244274,0.03462851,0.06299710,0.02177839,2.71206050,1.34525014,0.74408117,1.04558230,0.36764585
-5.56178089,3.82951195,0.03584805,0.06335509,0.02164247,2.69655098,1.33728684,0.74226279,1.03618106,0.36854832
-5.55577789,3.80144376,0.03697790,0.06364670,0.02146553,2.67773476,1.32815755,0.73828495,1.02572942,0.36929602
-5.54977489,3.76854947,0.03800140,0.06386214,0.02124887,2.65584997,1.31799602,0.73216878,1.01440176,0.36989049
-5.54377189,3.73114788,0.03890409,0.06399213,0.02099433,2.63113148,1.30692172,0.72396127,1.00236166,0.37032687
-5.53776888,3.68955675,0.03967433,0.06402823,0.02070424,2.60380386,1.29503610,0.71373434,0.98975795,0.37059334
-5.53176588,3.64408416,0.04030386,0.06396295,0.02038148,2.57407459,1.28241942,0.70158326,0.97672134,0.37067059
-5.52576288,3.59502063,0.04078818,0.06378993,0.02002942,2.54212826,1.26912871,0.68762466,0.96336199,0.37053170
-5.51975988,3.54263248,0.04112687,0.06350397,0.01965188,2.50812202,1.25519681,0.67199408,0.94976806,0.37014219
-5.51375688,3.48715719,0.04132372,0.06310113,0.01925310,2.47218278,1.24063278,0.65484325,0.93600547,0.36946062
-5.50775388,3.42880108,0.04138668,0.06257864,0.01883764,2.43440658,1.22542373,0.63633718,0.92211891,0.36843943
-5.50175088,3.36773974,0.04132774,0.06193493,0.01841033,2.39486032,1.20953808,0.61665115,0.90813405,0.36702630
-5.49574787,3.30412156,0.04116255,0.06116952,0.01797616,2.35358591,1.19293021,0.59596776,0.89406102,0.36516592
-5.48974487,3.23807405,0.04091001,0.06028302,0.01754019,2.31060682,1.17554631,0.57447413,0.87989893,0.36280214
-5.48374187,3.16971306,0.04059172,0.05927704,0.01710748,2.26593677,1.15733123,0.55235932,0.86564130,0.35988040
-5.47773887,3.09915425,0.04023132,0.05815418,0.01668299,2.21959029,1.13823602,0.52981193,0.85128206,0.35635045
-5.47173587,3.02652630,0.03985378,0.05691798,0.01627148,2.17159435,1.11822571,0.50701817,0.83682193,0.35216912
-5.46573287,2.95198502,0.03948474,0.05557300,0.01587746,2.12200071,1.09728711,0.48416013,0.82227463,0.34730309
-5.45972986,2.87572738,0.03914970,0.05412476,0.01550512,2.07089789,1.07543591,0.46141438,0.80767275,0.34173158
-5.45372686,2.79800447,0.03887340,0.05257983,0.01515828,2.01842222,1.05272292,0.43895087,0.79307272,0.33544854
-5.44772386,2.71913234,0.03867908,0.05094586,0.01484032,1.96476692,1.02923873,0.41693197,0.77855855,0.32846463
-5.44172086,2.63949965,0.03858794,0.04923161,0.01455418,1.91018854,1.00511664,0.39551166,0.76424405,0.32080837
-5.43571786,2.55957121,0.03861855,0.04744698,0.01430231,1.85501005,0.98053340,0.37483481,0.75027319,0.31252678
-5.42971486,2.47988689,0.03878645,0.04560298,0.01408665,1.79962001,0.95570753,0.35503632,0.73681836,0.30368516
-5.42371186,2.40105507,0.03910372,0.04371169,0.01390862,1.74446750,0.93089520,0.33624025,0.72407661,0.29436602
-5.41770885,2.32374085,0.03957874,0.04178614,0.01376908,1.69005271,0.90638353,0.31855869,0.71226365,0.28466727
-5.41170585,2.24864880,0.04021592,0.03984016,0.01366834,1.63691338,0.88248162,0.30209049,0.70160594,0.27469955
-5.40570285,2.17650112,0.04101563,0.03788816,0.01360611,1.58560739,0.85950947,0.28691982,0.69233104,0.26458291
-5.39969985,2.10801167,0.04197405,0.03594489,0.01358151,1.53669232,0.83778532,0.27311445,0.68465666,0.25444292
-5.39369685,2.04385733,0.04308328,0.03402507,0.01359302,1.49070276,0.81761179,0.26072410,0.67877888,0.24440636
-5.38769385,1.98464793,0.04433132,0.03214313,0.01363846,1.44812661,0.79926176,0.24977864,0.67486012,0.23459668
-5.38169085,1.93089632,0.04570229,0.03031274,0.01371500,1.40938145,0.78296436,0.24028650,0.67301757,0.22512952
-5.37568784,1.88299036,0.04717664,0.02854656,0.01381914,1.37479236,0.76889204,0.23223335,0.67331265,0.21610838
-5.36968484,1.84116844,0.04873144,0.02685579,0.01394670,1.34457250,0.75714945,0.22558114,0.67574222,0.20762075
-5.36368184,1.80550014,0.05034081,0.02524993,0.01409287,1.31880758,0.74776459,0.22026777,0.68023218,0.19973483
-5.35767884,1.77587330,0.05197640,0.02373649,0.01425223,1.29744536,0.74068315,0.21620737,0.68663394,0.19249710
-5.35167584,1.75198877,0.05360798,0.02232081,0.01441888,1.28029093,0.73576617,0.21329143,0.69472410,0.18593072
-5.34567284,1.73336335,0.05520414,0.02100594,0.01458645,1.26700827,0.73279155,0.21139077,0.70420768,0.18003503
-5.33966983,1.71934124,0.05673304,0.01979265,0.01474833,1.25712839,0.73145933,0.21035835,0.71472495,0.17478598
-5.33366683,1.70911391,0.05816330,0.01867945,0.01489773,1.25006380,0.73140075,0.21003293,0.72586160,0.17013765
-5.32766383,1.70174759,0.05946493,0.01766281,0.01502796,1.24512893,0.73219071,0.21024348,0.73716209,0.16602468
-5.32166083,1.69621738,0.06061028,0.01673734,0.01513255,1.24156550,0.73336319,0.21081424,0.74814552,0.16236549
-5.31565783,1.69144649,0.06157502,0.01589614,0.01520550,1.23857193,0.73442894,0.21157011,0.75832352,0.15906626
-5.30965483,1.68634885,0.06233915,0.01513116,0.01524152,1.23533531,0.73489458,0.21234238,0.76721914,0.15602526
-5.30365183,1.67987300,0.06288780,0.01443356,0.01523619,1.23106449,0.73428239,0.21297436,0.77438607,0.15313751
-5.29764882,1.67104542,0.06321210,0.01379421,0.01518618,1.22502270,0.73214967,0.21332671,0.77942713,0.15029943
-5.29164582,1.65901089,0.06330977,0.01320405,0.01508942,1.21655816,0.72810692,0.21328236,0.78201117,0.14741340
-5.28564282,1.64306830,0.06318558,0.01265449,0.01494522,1.20513126,0.72183388,0.21275054,0.78188753,0.14439178
-5.27963982,1.62270001,0.06285160,0.01213781,0.01475434,1.19033699,0.71309273,0.21166995,0.77889730,0.14116050
