energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.80790395,7.12405420,-7.12405421,0.01751244,-0.01751244,0.89486158,-0.89486158,1.66112522,-1.66112522,0.96451546,-0.96451546,0.09225661,-0.09225661,2.81241623,-2.81241622,0.62851266,-0.62851266,0.38696123,-0.38696123
-5.80190095,7.04067844,-7.04067844,0.01711417,-0.01711417,0.90412955,-0.90412955,1.64314685,-1.64314685,0.98708309,-0.98708310,0.09160122,-0.09160122,2.74597041,-2.74597040,0.62376317,-0.62376317,0.38183689,-0.38183689
-5.79589795,6.95629140,-6.95629141,0.01682757,-0.01682757,0.91277489,-0.91277489,1.62279249,-1.62279249,1.01055674,-1.01055674,0.09104814,-0.09104814,2.67941711,-2.67941711,0.61844673,-0.61844673,0.37683537,-0.37683537
-5.78989495,6.87215738,-6.87215738,0.01665542,-0.01665542,0.92073513,-0.92073514,1.60030014,-1.60030014,1.03483681,-1.03483681,0.09061591,-0.09061590,2.61363756,-2.61363756,0.61258654,-0.61258654,0.37204674,-0.37204674
-5.78389195,6.78928878,-6.78928878,0.01660033,-0.01660033,0.92795617,-0.92795617,1.57591540,-1.57591541,1.05981634,-1.05981634,0.09031561,-0.09031561,2.54936188,-2.54936187,0.60618814,-0.60618814,0.36753845,-0.36753845
-5.77788894,6.70844023,-6.70844023,0.01666460,-0.01666460,0.93439480,-0.93439480,1.54988960,-1.54988960,1.08538375,-1.08538375,0.09015068,-0.09015068,2.48716062,-2.48716061,0.59924188,-0.59924188,0.36335463,-0.36335463
-5.77188594,6.63011339,-6.63011340,0.01685006,-0.01685006,0.94002052,-0.94002052,1.52247741,-1.52247742,1.11142526,-1.11142526,0.09011701,-0.09011701,2.42744345,-2.42744345,0.59172649,-0.59172649,0.35951650,-0.35951650
-5.76588294,6.55457127,-6.55457128,0.01715786,-0.01715786,0.94481640,-0.94481640,1.49393412,-1.49393413,1.13782683,-1.13782683,0.09020337,-0.09020337,2.37046445,-2.37046444,0.58361338,-0.58361338,0.35602362,-0.35602362
-5.75987994,6.48186040,-6.48186041,0.01758839,-0.01758839,0.94877904,-0.94877904,1.46451234,-1.46451235,1.16447536,-1.16447536,0.09039206,-0.09039206,2.31633319,-2.31633318,0.57487131,-0.57487131,0.35285595,-0.35285595
-5.75387694,6.41183887,-6.41183887,0.01814102,-0.01814102,0.95191764,-0.95191764,1.43445841,-1.43445842,1.19125910,-1.19125909,0.09065993,-0.09065993,2.26503066,-2.26503066,0.56547142,-0.56547142,0.34997656,-0.34997656
-5.74787394,6.34420817,-6.34420817,0.01881403,-0.01881403,0.95425214,-0.95425214,1.40400854,-1.40400855,1.21806712,-1.21806712,0.09097946,-0.09097946,2.21642865,-2.21642864,0.55539201,-0.55539201,0.34733470,-0.34733470
-5.74187094,6.27854680,-6.27854680,0.01960438,-0.01960438,0.95581075,-0.95581074,1.37338485,-1.37338486,1.24478801,-1.24478800,0.09132001,-0.09132001,2.17031132,-2.17031131,0.54462306,-0.54462306,0.34486915,-0.34486915
-5.73586793,6.21434381,-6.21434381,0.02050767,-0.02050767,0.95662685,-0.95662684,1.34279148,-1.34279149,1.27130781,-1.27130780,0.09164922,-0.09164922,2.12639780,-2.12639780,0.53317006,-0.53317006,0.34251167,-0.34251167
-5.72986493,6.15103066,-6.15103066,0.02151798,-0.02151798,0.95673569,-0.95673569,1.31241095,-1.31241096,1.29750750,-1.29750749,0.09193429,-0.09193429,2.08436448,-2.08436447,0.52105717,-0.52105717,0.34019024,-0.34019024
-5.72386193,6.08801041,-6.08801040,0.02262784,-0.02262784,0.95617097,-0.95617096,1.28240104,-1.28240105,1.32326029,-1.32326028,0.09214333,-0.09214333,2.04386610,-2.04386609,0.50832945,-0.50832945,0.33783217,-0.33783217
-5.71785893,6.02468345,-6.02468344,0.02382823,-0.02382823,0.95496161,-0.95496160,1.25289226,-1.25289227,1.34842905,-1.34842903,0.09224656,-0.09224656,2.00455492,-2.00455491,0.49505420,-0.49505420,0.33536679,-0.33536679
-5.71185593,5.96046972,-5.96046970,0.02510856,-0.02510856,0.95312904,-0.95312903,1.22398623,-1.22398623,1.37286426,-1.37286425,0.09221739,-0.09221738,1.96609739,-1.96609738,0.48132141,-0.48132141,0.33272781,-0.33272781
-5.70585293,5.89482736,-5.89482734,0.02645682,-0.02645682,0.95068511,-0.95068510,1.19575501,-1.19575502,1.39640287,-1.39640286,0.09203329,-0.09203329,1.92818818,-1.92818817,0.46724349,-0.46724349,0.32985526,-0.32985526
-5.69984992,5.82726854,-5.82726852,0.02785974,-0.02785974,0.94763089,-0.94763088,1.16824158,-1.16824159,1.41886824,-1.41886822,0.09167660,-0.09167660,1.89056149,-1.89056148,0.45295424,-0.45295424,0.32669703,-0.32669702
-5.69384692,5.75737302,-5.75737299,0.02930298,-0.02930298,0.94395637,-0.94395635,1.14146141,-1.14146141,1.44007154,-1.44007152,0.09113497,-0.09113497,1.85299981,-1.85299980,0.43860747,-0.43860747,0.32321003,-0.32321002
-5.68784392,5.68480012,-5.68480010,0.03077141,-0.03077141,0.93964125,-0.93964123,1.11540520,-1.11540520,1.45981461,-1.45981459,0.09040175,-0.09040175,1.81534058,-1.81534056,0.42437524,-0.42437524,0.31936113,-0.31936112
-5.68184092,5.60930000,-5.60929997,0.03224947,-0.03224947,0.93465669,-0.93465667,1.09004272,-1.09004273,1.47789431,-1.47789429,0.08947611,-0.08947611,1.77748092,-1.77748091,0.41044602,-0.41044602,0.31512779,-0.31512779
-5.67583792,5.53072445,-5.53072441,0.03372152,-0.03372152,0.92896789,-0.92896787,1.06532755,-1.06532755,1.49410818,-1.49410816,0.08836298,-0.08836298,1.73938108,-1.73938106,0.39702287,-0.39702286,0.31049856,-0.31049855
-5.66983492,5.44903754,-5.44903750,0.03517222,-0.03517222,0.92253742,-0.92253740,1.04120247,-1.04120247,1.50826110,-1.50826108,0.08707289,-0.08707289,1.70106660,-1.70106658,0.38432179,-0.38432178,0.30547338,-0.30547338
-5.66383192,5.36432603,-5.36432599,0.03658696,-0.03658696,0.91532897,-0.91532895,1.01760539,-1.01760539,1.52017258,-1.52017256,0.08562156,-0.08562156,1.66262979,-1.66262977,0.37257028,-0.37257028,0.30006386,-0.30006386
-5.65782891,5.27680885,-5.27680882,0.03795217,-0.03795217,0.90731131,-0.90731129,0.99447536,-0.99447536,1.52968422,-1.52968420,0.08402946,-0.08402946,1.62423034,-1.62423032,0.36200615,-0.36200615,0.29429336,-0.29429336
-5.65182591,5.18684512,-5.18684508,0.03925573,-0.03925573,0.89846202,-0.89846201,0.97175834,-0.97175834,1.53666659,-1.53666657,0.08232119,-0.08232118,1.58609518,-1.58609515,0.35287645,-0.35287644,0.28819697,-0.28819697
-5.64582291,5.09493940,-5.09493937,0.04048721,-0.04048721,0.88877094,-0.88877093,0.94941252,-0.94941252,1.54102534,-1.54102532,0.08052477,-0.08052477,1.54851737,-1.54851735,0.34543655,-0.34543654,0.28182133,-0.28182133
-5.63981991,5.00174334,-5.00174331,0.04163806,-0.04163806,0.87824272,-0.87824270,0.92741266,-0.92741265,1.54270560,-1.54270558,0.07867093,-0.07867092,1.51185384,-1.51185382,0.33994914,-0.33994913,0.27522421,-0.27522421
-5.63381691,4.90805229,-4.90805226,0.04270176,-0.04270176,0.86689852,-0.86689850,0.90575342,-0.90575342,1.54169467,-1.54169465,0.07679216,-0.07679216,1.47652148,-1.47652146,0.33668296,-0.33668296,0.26847381,-0.26847381
-5.62781391,4.81479614,-4.81479611,0.04367381,-0.04367381,0.85477664,-0.85477663,0.88445128,-0.88445128,1.53802244,-1.53802242,0.07492193,-0.07492192,1.44299145,-1.44299143,0.33591115,-0.33591115,0.26164771,-0.26164771
-5.62181091,4.72302351,-4.72302348,0.04455164,-0.04455164,0.84193186,-0.84193185,0.86354497,-0.86354497,1.53175947,-1.53175946,0.07309368,-0.07309368,1.41178127,-1.41178125,0.33790892,-0.33790892,0.25483148,-0.25483148
-5.61580790,4.63387906,-4.63387903,0.04533447,-0.04533447,0.82843370,-0.82843368,0.84309447,-0.84309447,1.52301296,-1.52301294,0.07133996,-0.07133995,1.38344452,-1.38344450,0.34295049,-0.34295049,0.24811686,-0.24811686
-5.60980490,4.54857402,-4.54857400,0.04602301,-0.04602301,0.81436356,-0.81436355,0.82317846,-0.82317846,1.51192052,-1.51192051,0.06969139,-0.06969139,1.35855801,-1.35855799,0.35130502,-0.35130502,0.24159954,-0.24159954
-5.60380190,4.46835060,-4.46835058,0.04661918,-0.04661918,0.79981109,-0.79981108,0.80389057,-0.80389057,1.49864255,-1.49864254,0.06817585,-0.06817585,1.33770656,-1.33770655,0.36323157,-0.36323158,0.23537660,-0.23537660
-5.59779890,4.39444133,-4.39444131,0.04712569,-0.04712569,0.78486985,-0.78486984,0.78533453,-0.78533453,1.48335331,-1.48335331,0.06681757,-0.06681756,1.32146561,-1.32146560,0.37897300,-0.37897300,0.22954367,-0.22954367
-5.59179590,4.32802501,-4.32802500,0.04754571,-0.04754571,0.76963278,-0.76963277,0.76761855,-0.76761855,1.46623170,-1.46623169,0.06563635,-0.06563634,1.31038200,-1.31038199,0.39874879,-0.39874879,0.22419190,-0.22419190
-5.58579290,4.27018104,-4.27018103,0.04788248,-0.04788248,0.75418766,-0.75418765,0.75084933,-0.75084933,1.44745209,-1.44745209,0.06464691,-0.06464690,1.30495373,-1.30495372,0.42274707,-0.42274708,0.21940483,-0.21940483
-5.57978989,4.22184434,-4.22184433,0.04813892,-0.04813892,0.73861297,-0.73861296,0.73512602,-0.73512603,1.42717616,-1.42717616,0.06385833,-0.06385833,1.30560918,-1.30560918,0.45111590,-0.45111590,0.21525536,-0.21525536
-5.57378689,4.18376307,-4.18376308,0.04831740,-0.04831740,0.72297448,-0.72297447,0.72053456,-0.72053457,1.40554597,-1.40554597,0.06327368,-0.06327368,1.31268689,-1.31268689,0.48395410,-0.48395411,0.21180294,-0.21180294
-5.56778389,4.15646139,-4.15646140,0.04841948,-0.04841948,0.70732272,-0.70732271,0.70714266,-0.70714267,1.38267907,-1.38267908,0.06288980,-0.06288980,1.32641659,-1.32641659,0.52130207,-0.52130208,0.20909113,-0.20909113
-5.56178089,4.14020908,-4.14020909,0.04844576,-0.04844576,0.69169159,-0.69169159,0.69499578,-0.69499579,1.35866574,-1.35866575,0.06269731,-0.06269731,1.34690261,-1.34690261,0.56313291,-0.56313293,0.20714569,-0.20714569
-5.55577789,4.13499990,-4.13499991,0.04839588,-0.04839588,0.67609823,-0.67609822,0.68411434,-0.68411435,1.33356862,-1.33356863,0.06268078,-0.06268077,1.37411036,-1.37411036,0.60934428,-0.60934429,0.20597323,-0.20597323
-5.54977489,4.14053989,-4.14053991,0.04826848,-0.04826848,0.66054399,-0.66054398,0.67449223,-0.67449224,1.30742465,-1.30742466,0.06281911,-0.06281910,1.40785683,-1.40785684,0.65975152,-0.65975154,0.20556064,-0.20556064
-5.54377189,4.15624642,-4.15624645,0.04806140,-0.04806141,0.64501669,-0.64501668,0.66609686,-0.66609687,1.28024915,-1.28024916,0.06308615,-0.06308615,1.44780573,-1.44780574,0.71408257,-0.71408258,0.20587527,-0.20587527
-5.53776888,4.18125826,-4.18125829,0.04777181,-0.04777182,0.62949372,-0.62949372,0.65887049,-0.65887051,1.25204167,-1.25204169,0.06345146,-0.06345146,1.49346759,-1.49346761,0.77197493,-0.77197494,0.20686587,-0.20686587
-5.53176588,4.21445656,-4.21445660,0.04739648,-0.04739648,0.61394598,-0.61394598,0.65273305,-0.65273306,1.22279315,-1.22279317,0.06388119,-0.06388118,1.54420549,-1.54420551,0.83297539,-0.83297541,0.20846433,-0.20846433
-5.52576288,4.25449598,-4.25449602,0.04693203,-0.04693204,0.59834224,-0.59834224,0.64758600,-0.64758601,1.19249381,-1.19249382,0.06433916,-0.06433916,1.59924605,-1.59924606,0.89654260,-0.89654262,0.21058803,-0.21058803
-5.51975988,4.29984483,-4.29984487,0.04637528,-0.04637528,0.58265378,-0.58265378,0.64331729,-0.64331731,1.16114124,-1.16114126,0.06478799,-0.06478799,1.65769583,-1.65769585,0.96205290,-0.96205292,0.21314290,-0.21314290
-5.51375688,4.34883288,-4.34883292,0.04572347,-0.04572347,0.56685883,-0.56685883,0.63980705,-0.63980707,1.12874816,-1.12874818,0.06519026,-0.06519026,1.71856268,-1.71856271,1.02880955,-1.02880957,0.21602681,-0.21602681
-5.50775388,4.39970482,-4.39970487,0.04497460,-0.04497460,0.55094678,-0.55094678,0.63693373,-0.63693375,1.09534922,-1.09534924,0.06550971,-0.06550971,1.78078141,-1.78078144,1.09605520,-1.09605522,0.21913338,-0.21913338
-5.50175088,4.45067768,-4.45067773,0.04412762,-0.04412762,0.53492170,-0.53492170,0.63458054,-0.63458056,1.06100655,-1.06100657,0.06571238,-0.06571238,1.84324295,-1.84324298,1.16298772,-1.16298774,0.22235586,-0.22235586
-5.49574787,4.49999984,-4.49999989,0.04318265,-0.04318265,0.51880514,-0.51880514,0.63264181,-0.63264183,1.02581374,-1.02581376,0.06576768,-0.06576768,1.90482620,-1.90482622,1.22877879,-1.22877881,0.22559099,-0.22559099
-5.48974487,4.54600975,-4.54600980,0.04214111,-0.04214111,0.50263805,-0.50263805,0.63102910,-0.63102912,0.98989797,-0.98989799,0.06564938,-0.06564938,1.96443128,-1.96443131,1.29259499,-1.29259502,0.22874269,-0.22874269
-5.48374187,4.58719208,-4.58719213,0.04100582,-0.04100582,0.48648168,-0.48648168,0.62967675,-0.62967677,0.95342041,-0.95342043,0.06533641,-0.06533640,2.02101320,-2.02101323,1.35362066,-1.35362068,0.23172535,-0.23172535
-5.47773887,4.62222948,-4.62222952,0.03978102,-0.03978102,0.47041759,-0.47041759,0.62854677,-0.62854679,0.91657480,-0.91657482,0.06481351,-0.06481351,2.07361450,-2.07361453,1.41108175,-1.41108177,0.23446663,-0.23446663
-5.47173587,4.65004797,-4.65004802,0.03847236,-0.03847236,0.45454666,-0.45454666,0.62763267,-0.62763269,0.87958454,-0.87958456,0.06407174,-0.06407174,2.12139584,-2.12139586,1.46426993,-1.46426995,0.23690967,-0.23690967
-5.46573287,4.66985461,-4.66985466,0.03708684,-0.03708684,0.43898731,-0.43898731,0.62696237,-0.62696239,0.84269838,-0.84269840,0.06310873,-0.06310873,2.16366325,-2.16366327,1.51256584,-1.51256586,0.23901457,-0.23901457
-5.45972986,4.68116596,-4.68116600,0.03563272,-0.03563273,0.42387293,-0.42387293,0.62659966,-0.62659968,0.80618520,-0.80618521,0.06192876,-0.06192876,2.19989100,-2.19989102,1.55546066,-1.55546068,0.24075919,-0.24075919
-5.45372686,4.68382639,-4.68382642,0.03411939,-0.03411939,0.40934876,-0.40934877,0.62664452,-0.62664454,0.77032806,-0.77032808,0.06054268,-0.06054267,2.22973923,-2.22973924,1.59257502,-1.59257504,0.24213911,-0.24213911
-5.44772386,4.67801576,-4.67801579,0.03255718,-0.03255718,0.39556828,-0.39556828,0.62723181,-0.62723182,0.73541801,-0.73541803,0.05896756,-0.05896756,2.25306552,-2.25306554,1.62367435,-1.62367436,0.24316697,-0.24316697
-5.44172086,4.66424597,-4.66424600,0.03095728,-0.03095728,0.38268924,-0.38268924,0.62852859,-0.62852861,0.70174782,-0.70174783,0.05722630,-0.05722630,2.26993008,-2.26993010,1.64867993,-1.64867994,0.24387103,-0.24387103
-5.43571786,4.64334669,-4.64334672,0.02933147,-0.02933147,0.37086962,-0.37086963,0.63072994,-0.63072995,0.66960607,-0.66960608,0.05534696,-0.05534696,2.28059411,-2.28059412,1.66767514,-1.66767515,0.24429324,-0.24429324
-5.42971486,4.61644066,-4.61644068,0.02769201,-0.02769201,0.36026347,-0.36026347,0.63405327,-0.63405329,0.63927177,-0.63927178,0.05336205,-0.05336204,2.28551151,-2.28551152,1.68090632,-1.68090633,0.24448679,-0.24448679
-5.42371186,4.58490951,-4.58490952,0.02605143,-0.02605144,0.35101679,-0.35101680,0.63873138,-0.63873140,0.61100968,-0.61100969,0.05130766,-0.05130766,2.28531428,-2.28531429,1.68877826,-1.68877827,0.24451328,-0.24451328
-5.41770885,4.55035124,-4.55035126,0.02442236,-0.02442236,0.34326370,-0.34326370,0.64500424,-0.64500426,0.58506649,-0.58506650,0.04922261,-0.04922260,2.28079193,-2.28079193,1.69184420,-1.69184420,0.24443976,-0.24443976
-5.41170585,4.51453091,-4.51453092,0.02281733,-0.02281733,0.33712280,-0.33712280,0.65310985,-0.65310986,0.56166789,-0.56166790,0.04714740,-0.04714740,2.27286588,-2.27286589,1.69079071,-1.69079072,0.24433565,-0.24433565
-5.40570285,4.47932616,-4.47932617,0.02124862,-0.02124862,0.33269393,-0.33269393,0.66327438,-0.66327439,0.54101656,-0.54101657,0.04512333,-0.04512333,2.26255973,-2.26255973,1.68641791,-1.68641791,0.24426977,-0.24426977
-5.39969985,4.44666955,-4.44666956,0.01972808,-0.01972808,0.33005542,-0.33005542,0.67570192,-0.67570193,0.52329113,-0.52329113,0.04319144,-0.04319144,2.25096637,-2.25096637,1.67961562,-1.67961563,0.24430751,-0.24430751
-5.39369685,4.41848957,-4.41848957,0.01826698,-0.01826698,0.32926183,-0.32926183,0.69056426,-0.69056427,0.50864581,-0.50864582,0.04139160,-0.04139160,2.23921332,-2.23921332,1.67133640,-1.67133640,0.24450837,-0.24450837
-5.38769385,4.39665230,-4.39665230,0.01687583,-0.01687583,0.33034223,-0.33034223,0.70799099,-0.70799100,0.49721092,-0.49721092,0.03976162,-0.03976161,2.22842724,-2.22842724,1.66256622,-1.66256622,0.24492390,-0.24492390
-5.38169085,4.38290553,-4.38290553,0.01556427,-0.01556427,0.33329924,-0.33329924,0.72806044,-0.72806044,0.48909380,-0.48909381,0.03833637,-0.03833636,2.21969901,-2.21969901,1.65429400,-1.65429400,0.24559609,-0.24559609
-5.37568784,4.37882704,-4.37882704,0.01434089,-0.01434089,0.33810860,-0.33810860,0.75079178,-0.75079179,0.48438031,-0.48438031,0.03714707,-0.03714707,2.21405028,-2.21405028,1.64748073,-1.64748073,0.24655626,-0.24655626
-5.36968484,4.38577844,-4.38577844,0.01321317,-0.01321317,0.34471952,-0.34471952,0.77613877,-0.77613877,0.48313641,-0.48313642,0.03622061,-0.03622061,2.21240265,-2.21240265,1.64302949,-1.64302949,0.24782447,-0.24782447
-5.36368184,4.40486577,-4.40486577,0.01218733,-0.01218733,0.35305569,-0.35305569,0.80398526,-0.80398527,0.48540997,-0.48540997,0.03557897,-0.03557897,2.21555019,-2.21555020,1.64175705,-1.64175705,0.24940942,-0.24940942
-5.35767884,4.43690767,-4.43690767,0.01126824,-0.01126824,0.36301691,-0.36301691,0.83414305,-0.83414305,0.49123225,-0.49123225,0.03523878,-0.03523878,2.22413606,-2.22413606,1.64436805,-1.64436805,0.25130885,-0.25130885
-5.35167584,4.48241177,-4.48241177,0.01045941,-0.01045941,0.37448137,-0.37448137,0.86635189,-0.86635190,0.50061927,-0.50061927,0.03521097,-0.03521097,2.23863369,-2.23863370,1.65143246,-1.65143246,0.25351028,-0.25351028
-5.34567284,4.54155942,-4.54155943,0.00976291,-0.00976291,0.38730844,-0.38730844,0.90028212,-0.90028213,0.51357254,-0.51357254,0.03550054,-0.03550054,2.25933295,-2.25933296,1.66336697,-1.66336697,0.25599206,-0.25599206
