energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.54977489,1.41500184,0.28867094,0.42467271,0.00001848,0.03422559,0.16127368,0.33587039,0.00014481,0.75941438
-5.54377189,1.41242580,0.29287334,0.42079917,0.00001954,0.03586910,0.16708302,0.33391291,0.00014457,0.75827325
-5.53776888,1.40918839,0.29765217,0.41668450,0.00002069,0.03749622,0.17295510,0.33105545,0.00014479,0.75762984
-5.53176588,1.40561868,0.30302866,0.41243814,0.00002194,0.03910887,0.17889999,0.32742341,0.00014538,0.75761330
-5.52576288,1.40211092,0.30903076,0.40818627,0.00002331,0.04071129,0.18493603,0.32316803,0.00014630,0.75837659
-5.51975988,1.39910527,0.31568947,0.40406715,0.00002481,0.04230951,0.19108739,0.31845969,0.00014751,0.76008809
-5.51375688,1.39706559,0.32303467,0.40022554,0.00002645,0.04391080,0.19738104,0.31348035,0.00014905,0.76292171
-5.50775388,1.39645537,0.33109051,0.39680677,0.00002825,0.04552291,0.20384352,0.30841545,0.00015092,0.76704627
-5.50175088,1.39771315,0.33987072,0.39395066,0.00003019,0.04715337,0.21049749,0.30344564,0.00015317,0.77261446
-5.49574787,1.40122855,0.34937398,0.39178550,0.00003229,0.04880865,0.21735826,0.29873890,0.00015581,0.77975225
-5.48974487,1.40732033,0.35957987,0.39042263,0.00003453,0.05049335,0.22443062,0.29444327,0.00015888,0.78854914
-5.48374187,1.41621773,0.37044540,0.38995169,0.00003689,0.05220953,0.23170603,0.29068074,0.00016236,0.79904989
-5.47773887,1.42804593,0.38190252,0.39043693,0.00003937,0.05395604,0.23916039,0.28754250,0.00016627,0.81124824
-5.47173587,1.44281670,0.39385685,0.39191463,0.00004194,0.05572804,0.24675260,0.28508595,0.00017056,0.82508297
-5.46573287,1.46042460,0.40618759,0.39439188,0.00004455,0.05751671,0.25442391,0.28333341,0.00017518,0.84043653
-5.45972986,1.48064901,0.41874888,0.39784663,0.00004718,0.05930912,0.26209830,0.28227291,0.00018008,0.85713633
-5.45372686,1.50316191,0.43137245,0.40222902,0.00004978,0.06108835,0.26968374,0.28186069,0.00018517,0.87495870
-5.44772386,1.52754101,0.44387158,0.40746385,0.00005231,0.06283384,0.27707446,0.28202561,0.00019035,0.89363518
-5.44172086,1.55328742,0.45604612,0.41345405,0.00005472,0.06452194,0.28415404,0.28267498,0.00019553,0.91286099
-5.43571786,1.57984713,0.46768848,0.42008489,0.00005697,0.06612663,0.29079928,0.28370169,0.00020061,0.93230500
-5.42971486,1.60663494,0.47859016,0.42722861,0.00005900,0.06762046,0.29688458,0.28499224,0.00020549,0.95162081
-5.42371186,1.63305979,0.48854863,0.43474937,0.00006078,0.06897553,0.30228679,0.28643521,0.00021010,0.97045842
-5.41770885,1.65855015,0.49737424,0.44250802,0.00006228,0.07016468,0.30689013,0.28792983,0.00021437,0.98847565
-5.41170585,1.68257811,0.50489673,0.45036668,0.00006345,0.07116251,0.31059104,0.28939419,0.00021827,1.00534907
-5.40570285,1.70468121,0.51097115,0.45819269,0.00006429,0.07194655,0.31330274,0.29077265,0.00022182,1.02078368
-5.39969985,1.72448090,0.51548283,0.46586200,0.00006477,0.07249825,0.31495921,0.29204216,0.00022503,1.03452102
-5.39369685,1.74169683,0.51835126,0.47326163,0.00006489,0.07280381,0.31551843,0.29321706,0.00022800,1.04634547
-5.38769385,1.75615641,0.51953267,0.48029146,0.00006467,0.07285490,0.31496483,0.29435226,0.00023084,1.05608844
-5.38169085,1.76779945,0.51902118,0.48686506,0.00006411,0.07264914,0.31331057,0.29554439,0.00023372,1.06363043
-5.37568784,1.77667765,0.51684865,0.49290983,0.00006325,0.07219032,0.31059586,0.29693109,0.00023684,1.06890107
-5.36968484,1.78294922,0.51308302,0.49836644,0.00006213,0.07148840,0.30688816,0.29868819,0.00024045,1.07187717
-5.36368184,1.78686904,0.50782551,0.50318780,0.00006078,0.07055928,0.30228029,0.30102493,0.00024480,1.07257924
-5.35767884,1.78877486,0.50120668,0.50733761,0.00005926,0.06942430,0.29688762,0.30417736,0.00025019,1.07106656
-5.35167584,1.78907023,0.49338155,0.51078872,0.00005762,0.06810952,0.29084428,0.30840008,0.00025692,1.06743135
-5.34567284,1.78820511,0.48452410,0.51352139,0.00005593,0.06664490,0.28429878,0.31395659,0.00026528,1.06179227
-5.33966983,1.78665468,0.47482127,0.51552169,0.00005423,0.06506323,0.27740906,0.32110857,0.00027557,1.05428771
-5.33366683,1.78489751,0.46446683,0.51677997,0.00005259,0.06339907,0.27033715,0.33010448,0.00028805,1.04506912
-5.32766383,1.78339373,0.45365521,0.51728963,0.00005105,0.06168753,0.26324378,0.34116772,0.00030294,1.03429467
-5.32166083,1.78256390,0.44257565,0.51704613,0.00004967,0.05996314,0.25628302,0.35448502,0.00032042,1.02212342
-5.31565783,1.78276948,0.43140669,0.51604631,0.00004848,0.05825872,0.24959723,0.37019522,0.00034059,1.00871027
-5.30965483,1.78429535,0.42031140,0.51428790,0.00004752,0.05660430,0.24331240,0.38837906,0.00036349,0.99420158
-5.30365183,1.78733487,0.40943311,0.51176930,0.00004680,0.05502624,0.23753416,0.40905035,0.00038907,0.97873168
-5.29764882,1.79197818,0.39889214,0.50848947,0.00004633,0.05354640,0.23234452,0.43214887,0.00041721,0.96242015
-5.29164582,1.79820382,0.38878328,0.50444796,0.00004612,0.05218157,0.22779946,0.45753543,0.00044767,0.94536988
-5.28564282,1.80587415,0.37917415,0.49964495,0.00004616,0.05094304,0.22392745,0.48498940,0.00048015,0.92766582
-5.27963982,1.81473468,0.37010452,0.49408133,0.00004642,0.04983639,0.22072891,0.51420887,0.00051423,0.90937444
-5.27363682,1.82441755,0.36158650,0.48775880,0.00004688,0.04886150,0.21817670,0.54481380,0.00054944,0.89054372
-5.26763382,1.83444899,0.35360548,0.48067992,0.00004750,0.04801267,0.21621750,0.57635193,0.00058521,0.87120382
-5.26163082,1.84426088,0.34612205,0.47284818,0.00004824,0.04727911,0.21477417,0.60830767,0.00062092,0.85136815
-5.25562781,1.85320606,0.33907445,0.46426820,0.00004905,0.04664538,0.21374879,0.64011370,0.00065591,0.83103509
-5.24962481,1.86057709,0.33238180,0.45494587,0.00004987,0.04609217,0.21302654,0.67116497,0.00068950,0.81019010
-5.24362181,1.86562797,0.32594786,0.44488873,0.00005066,0.04559709,0.21248003,0.70083467,0.00072100,0.78880842
-5.23761881,1.86759821,0.31966516,0.43410644,0.00005137,0.04513561,0.21197404,0.72849180,0.00074973,0.76685810
-5.23161581,1.86573843,0.31341949,0.42261146,0.00005195,0.04468198,0.21137054,0.75351955,0.00077504,0.74430353
-5.22561281,1.85933660,0.30709455,0.41041987,0.00005235,0.04421030,0.21053367,0.77533389,0.00079635,0.72110918
-5.21960980,1.84774402,0.30057661,0.39755232,0.00005253,0.04369544,0.20933461,0.79340170,0.00081316,0.69724361
-5.21360680,1.83039991,0.29375895,0.38403511,0.00005248,0.04311402,0.20765612,0.80725755,0.00082505,0.67268344
-5.20760380,1.80685362,0.28654613,0.36990131,0.00005216,0.04244520,0.20539651,0.81651868,0.00083169,0.64741726
-5.20160080,1.77678350,0.27885762,0.35519176,0.00005155,0.04167144,0.20247309,0.82089724,0.00083290,0.62144920
-5.19559780,1.74001157,0.27063099,0.33995598,0.00005066,0.04077908,0.19882470,0.82020956,0.00082858,0.59480192
-5.18959480,1.69651324,0.26182425,0.32425285,0.00004949,0.03975875,0.19441350,0.81438181,0.00081879,0.56751908
-5.18359180,1.64642163,0.25241746,0.30815091,0.00004804,0.03860563,0.18922576,0.80345199,0.00080368,0.53966676
-5.17758879,1.59002625,0.24241339,0.29172831,0.00004633,0.03731952,0.18327181,0.78756806,0.00078353,0.51133407
-5.17158579,1.52776600,0.23183739,0.27507235,0.00004440,0.03590474,0.17658506,0.76698236,0.00075871,0.48263265
-5.16558279,1.46021694,0.22073630,0.25827846,0.00004226,0.03436982,0.16922021,0.74204258,0.00072969,0.45369516
-5.15957979,1.38807515,0.20917661,0.24144888,0.00003996,0.03272715,0.16125074,0.71317976,0.00069701,0.42467277
-5.15357679,1.31213572,0.19724194,0.22469086,0.00003753,0.03099237,0.15276587,0.68089376,0.00066125,0.39573177
-5.14757379,1.23326861,0.18502989,0.20811455,0.00003500,0.02918377,0.14386706,0.64573703,0.00062305,0.36704942
-5.14157079,1.15239264,0.17264853,0.19183070,0.00003242,0.02732159,0.13466421,0.60829719,0.00058304,0.33880938
-5.13556778,1.07044865,0.16021264,0.17594820,0.00002983,0.02542729,0.12527190,0.56917940,0.00054188,0.31119675
-5.12956478,0.98837308,0.14783989,0.16057171,0.00002725,0.02352279,0.11580558,0.52898893,0.00050018,0.28439310
-5.12356178,0.90707291,0.13564709,0.14579934,0.00002472,0.02162984,0.10637808,0.48831498,0.00045853,0.25857174
-5.11755878,0.82740315,0.12374675,0.13172057,0.00002227,0.01976934,0.09709640,0.44771592,0.00041747,0.23389337
-5.11155578,0.75014736,0.11224399,0.11841458,0.00001992,0.01796081,0.08805905,0.40770677,0.00037750,0.21050233
-5.10555278,0.67600205,0.10123398,0.10594888,0.00001770,0.01622192,0.07935384,0.36874899,0.00033901,0.18852364
-5.09954977,0.60556515,0.09079989,0.09437842,0.00001561,0.01456816,0.07105628,0.33124298,0.00030237,0.16806080
-5.09354677,0.53932875,0.08101151,0.08374516,0.00001368,0.01301260,0.06322861,0.29552319,0.00026784,0.14919457
-5.08754377,0.47767594,0.07192443,0.07407806,0.00001190,0.01156576,0.05591926,0.26185593,0.00023564,0.13198250
-5.08154077,0.42088156,0.06357975,0.06539345,0.00001028,0.01023557,0.04916300,0.23043953,0.00020589,0.11645933
-5.07553777,0.36911628,0.05600441,0.05769577,0.00000881,0.00902747,0.04298144,0.20140678,0.00017866,0.10263802
-5.06953477,0.32245359,0.04921182,0.05097854,0.00000751,0.00794452,0.03738389,0.17482918,0.00015398,0.09051135
-5.06353177,0.28087894,0.04320298,0.04522553,0.00000635,0.00698758,0.03236863,0.15072258,0.00013179,0.08005389
-5.05752876,0.24430038,0.03796769,0.04041195,0.00000533,0.00615558,0.02792424,0.12905400,0.00011204,0.07122423
-5.05152576,0.21256006,0.03348607,0.03650573,0.00000445,0.00544575,0.02403116,0.10974904,0.00009459,0.06396723
-5.04552276,0.18544594,0.02973000,0.03346869,0.00000368,0.00485388,0.02066322,0.09269957,0.00007932,0.05821626
-5.03951976,0.16270326,0.02666459,0.03125754,0.00000303,0.00437461,0.01778914,0.07777143,0.00006605,0.05389517
-5.03351676,0.14404515,0.02424963,0.02982477,0.00000247,0.00400161,0.01537399,0.06481175,0.00005463,0.05092009
-5.02751376,0.12916229,0.02244073,0.02911934,0.00000201,0.00372783,0.01338043,0.05365573,0.00004487,0.04920083
-5.02151076,0.11773118,0.02119047,0.02908713,0.00000162,0.00354567,0.01176988,0.04413271,0.00003661,0.04864196
-5.01550775,0.10942110,0.02044928,0.02967125,0.00000129,0.00344713,0.01050339,0.03607139,0.00002966,0.04914359
-5.00950475,0.10389968,0.02016610,0.03081220,0.00000103,0.00342392,0.00954250,0.02930416,0.00002387,0.05060186
-5.00350175,0.10083719,0.02028899,0.03244797,0.00000081,0.00346756,0.00884972,0.02367054,0.00001908,0.05290924
-4.99749875,0.09990969,0.02076554,0.03451398,0.00000063,0.00356942,0.00838904,0.01901980,0.00001514,0.05595470
-4.99149575,0.10080135,0.02154314,0.03694321,0.00000049,0.00372084,0.00812619,0.01521273,0.00001194,0.05962388
-4.98549275,0.10320599,0.02256935,0.03966625,0.00000038,0.00391309,0.00802878,0.01212274,0.00000935,0.06379932
-4.97948974,0.10682825,0.02379205,0.04261157,0.00000029,0.00413746,0.00806648,0.00963637,0.00000728,0.06836092
-4.97348674,0.11138455,0.02515977,0.04570591,0.00000022,0.00438533,0.00821099,0.00765327,0.00000563,0.07318652
-4.96748374,0.11660396,0.02662200,0.04887492,0.00000017,0.00464818,0.00843608,0.00608582,0.00000433,0.07815292
-4.96148074,0.12222929,0.02812955,0.05204393,0.00000013,0.00491768,0.00871753,0.00485847,0.00000332,0.08313708
-4.95547774,0.12801829,0.02963502,0.05513904,0.00000009,0.00518578,0.00903321,0.00390684,0.00000255,0.08801774
-4.94947474,0.13374523,0.03109336,0.05808826,0.00000007,0.00544481,0.00936296,0.00317675,0.00000196,0.09267725
-4.94347174,0.13920262,0.03246242,0.06082287,0.00000005,0.00568758,0.00968869,0.00262319,0.00000153,0.09700365
-4.93746873,0.14420328,0.03370362,0.06327890,0.00000004,0.00590749,0.00999439,0.00220933,0.00000124,0.10089288
-4.93146573,0.14858236,0.03478264,0.06539851,0.00000003,0.00609871,0.01026612,0.00190548,0.00000105,0.10425106
-4.92546273,0.15219950,0.03566999,0.06713148,0.00000002,0.00625621,0.01049213,0.00168830,0.00000097,0.10699663
-4.91945973,0.15494073,0.03634169,0.06843643,0.00000001,0.00637596,0.01066285,0.00153993,0.00000099,0.10906235
-4.91345673,0.15672022,0.03677973,0.06928196,0.00000001,0.00645497,0.01077093,0.00144741,0.00000111,0.11039701
-4.90745373,0.15748144,0.03697248,0.06964750,0.00000001,0.00649139,0.01081128,0.00140212,0.00000135,0.11096669
-4.90145073,0.15719800,0.03691499,0.06952385,0.00000000,0.00648458,0.01078101,0.00139938,0.00000172,0.11075559
-4.89544772,0.15587369,0.03660902,0.06891337,0.00000000,0.00643511,0.01067942,0.00143819,0.00000225,0.10976629
-4.88944472,0.15354208,0.03606305,0.06782989,0.00000000,0.00634481,0.01050789,0.00152107,0.00000299,0.10801946
-4.88344172,0.15026529,0.03529201,0.06629816,0.00000000,0.00621668,0.01026973,0.00165407,0.00000397,0.10555304
-4.87743872,0.14613222,0.03431693,0.06435307,0.00000000,0.00605489,0.00997005,0.00184676,0.00000528,0.10242082
-4.87143572,0.14125629,0.03316438,0.06203852,0.00000000,0.00586470,0.00961553,0.00211248,0.00000699,0.09869065
-4.86543272,0.13577260,0.03186586,0.05940608,0.00000000,0.00565233,0.00921419,0.00246851,0.00000920,0.09444217
-4.85942971,0.12983487,0.03045708,0.05651342,0.00000000,0.00542490,0.00877515,0.00293642,0.00001204,0.08976430
-4.85342671,0.12361211,0.02897716,0.05342272,0.00000000,0.00519028,0.00830834,0.00354231,0.00001564,0.08475260
-4.84742371,0.11728519,0.02746785,0.05019893,0.00000000,0.00495697,0.00782429,0.00431722,0.00002018,0.07950646
-4.84142071,0.11104354,0.02597275,0.04690817,0.00000000,0.00473399,0.00733379,0.00529738,0.00002585,0.07412646
-4.83541771,0.10508188,0.02453650,0.04361612,0.00000000,0.00453074,0.00684775,0.00652447,0.00003289,0.06871183
-4.82941471,0.09959723,0.02320410,0.04038664,0.00000000,0.00435691,0.00637691,0.00804577,0.00004155,0.06335815
-4.82341171,0.09478611,0.02202027,0.03728051,0.00000000,0.00422234,0.00593167,0.00991414,0.00005212,0.05815538
-4.81740870,0.09084206,0.02102881,0.03435439,0.00000001,0.00413691,0.00552196,0.01218785,0.00006492,0.05318627
-4.81140570,0.08795336,0.02027210,0.03166004,0.00000001,0.00411046,0.00515710,0.01493023,0.00008029,0.04852506
-4.80540270,0.08630101,0.01979062,0.02924372,0.00000001,0.00415268,0.00484573,0.01820903,0.00009862,0.04423669
-4.79939970,0.08605677,0.01962248,0.02714577,0.00000002,0.00427295,0.00459576,0.02209550,0.00012029,0.04037626
-4.79339670,0.08738138,0.01980302,0.02540044,0.00000003,0.00448029,0.00441430,0.02666324,0.00014571,0.03698891
-4.78739370,0.09042277,0.02036435,0.02403581,0.00000004,0.00478318,0.00430774,0.03198679,0.00017529,0.03410990
-4.78139070,0.09531422,0.02133498,0.02307387,0.00000005,0.00518947,0.00428173,0.03813991,0.00020945,0.03176500
-4.77538769,0.10217263,0.02273934,0.02253070,0.00000007,0.00570619,0.00434122,0.04519375,0.00024857,0.02997099
-4.76938469,0.11109663,0.02459735,0.02241666,0.00000010,0.00633942,0.00449056,0.05321484,0.00029302,0.02873635
-4.76338169,0.12216489,0.02692395,0.02273670,0.00000014,0.00709414,0.00473355,0.06226309,0.00034315,0.02806195
-4.75737869,0.13543451,0.02972870,0.02349065,0.00000019,0.00797408,0.00507355,0.07238989,0.00039924,0.02794189
-4.75137569,0.15093985,0.03301535,0.02467360,0.00000025,0.00898162,0.00551364,0.08363644,0.00046153,0.02836428
-4.74537269,0.16869171,0.03678158,0.02627623,0.00000034,0.01011765,0.00605669,0.09603240,0.00053018,0.02931205
-4.73936968,0.18867732,0.04101880,0.02828530,0.00000046,0.01138154,0.00670560,0.10959520,0.00060529,0.03076380
-4.73336668,0.21086119,0.04571209,0.03068409,0.00000061,0.01277117,0.00746346,0.12432988,0.00068691,0.03269464
-4.72736368,0.23518701,0.05084045,0.03345305,0.00000080,0.01428295,0.00833379,0.14022980,0.00077499,0.03507701
-4.72136068,0.26158077,0.05637717,0.03657042,0.00000104,0.01591204,0.00932082,0.15727819,0.00086945,0.03788166
-4.71535768,0.28995519,0.06229051,0.04001308,0.00000135,0.01765250,0.01042973,0.17545068,0.00097014,0.04107855
-4.70935468,0.32021538,0.06854460,0.04375745,0.00000175,0.01949766,0.01166701,0.19471861,0.00107691,0.04463787
-4.70335168,0.35226572,0.07510066,0.04778052,0.00000224,0.02144050,0.01304075,0.21505329,0.00118958,0.04853112
-4.69734867,0.38601770,0.08191833,0.05206101,0.00000286,0.02347408,0.01456096,0.23643081,0.00130799,0.05273224
-4.69134567,0.42139836,0.08895725,0.05658053,0.00000362,0.02559208,0.01623987,0.25883739,0.00143203,0.05721864
-4.68534267,0.45835896,0.09617862,0.06132477,0.00000455,0.02778926,0.01809216,0.28227477,0.00156168,0.06197239
-4.67933967,0.49688333,0.10354685,0.06628468,0.00000568,0.03006202,0.02013517,0.30676546,0.00169698,0.06698114
-4.67333667,0.53699534,0.11103101,0.07145749,0.00000705,0.03240886,0.02238895,0.33235738,0.00183812,0.07223901
-4.66733367,0.57876479,0.11860609,0.07684752,0.00000869,0.03483070,0.02487624,0.35912747,0.00198543,0.07774724
-4.66133067,0.62231121,0.12625396,0.08246677,0.00001064,0.03733123,0.02762228,0.38718391,0.00213938,0.08351456
-4.65532766,0.66780499,0.13396380,0.08833510,0.00001295,0.03991697,0.03065443,0.41666656,0.00230059,0.08955722
-4.64932466,0.71546527,0.14173218,0.09448008,0.00001567,0.04259723,0.03400171,0.44774528,0.00246982,0.09589863
-4.64332166,0.76555446,0.14956248,0.10093628,0.00001882,0.04538385,0.03769400,0.48061600,0.00264796,0.10256864
