energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.74787394,0.69583717,0.00006006,0.00866113,0.29039901,0.20041570,0.00423987,0.38479127,0.14809834,0.05328586
-5.74187094,0.74157542,0.00006584,0.00974479,0.30058458,0.21774200,0.00468826,0.40690074,0.15240746,0.05650952
-5.73586793,0.78937278,0.00007249,0.01090448,0.31051836,0.23624952,0.00518020,0.42972394,0.15653387,0.05984573
-5.72986493,0.83909607,0.00007990,0.01213300,0.32017774,0.25590560,0.00571669,0.45319771,0.16046898,0.06327990
-5.72386193,0.89060036,0.00008796,0.01342128,0.32955486,0.27666598,0.00629824,0.47725958,0.16421417,0.06679716
-5.71785893,0.94372487,0.00009659,0.01475841,0.33865431,0.29847329,0.00692481,0.50184562,0.16777909,0.07038229
-5.71185593,0.99829109,0.00010570,0.01613173,0.34749120,0.32125637,0.00759561,0.52688937,0.17118023,0.07401965
-5.70585293,1.05410332,0.00011523,0.01752698,0.35608971,0.34493035,0.00830898,0.55232187,0.17443956,0.07769345
-5.69984992,1.11095160,0.00012515,0.01892854,0.36448220,0.36939750,0.00906231,0.57807291,0.17758350,0.08138814
-5.69384692,1.16861690,0.00013543,0.02031971,0.37270881,0.39454900,0.00985196,0.60407329,0.18064221,0.08508902
-5.68784392,1.22687824,0.00014608,0.02168312,0.38081760,0.42026732,0.01067315,0.63025810,0.18364909,0.08878295
-5.68184092,1.28552129,0.00015713,0.02300109,0.38886504,0.44642918,0.01151999,0.65657056,0.18664058,0.09245917
-5.67583792,1.34434774,0.00016866,0.02425611,0.39691661,0.47290894,0.01238547,0.68296618,0.18965612,0.09611016
-5.66983492,1.40318466,0.00018080,0.02543127,0.40504746,0.49958214,0.01326154,0.70941688,0.19273830,0.09973238
-5.66383192,1.46189320,0.00019372,0.02651073,0.41334274,0.52632907,0.01413915,0.73591448,0.19593288,0.10332700
-5.65782891,1.52037564,0.00020768,0.02748014,0.42189744,0.55303797,0.01500843,0.76247333,0.19928887,0.10690032
-5.65182591,1.57858021,0.00022300,0.02832708,0.43081543,0.57960789,0.01585888,0.78913156,0.20285826,0.11046400
-5.64582291,1.63650299,0.00024008,0.02904135,0.44020773,0.60595084,0.01667952,0.81595073,0.20669559,0.11403494
-5.63981991,1.69418657,0.00025944,0.02961526,0.45018963,0.63199309,0.01745920,0.84301357,0.21085708,0.11763483
-5.63381691,1.75171510,0.00028167,0.03004387,0.46087686,0.65767574,0.01818686,0.87041991,0.21539937,0.12128934
-5.62781391,1.80920599,0.00030749,0.03032503,0.47238076,0.68295427,0.01885180,0.89828067,0.22037788,0.12502689
-5.62181091,1.86679843,0.00033775,0.03045948,0.48480263,0.70779723,0.01944398,0.92671022,0.22584481,0.12887720
-5.61580790,1.92463927,0.00037338,0.03045075,0.49822759,0.73218425,0.01995437,0.95581754,0.23184685,0.13286955
-5.60980490,1.98286712,0.00041548,0.03030500,0.51271810,0.75610328,0.02037513,0.98569645,0.23842264,0.13703080
-5.60380190,2.04159553,0.00046525,0.03003084,0.52830770,0.77954746,0.02069997,1.01641559,0.24560028,0.14138345
-5.59779890,2.10089620,0.00052399,0.02963904,0.54499530,0.80251173,0.02092428,1.04800880,0.25339488,0.14594366
-5.59179590,2.16078338,0.00059314,0.02914217,0.56274036,0.82498941,0.02104534,1.08046638,0.26180636,0.15071943
-5.58579290,2.22120045,0.00067418,0.02855423,0.58145951,0.84696888,0.02106243,1.11372789,0.27081767,0.15570905
-5.57978989,2.28200942,0.00076869,0.02789026,0.60102472,0.86843072,0.02097686,1.14767704,0.28039355,0.16089994
-5.57378689,2.34298422,0.00087826,0.02716594,0.62126335,0.88934526,0.02079192,1.18213890,0.29047989,0.16626788
-5.56778389,2.40380811,0.00100446,0.02639713,0.64196024,0.90967081,0.02051287,1.21687982,0.30100384,0.17177677
-5.56178089,2.46407547,0.00114880,0.02559954,0.66286170,0.92935249,0.02014670,1.25161012,0.31187457,0.17737894
-5.55577789,2.52329792,0.00131266,0.02478834,0.68368142,0.94832173,0.01970195,1.28598938,0.32298483,0.18301595
-5.54977489,2.58091433,0.00149725,0.02397781,0.70410793,0.96649641,0.01918845,1.31963412,0.33421304,0.18861996
-5.54377189,2.63630423,0.00170351,0.02318111,0.72381336,0.98378152,0.01861697,1.35212757,0.34542600,0.19411547
-5.53776888,2.68880396,0.00193204,0.02241000,0.74246308,1.00007025,0.01799895,1.38303090,0.35648195,0.19942151
-5.53176588,2.73772442,0.00218306,0.02167472,0.75972563,1.01524541,0.01734609,1.41189539,0.36723399,0.20445407
-5.52576288,2.78236985,0.00245627,0.02098383,0.77528267,1.02918107,0.01667001,1.43827498,0.37753348,0.20912865
-5.51975988,2.82205646,0.00275086,0.02034422,0.78883830,1.04174433,0.01598195,1.46173856,0.38723351,0.21336296
-5.51375688,2.85613025,0.00306541,0.01976108,0.80012740,1.05279718,0.01529243,1.48188145,0.39619219,0.21707939
-5.50775388,2.88398335,0.00339785,0.01923796,0.80892267,1.06219833,0.01461102,1.49833572,0.40427562,0.22020752
-5.50175088,2.90506827,0.00374545,0.01877697,0.81504013,1.06980519,0.01394609,1.51077886,0.41136053,0.22268614
-5.49574787,2.91890990,0.00410483,0.01837887,0.81834285,1.07547595,0.01330469,1.51894073,0.41733654,0.22446514
-5.48974487,2.92511510,0.00447196,0.01804335,0.81874298,1.07907174,0.01269242,1.52260871,0.42210800,0.22550684
-5.48374187,2.92337988,0.00484223,0.01776922,0.81620209,1.08045918,0.01211347,1.52163094,0.42559541,0.22578706
-5.47773887,2.91349448,0.00521054,0.01755477,0.81073002,1.07951323,0.01157054,1.51591800,0.42773648,0.22529563
-5.47173587,2.89534663,0.00557137,0.01739796,0.80238236,1.07612035,0.01106505,1.50544310,0.42848687,0.22403664
-5.46573287,2.86892326,0.00591896,0.01729677,0.79125695,1.07018225,0.01059716,1.49024108,0.42782068,0.22202813
-5.45972986,2.83431109,0.00624744,0.01724941,0.77748969,1.06161984,0.01016601,1.47040655,0.42573072,0.21930162
-5.45372686,2.79169618,0.00655099,0.01725462,0.76124977,1.05037766,0.00976990,1.44609127,0.42222857,0.21590119
-5.44772386,2.74136283,0.00682402,0.01731181,0.74273480,1.03642831,0.00940647,1.41750117,0.41734446,0.21188235
-5.44172086,2.68369167,0.00706137,0.01742121,0.72216592,1.01977688,0.00907296,1.38489295,0.41112707,0.20731074
-5.43571786,2.61915699,0.00725845,0.01758399,0.69978305,1.00046509,0.00876640,1.34857045,0.40364302,0.20226061
-5.42971486,2.54832302,0.00741141,0.01780219,0.67584042,0.97857478,0.00848380,1.30888075,0.39497621,0.19681317
-5.42371186,2.47183901,0.00751729,0.01807870,0.65060244,0.95423048,0.00822228,1.26620995,0.38522689,0.19105484
-5.41770885,2.39043272,0.00757411,0.01841710,0.62433986,0.92760093,0.00797927,1.22097852,0.37451033,0.18507544
-5.41170585,2.30490220,0.00758092,0.01882141,0.59732618,0.89889911,0.00775255,1.17363616,0.36295523,0.17896634
-5.40570285,2.21610551,0.00753787,0.01929583,0.56983430,0.86838074,0.00754033,1.12465603,0.35070164,0.17281861
-5.39969985,2.12494842,0.00744618,0.01984442,0.54213332,0.83634122,0.00734125,1.07452833,0.33789852,0.16672113
-5.39369685,2.03237020,0.00730812,0.02047068,0.51448545,0.80311093,0.00715438,1.02375324,0.32470097,0.16075887
-5.38769385,1.93932769,0.00712687,0.02117722,0.48714305,0.76904913,0.00697917,0.97283326,0.31126707,0.15501115
-5.38169085,1.84677820,0.00690647,0.02196537,0.46034564,0.73453664,0.00681538,0.92226526,0.29775460,0.14955016
-5.37568784,1.75566174,0.00665162,0.02283488,0.43431718,0.69996767,0.00666296,0.87253224,0.28431751,0.14443966
-5.36968484,1.66688344,0.00636754,0.02378362,0.40926347,0.66574111,0.00652201,0.82409531,0.27110260,0.13973388
-5.36368184,1.58129693,0.00605980,0.02480744,0.38536985,0.63225188,0.00639263,0.77738612,0.25824627,0.13547682
-5.35767884,1.49968940,0.00573412,0.02590008,0.36279935,0.59988255,0.00627488,0.73280018,0.24587164,0.13170185
-5.35167584,1.42276930,0.00539623,0.02705321,0.34169129,0.56899590,0.00616866,0.69069123,0.23408618,0.12843173
-5.34567284,1.35115716,0.00505163,0.02825662,0.32216055,0.53992858,0.00607369,0.65136717,0.22297990,0.12567904
-5.33966983,1.28538011,0.00470555,0.02949848,0.30429747,0.51298628,0.00598950,0.61508762,0.21262431,0.12344698
-5.33366683,1.22587028,0.00436273,0.03076578,0.28816853,0.48844049,0.00591538,0.58206323,0.20307198,0.12173058
-5.32766383,1.17296710,0.00402739,0.03204481,0.27381767,0.46652709,0.00585043,0.55245685,0.19435702,0.12051824
-5.32166083,1.12692330,0.00370314,0.03332175,0.26126833,0.44744649,0.00579364,0.52638632,0.18649610,0.11979351
-5.31565783,1.08791398,0.00339294,0.03458329,0.25052603,0.43136532,0.00574391,0.50392879,0.17949021,0.11953708
-5.30965483,1.05604823,0.00309911,0.03581724,0.24158130,0.41841944,0.00570016,0.48512617,0.17332686,0.11972880
-5.30365183,1.03138230,0.00282334,0.03701318,0.23441298,0.40871776,0.00566144,0.46999139,0.16798262,0.12034966
-5.29764882,1.01393339,0.00256672,0.03816294,0.22899143,0.40234671,0.00562699,0.45851503,0.16342592,0.12138363
-5.29164582,1.00369321,0.00232981,0.03926111,0.22528170,0.39937487,0.00559634,0.45067185,0.15961977,0.12281923
-5.28564282,1.00064018,0.00211272,0.04030530,0.22324629,0.39985729,0.00556937,0.44642688,0.15652445,0.12465073
-5.27963982,1.00474971,0.00191516,0.04129633,0.22284748,0.40383933,0.00554638,0.44574057,0.15409978,0.12687887
-5.27363682,1.01600165,0.00173653,0.04223826,0.22404894,0.41135966,0.00552808,0.44857285,0.15230713,0.12951115
-5.26763382,1.03438468,0.00157603,0.04313820,0.22681677,0.42245216,0.00551560,0.45488578,0.15111079,0.13256155
-5.26163082,1.05989739,0.00143269,0.04400605,0.23111965,0.43714676,0.00551045,0.46464473,0.15047894,0.13604979
-5.25562781,1.09254607,0.00130545,0.04485396,0.23692837,0.45546905,0.00551442,0.47781812,0.15038397,0.14000004
-5.24962481,1.13233945,0.00119323,0.04569582,0.24421466,0.47743889,0.00552952,0.49437573,0.15080237,0.14443935
-5.24362181,1.17928099,0.00109497,0.04654658,0.25294948,0.50306803,0.00555779,0.51428589,0.15171412,0.14939558
-5.23761881,1.23335925,0.00100964,0.04742150,0.26310093,0.53235714,0.00560124,0.53751176,0.15310171,0.15489532
-5.23161581,1.29453701,0.00093628,0.04833540,0.27463193,0.56529227,0.00566163,0.56400698,0.15494899,0.16096160
-5.22561281,1.36274016,0.00087401,0.04930196,0.28749779,0.60184131,0.00574033,0.59371109,0.15723978,0.16761165
-5.21960980,1.43784683,0.00082205,0.05033305,0.30164399,0.64195040,0.00583819,0.62654499,0.15995654,0.17485482
-5.21360680,1.51967767,0.00077968,0.05143808,0.31700413,0.68554082,0.00595541,0.66240680,0.16307906,0.18269079
-5.20760380,1.60798778,0.00074623,0.05262357,0.33349841,0.73250639,0.00609142,0.70116833,0.16658338,0.19110807
-5.20160080,1.70246069,0.00072110,0.05389278,0.35103252,0.78271158,0.00624482,0.74267236,0.17044089,0.20008296
-5.19559780,1.80270476,0.00070373,0.05524543,0.36949713,0.83599032,0.00641334,0.78673090,0.17461777,0.20957894
-5.18959480,1.90825195,0.00069357,0.05667765,0.38876802,0.89214573,0.00659386,0.83312434,0.17907468,0.21954650
-5.18359180,2.01855895,0.00069006,0.05818202,0.40870666,0.95095035,0.00678246,0.88160169,0.18376682,0.22992355
-5.17758879,2.13301041,0.00069266,0.05974766,0.42916143,1.01214721,0.00697451,0.93188155,0.18864420,0.24063608
-5.17158579,2.25092389,0.00070077,0.06136053,0.44996917,1.07545109,0.00716481,0.98365391,0.19365215,0.25159935
-5.16558279,2.37155616,0.00071381,0.06300374,0.47095713,1.14055024,0.00734773,1.03658242,0.19873206,0.26271929
-5.15957979,2.49411028,0.00073111,0.06465798,0.49194505,1.20710809,0.00751743,1.09030711,0.20382221,0.27389415
-5.15357679,2.61774309,0.00075202,0.06630190,0.51274741,1.27476488,0.00766807,1.14444728,0.20885863,0.28501633
-5.14757379,2.74157271,0.00077582,0.06791265,0.53317562,1.34313914,0.00779401,1.19860445,0.21377607,0.29597426
-5.14157079,2.86468572,0.00080179,0.06946632,0.55304020,1.41182883,0.00788999,1.25236528,0.21850885,0.30665423
-5.13556778,2.98614389,0.00082916,0.07093843,0.57215268,1.48041226,0.00795140,1.30530439,0.22299172,0.31694231
-5.12956478,3.10499036,0.00085718,0.07230439,0.59032747,1.54844872,0.00797438,1.35698709,0.22716066,0.32672599
-5.12356178,3.22025552,0.00088509,0.07354001,0.60738345,1.61547910,0.00795602,1.40697210,0.23095355,0.33589586
-5.11755878,3.33096258,0.00091215,0.07462192,0.62314544,1.68102647,0.00789442,1.45481436,0.23431084,0.34434707
-5.11155578,3.43613344,0.00093762,0.07552799,0.63744560,1.74459716,0.00778879,1.50006803,0.23717616,0.35198065
-5.10555278,3.53479503,0.00096083,0.07623780,0.65012471,1.80568224,0.00763943,1.54228992,0.23949696,0.35870479
-5.09954977,3.62598670,0.00098114,0.07673304,0.66103358,1.86376002,0.00744775,1.58104349,0.24122503,0.36443600
-5.09354677,3.70876891,0.00099797,0.07699791,0.67003451,1.91829960,0.00721616,1.61590354,0.24231725,0.36910013
-5.08754377,3.78223372,0.00101083,0.07701954,0.67700290,1.96876570,0.00694800,1.64646166,0.24273619,0.37263348
-5.08154077,3.84551706,0.00101929,0.07678835,0.68182910,2.01462509,0.00664741,1.67233258,0.24245085,0.37498381
-5.07553777,3.89781307,0.00102301,0.07629844,0.68442042,2.05535444,0.00631912,1.69316131,0.24143747,0.37611131
-5.06953477,3.93839014,0.00102175,0.07554790,0.68470336,2.09044975,0.00596835,1.70863094,0.23968024,0.37598971
-5.06353177,3.96660857,0.00101538,0.07453912,0.68262593,2.11943705,0.00560057,1.71847094,0.23717213,0.37460715
-5.05752876,3.98193910,0.00100383,0.07327903,0.67815998,2.14188426,0.00522137,1.72246573,0.23391554,0.37196719
-5.05152576,3.98398186,0.00098718,0.07177927,0.67130350,2.15741373,0.00483624,1.72046301,0.22992289,0.36808962
-5.04552276,3.97248478,0.00096557,0.07005626,0.66208264,2.16571507,0.00445047,1.71238165,0.22521712,0.36301114
-5.03951976,3.94736067,0.00093925,0.06813124,0.65055335,2.16655768,0.00406898,1.69821868,0.21983184,0.35678589
-5.03351676,3.90870195,0.00090853,0.06603013,0.63680251,2.15980253,0.00369620,1.67805481,0.21381137,0.34948565
-5.02751376,3.85679213,0.00087384,0.06378332,0.62094840,2.14541246,0.00333605,1.65205838,0.20721045,0.34119973
-5.02151076,3.79211328,0.00083564,0.06142536,0.60314038,2.12346057,0.00299180,1.62048710,0.20009363,0.33203459
-5.01550775,3.71534866,0.00079444,0.05899451,0.58355769,2.09413606,0.00266613,1.58368759,0.19253443,0.32211287
-5.00950475,3.62738002,0.00075082,0.05653217,0.56240742,2.05774714,0.00236104,1.54209235,0.18461417,0.31157218
-5.00350175,3.52927921,0.00070535,0.05408228,0.53992150,2.01472071,0.00207794,1.49621420,0.17642058,0.30056327
-4.99749875,3.42229404,0.00065862,0.05169060,0.51635297,1.96559847,0.00181767,1.44663822,0.16804623,0.28924789
-4.99149575,3.30782843,0.00061123,0.04940389,0.49197136,1.91102950,0.00158054,1.39401135,0.15958673,0.27779619
-4.98549275,3.18741735,0.00056375,0.04726913,0.46705762,1.85175926,0.00136638,1.33902980,0.15113899,0.26638377
-4.97948974,3.06269700,0.00051671,0.04533268,0.44189846,1.78861529,0.00117467,1.28242481,0.14279932,0.25518843
-4.97348674,2.93537113,0.00047062,0.04363942,0.41678054,1.72248994,0.00100456,1.22494696,0.13466165,0.24438676
-4.96748374,2.80717450,0.00042592,0.04223200,0.39198455,1.65432061,0.00085494,1.16734970,0.12681591,0.23415054
-4.96148074,2.67983445,0.00038299,0.04115003,0.36777943,1.58506805,0.00072457,1.11037247,0.11934644,0.22464318
-4.95547774,2.55503187,0.00034217,0.04042942,0.34441698,1.51569343,0.00061208,1.05472393,0.11233074,0.21601622
-4.94947474,2.43436270,0.00030371,0.04010177,0.32212689,1.44713491,0.00051607,1.00106596,0.10583838,0.20840602
-4.94347174,2.31930138,0.00026781,0.04019389,0.30111249,1.38028457,0.00043512,0.94999880,0.09993015,0.20193075
-4.93746873,2.21116708,0.00023460,0.04072731,0.28154725,1.31596629,0.00036790,0.90204774,0.09465749,0.19668771
-4.93146573,2.11109412,0.00020414,0.04171806,0.26357211,1.25491563,0.00031311,0.85765197,0.09006215,0.19275119
-4.92546273,2.02000730,0.00017645,0.04317636,0.24729373,1.19776212,0.00026959,0.81715568,0.08617606,0.19017074
-4.91945973,1.93860308,0.00015150,0.04510658,0.23278368,1.14501482,0.00023628,0.78080181,0.08302135,0.18897007
-4.91345673,1.86733699,0.00012919,0.04750712,0.22007844,1.09705157,0.00021225,0.74872864,0.08061059,0.18914654
-4.90745373,1.80641789,0.00010943,0.05037046,0.20918030,1.05411228,0.00019672,0.72096924,0.07894706,0.19067121
-4.90145073,1.75580903,0.00009206,0.05368324,0.20005901,1.01629655,0.00018902,0.69745374,0.07802517,0.19348950
-4.89544772,1.71523590,0.00007692,0.05742631,0.19265411,0.98356571,0.00018861,0.67801447,0.07783088,0.19752243
-4.88944472,1.68420051,0.00006384,0.06157491,0.18687781,0.95574905,0.00019504,0.66239369,0.07834211,0.20266835
-4.88344172,1.66200165,0.00005262,0.06609879,0.18261835,0.93255418,0.00020798,0.65025359,0.07952918,0.20880514
-4.87743872,1.64776017,0.00004308,0.07096235,0.17974361,0.91358088,0.00022716,0.64118837,0.08135521,0.21579282
-4.87143572,1.64044870,0.00003504,0.07612482,0.17810508,0.89833806,0.00025239,0.63473784,0.08377650,0.22347647
-4.86543272,1.63892435,0.00002831,0.08154040,0.17754177,0.88626302,0.00028351,0.63040218,0.08674285,0.23168934
-4.85942971,1.64196370,0.00002275,0.08715854,0.17788421,0.87674236,0.00032037,0.62765732,0.09019796,0.24025624
-4.85342671,1.64829852,0.00001818,0.09292413,0.17895836,0.86913368,0.00036286,0.62597048,0.09407978,0.24899687
-4.84742371,1.65665131,0.00001448,0.09877791,0.18058927,0.86278724,0.00041085,0.62481528,0.09832096,0.25772928
-4.84142071,1.66576953,0.00001152,0.10465688,0.18260461,0.85706682,0.00046418,0.62368606,0.10284942,0.26627322
-4.83541771,1.67445738,0.00000919,0.11049497,0.18483781,0.85136910,0.00052267,0.62211092,0.10758904,0.27445344
-4.82941471,1.68160449,0.00000741,0.11622378,0.18713097,0.84514080,0.00058613,0.61966302,0.11246054,0.28210279
-4.82341171,1.68621075,0.00000611,0.12177361,0.18933738,0.83789324,0.00065432,0.61597005,0.11738263,0.28906520
-4.81740870,1.68740669,0.00000523,0.12707464,0.19132377,0.82921376,0.00072698,0.61072145,0.12227339,0.29519843
-4.81140570,1.68446940,0.00000473,0.13205837,0.19297216,0.81877406,0.00080384,0.60367337,0.12705189,0.30037659
-4.80540270,1.67683365,0.00000459,0.13665932,0.19418144,0.80633504,0.00088463,0.59465136,0.13164020,0.30449244
-4.79939970,1.66409835,0.00000481,0.14081684,0.19486864,0.79174859,0.00096913,0.58355079,0.13596555,0.30745939
-4.79339670,1.64602875,0.00000541,0.14447712,0.19496991,0.77495630,0.00105716,0.57033514,0.13996278,0.30921324
-4.78739370,1.62255451,0.00000641,0.14759530,0.19444125,0.75598548,0.00114864,0.55503244,0.14357691,0.30971359
-4.78139070,1.59376430,0.00000787,0.15013758,0.19325893,0.73494299,0.00124360,0.53773011,0.14676581,0.30894487
-4.77538769,1.55989729,0.00000987,0.15208324,0.19141975,0.71200725,0.00134227,0.51856844,0.14950285,0.30691708
-4.76938469,1.52133211,0.00001248,0.15342652,0.18894093,0.68741892,0.00144506,0.49773307,0.15177940,0.30366599
-4.76338169,1.47857381,0.00001583,0.15417822,0.18585983,0.66147081,0.00155263,0.47544693,0.15360702,0.29925298
-4.75737869,1.43223926,0.00002005,0.15436691,0.18223329,0.63449741,0.00166593,0.45196167,0.15501934,0.29376438
-4.75137569,1.38304144,0.00002530,0.15403969,0.17813674,0.60686449,0.00178622,0.42754927,0.15607325,0.28731023
-4.74537269,1.33177287,0.00003176,0.15326241,0.17366295,0.57895905,0.00191508,0.40249369,0.15684957,0.28002260
-4.73936968,1.27928867,0.00003965,0.15211924,0.16892040,0.55117996,0.00205445,0.37708315,0.15745284,0.27205333
-4.73336668,1.22648926,0.00004919,0.15071160,0.16403137,0.52392938,0.00220659,0.35160295,0.15801026,0.26357126
-4.72736368,1.17430306,0.00006064,0.14915646,0.15912958,0.49760516,0.00237409,0.32632919,0.15866976,0.25475898
-4.72136068,1.12366918,0.00007428,0.14758392,0.15435750,0.47259418,0.00255983,0.30152330,0.15959704,0.24580921
-4.71535768,1.07552034,0.00009039,0.14613420,0.14986340,0.44926657,0.00276691,0.27742756,0.16097179,0.23692070
-4.70935468,1.03076608,0.00010927,0.14495408,0.14579797,0.42797097,0.00299861,0.25426160,0.16298294,0.22829400
-4.70335168,0.99027639,0.00013124,0.14419286,0.14231086,0.40903033,0.00325827,0.23221983,0.16582326,0.22012701
-4.69734867,0.95486603,0.00015661,0.14399805,0.13954695,0.39273862,0.00354923,0.21146980,0.16968321,0.21261045
-4.69134567,0.92527950,0.00018568,0.14451082,0.13764265,0.37935787,0.00387465,0.19215147,0.17474452,0.20592352
-4.68534267,0.90217717,0.00021873,0.14586139,0.13672218,0.36911586,0.00423744,0.17437713,0.18117344,0.20022966
-4.67933967,0.88612272,0.00025603,0.14816466,0.13689401,0.36220410,0.00464010,0.15823219,0.18911411,0.19567278
-4.67333667,0.87757214,0.00029779,0.15151602,0.13824771,0.35877621,0.00508461,0.14377640,0.19868217,0.19237386
-4.66733367,0.87686475,0.00034418,0.15598776,0.14085103,0.35894663,0.00557228,0.13104563,0.20995902,0.19042820
-4.66133067,0.88421651,0.00039532,0.16162601,0.14474766,0.36278972,0.00610364,0.12005408,0.22298686,0.18990333
-4.65532766,0.89971590,0.00045124,0.16844854,0.14995556,0.37033930,0.00667837,0.11079668,0.23776493,0.19083773
-4.64932466,0.92332277,0.00051192,0.17644345,0.15646606,0.38158861,0.00729524,0.10325168,0.25424697,0.19324037
-4.64332166,0.95487018,0.00057721,0.18556882,0.16424371,0.39649086,0.00795203,0.09738336,0.27234032,0.19709104
