energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,5.16463336,0.11980067,0.00000000,0.06649965,0.08886535,3.28395823,2.10334461,0.01742700,2.98313704
-5.99399700,5.25654435,0.12659556,0.00000000,0.06891286,0.09252293,3.35908494,2.11813440,0.01822242,3.03769764
-5.98799400,5.34028363,0.13362718,0.00000000,0.07142935,0.09598630,3.42884449,2.13068640,0.01905185,3.08728367
-5.98199100,5.41533291,0.14082361,0.00000000,0.07405523,0.09923480,3.49294808,2.14092768,0.01991302,3.13157415
-5.97598799,5.48141251,0.14810501,0.00000000,0.07679938,0.10225499,3.55123019,2.14886406,0.02080400,3.17037778
-5.96998499,5.53847483,0.15538494,0.00000000,0.07967331,0.10504010,3.60364175,2.15457398,0.02172315,3.20363053
-5.96398199,5.58668889,0.16257189,0.00000000,0.08269068,0.10758933,3.65023856,2.15819970,0.02266914,3.23138828
-5.95797899,5.62641619,0.16957106,0.00000000,0.08586664,0.10990701,3.69116536,2.15993595,0.02364089,3.25381459
-5.95197599,5.65817896,0.17628639,0.00000000,0.08921690,0.11200157,3.72663619,2.16001617,0.02463749,3.27116429
-5.94597299,5.68262208,0.18262270,0.00000000,0.09275665,0.11388444,3.75691200,2.15869707,0.02565820,3.28376346
-5.93996998,5.70047073,0.18848806,0.00000000,0.09649926,0.11556894,3.78227688,2.15624183,0.02670230,3.29198715
-5.93396698,5.71248594,0.19379615,0.00000000,0.10045503,0.11706912,3.80301399,2.15290304,0.02776904,3.29623582
-5.92796398,5.71942028,0.19846866,0.00000000,0.10462979,0.11839873,3.81938300,2.14890597,0.02885756,3.29691197
-5.92196098,5.72197644,0.20243757,0.00000000,0.10902368,0.11957021,3.83160009,2.14443331,0.02996683,3.29439823
-5.91595798,5.72077051,0.20564729,0.00000000,0.11363003,0.12059390,3.83982209,2.13961202,0.03109560,3.28903821
-5.90995498,5.71630227,0.20805652,0.00000000,0.11843442,0.12147744,3.84413548,2.13450322,0.03224235,3.28112109
-5.90395198,5.70893370,0.20963972,0.00000000,0.12341405,0.12222531,3.84455127,2.12909562,0.03340528,3.27087081
-5.89794897,5.69887693,0.21038818,0.00000000,0.12853733,0.12283865,3.84100583,2.12330303,0.03458230,3.25844037
-5.89194597,5.68619175,0.21031058,0.00000000,0.13376390,0.12331521,3.83336789,2.11696591,0.03577101,3.24391132
-5.88594297,5.67079266,0.20943300,0.00000000,0.13904494,0.12364961,3.82145106,2.10985727,0.03696876,3.22729842
-5.87993997,5.65246463,0.20779831,0.00000000,0.14432380,0.12383369,3.80503127,2.10169223,0.03817264,3.20855884
-5.87393697,5.63088612,0.20546505,0.00000000,0.14953702,0.12385702,3.78386780,2.09214105,0.03937948,3.18760514
-5.86793397,5.60565793,0.20250576,0.00000000,0.15461559,0.12370755,3.75772678,2.08084475,0.04058588,3.16432106
-5.86193097,5.57633563,0.19900476,0.00000000,0.15948647,0.12337234,3.72640541,2.06743259,0.04178816,3.13857898
-5.85592796,5.54246354,0.19505563,0.00000000,0.16407427,0.12283830,3.68975550,2.05154036,0.04298241,3.11025760
-5.84992496,5.50360822,0.19075830,0.00000000,0.16830315,0.12209298,3.64770457,2.03282864,0.04416439,3.07925892
-5.84392196,5.45938922,0.18621601,0.00000000,0.17209863,0.12112528,3.60027341,2.01100005,0.04532951,3.04552306
-5.83791896,5.40950556,0.18153214,0.00000000,0.17538953,0.11992623,3.54758853,1.98581453,0.04647276,3.00904010
-5.83191596,5.35375646,0.17680716,0.00000000,0.17810978,0.11848959,3.48988899,1.95710213,0.04758867,2.96985818
-5.82591296,5.29205533,0.17213574,0.00000000,0.18020008,0.11681244,3.42752676,1.92477256,0.04867118,2.92808726
-5.81990995,5.22443659,0.16760411,0.00000000,0.18160945,0.11489574,3.36096073,1.88882128,0.04971368,2.88389837
-5.81390695,5.15105536,0.16328785,0.00000000,0.18229647,0.11274475,3.29074447,1.84933194,0.05070885,2.83751854
-5.80790395,5.07218047,0.15925004,0.00000000,0.18223037,0.11036940,3.21750852,1.80647516,0.05164876,2.78922170
-5.80190095,4.98818176,0.15553998,0.00000000,0.18139173,0.10778471,3.14193806,1.76050417,0.05252477,2.73931626
-5.79589795,4.89951285,0.15219237,0.00000000,0.17977304,0.10501102,3.06474743,1.71174745,0.05332769,2.68813024
-5.78989495,4.80669107,0.14922703,0.00000000,0.17737879,0.10207432,2.98665287,1.66059923,0.05404776,2.63599497
-5.78389195,4.71027606,0.14664908,0.00000000,0.17422547,0.09900655,2.90834514,1.60750844,0.05467488,2.58322853
-5.77788894,4.61084879,0.14444962,0.00000000,0.17034110,0.09584580,2.83046367,1.55296678,0.05519870,2.53012002
-5.77188594,4.50899264,0.14260679,0.00000000,0.16576469,0.09263666,2.75357373,1.49749686,0.05560892,2.47691574
-5.76588294,4.40527791,0.14108713,0.00000000,0.16054535,0.08943047,2.67814808,1.44164093,0.05589547,2.42380832
-5.75987994,4.30025089,0.13984737,0.00000000,0.15474120,0.08628557,2.60455410,1.38595083,0.05604884,2.37092940
-5.75387694,4.19442826,0.13883624,0.00000000,0.14841819,0.08326755,2.53304729,1.33097974,0.05606033,2.31834659
-5.74787394,4.08829714,0.13799657,0.00000000,0.14164870,0.08044942,2.46377142,1.27727591,0.05592240,2.26606485
-5.74187094,3.98232080,0.13726742,0.00000000,0.13451003,0.07791174,2.39676545,1.22537858,0.05562892,2.21403230
-5.73586793,3.87694945,0.13658626,0.00000000,0.12708294,0.07574257,2.33197674,1.17581598,0.05517550,2.16215023
-5.72986493,3.77263526,0.13589105,0.00000000,0.11944997,0.07403731,2.26927980,1.12910528,0.05455970,2.11028665
-5.72386193,3.66985040,0.13512233,0.00000000,0.11169399,0.07289832,2.20849957,1.08575400,0.05378128,2.05829279
-5.71785893,3.56910674,0.13422511,0.00000000,0.10389661,0.07243424,2.14943776,1.04626234,0.05284238,2.00602139
-5.71185593,3.47097535,0.13315066,0.00000000,0.09613684,0.07275908,2.09190085,1.01112602,0.05174758,1.95334597
-5.70585293,3.37610445,0.13185803,0.00000000,0.08848975,0.07399091,2.03572808,0.98083871,0.05050405,1.90017972
-5.69984992,3.28523385,0.13031536,0.00000000,0.08102540,0.07625019,1.98081790,0.95589352,0.04912145,1.84649318
-5.69384692,3.19920476,0.12850096,0.00000000,0.07380788,0.07965778,1.92715134,0.93678301,0.04761196,1.79232943
-5.68784392,3.11896342,0.12640404,0.00000000,0.06689461,0.08433244,1.87481108,0.92399704,0.04599007,1.73781617
-5.68184092,3.04555793,0.12402519,0.00000000,0.06033582,0.09038812,1.82399500,0.91801816,0.04427245,1.68317372
