energy_ev,total_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,1.77073378,0.73598431,0.56106519,0.00923322,0.99928488,0.12187271,0.00003907
-5.99399700,1.84552277,0.77069007,0.58418091,0.00970873,1.04892662,0.12131227,0.00004152
-5.98799400,1.91326399,0.80252426,0.60491827,0.01017932,1.09450969,0.12030791,0.00004387
-5.98199100,1.97297211,0.83105085,0.62294562,0.01064518,1.13535782,0.11888286,0.00004610
-5.97598799,2.02380007,0.85589271,0.63797655,0.01110750,1.17087796,0.11706614,0.00004818
-5.96998499,2.06506882,0.87674297,0.64978041,0.01156862,1.20057959,0.11489256,0.00005009
-5.96398199,2.09629180,0.89337398,0.65819129,0.01203200,1.22409068,0.11240267,0.00005182
-5.95797899,2.11719289,0.90564314,0.66311483,0.01250232,1.24116941,0.10964256,0.00005336
-5.95197599,2.12771665,0.91349560,0.66453266,0.01298531,1.25171110,0.10666355,0.00005469
-5.94597299,2.12803026,0.91696339,0.66250397,0.01348773,1.25575000,0.10352161,0.00005581
-5.93996998,2.11851696,0.91616137,0.65716432,0.01401708,1.25345574,0.10027667,0.00005672
-5.93396698,2.09976117,0.91128003,0.64872146,0.01458143,1.24512476,0.09699157,0.00005743
-5.92796398,2.07252602,0.90257570,0.63744848,0.01518904,1.23116710,0.09373092,0.00005794
-5.92196098,2.03772425,0.89035866,0.62367453,0.01584800,1.21208919,0.09055960,0.00005825
-5.91595798,1.99638410,0.87497998,0.60777352,0.01656587,1.18847368,0.08754122,0.00005838
-5.90995498,1.94961164,0.85681764,0.59015132,0.01734916,1.16095721,0.08473635,0.00005834
-5.90395198,1.89855154,0.83626283,0.57123211,0.01820299,1.13020733,0.08220070,0.00005815
-5.89794897,1.84434805,0.81370704,0.55144439,0.01913057,1.09689959,0.07998338,0.00005780
-5.89194597,1.78810799,0.78953060,0.53120736,0.02013286,1.06169594,0.07812514,0.00005732
-5.88594297,1.73086737,0.76409316,0.51091818,0.02120821,1.02522536,0.07665687,0.00005671
-5.87993997,1.67356309,0.73772637,0.49094074,0.02235211,0.98806734,0.07559830,0.00005598
-5.87393697,1.61701058,0.71072910,0.47159622,0.02355702,0.95073909,0.07495705,0.00005513
-5.86793397,1.56188815,0.68336495,0.45315582,0.02481229,0.91368640,0.07472805,0.00005418
-5.86193097,1.50872844,0.65586216,0.43583590,0.02610425,0.87727864,0.07489345,0.00005313
-5.85592796,1.45791666,0.62841542,0.41979554,0.02741638,0.84180743,0.07542293,0.00005198
-5.84992496,1.40969537,0.60118934,0.40513649,0.02872966,0.80748901,0.07627450,0.00005073
-5.84392196,1.36417505,0.57432300,0.39190537,0.03002299,0.77446953,0.07739584,0.00004940
-5.83791896,1.32134949,0.54793522,0.38009784,0.03127377,0.74283291,0.07872596,0.00004798
-5.83191596,1.28111489,0.52212996,0.36966451,0.03245857,0.71261047,0.08019728,0.00004648
-5.82591296,1.24329157,0.49700149,0.36051814,0.03355386,0.68379173,0.08173804,0.00004492
-5.81990995,1.20764697,0.47263896,0.35254171,0.03453681,0.65633567,0.08327490,0.00004329
-5.81390695,1.17391886,0.44913010,0.34559712,0.03538606,0.63018190,0.08473559,0.00004161
-5.80790395,1.14183769,0.42656384,0.33953395,0.03608255,0.60526108,0.08605161,0.00003990
-5.80190095,1.11114720,0.40503181,0.33419798,0.03661025,0.58150437,0.08716082,0.00003818
-5.79589795,1.08162242,0.38462884,0.32943927,0.03695677,0.55885134,0.08800977,0.00003645
-5.78989495,1.05308463,0.36545227,0.32511930,0.03711396,0.53725634,0.08855572,0.00003476
-5.78389195,1.02541281,0.34760061,0.32111716,0.03707825,0.51669311,0.08876824,0.00003311
-5.77788894,0.99855143,0.33117142,0.31733449,0.03685086,0.49715759,0.08863033,0.00003153
-5.77188594,0.97251446,0.31625885,0.31369924,0.03643794,0.47866912,0.08813902,0.00003007
-5.76588294,0.94738579,0.30295089,0.31016796,0.03585032,0.46127008,0.08730540,0.00002873
-5.75987994,0.92331625,0.29132667,0.30672688,0.03510330,0.44502411,0.08615416,0.00002756
-5.75387694,0.90051758,0.28145387,0.30339164,0.03421611,0.43001323,0.08472250,0.00002658
-5.74787394,0.87925373,0.27338637,0.30020584,0.03321130,0.41633399,0.08305865,0.00002582
-5.74187094,0.85982998,0.26716238,0.29723857,0.03211399,0.40409294,0.08121997,0.00002532
-5.73586793,0.84258036,0.26280286,0.29458091,0.03095108,0.39340165,0.07927069,0.00002510
-5.72986493,0.82785395,0.26031044,0.29234169,0.02975027,0.38437140,0.07727947,0.00002518
-5.72386193,0.81600038,0.25966881,0.29064267,0.02853926,0.37710791,0.07531675,0.00002560
-5.71785893,0.80735533,0.26084240,0.28961319,0.02734479,0.37170610,0.07345222,0.00002637
-5.71185593,0.80222622,0.26377658,0.28938461,0.02619186,0.36824524,0.07175219,0.00002751
-5.70585293,0.80087865,0.26839806,0.29008460,0.02510296,0.36678442,0.07027727,0.00002905
-5.69984992,0.80352403,0.27461571,0.29183156,0.02409750,0.36735865,0.06908026,0.00003098
-5.69384692,0.81030856,0.28232158,0.29472915,0.02319125,0.36997549,0.06820429,0.00003332
-5.68784392,0.82130411,0.29139216,0.29886125,0.02239608,0.37461248,0.06768142,0.00003606
-5.68184092,0.83650097,0.30168994,0.30428741,0.02171968,0.38121529,0.06753163,0.00003920
-5.67583792,0.85580280,0.31306509,0.31103887,0.02116560,0.38969664,0.06776216,0.00004272
-5.66983492,0.87902387,0.32535739,0.31911539,0.02073332,0.39993604,0.06836741,0.00004661
-5.66383192,0.90588859,0.33839826,0.32848278,0.02041848,0.41178032,0.06932910,0.00005084
-5.65782891,0.93603344,0.35201295,0.33907145,0.02021325,0.42504493,0.07061696,0.00005537
-5.65182591,0.96901112,0.36602277,0.35077586,0.02010676,0.43951596,0.07218969,0.00006016
-5.64582291,1.00429701,0.38024736,0.36345499,0.02008560,0.45495289,0.07399630,0.00006516
-5.63981991,1.04129757,0.39450689,0.37693385,0.02013439,0.47109196,0.07597767,0.00007032
-5.63381691,1.07936079,0.40862422,0.39100601,0.02023636,0.48765005,0.07806832,0.00007557
-5.62781391,1.11778821,0.42242681,0.40543715,0.02037393,0.50432916,0.08019841,0.00008084
-5.62181091,1.15584844,0.43574848,0.41996960,0.02052927,0.52082125,0.08229575,0.00008606
-5.61580790,1.19279189,0.44843090,0.43432769,0.02068484,0.53681345,0.08428787,0.00009116
-5.60980490,1.22786626,0.46032480,0.44822389,0.02082387,0.55199356,0.08610410,0.00009604
-5.60380190,1.26033266,0.47129092,0.46136565,0.02093079,0.56605569,0.08767757,0.00010065
-5.59779890,1.28948183,0.48120073,0.47346258,0.02099160,0.57870605,0.08894698,0.00010490
-5.59179590,1.31465018,0.48993690,0.48423397,0.02099416,0.58966867,0.08985834,0.00010873
-5.58579290,1.33523526,0.49739368,0.49341631,0.02092840,0.59869106,0.09036632,0.00011206
-5.57978989,1.35071012,0.50347719,0.50077069,0.02078651,0.60554957,0.09043545,0.00011484
-5.57378689,1.36063644,0.50810575,0.50608975,0.02056298,0.61005445,0.09004092,0.00011702
-5.56778389,1.36467579,0.51121021,0.50920398,0.02025466,0.61205437,0.08916915,0.00011858
-5.56178089,1.36259885,0.51273458,0.50998721,0.01986068,0.61144037,0.08781792,0.00011948
-5.55577789,1.35429230,0.51263674,0.50836103,0.01938239,0.60814904,0.08599624,0.00011972
-5.54977489,1.33976313,0.51088945,0.50429809,0.01882322,0.60216480,0.08372387,0.00011931
-5.54377189,1.31914017,0.50748161,0.49782400,0.01818845,0.59352135,0.08103049,0.00011826
-5.53776888,1.29267299,0.50241964,0.48901802,0.01748504,0.58230196,0.07795473,0.00011661
-5.53176588,1.26072799,0.49572918,0.47801227,0.01672137,0.56863880,0.07454283,0.00011441
-5.52576288,1.22378203,0.48745668,0.46498973,0.01590697,0.55271116,0.07084719,0.00011173
-5.51975988,1.18241362,0.47767108,0.45018095,0.01505225,0.53474269,0.06692488,0.00010865
-5.51375688,1.13729214,0.46646536,0.43385982,0.01416821,0.51499762,0.06283597,0.00010524
-5.50775388,1.08916548,0.45395776,0.41633831,0.01326621,0.49377617,0.05864198,0.00010163
-5.50175088,1.03884628,0.44029265,0.39796060,0.01235767,0.47140930,0.05440435,0.00009790
-5.49574787,0.98719750,0.42564098,0.37909672,0.01145382,0.44825285,0.05018307,0.00009418
-5.48974487,0.93511757,0.41020000,0.36013594,0.01056553,0.42468134,0.04603545,0.00009058
-5.48374187,0.88352554,0.39419249,0.34148001,0.00970308,0.40108157,0.04201512,0.00008723
-5.47773887,0.83334658,0.37786515,0.32353657,0.00887600,0.37784624,0.03817129,0.00008425
-5.47173587,0.78549821,0.36148634,0.30671275,0.00809299,0.35536770,0.03454822,0.00008177
-5.46573287,0.74087732,0.34534307,0.29140910,0.00736180,0.33403193,0.03118496,0.00007989
-5.45972986,0.70034823,0.32973729,0.27801394,0.00668918,0.31421299,0.02811534,0.00007874
-5.45372686,0.66473177,0.31498158,0.26689807,0.00608088,0.29626784,0.02536819,0.00007843
-5.44772386,0.63479545,0.30139428,0.25840996,0.00554167,0.28053171,0.02296773,0.00007904
-5.44172086,0.61124458,0.28929413,0.25287128,0.00507532,0.26731397,0.02093418,0.00008067
-5.43571786,0.59471434,0.27899460,0.25057276,0.00468476,0.25689447,0.01928444,0.00008339
-5.42971486,0.58576258,0.27079800,0.25177042,0.00437207,0.24952033,0.01803293,0.00008725
-5.42371186,0.58486335,0.26498946,0.25668202,0.00413862,0.24540323,0.01719241,0.00009232
-5.41770885,0.59240111,0.26183092,0.26548372,0.00398518,0.24471699,0.01677489,0.00009859
-5.41170585,0.60866547,0.26155539,0.27830714,0.00391196,0.24759555,0.01679250,0.00010609
-5.40570285,0.63384665,0.26436135,0.29523659,0.00391879,0.25413129,0.01725829,0.00011480
-5.39969985,0.66803166,0.27040770,0.31630670,0.00400512,0.26437361,0.01818697,0.00012468
-5.39369685,0.71120127,0.27980918,0.34150061,0.00417020,0.27832796,0.01959560,0.00013566
-5.38769385,0.76322815,0.29263246,0.37074857,0.00441307,0.29595515,0.02150403,0.00014767
-5.38169085,0.82387610,0.30889305,0.40392741,0.00473266,0.31717118,0.02393536,0.00016061
-5.37568784,0.89280087,0.32855306,0.44086069,0.00512781,0.34184748,0.02691609,0.00017434
-5.36968484,0.96955249,0.35151985,0.48131982,0.00559729,0.36981179,0.03047613,0.00018873
-5.36368184,1.05357937,0.37764581,0.52502621,0.00613981,0.40084960,0.03464862,0.00020362
-5.35767884,1.14423425,0.40672917,0.57165440,0.00675400,0.43470627,0.03946948,0.00021883
-5.35167584,1.24078195,0.43851586,0.62083622,0.00743835,0.47108983,0.04497670,0.00023417
-5.34567284,1.34240885,0.47270251,0.67216595,0.00819118,0.50967444,0.05120937,0.00024945
-5.33966983,1.44823380,0.50894050,0.72520626,0.00901054,0.55010454,0.05820642,0.00026448
-5.33366683,1.55732044,0.54684094,0.77949489,0.00989412,0.59199950,0.06600504,0.00027906
-5.32766383,1.66869026,0.58598061,0.83455182,0.01083916,0.63495882,0.07463884,0.00029300
-5.32166083,1.78133630,0.62590865,0.88988665,0.01184229,0.67856768,0.08413577,0.00030612
-5.31565783,1.89423691,0.66615380,0.94500606,0.01289944,0.72240274,0.09451572,0.00031824
-5.30965483,2.00636918,0.70623227,0.99942101,0.01400569,0.76603796,0.10578804,0.00032922
-5.30365183,2.11672181,0.74565568,1.05265351,0.01515518,0.80905047,0.11794896,0.00033892
-5.29764882,2.22430698,0.78393932,1.10424284,0.01634100,0.85102623,0.13097897,0.00034724
-5.29164582,2.32817101,0.82061013,1.15375091,0.01755509,0.89156535,0.14484038,0.00035407
-5.28564282,2.42740386,0.85521461,1.20076695,0.01878825,0.93028708,0.15947514,0.00035936
-5.27963982,2.52114729,0.88732621,1.24491114,0.02003010,0.96683437,0.17480303,0.00036308
-5.27363682,2.60860171,0.91655220,1.28583763,0.02126916,1.00087784,0.19072045,0.00036521
-5.26763382,2.68903215,0.94253982,1.32323666,0.02249292,1.03211936,0.20709985,0.00036576
-5.26163082,2.76177325,0.96498173,1.35683611,0.02368805,1.06029507,0.22379003,0.00036478
-5.25562781,2.82623360,0.98362049,1.38640249,0.02484057,1.08517792,0.24061730,0.00036233
-5.24962481,2.88189981,0.99825216,1.41174166,0.02593613,1.10657971,0.25738760,0.00035848
-5.24362181,2.92834021,1.00872890,1.43269921,0.02696035,1.12435279,0.27388962,0.00035334
-5.23761881,2.96520853,1.01496055,1.44916075,0.02789913,1.13839117,0.28989888,0.00034701
-5.23161581,2.99224749,1.01691521,1.46105214,0.02873904,1.14863134,0.30518262,0.00033962
-5.22561281,3.00929226,1.01461877,1.46833966,0.02946765,1.15505254,0.31950544,0.00033130
-5.21960980,3.01627367,1.00815342,1.47103020,0.03007396,1.15767662,0.33263548,0.00032220
-5.21360680,3.01322099,0.99765524,1.46917128,0.03054868,1.15656738,0.34435085,0.00031246
-5.20760380,3.00026382,0.98331076,1.46285096,0.03088450,1.15182933,0.35444620,0.00030222
-5.20160080,2.97763310,0.96535276,1.45219746,0.03107639,1.14360599,0.36273892,0.00029163
-5.19559780,2.94566066,0.94405525,1.43737844,0.03112169,1.13207747,0.36907497,0.00028081
-5.18959480,2.90477723,0.91972774,1.41859983,0.03102021,1.11745760,0.37333386,0.00026991
-5.18359180,2.85550862,0.89270904,1.39610411,0.03077426,1.09999046,0.37543263,0.00025903
-5.17758879,2.79847013,0.86336062,1.37016812,0.03038853,1.07994646,0.37532868,0.00024829
-5.17158579,2.73435903,0.83205974,1.34110019,0.02986994,1.05761809,0.37302124,0.00023780
-5.16558279,2.66394539,0.79919259,1.30923693,0.02922748,1.03331530,0.36855144,0.00022763
-5.15957979,2.58806148,0.76514745,1.27493950,0.02847183,1.00736097,0.36200105,0.00021787
-5.15357679,2.50759001,0.73030828,1.23858954,0.02761515,0.98008625,0.35348982,0.00020858
-5.14757379,2.42345160,0.69504872,1.20058503,0.02667068,0.95182623,0.34317169,0.00019980
-5.14157079,2.33659203,0.65972676,1.16133595,0.02565244,0.92291591,0.33122991,0.00019158
-5.13556778,2.24796946,0.62468010,1.12126007,0.02457486,0.89368657,0.31787147,0.00018395
-5.12956478,2.15854210,0.59022244,1.08077884,0.02345246,0.86446270,0.30332090,0.00017693
-5.12356178,2.06925661,0.55664057,1.04031340,0.02229962,0.83555943,0.28781390,0.00017054
-5.11755878,1.98103728,0.52419235,1.00028085,0.02113026,0.80728039,0.27159086,0.00016480
-5.11155578,1.89477619,0.49310556,0.96109057,0.01995770,0.77991597,0.25489071,0.00015971
-5.10555278,1.81132417,0.46357745,0.92314061,0.01879443,0.75374188,0.23794520,0.00015529
-5.09954977,1.73148254,0.43577496,0.88681399,0.01765204,0.72901772,0.22097380,0.00015154
-5.09354677,1.65599531,0.40983540,0.85247485,0.01654112,0.70598547,0.20417944,0.00014848
-5.08754377,1.58554161,0.38586746,0.82046418,0.01547117,0.68486770,0.18774502,0.00014612
-5.08154077,1.52072825,0.36395247,0.79109526,0.01445060,0.66586541,0.17183095,0.00014449
-5.07553777,1.46208195,0.34414560,0.76464852,0.01348671,0.64915528,0.15657348,0.00014359
-5.06953477,1.41004140,0.32647707,0.74136601,0.01258564,0.63488637,0.14208394,0.00014345
-5.06353177,1.36494901,0.31095310,0.72144542,0.01175241,0.62317631,0.12844882,0.00014409
-5.05752876,1.32704253,0.29755675,0.70503399,0.01099088,0.61410695,0.11573044,0.00014551
-5.05152576,1.29644683,0.28624843,0.69222235,0.01030379,0.60771993,0.10396827,0.00014774
-5.04552276,1.27316625,0.27696631,0.68303871,0.00969269,0.60401209,0.09318068,0.00015077
-5.03951976,1.25707811,0.26962652,0.67744379,0.00915796,0.60293129,0.08336707,0.00015459
-5.03351676,1.24792786,0.26412347,0.67532680,0.00869884,0.60437289,0.07451019,0.00015918
-5.02751376,1.24532672,0.26033014,0.67650294,0.00831338,0.60817724,0.06657857,0.00016448
-5.02151076,1.24875223,0.25809877,0.68071276,0.00799851,0.61412859,0.05952906,0.00017045
-5.01550775,1.25755244,0.25726181,0.68762371,0.00775003,0.62195564,0.05330924,0.00017699
-5.00950475,1.27095407,0.25763348,0.69683417,0.00756274,0.63133405,0.04785983,0.00018402
-5.00350175,1.28807495,0.25901194,0.70787998,0.00743045,0.64189102,0.04311686,0.00019139
-4.99749875,1.30794072,0.26118206,0.72024362,0.00734617,0.65321198,0.03901373,0.00019898
-4.99149575,1.32950581,0.26391898,0.73336584,0.00730220,0.66484934,0.03548310,0.00020663
-4.98549275,1.35167797,0.26699229,0.74665940,0.00729034,0.67633308,0.03245856,0.00021416
-4.97948974,1.37334603,0.27017077,0.75952473,0.00730208,0.68718285,0.02987603,0.00022140
-4.97348674,1.39340984,0.27322771,0.77136680,0.00732879,0.69692127,0.02767515,0.00022817
-4.96748374,1.41081136,0.27594647,0.78161275,0.00736196,0.70508783,0.02580028,0.00023429
-4.96148074,1.42456595,0.27812617,0.78972947,0.00739345,0.71125289,0.02420155,0.00023959
-4.95547774,1.43379244,0.27958741,0.79524068,0.00741567,0.71503126,0.02283557,0.00024391
-4.94947474,1.43774105,0.28017764,0.79774258,0.00742179,0.71609472,0.02166616,0.00024713
-4.94347174,1.43581782,0.27977609,0.79691763,0.00740598,0.71418300,0.02066491,0.00024912
-4.93746873,1.42760478,0.27829802,0.79254587,0.00736347,0.70911278,0.01981166,0.00024981
-4.93146573,1.41287504,0.27569825,0.78451332,0.00729076,0.70078428,0.01909497,0.00024916
-4.92546273,1.39160219,0.27197366,0.77281716,0.00718561,0.68918524,0.01851247,0.00024717
-4.91945973,1.36396379,0.26716474,0.75756765,0.00704714,0.67439215,0.01807122,0.00024386
-4.91345673,1.33033895,0.26135610,0.73898656,0.00687579,0.65656867,0.01778810,0.00023932
-4.90745373,1.29130017,0.25467599,0.71740245,0.00667326,0.63596136,0.01769011,0.00023365
-4.90145073,1.24759984,0.24729475,0.69324297,0.00644243,0.61289303,0.01781472,0.00022702
-4.89544772,1.20015224,0.23942245,0.66702451,0.00618722,0.58775387,0.01821019,0.00021960
-4.88944472,1.15001160,0.23130567,0.63933978,0.00591246,0.56099091,0.01893582,0.00021161
-4.88344172,1.09834728,0.22322357,0.61084359,0.00562372,0.53309617,0.02006216,0.00020331
-4.87743872,1.04641684,0.21548344,0.58223765,0.00532708,0.50459390,0.02167110,0.00019497
-4.87143572,0.99553800,0.20841568,0.55425457,0.00502901,0.47602752,0.02385580,0.00018688
-4.86543272,0.94706022,0.20236840,0.52764180,0.00473610,0.44794666,0.02672034,0.00017933
-4.85942971,0.90233662,0.19770174,0.50314573,0.00445497,0.42089450,0.03037913,0.00017265
-4.85342671,0.86269687,0.19478181,0.48149635,0.00419204,0.39539604,0.03495592,0.00016715
-4.84742371,0.82942142,0.19397440,0.46339279,0.00395337,0.37194737,0.04058232,0.00016314
-4.84142071,0.80371733,0.19563840,0.44948983,0.00374461,0.35100609,0.04739591,0.00016093
-4.83541771,0.78669594,0.20011898,0.44038546,0.00357079,0.33298317,0.05553766,0.00016081
-4.82941471,0.77935236,0.20774044,0.43660975,0.00343629,0.31823610,0.06514888,0.00016306
-4.82341171,0.78254688,0.21879888,0.43861479,0.00334476,0.30706348,0.07636751,0.00016794
-4.81740870,0.79698822,0.23355465,0.44676588,0.00329906,0.29970088,0.08932388,0.00017568
-4.81140570,0.82321857,0.25222466,0.46133397,0.00330123,0.29631793,0.10413599,0.00018648
-4.80540270,0.86160068,0.27497480,0.48248931,0.00335246,0.29701666,0.12090449,0.00020052
-4.79939970,0.91230694,0.30191255,0.51029649,0.00345311,0.30183078,0.13970734,0.00021792
