energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,2.25693292,0.03438084,0.00000000,0.02179885,1.04287897,0.76802177,0.75863710
-5.99399700,2.26955324,0.03573344,0.00000000,0.02228271,1.07526049,0.76538164,0.77274470
-5.98799400,2.29715746,0.03732883,0.00000000,0.02278797,1.12093193,0.77112375,0.79470572
-5.98199100,2.34020713,0.03916991,0.00000000,0.02330643,1.18005179,0.78595037,0.82445560
-5.97598799,2.39917336,0.04126264,0.00000000,0.02383130,1.25277976,0.81051894,0.86194276
-5.96998499,2.47450154,0.04361552,0.00000000,0.02435740,1.33924830,0.84541289,0.90711564
-5.96398199,2.56657062,0.04623894,0.00000000,0.02488125,1.43952917,0.89111206,0.95990616
-5.95797899,2.67564809,0.04914429,0.00000000,0.02540106,1.55359660,0.94796378,1.02021050
-5.95197599,2.80184279,0.05234285,0.00000000,0.02591672,1.68128874,1.01615583,1.08786821
-5.94597299,2.94505746,0.05584453,0.00000000,0.02642953,1.82226962,1.09569254,1.16264081
-5.93996998,3.10494372,0.05965654,0.00000000,0.02694201,1.97599382,1.18637507,1.24419127
-5.93396698,3.28086203,0.06378189,0.00000000,0.02745749,2.14167618,1.28778727,1.33206569
-5.92796398,3.47184933,0.06821804,0.00000000,0.02797982,2.31826898,1.39928811,1.42567862
-5.92196098,3.67659706,0.07295552,0.00000000,0.02851289,2.50444858,1.52001143,1.52430330
-5.91595798,3.89344185,0.07797683,0.00000000,0.02906031,2.69861349,1.64887393,1.62706798
-5.90995498,4.12037083,0.08325550,0.00000000,0.02962499,2.89889506,1.78459148,1.73295920
-5.90395198,4.35504279,0.08875553,0.00000000,0.03020888,3.10318164,1.92570387,1.84083262
-5.89794897,4.59482571,0.09443118,0.00000000,0.03081271,3.30915625,2.07060745,1.94943149
-5.89194597,4.83685009,0.10022724,0.00000000,0.03143588,3.51434692,2.21759482,2.05741254
-5.88594297,5.07807693,0.10607969,0.00000000,0.03207641,3.71618832,2.36490021,2.16337847
-5.87993997,5.31537780,0.11191687,0.00000000,0.03273103,3.91209224,2.51074892,2.26591590
-5.87393697,5.54562386,0.11766099,0.00000000,0.03339532,4.09952414,2.65340860,2.36363718
-5.86793397,5.76577989,0.12323015,0.00000000,0.03406399,4.27608206,2.79124033,2.45522402
-5.86193097,5.97299882,0.12854056,0.00000000,0.03473118,4.43957426,2.92274684,2.53947094
-5.85592796,6.16471200,0.13350897,0.00000000,0.03539081,4.58809152,3.04661578,2.61532618
-5.84992496,6.33871061,0.13805528,0.00000000,0.03603699,4.72007032,3.16175564,2.68192785
-5.84392196,6.49321362,0.14210507,0.00000000,0.03666430,4.83434334,3.26732250,2.73863338
-5.83791896,6.62691883,0.14559202,0.00000000,0.03726819,4.93017456,3.36273625,2.78504050
-5.83191596,6.73903397,0.14846009,0.00000000,0.03784514,5.00727674,3.44768528,2.82099847
-5.82591296,6.82928621,0.15066534,0.00000000,0.03839286,5.06581033,3.52211940,2.84660891
-5.81990995,6.89790951,0.15217729,0.00000000,0.03891036,5.10636348,3.58623151,2.86221598
-5.81390695,6.94561069,0.15297986,0.00000000,0.03939783,5.12991442,3.64042883,2.86838642
-5.80790395,6.97351616,0.15307171,0.00000000,0.03985656,5.13777792,3.68529556,2.86588046
-5.80190095,6.98310257,0.15246607,0.00000000,0.04028865,5.13153886,3.72154892,2.85561520
-5.79589795,6.97611528,0.15119008,0.00000000,0.04069670,5.11297646,3.74999113,2.83862243
-5.78989495,6.95447956,0.14928361,0.00000000,0.04108346,5.08398318,3.77146008,2.81600307
-5.78389195,6.92020952,0.14679782,0.00000000,0.04145140,5.04648266,3.78678136,2.78888081
-5.77788894,6.87531984,0.14379326,0.00000000,0.04180235,5.00235093,3.79672429,2.75835731
-5.77188594,6.82174517,0.14033791,0.00000000,0.04213713,4.95334498,3.80196437,2.72547127
-5.76588294,6.76127150,0.13650513,0.00000000,0.04245531,4.90104202,3.80305389,2.69116340
-5.75987994,6.69548275,0.13237157,0.00000000,0.04275497,4.84679233,3.80040231,2.65624890
-5.75387694,6.62572524,0.12801532,0.00000000,0.04303266,4.79168765,3.79426702,2.62139871
-5.74787394,6.55309106,0.12351421,0.00000000,0.04328340,4.73654604,3.78475479,2.58713005
-5.74187094,6.47842076,0.11894444,0.00000000,0.04350091,4.68191336,3.77183333,2.55380647
-5.73586793,6.40232416,0.11437951,0.00000000,0.04367785,4.62808046,3.75535213,2.52164685
-5.72986493,6.32521731,0.10988963,0.00000000,0.04380627,4.57511454,3.73507096,2.49074262
-5.72386193,6.24737282,0.10554129,0.00000000,0.04387807,4.52290217,3.71069427,2.46108172
-5.71785893,6.16897979,0.10139738,0.00000000,0.04388563,4.47120115,3.68190932,2.43257770
-5.71185593,6.09020939,0.09751741,0.00000000,0.04382237,4.41969809,3.64842593,2.40510221
-5.70585293,6.01128183,0.09395802,0.00000000,0.04368341,4.36806794,3.61001540,2.37851864
-5.69984992,5.93253029,0.09077364,0.00000000,0.04346611,4.31603249,3.56654675,2.35271518
-5.69384692,5.85445783,0.08801707,0.00000000,0.04317066,4.26341416,3.51801806,2.32763521
-5.68784392,5.77778349,0.08574014,0.00000000,0.04280050,4.21018249,3.46458160,2.30330329
-5.68184092,5.70347458,0.08399406,0.00000000,0.04236260,4.15649063,3.40656116,2.27984537
-5.67583792,5.63276270,0.08282963,0.00000000,0.04186766,4.10269998,3.34446098,2.25750197
-5.66983492,5.56714188,0.08229710,0.00000000,0.04133017,4.04939159,3.27896551,2.23663349
-5.66383192,5.50834828,0.08244570,0.00000000,0.04076818,3.99736375,3.21093029,2.21771739
-5.65782891,5.45832159,0.08332272,0.00000000,0.04020307,3.94761561,3.14136392,2.20133710
-5.65182591,5.41914944,0.08497228,0.00000000,0.03965909,3.90131763,3.07140214,2.18816315
-5.64582291,5.39299672,0.08743373,0.00000000,0.03916274,3.85977012,3.00227494,2.17892732
-5.63981991,5.38202293,0.09073973,0.00000000,0.03874212,3.82435173,2.93526812,2.17439101
-5.63381691,5.38829097,0.09491420,0.00000000,0.03842618,3.79646026,2.87168085,2.17530925
-5.62781391,5.41367166,0.09997006,0.00000000,0.03824389,3.77744871,2.81278117,2.18239215
-5.62181091,5.45974849,0.10590712,0.00000000,0.03822346,3.76855946,2.75976122,2.19626566
