energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,7.15771121,0.04037929,1.30451593,1.92766711,2.81964060,1.81956784,0.45653412,0.03703515,2.96860686
-5.99399700,7.34036933,0.04085023,1.33271888,1.98440553,2.88691667,1.87581347,0.46756776,0.03842677,3.05870666
-5.98799400,7.51116685,0.04134140,1.35851008,2.03839125,2.94969563,1.92788804,0.47778569,0.03980526,3.14392737
-5.98199100,7.66770558,0.04184861,1.38158440,2.08877044,3.00747419,1.97472586,0.48697480,0.04115045,3.22296694
-5.97598799,7.80802473,0.04236975,1.40169065,2.13483450,3.05987852,2.01541420,0.49495686,0.04244360,3.29473529
-5.96998499,7.93064096,0.04290477,1.41863584,2.17603460,3.10666644,2.04921843,0.50159326,0.04366770,3.35837748
-5.96398199,8.03457005,0.04345556,1.43228757,2.21198965,3.14772473,2.07560053,0.50678827,0.04480781,3.41328776
-5.95797899,8.11932972,0.04402568,1.44257430,2.24248755,3.18306163,2.09423043,0.51049066,0.04585121,3.45911403
-5.95197599,8.18492361,0.04461997,1.44948373,2.26747982,3.21279508,2.10498976,0.51269367,0.04678758,3.49575278
-5.94597299,8.23180776,0.04524414,1.45305919,2.28707010,3.23713708,2.10796799,0.51343328,0.04760901,3.52333493
-5.93996998,8.26084120,0.04590428,1.45339458,2.30149718,3.25637509,2.10345123,0.51278498,0.04830999,3.54220341
-5.93396698,8.27322331,0.04660629,1.45062776,2.31111359,3.27085125,2.09190442,0.51085906,0.04888733,3.55288365
-5.92796398,8.27042103,0.04735536,1.44493309,2.31636084,3.28094049,2.07394758,0.50779478,0.04933998,3.55604864
-5.92196098,8.25408933,0.04815543,1.43651323,2.31774261,3.28702841,2.05032758,0.50375359,0.04966884,3.55248010
-5.91595798,8.22598882,0.04900877,1.42559064,2.31579724,3.28949005,2.02188633,0.49891176,0.04987648,3.54302780
-5.90995498,8.18790418,0.04991553,1.41239921,2.31107080,3.28867054,1.98952717,0.49345275,0.04996694,3.52856878
-5.90395198,8.14156701,0.05087348,1.39717637,2.30409191,3.28486832,1.95418060,0.48755964,0.04994535,3.50996845
-5.89794897,8.08858653,0.05187782,1.38015587,2.29534949,3.27832178,1.91677101,0.48140806,0.04981771,3.48804521
-5.89194597,8.03039080,0.05292110,1.36156159,2.28527422,3.26919987,1.87818555,0.47515969,0.04959058,3.46354000
-5.88594297,7.96818082,0.05399332,1.34160256,2.27422439,3.25759678,1.83924638,0.46895693,0.04927085,3.43709207
-5.87993997,7.90289885,0.05508207,1.32046923,2.26247656,3.24353107,1.80068732,0.46291858,0.04886546,3.40922160
-5.87393697,7.83521187,0.05617289,1.29833099,2.25022105,3.22694903,1.76313546,0.45713703,0.04838128,3.38031981
-5.86793397,7.76551000,0.05724966,1.27533511,2.23756231,3.20773186,1.72709841,0.45167677,0.04782491,3.35064646
-5.86193097,7.69391923,0.05829507,1.25160668,2.22452357,3.18570638,1.69295720,0.44657428,0.04720259,3.32033458
-5.85592796,7.62032711,0.05929121,1.22724970,2.21105549,3.16065849,1.66096486,0.44183937,0.04652017,3.28940152
-5.84992496,7.54441921,0.06022012,1.20234891,2.19704784,3.13234874,1.63125040,0.43745761,0.04578306,3.25776575
-5.84392196,7.46572421,0.06106443,1.17697234,2.18234362,3.10052910,1.60382749,0.43339381,0.04499629,3.22526783
-5.83791896,7.38366473,0.06180790,1.15117417,2.16675451,3.06496022,1.57860731,0.42959635,0.04416453,3.19169455
-5.83191596,7.29761127,0.06243597,1.12499791,2.15007696,3.02542823,1.55541462,0.42600184,0.04329224,3.15680459
-5.82591296,7.20693613,0.06293625,1.09847953,2.13210797,2.98176049,1.53400600,0.42254023,0.04238376,3.12035438
-5.81990995,7.11106505,0.06329890,1.07165052,2.11265977,2.93383945,1.51408944,0.41913974,0.04144343,3.08212273
-5.81390695,7.00952374,0.06351692,1.04454068,2.09157281,2.88161421,1.49534411,0.41573155,0.04047574,3.04193308
-5.80790395,6.90197756,0.06358641,1.01718057,2.06872643,2.82510920,1.47743949,0.41225403,0.03948545,2.99967212
-5.80190095,6.78826272,0.06350661,0.98960359,2.04404696,2.76442989,1.46005290,0.40865622,0.03847774,2.95530421
-5.79589795,6.66840767,0.06327991,0.96184760,2.01751287,2.69976522,1.44288476,0.40490054,0.03745825,2.90888082
-5.78989495,6.54264453,0.06291181,0.93395610,1.98915710,2.63138686,1.42567098,0.40096460,0.03643322,2.86054482
-5.78389195,6.41141004,0.06241066,0.90597904,1.95906650,2.55964534,1.40819222,0.39684208,0.03540949,2.81052950
-5.77788894,6.27533684,0.06178745,0.87797316,1.92737868,2.48496348,1.39027958,0.39254273,0.03439450,2.75915276
-5.77188594,6.13523559,0.06105547,0.85000196,1.89427656,2.40782718,1.37181704,0.38809154,0.03339628,2.70680676
-5.76588294,5.99206949,0.06022992,0.82213530,1.85998105,2.32877430,1.35274048,0.38352724,0.03242330,2.65394382
-5.75987994,5.84692228,0.05932751,0.79444872,1.82474234,2.24838192,1.33303402,0.37890011,0.03148443,2.60105940
-5.75387694,5.70096179,0.05836602,0.76702236,1.78883019,2.16725248,1.31272369,0.37426950,0.03058871,2.54867314
-5.74787394,5.55540055,0.05736385,0.73993966,1.75252391,2.08599948,1.29186952,0.36970100,0.02974516,2.49730886
-5.74187094,5.41145539,0.05633953,0.71328583,1.71610222,2.00523304,1.27055621,0.36526347,0.02896256,2.44747462
-5.73586793,5.27030774,0.05531135,0.68714601,1.67983377,1.92554599,1.24888339,0.36102625,0.02824920,2.39964367
-5.72986493,5.13306622,0.05429685,0.66160340,1.64396830,1.84750082,1.22695594,0.35705637,0.02761263,2.35423723
-5.72386193,5.00073302,0.05331250,0.63673717,1.60872914,1.77161787,1.20487498,0.35341615,0.02705934,2.31160970
-5.71785893,4.87417513,0.05237330,0.61262043,1.57430695,1.69836519,1.18273011,0.35016117,0.02659460,2.27203695
-5.71185593,4.75410156,0.05149250,0.58931822,1.54085510,1.62815026,1.16059320,0.34733856,0.02622216,2.23570801
-5.70585293,4.64104703,0.05068134,0.56688570,1.50848670,1.56131372,1.13851401,0.34498585,0.02594412,2.20272038
-5.69984992,4.53536257,0.04994885,0.54536655,1.47727329,1.49812538,1.11651791,0.34313021,0.02576074,2.17307905
-5.69384692,4.43721328,0.04930172,0.52479186,1.44724520,1.43878236,1.09460546,0.34178813,0.02567043,2.14669900
-5.68784392,4.34658289,0.04874427,0.50517944,1.41839353,1.38340956,1.07275406,0.34096555,0.02566964,2.12341117
-5.68184092,4.26328494,0.04827846,0.48653369,1.39067353,1.33206221,1.05092109,0.34065830,0.02575299,2.10297117
-5.67583792,4.18697986,0.04790397,0.46884622,1.36400942,1.28473045,1.02904860,0.34085290,0.02591336,2.08507065
-5.66983492,4.11719730,0.04761834,0.45209706,1.33830017,1.24134575,1.00706890,0.34152754,0.02614208,2.06935058
-5.66383192,4.05336270,0.04741722,0.43625667,1.31342637,1.20178884,0.98491088,0.34265335,0.02642919,2.05541591
-5.65782891,3.99482719,0.04729463,0.42128865,1.28925767,1.16589905,0.96250657,0.34419570,0.02676373,2.04285112
-5.65182591,3.94089957,0.04724324,0.40715299,1.26566071,1.13348453,0.93979752,0.34611566,0.02713412,2.03123597
-5.64582291,3.89087942,0.04725474,0.39381006,1.24250730,1.10433323,0.91674085,0.34837144,0.02752850,2.02016094
-5.63981991,3.84409005,0.04732018,0.38122485,1.21968242,1.07822406,0.89331442,0.35091984,0.02793513,2.00924186
-5.63381691,3.79991024,0.04743028,0.36937167,1.19709202,1.05493820,0.86952120,0.35371765,0.02834279,1.99813313
-5.62781391,3.75780381,0.04757581,0.35823892,1.17467021,1.03426988,0.84539237,0.35672290,0.02874109,1.98653930
-5.62181091,3.71734594,0.04774783,0.34783390,1.15238571,1.01603665,0.82098937,0.35989608,0.02912084,1.97422444
