energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,0.58477268,0.00129749,0.00607705,0.02996518,0.17145003,0.04200533,0.38114324,0.12378589,0.00000000
-5.99399700,0.62353463,0.00139620,0.00665739,0.03238616,0.18038888,0.04629981,0.40803338,0.12998946,0.00000000
-5.98799400,0.66377582,0.00149232,0.00725754,0.03486603,0.18947567,0.05092233,0.43602862,0.13661909,0.00000000
-5.98199100,0.70520842,0.00158444,0.00787487,0.03738329,0.19860940,0.05585770,0.46495069,0.14363790,0.00000000
-5.97598799,0.74750226,0.00167115,0.00850675,0.03991649,0.20767468,0.06108589,0.49459476,0.15099673,0.00000000
-5.96998499,0.79029071,0.00175114,0.00915062,0.04244464,0.21654413,0.06658180,0.52473303,0.15863445,0.00000000
-5.96398199,0.83317805,0.00182320,0.00980404,0.04494775,0.22508143,0.07231519,0.55511916,0.16647876,0.00000000
-5.95797899,0.87574805,0.00188626,0.01046471,0.04740725,0.23314496,0.07825075,0.58549340,0.17444758,0.00000000
-5.95197599,0.91757342,0.00193943,0.01113046,0.04980633,0.24059183,0.08434821,0.61558803,0.18245085,0.00000000
-5.94597299,0.95822559,0.00198203,0.01179926,0.05213023,0.24728224,0.09056266,0.64513308,0.19039267,0.00000000
-5.93996998,0.99728443,0.00201361,0.01246915,0.05436637,0.25308382,0.09684493,0.67386177,0.19817381,0.00000000
-5.93396698,1.03434756,0.00203395,0.01313811,0.05650440,0.25787593,0.10314211,0.70151574,0.20569428,0.00000000
-5.92796398,1.06903875,0.00204308,0.01380400,0.05853606,0.26155364,0.10939815,0.72784960,0.21285606,0.00000000
-5.92196098,1.10101526,0.00204124,0.01446443,0.06045499,0.26403128,0.11555454,0.75263495,0.21956570,0.00000000
-5.91595798,1.12997387,0.00202890,0.01511663,0.06225645,0.26524531,0.12155119,0.77566347,0.22573687,0.00000000
-5.90995498,1.15565541,0.00200671,0.01575728,0.06393688,0.26515658,0.12732723,0.79674934,0.23129259,0.00000000
-5.90395198,1.17784801,0.00197548,0.01638247,0.06549352,0.26375164,0.13282207,0.81573092,0.23616722,0.00000000
-5.89794897,1.19638882,0.00193614,0.01698758,0.06692400,0.26104331,0.13797637,0.83247178,0.24030802,0.00000000
-5.89194597,1.21116473,0.00188969,0.01756724,0.06822595,0.25707035,0.14273319,0.84686118,0.24367637,0.00000000
-5.88594297,1.22211193,0.00183718,0.01811537,0.06939671,0.25189630,0.14703913,0.85881433,0.24624855,0.00000000
-5.87993997,1.22921480,0.00177967,0.01862519,0.07043313,0.24560754,0.15084550,0.86827234,0.24801612,0.00000000
-5.87393697,1.23250422,0.00171817,0.01908940,0.07133151,0.23831070,0.15410948,0.87520215,0.24898583,0.00000000
-5.86793397,1.23205556,0.00165366,0.01950032,0.07208768,0.23012955,0.15679528,0.87959656,0.24917925,0.00000000
-5.86193097,1.22798647,0.00158700,0.01985015,0.07269720,0.22120146,0.15887520,0.88147432,0.24863196,0.00000000
-5.85592796,1.22045454,0.00151899,0.02013121,0.07315573,0.21167358,0.16033053,0.88088026,0.24739249,0.00000000
-5.84992496,1.20965498,0.00145028,0.02033630,0.07345946,0.20169893,0.16115241,0.87788561,0.24552095,0.00000000
-5.84392196,1.19581808,0.00138142,0.02045898,0.07360567,0.19143258,0.16134229,0.87258806,0.24308743,0.00000000
-5.83791896,1.17920654,0.00131287,0.02049392,0.07359326,0.18102785,0.16091235,0.86511174,0.24017020,0.00000000
-5.83191596,1.16011243,0.00124496,0.02043720,0.07342334,0.17063302,0.15988539,0.85560663,0.23685376,0.00000000
-5.82591296,1.13885362,0.00117795,0.02028660,0.07309972,0.16038819,0.15829462,0.84424748,0.23322670,0.00000000
-5.81990995,1.11576956,0.00111202,0.02004180,0.07262932,0.15042279,0.15618290,0.83123189,0.22937952,0.00000000
-5.81390695,1.09121630,0.00104728,0.01970456,0.07202248,0.14085350,0.15360178,0.81677737,0.22540234,0.00000000
-5.80790395,1.06556067,0.00098383,0.01927885,0.07129307,0.13178279,0.15061014,0.80111759,0.22138257,0.00000000
-5.80190095,1.03917358,0.00092173,0.01877079,0.07045846,0.12329790,0.14727256,0.78449746,0.21740266,0.00000000
-5.79589795,1.01242274,0.00086104,0.01818866,0.06953933,0.11547052,0.14365740,0.76716737,0.21353789,0.00000000
-5.78989495,0.98566473,0.00080181,0.01754276,0.06855932,0.10835685,0.13983484,0.74937672,0.20985426,0.00000000
-5.78389195,0.95923699,0.00074410,0.01684516,0.06754455,0.10199821,0.13587468,0.73136694,0.20640670,0.00000000
-5.77788894,0.93344990,0.00068802,0.01610954,0.06652301,0.09642203,0.13184428,0.71336443,0.20323747,0.00000000
-5.77188594,0.90857944,0.00063365,0.01535082,0.06552396,0.09164320,0.12780654,0.69557367,0.20037500,0.00000000
-5.76588294,0.88486084,0.00058112,0.01458488,0.06457725,0.08766569,0.12381814,0.67817102,0.19783311,0.00000000
-5.75987994,0.86248369,0.00053056,0.01382823,0.06371270,0.08448442,0.11992806,0.66129958,0.19561083,0.00000000
-5.75387694,0.84158869,0.00048210,0.01309764,0.06295952,0.08208716,0.11617646,0.64506537,0.19369269,0.00000000
-5.74787394,0.82226657,0.00043590,0.01240985,0.06234584,0.08045655,0.11259404,0.62953517,0.19204959,0.00000000
-5.74187094,0.80455898,0.00039208,0.01178127,0.06189829,0.07957202,0.10920179,0.61473630,0.19064032,0.00000000
-5.73586793,0.78846166,0.00035075,0.01122766,0.06164177,0.07941163,0.10601127,0.60065810,0.18941351,0.00000000
-5.72986493,0.77392959,0.00031203,0.01076390,0.06159922,0.07995362,0.10302528,0.58725549,0.18831012,0.00000000
-5.72386193,0.76088374,0.00027597,0.01040377,0.06179153,0.08117779,0.10023902,0.57445399,0.18726629,0.00000000
-5.71785893,0.74921928,0.00024264,0.01015972,0.06223748,0.08306641,0.09764144,0.56215623,0.18621643,0.00000000
-5.71185593,0.73881444,0.00021203,0.01004272,0.06295365,0.08560484,0.09521696,0.55024940,0.18509639,0.00000000
-5.70585293,0.72953961,0.00018414,0.01006203,0.06395434,0.08878167,0.09294727,0.53861327,0.18384669,0.00000000
-5.69984992,0.72126609,0.00015890,0.01022513,0.06525139,0.09258843,0.09081322,0.52712814,0.18241541,0.00000000
-5.69384692,0.71387385,0.00013624,0.01053747,0.06685392,0.09701883,0.08879658,0.51568251,0.18076083,0.00000000
-5.68784392,0.70725791,0.00011605,0.01100241,0.06876794,0.10206768,0.08688175,0.50417977,0.17885357,0.00000000
-5.68184092,0.70133283,0.00009820,0.01162100,0.07099586,0.10772941,0.08505716,0.49254360,0.17667816,0.00000000
-5.67583792,0.69603528,0.00008254,0.01239194,0.07353587,0.11399638,0.08331643,0.48072188,0.17423391,0.00000000
-5.66983492,0.69132441,0.00006891,0.01331139,0.07638124,0.12085701,0.08165920,0.46868887,0.17153521,0.00000000
-5.66383192,0.68718024,0.00005715,0.01437295,0.07951964,0.12829395,0.08009160,0.45644558,0.16861108,0.00000000
-5.65782891,0.68360031,0.00004707,0.01556763,0.08293247,0.13628236,0.07862642,0.44401851,0.16550412,0.00000000
-5.65182591,0.68059492,0.00003850,0.01688381,0.08659423,0.14478842,0.07728289,0.43145682,0.16226896,0.00000000
-5.64582291,0.67818152,0.00003128,0.01830740,0.09047221,0.15376831,0.07608627,0.41882832,0.15897025,0.00000000
-5.63981991,0.67637874,0.00002525,0.01982196,0.09452626,0.16316764,0.07506716,0.40621459,0.15568036,0.00000000
-5.63381691,0.67520059,0.00002026,0.02140901,0.09870903,0.17292153,0.07426061,0.39370560,0.15247687,0.00000000
-5.62781391,0.67465149,0.00001616,0.02304828,0.10296640,0.18295530,0.07370516,0.38139428,0.14944009,0.00000000
-5.62181091,0.67472237,0.00001282,0.02471825,0.10723848,0.19318588,0.07344176,0.36937135,0.14665058,0.00000000
-5.61580790,0.67538832,0.00001015,0.02639657,0.11146079,0.20352376,0.07351264,0.35772087,0.14418689,0.00000000
-5.60980490,0.67660795,0.00000804,0.02806072,0.11556596,0.21387559,0.07396022,0.34651655,0.14212347,0.00000000
-5.60380190,0.67832446,0.00000641,0.02968856,0.11948567,0.22414709,0.07482601,0.33581930,0.14052900,0.00000000
-5.59779890,0.68046832,0.00000520,0.03125907,0.12315280,0.23424628,0.07614947,0.32567579,0.13946482,0.00000000
-5.59179590,0.68296133,0.00000435,0.03275292,0.12650379,0.24408682,0.07796702,0.31611828,0.13898388,0.00000000
-5.58579290,0.68572178,0.00000383,0.03415316,0.12948095,0.25359112,0.08031099,0.30716547,0.13912975,0.00000000
-5.57978989,0.68867015,0.00000363,0.03544577,0.13203476,0.26269325,0.08320865,0.29882425,0.13993597,0.00000000
-5.57378689,0.69173505,0.00000373,0.03662015,0.13412594,0.27134136,0.08668126,0.29109228,0.14142560,0.00000000
-5.56778389,0.69485883,0.00000416,0.03766951,0.13572724,0.27949941,0.09074321,0.28396089,0.14361081,0.00000000
-5.56178089,0.69800271,0.00000495,0.03859119,0.13682486,0.28714832,0.09540125,0.27741841,0.14649272,0.00000000
-5.55577789,0.70115085,0.00000615,0.03938675,0.13741945,0.29428635,0.10065389,0.27145343,0.15006125,0.00000000
-5.54977489,0.70431349,0.00000783,0.04006209,0.13752663,0.30092875,0.10649094,0.26605799,0.15429517,0.00000000
-5.54377189,0.70752890,0.00001011,0.04062734,0.13717707,0.30710685,0.11289336,0.26123037,0.15916227,0.00000000
