energy_ev,total_up,Pt_p_up,Pt_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,2.09223867,1.28156505,1.01958046,0.87470968,0.00355003,0.03849032,0.23259147
-5.99399700,2.18835223,1.33888320,1.06725234,0.91477241,0.00372671,0.04048015,0.24256030
-5.98799400,2.27881303,1.39219191,1.11215540,0.95221535,0.00389915,0.04239087,0.25220990
-5.98199100,2.36257176,1.44083644,1.15383442,0.98663512,0.00406588,0.04419955,0.26136032
-5.97598799,2.43869224,1.48423323,1.19188926,1.01767584,0.00422567,0.04588464,0.26984348
-5.96998499,2.50637082,1.52188266,1.22598275,1.04503651,0.00437763,0.04742640,0.27750650
-5.96398199,2.56495196,1.55337949,1.25584673,1.06847680,0.00452117,0.04880726,0.28421467
-5.95797899,2.61393956,1.57842059,1.28128616,1.08782121,0.00465609,0.05001220,0.28985379
-5.95197599,2.65300377,1.59680979,1.30218100,1.10296122,0.00478254,0.05102897,0.29433205
-5.94597299,2.68198299,1.60845977,1.31848607,1.11385573,0.00490102,0.05184834,0.29758126
-5.93996998,2.70088130,1.61339084,1.33022876,1.12052941,0.00501241,0.05246414,0.29955736
-5.93396698,2.70986138,1.61172682,1.33750487,1.12306949,0.00511786,0.05287335,0.30024046
-5.92796398,2.70923347,1.60368831,1.34047278,1.12162081,0.00521882,0.05307597,0.29963412
-5.92196098,2.69944086,1.58958347,1.33934629,1.11637961,0.00531698,0.05307495,0.29776419
-5.91595798,2.68104265,1.56979696,1.33438643,1.10758626,0.00541421,0.05287593,0.29467707
-5.90995498,2.65469470,1.54477742,1.32589272,1.09551727,0.00551252,0.05248700,0.29043755
-5.90395198,2.62112943,1.51502398,1.31419433,1.08047697,0.00561401,0.05191837,0.28512645
-5.89794897,2.58113558,1.48107247,1.29964136,1.06278920,0.00572082,0.05118205,0.27883783
-5.89194597,2.53553861,1.44348180,1.28259684,1.04278936,0.00583509,0.05029146,0.27167631
-5.88594297,2.48518265,1.40282101,1.26342968,1.02081710,0.00595896,0.04926110,0.26375419
-5.87993997,2.43091443,1.35965751,1.24250872,0.99721000,0.00609450,0.04810620,0.25518878
-5.87393697,2.37356991,1.31454675,1.22019819,0.97229826,0.00624376,0.04684241,0.24609981
-5.86793397,2.31396366,1.26802368,1.19685452,0.94640070,0.00640872,0.04548547,0.23660713
-5.86193097,2.25288120,1.22059607,1.17282453,0.91982194,0.00659133,0.04405107,0.22682866
-5.85592796,2.19107412,1.17273972,1.14844477,0.89285081,0.00679353,0.04255458,0.21687868
-5.84992496,2.12925773,1.12489555,1.12404189,0.86575975,0.00701726,0.04101092,0.20686644
-5.84392196,2.06811068,1.07746822,1.09993358,0.83880518,0.00726445,0.03943450,0.19689505
-5.83791896,2.00827607,1.03082616,1.07642993,0.81222840,0.00753712,0.03783910,0.18706077
-5.83191596,1.95036332,0.98530268,1.05383471,0.78625686,0.00783729,0.03623788,0.17745243
-5.82591296,1.89495015,0.94119767,1.03244620,0.76110551,0.00816704,0.03464333,0.16815123
-5.81990995,1.84258408,0.89877970,1.01255738,0.73697795,0.00852850,0.03306728,0.15923058
-5.81390695,1.79378285,0.85828808,0.99445506,0.71406712,0.00892374,0.03152086,0.15075619
-5.80790395,1.74903334,0.81993467,0.97841793,0.69255541,0.00935483,0.03001456,0.14278620
-5.80190095,1.70878879,0.78390517,0.96471331,0.67261396,0.00982367,0.02855810,0.13537136
-5.79589795,1.67346413,0.75035975,0.95359272,0.65440126,0.01033196,0.02716048,0.12855530
-5.78989495,1.64342960,0.71943311,0.94528637,0.63806089,0.01088109,0.02582985,0.12237476
-5.78389195,1.61900296,0.69123372,0.93999680,0.62371869,0.01147204,0.02457348,0.11685983
-5.77788894,1.60044062,0.66584268,0.93789194,0.61147933,0.01210526,0.02339766,0.11203425
-5.77188594,1.58792827,0.64331208,0.93909807,0.60142269,0.01278055,0.02230760,0.10791556
-5.76588294,1.58157167,0.62366326,0.94369292,0.59360007,0.01349698,0.02130736,0.10451543
-5.75987994,1.58138823,0.60688514,0.95169947,0.58803075,0.01425280,0.02039973,0.10183980
-5.75387694,1.58729992,0.59293281,0.96308082,0.58469894,0.01504537,0.01958622,0.09988915
-5.74787394,1.59912822,0.58172670,0.97773637,0.58355146,0.01587108,0.01886696,0.09865867
-5.74187094,1.61659146,0.57315240,0.99549974,0.58449636,0.01672538,0.01824073,0.09813846
-5.73586793,1.63930493,0.56706136,1.01613857,0.58740267,0.01760278,0.01770493,0.09831365
-5.72986493,1.66678394,0.56327249,1.03935626,0.59210120,0.01849688,0.01725566,0.09916451
-5.72386193,1.69844981,0.56157467,1.06479572,0.59838663,0.01940043,0.01688781,0.10066648
-5.71785893,1.73363868,0.56173016,1.09204503,0.60602079,0.02030549,0.01659512,0.10279011
-5.71185593,1.77161296,0.56347876,1.12064475,0.61473698,0.02120351,0.01637036,0.10550093
-5.70585293,1.81157474,0.56654263,1.15009676,0.62424517,0.02208548,0.01620549,0.10875927
-5.69984992,1.85268107,0.57063154,1.17987415,0.63423810,0.02294215,0.01609181,0.11251994
-5.69384692,1.89406019,0.57544836,1.20943192,0.64439773,0.02376414,0.01602019,0.11673194
-5.68784392,1.93482839,0.58069460,1.23821808,0.65440212,0.02454216,0.01598122,0.12133814
-5.68184092,1.97410688,0.58607580,1.26568476,0.66393227,0.02526721,0.01596541,0.12627500
-5.67583792,2.01103812,0.59130659,1.29129900,0.67267881,0.02593069,0.01596342,0.13147237
-5.66983492,2.04480120,0.59611534,1.31455292,0.68034829,0.02652463,0.01596618,0.13685351
-5.66383192,2.07462595,0.60024815,1.33497299,0.68666893,0.02704178,0.01596505,0.14233533
-5.65782891,2.09980548,0.60347228,1.35212826,0.69139563,0.02747577,0.01595201,0.14782884
-5.65182591,2.11970694,0.60557889,1.36563735,0.69431413,0.02782117,0.01591974,0.15324006
-5.64582291,2.13378052,0.60638515,1.37517416,0.69524437,0.02807362,0.01586172,0.15847123
-5.63981991,2.14156670,0.60573575,1.38047236,0.69404287,0.02822984,0.01577234,0.16342241
-5.63381691,2.14270164,0.60350381,1.38132859,0.69060423,0.02828767,0.01564692,0.16799344
-5.62781391,2.13692106,0.59959141,1.37760449,0.68486187,0.02824611,0.01548182,0.17208629
-5.62181091,2.12406261,0.59392962,1.36922765,0.67678784,0.02810530,0.01527438,0.17560758
-5.61580790,2.10406680,0.58647834,1.35619168,0.66639205,0.02786648,0.01502299,0.17847135
-5.60980490,2.07697680,0.57722573,1.33855530,0.65372083,0.02753199,0.01472705,0.18060185
-5.60380190,2.04293702,0.56618753,1.31644076,0.63885495,0.02710522,0.01438697,0.18193624
-5.59779890,2.00219055,0.55340620,1.29003149,0.62190721,0.02659053,0.01400410,0.18242720
-5.59179590,1.95507561,0.53894977,1.25956916,0.60301969,0.02599327,0.01358072,0.18204502
-5.58579290,1.90202080,0.52291059,1.22535009,0.58236062,0.02531962,0.01311995,0.18077947
-5.57978989,1.84353919,0.50540382,1.18772100,0.56012103,0.02457658,0.01262565,0.17864092
-5.57378689,1.78022130,0.48656564,1.14707416,0.53651120,0.02377191,0.01210241,0.17566094
-5.56778389,1.71272669,0.46655117,1.10384188,0.51175694,0.02291397,0.01155536,0.17189224
-5.56178089,1.64177439,0.44553207,1.05849028,0.48609562,0.02201170,0.01099013,0.16740782
-5.55577789,1.56813199,0.42369381,1.01151248,0.45977223,0.02107447,0.01041273,0.16229961
-5.54977489,1.49260362,0.40123254,0.96342108,0.43303527,0.02011200,0.00982939,0.15667640
-5.54377189,1.41601683,0.37835174,0.91474008,0.40613263,0.01913419,0.00924649,0.15066127
-5.53776888,1.33920867,0.35525850,0.86599637,0.37930754,0.01815099,0.00867041,0.14438871
-5.53176588,1.26301129,0.33215970,0.81771089,0.35279453,0.01717229,0.00810743,0.13800135
-5.52576288,1.18823721,0.30925804,0.77038964,0.32681565,0.01620772,0.00756359,0.13164664
-5.51975988,1.11566494,0.28674815,0.72451480,0.30157691,0.01526651,0.00704462,0.12547353
-5.51375688,1.04602507,0.26481278,0.68053623,0.27726506,0.01435733,0.00655581,0.11962923
-5.50775388,0.97998753,0.24361934,0.63886348,0.25404484,0.01348814,0.00610195,0.11425629
-5.50175088,0.91815019,0.22331682,0.59985877,0.23205668,0.01266608,0.00568729,0.10948998
-5.49574787,0.86102939,0.20403318,0.56383102,0.21141506,0.01189728,0.00531542,0.10545608
-5.48974487,0.80905255,0.18587342,0.53103117,0.19220744,0.01118683,0.00498929,0.10226914
-5.48374187,0.76255317,0.16891831,0.50164910,0.17449390,0.01053867,0.00471119,0.10003115
-5.47773887,0.72176834,0.15322380,0.47581203,0.15830743,0.00995555,0.00448272,0.09883064
-5.47173587,0.68683873,0.13882116,0.45358464,0.14365486,0.00943904,0.00430480,0.09874222
-5.46573287,0.65781114,0.12571785,0.43497086,0.13051841,0.00898951,0.00417774,0.09982635
-5.45972986,0.63464323,0.11389902,0.41991710,0.11885776,0.00860625,0.00410121,0.10212944
-5.45372686,0.61721026,0.10332952,0.40831702,0.10861260,0.00828748,0.00407432,0.10568402
-5.44772386,0.60531352,0.09395644,0.40001737,0.09970550,0.00803052,0.00409567,0.11050902
-5.44172086,0.59868997,0.08571195,0.39482484,0.09204504,0.00783190,0.00416336,0.11661002
-5.43571786,0.59702264,0.07851639,0.39251348,0.08552902,0.00768751,0.00427505,0.12397944
-5.42971486,0.59995138,0.07228145,0.39283251,0.08004780,0.00759277,0.00442805,0.13259654
-5.42371186,0.60708349,0.06691329,0.39551415,0.07548734,0.00754281,0.00461930,0.14242734
-5.41770885,0.61800379,0.06231557,0.40028106,0.07173230,0.00753259,0.00484546,0.15342426
-5.41170585,0.63228389,0.05839224,0.40685340,0.06866869,0.00755709,0.00510290,0.16552570
-5.40570285,0.64949026,0.05505001,0.41495495,0.06618627,0.00761143,0.00538778,0.17865547
-5.39969985,0.66919096,0.05220049,0.42431844,0.06418061,0.00769097,0.00569608,0.19272219
-5.39369685,0.69096106,0.04976187,0.43468970,0.06255474,0.00779143,0.00602358,0.20761870
-5.38769385,0.71438661,0.04766025,0.44583083,0.06122041,0.00790894,0.00636596,0.22322165
-5.38169085,0.73906730,0.04583053,0.45752224,0.06009901,0.00804008,0.00671881,0.23939129
-5.37568784,0.76461814,0.04421693,0.46956372,0.05912215,0.00818189,0.00707766,0.25597162
-5.36968484,0.79067023,0.04277312,0.48177477,0.05823188,0.00833186,0.00743803,0.27279101
-5.36368184,0.81687098,0.04146209,0.49399409,0.05738075,0.00848792,0.00779550,0.28966330
-5.35767884,0.84288416,0.04025575,0.50607881,0.05653152,0.00864835,0.00814575,0.30638952
-5.35167584,0.86839001,0.03913431,0.51790336,0.05565687,0.00881179,0.00848465,0.32276023
-5.34567284,0.89308571,0.03808556,0.52935836,0.05473884,0.00897713,0.00880827,0.33855852
-5.33966983,0.91668651,0.03710403,0.54034963,0.05376824,0.00914350,0.00911301,0.35356358
-5.33366683,0.93892753,0.03619009,0.55079758,0.05274404,0.00931017,0.00939564,0.36755485
-5.32766383,0.95956649,0.03534913,0.56063698,0.05167268,0.00947655,0.00965338,0.38031662
-5.32166083,0.97838721,0.03459064,0.56981718,0.05056737,0.00964215,0.00988393,0.39164291
-5.31565783,0.99520387,0.03392748,0.57830286,0.04944740,0.00980656,0.01008557,0.40134256
-5.30965483,1.00986575,0.03337511,0.58607515,0.04833743,0.00996945,0.01025716,0.40924429
-5.30365183,1.02226222,0.03295091,0.59313305,0.04726677,0.01013059,0.01039817,0.41520150
-5.29764882,1.03232773,0.03267363,0.59949503,0.04626864,0.01028985,0.01050871,0.41909674
-5.29164582,1.04004624,0.03256279,0.60520052,0.04537942,0.01044727,0.01058950,0.42084550
-5.28564282,1.04545489,0.03263824,0.61031119,0.04463782,0.01060306,0.01064185,0.42039926
-5.27963982,1.04864647,0.03291967,0.61491181,0.04408405,0.01075761,0.01066762,0.41774761
-5.27363682,1.04977036,0.03342619,0.61911037,0.04375893,0.01091156,0.01066914,0.41291932
-5.26763382,1.04903174,0.03417592,0.62303745,0.04370295,0.01106580,0.01064918,0.40598227
-5.26163082,1.04668882,0.03518556,0.62684470,0.04395529,0.01122145,0.01061079,0.39704226
-5.25562781,1.04304814,0.03647004,0.63070222,0.04455284,0.01137984,0.01055729,0.38624065
-5.24962481,1.03845786,0.03804206,0.63479507,0.04552919,0.01154251,0.01049211,0.37375104
-5.24362181,1.03329934,0.03991183,0.63931878,0.04691371,0.01171114,0.01041870,0.35977487
-5.23761881,1.02797714,0.04208665,0.64447415,0.04873058,0.01188748,0.01034047,0.34453638
-5.23161581,1.02290798,0.04457070,0.65046137,0.05099802,0.01207328,0.01026066,0.32827689
-5.22561281,1.01850894,0.04736482,0.65747388,0.05372760,0.01227018,0.01018228,0.31124879
-5.21960980,1.01518556,0.05046641,0.66569211,0.05692372,0.01247969,0.01010807,0.29370933
-5.21360680,1.01332024,0.05386947,0.67527752,0.06058328,0.01270301,0.01004039,0.27591451
-5.20760380,1.01326159,0.05756472,0.68636712,0.06469560,0.01294102,0.00998125,0.25811334
-5.20160080,1.01531509,0.06153989,0.69906890,0.06924254,0.01319420,0.00993226,0.24054251
-5.19559780,1.01973564,0.06578019,0.71345836,0.07419892,0.01346257,0.00989462,0.22342178
-5.18959480,1.02672216,0.07026883,0.72957634,0.07953314,0.01374568,0.00986920,0.20695020
-5.18359180,1.03641470,0.07498775,0.74742830,0.08520811,0.01404263,0.00985647,0.19130312
-5.17758879,1.04889390,0.07991841,0.76698520,0.09118230,0.01435209,0.00985663,0.17663022
-5.17158579,1.06418298,0.08504268,0.78818582,0.09741105,0.01467237,0.00986962,0.16305434
-5.16558279,1.08225205,0.09034369,0.81094057,0.10384789,0.01500148,0.00989518,0.15067129
-5.15957979,1.10302441,0.09580676,0.83513655,0.11044611,0.01533731,0.00993292,0.13955036
-5.15357679,1.12638451,0.10142021,0.86064353,0.11716010,0.01567766,0.00998234,0.12973556
-5.14757379,1.15218714,0.10717608,0.88732074,0.12394684,0.01602048,0.01004295,0.12124736
-5.14157079,1.18026723,0.11307061,0.91502391,0.13076712,0.01636393,0.01011429,0.11408490
-5.13556778,1.21044989,0.11910471,0.94361238,0.13758664,0.01670655,0.01019593,0.10822842
-5.12956478,1.24255993,0.12528397,0.97295568,0.14437686,0.01704738,0.01028758,0.10364186
-5.12356178,1.27643059,0.13161861,1.00293951,0.15111556,0.01738602,0.01038905,0.10027545
-5.11755878,1.31191089,0.13812304,1.03347053,0.15778709,0.01772275,0.01050029,0.09806821
-5.11155578,1.34887127,0.14481526,1.06447988,0.16438237,0.01805854,0.01062134,0.09695033
-5.10555278,1.38720735,0.15171599,1.09592518,0.17089848,0.01839502,0.01075238,0.09684525
-5.09954977,1.42684162,0.15884761,1.12779094,0.17733810,0.01873447,0.01089363,0.09767156
-5.09354677,1.46772301,0.16623296,1.16008732,0.18370860,0.01907972,0.01104537,0.09934460
