energy_ev,total_up,total_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,1.27478623,-1.15559619,0.21015906,-0.22546869,0.00000000,-0.00000000,0.00008090,-0.00018715,0.29160081,-0.23849674,0.40746550,-0.44147761,0.67694174,-0.52626655,0.00246334,-0.00385165,0.36932615,-0.38125065
-5.91595798,1.31076489,-1.16134377,0.21427493,-0.22512082,0.00000000,-0.00000000,0.00007269,-0.00015521,0.30154219,-0.24076212,0.41314215,-0.43225796,0.70311340,-0.54037730,0.00236664,-0.00354612,0.37672778,-0.37996069
-5.90995498,1.34919879,-1.17205144,0.21845958,-0.22571326,0.00000000,-0.00000000,0.00006672,-0.00012987,0.31231933,-0.24412058,0.42013582,-0.42594266,0.73031832,-0.55588159,0.00229668,-0.00328416,0.38457885,-0.38041829
-5.90395198,1.38905667,-1.18735329,0.22247927,-0.22703430,0.00000000,-0.00000000,0.00006261,-0.00010988,0.32373765,-0.24860518,0.42795783,-0.42224628,0.75817770,-0.57284883,0.00225013,-0.00306184,0.39249572,-0.38232766
-5.89794897,1.42928494,-1.20679736,0.22611735,-0.22885928,0.00000000,-0.00000000,0.00006008,-0.00009424,0.33558138,-0.25422534,0.43612983,-0.42083032,0.78626911,-0.59131547,0.00222406,-0.00287523,0.40011319,-0.38536919
-5.89194597,1.46884177,-1.22985416,0.22918121,-0.23095799,0.00000000,-0.00000000,0.00005900,-0.00008212,0.34762072,-0.26096468,0.44419856,-0.42131589,0.81414111,-0.61127804,0.00221608,-0.00272047,0.40709605,-0.38920914
-5.88594297,1.50673217,-1.25592754,0.23150833,-0.23310237,0.00000000,-0.00000000,0.00005932,-0.00007288,0.35961978,-0.26877944,0.45174942,-0.42329742,0.84133007,-0.63268724,0.00222441,-0.00259383,0.41314958,-0.39350999
-5.87993997,1.54204243,-1.28436780,0.23297138,-0.23507429,0.00000000,-0.00000000,0.00006110,-0.00006602,0.37134520,-0.27759769,0.45841844,-0.42635675,0.86737853,-0.65544374,0.00224799,-0.00249182,0.41802891,-0.39794098
-5.87393697,1.57397258,-1.31448684,0.23348193,-0.23667294,0.00000000,-0.00000000,0.00006451,-0.00006118,0.38257480,-0.28731959,0.46390211,-0.43007721,0.89185408,-0.67939608,0.00228657,-0.00241129,0.42154651,-0.40218848
-5.86793397,1.60186525,-1.34557518,0.23299290,-0.23772174,0.00000000,-0.00000000,0.00006984,-0.00005811,0.39310611,-0.29781858,0.46796500,-0.43405710,0.91436790,-0.70434097,0.00234082,-0.00234956,0.42357778,-0.40596588
-5.86193097,1.62522981,-1.37692035,0.23149946,-0.23807427,0.00000000,-0.00000000,0.00007752,-0.00005670,0.40276410,-0.30894391,0.47044464,-0.43792218,0.93459188,-0.73002636,0.00241235,-0.00230448,0.42406444,-0.40902251
-5.85592796,1.64376029,-1.40782649,0.22903841,-0.23761911,0.00000000,-0.00000000,0.00008811,-0.00005693,0.41140794,-0.32052424,0.47125374,-0.44133683,0.95227342,-0.75615730,0.00250385,-0.00227463,0.42301554,-0.41115130
-5.84992496,1.65734643,-1.43763448,0.22568626,-0.23628329,0.00000000,-0.00000000,0.00010235,-0.00005891,0.41893623,-0.33237243,0.47037955,-0.44401339,0.96724698,-0.78240448,0.00261915,-0.00225935,0.42050615,-0.41219498
-5.84392196,1.66607702,-1.46574206,0.22155581,-0.23403437,0.00000000,-0.00000000,0.00012117,-0.00006286,0.42529055,-0.34429135,0.46788062,-0.44571961,0.97944176,-0.80841535,0.00276321,-0.00225888,0.41667368,-0.41205056
-5.83791896,1.67023541,-1.49162332,0.21679167,-0.23088093,0.00000000,-0.00000000,0.00014567,-0.00006913,0.43045708,-0.35608049,0.46388094,-0.44628384,0.98888495,-0.83382719,0.00294228,-0.00227446,0.41171215,-0.41067191
-5.83191596,1.67028724,-1.51484682,0.21156479,-0.22687164,0.00000000,-0.00000000,0.00017724,-0.00007823,0.43446611,-0.36754316,0.45856195,-0.44559808,0.99570036,-0.85828177,0.00316382,-0.00230840,0.40586454,-0.40807051
-5.82591296,1.66686111,-1.53509151,0.20606628,-0.22209277,0.00000000,-0.00000000,0.00021748,-0.00009078,0.43738968,-0.37849387,0.45215267,-0.44361861,1.00010246,-0.88144065,0.00343666,-0.00236418,0.39941360,-0.40431418
-5.81990995,1.66072284,-1.55215988,0.20050083,-0.21666455,0.00000000,-0.00000000,0.00026829,-0.00010763,0.43933722,-0.38876569,0.44491850,-0.44036449,1.00238608,-0.90300050,0.00377089,-0.00244653,0.39267159,-0.39952416
-5.81390695,1.65274483,-1.56598742,0.19507992,-0.21073637,0.00000000,-0.00000000,0.00033188,-0.00012978,0.44044967,-0.39821701,0.43714922,-0.43591397,1.00291244,-0.92270748,0.00417798,-0.00256144,0.38596926,-0.39387036
-5.80790395,1.64387191,-1.57664806,0.19001521,-0.20448103,0.00000000,-0.00000000,0.00041077,-0.00015849,0.44089232,-0.40673748,0.42914663,-0.43039893,1.00209210,-0.94036983,0.00467067,-0.00271629,0.37964469,-0.38756524
-5.80190095,1.63508536,-1.58435479,0.18551231,-0.19808852,0.00000000,-0.00000000,0.00050782,-0.00019523,0.44084671,-0.41425272,0.42121257,-0.42399788,1.00036606,-0.95586793,0.00526295,-0.00291983,0.37403231,-0.38085652
-5.79589795,1.62736692,-1.58945561,0.18176508,-0.19175941,0.00000000,-0.00000000,0.00062622,-0.00024177,0.44050232,-0.42072759,0.41363768,-0.41692747,0.99818582,-0.96916119,0.00596999,-0.00318220,0.36945259,-0.37401886
-5.78989495,1.62166436,-1.59242432,0.17895086,-0.18569816,0.00000000,-0.00000000,0.00076947,-0.00030014,0.44004816,-0.42616767,0.40669136,-0.40943320,0.99599372,-0.98029115,0.00680799,-0.00351499,0.36620281,-0.36734509
-5.78389195,1.61886033,-1.59384663,0.17722649,-0.18010672,0.00000000,-0.00000000,0.00094140,-0.00037270,0.43966508,-0.43061901,0.40061351,-0.40177953,0.99420447,-0.98938073,0.00779396,-0.00393115,0.36454913,-0.36113707
-5.77788894,1.61974573,-1.59440186,0.17672543,-0.17517854,0.00000000,-0.00000000,0.00114610,-0.00046213,0.43951897,-0.43416592,0.39560804,-0.39423975,0.99318902,-0.99662939,0.00894554,-0.00444498,0.36472027,-0.35569659
-5.77188594,1.62499850,-1.59484089,0.17755578,-0.17109335,0.00000000,-0.00000000,0.00138785,-0.00057145,0.43975525,-0.43692719,0.39183858,-0.38708608,0.99326145,-1.00230445,0.01028060,-0.00507202,0.36690282,-0.35131673
-5.76588294,1.63516865,-1.59596123,0.17979944,-0.16801271,0.00000000,-0.00000000,0.00167108,-0.00070398,0.44049497,-0.43905059,0.38942628,-0.38058036,0.99466953,-1.00672912,0.01181690,-0.00582890,0.37123833,-0.34827372
-5.75987994,1.65066955,-1.59858017,0.18351198,-0.16607654,0.00000000,-0.00000000,0.00200024,-0.00086337,0.44183251,-0.44070619,0.38844964,-0.37496551,0.99758937,-1.01026765,0.01357155,-0.00673317,0.37782199,-0.34681972
-5.75387694,1.67177539,-1.60350717,0.18872340,-0.16540075,0.00000000,-0.00000000,0.00237972,-0.00105357,0.44383498,-0.44207877,0.38894629,-0.37045823,1.00212402,-1.01330868,0.01556049,-0.00780305,0.38670290,-0.34717668
-5.74787394,1.69862417,-1.61151663,0.19543938,-0.16607581,0.00000000,-0.00000000,0.00281366,-0.00127872,0.44654318,-0.44335973,0.39091633,-0.36724297,1.00830610,-1.01624747,0.01779783,-0.00905705,0.39788550,-0.34953127
-5.74187094,1.73122539,-1.62332211,0.20364293,-0.16816641,0.00000000,-0.00000000,0.00330586,-0.00154317,0.44997390,-0.44473886,0.39432689,-0.36546750,1.01610379,-1.01946813,0.02029514,-0.01051364,0.41133212,-0.35403119
-5.73586793,1.76947123,-1.63955315,0.21329632,-0.17171193,0.00000000,-0.00000000,0.00385952,-0.00185134,0.45412329,-0.44639657,0.39911759,-0.36523996,1.02542969,-1.02332676,0.02306070,-0.01219068,0.42696613,-0.36078269
-5.72986493,1.81315008,-1.66073538,0.22434285,-0.17672773,0.00000000,-0.00000000,0.00447717,-0.00220760,0.45897092,-0.44849678,0.40520642,-0.36662761,1.03615163,-1.02813638,0.02609872,-0.01410496,0.44467553,-0.36984933
-5.72386193,1.86196100,-1.68727480,0.23670861,-0.18320698,0.00000000,-0.00000000,0.00516037,-0.00261621,0.46448415,-0.45118088,0.41249556,-0.36965704,1.04810466,-1.03415450,0.02940856,-0.01627148,0.46431663,-0.38125185
-5.71785893,1.91552789,-1.71944643,0.25030382,-0.19112291,0.00000000,-0.00000000,0.00590963,-0.00308109,0.47062248,-0.45456309,0.42087693,-0.37431579,1.06110325,-1.04157365,0.03298400,-0.01870280,0.48571755,-0.39496910
-5.71185593,1.97341244,-1.75738760,0.26502380,-0.20043121,0.00000000,-0.00000000,0.00672419,-0.00360574,0.47734145,-0.45872719,0.43023703,-0.38055520,1.07495288,-1.05051558,0.03681255,-0.02140829,0.50868136,-0.41093976
-5.70585293,2.03512489,-1.80109579,0.28074959,-0.21107241,0.00000000,-0.00000000,0.00760186,-0.00419298,0.48459592,-0.46372490,0.44046077,-0.38829423,1.08946022,-1.06102896,0.04087494,-0.02439335,0.53298873,-0.42906467
-5.69984992,2.10013230,-1.85043059,0.29734801,-0.22297406,0.00000000,-0.00000000,0.00853897,-0.00484486,0.49234238,-0.46957568,0.45143437,-0.39742396,1.10444143,-1.07309059,0.04514468,-0.02765864,0.55840013,-0.44920964
-5.69384692,2.16786400,-1.90511930,0.31467149,-0.23605246,0.00000000,-0.00000000,0.00953022,-0.00556239,0.50054029,-0.47626800,0.46304703,-0.40781249,1.11972804,-1.08660983,0.04958791,-0.03119936,0.58465744,-0.47120843
-5.68784392,2.23771461,-1.96476552,0.33255770,-0.25021400,0.00000000,-0.00000000,0.01056873,-0.00634545,0.50915241,-0.48376171,0.47519159,-0.41931010,1.13517043,-1.10143579,0.05416344,-0.03500456,0.61148529,-0.49486581
-5.68184092,2.30904499,-2.02885996,0.35082906,-0.26535580,0.00000000,-0.00000000,0.01164599,-0.00719259,0.51814413,-0.49199143,0.48776417,-0.43175418,1.15063876,-1.11736650,0.05882299,-0.03905659,0.63859222,-0.51996050
-5.67583792,2.38118198,-2.09679282,0.36929254,-0.28136581,0.00000000,-0.00000000,0.01275204,-0.00810089,0.52748200,-0.50087057,0.50066314,-0.44497386,1.16602175,-1.13415962,0.06351183,-0.04333068,0.66567189,-0.54624801
-5.66983492,2.45341793,-2.16786697,0.38773979,-0.29812239,0.00000000,-0.00000000,0.01387554,-0.00906591,0.53713172,-0.51029568,0.51378755,-0.45879415,1.18122360,-1.15154377,0.06816964,-0.04779471,0.69240467,-0.57346310
-5.66383192,2.52501083,-2.24131148,0.40594793,-0.31549337,0.00000000,-0.00000000,0.01500404,-0.01008161,0.54705575,-0.52015102,0.52703533,-0.47303948,1.19615970,-1.16922994,0.07273157,-0.05240921,0.71845982,-0.60132217
-5.65782891,2.59518629,-2.31629515,0.42368109,-0.33333485,0.00000000,-0.00000000,0.01612426,-0.01114038,0.55721090,-0.53031284,0.54030159,-0.48753649,1.21075159,-1.18692234,0.07712973,-0.05712756,0.74349848,-0.62952542
-5.65182591,2.66314204,-2.39193974,0.44069302,-0.35148994,0.00000000,-0.00000000,0.01722238,-0.01223307,0.56754611,-0.54065350,0.55347715,-0.50211627,1.22492185,-1.20432817,0.08129472,-0.06189651,0.76717778,-0.65775902
-5.64582291,2.72805563,-2.46733301,0.45673063,-0.36978757,0.00000000,-0.00000000,0.01828442,-0.01334914,0.57800068,-0.55104504,0.56644770,-0.51661587,1.23858956,-1.22116616,0.08515745,-0.06665697,0.78915601,-0.68569745
-5.63981991,2.78909567,-2.54154161,0.47153875,-0.38804180,0.00000000,-0.00000000,0.01929666,-0.01447681,0.58850310,-0.56136227,0.57909347,-0.53087945,1.25166659,-1.23717344,0.08865102,-0.07134501,0.80909900,-0.71300605
-5.63381691,2.84543663,-2.61362415,0.48486579,-0.40605167,0.00000000,-0.00000000,0.02024601,-0.01560336,0.59897060,-0.57148535,0.59128979,-0.54475903,1.26405535,-1.25211095,0.09171263,-0.07589322,0.82668753,-0.73934424
-5.62781391,2.89627678,-2.68264471,0.49647031,-0.42360197,0.00000000,-0.00000000,0.02112041,-0.01671536,0.60930951,-0.58130183,0.60290825,-0.55811506,1.27564793,-1.26576735,0.09428546,-0.08023215,0.84162566,-0.76436927
-5.62181091,2.94085863,-2.74768701,0.50612828,-0.44046505,0.00000000,-0.00000000,0.02190924,-0.01779908,0.61941626,-0.59070826,0.61381864,-0.57081693,1.28632685,-1.27796159,0.09632046,-0.08429211,0.85364962,-0.78774085
-5.61580790,2.97849084,-2.80786961,0.51364062,-0.45640377,0.00000000,-0.00000000,0.02260361,-0.01884079,0.62917908,-0.59961143,0.62389137,-0.58274364,1.29596736,-1.28854447,0.09777790,-0.08800492,0.86253688,-0.80912661
-5.60980490,3.00857047,-2.86236202,0.51884074,-0.47117563,0.00000000,-0.00000000,0.02319662,-0.01982722,0.63848020,-0.60792937,0.63300020,-0.59378460,1.30444080,-1.29739942,0.09862868,-0.09130584,0.86811509,-0.82820844
-5.60380190,3.03060428,-2.91040176,0.52160177,-0.48453814,0.00000000,-0.00000000,0.02368360,-0.02074591,0.64719835,-0.61559205,0.64102523,-0.60384068,1.31161904,-1.30444271,0.09885533,-0.09413545,0.87027016,-0.84468962
-5.59779890,3.04422764,-2.95131182,0.52184288,-0.49625509,0.00000000,-0.00000000,0.02406216,-0.02158561,0.65521139,-0.62254195,0.64785576,-0.61282543,1.31737935,-1.30962329,0.09845258,-0.09644139,0.86895324,-0.85830253
-5.59179590,3.04922002,-2.98451832,0.51953452,-0.50610370,0.00000000,-0.00000000,0.02433224,-0.02233661,0.66239893,-0.62873439,0.65339290,-0.62066651,1.32160943,-1.31292242,0.09742765,-0.09818007,0.86418605,-0.86881668
-5.58579290,3.04551588,-3.00956721,0.51470213,-0.51388224,0.00000000,-0.00000000,0.02449601,-0.02299103,0.66864478,-0.63413775,0.65755185,-0.62730713,1.32421215,-1.31435316,0.09580000,-0.09931798,0.85606413,-0.87604681
-5.57978989,3.03321032,-3.02613948,0.50742806,-0.51941780,0.00000000,-0.00000000,0.02455772,-0.02354304,0.67383910,-0.63873334,0.66026356,-0.63270730,1.32510973,-1.31395953,0.09360072,-0.09983285,0.84475778,-0.87986057
-5.57378689,3.01255897,-3.03406375,0.49785150,-0.52257382,0.00000000,-0.00000000,0.02452341,-0.02398901,0.67788025,-0.64251501,0.66147589,-0.63684489,1.32424708,-1.31181548,0.09087164,-0.09971437,0.83051046,-0.88018539
-5.56778389,2.98397212,-3.03332534,0.48616640,-0.52325693,0.00000000,-0.00000000,0.02440061,-0.02432755,0.68067626,-0.64548833,0.66115423,-0.63971616,1.32159405,-1.30802332,0.08766394,-0.09896460,0.81363456,-0.87701418
-5.56178089,2.94800334,-3.02407097,0.47261724,-0.52142271,0.00000000,-0.00000000,0.02419793,-0.02455951,0.68214602,-0.64766936,0.65928153,-0.64133571,1.31714675,-1.30271156,0.08403662,-0.09759789,0.79450468,-0.87040937
-5.55577789,2.90533324,-3.00660833,0.45749298,-0.51708008,0.00000000,-0.00000000,0.02392471,-0.02468780,0.68222026,-0.64908288,0.65585805,-0.64173567,1.31092776,-1.29603197,0.08005468,-0.09564052,0.77354852,-0.86050502
-5.54977489,2.85674916,-2.98140029,0.44111914,-0.51029389,0.00000000,-0.00000000,0.02359051,-0.02471722,0.68084243,-0.64976020,0.65090075,-0.64096416,1.30298537,-1.28815580,0.07578726,-0.09312986,0.75123577,-0.84750673
-5.54377189,2.80312194,-2.94905336,0.42384859,-0.50118558,0.00000000,-0.00000000,0.02320478,-0.02465415,0.67796948,-0.64973649,0.64444265,-0.63908299,1.29339217,-1.27926907,0.07130560,-0.09011322,0.72806533,-0.83168908
-5.53776888,2.74538091,-2.91030086,0.40605114,-0.48993175,0.00000000,-0.00000000,0.02277643,-0.02450623,0.67357283,-0.64904782,0.63653218,-0.63616461,1.28224298,-1.26956706,0.06668114,-0.08664641,0.70455147,-0.81339079
-5.53176588,2.68448832,-2.86598119,0.38810262,-0.47676067,0.00000000,-0.00000000,0.02231353,-0.02428194,0.66763938,-0.64772805,0.62723276,-0.63228865,1.26965240,-1.25924805,0.06198369,-0.08279205,0.68120930,-0.79300738
-5.52576288,2.62141435,-2.81701215,0.37037368,-0.46194670,0.00000000,-0.00000000,0.02182304,-0.02399024,0.66017284,-0.64580570,0.61662259,-0.62753808,1.25575221,-1.24850666,0.05727971,-0.07861774,0.65854034,-0.77098180
-5.51975988,2.55711370,-2.76436248,0.35321883,-0.44580301,0.00000000,-0.00000000,0.02131066,-0.02364014,0.65119504,-0.64330113,0.60479476,-0.62199538,1.24068870,-1.23752702,0.05263086,-0.07419410,0.63701845,-0.74779307
-5.51375688,2.49250466,-2.70902181,0.33696620,-0.42867265,0.00000000,-0.00000000,0.02078071,-0.02324033,0.64074755,-0.64022419,0.59185766,-0.61573888,1.22462001,-1.22647614,0.04809284,-0.06959284,0.61707696,-0.72394361
-5.50775388,2.42845123,-2.65197063,0.32190833,-0.41091850,0.00000000,-0.00000000,0.02023615,-0.02279888,0.62889314,-0.63657263,0.57793563,-0.60883971,1.20771364,-1.21549796,0.04371440,-0.06488489,0.59909722,-0.69994551
-5.50175088,2.36574869,-2.59415157,0.30829436,-0.39291247,0.00000000,-0.00000000,0.01967866,-0.02232291,0.61571719,-0.63233140,0.56316973,-0.60135950,1.19014408,-1.20470833,0.03953676,-0.06013863,0.58339912,-0.67630630
-5.49574787,2.30511282,-2.53644341,0.29632387,-0.37502433,0.00000000,-0.00000000,0.01910880,-0.02181845,0.60132878,-0.62747304,0.54771849,-0.59334903,1.17209047,-1.19419127,0.03559329,-0.05541834,0.57023374,-0.65351495
-5.48974487,2.24717278,-2.47963899,0.28614253,-0.35761070,0.00000000,-0.00000000,0.01852620,-0.02129030,0.58586136,-0.62195916,0.53175854,-0.58484812,1.15373449,-1.18399696,0.03190940,-0.05078286,0.55977856,-0.63202829
-5.48374187,2.19246736,-2.42442780,0.27783980,-0.34100459,0.00000000,-0.00000000,0.01792986,-0.02074199,0.56947269,-0.61574314,0.51548479,-0.57588665,1.13525814,-1.17414127,0.02850280,-0.04628458,0.55213508,-0.61225871
-5.47773887,2.14144440,-2.37138411,0.27144847,-0.32550587,0.00000000,-0.00000000,0.01731841,-0.02017588,0.55234414,-0.60877382,0.49911019,-0.56648677,1.11684165,-1.16460722,0.02538389,-0.04196862,0.54732904,-0.59456336
-5.47173587,2.09446285,-2.32096068,0.26694627,-0.31137313,0.00000000,-0.00000000,0.01669042,-0.01959319,0.53467911,-0.60100004,0.48286475,-0.55666620,1.09866134,-1.15534808,0.02255634,-0.03787235,0.54531320,-0.57923528
-5.46573287,2.05179710,-2.27348819,0.26425917,-0.29881704,0.00000000,-0.00000000,0.01604465,-0.01899429,0.51670046,-0.59237591,0.46699387,-0.54644239,1.08088751,-1.14629212,0.02001787,-0.03402526,0.54597226,-0.56649679
-5.45972986,2.01364305,-2.22917995,0.26326642,-0.28799558,0.00000000,-0.00000000,0.01538032,-0.01837887,0.49864717,-0.58286628,0.45175573,-0.53583722,1.06368241,-1.13734846,0.01776103,-0.03044895,0.54912997,-0.55649535
-5.45372686,1.98012539,-2.18814141,0.26380689,-0.27901118,0.00000000,-0.00000000,0.01469731,-0.01774622,0.48077004,-0.57245232,0.43741791,-0.52488209,1.04719826,-1.12841411,0.01577410,-0.02715750,0.55455793,-0.54930191
-5.44772386,1.95130573,-2.15038352,0.26568657,-0.27190986,0.00000000,-0.00000000,0.01399629,-0.01709551,0.46332672,-0.56113666,0.42425311,-0.51362284,1.03157552,-1.11938130,0.01404197,-0.02415791,0.56198579,-0.54491184
-5.44172086,1.92719099,-2.11583914,0.26868689,-0.26668226,0.00000000,-0.00000000,0.01327886,-0.01642604,0.44657609,-0.54894790,0.41253419,-0.50212436,1.01694130,-1.11014521,0.01254702,-0.02145083,0.57111236,-0.54324834
-5.43571786,1.90774174,-2.08438140,0.27257346,-0.26326666,0.00000000,-0.00000000,0.01254748,-0.01573750,0.43077225,-0.53594405,0.40252846,-0.49047437,1.00340812,-1.10061129,0.01126991,-0.01903128,0.58161727,-0.54416816
-5.42971486,1.89288011,-2.05584303,0.27710500,-0.26155357,0.00000000,-0.00000000,0.01180554,-0.01503014,0.41615821,-0.52221478,0.39449163,-0.47878628,0.99107286,-1.09070212,0.01019033,-0.01688955,0.59317275,-0.54746936
-5.42371186,1.88249685,-2.03003559,0.28204205,-0.26139186,0.00000000,-0.00000000,0.01105719,-0.01430495,0.40295968,-0.50788220,0.38866135,-0.46720071,0.98001607,-1.08036322,0.00928764,-0.01501205,0.60545491,-0.55290080
-5.41770885,1.87645730,-2.00676782,0.28715516,-0.26259605,0.00000000,-0.00000000,0.01030723,-0.01356376,0.39137889,-0.49310016,0.38525072,-0.45588564,0.97030143,-1.06956789,0.00854144,-0.01338220,0.61815434,-0.56017302
-5.41170585,1.87460602,-1.98586214,0.29223226,-0.26495454,0.00000000,-0.00000000,0.00956093,-0.01280921,0.38158889,-0.47805191,0.38444185,-0.44503506,0.96197541,-1.05832061,0.00793201,-0.01198129,0.63098546,-0.56897009
-5.40570285,1.87676987,-1.96716877,0.29708505,-0.26823836,0.00000000,-0.00000000,0.00882385,-0.01204482,0.37372837,-0.46294635,0.38637977,-0.43486616,0.95506687,-1.04665899,0.00744063,-0.01078927,0.64369437,-0.57896189
-5.39969985,1.88275946,-1.95057691,0.30155405,-0.27221017,0.00000000,-0.00000000,0.00810159,-0.01127482,0.36789720,-0.44801294,0.39116691,-0.42561499,0.94958672,-1.03465436,0.00704986,-0.00978544,0.65606486,-0.58981644
-5.39369685,1.89236894,-1.93602251,0.30551225,-0.27663317,0.00000000,-0.00000000,0.00739964,-0.01050406,0.36415277,-0.43349540,0.39885824,-0.41753095,0.94552735,-1.02241071,0.00674371,-0.00894908,0.66792256,-0.60121185
-5.38769385,1.90537416,-1.92349249,0.30886733,-0.28127949,0.00000000,-0.00000000,0.00672312,-0.00973786,0.36250734,-0.41964456,0.40945733,-0.41087009,0.94286180,-1.01006234,0.00650768,-0.00825998,0.67913691,-0.61284726
-5.38169085,1.92152953,-1.91302530,0.31156227,-0.28593786,0.00000000,-0.00000000,0.00607669,-0.00898180,0.36292645,-0.40671062,0.42291350,-0.40588760,0.94154276,-0.99777002,0.00632881,-0.00769882,0.68962111,-0.62445252
-5.37568784,1.94056371,-1.90470770,0.31357452,-0.29042030,0.00000000,-0.00000000,0.00546434,-0.00824152,0.36532840,-0.39493498,0.43912010,-0.40282968,0.94150125,-0.98571600,0.00619567,-0.00724749,0.69933007,-0.63579615
-5.36968484,1.96217469,-1.89866818,0.31491375,-0.29456746,0.00000000,-0.00000000,0.00488933,-0.00752252,0.36958493,-0.38454225,0.45791416,-0.40192516,0.94264524,-0.97409783,0.00609825,-0.00688931,0.70825652,-0.64669133
-5.36368184,1.98602461,-1.89506695,0.31561838,-0.29825257,0.00000000,-0.00000000,0.00435410,-0.00682998,0.37552310,-0.37573234,0.47907730,-0.40337701,0.94485813,-0.96312128,0.00602790,-0.00660917,0.71642563,-0.65699963
-5.35767884,2.01173494,-1.89408326,0.31575105,-0.30138387,0.00000000,-0.00000000,0.00386025,-0.00616857,0.38292828,-0.36867327,0.50233815,-0.40735431,0.94799753,-0.95299249,0.00597721,-0.00639356,0.72388823,-0.66663239
-5.35167584,2.03888255,-1.89590025,0.31539328,-0.30390546,0.00000000,-0.00000000,0.00340858,-0.00554235,0.39154845,-0.36349472,0.52737599,-0.41398463,0.95189439,-0.94390950,0.00593994,-0.00623054,0.73071323,-0.67554980
-5.34567284,2.06699718,-1.90068822,0.31463958,-0.30579651,0.00000000,-0.00000000,0.00299906,-0.00495463,0.40109946,-0.36028260,0.55382585,-0.42334731,0.95635272,-0.93605361,0.00591086,-0.00610973,0.73697952,-0.68375765
