energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up
-5.65782891,14.16591848,1.96583458,11.28828805,0.04250450,0.16312446,0.20162068,0.26346578,1.98273890
-5.65182591,14.07096957,1.98177515,11.19397895,0.04258023,0.16511391,0.20071516,0.26524746,1.97388765
-5.64582291,13.96356861,1.99446050,11.09314564,0.04252569,0.16654349,0.19903682,0.26583645,1.96185163
-5.63981991,13.84015203,2.00321742,10.98297411,0.04233678,0.16736405,0.19652929,0.26520557,1.94608399
-5.63381691,13.69771622,2.00749276,10.86101272,0.04201219,0.16754290,0.19316066,0.26335494,1.92615757
-5.62781391,13.53385942,2.00685727,10.72520939,0.04155334,0.16706358,0.18892357,0.26031114,1.90177244
-5.62181091,13.34679701,2.00100500,10.57393017,0.04096419,0.16592517,0.18383442,0.25612538,1.87275784
-5.61580790,13.13535244,1.98974868,10.40596075,0.04025104,0.16414100,0.17793195,0.25087085,1.83906903
-5.60980490,12.89892726,1.97301158,10.22049325,0.03942216,0.16173710,0.17127517,0.24463930,1.80077937
-5.60380190,12.63745457,1.95081677,10.01710143,0.03848740,0.15875028,0.16394072,0.23753717,1.75806859
-5.59779890,12.35134073,1.92327447,9.79570770,0.03745778,0.15522606,0.15601986,0.22968137,1.71120792
-5.59179590,12.04140038,1.89056851,9.55654528,0.03634507,0.15121652,0.14761516,0.22119505,1.66054333
-5.58579290,11.70878966,1.85294264,9.30011891,0.03516134,0.14677818,0.13883703,0.21220335,1.60647781
-5.57978989,11.35494193,1.81068777,9.02716691,0.03391861,0.14197000,0.12980029,0.20282961,1.54945367
-5.57378689,10.98150949,1.76413049,8.73862689,0.03262846,0.13685162,0.12062074,0.19319193,1.48993596
-5.56778389,10.59031394,1.71362370,8.43560653,0.03130187,0.13148187,0.11141212,0.18340036,1.42839756
-5.56178089,10.18330646,1.65953956,8.11936032,0.02994890,0.12591761,0.10228329,0.17355479,1.36530665
-5.55577789,9.76253854,1.60226485,7.79127201,0.02857866,0.12021289,0.09333586,0.16374346,1.30111691
-5.54977489,9.33014217,1.54219876,7.45284227,0.02719926,0.11441848,0.08466235,0.15404224,1.23626055
-5.54377189,8.88831820,1.47975285,7.10567996,0.02581777,0.10858179,0.07634483,0.14451451,1.17114409
-5.53776888,8.43933053,1.41535277,6.75149572,0.02444037,0.10274692,0.06845408,0.13521161,1.10614676
-5.53176588,7.98550354,1.34944116,6.39209566,0.02307243,0.09695516,0.06104930,0.12617375,1.04162100
-5.52576288,7.52922030,1.28248144,6.02937368,0.02171866,0.09124546,0.05417830,0.11743122,0.97789465
-5.51975988,7.07291893,1.21496150,5.66530068,0.02038324,0.08565524,0.04787815,0.10900590,0.91527421
-5.51375688,6.61908515,1.14739720,5.30190958,0.01907003,0.08022104,0.04217612,0.10091277,0.85404880
-5.50775388,6.17023959,1.08033484,4.94127543,0.01778265,0.07497934,0.03709106,0.09316144,0.79449409
-5.50175088,5.72891897,1.01435243,4.58549057,0.01652458,0.06996721,0.03263483,0.08575756,0.73687587
-5.49574787,5.29765127,0.95005942,4.23663524,0.01529931,0.06522294,0.02881397,0.07870406,0.68145296
-5.48974487,4.87892529,0.88809463,3.89674463,0.01411027,0.06078644,0.02563134,0.07200216,0.62847911
-5.48374187,4.47515599,0.82912252,3.56777366,0.01296094,0.05669957,0.02308771,0.06565209,0.57820380
-5.47773887,4.08864706,0.77382757,3.25156130,0.01185476,0.05300621,0.02118322,0.05965362,0.53087192
-5.47173587,3.72155272,0.72290704,2.94979594,0.01079510,0.04975212,0.01991862,0.05400628,0.48672235
-5.46573287,3.37584068,0.67706204,2.66398390,0.00978519,0.04698468,0.01929621,0.04870944,0.44598554
-5.45972986,3.05325808,0.63698733,2.39542236,0.00882805,0.04475230,0.01932050,0.04376219,0.40888026
-5.45372686,2.75530211,0.60335963,2.14517830,0.00792639,0.04310373,0.01999838,0.03916310,0.37560978
-5.44772386,2.48319645,0.57682491,1.91407422,0.00708258,0.04208704,0.02133903,0.03490995,0.34635749
-5.44172086,2.23787454,0.55798462,1.70268137,0.00629858,0.04174851,0.02335332,0.03099940,0.32128229
-5.43571786,2.01996995,0.54738108,1.51132047,0.00557589,0.04213126,0.02605285,0.02742668,0.30051392
-5.42971486,1.82981389,0.54548212,1.34006981,0.00491558,0.04327377,0.02944860,0.02418537,0.28414827
-5.42371186,1.66743950,0.55266535,1.18877997,0.00431832,0.04520817,0.03354927,0.02126718,0.27224289
-5.41770885,1.53259219,0.56920222,1.05709437,0.00378440,0.04795851,0.03835934,0.01866193,0.26481281
-5.41170585,1.42474530,0.59524228,0.94447449,0.00331381,0.05153895,0.04387694,0.01635744,0.26182679
-5.40570285,1.34312017,0.63079820,0.85022857,0.00290640,0.05595193,0.05009169,0.01433970,0.26320407
-5.39969985,1.28670958,0.67573200,0.77354260,0.00256193,0.06118644,0.05698248,0.01259300,0.26881191
-5.39369685,1.25430395,0.72974344,0.71351231,0.00228023,0.06721646,0.06451552,0.01110011,0.27846388
-5.38769385,1.24451953,0.79236104,0.66917510,0.00206135,0.07399962,0.07264254,0.00984261,0.29191924
-5.38169085,1.25582800,0.86293684,0.63954090,0.00190566,0.08147633,0.08129953,0.00880115,0.30888345
-5.37568784,1.28658718,0.94064556,0.62362117,0.00181398,0.08956918,0.09040586,0.00795577,0.32901007
-5.36968484,1.33507237,1.02448887,0.62045518,0.00178772,0.09818306,0.09986414,0.00728624,0.35190415
-5.36368184,1.39950826,1.11330554,0.62913312,0.00182888,0.10720579,0.10956075,0.00677236,0.37712725
-5.35767884,1.47810089,1.20578766,0.64881545,0.00194016,0.11650945,0.11936703,0.00639424,0.40420414
-5.35167584,1.56906936,1.30050322,0.67874812,0.00212491,0.12595244,0.12914140,0.00613263,0.43263105
-5.34567284,1.67067678,1.39592481,0.71827323,0.00238712,0.13538217,0.13873207,0.00596913,0.46188561
-5.33966983,1.78125975,1.49046373,0.76683502,0.00273131,0.14463841,0.14798047,0.00588640,0.49143798
-5.33366683,1.89925544,1.58250895,0.82398067,0.00316241,0.15355722,0.15672533,0.00586846,0.52076302
-5.32766383,2.02322542,1.67046931,0.88935600,0.00368551,0.16197533,0.16480702,0.00590076,0.54935316
-5.32166083,2.15187509,1.75281763,0.96269600,0.00430567,0.16973473,0.17207231,0.00597043,0.57673131
-5.31565783,2.28406769,1.82813496,1.04381014,0.00502764,0.17668746,0.17837903,0.00606641,0.60246345
-5.30965483,2.41883213,1.89515291,1.13256299,0.00585548,0.18270022,0.18360071,0.00617958,0.62617028
-5.30365183,2.55536374,1.95279241,1.22885057,0.00679226,0.18765878,0.18763078,0.00630289,0.64753744
-5.29764882,2.69301791,2.00019679,1.33257337,0.00783969,0.19147182,0.19038617,0.00643151,0.66632373
-5.29164582,2.83129659,2.03675781,1.44360703,0.00899775,0.19407412,0.19181026,0.00656293,0.68236709
-5.28564282,2.96982844,2.06213324,1.56177231,0.01026437,0.19542893,0.19187490,0.00669709,0.69558791
-5.27963982,3.10834381,2.07625517,1.68680584,0.01163513,0.19552939,0.19058137,0.00683646,0.70598960
-5.27363682,3.24664621,2.07932854,1.81833368,0.01310302,0.19439892,0.18796048,0.00698622,0.71365639
-5.26763382,3.38458250,2.07182023,1.95584954,0.01465832,0.19209057,0.18407144,0.00715429,0.71874865
-5.26163082,3.52201422,2.05443898,2.09869974,0.01628850,0.18868540,0.17899990,0.00735150,0.72149576
-5.25562781,3.65879257,2.02810749,2.24607663,0.01797831,0.18428986,0.17285500,0.00759162,0.72218730
-5.24962481,3.79473956,1.99392796,2.39702198,0.01970996,0.17903239,0.16576578,0.00789150,0.72116273
-5.24362181,3.92963744,1.95314280,2.55044139,0.02146340,0.17305936,0.15787694,0.00827108,0.71880045
-5.23761881,4.06322814,1.90709248,2.70513015,0.02321677,0.16653053,0.14934427,0.00875346,0.71550644
-5.23161581,4.19522344,1.85717240,2.85981020,0.02494697,0.15961419,0.14032993,0.00936481,0.71170338
-5.22561281,4.32532609,1.80479058,3.01317717,0.02663023,0.15248224,0.13099777,0.01013434,0.70782037
-5.21960980,4.45326078,1.75132798,3.16395574,0.02824290,0.14530537,0.12150882,0.01109411,0.70428382
-5.21360680,4.57881308,1.69810259,3.31096053,0.02976218,0.13824844,0.11201731,0.01227875,0.70150956
-5.20760380,4.70187349,1.64633864,3.45315931,0.03116688,0.13146636,0.10266703,0.01372509,0.69989628
-5.20160080,4.82248299,1.59714128,3.58973479,0.03243819,0.12510040,0.09358850,0.01547164,0.69982024
-5.19559780,4.94087582,1.55147717,3.72014080,0.03356035,0.11927515,0.08489670,0.01755784,0.70163097
-5.18959480,5.05751521,1.51016089,3.84414890,0.03452122,0.11409611,0.07668955,0.02002329,0.70564769
-5.18359180,5.17311750,1.47384670,3.96188123,0.03531274,0.10964790,0.06904706,0.02290664,0.71215614
-5.17758879,5.28866095,1.44302510,4.07382653,0.03593119,0.10599316,0.06203113,0.02624441,0.72140528
-5.17158579,5.40537589,1.41802346,4.18083646,0.03637732,0.10317206,0.05568587,0.03006965,0.73360369
-5.16558279,5.52471427,1.39900983,4.28410082,0.03665622,0.10120231,0.05003843,0.03441037,0.74891537
-5.15957979,5.64829781,1.38599926,4.38510112,0.03677705,0.10007977,0.04510020,0.03928801,0.76745465
-5.15357679,5.77784561,1.37886182,4.48554352,0.03675258,0.09977943,0.04086823,0.04471574,0.78928046
-5.14757379,5.91508348,1.37733196,4.58727345,0.03659857,0.10025684,0.03732688,0.05069687,0.81438983
-5.14157079,6.06163902,1.38101871,4.69217533,0.03633301,0.10144985,0.03444949,0.05722334,0.84271124
-5.13556778,6.21892752,1.38941669,4.80206240,0.03597525,0.10328066,0.03220011,0.06427435,0.87409806
-5.12956478,6.38803527,1.40191781,4.91856207,0.03554518,0.10565809,0.03053515,0.07181532,0.90832273
-5.12356178,6.56960714,1.41782397,5.04300326,0.03506228,0.10848017,0.02940495,0.07979716,0.94507245
-5.11755878,6.76374622,1.43636076,5.17631237,0.03454478,0.11163676,0.02875522,0.08815603,0.98394688
-5.11155578,6.96993244,1.45669263,5.31892427,0.03400895,0.11501246,0.02852838,0.09681361,1.02445864
-5.10555278,7.18696722,1.47793960,5.47071452,0.03346844,0.11848957,0.02866476,0.10567793,1.06603712
-5.09954977,7.41294943,1.49919564,5.63095771,0.03293381,0.12195110,0.02910373,0.11464479,1.10803599
-5.09354677,7.64528694,1.51954873,5.79831614,0.03241226,0.12528388,0.02978469,0.12359991,1.14974467
-5.08754377,7.88074589,1.53810232,5.97086098,0.03190753,0.12838149,0.03064799,0.13242149,1.19040369
-5.08154077,8.11553788,1.55399793,6.14612675,0.03141995,0.13114721,0.03163588,0.14098349,1.22922375
-5.07553777,8.34544296,1.56643818,6.32119789,0.03094678,0.13349669,0.03269327,0.14915924,1.26540785
-5.06953477,8.56596439,1.57470957,6.49282443,0.03048258,0.13536039,0.03376859,0.15682545,1.29817594
-5.06353177,8.77250867,1.57820422,6.65756199,0.03001977,0.13668564,0.03481451,0.16386635,1.32679087
-5.05752876,8.96058315,1.57643964,6.81192994,0.02954930,0.13743828,0.03578868,0.17017789,1.35058475
-5.05152576,9.12600172,1.56907552,6.95258003,0.02906137,0.13760379,0.03665433,0.17567173,1.36898443
-5.04552276,9.26508859,1.55592683,7.07646724,0.02854610,0.13718790,0.03738088,0.18027894,1.38153483
-5.03951976,9.37486942,1.53697232,7.18101407,0.02799426,0.13621653,0.03794435,0.18395311,1.38791896
-5.03351676,9.45323991,1.51235803,7.26425942,0.02739790,0.13473519,0.03832767,0.18667276,1.38797355
-5.02751376,9.49910224,1.48239520,7.32498407,0.02675089,0.13280769,0.03852088,0.18844292,1.38169934
-5.02151076,9.51246144,1.44755266,7.36280545,0.02604932,0.13051427,0.03852105,0.18929580,1.36926544
-5.01550775,9.49447560,1.40844365,7.37823606,0.02529180,0.12794924,0.03833212,0.18929031,1.35100729
-5.00950475,9.44745598,1.36580753,7.37270148,0.02447962,0.12521798,0.03796449,0.18851066,1.32741808
-5.00350175,9.37481559,1.32048691,7.34851621,0.02361669,0.12243367,0.03743441,0.18706384,1.29913404
-4.99749875,9.28096745,1.27340105,7.30881731,0.02270945,0.11971363,0.03676323,0.18507622,1.26691391
-4.99149575,9.17117637,1.22551650,7.25745858,0.02176653,0.11717551,0.03597647,0.18268923,1.23161350
-4.98549275,9.05137028,1.17781597,7.19886954,0.02079845,0.11493333,0.03510274,0.18005441,1.19415637
-4.97948974,8.92791971,1.13126680,7.13788573,0.01981709,0.11309363,0.03417265,0.17732800,1.15550186
-4.97348674,8.80739529,1.08679002,7.07955840,0.01883520,0.11175182,0.03321756,0.17466522,1.11661181
-4.96748374,8.69631448,1.04523123,7.02895240,0.01786587,0.11098871,0.03226842,0.17221453,1.07841739
-4.96148074,8.60088971,1.00733450,6.99094250,0.01692195,0.11086765,0.03135458,0.17011215,1.04178743
-4.95547774,8.52678937,0.97371998,6.97001761,0.01601559,0.11143198,0.03050275,0.16847696,1.00749962
-4.94947474,8.47892335,0.94486630,6.97010277,0.01515775,0.11270334,0.02973602,0.16740615,0.97621567
-4.94347174,8.46126274,0.92109816,6.99440741,0.01435780,0.11468047,0.02907307,0.16697165,0.94846153
-4.93746873,8.47670235,0.90257962,7.04530714,0.01362323,0.11733891,0.02852759,0.16721762,0.92461325
-4.93146573,8.52697174,0.88931314,7.12426441,0.01295943,0.12063141,0.02810786,0.16815899,0.90488921
-4.92546273,8.61259862,0.88114446,7.23179162,0.01236960,0.12448915,0.02781662,0.16978125,0.88934860
-4.91945973,8.73292520,0.87777285,7.36745747,0.01185472,0.12882370,0.02765108,0.17204132,0.87789633
-4.91345673,8.88617562,0.87876632,7.52993542,0.01141363,0.13352972,0.02760322,0.17486965,0.87029376
-4.90745373,9.06956982,0.88358105,7.71709062,0.01104321,0.13848824,0.02766026,0.17817324,0.86617479
-4.90145073,9.27947695,0.89158418,7.92609969,0.01073863,0.14357043,0.02780528,0.18183964,0.86506633
-4.89544772,9.51159910,0.90207894,8.15359600,0.01049361,0.14864177,0.02801809,0.18574158,0.86641219
-4.88944472,9.76117521,0.91433112,8.39583174,0.01030082,0.15356641,0.02827608,0.18974215,0.86959920
-4.88344172,10.02319362,0.92759565,8.64884738,0.01015220,0.15821157,0.02855527,0.19370023,0.87398436
-4.87743872,10.29260189,0.94114228,8.90863899,0.01003939,0.16245180,0.02883129,0.19747594,0.87892179
-4.87143572,10.56450296,0.95427939,9.17131411,0.00995402,0.16617295,0.02908044,0.20093592,0.88378834
-4.86543272,10.83432774,0.96637489,9.43322808,0.00988816,0.16927567,0.02928066,0.20395819,0.88800680
-4.85942971,11.09797613,0.97687353,9.69109396,0.00983455,0.17167828,0.02941243,0.20643639,0.89106581
-4.85342671,11.35192055,0.98531020,9.94206141,0.00978694,0.17331895,0.02945955,0.20828332,0.89253583
-4.84742371,11.59326871,0.99131862,10.18376165,0.00974029,0.17415708,0.02940980,0.20943359,0.89208064
-4.84142071,11.81978483,0.99463556,10.41431845,0.00969091,0.17417385,0.02925540,0.20984531,0.88946421
-4.83541771,12.02987157,0.99510062,10.63232686,0.00963666,0.17337187,0.02899334,0.20950092,0.88455288
-4.82941471,12.22251680,0.99265188,10.83680395,0.00957689,0.17177413,0.02862549,0.20840700,0.87731326
-4.82341171,12.39721203,0.98731805,11.02711736,0.00951257,0.16942215,0.02815860,0.20659330,0.86780601
-4.81740870,12.55385046,0.97920766,11.20289866,0.00944617,0.16637356,0.02760400,0.20411095,0.85617639
-4.81140570,12.69261362,0.96849621,11.36394966,0.00938157,0.16269917,0.02697730,0.20103012,0.84264216
-4.80540270,12.81385594,0.95541200,11.51014947,0.00932398,0.15847977,0.02629781,0.19743707,0.82747956
-4.79939970,12.91799602,0.94022155,11.64137002,0.00927975,0.15380271,0.02558794,0.19343101,0.81100834
-4.79339670,13.00542233,0.92321530,11.75740647,0.00925622,0.14875856,0.02487244,0.18912059,0.79357649
-4.78739370,13.07641955,0.90469436,11.85792760,0.00926145,0.14343787,0.02417763,0.18462050,0.77554542
-4.78139070,13.13111948,0.88495879,11.94244934,0.00930408,0.13792827,0.02353051,0.18004799,0.75727619
-4.77538769,13.16947866,0.86429791,12.01033253,0.00939307,0.13231191,0.02295796,0.17551961,0.73911722
-4.76938469,13.19128201,0.84298267,12.06080416,0.00953744,0.12666348,0.02248583,0.17114819,0.72139390
-4.76338169,13.19617028,0.82126041,12.09299897,0.00974608,0.12104865,0.02213816,0.16704001,0.70440013
-4.75737869,13.18368664,0.79935172,12.10601724,0.01002751,0.11552316,0.02193640,0.16329243,0.68839199
-4.75137569,13.15333697,0.77744929,12.09899303,0.01038965,0.11013234,0.02189872,0.15999166,0.67358340
-4.74537269,13.10465721,0.75571842,12.07116655,0.01083959,0.10491123,0.02203944,0.15721104,0.66014359
-4.73936968,13.03728107,0.73429876,12.02195429,0.01138347,0.09988502,0.02236847,0.15500949,0.64819621
-4.73336668,12.95100183,0.71330708,11.95101093,0.01202623,0.09506988,0.02289101,0.15343037,0.63781983
-4.72736368,12.84582275,0.69284038,11.85827802,0.01277157,0.09047404,0.02360727,0.15250067,0.62904952
-4.72136068,12.72199213,0.67297932,11.74401560,0.01362178,0.08609904,0.02451241,0.15223043,0.62187938
-4.71535768,12.58002057,0.65379143,11.60881484,0.01457776,0.08194103,0.02559656,0.15261260,0.61626564
-4.70935468,12.42067981,0.63533404,11.45359106,0.01563900,0.07799208,0.02684504,0.15362321,0.61213044
-4.70335168,12.24498436,0.61765677,11.27955866,0.01680368,0.07424141,0.02823874,0.15522190,0.60936588
-4.69734867,12.05415845,0.60080346,11.08819051,0.01806877,0.07067646,0.02975460,0.15735288,0.60783854
-4.69134567,11.84959238,0.58481373,10.88116594,0.01943028,0.06728391,0.03136630,0.15994631,0.60739425
-4.68534267,11.63279288,0.56972402,10.66031200,0.02088345,0.06405039,0.03304498,0.16292002,0.60786315
-4.67933967,11.40533244,0.55556841,10.42754304,0.02242314,0.06096308,0.03476015,0.16618177,0.60906506
-4.67333667,11.16880257,0.54237924,10.18480362,0.02404407,0.05801011,0.03648061,0.16963177,0.61081506
-4.66733367,10.92477509,0.53018765,9.93401901,0.02574129,0.05518086,0.03817544,0.17316556,0.61292919
-4.66133067,10.67477460,0.51902416,9.67705676,0.02751048,0.05246602,0.03981501,0.17667721,0.61523025
-4.65532766,10.42026403,0.50891934,9.41570142,0.02934834,0.04985768,0.04137192,0.18006252,0.61755350
-4.64932466,10.16264386,0.49990454,9.15164325,0.03125291,0.04734923,0.04282187,0.18322245,0.61975206
-4.64332166,9.90326369,0.49201277,8.88648044,0.03322384,0.04493534,0.04414445,0.18606625,0.62170184
-4.63731866,9.64344440,0.48527959,8.62173283,0.03526255,0.04261174,0.04532379,0.18851454,0.62330577
-4.63131566,9.38450714,0.47974400,8.35886437,0.03737242,0.04037518,0.04634895,0.19050188,0.62449713
-4.62531266,9.12780560,0.47544923,8.09931072,0.03955875,0.03822331,0.04721424,0.19197901,0.62524175
-4.61930965,8.87475703,0.47244336,7.84450789,0.04182872,0.03615451,0.04791924,0.19291432,0.62553904
-4.61330665,8.62686803,0.47077981,7.59591804,0.04419129,0.03416788,0.04846867,0.19329483,0.62542168
-4.60730365,8.38575150,0.47051747,7.35504876,0.04665695,0.03226312,0.04887200,0.19312635,0.62495403
-4.60130065,8.15313190,0.47172080,7.12346302,0.04923754,0.03044044,0.04914297,0.19243301,0.62422939
-4.59529765,7.93083710,0.47445963,6.90277760,0.05194594,0.02870057,0.04929886,0.19125600,0.62336610
-4.58929465,7.72077639,0.47880893,6.69464936,0.05479588,0.02704458,0.04935972,0.18965180,0.62250292
-4.58329165,7.52490519,0.48484852,6.50074931,0.05780174,0.02547393,0.04934752,0.18768981,0.62179383
-4.57728864,7.34517843,0.49266294,6.32272595,0.06097839,0.02399026,0.04928521,0.18544955,0.62140261
-4.57128564,7.18349511,0.50234134,6.16215989,0.06434115,0.02259538,0.04919587,0.18301771,0.62149750
-4.56528264,7.04163768,0.51397758,6.02051280,0.06790581,0.02129114,0.04910185,0.18048486,0.62224613
-4.55927964,6.92120977,0.52767039,5.89907391,0.07168871,0.02007929,0.04902404,0.17794240,0.62381119
-4.55327664,6.82357610,0.54352367,5.79890752,0.07570687,0.01896140,0.04898125,0.17547943,0.62634666
-4.54727364,6.74980805,0.56164648,5.72080482,0.07997816,0.01793873,0.04898966,0.17318004,0.62999499
-4.54127064,6.70063775,0.58215278,5.66524287,0.08452137,0.01701212,0.04906251,0.17112084,0.63488495
-4.53526763,6.67642282,0.60516048,5.63235307,0.08935626,0.01618190,0.04920983,0.16936895,0.64113028
-4.52926463,6.67712298,0.63078955,5.62190052,0.09450338,0.01544782,0.04943839,0.16798038,0.64882871
-4.52326163,6.70228892,0.65915885,5.63327504,0.09998370,0.01480896,0.04975168,0.16699894,0.65806122
-4.51725863,6.75106284,0.69038147,5.66549372,0.10581802,0.01426371,0.05015007,0.16645546,0.66889132
-4.51125563,6.82218937,0.72455830,5.71721407,0.11202595,0.01380974,0.05063093,0.16636754,0.68136395
-4.50525263,6.91403513,0.76176988,5.78675650,0.11862472,0.01344395,0.05118892,0.16673952,0.69550376
-4.49924962,7.02461484,0.80206645,5.87213419,0.12562751,0.01316251,0.05181625,0.16756283,0.71131276
-4.49324662,7.15162184,0.84545651,5.97108846,0.13304161,0.01296087,0.05250290,0.16881647,0.72876703
