energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-4.77538769,2.04974292,0.06551792,0.22315964,0.72719089,0.60359830,0.12280184,0.43601838
-4.76938469,1.99044281,0.06075507,0.21695618,0.69937893,0.58512980,0.12027228,0.42354551
-4.76338169,1.92576382,0.05600957,0.21050939,0.67024174,0.56510628,0.11722466,0.40948922
-4.75737869,1.85662212,0.05133564,0.20393334,0.64024739,0.54378875,0.11369439,0.39405062
-4.75137569,1.78395636,0.04678218,0.19733307,0.60983509,0.52144783,0.10972783,0.37744339
-4.74537269,1.70871029,0.04239205,0.19080283,0.57940582,0.49835919,0.10538140,0.35988900
-4.73936968,1.63181679,0.03820173,0.18442489,0.54931532,0.47479907,0.10072050,0.34161202
-4.73336668,1.55418396,0.03424122,0.17826901,0.51986966,0.45104022,0.09581800,0.32283575
-4.72736368,1.47668319,0.03053408,0.17239254,0.49132314,0.42734827,0.09075264,0.30377821
-4.72136068,1.40013961,0.02709781,0.16684109,0.46387858,0.40397843,0.08560717,0.28464861
-4.71535768,1.32532484,0.02394432,0.16164954,0.43768962,0.38117286,0.08046651,0.26564447
-4.70935468,1.25295207,0.02108057,0.15684350,0.41286460,0.35915849,0.07541586,0.24694931
-4.70335168,1.18367330,0.01850924,0.15244088,0.38947182,0.33814541,0.07053895,0.22873106
-4.69734867,1.11807868,0.01622953,0.14845361,0.36754561,0.31832586,0.06591641,0.21114110
-4.69134567,1.05669749,0.01423793,0.14488929,0.34709288,0.29987367,0.06162442,0.19431402
-4.68534267,1.00000062,0.01252899,0.14175276,0.32809970,0.28294421,0.05773359,0.17836788
-4.67933967,0.94840406,0.01109604,0.13904737,0.31053763,0.26767471,0.05430816,0.16340502
-4.67333667,0.90227313,0.00993185,0.13677608,0.29436948,0.25418488,0.05140546,0.14951333
-4.66733367,0.86192691,0.00902917,0.13494219,0.27955439,0.24257773,0.04907568,0.13676780
-4.66133067,0.82764258,0.00838123,0.13354967,0.26605185,0.23294041,0.04736188,0.12523225
-4.65532766,0.79965930,0.00798209,0.13260331,0.25382496,0.22534510,0.04630016,0.11496122
-4.64932466,0.77818121,0.00782687,0.13210844,0.24284256,0.21984971,0.04592001,0.10600178
-4.64332166,0.76337946,0.00791189,0.13207039,0.23308051,0.21649826,0.04624471,0.09839524
-4.63731866,0.75539285,0.00823474,0.13249378,0.22452223,0.21532106,0.04729169,0.09217867
-4.63131566,0.75432715,0.00879414,0.13338162,0.21715837,0.21633443,0.04907293,0.08738612
-4.62531266,0.76025300,0.00958983,0.13473423,0.21098614,0.21954000,0.05159516,0.08404954
-4.61930965,0.77320242,0.01062234,0.13654822,0.20600807,0.22492372,0.05485989,0.08219930
-4.61330665,0.79316416,0.01189270,0.13881540,0.20223060,0.23245437,0.05886341,0.08186438
-4.60730365,0.82007809,0.01340210,0.14152178,0.19966250,0.24208195,0.06359639,0.08307219
-4.60130065,0.85382895,0.01515158,0.14464665,0.19831325,0.25373581,0.06904347,0.08584799
-4.59529765,0.89423994,0.01714162,0.14816188,0.19819154,0.26732286,0.07518268,0.09021409
-4.58929465,0.94106650,0.01937187,0.15203135,0.19930374,0.28272585,0.08198468,0.09618872
-4.58329165,0.99399081,0.02184076,0.15621065,0.20165272,0.29980206,0.08941206,0.10378474
-4.57728864,1.05261753,0.02454525,0.16064698,0.20523660,0.31838245,0.09741865,0.11300812
-4.57128564,1.11647108,0.02748057,0.16527947,0.21004786,0.33827150,0.10594893,0.12385642
-4.56528264,1.18499507,0.03064001,0.17003961,0.21607245,0.35924786,0.11493765,0.13631715
-4.55927964,1.25755402,0.03401473,0.17485209,0.22328907,0.38106595,0.12430968,0.15036616
-4.55327664,1.33343758,0.03759369,0.17963597,0.23166847,0.40345853,0.13398022,0.16596606
-4.54727364,1.41186744,0.04136347,0.18430598,0.24117288,0.42614021,0.14385533,0.18306472
-4.54127064,1.49200660,0.04530823,0.18877425,0.25175532,0.44881200,0.15383283,0.20159390
-4.53526763,1.57297106,0.04940963,0.19295209,0.26335898,0.47116660,0.16380366,0.22146796
-4.52926463,1.65384333,0.05364678,0.19675202,0.27591650,0.49289437,0.17365350,0.24258280
-4.52326163,1.73368736,0.05799612,0.20008984,0.28934923,0.51368970,0.18326472,0.26481492
-4.51725863,1.81156439,0.06243138,0.20288672,0.30356648,0.53325765,0.19251866,0.28802071
-4.51125563,1.88654894,0.06692352,0.20507125,0.31846468,0.55132039,0.20129797,0.31203606
-4.50525263,1.95774447,0.07144061,0.20658129,0.33392671,0.56762328,0.20948907,0.33667618
-4.49924962,2.02429807,0.07594785,0.20736561,0.34982119,0.58194034,0.21698458,0.36173588
-4.49324662,2.08541360,0.08040753,0.20738524,0.36600215,0.59407880,0.22368561,0.38699019
-4.48724362,2.14036303,0.08477914,0.20661447,0.38230881,0.60388259,0.22950392,0.41219561
-4.48124062,2.18849566,0.08901951,0.20504141,0.39856589,0.61123459,0.23436365,0.43709180
-4.47523762,2.22924500,0.09308316,0.20266819,0.41458438,0.61605771,0.23820282,0.46140408
-4.46923462,2.26213367,0.09692271,0.19951068,0.43016291,0.61831463,0.24097440,0.48484650
-4.46323162,2.28677613,0.10048953,0.19559784,0.44508983,0.61800644,0.24264695,0.50712577
-4.45722861,2.30287987,0.10373452,0.19097072,0.45914604,0.61517023,0.24320488,0.52794583
-4.45122561,2.31024519,0.10660906,0.18568113,0.47210857,0.60987591,0.24264828,0.54701321
-4.44522261,2.30876418,0.10906620,0.17979009,0.48375497,0.60222235,0.24099241,0.56404297
-4.43921961,2.29841904,0.11106187,0.17336611,0.49386836,0.59233328,0.23826691,0.57876513
-4.43321661,2.27928037,0.11255621,0.16648340,0.50224302,0.58035296,0.23451468,0.59093147
-4.42721361,2.25150543,0.11351505,0.15922012,0.50869050,0.56644210,0.22979062,0.60032237
-4.42121061,2.21533664,0.11391118,0.15165664,0.51304589,0.55077392,0.22416023,0.60675354
-4.41520760,2.17110040,0.11372569,0.14387400,0.51517403,0.53353084,0.21769810,0.61008228
-4.40920460,2.11920589,0.11294906,0.13595256,0.51497558,0.51490157,0.21048638,0.61021313
-4.40320160,2.06014404,0.11158211,0.12797084,0.51239244,0.49507888,0.20261327,0.60710239
-4.39719860,1.99448600,0.10963665,0.12000468,0.50741242,0.47425789,0.19417152,0.60076159
-4.39119560,1.92288115,0.10713577,0.11212662,0.50007293,0.45263497,0.18525702,0.59125939
-4.38519260,1.84605409,0.10411394,0.10440554,0.49046345,0.43040700,0.17596744,0.57872199
-4.37918959,1.76480050,0.10061663,0.09690655,0.47872666,0.40777107,0.16640103,0.56333188
-4.37318659,1.67998164,0.09669971,0.08969111,0.46505815,0.38492438,0.15665541,0.54532493
-4.36718359,1.59251728,0.09242850,0.08281727,0.44970475,0.36206423,0.14682651,0.52498592
-4.36118059,1.50337718,0.08787662,0.07634016,0.43296140,0.33938813,0.13700768,0.50264265
-4.35517759,1.41357122,0.08312461,0.07031243,0.41516686,0.31709368,0.12728877,0.47865889
-4.34917459,1.32413824,0.07825846,0.06478489,0.39669817,0.29537851,0.11775541,0.45342634
-4.34317159,1.23613407,0.07336809,0.05980707,0.37796424,0.27443987,0.10848838,0.42735596
-4.33716858,1.15061892,0.06854578,0.05542777,0.35939874,0.25447413,0.09956306,0.40086907
-4.33116558,1.06864451,0.06388474,0.05169550,0.34145239,0.23567600,0.09104905,0.37438839
-4.32516258,0.99124137,0.05947776,0.04865889,0.32458497,0.21823755,0.08300984,0.34832939
-4.31915958,0.91940635,0.05541594,0.04636681,0.30925714,0.20234703,0.07550263,0.32309225
-4.31315658,0.85409075,0.05178767,0.04486840,0.29592228,0.18818748,0.06857821,0.29905459
-4.30715358,0.79618912,0.04867765,0.04421280,0.28501847,0.17593506,0.06228095,0.27656508
