energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,0.51823418,0.01793111,0.01792815,0.16255829,0.26737872,0.01032410,0.09296539
-5.99399700,0.50187225,0.01627728,0.01654346,0.16135014,0.25202307,0.00949226,0.09560603
-5.98799400,0.49500647,0.01509178,0.01549975,0.16267268,0.24196776,0.00889985,0.09956259
-5.98199100,0.49753881,0.01436249,0.01477310,0.16639359,0.23713462,0.00853828,0.10485376
-5.97598799,0.50936733,0.01407658,0.01433894,0.17237175,0.23744461,0.00839882,0.11149711
-5.96998499,0.53039347,0.01422089,0.01417288,0.18046174,0.24282257,0.00847298,0.11950917
-5.96398199,0.56052475,0.01478212,0.01425133,0.19051748,0.25319903,0.00875266,0.12890520
-5.95797899,0.59967249,0.01574666,0.01455206,0.20239490,0.26850925,0.00923024,0.13969820
-5.95197599,0.64774514,0.01710036,0.01505448,0.21595371,0.28868959,0.00989851,0.15189750
-5.94597299,0.70463741,0.01882796,0.01573990,0.23105812,0.31367151,0.01075050,0.16550679
-5.93996998,0.77021583,0.02091246,0.01659157,0.24757675,0.34337359,0.01177920,0.18052160
-5.93396698,0.84430161,0.02333444,0.01759465,0.26538156,0.37769201,0.01297720,0.19692654
-5.92796398,0.92665162,0.02607124,0.01873606,0.28434614,0.41649007,0.01433631,0.21469210
-5.92196098,1.01693864,0.02909628,0.02000420,0.30434330,0.45958745,0.01584709,0.23377145
-5.91595798,1.11473194,0.03237840,0.02138872,0.32524225,0.50674965,0.01749842,0.25409717
-5.90995498,1.21947943,0.03588140,0.02288008,0.34690558,0.55767854,0.01927710,0.27557820
-5.90395198,1.33049257,0.03956375,0.02446927,0.36918609,0.61200438,0.02116748,0.29809724
-5.89794897,1.44693528,0.04337854,0.02614737,0.39192404,0.66928023,0.02315126,0.32150872
-5.89194597,1.56781769,0.04727372,0.02790523,0.41494471,0.72897901,0.02520725,0.34563756
-5.88594297,1.69199579,0.05119258,0.02973317,0.43805681,0.79049377,0.02731144,0.37027892
-5.87993997,1.81817762,0.05507463,0.03162074,0.46105171,0.85314145,0.02943711,0.39519905
-5.87393697,1.94493616,0.05885659,0.03355652,0.48370386,0.91617031,0.03155509,0.42013735
-5.86793397,2.07072920,0.06247378,0.03552808,0.50577243,0.97877083,0.03363426,0.44480974
-5.86193097,2.19392573,0.06586163,0.03752201,0.52700421,1.04009011,0.03564211,0.46891313
-5.85592796,2.31283821,0.06895733,0.03952397,0.54713778,1.09924918,0.03754544,0.49213119
-5.84992496,2.42575974,0.07170158,0.04151894,0.56590879,1.15536272,0.03931125,0.51414105
-5.84392196,2.53100477,0.07404032,0.04349150,0.58305626,1.20756045,0.04090754,0.53462074
-5.83791896,2.62695182,0.07592640,0.04542611,0.59832948,1.25500947,0.04230433,0.55325725
-5.83191596,2.71208646,0.07732104,0.04730751,0.61149536,1.29693642,0.04347449,0.56975469
-5.82591296,2.78504282,0.07819508,0.04912112,0.62234572,1.33264879,0.04439465,0.58384242
-5.81990995,2.84464166,0.07852999,0.05085334,0.63070416,1.36155424,0.04504592,0.59528265
-5.81390695,2.88992360,0.07831842,0.05249189,0.63643226,1.38317720,0.04541457,0.60387729
-5.80790395,2.92017578,0.07756448,0.05402607,0.63943454,1.39717207,0.04549245,0.60947371
-5.80190095,2.93495096,0.07628357,0.05544688,0.63966207,1.40333234,0.04527731,0.61196915
-5.79589795,2.93407827,0.07450184,0.05674710,0.63711441,1.40159531,0.04477282,0.61131366
-5.78989495,2.91766507,0.07225531,0.05792121,0.63183977,1.39204225,0.04398851,0.60751135
-5.78389195,2.88609011,0.06958862,0.05896526,0.62393342,1.37489409,0.04293937,0.60062004
-5.77788894,2.83998831,0.06655356,0.05987660,0.61353428,1.35050276,0.04164537,0.59074921
-5.77188594,2.78022801,0.06320742,0.06065356,0.60082009,1.31933873,0.04013080,0.57805648
-5.76588294,2.70788181,0.05961117,0.06129508,0.58600114,1.28197538,0.03842345,0.56274276
-5.75987994,2.62419240,0.05582762,0.06180032,0.56931314,1.23907078,0.03655373,0.54504621
-5.75387694,2.53053488,0.05191965,0.06216827,0.55100945,1.19134783,0.03455374,0.52523544
-5.74787394,2.42837724,0.04794847,0.06239748,0.53135305,1.13957351,0.03245633,0.50360212
-5.74187094,2.31924052,0.04397214,0.06248576,0.51060883,1.08453815,0.03029420,0.48045328
-5.73586793,2.20466032,0.04004423,0.06243006,0.48903625,1.02703533,0.02809903,0.45610370
-5.72986493,2.08615077,0.03621275,0.06222646,0.46688299,0.96784328,0.02590077,0.43086858
-5.72386193,1.96517228,0.03251943,0.06187027,0.44437962,0.90770825,0.02372696,0.40505665
-5.71785893,1.84310382,0.02899915,0.06135631,0.42173554,0.84733031,0.02160229,0.37896413
-5.71185593,1.72122035,0.02567977,0.06067918,0.39913626,0.78735181,0.01954820,0.35286940
-5.70585293,1.60067563,0.02258214,0.05983382,0.37674200,0.72834876,0.01758268,0.32702872
-5.69984992,1.48249055,0.01972038,0.05881594,0.35468758,0.67082509,0.01572016,0.30167296
-5.69384692,1.36754659,0.01710235,0.05762263,0.33308340,0.61520955,0.01397160,0.27700524
-5.68784392,1.25658428,0.01473025,0.05625286,0.31201729,0.56185528,0.01234458,0.25319966
-5.68184092,1.15020569,0.01260136,0.05470801,0.29155713,0.51104159,0.01084356,0.23040089
-5.67583792,1.04888075,0.01070886,0.05299229,0.27175391,0.46297756,0.00947017,0.20872456
-5.66983492,0.95295628,0.00904265,0.05111300,0.25264495,0.41780725,0.00822357,0.18825840
-5.66383192,0.86266726,0.00759022,0.04908079,0.23425717,0.37561600,0.00710081,0.16906394
-5.65782891,0.77814949,0.00633743,0.04690961,0.21661018,0.33643751,0.00609721,0.15117874
-5.65182591,0.69945312,0.00526930,0.04461664,0.19971903,0.30026130,0.00520677,0.13461890
-5.64582291,0.62655647,0.00437069,0.04222198,0.18359650,0.26704035,0.00442251,0.11938182
-5.63981991,0.55937958,0.00362695,0.03974831,0.16825502,0.23669858,0.00373680,0.10544918
-5.63381691,0.49779741,0.00302443,0.03722032,0.15370801,0.20913803,0.00314170,0.09278989
-5.62781391,0.44165216,0.00255094,0.03466420,0.13997083,0.18424555,0.00262919,0.08136305
-5.62181091,0.39076487,0.00219615,0.03210702,0.12706137,0.16189897,0.00219145,0.07112087
-5.61580790,0.34494594,0.00195186,0.02957609,0.11500032,0.14197272,0.00182102,0.06201140
-5.60980490,0.30400490,0.00181222,0.02709841,0.10381135,0.12434274,0.00151096,0.05398122
-5.60380190,0.26775925,0.00177392,0.02470019,0.09352110,0.10889092,0.00125504,0.04697789
-5.59779890,0.23604256,0.00183627,0.02240642,0.08415925,0.09550893,0.00104779,0.04095225
-5.59179590,0.20871184,0.00200125,0.02024060,0.07575874,0.08410157,0.00088466,0.03586056
-5.58579290,0.18565440,0.00227344,0.01822463,0.06835607,0.07458966,0.00076203,0.03166648
-5.57978989,0.16679407,0.00265999,0.01637875,0.06199180,0.06691246,0.00067735,0.02834282
-5.57378689,0.15209688,0.00317044,0.01472172,0.05671129,0.06102977,0.00062915,0.02587314
-5.56778389,0.14157609,0.00381651,0.01327109,0.05256551,0.05692356,0.00061715,0.02425317
-5.56178089,0.13529659,0.00461180,0.01204352,0.04961208,0.05459920,0.00064228,0.02349199
-5.55577789,0.13337837,0.00557141,0.01105529,0.04791618,0.05408625,0.00070679,0.02361296
-5.54977489,0.13599891,0.00671148,0.01032275,0.04755146,0.05543870,0.00081423,0.02465442
-5.54377189,0.14339429,0.00804865,0.00986283,0.04860081,0.05873467,0.00096959,0.02667001
-5.53776888,0.15585869,0.00959942,0.00969355,0.05115665,0.06407546,0.00117926,0.02972865
-5.53176588,0.17374199,0.01137946,0.00983439,0.05532094,0.07158377,0.00145110,0.03391408
-5.52576288,0.19744522,0.01340281,0.01030659,0.06120456,0.08140117,0.00179442,0.03932390
-5.51975988,0.22741358,0.01568111,0.01113334,0.06892600,0.09368463,0.00221992,0.04606805
-5.51375688,0.26412683,0.01822271,0.01233971,0.07860940,0.10860216,0.00273965,0.05426668
-5.50775388,0.30808691,0.02103193,0.01395246,0.09038171,0.12632735,0.00336686,0.06404746
-5.50175088,0.35980276,0.02410822,0.01599954,0.10436914,0.14703316,0.00411580,0.07554208
-5.49574787,0.41977248,0.02744555,0.01850946,0.12069271,0.17088462,0.00500148,0.08888228
-5.48974487,0.48846300,0.03103181,0.02151033,0.13946322,0.19803097,0.00603936,0.10419515
-5.48374187,0.56628766,0.03484851,0.02502872,0.16077555,0.22859705,0.00724494,0.12159793
-5.47773887,0.65358238,0.03887059,0.02908834,0.18470252,0.26267450,0.00863330,0.14119245
-5.47173587,0.75058098,0.04306653,0.03370855,0.21128861,0.30031273,0.01021864,0.16305925
-5.46573287,0.85739070,0.04739873,0.03890271,0.24054357,0.34151035,0.01201364,0.18725168
-5.45972986,0.97396877,0.05182412,0.04467664,0.27243653,0.38620708,0.01402893,0.21379016
-5.45372686,1.10010130,0.05629512,0.05102691,0.30689055,0.43427689,0.01627248,0.24265688
-5.44772386,1.23538551,0.06076079,0.05793942,0.34377826,0.48552241,0.01874901,0.27379122
-5.44172086,1.37921657,0.06516822,0.06538809,0.38291860,0.53967134,0.02145944,0.30708610
-5.43571786,1.53077994,0.06946412,0.07333385,0.42407522,0.59637496,0.02440049,0.34238564
-5.42971486,1.68905034,0.07359644,0.08172400,0.46695658,0.65520916,0.02756423,0.37948427
-5.42371186,1.85279782,0.07751608,0.09049204,0.51121802,0.71567808,0.03093794,0.41812751
-5.41770885,2.02060154,0.08117855,0.09955792,0.55646585,0.77722059,0.03450396,0.45801447
-5.41170585,2.19087111,0.08454544,0.10882891,0.60226357,0.83921940,0.03823982,0.49880231
-5.40570285,2.36187539,0.08758568,0.11820093,0.64813993,0.90101277,0.04211849,0.54011225
-5.39969985,2.53177791,0.09027657,0.12756041,0.69359884,0.96190840,0.04610881,0.58153740
-5.39369685,2.69867774,0.09260436,0.13678672,0.73813065,1.02119916,0.05017610,0.62265176
-5.38769385,2.86065456,0.09456449,0.14575489,0.78122450,1.07817996,0.05428290,0.66302039
-5.38169085,3.01581594,0.09616142,0.15433873,0.82238111,1.13216527,0.05838981,0.70221005
-5.37568784,3.16234504,0.09740796,0.16241407,0.86112570,1.18250637,0.06245644,0.73980012
-5.36968484,3.29854650,0.09832435,0.16986217,0.89702018,1.22860782,0.06644237,0.77539301
-5.36368184,3.42288862,0.09893683,0.17657294,0.92967431,1.26994220,0.07030807,0.80862384
-5.35767884,3.53403979,0.09927610,0.18244799,0.95875506,1.30606267,0.07401582,0.83916875
-5.35167584,3.63089761,0.09937547,0.18740335,0.98399398,1.33661261,0.07753048,0.86675151
-5.34567284,3.71260934,0.09926899,0.19137171,1.00519197,1.36133205,0.08082011,0.89114814
-5.33966983,3.77858304,0.09898961,0.19430401,1.02222149,1.38006066,0.08385652,0.91218936
-5.33366683,3.82848894,0.09856743,0.19617055,1.03502595,1.39273716,0.08661554,0.92976071
-5.32766383,3.86225146,0.09802820,0.19696129,1.04361649,1.39939530,0.08907712,0.94380068
-5.32166083,3.88003266,0.09739212,0.19668559,1.04806639,1.40015690,0.09122538,0.95429669
-5.31565783,3.88220835,0.09667305,0.19537127,1.04850343,1.39522220,0.09304835,0.96127968
-5.30965483,3.86933864,0.09587805,0.19306313,1.04510080,1.38485829,0.09453774,0.96481737
-5.30365183,3.84213484,0.09500750,0.18982100,1.03806701,1.36938635,0.09568855,0.96500694
-5.29764882,3.80142479,0.09405550,0.18571741,1.02763557,1.34916832,0.09649872,0.96196751
-5.29164582,3.74811876,0.09301080,0.18083508,1.01405490,1.32459390,0.09696877,0.95583301
-5.28564282,3.68317775,0.09185796,0.17526428,0.99757919,1.29606840,0.09710147,0.94674583
-5.27963982,3.60758592,0.09057889,0.16910019,0.97846059,1.26400219,0.09690172,0.93485176
-5.27363682,3.52232838,0.08915447,0.16244042,0.95694310,1.22880204,0.09637642,0.92029633
-5.26763382,3.42837503,0.08756632,0.15538273,0.93325851,1.19086468,0.09553459,0.90322282
-5.26163082,3.32667090,0.08579852,0.14802312,0.90762432,1.15057269,0.09438751,0.88377186
-5.25562781,3.21813251,0.08383927,0.14045415,0.88024370,1.10829267,0.09294911,0.86208263
-5.24962481,3.10364995,0.08168225,0.13276372,0.85130712,1.06437536,0.09123633,0.83829524
-5.24362181,2.98409314,0.07932784,0.12503419,0.82099554,1.01915752,0.08926961,0.81255412
-5.23761881,2.86032142,0.07678393,0.11734181,0.78948455,0.97296489,0.08707336,0.78501187
-5.23161581,2.73319461,0.07406639,0.10975651,0.75694902,0.92611593,0.08467639,0.75583330
-5.22561281,2.60358407,0.07119917,0.10234189,0.72356788,0.87892570,0.08211225,0.72519901
-5.21960980,2.47238247,0.06821405,0.09515539,0.68952836,0.83170929,0.07941943,0.69330832
-5.21360680,2.34051064,0.06514997,0.08824864,0.65502948,0.78478459,0.07664134,0.66038107
-5.20760380,2.20892084,0.06205209,0.08166779,0.62028425,0.73847378,0.07382611,0.62665808
-5.20160080,2.07859546,0.05897062,0.07545391,0.58552050,0.69310342,0.07102615,0.59240014
-5.19559780,1.95054095,0.05595934,0.06964333,0.55098006,0.64900303,0.06829740,0.55788550
-5.18959480,1.82577707,0.05307404,0.06426782,0.51691649,0.60650203,0.06569839,0.52340583
-5.18359180,1.70532161,0.05037089,0.05935482,0.48359118,0.56592525,0.06328899,0.48926102
-5.17758879,1.59017152,0.04790464,0.05492738,0.45126824,0.52758715,0.06112904,0.45575286
-5.17158579,1.48128117,0.04572704,0.05100414,0.42020844,0.49178503,0.05927675,0.42317802
-5.16558279,1.37953889,0.04388521,0.04759910,0.39066239,0.45879166,0.05778696,0.39182070
-5.15957979,1.28574299,0.04242011,0.04472132,0.36286345,0.42884754,0.05670938,0.36194529
-5.15357679,1.20057845,0.04136531,0.04237462,0.33702077,0.40215337,0.05608685,0.33378941
-5.14757379,1.12459541,0.04074578,0.04055722,0.31331270,0.37886303,0.05595358,0.30755757
-5.14157079,1.05819064,0.04057703,0.03926137,0.29188109,0.35907739,0.05633365,0.28341596
-5.13556778,1.00159284,0.04086444,0.03847308,0.27282656,0.34283942,0.05723961,0.26148834
-5.12956478,0.95485261,0.04160286,0.03817199,0.25620515,0.33013071,0.05867141,0.24185336
-5.12356178,0.91783758,0.04277648,0.03833122,0.24202644,0.32086984,0.06061573,0.22454338
-5.11755878,0.89023321,0.04435902,0.03891762,0.23025326,0.31491245,0.06304555,0.20954473
-5.11155578,0.87154929,0.04631420,0.03989199,0.22080293,0.31205347,0.06592031,0.19679950
-5.10555278,0.86113218,0.04859654,0.04120971,0.21355026,0.31203119,0.06918643,0.18620868
-5.09954977,0.85818250,0.05115238,0.04282151,0.20833187,0.31453333,0.07277839,0.17763654
-5.09354677,0.86177787,0.05392130,0.04467451,0.20495197,0.31920494,0.07662017,0.17091609
-5.08754377,0.87089997,0.05683774,0.04671345,0.20318931,0.32565783,0.08062725,0.16585538
-5.08154077,0.88446526,0.05983281,0.04888225,0.20280504,0.33348144,0.08470893,0.16224444
-5.07553777,0.90135831,0.06283639,0.05112557,0.20355127,0.34225468,0.08877097,0.15986260
-5.06953477,0.92046670,0.06577921,0.05339067,0.20518009,0.35155841,0.09271854,0.15848599
-5.06353177,0.94071636,0.06859517,0.05562921,0.20745261,0.36098819,0.09645921,0.15789490
-5.05752876,0.96110602,0.07122342,0.05779915,0.21014793,0.37016674,0.09990604,0.15788085
-5.05152576,0.98073964,0.07361052,0.05986651,0.21307148,0.37875573,0.10298052,0.15825306
-5.04552276,0.99885559,0.07571233,0.06180698,0.21606272,0.38646639,0.10561526,0.15884428
-5.03951976,1.01485126,0.07749557,0.06360739,0.21900162,0.39306858,0.10775643,0.15951556
-5.03351676,1.02830243,0.07893911,0.06526672,0.22181391,0.39839777,0.10936557,0.16016003
-5.02751376,1.03897613,0.08003481,0.06679684,0.22447478,0.40235985,0.11042100,0.16070554
-5.02151076,1.04683683,0.08078782,0.06822280,0.22701077,0.40493328,0.11091858,0.16111594
-5.01550775,1.05204519,0.08121648,0.06958255,0.22949995,0.40616863,0.11087170,0.16139118
-5.00950475,1.05494957,0.08135158,0.07092627,0.23207001,0.40618540,0.11031078,0.16156604
-5.00350175,1.05607042,0.08123518,0.07231508,0.23489456,0.40516625,0.10928197,0.16170773
-4.99749875,1.05607806,0.08091894,0.07381929,0.23818741,0.40334884,0.10784540,0.16191230
-4.99149575,1.05576465,0.08046203,0.07551616,0.24219521,0.40101553,0.10607278,0.16230002
-4.98549275,1.05601140,0.07992870,0.07748728,0.24718835,0.39848146,0.10404476,0.16300997
-4.97948974,1.05775227,0.07938560,0.07981558,0.25345064,0.39608142,0.10184791,0.16419397
-4.97348674,1.06193554,0.07889903,0.08258205,0.26126785,0.39415607,0.09957161,0.16601004
-4.96748374,1.06948467,0.07853205,0.08586249,0.27091558,0.39303803,0.09730497,0.16861567
-4.96148074,1.08126010,0.07834186,0.08972404,0.28264679,0.39303845,0.09513384,0.17216105
-4.95547774,1.09802329,0.07837726,0.09422198,0.29667952,0.39443457,0.09313813,0.17678263
-4.94947474,1.12040437,0.07867652,0.09939671,0.31318505,0.39745876,0.09138947,0.18259703
-4.94347174,1.14887473,0.07926564,0.10527112,0.33227717,0.40228939,0.08994929,0.18969564
-4.93746873,1.18372529,0.08015709,0.11184845,0.35400284,0.40904390,0.08886747,0.19814001
-4.93146573,1.22505135,0.08134914,0.11911072,0.37833479,0.41777431,0.08818138,0.20795825
-4.92546273,1.27274434,0.08282570,0.12701793,0.40516629,0.42846515,0.08791552,0.21914239
-4.91945973,1.32649080,0.08455678,0.13550790,0.43430853,0.44103389,0.08808159,0.23164697
-4.91345673,1.38577826,0.08649949,0.14449696,0.46549080,0.45533378,0.08867894,0.24538869
-4.90745373,1.44990780,0.08859954,0.15388144,0.49836356,0.47115878,0.08969539,0.26024732
-4.90145073,1.51801270,0.09079316,0.16353989,0.53250456,0.48825041,0.09110831,0.27606764
-4.89544772,1.58908212,0.09300945,0.17333608,0.56742776,0.50630613,0.09288582,0.29266248
-4.88944472,1.66198919,0.09517288,0.18312256,0.60259493,0.52498885,0.09498812,0.30981665
-4.88344172,1.73552209,0.09720602,0.19274475,0.63742967,0.54393712,0.09736881,0.32729169
-4.87743872,1.80841713,0.09903230,0.20204543,0.67133316,0.56277577,0.09997614,0.34483134
-4.87143572,1.87939268,0.10057865,0.21086937,0.70370136,0.58112633,0.10275423,0.36216738
-4.86543272,1.94718271,0.10177800,0.21906803,0.73394282,0.59861721,0.10564409,0.37902592
-4.85942971,2.01056891,0.10257152,0.22650407,0.76149652,0.61489300,0.10858464,0.39513370
-4.85342671,2.06841047,0.10291046,0.23305551,0.78584894,0.62962290,0.11151352,0.41022447
-4.84742371,2.11967072,0.10275763,0.23861941,0.80654972,0.64250797,0.11436785,0.42404502
-4.84142071,2.16343986,0.10208836,0.24311483,0.82322529,0.65328708,0.11708505,0.43636095
-4.83541771,2.19895348,0.10089104,0.24648507,0.83558970,0.66174156,0.11960351,0.44696180
-4.82941471,2.22560634,0.09916716,0.24869895,0.84345249,0.66769843,0.12186341,0.45566563
-4.82341171,2.24296151,0.09693086,0.24975129,0.84672303,0.67103241,0.12380756,0.46232273
-4.81740870,2.25075474,0.09420808,0.24966235,0.84541134,0.67166659,0.12538233,0.46681854
-4.81140570,2.24889426,0.09103538,0.24847644,0.83962528,0.66957204,0.12653868,0.46907564
-4.80540270,2.23745640,0.08745843,0.24625976,0.82956441,0.66476638,0.12723327,0.46905481
-4.79939970,2.21667730,0.08353024,0.24309747,0.81551082,0.65731147,0.12742957,0.46675508
-4.79339670,2.18694135,0.07930934,0.23909032,0.79781734,0.64731035,0.12709902,0.46221299
-4.78739370,2.14876678,0.07485782,0.23435080,0.77689385,0.63490363,0.12622210,0.45550081
-4.78139070,2.10278910,0.07023946,0.22899921,0.75319226,0.62026530,0.12478929,0.44672408
