energy_ev,total_up,Ga_p_up,Ga_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,2.80777260,0.10045762,0.00000000,2.57055749,0.60423858,1.53360257,0.00000000
-5.99399700,2.68242060,0.10138120,0.00000000,2.45596221,0.56667934,1.47391826,0.00000000
-5.98799400,2.56035105,0.10253273,0.00000000,2.33792353,0.53093587,1.41584139,0.00000000
-5.98199100,2.44216542,0.10394458,0.00000000,2.21738589,0.49705477,1.35962487,0.00000000
-5.97598799,2.32845942,0.10564618,0.00000000,2.09535933,0.46507147,1.30552880,0.00000000
-5.96998499,2.21980738,0.10766156,0.00000000,1.97289400,0.43501232,1.25381254,0.00000000
-5.96398199,2.11674396,0.11000689,0.00000000,1.85105240,0.40689602,1.20472481,0.00000000
-5.95797899,2.01974434,0.11268825,0.00000000,1.73088049,0.38073413,1.15849249,0.00000000
-5.95197599,1.92920452,0.11569974,0.00000000,1.61337934,0.35653118,1.11530910,0.00000000
-5.94597299,1.84542325,0.11902200,0.00000000,1.49947857,0.33428420,1.07532369,0.00000000
-5.93996998,1.76858703,0.12262143,0.00000000,1.39001305,0.31398223,1.03863131,0.00000000
-5.93396698,1.69875965,0.12645001,0.00000000,1.28570374,0.29560581,1.00526573,0.00000000
-5.92796398,1.63587717,0.13044585,0.00000000,1.18714362,0.27912670,0.97519512,0.00000000
-5.92196098,1.57974903,0.13453458,0.00000000,1.09478920,0.26450804,0.94832128,0.00000000
-5.91595798,1.53006559,0.13863137,0.00000000,1.00895770,0.25170500,0.92448250,0.00000000
-5.90995498,1.48641176,0.14264362,0.00000000,0.92982982,0.24066599,0.90346019,0.00000000
-5.90395198,1.44828616,0.14647420,0.00000000,0.85745770,0.23133426,0.88498876,0.00000000
-5.89794897,1.41512473,0.15002508,0.00000000,0.79177719,0.22364999,0.86876836,0.00000000
-5.89194597,1.38632734,0.15320109,0.00000000,0.73262382,0.21755255,0.85447964,0.00000000
-5.88594297,1.36128596,0.15591381,0.00000000,0.67975113,0.21298272,0.84179963,0.00000000
-5.87993997,1.33941257,0.15808513,0.00000000,0.63285053,0.20988483,0.83041772,0.00000000
-5.87393697,1.32016514,0.15965058,0.00000000,0.59157149,0.20820831,0.82005074,0.00000000
-5.86793397,1.30307021,0.16056197,0.00000000,0.55554103,0.20790871,0.81045618,0.00000000
-5.86193097,1.28774058,0.16078937,0.00000000,0.52438175,0.20894792,0.80144271,0.00000000
-5.85592796,1.27388729,0.16032235,0.00000000,0.49772751,0.21129339,0.79287739,0.00000000
-5.84992496,1.26132517,0.15917026,0.00000000,0.47523642,0.21491650,0.78468913,0.00000000
-5.84392196,1.24997175,0.15736164,0.00000000,0.45660068,0.21979004,0.77686819,0.00000000
-5.83791896,1.23983993,0.15494287,0.00000000,0.44155326,0.22588479,0.76946199,0.00000000
-5.83191596,1.23102482,0.15197595,0.00000000,0.42987138,0.23316568,0.76256736,0.00000000
-5.82591296,1.22368600,0.14853573,0.00000000,0.42137719,0.24158747,0.75632001,0.00000000
-5.81990995,1.21802635,0.14470663,0.00000000,0.41593585,0.25109045,0.75088176,0.00000000
-5.81390695,1.21426889,0.14057908,0.00000000,0.41345163,0.26159648,0.74642667,0.00000000
-5.80790395,1.21263326,0.13624582,0.00000000,0.41386238,0.27300555,0.74312669,0.00000000
-5.80190095,1.21331333,0.13179837,0.00000000,0.41713294,0.28519332,0.74113795,0.00000000
-5.79589795,1.21645723,0.12732367,0.00000000,0.42324796,0.29800983,0.74058845,0.00000000
-5.78989495,1.22215101,0.12290116,0.00000000,0.43220449,0.31127963,0.74156784,0.00000000
-5.78389195,1.23040673,0.11860045,0.00000000,0.44400470,0.32480332,0.74411985,0.00000000
-5.77788894,1.24115558,0.11447952,0.00000000,0.45864883,0.33836067,0.74823762,0.00000000
-5.77188594,1.25424594,0.11058364,0.00000000,0.47612866,0.35171512,0.75386213,0.00000000
-5.76588294,1.26944634,0.10694491,0.00000000,0.49642135,0.36461962,0.76088347,0.00000000
-5.75987994,1.28645275,0.10358248,0.00000000,0.51948375,0.37682335,0.76914479,0.00000000
-5.75387694,1.30489920,0.10050326,0.00000000,0.54524707,0.38807920,0.77844835,0.00000000
-5.74787394,1.32437102,0.09770309,0.00000000,0.57361176,0.39815144,0.78856314,0.00000000
-5.74187094,1.34441934,0.09516832,0.00000000,0.60444267,0.40682334,0.79923334,0.00000000
-5.73586793,1.36457596,0.09287757,0.00000000,0.63756439,0.41390420,0.81018713,0.00000000
-5.72986493,1.38436737,0.09080355,0.00000000,0.67275692,0.41923544,0.82114510,0.00000000
-5.72386193,1.40332733,0.08891495,0.00000000,0.70975172,0.42269552,0.83182779,0.00000000
-5.71785893,1.42100720,0.08717820,0.00000000,0.74822847,0.42420334,0.84196208,0.00000000
-5.71185593,1.43698367,0.08555898,0.00000000,0.78781282,0.42371999,0.85128608,0.00000000
-5.70585293,1.45086396,0.08402360,0.00000000,0.82807552,0.42124878,0.85955255,0.00000000
-5.69984992,1.46228846,0.08254004,0.00000000,0.86853328,0.41683373,0.86653091,0.00000000
-5.69384692,1.47093141,0.08107872,0.00000000,0.90865175,0.41055642,0.87200808,0.00000000
-5.68784392,1.47650002,0.07961309,0.00000000,0.94785099,0.40253164,0.87578850,0.00000000
-5.68184092,1.47873282,0.07811990,0.00000000,0.98551357,0.39290202,0.87769366,0.00000000
-5.67583792,1.47739791,0.07657933,0.00000000,1.02099538,0.38183198,0.87756159,0.00000000
-5.66983492,1.47229177,0.07497505,0.00000000,1.05363915,0.36950146,0.87524672,0.00000000
-5.66383192,1.46323912,0.07329411,0.00000000,1.08279027,0.35609954,0.87062025,0.00000000
-5.65782891,1.45009431,0.07152686,0.00000000,1.10781449,0.34181855,0.86357152,0.00000000
-5.65182591,1.43274430,0.06966690,0.00000000,1.12811695,0.32684873,0.85401013,0.00000000
-5.64582291,1.41111325,0.06771102,0.00000000,1.14316157,0.31137373,0.84186905,0.00000000
-5.63981991,1.38516847,0.06565927,0.00000000,1.15249007,0.29556711,0.82710836,0.00000000
-5.63381691,1.35492720,0.06351505,0.00000000,1.15573960,0.27958985,0.80971945,0.00000000
-5.62781391,1.32046378,0.06128534,0.00000000,1.15265808,0.26358890,0.78972931,0.00000000
-5.62181091,1.28191645,0.05898090,0.00000000,1.14311633,0.24769672,0.76720447,0.00000000
-5.61580790,1.23949315,0.05661663,0.00000000,1.12711646,0.23203163,0.74225422,0.00000000
-5.60980490,1.19347564,0.05421182,0.00000000,1.10479572,0.21669890,0.71503271,0.00000000
-5.60380190,1.14422153,0.05179053,0.00000000,1.07642575,0.20179233,0.68573973,0.00000000
-5.59779890,1.09216363,0.04938181,0.00000000,1.04240703,0.18739616,0.65461975,0.00000000
-5.59179590,1.03780663,0.04701997,0.00000000,1.00325881,0.17358719,0.62195930,0.00000000
-5.58579290,0.98172097,0.04474471,0.00000000,0.95960484,0.16043680,0.58808268,0.00000000
-5.57978989,0.92453407,0.04260118,0.00000000,0.91215575,0.14801292,0.55334600,0.00000000
-5.57378689,0.86691929,0.04063993,0.00000000,0.86168869,0.13638166,0.51812994,0.00000000
-5.56778389,0.80958311,0.03891673,0.00000000,0.80902527,0.12560869,0.48283152,0.00000000
-5.56178089,0.75325095,0.03749224,0.00000000,0.75500880,0.11576014,0.44785512,0.00000000
-5.55577789,0.69865246,0.03643154,0.00000000,0.70048168,0.10690314,0.41360339,0.00000000
-5.54977489,0.64650660,0.03580347,0.00000000,0.64626404,0.09910591,0.38046820,0.00000000
