energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.68784392,1.55426585,0.11394799,0.00090915,0.59059452,0.01182136,0.34687776,0.74564133,0.51870667
-5.68184092,1.68141815,0.11825554,0.00097270,0.64969550,0.01221278,0.36431093,0.81038059,0.56747672
-5.67583792,1.81616171,0.12387362,0.00104263,0.71119453,0.01272724,0.38392817,0.87748410,0.61870197
-5.66983492,1.95739267,0.13076940,0.00111857,0.77459254,0.01336055,0.40557211,0.94636591,0.67196309
-5.66383192,2.10382657,0.13887806,0.00120003,0.83933315,0.01410563,0.42903424,1.01638538,0.72678103
-5.65782891,2.25401826,0.14810357,0.00128642,0.90480990,0.01495275,0.45405973,1.08686034,0.78262261
-5.65182591,2.40638760,0.15832043,0.00137707,0.97037557,0.01588977,0.48035371,1.15708189,0.83890824
-5.64582291,2.55925039,0.16937619,0.00147124,1.03535321,0.01690259,0.50758889,1.22633055,0.89502158
-5.63981991,2.71085382,0.18109479,0.00156820,1.09904886,0.01797552,0.53541424,1.29389293,0.95032100
-5.63381691,2.85941552,0.19328075,0.00166721,1.16076524,0.01909186,0.56346479,1.35907856,1.00415248
-5.62781391,3.00316508,0.20572411,0.00176756,1.21981631,0.02023439,0.59137205,1.42123618,1.05586368
-5.62181091,3.14038670,0.21820590,0.00186866,1.27554197,0.02138599,0.61877486,1.47976880,1.10481865
-5.61580790,3.26946154,0.23050414,0.00196999,1.32732252,0.02253020,0.64533031,1.53414719,1.15041270
-5.60980490,3.38890840,0.24240011,0.00207121,1.37459234,0.02365178,0.67072438,1.58392117,1.19208701
-5.60380190,3.49742103,0.25368466,0.00217214,1.41685234,0.02473722,0.69468171,1.62872842,1.22934226
-5.59779890,3.59390078,0.26416434,0.00227279,1.45368071,0.02577516,0.71697422,1.66830050,1.26175101
-5.59179590,3.67748316,0.27366710,0.00237334,1.48474162,0.02675677,0.73742810,1.70246603,1.28896805
-5.58579290,3.74755726,0.28204734,0.00247419,1.50979159,0.02767594,0.75592872,1.73115096,1.31073854
-5.57978989,3.80377700,0.28918997,0.00257591,1.52868328,0.02852937,0.77242325,1.75437610,1.32690343
-5.57378689,3.84606396,0.29501351,0.00267919,1.54136672,0.02931657,0.78692066,1.77225214,1.33740206
-5.56778389,3.87460129,0.29947175,0.00278484,1.54788789,0.03003959,0.79948907,1.78497246,1.34227166
-5.56178089,3.88981915,0.30255428,0.00289374,1.54838483,0.03070274,0.81025042,1.79280424,1.34164392
-5.55577789,3.89237216,0.30428546,0.00300672,1.54308141,0.03131213,0.81937268,1.79607825,1.33573868
-5.54977489,3.88310991,0.30472224,0.00312456,1.53227920,0.03187507,0.82705994,1.79517777,1.32485500
-5.54377189,3.86304177,0.30395066,0.00324788,1.51634760,0.03239949,0.83354072,1.79052718,1.30936004
-5.53776888,3.83329764,0.30208137,0.00337709,1.49571280,0.03289322,0.83905522,1.78258063,1.28967619
-5.53176588,3.79508631,0.29924441,0.00351229,1.47084587,0.03336335,0.84384209,1.77181108,1.26626698
-5.52576288,3.74965336,0.29558335,0.00365327,1.44225045,0.03381554,0.84812540,1.75870014,1.23962241
-5.51975988,3.69824021,0.29124931,0.00379941,1.41045040,0.03425354,0.85210257,1.74372870,1.21024422
-5.51375688,3.64204633,0.28639497,0.00394967,1.37597787,0.03467867,0.85593387,1.72736867,1.17863174
-5.50775388,3.58219572,0.28116898,0.00410259,1.33936197,0.03508956,0.85973411,1.71007566,1.14526882
-5.50175088,3.51970914,0.27571091,0.00425631,1.30111839,0.03548196,0.86356691,1.69228262,1.11061232
-5.49574787,3.45548280,0.27014703,0.00440858,1.26174016,0.03584883,0.86744191,1.67439433,1.07508249
-5.48974487,3.39027398,0.26458703,0.00455684,1.22168966,0.03618049,0.87131497,1.65678247,1.03905551
-5.48374187,3.32469370,0.25912177,0.00469826,1.18139199,0.03646505,0.87509134,1.63978116,1.00285837
-5.47773887,3.25920608,0.25382207,0.00482987,1.14122968,0.03668887,0.87863154,1.62368286,0.96676606
-5.47173587,3.19413387,0.24873851,0.00494866,1.10153881,0.03683725,0.88175952,1.60873429,0.93100099
-5.46573287,3.12966913,0.24390218,0.00505166,1.06260640,0.03689514,0.88427265,1.59513256,0.89573457
-5.45972986,3.06588809,0.23932615,0.00513608,1.02466909,0.03684791,0.88595279,1.58302130,0.86109050
-5.45372686,3.00276898,0.23500762,0.00519942,0.98791289,0.03668212,0.88657793,1.57248704,0.82714959
-5.44772386,2.94021164,0.23093048,0.00523957,0.95247411,0.03638626,0.88593361,1.56355590,0.79395576
-5.44172086,2.87805772,0.22706810,0.00525487,0.91844119,0.03595140,0.88382362,1.55619095,0.76152271
-5.43571786,2.81611063,0.22338628,0.00524423,0.88585737,0.03537172,0.88007939,1.55029052,0.72984099
-5.42971486,2.75415427,0.21984610,0.00520714,0.85472426,0.03464493,0.87456774,1.54568779,0.69888513
-5.42371186,2.69197013,0.21640659,0.00514372,0.82500602,0.03377249,0.86719671,1.54215218,0.66862045
-5.41770885,2.62935231,0.21302728,0.00505470,0.79663418,0.03275973,0.85791945,1.53939278,0.63900929
-5.41170585,2.56612045,0.20967033,0.00494144,0.76951301,0.03161570,0.84673605,1.53706413,0.61001659
-5.40570285,2.50213057,0.20630252,0.00480585,0.74352529,0.03035299,0.83369378,1.53477463,0.58161448
-5.39969985,2.43728418,0.20289690,0.00465033,0.71853842,0.02898734,0.81888577,1.53209764,0.55378597
-5.39369685,2.37153593,0.19943431,0.00447777,0.69441081,0.02753718,0.80244869,1.52858509,0.52652771
-5.38769385,2.30490016,0.19590468,0.00429136,0.67099826,0.02602308,0.78455964,1.52378354,0.49985168
-5.38169085,2.23745676,0.19230828,0.00409462,0.64816034,0.02446715,0.76543285,1.51725209,0.47378617
-5.37568784,2.16935653,0.18865689,0.00389122,0.62576663,0.02289243,0.74531628,1.50858168,0.44837589
-5.36968484,2.10082614,0.18497491,0.00368497,0.60370242,0.02132234,0.72448858,1.49741489,0.42368145
-5.36368184,2.03217271,0.18130046,0.00347971,0.58187403,0.01978011,0.70325643,1.48346558,0.39977834
-5.35767884,1.96378772,0.17768635,0.00327925,0.56021330,0.01828830,0.68195230,1.46653708,0.37675545
-5.35167584,1.89614984,0.17420098,0.00308731,0.53868123,0.01686843,0.66093265,1.44653837,0.35471322
-5.34567284,1.82982624,0.17092893,0.00290752,0.51727056,0.01554067,0.64057614,1.42349693,0.33376164
-5.33966983,1.76547159,0.16797127,0.00274330,0.49600715,0.01432357,0.62128187,1.39756755,0.31401793
-5.33366683,1.70382432,0.16544538,0.00259794,0.47495013,0.01323396,0.60346704,1.36903641,0.29560412
-5.32766383,1.64569920,0.16348418,0.00247449,0.45419070,0.01228684,0.58756384,1.33831981,0.27864436
-5.32166083,1.59197600,0.16223472,0.00237580,0.43384955,0.01149534,0.57401505,1.30595723,0.26326217
-5.31565783,1.54358363,0.16185583,0.00230448,0.41407301,0.01087075,0.56326829,1.27259879,0.24957741
-5.30965483,1.50147970,0.16251510,0.00226288,0.39502803,0.01042251,0.55576842,1.23898725,0.23770310
-5.30365183,1.46662563,0.16438474,0.00225308,0.37689598,0.01015820,0.55194820,1.20593508,0.22774200
-5.29764882,1.43995759,0.16763675,0.00227684,0.35986574,0.01008355,0.55221719,1.17429744,0.21978310
-5.29164582,1.42235415,0.17243716,0.00233557,0.34412605,0.01020238,0.55694901,1.14494196,0.21389792
-5.28564282,1.41460142,0.17893958,0.00243029,0.32985758,0.01051651,0.56646746,1.11871659,0.21013677
-5.27963982,1.41735716,0.18727834,0.00256155,0.31722497,0.01102561,0.58103175,1.09641680,0.20852510
-5.27363682,1.43111519,0.19756125,0.00272938,0.30636909,0.01172705,0.60082171,1.07875353,0.20906008
-5.26763382,1.45617172,0.20986244,0.00293324,0.29740000,0.01261570,0.62592351,1.06632321,0.21170741
-5.26163082,1.49259535,0.22421545,0.00317194,0.29039074,0.01368370,0.65631671,1.05958126,0.21639884
-5.25562781,1.54020241,0.24060711,0.00344362,0.28537228,0.01492028,0.69186340,1.05882008,0.22303024
-5.24962481,1.59853907,0.25897228,0.00374564,0.28232999,0.01631158,0.73230026,1.06415278,0.23146068
-5.24362181,1.66687171,0.27919004,0.00407462,0.28120154,0.01784053,0.77723413,1.07550316,0.24151248
-5.23761881,1.74418647,0.30108152,0.00442643,0.28187666,0.01948686,0.82614165,1.09260257,0.25297244
-5.23161581,1.82919880,0.32440958,0.00479616,0.28419853,0.02122709,0.87837346,1.11499385,0.26559435
-5.22561281,1.92037310,0.34888067,0.00517825,0.28796702,0.02303478,0.93316306,1.14204217,0.27910272
-5.21960980,2.01595238,0.37414885,0.00556649,0.29294343,0.02488085,0.98964036,1.17295252,0.29319778
-5.21360680,2.11399727,0.39982202,0.00595420,0.29885683,0.02673399,1.04684967,1.20679295,0.30756161
-5.20760380,2.21243312,0.42547029,0.00633433,0.30541159,0.02856130,1.10377168,1.24252292,0.32186526
-5.20160080,2.30910374,0.45063626,0.00669962,0.31229585,0.03032898,1.15934869,1.27902540,0.33577656
-5.19559780,2.40182983,0.47484692,0.00704284,0.31919063,0.03200315,1.21251228,1.31514160,0.34896851
-5.18959480,2.48846993,0.49762671,0.00735693,0.32577930,0.03355077,1.26221238,1.34970686,0.36112776
-5.18359180,2.56698149,0.51851131,0.00763522,0.33175688,0.03494052,1.30744664,1.38158644,0.37196299
-5.17758879,2.63547977,0.53706169,0.00787164,0.33683892,0.03614381,1.34728891,1.40970964,0.38121274
-5.17158579,2.69229204,0.55287762,0.00806091,0.34076963,0.03713563,1.38091577,1.43310130,0.38865252
-5.16558279,2.73600522,0.56561040,0.00819871,0.34332895,0.03789543,1.40762995,1.45090922,0.39410069
-5.15957979,2.76550484,0.57497388,0.00828180,0.34433824,0.03840779,1.42687991,1.46242686,0.39742313
-5.15357679,2.78000413,0.58075373,0.00830812,0.34366446,0.03866300,1.43827457,1.46711049,0.39853631
-5.14757379,2.77906206,0.58281412,0.00827690,0.34122277,0.03865743,1.44159294,1.46459046,0.39740876
-5.14157079,2.76259000,0.58110185,0.00818863,0.33697741,0.03839373,1.43678821,1.45467631,0.39406086
-5.13556778,2.73084695,0.57564764,0.00804507,0.33094093,0.03788077,1.42398629,1.43735601,0.38856301
-5.12956478,2.68442390,0.56656455,0.00784913,0.32317188,0.03713343,1.40347902,1.41278944,0.38103236
-5.12356178,2.62421838,0.55404358,0.00760485,0.31377110,0.03617213,1.37571254,1.38129689,0.37162809
-5.11755878,2.55140043,0.53834689,0.00731717,0.30287688,0.03502222,1.34127134,1.34334314,0.36054575
-5.11155578,2.46737171,0.51979862,0.00699183,0.29065911,0.03371318,1.30085874,1.29951810,0.34801057
-5.10555278,2.37371969,0.49877416,0.00663515,0.27731287,0.03227773,1.25527484,1.25051483,0.33427043
-5.09954977,2.27216864,0.47568798,0.00625384,0.26305163,0.03075081,1.20539262,1.19710593,0.31958835
-5.09354677,2.16452950,0.45098078,0.00585481,0.24810038,0.02916855,1.15213323,1.14011938,0.30423520
-5.08754377,2.05265038,0.42510639,0.00544497,0.23268892,0.02756721,1.09644137,1.08041438,0.28848244
-5.08154077,1.93836925,0.39851899,0.00503107,0.21704557,0.02598216,1.03926146,1.01885838,0.27259554
-5.07553777,1.82347033,0.37166106,0.00461954,0.20139156,0.02444690,0.98151531,0.95630558,0.25682793
-5.06953477,1.70964504,0.34495244,0.00421636,0.18593607,0.02299222,0.92408193,0.89357772,0.24141574
-5.06353177,1.59845863,0.31878093,0.00382698,0.17087216,0.02164540,0.86777982,0.83144736,0.22657344
-5.05752876,1.49132263,0.29349452,0.00345622,0.15637364,0.02042966,0.81335209,0.77062395,0.21249035
-5.05152576,1.38947369,0.26939548,0.00310826,0.14259279,0.01936359,0.76145453,0.71174287,0.19932811
-5.04552276,1.29395860,0.24673634,0.00278664,0.12965897,0.01846094,0.71264681,0.65535737,0.18721901
-5.03951976,1.20562536,0.22571767,0.00249424,0.11767803,0.01773035,0.66738667,0.60193325,0.17626517
-5.03351676,1.12511996,0.20648772,0.00223334,0.10673241,0.01717542,0.62602707,0.55184631,0.16653858
-5.02751376,1.05288835,0.18914352,0.00200568,0.09688189,0.01679475,0.58881613,0.50538211,0.15808176
-5.02151076,0.98918321,0.17373349,0.00181248,0.08816471,0.01658229,0.55589961,0.46273796,0.15090915
-5.01550775,0.93407467,0.16026116,0.00165456,0.08059913,0.01652765,0.52732583,0.42402670,0.14500910
-5.00950475,0.88746472,0.14868988,0.00153235,0.07418524,0.01661662,0.50305264,0.38928206,0.14034626
-5.00350175,0.84910447,0.13894818,0.00144597,0.06890685,0.01683177,0.48295618,0.35846533,0.13686453
-4.99749875,0.81861377,0.13093562,0.00139530,0.06473350,0.01715309,0.46684129,0.33147294,0.13449028
-4.99149575,0.79550259,0.12452889,0.00137996,0.06162241,0.01755872,0.45445303,0.30814482,0.13313591
-4.98549275,0.77919367,0.11958799,0.00139937,0.05952047,0.01802570,0.44548919,0.28827318,0.13270359
-4.97948974,0.76904570,0.11596222,0.00145274,0.05836604,0.01853080,0.43961331,0.27161159,0.13308915
-4.97348674,0.76437668,0.11349596,0.00153906,0.05809073,0.01905123,0.43646788,0.25788403,0.13418594
-4.96748374,0.76448676,0.11203404,0.00165707,0.05862106,0.01956550,0.43568744,0.24679382,0.13588865
-4.96148074,0.76868006,0.11142657,0.00180527,0.05988002,0.02005405,0.43691102,0.23803223,0.13809696
-4.95547774,0.77628488,0.11153314,0.00198183,0.06178859,0.02049997,0.43979376,0.23128661,0.14071883
-4.94947474,0.78667187,0.11222649,0.00218457,0.06426715,0.02088955,0.44401712,0.22624789,0.14367342
-4.94347174,0.79926959,0.11339524,0.00241095,0.06723685,0.02121273,0.44929756,0.22261741,0.14689341
-4.93746873,0.81357704,0.11494608,0.00265801,0.07062094,0.02146343,0.45539332,0.22011286,0.15032681
-4.93146573,0.82917291,0.11680498,0.00292237,0.07434601,0.02163978,0.46210907,0.21847338,0.15393791
-4.92546273,0.84572118,0.11891775,0.00320024,0.07834312,0.02174413,0.46929831,0.21746369,0.15770758
-4.91945973,0.86297302,0.12124975,0.00348743,0.08254892,0.02178298,0.47686347,0.21687725,0.16163265
-4.91345673,0.88076495,0.12378488,0.00377940,0.08690652,0.02176668,0.48475378,0.21653837,0.16572460
-4.90745373,0.89901340,0.12652382,0.00407133,0.09136625,0.02170905,0.49296099,0.21630341,0.17000738
-4.90145073,0.91770602,0.12948171,0.00435820,0.09588617,0.02162682,0.50151322,0.21606099,0.17451464
-4.89544772,0.93689000,0.13268521,0.00463489,0.10043233,0.02153901,0.51046722,0.21573130,0.17928629
-4.88944472,0.95665820,0.13616912,0.00489634,0.10497874,0.02146612,0.51989949,0.21526461,0.18436469
-4.88344172,0.97713347,0.13997276,0.00513766,0.10950705,0.02142939,0.52989666,0.21463905,0.18979059
-4.87743872,0.99845221,0.14413604,0.00535429,0.11400591,0.02144989,0.54054570,0.21385785,0.19559898
-4.87143572,1.02074767,0.14869563,0.00554212,0.11847003,0.02154774,0.55192434,0.21294600,0.20181510
-4.86543272,1.04413407,0.15368113,0.00569769,0.12289896,0.02174126,0.56409239,0.21194668,0.20845085
-4.85942971,1.06869222,0.15911167,0.00581826,0.12729572,0.02204624,0.57708416,0.21091748,0.21550165
-4.85342671,1.09445731,0.16499280,0.00590196,0.13166519,0.02247531,0.59090271,0.20992656,0.22294418
-4.84742371,1.12140972,0.17131412,0.00594785,0.13601250,0.02303742,0.60551591,0.20904897,0.23073489
-4.84142071,1.14946917,0.17804755,0.00595601,0.14034145,0.02373748,0.62085479,0.20836316,0.23880953
-4.83541771,1.17849264,0.18514644,0.00592756,0.14465299,0.02457616,0.63681419,0.20794790,0.24708380
-4.82941471,1.20827615,0.19254557,0.00586464,0.14894399,0.02554983,0.65325563,0.20787970,0.25545491
-4.82341171,1.23856049,0.20016213,0.00577039,0.15320627,0.02665075,0.67001239,0.20823071,0.26380433
-4.81740870,1.26904044,0.20789755,0.00564886,0.15742602,0.02786735,0.68689648,0.20906724,0.27200130
-4.81140570,1.29937726,0.21564026,0.00550492,0.16158362,0.02918466,0.70370708,0.21044901,0.27990720
-4.80540270,1.32921363,0.22326917,0.00534416,0.16565398,0.03058492,0.72024015,0.21242885,0.28738042
-4.79939970,1.35819041,0.23065782,0.00517268,0.16960726,0.03204827,0.73629853,0.21505314,0.29428163
-4.79339670,1.38596426,0.23767895,0.00499699,0.17341010,0.03355344,0.75170205,0.21836267,0.30047912
-4.78739370,1.41222520,0.24420937,0.00482379,0.17702724,0.03507855,0.76629717,0.22239397,0.30585400
-4.78139070,1.43671330,0.25013479,0.00465981,0.18042340,0.03660184,0.77996542,0.22718091,0.31030499
-4.77538769,1.45923329,0.25535448,0.00451164,0.18356543,0.03810239,0.79263039,0.23275655,0.31375261
-4.76938469,1.47966671,0.25978548,0.00438554,0.18642466,0.03956074,0.80426261,0.23915494,0.31614255
-4.76338169,1.49798054,0.26336615,0.00428729,0.18897909,0.04095933,0.81488232,0.24641284,0.31744805
-4.75737869,1.51423212,0.26605890,0.00422204,0.19121565,0.04228296,0.82455971,0.25457121,0.31767127
-4.75137569,1.52856994,0.26785195,0.00419417,0.19313209,0.04351892,0.83341274,0.26367632,0.31684352
-4.74537269,1.54123023,0.26875995,0.00420722,0.19473867,0.04465710,0.84160256,0.27378024,0.31502438
-4.73936968,1.55252961,0.26882365,0.00426373,0.19605927,0.04568989,0.84932683,0.28494091,0.31229984
-4.73336668,1.56285406,0.26810828,0.00436525,0.19713217,0.04661197,0.85681119,0.29722137,0.30877952
-4.72736368,1.57264475,0.26670109,0.00451225,0.19801009,0.04741994,0.86429942,0.31068838,0.30459303
-4.72136068,1.58238147,0.26470789,0.00470410,0.19875977,0.04811199,0.87204265,0.32541032,0.29988591
-4.71535768,1.59256438,0.26224892,0.00493910,0.19946086,0.04868738,0.88028825,0.34145435,0.29481499
-4.70935468,1.60369489,0.25945421,0.00521449,0.20020424,0.04914601,0.88926894,0.35888306,0.28954371
-4.70335168,1.61625660,0.25645859,0.00552647,0.20108984,0.04948801,0.89919258,0.37775059,0.28423736
-4.69734867,1.63069699,0.25339668,0.00587032,0.20222387,0.04971332,0.91023307,0.39809832,0.27905851
-4.69134567,1.64741065,0.25039808,0.00624045,0.20371570,0.04982147,0.92252282,0.41995052,0.27416278
-4.68534267,1.66672465,0.24758283,0.00663053,0.20567446,0.04981139,0.93614705,0.44330990,0.26969508
-4.67933967,1.68888659,0.24505760,0.00703362,0.20820543,0.04968134,0.95114004,0.46815344,0.26578633
-4.67333667,1.71405562,0.24291243,0.00744230,0.21140635,0.04942904,0.96748356,0.49442868,0.26255090
-4.66733367,1.74229682,0.24121843,0.00784885,0.21536391,0.04905180,0.98510726,0.52205066,0.26008455
-4.66133067,1.77357882,0.24002637,0.00824539,0.22015041,0.04854688,1.00389114,0.55089976,0.25846316
-4.65532766,1.80777488,0.23936612,0.00862410,0.22582082,0.04791178,1.02366977,0.58082065,0.25774195
-4.64932466,1.84466713,0.23924713,0.00897737,0.23241040,0.04714473,1.04423804,0.61162244,0.25795540
-4.64332166,1.88395395,0.23965974,0.00929798,0.23993293,0.04624506,1.06535831,0.64308021,0.25911768
-4.63731866,1.92525998,0.24057726,0.00957928,0.24837966,0.04521368,1.08676847,0.67493792,0.26122360
-4.63131566,1.96814870,0.24195873,0.00981535,0.25771918,0.04405337,1.10819074,0.70691278,0.26425004
-4.62531266,2.01213698,0.24375228,0.01000115,0.26789798,0.04276914,1.12934090,0.73870088,0.26815776
-4.61930965,2.05671129,0.24589883,0.01013262,0.27884207,0.04136842,1.14993763,0.76998404,0.27289361
-4.61330665,2.10134508,0.24833607,0.01020680,0.29045924,0.03986113,1.16971179,0.80043765,0.27839308
-4.60730365,2.14551684,0.25100246,0.01022188,0.30264218,0.03825970,1.18841523,0.82973918,0.28458303
-4.60130065,2.18872830,0.25384120,0.01017722,0.31527217,0.03657891,1.20582919,0.85757707,0.29138472
-4.59529765,2.23052224,0.25680394,0.01007341,0.32822329,0.03483568,1.22177173,0.88365962,0.29871693
-4.58929465,2.27049930,0.25985403,0.00991216,0.34136684,0.03304873,1.23610436,0.90772353,0.30649911
-4.58329165,2.30833316,0.26296930,0.00969631,0.35457596,0.03123818,1.24873742,0.92954161,0.31465455
-4.57728864,2.34378365,0.26614415,0.00942968,0.36773000,0.02942509,1.25963420,0.94892939,0.32311338
-4.57128564,2.37670697,0.26939087,0.00911699,0.38071860,0.02763100,1.26881354,0.96575027,0.33181531
-4.56528264,2.40706274,0.27274011,0.00876372,0.39344528,0.02587742,1.27635087,0.97991891,0.34071196
-4.55927964,2.43491730,0.27624053,0.00837594,0.40583017,0.02418538,1.28237747,0.99140272,0.34976881
-4.55327664,2.46044290,0.27995736,0.00796013,0.41781195,0.02257492,1.28707792,1.00022134,0.35896637
-4.54727364,2.48391259,0.28397030,0.00752307,0.42934886,0.02106477,1.29068568,1.00644411,0.36830076
-4.54127064,2.50569077,0.28837035,0.00707161,0.44041855,0.01967193,1.29347680,1.01018562,0.37778345
-4.53526763,2.52621947,0.29325595,0.00661253,0.45101696,0.01841138,1.29576175,1.01159957,0.38744012
-4.52926463,2.54600053,0.29872850,0.00615241,0.46115630,0.01729592,1.29787564,1.01087122,0.39730869
-4.52326163,2.56557434,0.30488726,0.00569747,0.47086199,0.01633589,1.30016689,1.00820876,0.40743646
-4.51725863,2.58549565,0.31182400,0.00525346,0.48016897,0.01553913,1.30298465,1.00383405,0.41787649
-4.51125563,2.60630719,0.31961743,0.00482556,0.48911747,0.01491086,1.30666541,0.99797312,0.42868328
-4.50525263,2.62851221,0.32832774,0.00441831,0.49774836,0.01445367,1.31151900,0.99084689,0.43990791
-4.49924962,2.65254677,0.33799140,0.00403559,0.50609848,0.01416751,1.31781474,0.98266250,0.45159285
-4.49324662,2.67875304,0.34861651,0.00368052,0.51419601,0.01404973,1.32576787,0.97360575,0.46376659
