energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up
-5.89194597,2.32964116,0.87263822,1.36791088,0.00433030,0.11475433,0.65568790,0.00000000,0.00954873,0.57818887
-5.88594297,2.31150272,0.85770075,1.37347265,0.00414363,0.11238221,0.62929910,0.00000000,0.00964311,0.56271367
-5.87993997,2.30378031,0.84486065,1.38574473,0.00401202,0.11029329,0.60541378,0.00000000,0.00979124,0.54994466
-5.87393697,2.30635448,0.83416332,1.40449198,0.00393610,0.10846090,0.58421619,0.00000000,0.00999192,0.53998053
-5.86793397,2.31890771,0.82560111,1.42936352,0.00391564,0.10685544,0.56583041,0.00000000,0.01024246,0.53286198
-5.86193097,2.34092077,0.81910981,1.45989342,0.00394960,0.10544440,0.55031555,0.00000000,0.01053862,0.52856893
-5.85592796,2.37167424,0.81456682,1.49550411,0.00403624,0.10419252,0.53766247,0.00000000,0.01087467,0.52701921
-5.84992496,2.41025514,0.81179120,1.53551264,0.00417316,0.10306211,0.52779229,0.00000000,0.01124351,0.52806868
-5.84392196,2.45556904,0.81054588,1.57913965,0.00435737,0.10201347,0.52055688,0.00000000,0.01163675,0.53151318
-5.83791896,2.50635750,0.81054210,1.62552093,0.00458542,0.10100560,0.51574159,0.00000000,0.01204494,0.53709209
-5.83191596,2.56122061,0.81144589,1.67372131,0.00485343,0.09999690,0.51307017,0.00000000,0.01245779,0.54449368
-5.82591296,2.61864400,0.81288666,1.72275066,0.00515719,0.09894614,0.51221193,0.00000000,0.01286442,0.55336214
-5.81990995,2.67702994,0.81446748,1.77158141,0.00549222,0.09781340,0.51279094,0.00000000,0.01325367,0.56330603
-5.81390695,2.73473147,0.81577675,1.81916747,0.00585386,0.09656112,0.51439704,0.00000000,0.01361446,0.57390813
-5.80790395,2.79008883,0.81640073,1.86446390,0.00623732,0.09515514,0.51659822,0.00000000,0.01393604,0.58473625
-5.80190095,2.84146701,0.81593658,1.90644699,0.00663772,0.09356563,0.51895408,0.00000000,0.01420841,0.59535478
-5.79589795,2.88729349,0.81400525,1.94413428,0.00705019,0.09176797,0.52102970,0.00000000,0.01442259,0.60533647
-5.78989495,2.92609502,0.81026376,1.97660402,0.00746988,0.08974348,0.52240943,0.00000000,0.01457091,0.61427425
-5.78389195,2.95653233,0.80441638,2.00301383,0.00789196,0.08747999,0.52271008,0.00000000,0.01464726,0.62179244
-5.77788894,2.97743187,0.79622409,2.02261788,0.00831175,0.08497211,0.52159293,0.00000000,0.01464733,0.62755721
-5.77188594,2.98781354,0.78551227,2.03478244,0.00872460,0.08222143,0.51877409,0.00000000,0.01456871,0.63128567
-5.76588294,2.98691368,0.77217592,2.03899931,0.00912603,0.07923638,0.51403274,0.00000000,0.01441098,0.63275345
-5.75987994,2.97420256,0.75618261,2.03489675,0.00951164,0.07603190,0.50721705,0.00000000,0.01417574,0.63180045
-5.75387694,2.94939597,0.73757275,2.02224778,0.00987716,0.07262896,0.49824745,0.00000000,0.01386656,0.62833452
-5.74787394,2.91246050,0.71645747,2.00097540,0.01021846,0.06905379,0.48711726,0.00000000,0.01348883,0.62233309
-5.74187094,2.86361237,0.69301416,1.97115462,0.01053152,0.06533708,0.47389063,0.00000000,0.01304964,0.61384250
-5.73586793,2.80330983,0.66747982,1.93301108,0.01081248,0.06151296,0.45869807,0.00000000,0.01255750,0.60297538
-5.72986493,2.73223952,0.64014274,1.88691632,0.01105768,0.05761799,0.44172970,0.00000000,0.01202209,0.58990596
-5.72386193,2.65129689,0.61133274,1.83337958,0.01126364,0.05369006,0.42322667,0.00000000,0.01145398,0.57486360
-5.71785893,2.56156164,0.58141041,1.77303628,0.01142720,0.04976729,0.40347115,0.00000000,0.01086426,0.55812490
-5.71185593,2.46426866,0.55075592,1.70663347,0.01154551,0.04588704,0.38277536,0.00000000,0.01026425,0.54000453
-5.70585293,2.36077543,0.51975771,1.63501251,0.01161616,0.04208495,0.36147002,0.00000000,0.00966519,0.52084523
-5.69984992,2.25252690,0.48880146,1.55908944,0.01163723,0.03839407,0.33989292,0.00000000,0.00907786,0.50100728
-5.69384692,2.14101879,0.45825992,1.47983356,0.01160745,0.03484417,0.31837780,0.00000000,0.00851240,0.48085788
-5.68784392,2.02776061,0.42848361,1.39824492,0.01152622,0.03146120,0.29724416,0.00000000,0.00797794,0.46076059
-5.68184092,1.91423924,0.39979298,1.31533125,0.01139378,0.02826684,0.27678811,0.00000000,0.00748250,0.44106542
-5.67583792,1.80188437,0.37247186,1.23208517,0.01121122,0.02527832,0.25727475,0.00000000,0.00703274,0.42209959
-5.66983492,1.69203668,0.34676270,1.14946245,0.01098062,0.02250828,0.23893206,0.00000000,0.00663387,0.40415945
-5.66383192,1.58591980,0.32286321,1.06836180,0.01070506,0.01996490,0.22194651,0.00000000,0.00628958,0.38750358
-5.65782891,1.48461671,0.30092484,0.98960717,0.01038866,0.01765202,0.20646046,0.00000000,0.00600201,0.37234733
-5.65182591,1.38905130,0.28105261,0.91393280,0.01003655,0.01556952,0.19257106,0.00000000,0.00577174,0.35885899
-5.64582291,1.29997554,0.26330646,0.84197174,0.00965490,0.01371368,0.18033096,0.00000000,0.00559788,0.34715744
-5.63981991,1.21796261,0.24770385,0.77424802,0.00925080,0.01207764,0.16975022,0.00000000,0.00547818,0.33731157
-5.63381691,1.14340583,0.23422336,0.71117268,0.00883222,0.01065196,0.16079964,0.00000000,0.00540911,0.32934124
-5.62781391,1.07652355,0.22280930,0.65304372,0.00840789,0.00942511,0.15341499,0.00000000,0.00538608,0.32321982
-5.62181091,1.01736941,0.21337687,0.60004977,0.00798714,0.00838403,0.14750214,0.00000000,0.00540360,0.31887812
-5.61580790,0.96584754,0.20581782,0.55227726,0.00757978,0.00751463,0.14294267,0.00000000,0.00545547,0.31620962
-5.60980490,0.92173197,0.20000634,0.50972067,0.00719595,0.00680231,0.13959989,0.00000000,0.00553503,0.31507665
-5.60380190,0.88468934,0.19580499,0.47229530,0.00684590,0.00623235,0.13732493,0.00000000,0.00563535,0.31531745
-5.59779890,0.85430389,0.19307037,0.43985190,0.00653985,0.00579034,0.13596268,0.00000000,0.00574949,0.31675366
-5.59179590,0.83010371,0.19165850,0.41219255,0.00628776,0.00546247,0.13535751,0.00000000,0.00587068,0.31919802
-5.58579290,0.81158713,0.19142960,0.38908705,0.00609920,0.00523577,0.13535846,0.00000000,0.00599253,0.32246191
-5.57978989,0.79824799,0.19225209,0.37028906,0.00598310,0.00509833,0.13582374,0.00000000,0.00610923,0.32636243
-5.57378689,0.78959889,0.19400586,0.35555127,0.00594759,0.00503937,0.13662458,0.00000000,0.00621568,0.33072878
-5.56778389,0.78519140,0.19658448,0.34463905,0.00599980,0.00504932,0.13764808,0.00000000,0.00630765,0.33540744
-5.56178089,0.78463229,0.19989641,0.33734194,0.00614568,0.00511979,0.13879925,0.00000000,0.00638185,0.34026628
-5.55577789,0.78759530,0.20386518,0.33348251,0.00638980,0.00524351,0.14000204,0.00000000,0.00643600,0.34519704
-5.54977489,0.79382789,0.20842856,0.33292230,0.00673518,0.00541423,0.14119946,0.00000000,0.00646884,0.35011638
-5.54377189,0.80315284,0.21353672,0.33556458,0.00718313,0.00562660,0.14235279,0.00000000,0.00648012,0.35496539
-5.53776888,0.81546465,0.21914955,0.34135384,0.00773309,0.00587594,0.14344000,0.00000000,0.00647057,0.35970757
-5.53176588,0.83072120,0.22523341,0.35027218,0.00838247,0.00615813,0.14445355,0.00000000,0.00644178,0.36432556
-5.52576288,0.84893104,0.23175723,0.36233264,0.00912661,0.00646941,0.14539752,0.00000000,0.00639612,0.36881670
-5.51975988,0.87013713,0.23868857,0.37757002,0.00995867,0.00680620,0.14628458,0.00000000,0.00633661,0.37318796
-5.51375688,0.89439799,0.24598951,0.39602945,0.01086962,0.00716497,0.14713261,0.00000000,0.00626675,0.37745026
-5.50775388,0.92176733,0.25361297,0.41775348,0.01184831,0.00754211,0.14796151,0.00000000,0.00619042,0.38161289
-5.50175088,0.95227320,0.26149947,0.44276821,0.01288153,0.00793386,0.14879011,0.00000000,0.00611170,0.38567814
-5.49574787,0.98589809,0.26957468,0.47106933,0.01395418,0.00833625,0.14963349,0.00000000,0.00603473,0.38963669
-5.48974487,1.02256097,0.27774795,0.50260871,0.01504955,0.00874514,0.15050092,0.00000000,0.00596363,0.39346396
-5.48374187,1.06210238,0.28591186,0.53728240,0.01614958,0.00915627,0.15139432,0.00000000,0.00590237,0.39711770
-5.47773887,1.10427365,0.29394303,0.57492076,0.01723523,0.00956533,0.15230751,0.00000000,0.00585472,0.40053707
-5.47173587,1.14873089,0.30170406,0.61528138,0.01828696,0.00996817,0.15322627,0.00000000,0.00582418,0.40364316
-5.46573287,1.19503424,0.30904658,0.65804538,0.01928511,0.01036089,0.15412897,0.00000000,0.00581399,0.40634108
-5.45972986,1.24265286,0.31581539,0.70281755,0.02021049,0.01074014,0.15498806,0.00000000,0.00582713,0.40852336
-5.45372686,1.29097538,0.32185326,0.74913047,0.02104484,0.01110323,0.15577199,0.00000000,0.00586634,0.41007460
-5.44772386,1.33932567,0.32700644,0.79645287,0.02177136,0.01144841,0.15644761,0.00000000,0.00593419,0.41087703
-5.44172086,1.38698322,0.33113043,0.84420196,0.02237517,0.01177503,0.15698289,0.00000000,0.00603310,0.41081664
-5.43571786,1.43320743,0.33409567,0.89175933,0.02284374,0.01208366,0.15734960,0.00000000,0.00616545,0.40978951
-5.42971486,1.47726445,0.33579302,0.93849004,0.02316729,0.01237626,0.15752606,0.00000000,0.00633356,0.40770802
-5.42371186,1.51845565,0.33613860,0.98376388,0.02333900,0.01265615,0.15749949,0.00000000,0.00653979,0.40450650
-5.41770885,1.55614599,0.33507780,1.02697803,0.02335526,0.01292804,0.15726796,0.00000000,0.00678650,0.40014602
-5.41170585,1.58979115,0.33258820,1.06758002,0.02321573,0.01319789,0.15684185,0.00000000,0.00707605,0.39461800
-5.40570285,1.61896174,0.32868127,1.10508972,0.02292328,0.01347275,0.15624449,0.00000000,0.00741075,0.38794648
-5.39969985,1.64336351,0.32340277,1.13911941,0.02248392,0.01376050,0.15551224,0.00000000,0.00779277,0.38018887
-5.39369685,1.66285223,0.31683182,1.16939056,0.02190651,0.01406948,0.15469368,0.00000000,0.00822399,0.37143511
-5.38769385,1.67744235,0.30907862,1.19574653,0.02120247,0.01440820,0.15384816,0.00000000,0.00870587,0.36180533
-5.38169085,1.68730892,0.30028101,1.21816019,0.02038538,0.01478483,0.15304364,0.00000000,0.00923928,0.35144615
-5.37568784,1.69278230,0.29060001,1.23673599,0.01947056,0.01520677,0.15235399,0.00000000,0.00982423,0.34052564
-5.36968484,1.69433579,0.28021447,1.25170609,0.01847452,0.01568027,0.15185586,0.00000000,0.01045974,0.32922742
-5.36368184,1.69256668,0.26931518,1.26342056,0.01741454,0.01620993,0.15162528,0.00000000,0.01114361,0.31774400
-5.35767884,1.68817128,0.25809870,1.27233192,0.01630813,0.01679836,0.15173409,0.00000000,0.01187221,0.30626985
-5.35167584,1.68191526,0.24676096,1.27897476,0.01517257,0.01744594,0.15224656,0.00000000,0.01264039,0.29499431
-5.34567284,1.67460042,0.23549128,1.28394120,0.01402448,0.01815052,0.15321613,0.00000000,0.01344135,0.28409489
-5.33966983,1.66702970,0.22446668,1.28785345,0.01287946,0.01890742,0.15468260,0.00000000,0.01426663,0.27373110
-5.33366683,1.65997189,0.21384688,1.29133489,0.01175176,0.01970944,0.15666988,0.00000000,0.01510614,0.26403913
-5.32766383,1.65412792,0.20377022,1.29498087,0.01065405,0.02054702,0.15918430,0.00000000,0.01594829,0.25512760
-5.32166083,1.65010032,0.19435041,1.29933105,0.00959725,0.02140857,0.16221378,0.00000000,0.01678021,0.24707446
-5.31565783,1.64836739,0.18567452,1.30484447,0.00859043,0.02228092,0.16572762,0.00000000,0.01758802,0.23992524
-5.30965483,1.64926337,0.17780193,1.31187875,0.00764079,0.02314983,0.16967718,0.00000000,0.01835721,0.23369267
-5.30365183,1.65296569,0.17076447,1.32067449,0.00675369,0.02400067,0.17399732,0.00000000,0.01907307,0.22835750
-5.29764882,1.65948971,0.16456763,1.33134568,0.00593274,0.02481916,0.17860844,0.00000000,0.01972115,0.22387070
-5.29164582,1.66869151,0.15919269,1.34387657,0.00517993,0.02559205,0.18341929,0.00000000,0.02028780,0.22015664
-5.28564282,1.68027824,0.15459977,1.35812519,0.00449581,0.02630799,0.18833014,0.00000000,0.02076067,0.21711729
-5.27963982,1.69382576,0.15073153,1.37383318,0.00387965,0.02695816,0.19323645,0.00000000,0.02112923,0.21463713
-5.27363682,1.70880238,0.14751746,1.39064143,0.00332970,0.02753701,0.19803272,0.00000000,0.02138519,0.21258857
-5.26763382,1.72459768,0.14487846,1.40811069,0.00284332,0.02804276,0.20261645,0.00000000,0.02152297,0.21083767
-5.26163082,1.74055476,0.14273165,1.42574579,0.00241728,0.02847789,0.20689206,0.00000000,0.02153995,0.20924990
-5.25562781,1.75600431,0.14099504,1.44302240,0.00204786,0.02884938,0.21077457,0.00000000,0.02143676,0.20769572
-5.24962481,1.77029881,0.13959207,1.45941464,0.00173111,0.02916883,0.21419308,0.00000000,0.02121733,0.20605579
-5.24362181,1.78284506,0.13845565,1.47442229,0.00146295,0.02945232,0.21709359,0.00000000,0.02088889,0.20422554
-5.23761881,1.79313361,0.13753171,1.48759596,0.00123935,0.02972021,0.21944153,0.00000000,0.02046186,0.20211917
-5.23161581,1.80076349,0.13678199,1.49855921,0.00105640,0.02999659,0.22122342,0.00000000,0.01994957,0.19967258
-5.22561281,1.80546128,0.13618606,1.50702635,0.00091045,0.03030866,0.22244799,0.00000000,0.01936793,0.19684562
-5.21960980,1.80709367,0.13574243,1.51281526,0.00079816,0.03068594,0.22314649,0.00000000,0.01873491,0.19362314
-5.21360680,1.80567311,0.13546876,1.51585476,0.00071652,0.03115931,0.22337225,0.00000000,0.01807006,0.19001527
-5.20760380,1.80135642,0.13540116,1.51618626,0.00066291,0.03175995,0.22319949,0.00000000,0.01739387,0.18605665
-5.20160080,1.79443684,0.13559255,1.51396007,0.00063511,0.03251826,0.22272144,0.00000000,0.01672716,0.18180482
-5.19559780,1.78532998,0.13611032,1.50942662,0.00063128,0.03346268,0.22204771,0.00000000,0.01609042,0.17733792
-5.18959480,1.77455478,0.13703313,1.50292349,0.00064992,0.03461859,0.22130110,0.00000000,0.01550314,0.17275167
-5.18359180,1.76271060,0.13844730,1.49485908,0.00068989,0.03600719,0.22061397,0.00000000,0.01498323,0.16815595
-5.17758879,1.75045173,0.14044270,1.48569409,0.00075037,0.03764451,0.22012413,0.00000000,0.01454645,0.16367099
-5.17158579,1.73846083,0.14310843,1.47592184,0.00083078,0.03954054,0.21997053,0.00000000,0.01420590,0.15942344
-5.16558279,1.72742250,0.14652850,1.46604862,0.00093076,0.04169851,0.22028890,0.00000000,0.01397164,0.15554242
-5.15957979,1.71799857,0.15077763,1.45657511,0.00105014,0.04411434,0.22120736,0.00000000,0.01385032,0.15215571
-5.15357679,1.71080585,0.15591747,1.44797974,0.00118886,0.04677638,0.22284237,0.00000000,0.01384502,0.14938622
-5.14757379,1.70639763,0.16199319,1.44070471,0.00134697,0.04966526,0.22529492,0.00000000,0.01395515,0.14734885
-5.14157079,1.70524925,0.16903096,1.43514518,0.00152453,0.05275416,0.22864738,0.00000000,0.01417641,0.14614779
-5.13556778,1.70774829,0.17703599,1.43164177,0.00172163,0.05600914,0.23296089,0.00000000,0.01450097,0.14587437
-5.12956478,1.71418934,0.18599157,1.43047644,0.00193828,0.05938991,0.23827355,0.00000000,0.01491771,0.14660543
-5.12356178,1.72477305,0.19585897,1.43187146,0.00217446,0.06285073,0.24459936,0.00000000,0.01541252,0.14840224
-5.11755878,1.73960910,0.20657814,1.43599107,0.00243000,0.06634153,0.25192801,0.00000000,0.01596875,0.15130986
-5.11155578,1.75872229,0.21806936,1.44294508,0.00270459,0.06980932,0.26022543,0.00000000,0.01656775,0.15535704
-5.10555278,1.78206091,0.23023549,1.45279398,0.00299775,0.07319959,0.26943515,0.00000000,0.01718944,0.16055637
-5.09954977,1.80950649,0.24296483,1.46555459,0.00330877,0.07645797,0.27948023,0.00000000,0.01781291,0.16690477
-5.09354677,1.84088400,0.25613446,1.48120561,0.00363672,0.07953183,0.29026575,0.00000000,0.01841713,0.17438411
-5.08754377,1.87597167,0.26961374,1.49969259,0.00398038,0.08237191,0.30168172,0.00000000,0.01898157,0.18296199
-5.08154077,1.91450962,0.28326790,1.52093160,0.00433821,0.08493384,0.31360613,0.00000000,0.01948689,0.19259243
-5.07553777,1.95620686,0.29696151,1.54481153,0.00470839,0.08717955,0.32590821,0.00000000,0.01991552,0.20321661
-5.06953477,2.00074633,0.31056167,1.57119469,0.00508869,0.08907847,0.33845148,0.00000000,0.02025223,0.21476352
-5.06353177,2.04778787,0.32394083,1.59991602,0.00547658,0.09060850,0.35109673,0.00000000,0.02048461,0.22715049
-5.05752876,2.09696944,0.33697902,1.63078105,0.00586911,0.09175662,0.36370469,0.00000000,0.02060346,0.24028371
-5.05152576,2.14790687,0.34956572,1.66356318,0.00626299,0.09251933,0.37613841,0.00000000,0.02060304,0.25405878
-5.04552276,2.20019293,0.36160099,1.69800091,0.00665460,0.09290261,0.38826525,0.00000000,0.02048129,0.26836124
-5.03951976,2.25339633,0.37299631,1.73379562,0.00703999,0.09292164,0.39995866,0.00000000,0.02023982,0.28306731
-5.03351676,2.30706159,0.38367488,1.77061073,0.00741495,0.09260024,0.41109958,0.00000000,0.01988386,0.29804490
-5.02751376,2.36071053,0.39357167,1.80807291,0.00777511,0.09196996,0.42157773,0.00000000,0.01942211,0.31315488
-5.02151076,2.41384612,0.40263323,1.84577574,0.00811598,0.09106902,0.43129283,0.00000000,0.01886644,0.32825278
-5.01550775,2.46595924,0.41081753,1.88328648,0.00843309,0.08994106,0.44015566,0.00000000,0.01823153,0.34319092
-5.00950475,2.51653858,0.41809380,1.92015592,0.00872210,0.08863373,0.44808930,0.00000000,0.01753447,0.35782098
-5.00350175,2.56508381,0.42444244,1.95593120,0.00897891,0.08719732,0.45503039,0.00000000,0.01679425,0.37199696
-4.99749875,2.61112158,0.42985526,1.99017146,0.00919985,0.08568332,0.46093049,0.00000000,0.01603131,0.38557847
-4.99149575,2.65422388,0.43433580,2.02246547,0.00938175,0.08414308,0.46575755,0.00000000,0.01526699,0.39843429
-4.98549275,2.69402771,0.43789989,2.05245046,0.00952211,0.08262660,0.46949733,0.00000000,0.01452303,0.41044593
-4.97948974,2.73025500,0.44057635,2.07983119,0.00961922,0.08118140,0.47215483,0.00000000,0.01382111,0.42151116
-4.97348674,2.76273142,0.44240759,2.10439798,0.00967222,0.07985166,0.47375544,0.00000000,0.01318236,0.43154713
-4.96748374,2.79140274,0.44345022,2.12604248,0.00968119,0.07867739,0.47434583,0.00000000,0.01262698,0.44049320
-4.96148074,2.81634735,0.44377535,2.14477013,0.00964720,0.07769393,0.47399432,0.00000000,0.01217383,0.44831285
-4.95547774,2.83778369,0.44346844,2.16070807,0.00957228,0.07693150,0.47279070,0.00000000,0.01184011,0.45499503
-4.94947474,2.85607158,0.44262873,2.17410776,0.00945940,0.07641496,0.47084533,0.00000000,0.01164104,0.46055438
-4.94347174,2.87170692,0.44136797,2.18534173,0.00931238,0.07616364,0.46828752,0.00000000,0.01158965,0.46503059
-4.93746873,2.88530910,0.43980855,2.19489407,0.00913580,0.07619135,0.46526309,0.00000000,0.01169646,0.46848667
-4.93146573,2.89760170,0.43808086,2.20334486,0.00893482,0.07650636,0.46193126,0.00000000,0.01196935,0.47100633
-4.92546273,2.90938655,0.43632006,2.21134896,0.00871504,0.07711153,0.45846077,0.00000000,0.01241335,0.47269046
-4.91945973,2.92151247,0.43466234,2.21960988,0.00848230,0.07800443,0.45502559,0.00000000,0.01303046,0.47365297
-4.91345673,2.93483978,0.43324070,2.22884990,0.00824245,0.07917749,0.45180020,0.00000000,0.01381953,0.47401611
-4.90745373,2.95020234,0.43218057,2.23977779,0.00800120,0.08061823,0.44895468,0.00000000,0.01477620,0.47390552
-4.90145073,2.96836887,0.43159542,2.25305556,0.00776386,0.08230946,0.44664995,0.00000000,0.01589274,0.47344530
-4.89544772,2.99000555,0.43158252,2.26926603,0.00753522,0.08422958,0.44503318,0.00000000,0.01715812,0.47275324
-4.88944472,3.01564169,0.43221926,2.28888266,0.00731936,0.08635291,0.44423371,0.00000000,0.01855800,0.47193661
-4.88344172,3.04564052,0.43356002,2.31224335,0.00711955,0.08865013,0.44435967,0.00000000,0.02007489,0.47108851
-4.87743872,3.08017645,0.43563396,2.33952948,0.00693812,0.09108875,0.44549524,0.00000000,0.02168825,0.47028512
-4.87143572,3.11922017,0.43844372,2.37075137,0.00677650,0.09363367,0.44769895,0.00000000,0.02337489,0.46958385
-4.86543272,3.16253255,0.44196523,2.40574093,0.00663512,0.09624792,0.45100278,0.00000000,0.02510925,0.46902260
-4.85942971,3.20966764,0.44614860,2.44415210,0.00651355,0.09889336,0.45541215,0.00000000,0.02686392,0.46861988
-4.85342671,3.25998499,0.45092004,2.48546901,0.00641049,0.10153155,0.46090678,0.00000000,0.02861019,0.46837612
-4.84742371,3.31267058,0.45618487,2.52902171,0.00632393,0.10412459,0.46744219,0.00000000,0.03031867,0.46827565
-4.84142071,3.36676566,0.46183119,2.57400889,0.00625129,0.10663603,0.47495185,0.00000000,0.03196003,0.46828961
-4.83541771,3.42120229,0.46773438,2.61952643,0.00618958,0.10903172,0.48334961,0.00000000,0.03350575,0.46837934
-4.82941471,3.47484371,0.47376198,2.66460074,0.00613554,0.11128067,0.49253246,0.00000000,0.03492882,0.46850017
-4.82341171,3.52652817,0.47977872,2.70822542,0.00608587,0.11335569,0.50238330,0.00000000,0.03620458,0.46860541
-4.81740870,3.57511396,0.48565165,2.74939956,0.00603737,0.11523405,0.51277360,0.00000000,0.03731136,0.46865029
-4.81140570,3.61952385,0.49125493,2.78716621,0.00598713,0.11689787,0.52356597,0.00000000,0.03823115,0.46859569
-4.80540270,3.65878709,0.49647420,2.82064926,0.00593264,0.11833435,0.53461634,0.00000000,0.03895013,0.46841145
-4.79939970,3.69207713,0.50121037,2.84908734,0.00587194,0.11953585,0.54577595,0.00000000,0.03945905,0.46807919
-4.79339670,3.71874369,0.50538260,2.87186338,0.00580369,0.12049974,0.55689300,0.00000000,0.03975354,0.46759440
-4.78739370,3.73833798,0.50893046,2.88852860,0.00572727,0.12122803,0.56781411,0.00000000,0.03983415,0.46696785
-4.78139070,3.75063012,0.51181527,2.89882023,0.00564277,0.12172696,0.57838563,0.00000000,0.03970636,0.46622620
-4.77538769,3.75561834,0.51402050,2.90267227,0.00555098,0.12200629,0.58845493,0.00000000,0.03938028,0.46541184
-4.76938469,3.75352978,0.51555139,2.90021902,0.00545340,0.12207867,0.59787168,0.00000000,0.03887034,0.46458198
-4.76338169,3.74481306,0.51643377,2.89179142,0.00535213,0.12195884,0.60648940,0.00000000,0.03819479,0.46380703
-4.75737869,3.73012305,0.51671228,2.87790639,0.00524980,0.12166285,0.61416718,0.00000000,0.03737501,0.46316840
-4.75137569,3.71029856,0.51644793,2.85924973,0.00514948,0.12120735,0.62077162,0.00000000,0.03643491,0.46275574
-4.74537269,3.68633388,0.51571529,2.83665324,0.00505450,0.12060890,0.62617917,0.00000000,0.03540010,0.46266373
-4.73936968,3.65934519,0.51459932,2.81106690,0.00496839,0.11988339,0.63027853,0.00000000,0.03429715,0.46298859
-4.73336668,3.63053294,0.51319193,2.78352709,0.00489470,0.11904554,0.63297328,0.00000000,0.03315283,0.46382438
-4.72736368,3.60114148,0.51158839,2.75512190,0.00483685,0.11810859,0.63418442,0.00000000,0.03199332,0.46525914
-4.72136068,3.57241709,0.50988369,2.72695460,0.00479805,0.11708399,0.63385279,0.00000000,0.03084362,0.46737105
-4.71535768,3.54556568,0.50816892,2.70010643,0.00478115,0.11598132,0.63194108,0.00000000,0.02972688,0.47022470
-4.70935468,3.52171142,0.50652771,2.67559980,0.00478857,0.11480819,0.62843543,0.00000000,0.02866392,0.47386760
-4.70335168,3.50185737,0.50503285,2.65436307,0.00482220,0.11357028,0.62334622,0.00000000,0.02767287,0.47832695
-4.69734867,3.48684954,0.50374316,2.63719797,0.00488336,0.11227142,0.61670822,0.00000000,0.02676885,0.48360691
-4.69134567,3.47734536,0.50270077,2.62475077,0.00497277,0.11091366,0.60857987,0.00000000,0.02596382,0.48968644
-4.68534267,3.47378770,0.50192875,2.61748819,0.00509059,0.10949742,0.59904175,0.00000000,0.02526655,0.49651778
-4.67933967,3.47638572,0.50142945,2.61567892,0.00523641,0.10802164,0.58819423,0.00000000,0.02468267,0.50402580
-4.67333667,3.48510318,0.50118344,2.61938178,0.00540935,0.10648387,0.57615459,0.00000000,0.02421481,0.51210824
-4.66733367,3.49965530,0.50114931,2.62844099,0.00560816,0.10488049,0.56305358,0.00000000,0.02386291,0.52063701
-4.66133067,3.51951465,0.50126432,2.64248914,0.00583134,0.10320682,0.54903179,0.00000000,0.02362449,0.52946053
-4.65532766,3.54392638,0.50144612,2.66095820,0.00607727,0.10145738,0.53423599,0.00000000,0.02349511,0.53840720
-4.64932466,3.57193285,0.50159538,2.68309839,0.00634442,0.09962607,0.51881562,0.00000000,0.02346878,0.54728994
-4.64332166,3.60240725,0.50159941,2.70800475,0.00663152,0.09770654,0.50291978,0.00000000,0.02353843,0.55591183
