energy_ev,total_up,B_p_up,B_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.72386193,6.38293409,0.80654321,0.00000000,2.60706975,3.71531944,0.15090585,1.49744978
-5.71785893,6.20519344,0.78503391,0.00000000,2.54190522,3.59681115,0.14622305,1.46209464
-5.71185593,6.03536125,0.76423076,0.00000000,2.47765578,3.48473179,0.14149607,1.42857888
-5.70585293,5.87521727,0.74439936,0.00000000,2.41493600,3.38033509,0.13677008,1.39713534
-5.69984992,5.72639978,0.72579355,0.00000000,2.35432240,3.28475963,0.13208964,1.36796523
-5.69384692,5.59037369,0.70864893,0.00000000,2.29634188,3.19900821,0.12749784,1.34123526
-5.68784392,5.46839970,0.69317661,0.00000000,2.24146036,3.12392881,0.12303552,1.31707439
-5.68184092,5.36150578,0.67955722,0.00000000,2.19007243,3.06019766,0.11874040,1.29557096
-5.67583792,5.27046234,0.66793570,0.00000000,2.14249236,3.00830523,0.11464628,1.27676990
-5.66983492,5.19576248,0.65841700,0.00000000,2.09894700,2.96854569,0.11078239,1.26067076
-5.66383192,5.13760861,0.65106297,0.00000000,2.05957131,2.94101058,0.10717281,1.24722650
-5.65782891,5.09590639,0.64589064,0.00000000,2.02440664,2.92558706,0.10383609,1.23634344
-5.65182591,5.07026704,0.64287199,0.00000000,1.99340219,2.92196127,0.10078507,1.22788253
-5.64582291,5.06001814,0.64193529,0.00000000,1.96641983,2.92962678,0.09802683,1.22166212
-5.63981991,5.06422310,0.64296791,0.00000000,1.94324202,2.94789813,0.09556299,1.21746208
-5.63381691,5.08170878,0.64582059,0.00000000,1.92358277,2.97592922,0.09339005,1.21502955
-5.62781391,5.11110039,0.65031292,0.00000000,1.90710117,3.01273596,0.09149996,1.21408581
-5.62181091,5.15086246,0.65623974,0.00000000,1.89341680,3.05722248,0.08988091,1.21433430
-5.61580790,5.19934428,0.66337827,0.00000000,1.88212656,3.10820998,0.08851803,1.21546939
-5.60980490,5.25482795,0.67149563,0.00000000,1.87282194,3.16446727,0.08739433,1.21718552
-5.60380190,5.31557730,0.68035630,0.00000000,1.86510599,3.22474180,0.08649151,1.21918636
-5.59779890,5.37988549,0.68972934,0.00000000,1.85860929,3.28779016,0.08579077,1.22119360
-5.59179590,5.44611965,0.69939497,0.00000000,1.85300407,3.35240691,0.08527352,1.22295488
-5.58579290,5.51276070,0.70915036,0.00000000,1.84801592,3.41745090,0.08492195,1.22425069
-5.57978989,5.57843717,0.71881430,0.00000000,1.84343254,3.48186806,0.08471946,1.22489981
-5.57378689,5.64195174,0.72823070,0.00000000,1.83910935,3.54471022,0.08465092,1.22476310
-5.56778389,5.70230007,0.73727088,0.00000000,1.83497149,3.60514948,0.08470275,1.22374556
-5.56178089,5.75868142,0.74583454,0.00000000,1.83101263,3.66248783,0.08486283,1.22179661
-5.55577789,5.81050147,0.75384961,0.00000000,1.82729035,3.71616225,0.08512027,1.21890860
-5.54977489,5.85736755,0.76127093,0.00000000,1.82391875,3.76574530,0.08546509,1.21511374
-5.54377189,5.89907742,0.76807810,0.00000000,1.82105849,3.81094185,0.08588780,1.21047963
-5.53776888,5.93560239,0.77427256,0.00000000,1.81890500,3.85158223,0.08637896,1.20510369
-5.53176588,5.96706617,0.77987409,0.00000000,1.81767534,3.88761274,0.08692875,1.19910678
-5.52576288,5.99372082,0.78491702,0.00000000,1.81759434,3.91908395,0.08752661,1.19262637
-5.51975988,6.01592097,0.78944630,0.00000000,1.81888080,3.94613770,0.08816092,1.18580955
-5.51375688,6.03409774,0.79351356,0.00000000,1.82173413,3.96899332,0.08881886,1.17880630
-5.50775388,6.04873327,0.79717332,0.00000000,1.82632219,3.98793371,0.08948638,1.17176316
-5.50175088,6.06033707,0.80047960,0.00000000,1.83277065,4.00329173,0.09014832,1.16481773
-5.49574787,6.06942465,0.80348277,0.00000000,1.84115435,4.01543732,0.09078869,1.15809399
-5.48974487,6.07649902,0.80622695,0.00000000,1.85149087,4.02476542,0.09139106,1.15169877
-5.48374187,6.08203533,0.80874782,0.00000000,1.86373656,4.03168509,0.09193910,1.14571926
-5.47773887,6.08646872,0.81107097,0.00000000,1.87778510,4.03660946,0.09241713,1.14022160
-5.47173587,6.09018515,0.81321070,0.00000000,1.89346851,4.03994691,0.09281081,1.13525062
-5.46573287,6.09351509,0.81516934,0.00000000,1.91056066,4.04209289,0.09310771,1.13083045
-5.45972986,6.09672971,0.81693707,0.00000000,1.92878290,4.04342275,0.09329795,1.12696601
-5.45372686,6.10003918,0.81849213,0.00000000,1.94781178,4.04428506,0.09337469,1.12364510
-5.44772386,6.10359279,0.81980151,0.00000000,1.96728835,4.04499565,0.09333451,1.12084107
-5.44172086,6.10748052,0.82082210,0.00000000,1.98682884,4.04583226,0.09317768,1.11851573
-5.43571786,6.11173599,0.82150214,0.00000000,2.00603622,4.04702987,0.09290822,1.11662257
-5.42971486,6.11634044,0.82178317,0.00000000,2.02451234,4.04877689,0.09253388,1.11510993
-5.42371186,6.12122792,0.82160222,0.00000000,2.04187014,4.05121242,0.09206584,1.11392419
-5.41770885,6.12629161,0.82089438,0.00000000,2.05774561,4.05442486,0.09151839,1.11301285
-5.41170585,6.13139136,0.81959552,0.00000000,2.07180903,4.05845210,0.09090837,1.11232741
-5.40570285,6.13636262,0.81764534,0.00000000,2.08377528,4.06328358,0.09025461,1.11182609
-5.39969985,6.14102676,0.81499039,0.00000000,2.09341274,4.06886446,0.08957724,1.11147636
-5.39369685,6.14520293,0.81158723,0.00000000,2.10055072,4.07510198,0.08889702,1.11125726
-5.38769385,6.14872129,0.80740541,0.00000000,2.10508504,4.08187410,0.08823471,1.11116153
-5.38169085,6.15143734,0.80243035,0.00000000,2.10698178,4.08904011,0.08761037,1.11119750
-5.37568784,6.15324719,0.79666588,0.00000000,2.10627907,4.09645315,0.08704293,1.11139073
-5.36968484,6.15410286,0.79013639,0.00000000,2.10308682,4.10397389,0.08654967,1.11178536
-5.36368184,6.15402727,0.78288845,0.00000000,2.09758462,4.11148498,0.08614592,1.11244501
-5.35767884,6.15312764,0.77499183,0.00000000,2.09001767,4.11890528,0.08584488,1.11345324
-5.35167584,6.15160671,0.76653979,0.00000000,2.08069101,4.12620312,0.08565747,1.11491329
-5.34567284,6.14977037,0.75764860,0.00000000,2.06996215,4.13340756,0.08559235,1.11694712
-5.33966983,6.14803104,0.74845622,0.00000000,2.05823219,4.14061691,0.08565602,1.11969353
-5.33366683,6.14690565,0.73912015,0.00000000,2.04593582,4.14800337,0.08585289,1.12330527
-5.32766383,6.14700780,0.72981438,0.00000000,2.03353016,4.15581341,0.08618550,1.12794511
-5.32166083,6.14903345,0.72072561,0.00000000,2.02148289,4.16436326,0.08665459,1.13378087
-5.31565783,6.15374037,0.71204862,0.00000000,2.01025978,4.17402937,0.08725933,1.14097939
-5.30965483,6.16192155,0.70398109,0.00000000,2.00031200,4.18523392,0.08799732,1.14969972
-5.30365183,6.17437345,0.69671794,0.00000000,1.99206338,4.19842590,0.08886472,1.16008564
-5.29764882,6.19186028,0.69044528,0.00000000,1.98589814,4.21405846,0.08985617,1.17225785
-5.29164582,6.21507592,0.68533433,0.00000000,1.98214918,4.23256366,0.09096479,1.18630624
-5.28564282,6.24460535,0.68153534,0.00000000,1.98108756,4.25432591,0.09218209,1.20228256
-5.27963982,6.28088765,0.67917196,0.00000000,1.98291329,4.27965555,0.09349788,1.22019404
-5.27363682,6.32418263,0.67833605,0.00000000,1.98774795,4.30876408,0.09490019,1.23999822
-5.26763382,6.37454315,0.67908334,0.00000000,1.99562929,4.34174259,0.09637525,1.26159960
-5.26163082,6.43179495,0.68143007,0.00000000,2.00650825,4.37854474,0.09790750,1.28484818
-5.25562781,6.49552526,0.68535067,0.00000000,2.02024843,4.41897528,0.09947969,1.30954023
-5.24962481,6.56508125,0.69077683,0.00000000,2.03662816,4.46268514,0.10107312,1.33542143
-5.24362181,6.63957864,0.69759781,0.00000000,2.05534527,4.50917321,0.10266792,1.36219211
-5.23761881,6.71792018,0.70566217,0.00000000,2.07602425,4.55779511,0.10424343,1.38951468
-5.23161581,6.79882337,0.71478074,0.00000000,2.09822577,4.60777837,0.10577873,1.41702272
-5.22561281,6.88085595,0.72473092,0.00000000,2.12145820,4.65824331,0.10725313,1.44433138
-5.21960980,6.96247739,0.73526198,0.00000000,2.14519060,4.70822858,0.10864679,1.47104858
-5.21360680,7.04208445,0.74610138,0.00000000,2.16886689,4.75671997,0.10994123,1.49678645
-5.20760380,7.11805841,0.75696167,0.00000000,2.19192055,4.80268112,0.11111991,1.52117235
-5.20160080,7.18881191,0.76754794,0.00000000,2.21378942,4.84508463,0.11216863,1.54385913
-5.19559780,7.25283315,0.77756544,0.00000000,2.23392995,4.88294211,0.11307589,1.56453386
-5.18959480,7.30872581,0.78672716,0.00000000,2.25183059,4.91533201,0.11383311,1.58292498
-5.18359180,7.35524311,0.79476115,0.00000000,2.26702379,4.94142412,0.11443470,1.59880740
-5.17758879,7.39131530,0.80141734,0.00000000,2.27909636,4.96050016,0.11487794,1.61200555
-5.17158579,7.41606980,0.80647360,0.00000000,2.28769788,4.97196972,0.11516284,1.62239437
-5.16558279,7.42884430,0.80974106,0.00000000,2.29254715,4.97538184,0.11529172,1.62989852
-5.15957979,7.42919297,0.81106836,0.00000000,2.29343650,4.97043188,0.11526889,1.63448989
-5.15357679,7.41688675,0.81034487,0.00000000,2.29023414,4.95696446,0.11510006,1.63618397
-5.14757379,7.39190848,0.80750278,0.00000000,2.28288460,4.93497256,0.11479195,1.63503540
-5.14157079,7.35444407,0.80251806,0.00000000,2.27140742,4.90459369,0.11435177,1.63113306
-5.13556778,7.30487069,0.79541033,0.00000000,2.25589437,4.86610348,0.11378680,1.62459517
-5.12956478,7.24374300,0.78624158,0.00000000,2.23650537,4.81990726,0.11310409,1.61556469
-5.12356178,7.17177799,0.77511393,0.00000000,2.21346325,4.76653019,0.11231023,1.60420519
-5.11755878,7.08983913,0.76216647,0.00000000,2.18704769,4.70660598,0.11141129,1.59069747
-5.11155578,6.99891989,0.74757122,0.00000000,2.15758841,4.64086469,0.11041277,1.57523674
-5.10555278,6.90012666,0.73152841,0.00000000,2.12545769,4.57011933,0.10931982,1.55803049
-5.09954977,6.79466093,0.71426111,0.00000000,2.09106243,4.49525148,0.10813739,1.53929678
-5.09354677,6.68380027,0.69600950,0.00000000,2.05483579,4.41719555,0.10687056,1.51926277
-5.08754377,6.56887782,0.67702471,0.00000000,2.01722839,4.33692192,0.10552482,1.49816318
-5.08154077,6.45125997,0.65756251,0.00000000,1.97869923,4.25541860,0.10410641,1.47623861
-5.07553777,6.33232207,0.63787706,0.00000000,1.93970636,4.17367168,0.10262253,1.45373321
-5.06953477,6.21342223,0.61821466,0.00000000,1.90069743,4.09264482,0.10108160,1.43089195
-5.06353177,6.09587364,0.59880797,0.00000000,1.86210019,4.01325803,0.09949331,1.40795699
-5.05752876,5.98091602,0.57987052,0.00000000,1.82431328,3.93636650,0.09786867,1.38516356
-5.05152576,5.86968715,0.56159200,0.00000000,1.78769733,3.86274021,0.09621988,1.36273524
-5.04552276,5.76319578,0.54413422,0.00000000,1.75256686,3.79304511,0.09456013,1.34087891
-5.03951976,5.66229715,0.52762804,0.00000000,1.71918309,3.72782698,0.09290333,1.31977975
-5.03351676,5.56767270,0.51217127,0.00000000,1.68774812,3.66749882,0.09126376,1.29959648
-5.02751376,5.47981525,0.49782772,0.00000000,1.65840076,3.61233267,0.08965565,1.28045729
-5.02151076,5.39902096,0.48462735,0.00000000,1.63121413,3.56245669,0.08809282,1.26245686
-5.01550775,5.32538882,0.47256762,0.00000000,1.60619551,3.51785779,0.08658830,1.24565461
-5.00950475,5.25882839,0.46161596,0.00000000,1.58328834,3.47839020,0.08515401,1.23007450
-5.00350175,5.19907563,0.45171318,0.00000000,1.56237650,3.44378964,0.08380048,1.21570654
-4.99749875,5.14571647,0.44277788,0.00000000,1.54329086,3.41369276,0.08253671,1.20250996
-4.99149575,5.09821703,0.43471149,0.00000000,1.52581771,3.38766087,0.08137006,1.19041790
-4.98549275,5.05595919,0.42740387,0.00000000,1.50970895,3.36520683,0.08030627,1.17934346
-4.97948974,5.01827938,0.42073908,0.00000000,1.49469355,3.34582376,0.07934953,1.16918681
-4.97348674,4.98450875,0.41460121,0.00000000,1.48048967,3.32901390,0.07850263,1.15984276
-4.96748374,4.95401220,0.40887986,0.00000000,1.46681709,3.31431613,0.07776709,1.15120855
-4.96148074,4.92622410,0.40347511,0.00000000,1.45340911,3.30133041,0.07714342,1.14319125
-4.95547774,4.90067863,0.39830169,0.00000000,1.44002355,3.28973795,0.07663126,1.13571424
-4.94947474,4.87703290,0.39329223,0.00000000,1.42645219,3.27931578,0.07622955,1.12872247
-4.94347174,4.85508145,0.38839932,0.00000000,1.41252823,3.26994492,0.07593667,1.12218612
-4.93746873,4.83476146,0.38359641,0.00000000,1.39813140,3.26161188,0.07575047,1.11610228
-4.93146573,4.81614834,0.37887751,0.00000000,1.38319058,3.25440325,0.07566828,1.11049477
-4.92546273,4.79944208,0.37425563,0.00000000,1.36768379,3.24849404,0.07568687,1.10541187
-4.91945973,4.78494543,0.36976022,0.00000000,1.35163559,3.24413037,0.07580232,1.10092230
-4.91345673,4.77303524,0.36543371,0.00000000,1.33511226,3.24160781,0.07600989,1.09710957
-4.90745373,4.76412899,0.36132732,0.00000000,1.31821496,3.24124672,0.07630388,1.09406515
-4.90145073,4.75864851,0.35749643,0.00000000,1.30107141,3.24336607,0.07667741,1.09188087
-4.89544772,4.75698338,0.35399584,0.00000000,1.28382662,3.24825750,0.07712235,1.09064105
-4.88944472,4.75945604,0.35087512,0.00000000,1.26663311,3.25616104,0.07762918,1.09041489
-4.88344172,4.76629096,0.34817424,0.00000000,1.24964144,3.26724396,0.07818700,1.09124954
-4.87743872,4.77758952,0.34591996,0.00000000,1.23299130,3.28158395,0.07878349,1.09316443
-4.87143572,4.79331209,0.34412291,0.00000000,1.21680388,3.29915743,0.07940511,1.09614704
-4.86543272,4.81326824,0.34277567,0.00000000,1.20117572,3.31983361,0.08003724,1.10015051
-4.85942971,4.83711555,0.34185186,0.00000000,1.18617444,3.34337442,0.08066453,1.10509328
-4.85342671,4.86436686,0.34130637,0.00000000,1.17183652,3.36944019,0.08127120,1.11086059
-4.84742371,4.89440544,0.34107654,0.00000000,1.15816696,3.39760052,0.08184149,1.11730798
-4.84142071,4.92650705,0.34108437,0.00000000,1.14514103,3.42734966,0.08236018,1.12426644
-4.83541771,4.95986749,0.34123947,0.00000000,1.13270767,3.45812531,0.08281301,1.13154902
-4.82941471,4.99363403,0.34144275,0.00000000,1.12079436,3.48932984,0.08318730,1.13895839
-4.82341171,5.02693897,0.34159044,0.00000000,1.10931309,3.52035263,0.08347238,1.14629504
-4.81740870,5.05893346,0.34157837,0.00000000,1.09816697,3.55059249,0.08366008,1.15336564
-4.81140570,5.08881988,0.34130627,0.00000000,1.08725711,3.57947890,0.08374519,1.15999108
-4.80540270,5.11588127,0.34068179,0.00000000,1.07648935,3.60649121,0.08372572,1.16601377
-4.79939970,5.13950637,0.33962415,0.00000000,1.06578043,3.63117502,0.08360322,1.17130388
-4.79339670,5.15920933,0.33806717,0.00000000,1.05506323,3.65315515,0.08338287,1.17576416
-4.78739370,5.17464351,0.33596166,0.00000000,1.04429090,3.67214472,0.08307353,1.17933322
-4.78139070,5.18560883,0.33327697,0.00000000,1.03343967,3.68795042,0.08268758,1.18198705
-4.77538769,5.19205300,0.33000179,0.00000000,1.02251016,3.70047392,0.08224070,1.18373892
-4.76938469,5.19406674,0.32614407,0.00000000,1.01152731,3.70970965,0.08175150,1.18463752
-4.76338169,5.19187382,0.32173023,0.00000000,1.00053891,3.71573942,0.08124099,1.18476379
-4.75737869,5.18581660,0.31680372,0.00000000,0.98961295,3.71872438,0.08073200,1.18422642
-4.75137569,5.17633817,0.31142293,0.00000000,0.97883393,3.71889486,0.08024848,1.18315650
-4.74537269,5.16396209,0.30565875,0.00000000,0.96829851,3.71653879,0.07981471,1.18170144
-4.73936968,5.14927090,0.29959186,0.00000000,0.95811068,3.71198913,0.07945453,1.18001876
-4.73336668,5.13288428,0.29330978,0.00000000,0.94837683,3.70561109,0.07919054,1.17826977
-4.72736368,5.11543792,0.28690402,0.00000000,0.93920096,3.69778946,0.07904328,1.17661366
-4.72136068,5.09756384,0.28046736,0.00000000,0.93068043,3.68891652,0.07903056,1.17520218
-4.71535768,5.07987273,0.27409134,0.00000000,0.92290236,3.67938091,0.07916683,1.17417501
-4.70935468,5.06293885,0.26786410,0.00000000,0.91594091,3.66955759,0.07946267,1.17365616
-4.70335168,5.04728769,0.26186861,0.00000000,0.90985564,3.65979919,0.07992446,1.17375127
-4.69734867,5.03338654,0.25618140,0.00000000,0.90469094,3.65042871,0.08055420,1.17454603
-4.69134567,5.02163785,0.25087156,0.00000000,0.90047648,3.64173358,0.08134951,1.17610544
-4.68534267,5.01237533,0.24600034,0.00000000,0.89722880,3.63396124,0.08230384,1.17847419
-4.67933967,5.00586245,0.24162099,0.00000000,0.89495366,3.62731590,0.08340678,1.18167760
-4.67333667,5.00229305,0.23777892,0.00000000,0.89364913,3.62195661,0.08464461,1.18572341
-4.66733367,5.00179364,0.23451211,0.00000000,0.89330915,3.61799643,0.08600095,1.19060391
-4.66133067,5.00442709,0.23185162,0.00000000,0.89392726,3.61550258,0.08745748,1.19629851
-4.65532766,5.01019722,0.22982216,0.00000000,0.89550026,3.61449751,0.08899480,1.20277641
-4.64932466,5.01905405,0.22844263,0.00000000,0.89803155,3.61496065,0.09059322,1.20999930
-4.64332166,5.03089928,0.22772647,0.00000000,0.90153384,3.61683087,0.09223360,1.21792393
-4.63731866,5.04559173,0.22768198,0.00000000,0.90603111,3.62000941,0.09389812,1.22650443
-4.63131566,5.06295269,0.22831229,0.00000000,0.91155950,3.62436324,0.09557095,1.23569433
-4.62531266,5.08277080,0.22961516,0.00000000,0.91816727,3.62972872,0.09723875,1.24544814
-4.61930965,5.10480654,0.23158262,0.00000000,0.92591355,3.63591561,0.09889111,1.25572255
-4.61330665,5.12879641,0.23420036,0.00000000,0.93486608,3.64271116,0.10052073,1.26647718
-4.60730365,5.15445667,0.23744705,0.00000000,0.94509805,3.64988460,0.10212355,1.27767496
-4.60130065,5.18148711,0.24129360,0.00000000,0.95668412,3.65719168,0.10369857,1.28928215
-4.59529765,5.20957480,0.24570250,0.00000000,0.96969602,3.66437965,0.10524768,1.30126815
-4.58929465,5.23839822,0.25062728,0.00000000,0.98419786,3.67119249,0.10677525,1.31360508
-4.58329165,5.26763207,0.25601224,0.00000000,1.00024157,3.67737661,0.10828770,1.32626743
-4.57728864,5.29695289,0.26179253,0.00000000,1.01786268,3.68268694,0.10979296,1.33923168
-4.57128564,5.32604569,0.26789456,0.00000000,1.03707681,3.68689363,0.11129995,1.35247606
-4.56528264,5.35461175,0.27423690,0.00000000,1.05787705,3.68978907,0.11281805,1.36598067
-4.55927964,5.38237744,0.28073167,0.00000000,1.08023235,3.69119535,0.11435657,1.37972768
-4.55327664,5.40910386,0.28728634,0.00000000,1.10408719,3.69097183,0.11592436,1.39370204
-4.54727364,5.43459700,0.29380584,0.00000000,1.12936226,3.68902259,0.11752943,1.40789221
-4.54127064,5.45871772,0.30019510,0.00000000,1.15595639,3.68530344,0.11917867,1.42229120
-4.53526763,5.48139105,0.30636172,0.00000000,1.18374924,3.67982794,0.12087769,1.43689760
-4.52926463,5.50261394,0.31221862,0.00000000,1.21260478,3.67267199,0.12263072,1.45171648
-4.52326163,5.52246062,0.31768672,0.00000000,1.24237508,3.66397660,0.12444054,1.46675999
-4.51725863,5.54108485,0.32269727,0.00000000,1.27290424,3.65394815,0.12630851,1.48204748
-4.51125563,5.55871836,0.32719384,0.00000000,1.30403203,3.64285594,0.12823460,1.49760496
-4.50525263,5.57566493,0.33113377,0.00000000,1.33559702,3.63102674,0.13021745,1.51346378
-4.49924962,5.59228987,0.33448907,0.00000000,1.36743898,3.61883608,0.13225436,1.52965844
-4.49324662,5.60900508,0.33724659,0.00000000,1.39940033,3.60669667,0.13434136,1.54622346
-4.48724362,5.62624985,0.33940759,0.00000000,1.43132667,3.59504400,0.13647317,1.56318952
-4.48124062,5.64446830,0.34098658,0.00000000,1.46306628,3.58431975,0.13864312,1.58057879
-4.47523762,5.66408449,0.34200965,0.00000000,1.49446896,3.57495383,0.14084316,1.59839994
-4.46923462,5.68547636,0.34251233,0.00000000,1.52538410,3.56734581,0.14306374,1.61664285
-4.46323162,5.70895025,0.34253703,0.00000000,1.55565857,3.56184674,0.14529377,1.63527361
-4.45722861,5.73471727,0.34213043,0.00000000,1.58513454,3.55874249,0.14752063,1.65422998
-4.45122561,5.76287332,0.34134074,0.00000000,1.61364768,3.55823950,0.14973017,1.67341787
-4.44522261,5.79338403,0.34021513,0.00000000,1.64102604,3.56045391,0.15190687,1.69270898
-4.43921961,5.82607577,0.33879753,0.00000000,1.66708980,3.56540476,0.15403399,1.71194005
-4.43321661,5.86063366,0.33712671,0.00000000,1.69165224,3.57301170,0.15609395,1.73091387
-4.42721361,5.89660677,0.33523496,0.00000000,1.71452190,3.58309755,0.15806869,1.74940210
-4.42121061,5.93342077,0.33314734,0.00000000,1.73550606,3.59539555,0.15994014,1.76714991
-4.41520760,5.97039722,0.33088139,0.00000000,1.75441537,3.60956102,0.16169085,1.78388243
-4.40920460,6.00677888,0.32844752,0.00000000,1.77106946,3.62518676,0.16330457,1.79931256
-4.40320160,6.04175968,0.32584983,0.00000000,1.78530331,3.64182155,0.16476684,1.81315003
-4.39719860,6.07451787,0.32308736,0.00000000,1.79697396,3.65899052,0.16606567,1.82511115
-4.39119560,6.10425072,0.32015562,0.00000000,1.80596724,3.67621662,0.16719206,1.83492894
-4.38519260,6.13020909,0.31704835,0.00000000,1.81220415,3.69304200,0.16814048,1.84236313
-4.37918959,6.15173022,0.31375929,0.00000000,1.81564643,3.70904826,0.16890925,1.84720953
-4.37318659,6.16826735,0.31028395,0.00000000,1.81630109,3.72387484,0.16950080,1.84930853
-4.36718359,6.17941486,0.30662121,0.00000000,1.81422349,3.73723464,0.16992177,1.84855227
-4.36118059,6.18492808,0.30277464,0.00000000,1.80951896,3.74892658,0.17018300,1.84489023
-4.35517759,6.18473721,0.29875357,0.00000000,1.80234260,3.75884448,0.17029934,1.83833315
-4.34917459,6.17895497,0.29457377,0.00000000,1.79289739,3.76698250,0.17028941,1.82895509
-4.34317159,6.16787816,0.29025776,0.00000000,1.78143065,3.77343693,0.17017519,1.81689372
-4.33716858,6.15198334,0.28583484,0.00000000,1.76822892,3.77840460,0.16998160,1.80234882
-4.33116558,6.13191709,0.28134062,0.00000000,1.75361143,3.78217846,0.16973596,1.78557908
-4.32516258,6.10848165,0.27681645,0.00000000,1.73792258,3.78514036,0.16946747,1.76689753
-4.31915958,6.08261645,0.27230839,0.00000000,1.72152346,3.78775177,0.16920661,1.74666549
-4.31315658,6.05537639,0.26786618,0.00000000,1.70478298,3.79054265,0.16898467,1.72528548
-4.30715358,6.02790750,0.26354190,0.00000000,1.68806870,3.79409888,0.16883310,1.70319311
