energy_ev,total_up,Ir_p_up,Ir_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.71185593,2.35957450,0.75849872,1.24954925,0.62779380,0.00438771,0.04727598,0.50043944
-5.70585293,2.22631249,0.72502255,1.17565326,0.59697551,0.00411958,0.04400129,0.47152308
-5.69984992,2.08941508,0.68925674,1.10034580,0.56432535,0.00384810,0.04072033,0.44205725
-5.69384692,1.95114571,0.65190944,1.02485419,0.53046610,0.00357726,0.03748691,0.41245739
-5.68784392,1.81373043,0.61371158,0.95037294,0.49602366,0.00331094,0.03435109,0.38313490
-5.68184092,1.67930775,0.57539780,0.87803785,0.46161162,0.00305277,0.03135836,0.35448757
-5.67583792,1.54988385,0.53768799,0.80890343,0.42781703,0.00280614,0.02854894,0.32689083
-5.66983492,1.42729436,0.50127006,0.74392403,0.39518772,0.00257407,0.02595740,0.30069017
-5.66383192,1.31317318,0.46678450,0.68393895,0.36422164,0.00235920,0.02361239,0.27619482
-5.65782891,1.20892860,0.43481084,0.62966143,0.33535816,0.00216374,0.02153668,0.25367283
-5.65182591,1.11572670,0.40585638,0.58167148,0.30897153,0.00198948,0.01974725,0.23334749
-5.64582291,1.03448142,0.38034726,0.54041223,0.28536642,0.00183771,0.01825563,0.21539518
-5.63981991,0.96585104,0.35862193,0.50618924,0.26477541,0.00170931,0.01706821,0.19994443
-5.63381691,0.91023996,0.34092682,0.47917265,0.24735832,0.00160467,0.01618677,0.18707621
-5.62781391,0.86780528,0.32741434,0.45940138,0.23320306,0.00152378,0.01560893,0.17682526
-5.62181091,0.83846724,0.31814273,0.44678919,0.22232789,0.00146619,0.01532866,0.16918218
-5.61580790,0.82192288,0.31307798,0.44113215,0.21468479,0.00143110,0.01533679,0.16409643
-5.60980490,0.81766216,0.31209732,0.44211719,0.21016384,0.00141732,0.01562149,0.16147973
-5.60380190,0.82498629,0.31499436,0.44933160,0.20859826,0.00142338,0.01616867,0.16121004
-5.59779890,0.84302762,0.32148558,0.46227332,0.20977018,0.00144750,0.01696239,0.16313577
-5.59179590,0.87077100,0.33121826,0.48036191,0.21341691,0.00148769,0.01798521,0.16708026
-5.58579290,0.90707649,0.34377948,0.50295022,0.21923762,0.00154174,0.01921843,0.17284637
-5.57978989,0.95070302,0.35870628,0.52933676,0.22690047,0.00160732,0.02064240,0.18022114
-5.57378689,1.00033317,0.37549682,0.55877870,0.23605003,0.00168200,0.02223665,0.18898042
-5.56778389,1.05459869,0.39362229,0.59050549,0.24631500,0.00176328,0.02398010,0.19889334
-5.56178089,1.11210663,0.41253948,0.62373301,0.25731615,0.00184869,0.02585117,0.20972671
-5.55577789,1.17146567,0.43170365,0.65767804,0.26867439,0.00193582,0.02782785,0.22124911
-5.54977489,1.23131218,0.45058162,0.69157280,0.28001877,0.00202235,0.02988783,0.23323467
-5.54377189,1.29033558,0.46866449,0.72467929,0.29099438,0.00210613,0.03200850,0.24546643
-5.53776888,1.34730220,0.48547973,0.75630307,0.30126985,0.00218521,0.03416703,0.25773927
-5.53176588,1.40107713,0.50060236,0.78580590,0.31054436,0.00225787,0.03634035,0.26986230
-5.52576288,1.45064322,0.51366460,0.81261713,0.31855378,0.00232267,0.03850526,0.28166060
-5.51975988,1.49511677,0.52436377,0.83624315,0.32507590,0.00237846,0.04063837,0.29297647
-5.51375688,1.53375918,0.53246812,0.85627468,0.32993444,0.00242440,0.04271625,0.30366994
-5.50775388,1.56598436,0.53782027,0.87239169,0.33300169,0.00245997,0.04471543,0.31361882
-5.50175088,1.59136155,0.54033815,0.88436566,0.33419975,0.00248492,0.04661257,0.32271812
-5.49574787,1.60961363,0.54001345,0.89205920,0.33350013,0.00249933,0.04838457,0.33087910
-5.48974487,1.62061107,0.53690750,0.89542313,0.33092201,0.00250349,0.05000882,0.33802791
-5.48374187,1.62436203,0.53114502,0.89449111,0.32652887,0.00249794,0.05146343,0.34410413
-5.47773887,1.62099908,0.52290579,0.88937228,0.32042397,0.00248338,0.05272753,0.34905911
-5.47173587,1.61076340,0.51241483,0.88024224,0.31274472,0.00246065,0.05378167,0.35285443
-5.46573287,1.59398728,0.49993153,0.86733274,0.30365616,0.00243066,0.05460822,0.35546053
-5.45972986,1.57107578,0.48573816,0.85092080,0.29334399,0.00239436,0.05519176,0.35685562
-5.45372686,1.54248844,0.47012844,0.83131753,0.28200735,0.00235268,0.05551957,0.35702491
-5.44772386,1.50872186,0.45339658,0.80885731,0.26985165,0.00230650,0.05558204,0.35596027
-5.44172086,1.47029380,0.43582736,0.78388761,0.25708187,0.00225661,0.05537307,0.35366029
-5.43571786,1.42772941,0.41768754,0.75675992,0.24389639,0.00220369,0.05489043,0.35013066
-5.42971486,1.38154983,0.39921899,0.72782191,0.23048179,0.00214830,0.05413596,0.34538492
-5.42371186,1.33226340,0.38063374,0.69741105,0.21700857,0.00209085,0.05311580,0.33944536
-5.41770885,1.28035950,0.36211089,0.66584973,0.20362798,0.00203163,0.05184035,0.33234406
-5.41170585,1.22630473,0.34379556,0.63344180,0.19047006,0.00197082,0.05032423,0.32412386
-5.40570285,1.17054121,0.32579955,0.60047047,0.17764268,0.00190850,0.04858600,0.31483919
-5.39969985,1.11348654,0.30820353,0.56719728,0.16523163,0.00184465,0.04664783,0.30455666
-5.39369685,1.05553500,0.29106055,0.53386202,0.15330158,0.00177924,0.04453499,0.29335524
-5.38769385,0.99705941,0.27440040,0.50068338,0.14189779,0.00171217,0.04227526,0.28132605
-5.38169085,0.93841333,0.25823450,0.46785993,0.13104830,0.00164341,0.03989827,0.26857159
-5.37568784,0.87993306,0.24256105,0.43557137,0.12076650,0.00157289,0.03743476,0.25520461
-5.36968484,0.82193923,0.22736989,0.40397987,0.11105384,0.00150066,0.03491582,0.24134638
-5.36368184,0.76473771,0.21264712,0.37323116,0.10190255,0.00142679,0.03237216,0.22712466
-5.35767884,0.70861970,0.19837895,0.34345559,0.09329824,0.00135146,0.02983341,0.21267134
-5.35167584,0.65386112,0.18455477,0.31476880,0.08522214,0.00127491,0.02732745,0.19811981
-5.34567284,0.60072120,0.17116938,0.28727223,0.07765316,0.00119747,0.02487989,0.18360230
-5.33966983,0.54944061,0.15822434,0.26105340,0.07056939,0.00111956,0.02251363,0.16924725
-5.33366683,0.50023926,0.14572846,0.23618606,0.06394936,0.00104164,0.02024850,0.15517681
-5.32766383,0.45331402,0.13369754,0.21273026,0.05777285,0.00096422,0.01810114,0.14150464
-5.32166083,0.40883675,0.12215361,0.19073256,0.05202134,0.00088785,0.01608485,0.12833404
-5.31565783,0.36695267,0.11112371,0.17022625,0.04667818,0.00081310,0.01420973,0.11575664
-5.30965483,0.32777957,0.10063838,0.15123195,0.04172862,0.00074050,0.01248283,0.10385147
-5.30365183,0.29140784,0.09073019,0.13375840,0.03715955,0.00067059,0.01090842,0.09268464
-5.29764882,0.25790150,0.08143230,0.11780365,0.03295923,0.00060385,0.00948835,0.08230962
-5.29164582,0.22730039,0.07277728,0.10335670,0.02911703,0.00054074,0.00822251,0.07276793
-5.28564282,0.19962338,0.06479633,0.09039939,0.02562307,0.00048162,0.00710930,0.06409050
-5.27963982,0.17487271,0.05751881,0.07890879,0.02246809,0.00042682,0.00614612,0.05629931
-5.27363682,0.15303913,0.05097236,0.06885982,0.01964326,0.00037661,0.00532993,0.04940952
-5.26763382,0.13410795,0.04518339,0.06022820,0.01714023,0.00033118,0.00465774,0.04343186
-5.26163082,0.11806555,0.04017803,0.05299349,0.01495120,0.00029068,0.00412714,0.03837516
-5.25562781,0.10490630,0.03598346,0.04714232,0.01306919,0.00025524,0.00373675,0.03424910
-5.24962481,0.09463944,0.03262951,0.04267144,0.01148827,0.00022493,0.00348664,0.03106681
-5.24362181,0.08729580,0.03015045,0.03959078,0.01020402,0.00019982,0.00337871,0.02884744
-5.23761881,0.08293400,0.02858679,0.03792604,0.00921388,0.00017997,0.00341700,0.02761849
-5.23161581,0.08164571,0.02798704,0.03772104,0.00851759,0.00016547,0.00360784,0.02741779
-5.22561281,0.08355985,0.02840921,0.03903938,0.00811759,0.00015641,0.00396007,0.02829500
-5.21960980,0.08884524,0.02992196,0.04196543,0.00801930,0.00015292,0.00448500,0.03031263
-5.21360680,0.09771155,0.03260526,0.04660457,0.00823134,0.00015519,0.00519632,0.03354635
-5.20760380,0.11040815,0.03655036,0.05308236,0.00876564,0.00016345,0.00610996,0.03808463
-5.20160080,0.12722080,0.04185913,0.06154280,0.00963733,0.00017797,0.00724368,0.04402746
-5.19559780,0.14846587,0.04864242,0.07214533,0.01086447,0.00019907,0.00861667,0.05148438
-5.18959480,0.17448207,0.05701768,0.08506078,0.01246765,0.00022714,0.01024891,0.06057147
-5.18359180,0.20561970,0.06710556,0.10046611,0.01446924,0.00026256,0.01216053,0.07140756
-5.17758879,0.24222751,0.07902568,0.11853809,0.01689261,0.00030577,0.01437091,0.08410961
-5.17158579,0.28463745,0.09289148,0.13944591,0.01976102,0.00035718,0.01689778,0.09878734
-5.16558279,0.33314768,0.10880447,0.16334311,0.02309642,0.00041719,0.01975627,0.11553724
-5.15957979,0.38800427,0.12684785,0.19035888,0.02691807,0.00048615,0.02295783,0.13443627
-5.15357679,0.44938250,0.14707981,0.22058915,0.03124112,0.00056434,0.02650921,0.15553530
-5.14757379,0.51736822,0.16952679,0.25408778,0.03607514,0.00065193,0.03041155,0.17885272
-5.14157079,0.59194039,0.19417700,0.29085838,0.04142262,0.00074898,0.03465939,0.20436848
-5.13556778,0.67295566,0.22097455,0.33084701,0.04727767,0.00085536,0.03924005,0.23201887
-5.12956478,0.76013592,0.24981450,0.37393637,0.05362480,0.00097081,0.04413306,0.26169238
-5.12356178,0.85305975,0.28053924,0.41994183,0.06043803,0.00109482,0.04930985,0.29322701
-5.11755878,0.95115854,0.31293650,0.46860967,0.06768021,0.00122672,0.05473381,0.32640929
-5.11155578,1.05371796,0.34673925,0.51961777,0.07530283,0.00136560,0.06036062,0.36097511
-5.10555278,1.15988514,0.38162770,0.57257902,0.08324614,0.00151032,0.06613882,0.39661271
-5.09954977,1.26868173,0.41723355,0.62704737,0.09143976,0.00165957,0.07201088,0.43296772
-5.09354677,1.37902258,0.45314639,0.68252650,0.09980371,0.00181183,0.07791440,0.46965016
-5.08754377,1.48973962,0.48892224,0.73848077,0.10824992,0.00196543,0.08378366,0.50624336
-5.08154077,1.59961003,0.52409393,0.79434810,0.11668402,0.00211857,0.08955137,0.54231434
-5.07553777,1.70738762,0.55818301,0.84955421,0.12500758,0.00226937,0.09515050,0.57742529
-5.06953477,1.81183596,0.59071260,0.90352744,0.13312042,0.00241591,0.10051618,0.61114570
-5.06353177,1.91176183,0.62122089,0.95571371,0.14092321,0.00255628,0.10558758,0.64306456
-5.05752876,2.00604725,0.64927437,1.00559049,0.14831996,0.00268864,0.11030958,0.67280192
-5.05152576,2.09367856,0.67448047,1.05267940,0.15522051,0.00281124,0.11463425,0.70001945
-5.04552276,2.17377105,0.69649883,1.09655651,0.16154271,0.00292252,0.11852201,0.72442932
-5.03951976,2.24558798,0.71505071,1.13686010,0.16721439,0.00302107,0.12194244,0.74580091
-5.03351676,2.30855295,0.72992612,1.17329521,0.17217484,0.00310574,0.12487464,0.76396520
-5.02751376,2.36225529,0.74098827,1.20563508,0.17637596,0.00317563,0.12730718,0.77881641
-5.02151076,2.40644829,0.74817530,1.23371943,0.17978278,0.00323009,0.12923765,0.79031109
-5.01550775,2.44104067,0.75149905,1.25744986,0.18237363,0.00326874,0.13067183,0.79846455
-5.00950475,2.46608222,0.75104121,1.27678278,0.18413981,0.00329150,0.13162253,0.80334516
-5.00350175,2.48174453,0.74694698,1.29172062,0.18508480,0.00329850,0.13210819,0.80506671
-4.99749875,2.48829863,0.73941677,1.30230196,0.18522324,0.00329013,0.13215141,0.80377949
-4.99149575,2.48609086,0.72869639,1.30859140,0.18457963,0.00326697,0.13177733,0.79966063
-4.98549275,2.47551881,0.71506623,1.31067003,0.18318690,0.00322978,0.13101217,0.79290440
-4.97948974,2.45700898,0.69883021,1.30862711,0.18108493,0.00317946,0.12988188,0.78371296
-4.97348674,2.43099749,0.68030495,1.30255373,0.17831917,0.00311702,0.12841109,0.77228818
-4.96748374,2.39791500,0.65980972,1.29253876,0.17493939,0.00304353,0.12662228,0.75882497
-4.96148074,2.35817661,0.63765758,1.27866743,0.17099860,0.00296014,0.12453535,0.74350643
-4.95547774,2.31217714,0.61414816,1.26102245,0.16655224,0.00286799,0.12216756,0.72650104
-4.94947474,2.26029152,0.58956215,1.23968764,0.16165759,0.00276822,0.11953374,0.70796180
-4.94347174,2.20287994,0.56415767,1.21475345,0.15637350,0.00266198,0.11664684,0.68802732
-4.93746873,2.14029685,0.53816836,1.18632403,0.15076018,0.00255037,0.11351873,0.66682447
-4.93146573,2.07290260,0.51180322,1.15452505,0.14487930,0.00243448,0.11016113,0.64447236
-4.92546273,2.00107653,0.48524767,1.11951154,0.13879407,0.00231535,0.10658661,0.62108707
-4.91945973,1.92522997,0.45866584,1.08147504,0.13256939,0.00219398,0.10280962,0.59678667
-4.91345673,1.84581798,0.43220339,1.04064941,0.12627196,0.00207135,0.09884735,0.57169606
-4.90745373,1.76334844,0.40599083,0.99731461,0.11997024,0.00194841,0.09472048,0.54595125
-4.90145073,1.67838773,0.38014673,0.95179818,0.11373424,0.00182608,0.09045365,0.51970251
-4.89544772,1.59156221,0.35478074,0.90447405,0.10763515,0.00170522,0.08607566,0.49311623
-4.88944472,1.50355517,0.32999605,0.85575869,0.10174471,0.00158669,0.08161939,0.46637535
-4.88344172,1.41509936,0.30589126,0.80610477,0.09613430,0.00147131,0.07712137,0.43967813
-4.87743872,1.32696530,0.28256142,0.75599248,0.09087391,0.00135985,0.07262112,0.41323545
-4.87143572,1.23994617,0.26009844,0.70591917,0.08603079,0.00125305,0.06816020,0.38726677
-4.86543272,1.15483995,0.23859075,0.65638774,0.08166807,0.00115157,0.06378114,0.36199493
-4.85942971,1.07242997,0.21812241,0.60789442,0.07784326,0.00105603,0.05952615,0.33764017
-4.85342671,0.99346490,0.19877185,0.56091658,0.07460667,0.00096698,0.05543582,0.31441373
-4.84742371,0.91863918,0.18061032,0.51590124,0.07199995,0.00088488,0.05154787,0.29251134
-4.84142071,0.84857515,0.16370029,0.47325466,0.07005473,0.00081011,0.04789588,0.27210702
-4.83541771,0.78380743,0.14809394,0.43333375,0.06879144,0.00074296,0.04450827,0.25334749
-4.82941471,0.72477056,0.13383188,0.39643927,0.06821835,0.00068363,0.04140737,0.23634754
-4.82341171,0.67179018,0.12094221,0.36281134,0.06833102,0.00063225,0.03860879,0.22118645
-4.81740870,0.62507819,0.10943994,0.33262712,0.06911194,0.00058882,0.03612101,0.20790579
-4.81140570,0.58473177,0.09932691,0.30600071,0.07053070,0.00055327,0.03394524,0.19650854
-4.80540270,0.55073623,0.09059206,0.28298505,0.07254441,0.00052548,0.03207551,0.18695962
-4.79939970,0.52297133,0.08321212,0.26357556,0.07509860,0.00050520,0.03049912,0.17918771
-4.79339670,0.50122054,0.07715258,0.24771520,0.07812847,0.00049218,0.02919714,0.17308834
-4.78739370,0.48518267,0.07236892,0.23530055,0.08156040,0.00048606,0.02814532,0.16852794
-4.78139070,0.47448524,0.06880791,0.22618865,0.08531386,0.00048647,0.02731496,0.16534882
-4.77538769,0.46869888,0.06640903,0.22020395,0.08930345,0.00049298,0.02667402,0.16337466
-4.76938469,0.46735214,0.06510574,0.21714539,0.09344114,0.00050517,0.02618824,0.16241646
-4.76338169,0.46994608,0.06482673,0.21679300,0.09763854,0.00052255,0.02582233,0.16227851
-4.75737869,0.47596806,0.06549690,0.21891400,0.10180920,0.00054465,0.02554111,0.16276438
-4.75137569,0.48490441,0.06703821,0.22326818,0.10587079,0.00057097,0.02531056,0.16368243
-4.74537269,0.49625159,0.06937031,0.22961243,0.10974712,0.00060103,0.02509886,0.16485092
-4.73936968,0.50952564,0.07241091,0.23770455,0.11336992,0.00063431,0.02487721,0.16610241
-4.73336668,0.52426989,0.07607613,0.24730630,0.11668027,0.00067031,0.02462054,0.16728738
-4.72736368,0.54006101,0.08028060,0.25818577,0.11962983,0.00070852,0.02430807,0.16827697
-4.72136068,0.55651332,0.08493768,0.27011941,0.12218154,0.00074843,0.02392364,0.16896485
-4.71535768,0.57328189,0.08995960,0.28289366,0.12431009,0.00078953,0.02345589,0.16926821
-4.70935468,0.59006440,0.09525782,0.29630655,0.12600196,0.00083131,0.02289828,0.16912785
-4.70335168,0.60660216,0.10074343,0.31016930,0.12725517,0.00087326,0.02224885,0.16850760
-4.69734867,0.62268063,0.10632793,0.32430814,0.12807878,0.00091489,0.02150999,0.16739295
-4.69134567,0.63812944,0.11192408,0.33856638,0.12849206,0.00095573,0.02068793,0.16578925
-4.68534267,0.65282242,0.11744717,0.35280670,0.12852360,0.00099532,0.01979221,0.16371937
-4.67933967,0.66667743,0.12281636,0.36691378,0.12821026,0.00103324,0.01883507,0.16122122
-4.67333667,0.67965620,0.12795635,0.38079688,0.12759601,0.00106913,0.01783079,0.15834493
-4.66733367,0.69176411,0.13279905,0.39439252,0.12673081,0.00110268,0.01679501,0.15515018
-4.66133067,0.70304969,0.13728539,0.40766672,0.12566949,0.00113363,0.01574406,0.15170342
-4.65532766,0.71360368,0.14136700,0.42061679,0.12447069,0.00116182,0.01469438,0.14807540
-4.64932466,0.72355752,0.14500777,0.43327226,0.12319583,0.00118718,0.01366189,0.14433880
-4.64332166,0.73308081,0.14818524,0.44569475,0.12190818,0.00120971,0.01266158,0.14056613
-4.63731866,0.74237780,0.15089156,0.45797661,0.12067200,0.00122953,0.01170706,0.13682801
-4.63131566,0.75168258,0.15313418,0.47023809,0.11955175,0.00124685,0.01081028,0.13319163
-4.62531266,0.76125294,0.15493608,0.48262314,0.11861138,0.00126195,0.00998132,0.12971963
-4.61930965,0.77136305,0.15633566,0.49529377,0.11791375,0.00127521,0.00922825,0.12646918
-4.61330665,0.78229504,0.15738620,0.50842311,0.11752002,0.00128706,0.00855718,0.12349146
-4.60730365,0.79432988,0.15815500,0.52218768,0.11748931,0.00129799,0.00797225,0.12083135
-4.60130065,0.80773793,0.15872235,0.53675892,0.11787834,0.00130849,0.00747582,0.11852744
-4.59529765,0.82276977,0.15918030,0.55229473,0.11874135,0.00131909,0.00706864,0.11661232
-4.58929465,0.83964783,0.15963139,0.56893137,0.12013011,0.00133028,0.00675014,0.11511315
-4.58329165,0.85855947,0.16018745,0.58677637,0.12209419,0.00134251,0.00651866,0.11405250
-4.57728864,0.87965214,0.16096857,0.60590287,0.12468144,0.00135617,0.00637182,0.11344940
-4.57128564,0.90303099,0.16210222,0.62634596,0.12793865,0.00137158,0.00630681,0.11332071
-4.56528264,0.92875943,0.16372261,0.64810137,0.13191249,0.00138896,0.00632072,0.11368264
-4.55927964,0.95686266,0.16597030,0.67112667,0.13665047,0.00140845,0.00641087,0.11455237
-4.55327664,0.98733426,0.16899188,0.69534516,0.14220212,0.00143007,0.00657508,0.11594987
-4.54727364,1.02014545,0.17293974,0.72065226,0.14862001,0.00145379,0.00681191,0.11789957
-4.54127064,1.05525654,0.17797180,0.74692420,0.15596071,0.00147945,0.00712091,0.12043202
-4.53526763,1.09262989,0.18425084,0.77402847,0.16428547,0.00150686,0.00750274,0.12358522
-4.52926463,1.13224333,0.19194359,0.80183544,0.17366037,0.00153578,0.00795926,0.12740573
-4.52326163,1.17410308,0.20121899,0.83023039,0.18415607,0.00156596,0.00849360,0.13194909
-4.51725863,1.21825508,0.21224586,0.85912513,0.19584665,0.00159713,0.00911002,0.13727985
-4.51125563,1.26479354,0.22518955,0.88846837,0.20880786,0.00162907,0.00981389,0.14347074
-4.50525263,1.31386579,0.24020772,0.91825400,0.22311433,0.00166162,0.01061139,0.15060115
-4.49924962,1.36567261,0.25744507,0.94852654,0.23883607,0.00169466,0.01150929,0.15875481
-4.49324662,1.42046337,0.27702725,0.97938314,0.25603409,0.00172819,0.01251456,0.16801661
-4.48724362,1.47852590,0.29905402,1.01097175,0.27475536,0.00176227,0.01363397,0.17846878
-4.48124062,1.54017096,0.32359196,1.04348534,0.29502733,0.00179706,0.01487368,0.19018636
-4.47523762,1.60571192,0.35066700,1.07715205,0.31685217,0.00183281,0.01623866,0.20323222
-4.46923462,1.67544043,0.38025721,1.11222182,0.34020115,0.00186984,0.01773229,0.21765184
-4.46323162,1.74959909,0.41228622,1.14894983,0.36500946,0.00190851,0.01935578,0.23346796
-4.45722861,1.82835276,0.44661777,1.18757779,0.39117175,0.00194921,0.02110780,0.25067553
-4.45122561,1.91175988,0.48305173,1.22831380,0.41853889,0.00199231,0.02298401,0.26923713
-4.44522261,1.99974564,0.52132217,1.27131206,0.44691621,0.00203816,0.02497678,0.28907910
-4.43921961,2.09207872,0.56109749,1.31665350,0.47606340,0.00208702,0.02707492,0.31008875
-4.43321661,2.18835305,0.60198320,1.36432848,0.50569644,0.00213905,0.02926364,0.33211276
-4.42721361,2.28797623,0.64352716,1.41422267,0.53549152,0.00219429,0.03152450,0.35495700
-4.42121061,2.39016547,0.68522742,1.46610711,0.56509091,0.00225262,0.03383559,0.37838791
-4.41520760,2.49395189,0.72654246,1.51963301,0.59411085,0.00231373,0.03617186,0.40213543
-4.40920460,2.59819351,0.76690352,1.57433203,0.62215092,0.00237717,0.03850549,0.42589753
-4.40320160,2.70159671,0.80572865,1.62962216,0.64880478,0.00244229,0.04080650,0.44934618
-4.39719860,2.80274552,0.84243780,1.68481903,0.67367176,0.00250828,0.04304341,0.47213467
-4.39119560,2.90013784,0.87646860,1.73915260,0.69636875,0.00257417,0.04518396,0.49390598
-4.38519260,2.99222708,0.90729196,1.79178823,0.71654189,0.00263887,0.04719600,0.51430199
-4.37918959,3.07746754,0.93442690,1.84185166,0.73387754,0.00270121,0.04904826,0.53297305
-4.37318659,3.15436161,0.95745405,1.88845644,0.74811201,0.00275993,0.05071128,0.54958776
-4.36718359,3.22150686,0.97602716,1.93073306,0.75903954,0.00281379,0.05215821,0.56384246
-4.36118059,3.27764085,0.98988221,1.96785805,0.76651826,0.00286154,0.05336554,0.57547000
-4.35517759,3.32168193,0.99884375,1.99908220,0.77047382,0.00290203,0.05431384,0.58424761
-4.34917459,3.35276421,1.00282830,2.02375634,0.77090057,0.00293419,0.05498826,0.59000347
-4.34317159,3.37026536,1.00184474,2.04135381,0.76786030,0.00295710,0.05537902,0.59262171
-4.33716858,3.37382604,0.99599170,2.05148851,0.76147872,0.00297001,0.05548161,0.59204573
-4.33116558,3.36336049,0.98545235,2.05392793,0.75193981,0.00297236,0.05529696,0.58827964
-4.32516258,3.33905783,0.97048677,2.04860061,0.73947851,0.00296383,0.05483138,0.58138789
-4.31915958,3.30137432,0.95142240,2.03559777,0.72437205,0.00294428,0.05409640,0.57149304
-4.31315658,3.25101704,0.92864309,2.01516924,0.70693054,0.00291382,0.05310836,0.55877181
-4.30715358,3.18891996,0.90257718,1.98771382,0.68748705,0.00287278,0.05188804,0.54344965
