energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,3.45762657,0.11544075,0.20127519,1.08136102,0.38414808,1.69189395,0.00000000,0.86744764,0.50471734
-5.99399700,3.43951509,0.11839609,0.19925853,1.08956158,0.38392651,1.68251111,0.00000000,0.87747115,0.49547169
-5.98799400,3.42318132,0.12147550,0.19685123,1.09844240,0.38360070,1.67506240,0.00000000,0.88818955,0.48715855
-5.98199100,3.40929887,0.12465049,0.19409984,1.10807315,0.38320513,1.66993117,0.00000000,0.89963139,0.47996067
-5.97598799,3.39839749,0.12788862,0.19105604,1.11848093,0.38276795,1.66739917,0.00000000,0.91179279,0.47401802
-5.96998499,3.39083707,0.13115312,0.18777522,1.12964145,0.38230868,1.66763222,0.00000000,0.92462985,0.46942399
-5.96398199,3.38679022,0.13440280,0.18431489,1.14147288,0.38183653,1.67067154,0.00000000,0.93805312,0.46622346
-5.95797899,3.38623468,0.13759234,0.18073330,1.15383294,0.38134943,1.67643111,0.00000000,0.95192483,0.46441294
-5.95197599,3.38895611,0.14067288,0.17708794,1.16651956,0.38083391,1.68470151,0.00000000,0.96605899,0.46394277
-5.94597299,3.39456135,0.14359297,0.17343437,1.17927522,0.38026579,1.69516010,0.00000000,0.98022460,0.46472116
-5.93996998,3.40250161,0.14629985,0.16982516,1.19179494,0.37961172,1.70738702,0.00000000,0.99415191,0.46662012
-5.93396698,3.41210421,0.14874099,0.16630903,1.20373755,0.37883144,1.72088639,0.00000000,1.00754140,0.46948267
-5.92796398,3.42261131,0.15086588,0.16293031,1.21473966,0.37788061,1.73511132,0.00000000,1.02007517,0.47313129
-5.92196098,3.43322334,0.15262787,0.15972853,1.22443161,0.37671410,1.74949168,0.00000000,1.03142988,0.47737687
-5.91595798,3.44314437,0.15398605,0.15673824,1.23245452,0.37528942,1.76346278,0.00000000,1.04129077,0.48202797
-5.90995498,3.45162695,0.15490701,0.15398897,1.23847732,0.37357012,1.77649348,0.00000000,1.04936579,0.48689971
-5.90395198,3.45801336,0.15536637,0.15150534,1.24221293,0.37152888,1.78811200,0.00000000,1.05539890,0.49182182
-5.89794897,3.46177087,0.15534999,0.14930715,1.24343242,0.36915009,1.79792798,0.00000000,1.05918200,0.49664557
