energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.67583792,8.99185443,0.01274888,0.69015211,0.19162549,3.56036211,6.23198114,1.85013652,0.00000000
-5.66983492,9.09702804,0.01304663,0.68043288,0.19614600,3.61265867,6.29249506,1.89329062,0.00000000
-5.66383192,9.19206373,0.01335537,0.66933611,0.20110573,3.66107453,6.34699988,1.93468026,0.00000000
-5.65782891,9.27788403,0.01367513,0.65702748,0.20646172,3.70494544,6.39661442,1.97413821,0.00000000
-5.65182591,9.35552268,0.01400622,0.64371137,0.21216096,3.74377854,6.44247858,2.01152876,0.00000000
-5.64582291,9.42607774,0.01434925,0.62962362,0.21814189,3.77725235,6.48570694,2.04675164,0.00000000
-5.63981991,9.49066669,0.01470520,0.61502339,0.22433633,3.80521369,6.52734612,2.07974575,0.00000000
-5.63381691,9.55038585,0.01507540,0.60018411,0.23067160,3.82767205,6.56833751,2.11049268,0.00000000
-5.62781391,9.60627535,0.01546154,0.58538411,0.23707277,3.84479165,6.60948694,2.13901958,0.00000000
-5.62181091,9.65929056,0.01586565,0.57089720,0.24346492,3.85688136,6.65144196,2.16540125,0.00000000
-5.61580790,9.71028048,0.01629005,0.55698353,0.24977544,3.86438270,6.69467725,2.18976102,0.00000000
-5.60980490,9.75997280,0.01673730,0.54388115,0.25593600,3.86785585,6.73948787,2.21227040,0.00000000
-5.60380190,9.80896514,0.01721013,0.53179840,0.26188436,3.86796374,6.78598969,2.23314699,0.00000000
-5.59779890,9.85772148,0.01771138,0.52090767,0.26756583,3.86545436,6.83412627,2.25265075,0.00000000
-5.59179590,9.90657286,0.01824392,0.51134041,0.27293427,3.86114118,6.88368079,2.27107840,0.00000000
-5.58579290,9.95572101,0.01881059,0.50318380,0.27795273,3.85588188,6.93429191,2.28875607,0.00000000
-5.57978989,10.00524412,0.01941411,0.49647906,0.28259360,3.85055570,6.98547230,2.30603027,0.00000000
-5.57378689,10.05510365,0.02005709,0.49122150,0.28683836,3.84603963,7.03662871,2.32325742,0.00000000
-5.56778389,10.10515171,0.02074193,0.48736223,0.29067696,3.84318402,7.08708261,2.34079230,0.00000000
-5.56178089,10.15513874,0.02147088,0.48481148,0.29410684,3.84278811,7.13609082,2.35897586,0.00000000
-5.55577789,10.20472127,0.02224596,0.48344336,0.29713174,3.84557628,7.18286565,2.37812279,0.00000000
-5.54977489,10.25347023,0.02306904,0.48310185,0.29976033,3.85217568,7.22659436,2.39850946,0.00000000
-5.54377189,10.30088009,0.02394183,0.48360778,0.30200481,3.86309612,7.26645805,2.42036280,0.00000000
-5.53776888,10.34637943,0.02486593,0.48476648,0.30387954,3.87871299,7.30165004,2.44385057,0.00000000
-5.53176588,10.38934336,0.02584284,0.48637572,0.30539973,3.89925394,7.33139399,2.46907356,0.00000000
-5.52576288,10.42910848,0.02687400,0.48823374,0.30658037,3.92478998,7.35496204,2.49606018,0.00000000
-5.51975988,10.46499038,0.02796079,0.49014679,0.30743542,3.95523145,7.37169304,2.52476364,0.00000000
-5.51375688,10.49630396,0.02910449,0.49193611,0.30797719,3.99032924,7.38101095,2.55506199,0.00000000
-5.50775388,10.52238618,0.03030630,0.49344385,0.30821608,4.02968120,7.38244316,2.58676107,0.00000000
-5.50175088,10.54262081,0.03156720,0.49453776,0.30816057,4.07274386,7.37563850,2.61960025,0.00000000
-5.49574787,10.55646440,0.03288790,0.49511458,0.30781741,4.11884872,7.36038449,2.65326070,0.00000000
-5.48974487,10.56347239,0.03426867,0.49510175,0.30719209,4.16722286,7.33662301,2.68737598,0.00000000
-5.48374187,10.56332422,0.03570923,0.49445773,0.30628942,4.21701280,7.30446399,2.72154421,0.00000000
-5.47773887,10.55584623,0.03720852,0.49317069,0.30511414,4.26731075,7.26419603,2.75534150,0.00000000
-5.47173587,10.54103092,0.03876459,0.49125594,0.30367166,4.31718210,7.21629354,2.78833588,0.00000000
-5.46573287,10.51905160,0.04037437,0.48875210,0.30196865,4.36569296,7.16141955,2.82010111,0.00000000
-5.45972986,10.49027119,0.04203351,0.48571631,0.30001356,4.41193659,7.10042372,2.85022975,0.00000000
-5.45372686,10.45524448,0.04373628,0.48221888,0.29781705,4.45505750,7.03433525,2.87834483,0.00000000
-5.44772386,10.41471334,0.04547541,0.47833752,0.29539216,4.49427229,6.96435042,2.90410973,0.00000000
-5.44172086,10.36959451,0.04724205,0.47415151,0.29275432,4.52888638,6.89181478,2.92723567,0.00000000
-5.43571786,10.32096023,0.04902578,0.46973627,0.28992113,4.55830590,6.81820028,2.94748681,0.00000000
-5.42971486,10.27001198,0.05081458,0.46515838,0.28691197,4.58204454,6.74507756,2.96468252,0.00000000
-5.42371186,10.21804811,0.05259495,0.46047141,0.28374738,4.59972526,6.67408408,2.97869715,0.00000000
-5.41770885,10.16642629,0.05435208,0.45571277,0.28044834,4.61107707,6.60688858,2.98945723,0.00000000
-5.41170585,10.11652202,0.05606995,0.45090160,0.27703538,4.61592744,6.54515281,2.99693664,0.00000000
-5.40570285,10.06968450,0.05773163,0.44603793,0.27352766,4.61419120,6.49049127,3.00114999,0.00000000
-5.39969985,10.02719149,0.05931945,0.44110287,0.26994199,4.60585685,6.44442985,3.00214486,0.00000000
-5.39369685,9.99020463,0.06081536,0.43606005,0.26629192,4.59097151,6.40836448,2.99999356,0.00000000
-5.38769385,9.95972694,0.06220115,0.43085796,0.26258689,4.56962569,6.38352072,2.99478476,0.00000000
-5.38169085,9.93656405,0.06345880,0.42543323,0.25883151,4.54193918,6.37091538,2.98661585,0.00000000
-5.37568784,9.92129075,0.06457078,0.41971443,0.25502503,4.50804914,6.37132136,2.97558647,0.00000000
-5.36968484,9.91422421,0.06552034,0.41362650,0.25116105,4.46810139,6.38523668,2.96179359,0.00000000
-5.36368184,9.91540514,0.06629187,0.40709523,0.24722745,4.42224564,6.41285904,2.94532858,0.00000000
-5.35767884,9.92458787,0.06687119,0.40005183,0.24320664,4.37063514,6.45406679,2.92627640,0.00000000
-5.35167584,9.94124020,0.06724584,0.39243727,0.23907610,4.31343079,6.50840753,2.90471697,0.00000000
-5.34567284,9.96455329,0.06740545,0.38420616,0.23480918,4.25080965,6.57509519,2.88072866,0.00000000
-5.33966983,9.99346183,0.06734197,0.37533009,0.23037626,4.18297714,6.65301624,2.85439359,0.00000000
-5.33366683,10.02667408,0.06705001,0.36580025,0.22574606,4.11018226,6.74074569,2.82580448,0.00000000
-5.32766383,10.06271120,0.06652707,0.35562916,0.22088724,4.03273463,6.83657294,2.79507237,0.00000000
-5.32166083,10.09995461,0.06577383,0.34485165,0.21577008,3.95102217,6.93853746,2.76233497,0.00000000
-5.31565783,10.13670009,0.06479428,0.33352477,0.21036832,3.86552800,7.04447355,2.72776466,0.00000000
-5.30965483,10.17121653,0.06359594,0.32172696,0.20466089,3.77684526,7.15206338,2.69157593,0.00000000
-5.30365183,10.20180742,0.06218989,0.30955632,0.19863363,3.68568840,7.25889685,2.65403135,0.00000000
-5.29764882,10.22687243,0.06059080,0.29712812,0.19228079,3.59290000,7.36253630,2.61544568,0.00000000
-5.29164582,10.24496671,0.05881684,0.28457171,0.18560630,3.49945189,7.46058412,2.57618765,0.00000000
-5.28564282,10.25485516,0.05688948,0.27202686,0.17862469,3.40644017,7.55075069,2.53667907,0.00000000
-5.27963982,10.25555931,0.05483324,0.25963986,0.17136163,3.31507352,7.63091993,2.49739095,0.00000000
-5.27363682,10.24639439,0.05267526,0.24755920,0.16385407,3.22665493,7.69921011,2.45883664,0.00000000
-5.26763382,10.22699470,0.05044484,0.23593139,0.15614988,3.14255706,7.75402711,2.42156191,0.00000000
-5.26163082,10.19732579,0.04817282,0.22489674,0.14830711,3.06419184,7.79410788,2.38613231,0.00000000
-5.25562781,10.15768244,0.04589100,0.21458535,0.14039277,2.99297524,7.81855237,2.35311796,0.00000000
-5.24962481,10.10867234,0.04363135,0.20511354,0.13248128,2.93028825,7.82684225,2.32307636,0.00000000
-5.24362181,10.05118568,0.04142533,0.19658059,0.12465258,2.87743559,7.81884589,2.29653372,0.00000000
-5.23761881,9.98635196,0.03930312,0.18906611,0.11699002,2.83560335,7.79480918,2.27396550,0.00000000
-5.23161581,9.91548568,0.03729294,0.18262798,0.10957810,2.80581736,7.75533296,2.25577696,0.00000000
-5.22561281,9.84002343,0.03542031,0.17730088,0.10250009,2.78890362,7.70133802,2.24228447,0.00000000
-5.21960980,9.76145515,0.03370752,0.17309553,0.09583575,2.78545252,7.63401954,2.23369845,0.00000000
-5.21360680,9.68125286,0.03217310,0.16999858,0.08965912,2.79578796,7.55479321,2.23010868,0.00000000
-5.20760380,9.60080016,0.03083142,0.16797313,0.08403644,2.81994301,7.46523553,2.23147286,0.00000000
-5.20160080,9.52132606,0.02969240,0.16695988,0.07902439,2.85764273,7.36702115,2.23760900,0.00000000
-5.19559780,9.44384608,0.02876139,0.16687882,0.07466856,2.90829543,7.26186012,2.24819216,0.00000000
-5.18959480,9.36911354,0.02803913,0.16763145,0.07100224,2.97099254,7.15143757,2.26275610,0.00000000
-5.18359180,9.29758332,0.02752185,0.16910336,0.06804555,3.04451767,7.03735848,2.28069977,0.00000000
-5.17758879,9.22938959,0.02720146,0.17116728,0.06580494,3.12736468,6.92109955,2.30129891,0.00000000
-5.17158579,9.16433849,0.02706590,0.17368622,0.06427298,3.21776453,6.80396961,2.32372221,0.00000000
-5.16558279,9.10191570,0.02709949,0.17651692,0.06342856,3.31372030,6.68707987,2.34705195,0.00000000
-5.15957979,9.04130852,0.02728342,0.17951326,0.06323728,3.41304945,6.57132436,2.37030811,0.00000000
-5.15357679,8.98144077,0.02759625,0.18252974,0.06365226,3.51343226,6.45737065,2.39247531,0.00000000
-5.14757379,8.92101888,0.02801446,0.18542474,0.06461516,3.61246504,6.34566030,2.41253152,0.00000000
-5.14157079,8.85858657,0.02851302,0.18806370,0.06605741,3.70771656,6.23641819,2.42947744,0.00000000
-5.13556778,8.79258550,0.02906595,0.19032192,0.06790176,3.79678612,6.12966954,2.44236550,0.00000000
-5.12956478,8.72141892,0.02964691,0.19208712,0.07006390,3.87736139,6.02526312,2.45032724,0.00000000
-5.12356178,8.64351561,0.03022976,0.19326153,0.07245435,3.94727446,5.92289913,2.45259800,0.00000000
-5.11755878,8.55739122,0.03078906,0.19376361,0.07498042,4.00455414,5.82216020,2.44853822,0.00000000
-5.11155578,8.46170467,0.03130062,0.19352931,0.07754826,4.04747330,5.72254386,2.43765026,0.00000000
-5.10555278,8.35530759,0.03174191,0.19251285,0.08006499,4.07458943,5.62349523,2.41959044,0.00000000
-5.09954977,8.23728507,0.03209256,0.19068709,0.08244086,4.08477758,5.52443842,2.39417587,0.00000000
-5.09354677,8.10698678,0.03233468,0.18804338,0.08459123,4.07725461,5.42480584,2.36138597,0.00000000
-5.08754377,7.96404776,0.03245321,0.18459107,0.08643863,4.05159420,5.32406444,2.32135900,0.00000000
-5.08154077,7.80839886,0.03243623,0.18035665,0.08791451,4.00773228,5.22173824,2.27438375,0.00000000
-5.07553777,7.64026717,0.03227508,0.17538250,0.08896084,3.94596307,5.11742692,2.22088717,0.00000000
-5.06953477,7.46016725,0.03196462,0.16972543,0.08953142,3.86692597,5.01082013,2.16141862,0.00000000
-5.06353177,7.26888435,0.03150317,0.16345496,0.08959285,3.77158415,4.90170773,2.09663156,0.00000000
-5.05752876,7.06745091,0.03089262,0.15665146,0.08912515,3.66119565,4.78998603,2.02726359,0.00000000
-5.05152576,6.85711806,0.03013825,0.14940419,0.08812203,3.53727837,4.67566062,1.95411586,0.00000000
-5.04552276,6.63932369,0.02924862,0.14180928,0.08659065,3.40157014,4.55884600,1.87803261,0.00000000
-5.03951976,6.41565894,0.02823531,0.13396775,0.08455113,3.25598558,4.43976300,1.79988169,0.00000000
-5.03351676,6.18783459,0.02711260,0.12598352,0.08203556,3.10257110,4.31873432,1.72053679,0.00000000
-5.02751376,5.95764897,0.02589712,0.11796160,0.07908676,2.94345959,4.19617907,1.64086189,0.00000000
-5.02151076,5.72695854,0.02460740,0.11000636,0.07575672,2.78082639,4.07260683,1.56169824,0.00000000
-5.01550775,5.49765220,0.02326344,0.10221996,0.07210477,2.61684760,3.94861184,1.48385419,0.00000000
-5.00950475,5.27162985,0.02188620,0.09470097,0.06819574,2.45366199,3.82486777,1.40809781,0.00000000
-5.00350175,5.05078558,0.02049710,0.08754317,0.06409788,2.29333726,3.70212309,1.33515217,0.00000000
-4.99749875,4.83699518,0.01911756,0.08083457,0.05988092,2.13784130,3.58119740,1.26569297,0.00000000
-4.99149575,4.63210762,0.01776851,0.07465653,0.05561416,1.98901877,3.46297818,1.20034825,0.00000000
-4.98549275,4.43793947,0.01647000,0.06908315,0.05136466,1.84857294,3.34841772,1.13969947,0.00000000
-4.97948974,4.25627111,0.01524074,0.06418071,0.04719575,1.71805277,3.23852956,1.08428358,0.00000000
-4.97348674,4.08884347,0.01409785,0.06000731,0.04316567,1.59884464,3.13438362,1.03459542,0.00000000
-4.96748374,3.93735362,0.01305653,0.05661257,0.03932659,1.49216823,3.03709912,0.99109000,0.00000000
-4.96148074,3.80344787,0.01212987,0.05403744,0.03572380,1.39907582,2.94783441,0.95418405,0.00000000
-4.95547774,3.68871105,0.01132874,0.05231397,0.03239537,1.32045420,2.86777286,0.92425660,0.00000000
-4.94947474,3.59465081,0.01066166,0.05146529,0.02937193,1.25702844,2.79810419,0.90164817,0.00000000
-4.94347174,3.52267641,0.01013481,0.05150539,0.02667680,1.20936671,2.74000076,0.88665853,0.00000000
-4.93746873,3.47407163,0.00975204,0.05243916,0.02432633,1.17788567,2.69458888,0.87954299,0.00000000
-4.93146573,3.44996235,0.00951500,0.05426222,0.02233046,1.16285562,2.66291548,0.88050745,0.00000000
-4.92546273,3.45127947,0.00942319,0.05696097,0.02069339,1.16440536,2.64591091,0.88970233,0.00000000
-4.91945973,3.47871889,0.00947423,0.06051259,0.01941440,1.18252631,2.64434912,0.90721592,0.00000000
-4.91345673,3.53270012,0.00966394,0.06488510,0.01848875,1.21707593,2.65880691,0.93306767,0.00000000
-4.90745373,3.61332626,0.00998665,0.07003760,0.01790859,1.26778054,2.68962424,0.96720169,0.00000000
-4.90145073,3.72034742,0.01043540,0.07592052,0.01766388,1.33423773,2.73686762,1.00948127,0.00000000
-4.89544772,3.85313057,0.01100221,0.08247611,0.01774331,1.41591857,2.80029920,1.05968480,0.00000000
-4.88944472,4.01063799,0.01167834,0.08963898,0.01813515,1.51217012,2.87935341,1.11750337,0.00000000
-4.88344172,4.19141670,0.01245456,0.09733689,0.01882806,1.62221828,2.97312342,1.18254065,0.00000000
-4.87743872,4.39360043,0.01332144,0.10549164,0.01981175,1.74517158,3.08035901,1.25431483,0.00000000
-4.87143572,4.61492525,0.01426958,0.11402009,0.02107761,1.88002588,3.19947685,1.33226306,0.00000000
-4.86543272,4.85275921,0.01528988,0.12283535,0.02261923,2.02567037,3.32858392,1.41574782,0.00000000
-4.85942971,5.10414557,0.01637373,0.13184801,0.02443278,2.18089469,3.46551373,1.50406533,0.00000000
-4.85342671,5.36585843,0.01751325,0.14096740,0.02651728,2.34439740,3.60787457,1.59645529,0.00000000
-4.84742371,5.63446878,0.01870142,0.15010290,0.02887479,2.51479554,3.75310818,1.69211172,0.00000000
-4.84142071,5.90641857,0.01993218,0.15916515,0.03151042,2.69063532,3.89855665,1.79019423,0.00000000
-4.83541771,6.17809967,0.02120051,0.16806721,0.03443226,2.87040360,4.04153491,1.88983926,0.00000000
-4.82941471,6.44593458,0.02250247,0.17672553,0.03765121,3.05254024,4.17940570,1.99017083,0.00000000
-4.82341171,6.70645552,0.02383509,0.18506088,0.04118057,3.23545094,4.30965379,2.09031047,0.00000000
-4.81740870,6.95637868,0.02519633,0.19299899,0.04503571,3.41752072,4.42995615,2.18938597,0.00000000
-4.81140570,7.19267080,0.02658493,0.20047110,0.04923340,3.59712780,4.53824516,2.28653896,0.00000000
-4.80540270,7.41260563,0.02800020,0.20741433,0.05379119,3.77265803,4.63276200,2.38093124,0.00000000
-4.79939970,7.61380863,0.02944183,0.21377192,0.05872665,3.94251971,4.71209809,2.47175010,0.00000000
-4.79339670,7.79428856,0.03090962,0.21949330,0.06405640,4.10515895,4.77522315,2.55821284,0.00000000
-4.78739370,7.95245591,0.03240322,0.22453420,0.06979526,4.25907557,4.82149890,2.63957079,0.00000000
-4.78139070,8.08712816,0.03392189,0.22885660,0.07595514,4.40283935,4.85067828,2.71511330,0.00000000
-4.77538769,8.19752294,0.03546424,0.23242873,0.08254399,4.53510673,4.86289099,2.78417195,0.00000000
-4.76938469,8.28324047,0.03702799,0.23522510,0.08956471,4.65463745,4.85861637,2.84612523,0.00000000
-4.76338169,8.34423712,0.03860981,0.23722655,0.09701402,4.76031115,4.83864561,2.90040402,0.00000000
-4.75737869,8.38079198,0.04020514,0.23842031,0.10488147,4.85114321,4.80403544,2.94649777,0.00000000
-4.75137569,8.39346864,0.04180811,0.23880019,0.11314841,4.92629957,4.75605579,2.98396135,0.00000000
-4.74537269,8.38307430,0.04341150,0.23836669,0.12178717,4.98510979,4.69613409,3.01242241,0.00000000
-4.73936968,8.35061799,0.04500674,0.23712723,0.13076038,5.02707797,4.62579890,3.03158889,0.00000000
-4.73336668,8.29726967,0.04658401,0.23509625,0.14002053,5.05189086,4.54662506,3.04125615,0.00000000
-4.72736368,8.22432154,0.04813234,0.23229535,0.14950978,5.05942281,4.46018285,3.04131344,0.00000000
-4.72136068,8.13315271,0.04963985,0.22875326,0.15916006,5.04973715,4.36799270,3.03174906,0.00000000
-4.71535768,8.02519788,0.05109391,0.22450580,0.16889354,5.02308395,4.27148696,3.01265389,0.00000000
-4.70935468,7.90192053,0.05248149,0.21959557,0.17862348,4.97989401,4.17197963,2.98422287,0.00000000
-4.70335168,7.76479081,0.05378944,0.21407164,0.18825542,4.92076940,4.07064441,2.94675420,0.00000000
-4.69734867,7.61526810,0.05500477,0.20798899,0.19768876,4.84647094,3.96850125,2.90064617,0.00000000
-4.69134567,7.45478798,0.05611508,0.20140789,0.20681868,4.75790298,3.86641085,2.84639172,0.00000000
-4.68534267,7.28475326,0.05710880,0.19439310,0.21553838,4.65609632,3.76507654,2.78457074,0.00000000
-4.67933967,7.10652863,0.05797556,0.18701303,0.22374149,4.54218982,3.66505238,2.71584061,0.00000000
-4.67333667,6.92143838,0.05870645,0.17933884,0.23132469,4.41741142,3.56675653,2.64092523,0.00000000
-4.66733367,6.73076645,0.05929426,0.17144351,0.23819036,4.28305928,3.47048836,2.56060306,0.00000000
-4.66133067,6.53575840,0.05973369,0.16340095,0.24424912,4.14048358,3.37644810,2.47569462,0.00000000
-4.65532766,6.33762440,0.06002140,0.15528508,0.24942224,3.99106930,3.28475772,2.38704983,0.00000000
-4.64932466,6.13754271,0.06015612,0.14716910,0.25364374,3.83622038,3.19548168,2.29553571,0.00000000
-4.64332166,5.93666297,0.06013857,0.13912475,0.25686214,3.67734535,3.10864665,2.20202457,0.00000000
-4.63731866,5.73610870,0.05997135,0.13122168,0.25904163,3.51584425,3.02425917,2.10738316,0.00000000
-4.63131566,5.53697844,0.05965879,0.12352691,0.26016286,3.35309685,2.94232060,2.01246255,0.00000000
-4.62531266,5.34034519,0.05920664,0.11610442,0.26022303,3.19045174,2.86283884,1.91808918,0.00000000
-4.61930965,5.14725378,0.05862181,0.10901468,0.25923550,3.02921612,2.78583671,1.82505665,0.00000000
-4.61330665,4.95871599,0.05791201,0.10231433,0.25722884,2.87064576,2.71135685,1.73411837,0.00000000
-4.60730365,4.77570350,0.05708541,0.09605582,0.25424540,2.71593512,2.63946331,1.64598090,0.00000000
-4.60130065,4.59913870,0.05615030,0.09028701,0.25033951,2.56620707,2.57024031,1.56129767,0.00000000
-4.59529765,4.42988383,0.05511479,0.08505082,0.24557539,2.42250240,2.50378855,1.48066319,0.00000000
-4.58929465,4.26872867,0.05398653,0.08038471,0.24002491,2.28576895,2.44021969,1.40460738,0.00000000
-4.58329165,4.11637755,0.05277252,0.07632023,0.23376529,2.15685050,2.37964951,1.33359024,0.00000000
-4.57728864,3.97343617,0.05147902,0.07288239,0.22687689,2.03647574,2.32219067,1.26799657,0.00000000
-4.57128564,3.84039889,0.05011150,0.07008911,0.21944120,1.92524756,2.26794524,1.20813109,0.00000000
-4.56528264,3.71763730,0.04867471,0.06795051,0.21153902,1.82363322,2.21699799,1.15421393,0.00000000
-4.55927964,3.60539056,0.04717284,0.06646832,0.20324906,1.73195572,2.16941049,1.10637671,0.00000000
-4.55327664,3.50375821,0.04560972,0.06563523,0.19464685,1.65038707,2.12521675,1.06465948,0.00000000
-4.54727364,3.41269600,0.04398910,0.06543443,0.18580397,1.57894377,2.08442034,1.02900875,0.00000000
-4.54127064,3.33201510,0.04231495,0.06583916,0.17678772,1.51748513,2.04699335,0.99927692,0.00000000
-4.53526763,3.26138515,0.04059177,0.06681256,0.16766098,1.46571476,2.01287727,0.97522333,0.00000000
-4.52926463,3.20034119,0.03882490,0.06830765,0.15848237,1.42318545,1.98198561,0.95651723,0.00000000
-4.52326163,3.14829485,0.03702075,0.07026764,0.14930658,1.38930788,1.95420842,0.94274286,0.00000000
-4.51725863,3.10454954,0.03518703,0.07262657,0.14018474,1.36336294,1.92941838,0.93340670,0.00000000
-4.51125563,3.06831955,0.03333287,0.07531016,0.13116485,1.34451790,1.90747832,0.92794708,0.00000000
-4.50525263,3.03875280,0.03146881,0.07823715,0.12229214,1.33184592,1.88824996,0.92574598,0.00000000
-4.49924962,3.01495664,0.02960683,0.08132085,0.11360939,1.32434871,1.87160348,0.92614295,0.00000000
-4.49324662,2.99602603,0.02776014,0.08447104,0.10515700,1.32098179,1.85742753,0.92845084,0.00000000
