energy_ev,total_up,Mo_p_up,Mo_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,2.76078554,1.87759697,1.29592787,0.04298154,0.00210715,0.00721470,1.92679946
-5.99399700,2.75007231,1.87199710,1.28963954,0.04258390,0.00205918,0.00751711,1.91909728
-5.98799400,2.73994541,1.86653696,1.28373040,0.04220784,0.00200489,0.00780827,1.91231377
-5.98199100,2.73105676,1.86162468,1.27851581,0.04184964,0.00194529,0.00808371,1.90692276
-5.97598799,2.72392714,1.85758193,1.27423640,0.04150497,0.00188149,0.00833894,1.90329214
-5.96998499,2.71891538,1.85462368,1.27104728,0.04116869,0.00181461,0.00856953,1.90166230
-5.96398199,2.71619434,1.85284274,1.26901075,0.04083470,0.00174577,0.00877128,1.90212983
-5.95797899,2.71573524,1.85220013,1.26809272,0.04049586,0.00167604,0.00894024,1.90463735
-5.95197599,2.71730108,1.85252169,1.26816300,0.04014397,0.00160641,0.00907292,1.90897004
-5.94597299,2.72044978,1.85350147,1.26899957,0.03976995,0.00153776,0.00916630,1.91475943
-5.93996998,2.72454704,1.85471168,1.27029652,0.03936401,0.00147085,0.00921798,1.92149407
-5.93396698,2.72878838,1.85561888,1.27167546,0.03891591,0.00140627,0.00922623,1.92853701
-5.92796398,2.73222954,1.85560580,1.27269981,0.03841537,0.00134448,0.00919006,1.93514916
-5.92196098,2.73382383,1.85399757,1.27289151,0.03785243,0.00128577,0.00910925,1.94051764
-5.91595798,2.73246476,1.85009140,1.27174934,0.03721785,0.00123028,0.00898438,1.94378779
-5.90995498,2.72703199,1.84318807,1.26876820,0.03650359,0.00117803,0.00881682,1.94409758
-5.90395198,2.71643854,1.83262388,1.26345854,0.03570311,0.00112890,0.00860866,1.94061263
-5.89794897,2.69967706,1.81780138,1.25536516,0.03481177,0.00108266,0.00836274,1.93256046
-5.89194597,2.67586311,1.79821757,1.24408475,0.03382711,0.00103902,0.00808249,1.91926248
-5.88594297,2.64427342,1.77348809,1.22928132,0.03274899,0.00099762,0.00777189,1.90016208
-5.87993997,2.60437764,1.74336632,1.21069923,0.03157975,0.00095805,0.00743535,1.87484787
-5.87393697,2.55586201,1.70775652,1.18817312,0.03032417,0.00091993,0.00707763,1.84307102
-5.86793397,2.49864429,1.66672048,1.16163458,0.02898942,0.00088286,0.00670366,1.80475601
-5.86193097,2.43287920,1.62047739,1.13111539,0.02758488,0.00084648,0.00631848,1.76000446
-5.85592796,2.35895467,1.56939712,1.09674724,0.02612185,0.00081046,0.00592710,1.70909209
-5.84992496,2.27747902,1.51398736,1.05875814,0.02461330,0.00077456,0.00553440,1.65245919
-5.84392196,2.18926024,1.45487539,1.01746581,0.02307345,0.00073857,0.00514502,1.59069510
-5.83791896,2.09527833,1.39278547,0.97326832,0.02151741,0.00070239,0.00476332,1.52451773
-5.83191596,1.99665253,1.32851315,0.92663261,0.01996082,0.00066596,0.00439325,1.45474922
-5.82591296,1.89460483,1.26289781,0.87808143,0.01841941,0.00062930,0.00403834,1.38228906
-5.81990995,1.79042193,1.19679484,0.82817922,0.01690869,0.00059252,0.00370167,1.30808586
-5.81390695,1.68541721,1.13104880,0.77751771,0.01544367,0.00055576,0.00338583,1.23310935
-5.80790395,1.58089470,1.06646896,0.72670175,0.01403857,0.00051923,0.00309296,1.15832371
-5.80190095,1.47811638,1.00380813,0.67633594,0.01270670,0.00048317,0.00282472,1.08466348
-5.79589795,1.37827428,0.94374583,0.62701261,0.01146036,0.00044785,0.00258237,1.01301291
-5.78989495,1.28246824,0.88687634,0.57930148,0.01031079,0.00041358,0.00236678,0.94418958
-5.78389195,1.19169002,0.83370190,0.53374135,0.00926827,0.00038066,0.00217852,0.87893259
-5.77788894,1.10681387,0.78463117,0.49083386,0.00834224,0.00034941,0.00201788,0.81789564
-5.77188594,1.02859347,0.73998257,0.45103944,0.00754142,0.00032012,0.00188496,0.76164468
-5.76588294,0.95766476,0.69999213,0.41477530,0.00687413,0.00029311,0.00177974,0.71065993
-5.75987994,0.89455366,0.66482478,0.38241518,0.00634844,0.00026864,0.00170210,0.66534155
-5.75387694,0.83968777,0.63458847,0.35429067,0.00597248,0.00024698,0.00165194,0.62601813
-5.74787394,0.79341072,0.60934977,0.33069351,0.00575465,0.00022838,0.00162916,0.59295717
-5.74187094,0.75599770,0.58914999,0.31187851,0.00570385,0.00021304,0.00163375,0.56637638
-5.73586793,0.72767093,0.57402057,0.29806668,0.00582960,0.00020118,0.00166576,0.54645495
-5.72986493,0.70861370,0.56399679,0.28944786,0.00614215,0.00019297,0.00172533,0.53334360
-5.72386193,0.69898164,0.55912873,0.28618274,0.00665250,0.00018858,0.00181270,0.52717276
-5.71785893,0.69891054,0.55948880,0.28840359,0.00737225,0.00018813,0.00192813,0.52805794
-5.71185593,0.70851966,0.56517527,0.29621370,0.00831341,0.00019175,0.00207190,0.53610194
-5.70585293,0.72791045,0.57631144,0.30968516,0.00948810,0.00019955,0.00224423,0.55139351
-5.69984992,0.75716030,0.59304040,0.32885517,0.01090810,0.00021160,0.00244521,0.57400240
-5.69384692,0.79631185,0.61551558,0.35372079,0.01258432,0.00022797,0.00267475,0.60397107
-5.68784392,0.84535811,0.64388754,0.38423249,0.01452616,0.00024867,0.00293247,0.64130347
-5.68184092,0.90422464,0.67828762,0.42028690,0.01674080,0.00027370,0.00321763,0.68595145
-5.67583792,0.97274950,0.71880930,0.46171910,0.01923247,0.00030303,0.00352906,0.73779982
-5.66983492,1.05066261,0.76548843,0.50829514,0.02200166,0.00033657,0.00386506,0.79665086
-5.66383192,1.13756567,0.81828321,0.55970528,0.02504436,0.00037420,0.00422340,0.86220946
-5.65782891,1.23291428,0.87705522,0.61555862,0.02835137,0.00041571,0.00460126,0.93406991
-5.65182591,1.33600360,0.94155273,0.67537975,0.03190768,0.00046088,0.00499520,1.01170538
-5.64582291,1.44595881,1.01139713,0.73860782,0.03569202,0.00050940,0.00540122,1.09446121
-5.63981991,1.56173152,1.08607373,0.80459856,0.03967658,0.00056088,0.00581475,1.18155255
-5.63381691,1.68210304,1.16492750,0.87262960,0.04382687,0.00061491,0.00623077,1.27206717
-5.62781391,1.80569479,1.24716449,0.94190900,0.04810196,0.00067096,0.00664387,1.36497380
-5.62181091,1.93098636,1.33185916,1.01158732,0.05245482,0.00072847,0.00704840,1.45913590
-5.61580790,2.05634066,1.41796766,1.08077268,0.05683304,0.00078683,0.00743857,1.55333100
-5.60980490,2.18003584,1.50434703,1.14854868,0.06117975,0.00084536,0.00780869,1.64627481
-5.60380190,2.30030289,1.58977947,1.21399453,0.06543478,0.00090336,0.00815325,1.73664961
-5.59779890,2.41536771,1.67300130,1.27620671,0.06953608,0.00096010,0.00846718,1.82313590
-5.59179590,2.52349608,1.75273530,1.33432143,0.07342126,0.00101483,0.00874595,1.90444608
-5.58579290,2.62303988,1.82772539,1.38753700,0.07702926,0.00106681,0.00898582,1.97935894
-5.57978989,2.71248267,1.89677237,1.43513519,0.08030205,0.00111532,0.00918392,2.04675356
-5.57378689,2.79048279,1.95876904,1.47650081,0.08318636,0.00115968,0.00933841,2.10564130
-5.56778389,2.85591220,2.01273366,1.51113861,0.08563529,0.00119927,0.00944858,2.15519447
-5.56178089,2.90788946,2.05783999,1.53868681,0.08760974,0.00123353,0.00951493,2.19477047
-5.55577789,2.94580535,2.09344288,1.55892673,0.08907971,0.00126197,0.00953915,2.22393053
-5.54977489,2.96934012,2.11909821,1.57178804,0.09002518,0.00128421,0.00952416,2.24245200
-5.54377189,2.97847161,2.13457635,1.57734944,0.09043681,0.00129998,0.00947402,2.25033387
-5.53776888,2.97347370,2.13986845,1.57583465,0.09031618,0.00130910,0.00939386,2.24779511
-5.53176588,2.95490536,2.13518535,1.56760392,0.08967576,0.00131152,0.00928973,2.23526588
-5.52576288,2.92359042,2.12094898,1.55314131,0.08853842,0.00130730,0.00916845,2.21337201
-5.51975988,2.88058906,2.09777668,1.53303823,0.08693668,0.00129662,0.00903737,2.18291320
-5.51375688,2.82716192,2.06645887,1.50797376,0.08491158,0.00127974,0.00890419,2.14483582
-5.50775388,2.76472834,2.02793112,1.47869266,0.08251134,0.00125704,0.00877668,2.10020141
-5.50175088,2.69482022,1.98324159,1.44598159,0.07978979,0.00122899,0.00866243,2.05015189
-5.49574787,2.61903327,1.93351512,1.41064462,0.07680464,0.00119610,0.00856861,1.99587291
-5.48974487,2.53897743,1.87991545,1.37347871,0.07361574,0.00115898,0.00850169,1.93855666
-5.48374187,2.45622831,1.82360706,1.33525010,0.07028330,0.00111825,0.00846720,1.87936540
-5.47773887,2.37228135,1.76571803,1.29667242,0.06686620,0.00107456,0.00846955,1.81939716
-5.47173587,2.28851036,1.70730535,1.25838715,0.06342043,0.00102857,0.00851181,1.75965469
-5.46573287,2.20613182,1.64932420,1.22094724,0.05999774,0.00098094,0.00859558,1.70101880
-5.45972986,2.12617617,1.59260200,1.18480425,0.05664452,0.00093229,0.00872092,1.64422702
-5.45372686,2.04946704,1.53781852,1.15029955,0.05340097,0.00088323,0.00888626,1.58985818
-5.44772386,1.97660888,1.48549246,1.11765982,0.05030056,0.00083429,0.00908848,1.53832345
-5.44172086,1.90798347,1.43597502,1.08699689,0.04736979,0.00078597,0.00932295,1.48986404
-5.43571786,1.84375502,1.38945061,1.05831197,0.04462827,0.00073870,0.00958368,1.44455546
-5.42971486,1.78388369,1.34594428,1.03150398,0.04208910,0.00069284,0.00986350,1.40231818
-5.42371186,1.72814659,1.30533569,1.00638174,0.03975950,0.00064871,0.01015437,1.36293392
-5.41770885,1.67616542,1.26737865,0.98267928,0.03764168,0.00060652,0.01044760,1.32606708
-5.41170585,1.62743936,1.23172528,0.96007394,0.03573389,0.00056646,0.01073425,1.29129006
-5.40570285,1.58138196,1.19795378,0.93820619,0.03403166,0.00052866,0.01100547,1.25811157
-5.39969985,1.53736009,1.16559828,0.91670062,0.03252910,0.00049318,0.01125287,1.22600662
-5.39369685,1.49473371,1.13417962,0.89518703,0.03122025,0.00046007,0.01146894,1.19444685
-5.38769385,1.45289448,1.10323565,0.87332086,0.03010045,0.00042934,0.01164734,1.16293004
-5.38169085,1.41130176,1.07234960,0.85080203,0.02916760,0.00040099,0.01178331,1.13100747
-5.37568784,1.36951456,1.04117556,0.82739158,0.02842340,0.00037501,0.01187392,1.09830811
-5.36968484,1.32721813,1.00945984,0.80292519,0.02787434,0.00035138,0.01191833,1.06455856
-5.36368184,1.28424431,0.97705757,0.77732335,0.02753256,0.00033010,0.01191795,1.02959827
-5.35767884,1.24058484,0.94394377,0.75059753,0.02741643,0.00031119,0.01187654,0.99338916
-5.35167584,1.19639723,0.91021877,0.72285244,0.02755091,0.00029470,0.01180024,0.95601970
-5.34567284,1.15200316,0.87610774,0.69428410,0.02796759,0.00028069,0.01169748,0.91770332
-5.33966983,1.10787968,0.84195465,0.66517411,0.02870437,0.00026925,0.01157887,0.87877138
-5.33366683,1.06464354,0.80821101,0.63588031,0.02980493,0.00026051,0.01145693,0.83966112
-5.32766383,1.02302958,0.77541990,0.60682428,0.03131775,0.00025461,0.01134579,0.80089942
-5.32166083,0.98386399,0.74419626,0.57847643,0.03329487,0.00025172,0.01126084,0.76308289
-5.31565783,0.94803361,0.71520406,0.55133901,0.03579036,0.00025202,0.01121823,0.72685540
-5.30965483,0.91645242,0.68913152,0.52592803,0.03885849,0.00025569,0.01123445,0.69288389
-5.30365183,0.89002649,0.66666510,0.50275467,0.04255165,0.00026289,0.01132574,0.66183346
-5.29764882,0.86961859,0.64846346,0.48230673,0.04691819,0.00027379,0.01150754,0.63434257
-5.29164582,0.85601372,0.63513211,0.46503107,0.05200004,0.00028851,0.01179398,0.61099942
-5.28564282,0.84988664,0.62719965,0.45131731,0.05783042,0.00030713,0.01219724,0.59232000
-5.27963982,0.85177254,0.62509641,0.44148345,0.06443153,0.00032967,0.01272709,0.57872876
-5.27363682,0.86204172,0.62913615,0.43576385,0.07181251,0.00035610,0.01339034,0.57054223
-5.26763382,0.88087914,0.63950123,0.43429979,0.07996757,0.00038629,0.01419044,0.56795623
-5.26163082,0.90826944,0.65623188,0.43713293,0.08887458,0.00042005,0.01512710,0.57103678
-5.25562781,0.94398809,0.67921978,0.44420188,0.09849407,0.00045707,0.01619605,0.57971506
-5.24962481,0.98759894,0.70820614,0.45534176,0.10876883,0.00049697,0.01738887,0.59378649
-5.24362181,1.03845833,0.74278449,0.47028701,0.11962404,0.00053927,0.01869294,0.61291381
-5.23761881,1.09572588,0.78240784,0.48867702,0.13096813,0.00058341,0.02009157,0.63663417
-5.23161581,1.15838164,0.82640041,0.51006480,0.14269420,0.00062874,0.02156423,0.66436998
-5.22561281,1.22524923,0.87397322,0.53392810,0.15468213,0.00067454,0.02308694,0.69544312
-5.21960980,1.29502445,0.92424339,0.55968287,0.16680118,0.00072006,0.02463276,0.72909225
-5.21360680,1.36630830,0.97625634,0.58669860,0.17891309,0.00076448,0.02617247,0.76449253
-5.20760380,1.43764364,1.02901039,0.61431508,0.19087550,0.00080700,0.02767530,0.80077747
-5.20160080,1.50755415,1.08148275,0.64186010,0.20254555,0.00084680,0.02910981,0.83706186
-5.19559780,1.57458436,1.13265625,0.66866760,0.21378356,0.00088311,0.03044475,0.87246552
-5.18959480,1.63733926,1.18154574,0.69409553,0.22445645,0.00091521,0.03165003,0.90613671
-5.18359180,1.69452218,1.22722336,0.71754308,0.23444099,0.00094245,0.03269761,0.93727485
-5.17758879,1.74496961,1.26884172,0.73846658,0.24362654,0.00096428,0.03356241,0.96515150
-5.17158579,1.78768152,1.30565438,0.75639355,0.25191720,0.00098027,0.03422311,0.98912915
-5.16558279,1.82184642,1.33703277,0.77093461,0.25923335,0.00099009,0.03466277,1.00867713
-5.15957979,1.84686008,1.36247923,0.78179274,0.26551251,0.00099358,0.03486944,1.02338415
-5.15357679,1.86233747,1.38163574,0.78876976,0.27070946,0.00099070,0.03483647,1.03296724
-5.14757379,1.86811777,1.39428835,0.79176976,0.27479579,0.00098154,0.03456269,1.03727673
-5.14157079,1.86426232,1.40036722,0.79079965,0.27775884,0.00096635,0.03405241,1.03629736
-5.13556778,1.85104617,1.39994274,0.78596680,0.27960024,0.00094549,0.03331519,1.03014556
-5.12956478,1.82894358,1.39321795,0.77747399,0.28033413,0.00091942,0.03236546,1.01906313
-5.12356178,1.79860860,1.38051791,0.76561200,0.27998531,0.00088871,0.03122196,1.00340785
-5.11755878,1.76085159,1.36227668,0.75075022,0.27858732,0.00085401,0.02990705,0.98364118
-5.11155578,1.71661287,1.33902242,0.73332554,0.27618078,0.00081601,0.02844595,0.96031395
-5.10555278,1.66693458,1.31136142,0.71383020,0.27281197,0.00077544,0.02686586,0.93405023
-5.09954977,1.61293184,1.27996147,0.69279865,0.26853172,0.00073305,0.02519510,0.90553023
-5.09354677,1.55576422,1.24553530,0.67079416,0.26339482,0.00068956,0.02346223,0.87547252
-5.08754377,1.49660824,1.20882421,0.64839526,0.25745980,0.00064570,0.02169527,0.84461620
-5.08154077,1.43663163,1.17058249,0.62618237,0.25078906,0.00060214,0.01992093,0.81370333
-5.07553777,1.37696970,1.13156247,0.60472492,0.24344938,0.00055948,0.01816396,0.78346198
-5.06953477,1.31870422,1.09250067,0.58456899,0.23551262,0.00051829,0.01644669,0.75459014
-5.06353177,1.26284479,1.05410464,0.56622578,0.22705650,0.00047904,0.01478860,0.72774074
-5.05752876,1.21031281,1.01704083,0.55016089,0.21816540,0.00044213,0.01320606,0.70350791
-5.05152576,1.16192797,0.98192328,0.53678457,0.20893099,0.00040790,0.01171228,0.68241466
-5.04552276,1.11839708,0.94930310,0.52644306,0.19945259,0.00037658,0.01031727,0.66490203
-5.03951976,1.08030530,0.91965895,0.51941117,0.18983720,0.00034834,0.00902797,0.65132002
-5.03351676,1.04810958,0.89338847,0.51588618,0.18019908,0.00032329,0.00784846,0.64192030
-5.02751376,1.02213449,0.87080098,0.51598331,0.17065895,0.00030145,0.00678029,0.63685105
-5.02151076,1.00257037,0.85211163,0.51973298,0.16134264,0.00028279,0.00582278,0.63615407
-5.01550775,0.98947406,0.83743737,0.52708004,0.15237937,0.00026723,0.00497341,0.63976438
-5.00950475,0.98277237,0.82679509,0.53788512,0.14389966,0.00025464,0.00422823,0.64751265
-5.00350175,0.98226842,0.82010221,0.55192844,0.13603286,0.00024486,0.00358225,0.65913039
-4.99749875,0.98765104,0.81718006,0.56891598,0.12890454,0.00023768,0.00302981,0.67425834
-4.99149575,0.99850729,0.81776017,0.58848822,0.12263373,0.00023289,0.00256493,0.69245773
-4.98549275,1.01433794,0.82149362,0.61023121,0.11733013,0.00023025,0.00218162,0.71322454
-4.97948974,1.03457580,0.82796323,0.63368984,0.11309142,0.00022955,0.00187417,0.73600625
-4.97348674,1.05860632,0.83669840,0.65838295,0.11000070,0.00023053,0.00163736,0.76022087
-4.96748374,1.08579002,0.84719219,0.68381976,0.10812425,0.00023298,0.00146661,0.78527749
-4.96148074,1.11548578,0.85891983,0.70951699,0.10750956,0.00023671,0.00135818,0.81059756
-4.95547774,1.14707417,0.87135810,0.73501601,0.10818380,0.00024152,0.00130916,0.83563620
-4.94947474,1.17997974,0.88400461,0.75989913,0.11015264,0.00024727,0.00131760,0.85990243
-4.94347174,1.21369108,0.89639601,0.78380439,0.11339965,0.00025384,0.00138243,0.88297741
-4.93746873,1.24777778,0.90812431,0.80643786,0.11788613,0.00026115,0.00150348,0.90452968
-4.93146573,1.28190307,0.91885038,0.82758286,0.12355145,0.00026917,0.00168137,0.92432666
-4.92546273,1.31583155,0.92831391,0.84710559,0.13031391,0.00027790,0.00191741,0.94224152
-4.91945973,1.34943131,0.93633932,0.86495657,0.13807209,0.00028737,0.00221351,0.95825512
