energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-3.23261631,2.83044312,-2.83043994,0.00116676,-0.00116676,0.04779731,-0.04779720,0.35109749,-0.35109709,2.35474301,-2.35474057,0.00219297,-0.00219297,0.77403951,-0.77403842,0.20455619,-0.20455595,0.00714897,-0.00714896
-3.22661331,2.69184792,-2.69184452,0.00099969,-0.00099969,0.04278488,-0.04278479,0.32766506,-0.32766466,2.25548093,-2.25547824,0.00204807,-0.00204807,0.72514789,-0.72514677,0.19187535,-0.19187510,0.00663057,-0.00663056
-3.22061031,2.54713935,-2.54713577,0.00085411,-0.00085411,0.03823089,-0.03823080,0.30464581,-0.30464541,2.14818253,-2.14817964,0.00191407,-0.00191407,0.67630493,-0.67630380,0.17933984,-0.17933959,0.00612832,-0.00612831
-3.21460730,2.39784480,-2.39784109,0.00072787,-0.00072787,0.03410310,-0.03410302,0.28214217,-0.28214177,2.03431142,-2.03430837,0.00179269,-0.00179269,0.62786037,-0.62785923,0.16701836,-0.16701810,0.00564378,-0.00564377
-3.20860430,2.24558510,-2.24558131,0.00061895,-0.00061895,0.03037167,-0.03037160,0.26025147,-0.26025107,1.91544156,-1.91543840,0.00168586,-0.00168586,0.58015597,-0.58015484,0.15498358,-0.15498333,0.00517853,-0.00517852
-3.20260130,2.09203600,-2.09203216,0.00052544,-0.00052544,0.02700935,-0.02700929,0.23906548,-0.23906509,1.79321691,-1.79321367,0.00159579,-0.00159579,0.53351964,-0.53351852,0.14331146,-0.14331121,0.00473411,-0.00473411
-3.19659830,1.93888964,-1.93888580,0.00044561,-0.00044560,0.02399158,-0.02399152,0.21866968,-0.21866929,1.66931092,-1.66930766,0.00152502,-0.00152501,0.48825988,-0.48825879,0.13208044,-0.13208019,0.00431200,-0.00431200
-3.19059530,1.78781751,-1.78781373,0.00037787,-0.00037787,0.02129653,-0.02129648,0.19914248,-0.19914211,1.54538776,-1.54538451,0.00147648,-0.00147648,0.44466083,-0.44465977,0.12137054,-0.12137031,0.00391361,-0.00391360
-3.18459230,1.64043640,-1.64043272,0.00032080,-0.00032080,0.01890515,-0.01890510,0.18055435,-0.18055400,1.42306639,-1.42306321,0.00145361,-0.00145361,0.40297804,-0.40297703,0.11126255,-0.11126233,0.00354023,-0.00354022
-3.17858929,1.49827833,-1.49827479,0.00027316,-0.00027316,0.01680115,-0.01680111,0.16296694,-0.16296660,1.30388896,-1.30388588,0.00146031,-0.00146031,0.36343516,-0.36343420,0.10183712,-0.10183691,0.00319308,-0.00319307
-3.17258629,1.36276549,-1.36276213,0.00023384,-0.00023384,0.01497099,-0.01497095,0.14643225,-0.14643193,1.18929422,-1.18929128,0.00150105,-0.00150105,0.32622156,-0.32622065,0.09317401,-0.09317382,0.00287321,-0.00287320
-3.16658329,1.23519071,-1.23518756,0.00020189,-0.00020189,0.01340379,-0.01340376,0.13099196,-0.13099166,1.08059661,-1.08059384,0.00158087,-0.00158087,0.29149105,-0.29149020,0.08535133,-0.08535116,0.00258158,-0.00258158
-3.16058029,1.11670354,-1.11670063,0.00017652,-0.00017652,0.01209131,-0.01209128,0.11667694,-0.11667666,0.97897118,-0.97896861,0.00170536,-0.00170536,0.25936155,-0.25936076,0.07844497,-0.07844481,0.00231900,-0.00231899
-3.15457729,1.00830202,-1.00829937,0.00015705,-0.00015705,0.01102781,-0.01102779,0.10350702,-0.10350676,0.88544427,-0.88544193,0.00188065,-0.00188066,0.22991587,-0.22991515,0.07252795,-0.07252781,0.00208613,-0.00208612
-3.14857429,0.91082939,-0.91082703,0.00014295,-0.00014295,0.01020999,-0.01020997,0.09149098,-0.09149074,0.80088937,-0.80088728,0.00211336,-0.00211336,0.20320326,-0.20320261,0.06766995,-0.06766985,0.00188351,-0.00188351
-3.14257129,0.82497526,-0.82497321,0.00013377,-0.00013377,0.00963683,-0.00963682,0.08062680,-0.08062658,0.72602754,-0.72602571,0.00241046,-0.00241046,0.17924186,-0.17924128,0.06393676,-0.06393668,0.00171156,-0.00171156
-3.13656828,0.75128017,-0.75127843,0.00012918,-0.00012918,0.00930944,-0.00930943,0.07090226,-0.07090207,0.66143143,-0.66142987,0.00277921,-0.00277922,0.15802162,-0.15802111,0.06138961,-0.06138956,0.00157057,-0.00157057
-3.13056528,0.69014240,-0.69014099,0.00012891,-0.00012891,0.00923084,-0.00923084,0.06229565,-0.06229548,0.60753183,-0.60753056,0.00322694,-0.00322695,0.13950774,-0.13950730,0.06008450,-0.06008448,0.00146071,-0.00146071
-3.12456228,0.64182617,-0.64182509,0.00013278,-0.00013278,0.00940573,-0.00940574,0.05477670,-0.05477655,0.56462577,-0.56462479,0.00376086,-0.00376087,0.12364431,-0.12364394,0.06007126,-0.06007126,0.00138205,-0.00138205
-3.11855928,0.60646980,-0.60646905,0.00014064,-0.00014064,0.00984019,-0.00984020,0.04830764,-0.04830751,0.53288496,-0.53288427,0.00438778,-0.00438780,0.11035793,-0.11035763,0.06139241,-0.06139245,0.00133452,-0.00133452
-3.11255628,0.58409322,-0.58409280,0.00015240,-0.00015240,0.01054131,-0.01054133,0.04284438,-0.04284428,0.51236371,-0.51236332,0.00511387,-0.00511389,0.09956122,-0.09956098,0.06408180,-0.06408186,0.00131795,-0.00131795
-3.10655328,0.57460377,-0.57460369,0.00016797,-0.00016797,0.01151678,-0.01151681,0.03833758,-0.03833750,0.50300566,-0.50300557,0.00594430,-0.00594431,0.09115602,-0.09115584,0.06816291,-0.06816301,0.00133202,-0.00133202
-3.10055028,0.57779999,-0.57780023,0.00018729,-0.00018729,0.01277441,-0.01277445,0.03473379,-0.03473372,0.50464859,-0.50464878,0.00688289,-0.00688291,0.08503608,-0.08503596,0.07364702,-0.07364716,0.00137629,-0.00137629
-3.09454727,0.59337298,-0.59337353,0.00021027,-0.00021027,0.01432159,-0.01432163,0.03197643,-0.03197638,0.51702720,-0.51702767,0.00793181,-0.00793183,0.08108929,-0.08108923,0.08053108,-0.08053125,0.00145011,-0.00145012
-3.08854427,0.62090549,-0.62090634,0.00023681,-0.00023681,0.01616467,-0.01616472,0.03000669,-0.03000666,0.53977382,-0.53977456,0.00909117,-0.00909120,0.07919926,-0.07919925,0.08879553,-0.08879572,0.00155266,-0.00155266
-3.08254127,0.65986908,-0.65987023,0.00026678,-0.00026678,0.01830836,-0.01830842,0.02876428,-0.02876426,0.57241736,-0.57241836,0.01035875,-0.01035878,0.07924628,-0.07924632,0.09840207,-0.09840229,0.00168287,-0.00168288
-3.07653827,0.70961991,-0.70962133,0.00030000,-0.00030000,0.02075505,-0.02075512,0.02818799,-0.02818798,0.61438092,-0.61438216,0.01172966,-0.01172969,0.08110776,-0.08110786,0.10929162,-0.10929188,0.00183943,-0.00183944
-3.07053527,0.76939401,-0.76939569,0.00033625,-0.00033625,0.02350413,-0.02350420,0.02821615,-0.02821616,0.66497898,-0.66498045,0.01319615,-0.01319618,0.08465812,-0.08465826,0.12138250,-0.12138278,0.00202072,-0.00202072
-3.06453227,0.83830315,-0.83830506,0.00037523,-0.00037523,0.02655132,-0.02655140,0.02878696,-0.02878698,0.72341492,-0.72341659,0.01474744,-0.01474748,0.08976827,-0.08976845,0.13456905,-0.13456936,0.00222481,-0.00222481
-3.05852926,0.91533224,-0.91533436,0.00041660,-0.00041661,0.02988810,-0.02988819,0.02983869,-0.02983872,0.78877991,-0.78878175,0.01636969,-0.01636973,0.09630479,-0.09630501,0.14872089,-0.14872122,0.00244943,-0.00244943
-3.05252626,0.99933949,-0.99934178,0.00045997,-0.00045997,0.03350112,-0.03350121,0.03130986,-0.03130990,0.86005413,-0.86005612,0.01804604,-0.01804607,0.10412903,-0.10412929,0.16368287,-0.16368322,0.00269196,-0.00269196
-3.04652326,1.08906030,-1.08906274,0.00050486,-0.00050486,0.03737174,-0.03737184,0.03313934,-0.03313939,0.93611128,-0.93611340,0.01975678,-0.01975681,0.11309615,-0.11309643,0.17927597,-0.17927633,0.00294943,-0.00294944
-3.04052026,1.18311576,-1.18311831,0.00055080,-0.00055080,0.04147576,-0.04147587,0.03526653,-0.03526658,1.01572709,-1.01572930,0.02147970,-0.02147973,0.12305431,-0.12305462,0.19529905,-0.19529942,0.00321854,-0.00321855
-3.03451726,1.28002648,-1.28002910,0.00059726,-0.00059726,0.04578317,-0.04578329,0.03763150,-0.03763156,1.09759239,-1.09759465,0.02319050,-0.02319053,0.13384424,-0.13384457,0.21153172,-0.21153210,0.00349567,-0.00349568
-3.02851426,1.37823185,-1.37823450,0.00064371,-0.00064371,0.05025822,-0.05025833,0.04017530,-0.04017537,1.18033109,-1.18033337,0.02486336,-0.02486339,0.14529917,-0.14529952,0.22773815,-0.22773853,0.00377692,-0.00377693
-3.02251126,1.47611513,-1.47611777,0.00068966,-0.00068966,0.05485953,-0.05485965,0.04284032,-0.04284039,1.26252300,-1.26252526,0.02647163,-0.02647166,0.15724529,-0.15724565,0.24367186,-0.24367223,0.00405820,-0.00405821
-3.01650825,1.57203365,-1.57203623,0.00073464,-0.00073464,0.05954056,-0.05954069,0.04557078,-0.04557085,1.34273122,-1.34273342,0.02798857,-0.02798860,0.16950281,-0.16950318,0.25908134,-0.25908169,0.00433526,-0.00433527
-3.01050525,1.66435361,-1.66435610,0.00077828,-0.00077828,0.06425018,-0.06425030,0.04831331,-0.04831338,1.41953335,-1.41953545,0.02938818,-0.02938821,0.18188769,-0.18188806,0.27371635,-0.27371668,0.00460382,-0.00460383
-3.00450225,1.75148851,-1.75149086,0.00082032,-0.00082032,0.06893347,-0.06893359,0.05101774,-0.05101781,1.49155567,-1.49155764,0.03064608,-0.03064610,0.19421396,-0.19421433,0.28733470,-0.28733502,0.00485961,-0.00485962
-2.99849925,1.83193972,-1.83194190,0.00086063,-0.00086063,0.07353276,-0.07353289,0.05363787,-0.05363794,1.55750906,-1.55751087,0.03174036,-0.03174038,0.20629665,-0.20629700,0.29970926,-0.29970955,0.00509852,-0.00509853
-2.99249625,1.90433783,-1.90433980,0.00089928,-0.00089928,0.07798883,-0.07798896,0.05613241,-0.05613247,1.61622528,-1.61622689,0.03265239,-0.03265241,0.21795525,-0.21795559,0.31063487,-0.31063512,0.00531667,-0.00531668
-2.98649325,1.96748304,-1.96748476,0.00093656,-0.00093656,0.08224224,-0.08224235,0.05846591,-0.05846598,1.66669209,-1.66669348,0.03336761,-0.03336762,0.22901762,-0.22901794,0.31993498,-0.31993520,0.00551053,-0.00551054
-2.98049025,2.02038291,-2.02038436,0.00097300,-0.00097300,0.08623479,-0.08623490,0.06060979,-0.06060985,1.70808573,-1.70808687,0.03387613,-0.03387614,0.23932410,-0.23932440,0.32746768,-0.32746786,0.00567702,-0.00567703
-2.97448724,2.06228581,-2.06228697,0.00100940,-0.00100940,0.08991114,-0.08991125,0.06254318,-0.06254323,1.73979925,-1.73980013,0.03417327,-0.03417327,0.24873186,-0.24873213,0.33313086,-0.33313100,0.00581359,-0.00581360
-2.96848424,2.09270856,-2.09270941,0.00104685,-0.00104685,0.09322032,-0.09322042,0.06425386,-0.06425391,1.76146539,-1.76146599,0.03425989,-0.03425989,0.25711912,-0.25711935,0.33686625,-0.33686634,0.00591830,-0.00591831
-2.96248124,2.11145688,-2.11145742,0.00108675,-0.00108675,0.09611734,-0.09611742,0.06573895,-0.06573900,1.77297282,-1.77297314,0.03414259,-0.03414258,0.26438912,-0.26438932,0.33866222,-0.33866227,0.00598988,-0.00598989
-2.95647824,2.11863773,-2.11863796,0.00113081,-0.00113081,0.09856465,-0.09856472,0.06700553,-0.06700557,1.77447499,-1.77447503,0.03383364,-0.03383364,0.27047380,-0.27047396,0.33855524,-0.33855525,0.00602778,-0.00602778
-2.95047524,2.11466274,-2.11466267,0.00118104,-0.00118104,0.10053351,-0.10053357,0.06807097,-0.06807100,1.76639089,-1.76639068,0.03335085,-0.03335084,0.27533670,-0.27533682,0.33662972,-0.33662968,0.00603216,-0.00603216
-2.94447224,2.10024237,-2.10024202,0.00123970,-0.00123971,0.10200515,-0.10200519,0.06896306,-0.06896309,1.74939771,-1.74939725,0.03271710,-0.03271709,0.27897519,-0.27897527,0.33301647,-0.33301640,0.00600395,-0.00600395
-2.93846923,2.07637092,-2.07637031,0.00130934,-0.00130935,0.10297167,-0.10297171,0.06971990,-0.06971993,1.72441526,-1.72441458,0.03195981,-0.03195979,0.28142178,-0.28142182,0.32788973,-0.32788962,0.00594478,-0.00594478
-2.93246623,2.04430265,-2.04430182,0.00139268,-0.00139268,0.10343670,-0.10343671,0.07038941,-0.07038944,1.69258290,-1.69258203,0.03111025,-0.03111023,0.28274437,-0.28274437,0.32146273,-0.32146259,0.00585693,-0.00585693
-2.92646323,2.00551975,-2.00551874,0.00149259,-0.00149259,0.10341562,-0.10341562,0.07102857,-0.07102860,1.65522946,-1.65522843,0.03020267,-0.03020265,0.28304537,-0.28304534,0.31398214,-0.31398197,0.00574332,-0.00574332
-2.92046023,1.96169315,-1.96169200,0.00161200,-0.00161201,0.10293556,-0.10293555,0.07170232,-0.07170235,1.61383727,-1.61383613,0.02927338,-0.02927336,0.28245966,-0.28245960,0.30572144,-0.30572126,0.00560738,-0.00560738
-2.91445723,1.91463729,-1.91463604,0.00175385,-0.00175385,0.10203490,-0.10203488,0.07248214,-0.07248217,1.57000151,-1.57000029,0.02835976,-0.02835975,0.28115141,-0.28115133,0.29697350,-0.29697331,0.00545298,-0.00545297
-2.90845423,1.86626040,-1.86625911,0.00192094,-0.00192094,0.10076242,-0.10076239,0.07344428,-0.07344432,1.52538603,-1.52538478,0.02749921,-0.02749920,0.27930972,-0.27930962,0.28804248,-0.28804229,0.00528431,-0.00528430
-2.90245123,1.81851162,-1.81851033,0.00211587,-0.00211588,0.09917612,-0.09917608,0.07466773,-0.07466778,1.48167727,-1.48167603,0.02672812,-0.02672811,0.27714326,-0.27714315,0.27923546,-0.27923526,0.00510577,-0.00510577
-2.89644822,1.77332667,-1.77332543,0.00234093,-0.00234093,0.09734159,-0.09734154,0.07623194,-0.07623199,1.44053751,-1.44053633,0.02608087,-0.02608087,0.27487399,-0.27487388,0.27085383,-0.27085364,0.00492186,-0.00492186
-2.89044522,1.73257354,-1.73257241,0.00259794,-0.00259794,0.09533018,-0.09533012,0.07821425,-0.07821431,1.40355893,-1.40355785,0.02558888,-0.02558888,0.27273016,-0.27273004,0.26318490,-0.26318473,0.00473704,-0.00473703
-2.88444222,1.69799992,-1.69799894,0.00288818,-0.00288819,0.09321681,-0.09321676,0.08068732,-0.08068739,1.37221980,-1.37221886,0.02527972,-0.02527972,0.27093876,-0.27093865,0.25649374,-0.25649359,0.00455561,-0.00455561
-2.87843922,1.67118361,-1.67118282,0.00321228,-0.00321229,0.09107772,-0.09107766,0.08371633,-0.08371642,1.34784403,-1.34784327,0.02517633,-0.02517634,0.26971779,-0.26971769,0.25101562,-0.25101550,0.00438161,-0.00438161
-2.87243622,1.65348763,-1.65348706,0.00357009,-0.00357010,0.08898795,-0.08898789,0.08735633,-0.08735643,1.33156518,-1.33156462,0.02529642,-0.02529643,0.26926840,-0.26926832,0.24694915,-0.24694906,0.00421872,-0.00421871
-2.86643322,1.64602099,-1.64602068,0.00396062,-0.00396063,0.08701894,-0.08701888,0.09164964,-0.09164976,1.32429586,-1.32429553,0.02565187,-0.02565189,0.26976743,-0.26976738,0.24445040,-0.24445035,0.00407012,-0.00407011
-2.86043022,1.64960646,-1.64960643,0.00438197,-0.00438198,0.08523615,-0.08523610,0.09662345,-0.09662359,1.32670342,-1.32670333,0.02624840,-0.02624842,0.27136048,-0.27136046,0.24362804,-0.24362802,0.00393847,-0.00393846
-2.85442721,1.66475616,-1.66475641,0.00483126,-0.00483128,0.08369681,-0.08369677,0.10228782,-0.10228797,1.33919240,-1.33919256,0.02708534,-0.02708537,0.27415579,-0.27415580,0.24453977,-0.24453979,0.00382581,-0.00382581
-2.84842421,1.69165578,-1.69165632,0.00530467,-0.00530468,0.08244796,-0.08244792,0.10863401,-0.10863418,1.36189429,-1.36189471,0.02815556,-0.02815560,0.27821932,-0.27821936,0.24719010,-0.24719016,0.00373354,-0.00373353
-2.84242121,1.73015794,-1.73015878,0.00579738,-0.00579739,0.08152478,-0.08152475,0.11563341,-0.11563359,1.39466491,-1.39466559,0.02944557,-0.02944561,0.28357109,-0.28357117,0.25152957,-0.25152967,0.00366236,-0.00366236
-2.83641821,1.77978501,-1.77978612,0.00630369,-0.00630370,0.08094941,-0.08094939,0.12323700,-0.12323720,1.43708928,-1.43709019,0.03093580,-0.03093584,0.29018311,-0.29018322,0.25745553,-0.25745566,0.00361231,-0.00361231
-2.83041521,1.83974131,-1.83974268,0.00681707,-0.00681708,0.08073008,-0.08073007,0.13137554,-0.13137574,1.48849397,-1.48849512,0.03260098,-0.03260103,0.29797890,-0.29797904,0.26481440,-0.26481456,0.00358276,-0.00358276
-2.82441221,1.90893456,-1.90893616,0.00733029,-0.00733030,0.08086088,-0.08086088,0.13996036,-0.13996058,1.54796660,-1.54796795,0.03441079,-0.03441084,0.30683479,-0.30683496,0.27340556,-0.27340575,0.00357243,-0.00357243
-2.81840920,1.98600593,-1.98600772,0.00783555,-0.00783556,0.08132194,-0.08132194,0.14888498,-0.14888520,1.61438171,-1.61438323,0.03633052,-0.03633058,0.31658291,-0.31658311,0.28298665,-0.28298686,0.00357949,-0.00357949
-2.81240620,2.06936783,-2.06936977,0.00832470,-0.00832471,0.08208015,-0.08208016,0.15802725,-0.15802748,1.68643239,-1.68643405,0.03832197,-0.03832202,0.32701584,-0.32701606,0.29328028,-0.29328051,0.00360159,-0.00360159
-2.80640320,2.15724837,-2.15725042,0.00878941,-0.00878942,0.08309038,-0.08309040,0.16725231,-0.16725254,1.76266663,-1.76266840,0.04034434,-0.04034439,0.33789275,-0.33789298,0.30398188,-0.30398211,0.00363596,-0.00363596
-2.80040020,2.24774099,-2.24774311,0.00922143,-0.00922144,0.08429716,-0.08429718,0.17641588,-0.17641611,1.84152717,-1.84152901,0.04235535,-0.04235540,0.34894685,-0.34894708,0.31476859,-0.31476882,0.00367951,-0.00367951
-2.79439720,2.33885766,-2.33885980,0.00961278,-0.00961280,0.08563664,-0.08563667,0.18536816,-0.18536838,1.92139360,-1.92139546,0.04431227,-0.04431231,0.35989384,-0.35989408,0.32530885,-0.32530907,0.00372894,-0.00372894
-2.78839420,2.42858395,-2.42858605,0.00995603,-0.00995604,0.08703897,-0.08703900,0.19395787,-0.19395809,2.00062532,-2.00062716,0.04617304,-0.04617308,0.37044111,-0.37044134,0.33527233,-0.33527253,0.00378082,-0.00378082
-2.78239120,2.51493390,-2.51493592,0.01024447,-0.01024448,0.08843082,-0.08843084,0.20203652,-0.20203673,2.07760388,-2.07760567,0.04789739,-0.04789743,0.38029721,-0.38029742,0.34434001,-0.34434019,0.00383175,-0.00383175
-2.77638819,2.59600303,-2.59600491,0.01047237,-0.01047237,0.08973799,-0.08973802,0.20946258,-0.20946277,2.15077340,-2.15077510,0.04944784,-0.04944788,0.38918140,-0.38918158,0.35221392,-0.35221407,0.00387844,-0.00387844
-2.77038519,2.67001751,-2.67001921,0.01063512,-0.01063513,0.09088812,-0.09088814,0.21610545,-0.21610562,2.21867763,-2.21867920,0.05079071,-0.05079074,0.39683270,-0.39683285,0.35862620,-0.35862632,0.00391779,-0.00391779
-2.76438219,2.73537796,-2.73537945,0.01072942,-0.01072943,0.09181315,-0.09181316,0.22184912,-0.22184926,2.27999265,-2.27999407,0.05189688,-0.05189691,0.40301833,-0.40301845,0.36334724,-0.36334731,0.00394703,-0.00394703
-2.75837919,2.79069649,-2.79069773,0.01075334,-0.01075334,0.09245169,-0.09245170,0.22659525,-0.22659537,2.33355415,-2.33355537,0.05274254,-0.05274256,0.40754098,-0.40754106,0.36619242,-0.36619244,0.00396379,-0.00396379
-2.75237619,2.83482581,-2.83482679,0.01070638,-0.01070638,0.09275110,-0.09275110,0.23026568,-0.23026578,2.37837869,-2.37837970,0.05330967,-0.05330968,0.41024480,-0.41024483,0.36702740,-0.36702738,0.00396611,-0.00396611
-2.74637319,2.86687997,-2.86688064,0.01058953,-0.01058952,0.09266914,-0.09266913,0.23280427,-0.23280433,2.41367858,-2.41367936,0.05358637,-0.05358637,0.41101989,-0.41101987,0.36577161,-0.36577154,0.00395256,-0.00395256
-2.74037019,2.88624609,-2.88624646,0.01040517,-0.01040517,0.09217527,-0.09217525,0.23417787,-0.23417790,2.43887026,-2.43887079,0.05356698,-0.05356698,0.40980509,-0.40980503,0.36239985,-0.36239973,0.00392222,-0.00392222
-2.73436718,2.89258762,-2.89258767,0.01015704,-0.01015704,0.09125146,-0.09125142,0.23437667,-0.23437668,2.45357642,-2.45357670,0.05325203,-0.05325202,0.40658914,-0.40658902,0.35694208,-0.35694191,0.00387473,-0.00387473
-2.72836418,2.88583914,-2.88583888,0.00985008,-0.00985007,0.08989251,-0.08989246,0.23341375,-0.23341373,2.45762235,-2.45762237,0.05264798,-0.05264796,0.40141004,-0.40140987,0.34948129,-0.34948108,0.00381024,-0.00381024
-2.72236118,2.86619400,-2.86619342,0.00949026,-0.00949025,0.08810599,-0.08810594,0.23132392,-0.23132388,2.45102724,-2.45102700,0.05176677,-0.05176675,0.39435293,-0.39435272,0.34014973,-0.34014948,0.00372939,-0.00372939
-2.71635818,2.83408544,-2.83408457,0.00908442,-0.00908441,0.08591165,-0.08591158,0.22816204,-0.22816197,2.43399129,-2.43399080,0.05062531,-0.05062528,0.38554647,-0.38554622,0.32912363,-0.32912334,0.00363333,-0.00363333
-2.71035518,2.79016281,-2.79016165,0.00864004,-0.00864003,0.08334044,-0.08334036,0.22400078,-0.22400069,2.40687963,-2.40687889,0.04924472,-0.04924468,0.37515806,-0.37515777,0.31661659,-0.31661627,0.00352358,-0.00352358
-2.70435218,2.73526391,-2.73526248,0.00816500,-0.00816499,0.08043325,-0.08043317,0.21892810,-0.21892799,2.37020393,-2.37020296,0.04764962,-0.04764958,0.36338797,-0.36338765,0.30287221,-0.30287187,0.00340204,-0.00340204
-2.69834917,2.67038507,-2.67038340,0.00766740,-0.00766738,0.07723930,-0.07723921,0.21304440,-0.21304427,2.32460286,-2.32460167,0.04586727,-0.04586722,0.35046287,-0.35046252,0.28815593,-0.28815557,0.00327088,-0.00327087
-2.69234617,2.59665007,-2.59664818,0.00715527,-0.00715526,0.07381439,-0.07381429,0.20645961,-0.20645946,2.27082191,-2.27082052,0.04392676,-0.04392671,0.33662884,-0.33662847,0.27274673,-0.27274635,0.00313247,-0.00313247
-2.68634317,2.51527903,-2.51527695,0.00663645,-0.00663643,0.07021894,-0.07021884,0.19929024,-0.19929007,2.20969368,-2.20969211,0.04185817,-0.04185812,0.32214425,-0.32214386,0.25692883,-0.25692844,0.00298933,-0.00298933
-2.68034017,2.42755825,-2.42755602,0.00611833,-0.00611832,0.06651608,-0.06651598,0.19165655,-0.19165636,2.14211873,-2.14211699,0.03969179,-0.03969174,0.30727263,-0.30727224,0.24098374,-0.24098336,0.00284403,-0.00284403
-2.67433717,2.33481176,-2.33480940,0.00560776,-0.00560774,0.06276969,-0.06276959,0.18367982,-0.18367963,2.06904767,-2.06904579,0.03745743,-0.03745737,0.29227592,-0.29227552,0.22518296,-0.22518258,0.00269912,-0.00269912
-2.66833417,2.23837484,-2.23837239,0.00511087,-0.00511086,0.05904258,-0.05904248,0.17547995,-0.17547975,1.99146448,-1.99146248,0.03518376,-0.03518371,0.27740806,-0.27740767,0.20978140,-0.20978103,0.00255707,-0.00255706
-2.66233117,2.13957014,-2.13956762,0.00463304,-0.00463303,0.05539472,-0.05539462,0.16717319,-0.16717299,1.91037115,-1.91036907,0.03289782,-0.03289777,0.26290929,-0.26290890,0.19501188,-0.19501153,0.00242019,-0.00242019
-2.65632816,2.03968620,-2.03968365,0.00417878,-0.00417877,0.05188181,-0.05188172,0.15887028,-0.15887007,1.82677359,-1.82677144,0.03062457,-0.03062451,0.24900101,-0.24900064,0.18108056,-0.18108024,0.00229063,-0.00229062
-2.65032516,1.93995860,-1.93995605,0.00375176,-0.00375175,0.04855391,-0.04855382,0.15067476,-0.15067456,1.74166862,-1.74166642,0.02838655,-0.02838650,0.23588157,-0.23588122,0.16816360,-0.16816329,0.00217025,-0.00217025
-2.64432216,1.84155360,-1.84155108,0.00335480,-0.00335479,0.04545442,-0.04545433,0.14268169,-0.14268149,1.65603197,-1.65602976,0.02620374,-0.02620369,0.22372274,-0.22372241,0.15640474,-0.15640447,0.00206067,-0.00206067
-2.63831916,1.74555419,-1.74555171,0.00298990,-0.00298989,0.04261928,-0.04261921,0.13497652,-0.13497633,1.57080727,-1.57080507,0.02409334,-0.02409328,0.21266703,-0.21266673,0.14591412,-0.14591388,0.00196317,-0.00196316
-2.63231616,1.65294846,-1.65294607,0.00265831,-0.00265830,0.04007646,-0.04007639,0.12763434,-0.12763415,1.48689583,-1.48689365,0.02206978,-0.02206973,0.20282591,-0.20282564,0.13676791,-0.13676770,0.00187870,-0.00187870
-2.62631316,1.56462053,-1.56461823,0.00236059,-0.00236058,0.03784564,-0.03784558,0.12071931,-0.12071913,1.40514747,-1.40514534,0.02014478,-0.02014474,0.19427874,-0.19427850,0.12900891,-0.12900873,0.00180790,-0.00180790
-2.62031016,1.48134374,-1.48134156,0.00209673,-0.00209672,0.03593823,-0.03593818,0.11428436,-0.11428419,1.32635254,-1.32635049,0.01832739,-0.01832734,0.18707259,-0.18707238,0.12264790,-0.12264775,0.00175102,-0.00175102
-2.61430715,1.40377675,-1.40377471,0.00186625,-0.00186624,0.03435757,-0.03435753,0.10837119,-0.10837103,1.25123541,-1.25123344,0.01662415,-0.01662411,0.18122280,-0.18122262,0.11766566,-0.11766554,0.00170801,-0.00170801
-2.60830415,1.33246235,-1.33246046,0.00166828,-0.00166827,0.03309935,-0.03309931,0.10301044,-0.10301030,1.18044969,-1.18044783,0.01503929,-0.01503925,0.17671429,-0.17671414,0.11401556,-0.11401547,0.00167845,-0.00167845
-2.60230115,1.26782948,-1.26782775,0.00150171,-0.00150170,0.03215220,-0.03215217,0.09822220,-0.09822207,1.11457578,-1.11457404,0.01357492,-0.01357488,0.17350366,-0.17350354,0.11162665,-0.11162659,0.00166166,-0.00166166
-2.59629815,1.21019862,-1.21019707,0.00136526,-0.00136526,0.03149857,-0.03149854,0.09401672,-0.09401660,1.05412080,-1.05411921,0.01223127,-0.01223123,0.17152196,-0.17152187,0.11040711,-0.11040708,0.00165663,-0.00165663
-2.59029515,1.15979065,-1.15978928,0.00125763,-0.00125763,0.03111556,-0.03111555,0.09039542,-0.09039532,0.99952148,-0.99952004,0.01100691,-0.01100688,0.17067810,-0.17067803,0.11024800,-0.11024799,0.00166215,-0.00166215
-2.58429215,1.11673920,-1.11673802,0.00117755,-0.00117754,0.03097607,-0.03097606,0.08735215,-0.08735206,0.95114991,-0.95114864,0.00989900,-0.00989897,0.17086286,-0.17086282,0.11102729,-0.11102730,0.00167677,-0.00167677
-2.57828914,1.08110637,-1.08110538,0.00112386,-0.00112386,0.03104987,-0.03104986,0.08487465,-0.08487458,0.90932227,-0.90932117,0.00890354,-0.00890351,0.17195346,-0.17195344,0.11261401,-0.11261404,0.00169890,-0.00169890
-2.57228614,1.05290129,-1.05290049,0.00109566,-0.00109566,0.03130484,-0.03130484,0.08294625,-0.08294620,0.87431022,-0.87430930,0.00801560,-0.00801558,0.17381842,-0.17381843,0.11487249,-0.11487253,0.00172685,-0.00172685
