energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.31565783,1.26000401,0.00268447,0.36498029,0.16393480,0.43531023,0.00000000,0.26819755,0.48916229
-5.30965483,1.23640674,0.00281309,0.35931272,0.16125391,0.42544704,0.00000000,0.26660106,0.48101631
-5.30365183,1.21040912,0.00298648,0.35185399,0.16027021,0.41609684,0.00000000,0.26548551,0.47091872
-5.29764882,1.18245164,0.00320243,0.34272034,0.16092770,0.40743794,0.00000000,0.26489362,0.45902720
-5.29164582,1.15298753,0.00345809,0.33205131,0.16314816,0.39962786,0.00000000,0.26485396,0.44552321
-5.28564282,1.12246520,0.00374990,0.32000604,0.16683005,0.39279523,0.00000000,0.26537757,0.43060659
-5.27963982,1.09131142,0.00407363,0.30675935,0.17184789,0.38703260,0.00000000,0.26645521,0.41449000
-5.27363682,1.05991624,0.00442431,0.29249758,0.17805214,0.38239079,0.00000000,0.26805522,0.39739317
-5.26763382,1.02862018,0.00479633,0.27741445,0.18526980,0.37887497,0.00000000,0.27012235,0.37953751
-5.26163082,0.99770447,0.00518343,0.26170685,0.19330596,0.37644291,0.00000000,0.27257764,0.36114092
-5.25562781,0.96738457,0.00557881,0.24557093,0.20194624,0.37500544,0.00000000,0.27531937,0.34241321
-5.24962481,0.93780742,0.00597522,0.22919833,0.21096036,0.37442923,0.00000000,0.27822523,0.32355216
-5.24362181,0.90905234,0.00636510,0.21277281,0.22010656,0.37454184,0.00000000,0.28115566,0.30474027
-5.23761881,0.88113549,0.00674076,0.19646723,0.22913707,0.37513881,0.00000000,0.28395817,0.28614239
-5.23161581,0.85401754,0.00709454,0.18044105,0.23780428,0.37599246,0.00000000,0.28647259,0.26790408
-5.22561281,0.82761416,0.00741899,0.16483829,0.24586746,0.37686211,0.00000000,0.28853706,0.25015083
-5.21960980,0.80180864,0.00770713,0.14978601,0.25309981,0.37750516,0.00000000,0.28999433,0.23298807
-5.21360680,0.77646600,0.00795260,0.13539331,0.25929545,0.37768850,0.00000000,0.29069838,0.21650179
-5.20760380,0.75144774,0.00814987,0.12175090,0.26427624,0.37719986,0.00000000,0.29052068,0.20075978
-5.20160080,0.72662660,0.00829440,0.10893115,0.26789783,0.37585835,0.00000000,0.28935621,0.18581339
-5.19559780,0.70190046,0.00838281,0.09698856,0.27005494,0.37352389,0.00000000,0.28712854,0.17169960
-5.18959480,0.67720469,0.00841296,0.08596069,0.27068542,0.37010504,0.00000000,0.28379404,0.15844329
-5.18359180,0.65252247,0.00838403,0.07586946,0.26977299,0.36556475,0.00000000,0.27934483,0.14605966
-5.17758879,0.62789240,0.00829653,0.06672266,0.26734844,0.35992405,0.00000000,0.27381031,0.13455656
-5.17158579,0.60341328,0.00815227,0.05851574,0.26348929,0.35326318,0.00000000,0.26725736,0.12393674
-5.16558279,0.57924571,0.00795435,0.05123369,0.25831783,0.34572045,0.00000000,0.25978898,0.11419981
-5.15957979,0.55561054,0.00770694,0.04485302,0.25199774,0.33748864,0.00000000,0.25154153,0.10534392
-5.15357679,0.53278427,0.00741525,0.03934368,0.24472922,0.32880928,0.00000000,0.24268074,0.09736708
-5.14757379,0.51109165,0.00708527,0.03467096,0.23674305,0.31996495,0.00000000,0.23339651,0.09026813
-5.14157079,0.49089597,0.00672361,0.03079721,0.22829365,0.31127000,0.00000000,0.22389691,0.08404724
-5.13556778,0.47258724,0.00633729,0.02768345,0.21965151,0.30306007,0.00000000,0.21440153,0.07870618
-5.12956478,0.45656917,0.00593353,0.02529080,0.21109522,0.29568075,0.00000000,0.20513453,0.07424815
-5.12356178,0.44324531,0.00551952,0.02358164,0.20290342,0.28947602,0.00000000,0.19631758,0.07067748
-5.11755878,0.43300505,0.00510227,0.02252075,0.19534694,0.28477665,0.00000000,0.18816317,0.06799906
-5.11155578,0.42621020,0.00468844,0.02207607,0.18868141,0.28188924,0.00000000,0.18086840,0.06621779
-5.10555278,0.42318265,0.00428418,0.02221954,0.18314056,0.28108621,0.00000000,0.17460952,0.06533798
-5.09954977,0.42419376,0.00389506,0.02292770,0.17893040,0.28259703,0.00000000,0.16953758,0.06536293
-5.09354677,0.42945597,0.00352597,0.02418235,0.17622442,0.28660121,0.00000000,0.16577513,0.06629470
-5.08754377,0.43911710,0.00318110,0.02597115,0.17516001,0.29322311,0.00000000,0.16341426,0.06813424
-5.08154077,0.45325758,0.00286396,0.02828828,0.17583612,0.30252893,0.00000000,0.16251603,0.07088177
-5.07553777,0.47189097,0.00257739,0.03113525,0.17831214,0.31452591,0.00000000,0.16311119,0.07453776
-5.06953477,0.49496772,0.00232360,0.03452173,0.18260814,0.32916383,0.00000000,0.16520232,0.07910422
-5.06353177,0.52238219,0.00210430,0.03846658,0.18870632,0.34633883,0.00000000,0.16876714,0.08458643
-5.05752876,0.55398274,0.00192074,0.04299888,0.19655367,0.36589932,0.00000000,0.17376296,0.09099515
-5.05152576,0.58958445,0.00177383,0.04815913,0.20606567,0.38765390,0.00000000,0.18013202,0.09834897
-5.04552276,0.62898400,0.00166426,0.05400038,0.21713093,0.41138088,0.00000000,0.18780747,0.10667693
-5.03951976,0.67197590,0.00159255,0.06058920,0.22961661,0.43683910,0.00000000,0.19671979,0.11602106
-5.03351676,0.71836945,0.00155919,0.06800654,0.24337436,0.46377948,0.00000000,0.20680319,0.12643876
-5.02751376,0.76800514,0.00156466,0.07634812,0.25824656,0.49195695,0.00000000,0.21800183,0.13800466
-5.02151076,0.82076978,0.00160950,0.08572434,0.27407262,0.52114187,0.00000000,0.23027536,0.15081187
-5.01550775,0.87660894,0.00169435,0.09625949,0.29069502,0.55113061,0.00000000,0.24360350,0.16497218
-5.00950475,0.93553592,0.00181989,0.10809009,0.30796486,0.58175448,0.00000000,0.25798934,0.18061519
-5.00350175,0.99763598,0.00198686,0.12136229,0.32574649,0.61288658,0.00000000,0.27346101,0.19788593
-4.99749875,1.06306524,0.00219599,0.13622815,0.34392117,0.64444582,0.00000000,0.29007158,0.21694101
-4.99149575,1.13204340,0.00244788,0.15284075,0.36238935,0.67639796,0.00000000,0.30789684,0.23794307
-4.98549275,1.20484012,0.00274295,0.17134820,0.38107147,0.70875328,0.00000000,0.32703116,0.26105364
-4.97948974,1.28175504,0.00308128,0.19188651,0.39990717,0.74156075,0.00000000,0.34758115,0.28642435
-4.97348674,1.36309180,0.00346248,0.21457156,0.41885293,0.77489886,0.00000000,0.36965755,0.31418693
-4.96748374,1.44912697,0.00388556,0.23949037,0.43787812,0.80886351,0.00000000,0.39336540,0.34444207
-4.96148074,1.54007510,0.00434878,0.26669202,0.45695975,0.84355325,0.00000000,0.41879302,0.37724778
-4.95547774,1.63605149,0.00484956,0.29617850,0.47607614,0.87905283,0.00000000,0.44600026,0.41260761
-4.94947474,1.73703473,0.00538435,0.32789613,0.49519986,0.91541581,0.00000000,0.47500650,0.45045956
-4.94347174,1.84283097,0.00594858,0.36172792,0.51429048,0.95264725,0.00000000,0.50577929,0.49066609
-4.93746873,1.95304247,0.00653661,0.39748738,0.53328742,0.99068758,0.00000000,0.53822405,0.53300608
-4.93146573,2.06704246,0.00714176,0.43491440,0.55210371,1.02939869,0.00000000,0.57217569,0.57716940
-4.92546273,2.18395855,0.00775633,0.47367351,0.57062082,1.06855333,0.00000000,0.60739271,0.62275457
-4.91945973,2.30266646,0.00837176,0.51335503,0.58868528,1.10782860,0.00000000,0.64355438,0.66927003
-4.91345673,2.42179533,0.00897872,0.55347926,0.60610733,1.14680440,0.00000000,0.68026138,0.71613944
-4.90745373,2.53974552,0.00956738,0.59350397,0.62266188,1.18496701,0.00000000,0.71704018,0.76271100
-4.90145073,2.65471896,0.01012759,0.63283501,0.63809190,1.22171829,0.00000000,0.75335122,0.80827076
-4.89544772,2.76476140,0.01064917,0.67083995,0.65211429,1.25639007,0.00000000,0.78860085,0.85205976
-4.88944472,2.86781549,0.01112222,0.70686433,0.66442792,1.28826340,0.00000000,0.82215652,0.89329423
-4.88344172,2.96178245,0.01153741,0.74024996,0.67472363,1.31659186,0.00000000,0.85336492,0.93118837
-4.87743872,3.04459006,0.01188626,0.77035454,0.68269563,1.34062787,0.00000000,0.88157215,0.96497864
-4.87143572,3.11426382,0.01216144,0.79657193,0.68805388,1.35965080,0.00000000,0.90614517,0.99394866
-4.86543272,3.16899800,0.01235703,0.81835207,0.69053656,1.37299546,0.00000000,0.92649358,1.01745349
-4.85942971,3.20722329,0.01246867,0.83521963,0.68992223,1.38007960,0.00000000,0.94209072,1.03494227
-4.85342671,3.22766764,0.01249379,0.84679070,0.68604081,1.38042895,0.00000000,0.95249298,1.04597806
-4.84742371,3.22940735,0.01243164,0.85278648,0.67878288,1.37369859,0.00000000,0.95735667,1.05025405
-4.84142071,3.21190591,0.01228334,0.85304355,0.66810671,1.35968956,0.00000000,0.95645130,1.04760515
-4.83541771,3.17503856,0.01205184,0.84752004,0.65404265,1.33835979,0.00000000,0.94966894,1.03801466
-4.82941471,3.11910153,0.01174181,0.83629746,0.63669467,1.30982891,0.00000000,0.93702901,1.02161542
-4.82341171,3.04480552,0.01135947,0.81957821,0.61623893,1.27437683,0.00000000,0.91867839,0.99868567
-4.81740870,2.95325387,0.01091242,0.79767871,0.59291944,1.23243599,0.00000000,0.89488691,0.96963962
-4.81140570,2.84590668,0.01040930,0.77101872,0.56704112,1.18457801,0.00000000,0.86603841,0.93501341
-4.80540270,2.72453271,0.00985960,0.74010721,0.53896055,1.13149532,0.00000000,0.83261793,0.89544704
-4.79939970,2.59115163,0.00927329,0.70552556,0.50907504,1.07397885,0.00000000,0.79519558,0.85166323
-4.79339670,2.44796943,0.00866054,0.66790894,0.47781040,1.01289289,0.00000000,0.75440810,0.80444421
-4.78739370,2.29731015,0.00803146,0.62792663,0.44560818,0.94914836,0.00000000,0.71093873,0.75460751
-4.78139070,2.14154695,0.00739576,0.58626220,0.41291292,0.88367580,0.00000000,0.66549657,0.70298188
-4.77538769,1.98303574,0.00676260,0.54359451,0.38015995,0.81739925,0.00000000,0.61879624,0.65038423
-4.76938469,1.82405390,0.00614030,0.50058006,0.34776433,0.75121209,0.00000000,0.57153858,0.59759868
-4.76338169,1.66674647,0.00553627,0.45783756,0.31611130,0.68595592,0.00000000,0.52439341,0.54535827
-4.75737869,1.51308154,0.00495683,0.41593511,0.28554851,0.62240290,0.00000000,0.47798467,0.49433012
-4.75137569,1.36481612,0.00440719,0.37538030,0.25638028,0.56124239,0.00000000,0.43287852,0.44510413
-4.74537269,1.22347290,0.00389142,0.33661352,0.22886396,0.50307179,0.00000000,0.38957467,0.39818567
-4.73936968,1.09032810,0.00341247,0.30000430,0.20320829,0.44839186,0.00000000,0.34850095,0.35399195
-4.73336668,0.96640971,0.00297226,0.26585072,0.17957357,0.39760605,0.00000000,0.31001113,0.31285203
-4.72736368,0.85250520,0.00257170,0.23438149,0.15807364,0.35102371,0.00000000,0.27438564,0.27501005
-4.72136068,0.74917733,0.00221087,0.20576033,0.13877902,0.30886636,0.00000000,0.24183496,0.24063110
-4.71535768,0.65678639,0.00188913,0.18009223,0.12172119,0.27127661,0.00000000,0.21250517,0.20980937
-4.70935468,0.57551707,0.00160520,0.15743108,0.10689750,0.23832881,0.00000000,0.18648509,0.18257767
-4.70335168,0.50540818,0.00135738,0.13778811,0.09427638,0.21004081,0.00000000,0.16381457,0.15891805
-4.69734867,0.44638334,0.00114362,0.12114068,0.08380260,0.18638612,0.00000000,0.14449333,0.13877256
-4.69134567,0.39828098,0.00096165,0.10744088,0.07540222,0.16730565,0.00000000,0.12848982,0.12205391
-4.68534267,0.36088217,0.00080913,0.09662363,0.06898701,0.15271857,0.00000000,0.11574955,0.10865535
-4.67933967,0.33393492,0.00068369,0.08861377,0.06445826,0.14253174,0.00000000,0.10620270,0.09845946
-4.67333667,0.31717413,0.00058306,0.08333203,0.06170981,0.13664729,0.00000000,0.09977038,0.09134546
-4.66733367,0.31033623,0.00050509,0.08069946,0.06063018,0.13496805,0.00000000,0.09636951,0.08719496
-4.66133067,0.31316838,0.00044782,0.08064044,0.06110402,0.13740072,0.00000000,0.09591610,0.08589581
-4.65532766,0.32543181,0.00040951,0.08308407,0.06301273,0.14385669,0.00000000,0.09832680,0.08734429
-4.64932466,0.34689972,0.00038865,0.08796395,0.06623458,0.15425062,0.00000000,0.10351882,0.09144540
-4.64332166,0.37734988,0.00038394,0.09521658,0.07064424,0.16849689,0.00000000,0.11140836,0.09811154
-4.63731866,0.41655281,0.00039430,0.10477851,0.07611215,0.18650423,0.00000000,0.12190760,0.10725977
-4.63131566,0.46425625,0.00041883,0.11658229,0.08250366,0.20816896,0.00000000,0.13492063,0.11880772
-4.62531266,0.52016691,0.00045677,0.13055180,0.08967837,0.23336704,0.00000000,0.15033859,0.13266869
-4.61930965,0.58393077,0.00050750,0.14659695,0.09748957,0.26194577,0.00000000,0.16803436,0.14874602
-4.61330665,0.65511306,0.00057045,0.16460832,0.10578417,0.29371525,0.00000000,0.18785722,0.16692716
-4.60730365,0.73317932,0.00064506,0.18445195,0.11440308,0.32844055,0.00000000,0.20962779,0.18707795
-4.60130065,0.81747869,0.00073076,0.20596467,0.12318214,0.36583477,0.00000000,0.23313375,0.20903716
-4.59529765,0.90723083,0.00082689,0.22895033,0.13195370,0.40555379,0.00000000,0.25812664,0.23261197
-4.58929465,1.00151746,0.00093268,0.25317715,0.14054872,0.44719299,0.00000000,0.28432008,0.25757449
-4.58329165,1.09927954,0.00104721,0.27837661,0.14879946,0.49028643,0.00000000,0.31138965,0.28365971
-4.57728864,1.19932082,0.00116938,0.30424390,0.15654258,0.53430879,0.00000000,0.33897469,0.31056509
-4.57128564,1.30031814,0.00129788,0.33044022,0.16362253,0.57868012,0.00000000,0.36668203,0.33795202
-4.56528264,1.40083872,0.00143120,0.35659689,0.16989513,0.62277369,0.00000000,0.39409175,0.36544907
-4.55927964,1.49936417,0.00156763,0.38232127,0.17523110,0.66592659,0.00000000,0.42076472,0.39265733
-4.55327664,1.59432062,0.00170526,0.40720442,0.17951938,0.70745295,0.00000000,0.44625194,0.41915735
-4.54727364,1.68411419,0.00184203,0.43083008,0.18267010,0.74665945,0.00000000,0.47010508,0.44451792
-4.54127064,1.76717048,0.00197573,0.45278491,0.18461700,0.78286245,0.00000000,0.49188807,0.46830608
-4.53526763,1.84197654,0.00210410,0.47266946,0.18531918,0.81540615,0.00000000,0.51118910,0.49009813
-4.52926463,1.90712374,0.00222483,0.49010941,0.18476212,0.84368112,0.00000000,0.52763268,0.50949122
-4.52326163,1.96134960,0.00233569,0.50476667,0.18295782,0.86714230,0.00000000,0.54089097,0.52611501
-4.51725863,2.00357680,0.00243451,0.51634983,0.17994409,0.88532579,0.00000000,0.55069418,0.53964288
-4.51125563,2.03294747,0.00251933,0.52462344,0.17578309,0.89786353,0.00000000,0.55683920,0.54980218
-4.50525263,2.04885126,0.00258842,0.52941569,0.17055906,0.90449534,0.00000000,0.55919632,0.55638313
-4.49924962,2.05094579,0.00264031,0.53062419,0.16437534,0.90507764,0.00000000,0.55771357,0.55924575
-4.49324662,2.03916836,0.00267392,0.52821945,0.15735102,0.89958837,0.00000000,0.55241840,0.55832469
