energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.58579290,4.41877665,0.00313934,0.41163859,2.10012685,0.61981112,2.62191790,1.62800675,0.00913654,1.80041122
-5.57978989,4.45913176,0.00332506,0.39964559,2.11074739,0.64660335,2.54893280,1.63054581,0.00940058,1.84212233
-5.57378689,4.49742636,0.00352236,0.38729171,2.11787007,0.67323094,2.47182527,1.63326315,0.00967743,1.88210872
-5.56778389,4.53283204,0.00373115,0.37464545,2.12139108,0.69929703,2.39112861,1.63602514,0.00996141,1.91979064
-5.56178089,4.56442667,0.00395102,0.36177799,2.12120575,0.72438233,2.30743736,1.63865174,0.01024633,1.95455212
-5.55577789,4.59121255,0.00418124,0.34876101,2.11720800,0.74805543,2.22138815,1.64091852,0.01052556,1.98575507
-5.54977489,4.61214126,0.00442069,0.33566468,2.10929186,0.76988456,2.13364044,1.64256115,0.01079218,2.01275634
-5.54377189,4.62614456,0.00466784,0.32255587,2.09735525,0.78945033,2.04485778,1.64328257,0.01103913,2.03492728
-5.53776888,4.63217063,0.00492076,0.30949683,2.08130571,0.80635892,1.95569090,1.64276259,0.01125936,2.05167493
-5.53176588,4.62922433,0.00517713,0.29654433,2.06106799,0.82025534,1.86676322,1.64066997,0.01144603,2.06246407
-5.52576288,4.61640978,0.00543422,0.28374937,2.03659296,0.83083604,1.77865931,1.63667636,0.01159272,2.06683913
-5.51975988,4.59297347,0.00568896,0.27115751,2.00786732,0.83786040,1.69191690,1.63047160,0.01169361,2.06444479
-5.51375688,4.55834575,0.00593802,0.25880970,1.97492349,0.84116059,1.60702233,1.62177988,0.01174368,2.05504433
-5.50775388,4.51217860,0.00617782,0.24674363,1.93784896,0.84064913,1.52440947,1.61037572,0.01173890,2.03853466
-5.50175088,4.45437749,0.00640467,0.23499543,1.89679433,0.83632399,1.44446178,1.59609931,0.01167635,2.01495723
-5.49574787,4.38512574,0.00661482,0.22360169,1.85197953,0.82827072,1.36751702,1.57887008,0.01155438,1.98450401
-5.48974487,4.30489943,0.00680458,0.21260151,1.80369752,0.81666157,1.29387393,1.55869799,0.01137264,1.94751821
-5.48374187,4.21447211,0.00697042,0.20203857,1.75231510,0.80175153,1.22380028,1.53569170,0.01113214,1.90448937
-5.47773887,4.11490836,0.00710907,0.19196304,1.69827046,0.78387139,1.15754146,1.51006324,0.01083524,1.85604303
-5.47173587,4.00754616,0.00721761,0.18243318,1.64206745,0.76341805,1.09532887,1.48212864,0.01048556,1.80292509
-5.46573287,3.89396853,0.00729358,0.17351649,1.58426663,0.74084250,1.03738753,1.45230448,0.01008791,1.74598160
-5.45972986,3.77596529,0.00733502,0.16529047,1.52547327,0.71663588,0.98394227,1.42110017,0.00964810,1.68613466
-5.45372686,3.65548625,0.00734058,0.15784270,1.46632291,0.69131418,0.93522204,1.38910641,0.00917280,1.62435544
-5.44772386,3.53458779,0.00730951,0.15127051,1.40746486,0.66540227,0.89146218,1.35697998,0.00866930,1.56163535
-5.44172086,3.41537473,0.00724174,0.14567994,1.34954448,0.63941770,0.85290434,1.32542553,0.00814532,1.49895662
-5.43571786,3.29993991,0.00713787,0.14118428,1.29318497,0.61385510,0.81979416,1.29517506,0.00760878,1.43726338
-5.42971486,3.19030367,0.00699912,0.13790201,1.23896945,0.58917160,0.79237684,1.26696579,0.00706757,1.37743445
-5.42371186,3.08835571,0.00682736,0.13595436,1.18742415,0.56577390,0.77089091,1.24151745,0.00652937,1.32025884
-5.41770885,2.99580146,0.00662501,0.13546249,1.13900342,0.54400735,0.75556042,1.21950970,0.00600144,1.26641491
-5.41170585,2.91411489,0.00639502,0.13654439,1.09407728,0.52414747,0.74658611,1.20156069,0.00549049,1.21645394
-5.40570285,2.84449954,0.00614073,0.13931153,1.05292207,0.50639416,0.74413598,1.18820756,0.00500259,1.17078857
-5.39969985,2.78785896,0.00586581,0.14386541,1.01571445,0.49086862,0.74833567,1.17988954,0.00454302,1.12968661
-5.39369685,2.74477746,0.00557420,0.15029409,0.98252923,0.47761319,0.75925914,1.17693445,0.00411632,1.09327016
-5.38769385,2.71551175,0.00526993,0.15866873,0.95334092,0.46659392,0.77692013,1.17954884,0.00372618,1.06151998
-5.38169085,2.69999331,0.00495707,0.16904022,0.92802900,0.45770567,0.80126460,1.18781235,0.00337556,1.03428483
-5.37568784,2.69784119,0.00463963,0.18143618,0.90638656,0.45077957,0.83216473,1.20167620,0.00306667,1.01129523
-5.36968484,2.70838440,0.00432144,0.19585804,0.88813203,0.44559239,0.86941441,1.22096594,0.00280107,0.99218087
-5.36368184,2.73069271,0.00400611,0.21227874,0.87292333,0.44187745,0.91272663,1.24538815,0.00257975,0.97649103
-5.35767884,2.76361432,0.00369690,0.23064076,0.86037379,0.43933667,0.96173283,1.27454079,0.00240322,0.96371688
-5.35167584,2.80581883,0.00339675,0.25085477,0.85006917,0.43765308,1.01598413,1.30792658,0.00227161,0.95331483
-5.34567284,2.85584350,0.00310817,0.27279894,0.84158496,0.43650357,1.07495459,1.34496897,0.00218471,0.94472982
-5.33966983,2.91214090,0.00283322,0.29631898,0.83450315,0.43557110,1.13804627,1.38502972,0.00214210,0.93741763
-5.33366683,2.97312613,0.00257356,0.32122886,0.82842773,0.43455614,1.20459610,1.42742759,0.00214317,0.93086525
-5.32766383,3.03722158,0.00233038,0.34731246,0.82299835,0.43318677,1.27388421,1.47145718,0.00218715,0.92460852
-5.32166083,3.10289788,0.00210446,0.37432589,0.81790129,0.43122718,1.34514369,1.51640731,0.00227313,0.91824643
-5.31565783,3.16870938,0.00189620,0.40200072,0.81287766,0.42848429,1.41757138,1.56157820,0.00240006,0.91145144
-5.30965483,3.23332331,0.00170564,0.43004783,0.80772822,0.42481221,1.49033952,1.60629682,0.00256672,0.90397572
-5.30365183,3.29554186,0.00153249,0.45816200,0.80231492,0.42011460,1.56260787,1.64993016,0.00277163,0.89565309
-5.29764882,3.35431689,0.00137621,0.48602705,0.79655913,0.41434492,1.63353615,1.69189591,0.00301306,0.88639684
-5.29164582,3.40875734,0.00123606,0.51332130,0.79043687,0.40750451,1.70229634,1.73167050,0.00328890,0.87619380
-5.28564282,3.45812985,0.00111109,0.53972342,0.78397130,0.39963897,1.76808474,1.76879450,0.00359662,0.86509508
-5.27963982,3.50185339,0.00100026,0.56491834,0.77722322,0.39083291,1.83013336,1.80287551,0.00393320,0.85320426
-5.27363682,3.53948881,0.00090244,0.58860304,0.77027998,0.38120345,1.88772054,1.83358885,0.00429507,0.84066374
-5.26763382,3.57072478,0.00081645,0.61049222,0.76324365,0.37089296,1.94018058,1.86067631,0.00467807,0.82764011
-5.26163082,3.59536129,0.00074112,0.63032350,0.75621919,0.36006125,1.98691216,1.88394346,0.00507743,0.81430939
-5.25562781,3.61329208,0.00067527,0.64786214,0.74930311,0.34887776,2.02738562,1.90325596,0.00548780,0.80084303
-5.24962481,3.62448740,0.00061778,0.66290512,0.74257350,0.33751400,2.06114877,1.91853519,0.00590329,0.78739530
-5.24362181,3.62897796,0.00056761,0.67528444,0.73608190,0.32613667,2.08783149,1.92975372,0.00631753,0.77409290
-5.23761881,3.62684119,0.00052374,0.68486974,0.72984721,0.31490157,2.10714894,1.93693075,0.00672379,0.76102697
-5.23161581,3.61819013,0.00048529,0.69156993,0.72385230,0.30394871,2.11890347,1.94012785,0.00711512,0.74824809
-5.22561281,3.60316552,0.00045141,0.69533407,0.71804300,0.29339852,2.12298531,1.93944498,0.00748449,0.73576426
-5.21960980,3.58193072,0.00042138,0.69615140,0.71232973,0.28334932,2.11937204,1.93501687,0.00782500,0.72354170
-5.21360680,3.55466945,0.00039455,0.69405056,0.70659137,0.27387602,2.10812704,1.92700950,0.00813007,0.71150843
-5.20760380,3.52158559,0.00037035,0.68909799,0.70068116,0.26502993,2.08939674,1.91561674,0.00839360,0.69956002
-5.20160080,3.48290440,0.00034831,0.68139572,0.69443402,0.25683954,2.06340700,1.90105657,0.00861021,0.68756725
-5.19559780,3.43887437,0.00032802,0.67107848,0.68767502,0.24931206,2.03045844,1.88356708,0.00877537,0.67538485
-5.18959480,3.38976879,0.00030913,0.65831026,0.68022821,0.24243562,1.99092094,1.86340162,0.00888559,0.66286086
-5.18359180,3.33588645,0.00029139,0.64328044,0.67192545,0.23618179,1.94522719,1.84082331,0.00893849,0.64984606
-5.17758879,3.27755064,0.00027458,0.62619952,0.66261454,0.23050837,1.89386548,1.81609868,0.00893293,0.63620265
-5.17158579,3.21510632,0.00025854,0.60729459,0.65216647,0.22536215,1.83737170,1.78949053,0.00886900,0.62181200
-5.16558279,3.14891515,0.00024316,0.58680468,0.64048116,0.22068158,1.77632068,1.76125029,0.00874804,0.60658089
-5.15957979,3.07934854,0.00022835,0.56497600,0.62749162,0.21639924,1.71131697,1.73161011,0.00857258,0.59044603
-5.15357679,3.00677910,0.00021408,0.54205724,0.61316636,0.21244401,1.64298527,1.70077510,0.00834625,0.57337674
-5.14757379,2.93157105,0.00020031,0.51829508,0.59751001,0.20874298,1.57196054,1.66891626,0.00807363,0.55537581
-5.14157079,2.85407039,0.00018705,0.49392991,0.58056230,0.20522307,1.49887820,1.63616451,0.00776011,0.53647860
-5.13556778,2.77459555,0.00017431,0.46919199,0.56239552,0.20181231,1.42436445,1.60260642,0.00741171,0.51675057
-5.12956478,2.69342949,0.00016209,0.44429804,0.54311078,0.19844111,1.34902719,1.56828203,0.00703483,0.49628364
-5.12356178,2.61081398,0.00015043,0.41944841,0.52283343,0.19504317,1.27344749,1.53318515,0.00663613,0.47519161
-5.11755878,2.52694658,0.00013934,0.39482481,0.50170782,0.19155652,1.19817216,1.49726621,0.00622224,0.45360509
-5.11155578,2.44198103,0.00012884,0.37058874,0.47989191,0.18792442,1.12370739,1.46043790,0.00579965,0.43166616
-5.10555278,2.35603086,0.00011894,0.34688060,0.45755204,0.18409626,1.05051372,1.42258321,0.00537450,0.40952333
-5.09954977,2.26917651,0.00010965,0.32381937,0.43485796,0.18002862,0.97900244,1.38356579,0.00495245,0.38732681
-5.09354677,2.18147525,0.00010096,0.30150301,0.41197865,0.17568623,0.90953352,1.34324187,0.00453856,0.36522457
-5.08754377,2.09297366,0.00009287,0.28000935,0.38907875,0.17104300,0.84241491,1.30147333,0.00413723,0.34335920
-5.08154077,2.00372151,0.00008535,0.25939747,0.36631602,0.16608305,0.77790341,1.25814106,0.00375213,0.32186566
-5.07553777,1.91378654,0.00007838,0.23970948,0.34383963,0.16080158,0.71620667,1.21315786,0.00338618,0.30087009
-5.06953477,1.82326873,0.00007193,0.22097257,0.32178936,0.15520573,0.65748641,1.16648013,0.00304160,0.28048943
-5.06353177,1.73231352,0.00006597,0.20320117,0.30029558,0.14931514,0.60186252,1.11811775,0.00271987,0.26083193
-5.05752876,1.64112275,0.00006046,0.18639924,0.27947997,0.14316234,0.54941779,1.06814129,0.00242187,0.24199833
-5.05152576,1.54996290,0.00005537,0.17056246,0.25945673,0.13679287,0.50020318,1.01668651,0.00214788,0.22408363
-5.04552276,1.45916998,0.00005065,0.15568029,0.24033419,0.13026503,0.45424321,0.96395555,0.00189770,0.20717916
-5.03951976,1.36915075,0.00004629,0.14173786,0.22221666,0.12364944,0.41154130,0.91021500,0.00167069,0.19137490
-5.03351676,1.28038036,0.00004224,0.12871752,0.20520633,0.11702819,0.37208503,0.85579085,0.00146592,0.17676186
-5.02751376,1.19339651,0.00003847,0.11660018,0.18940507,0.11049377,0.33585082,0.80106071,0.00128220,0.16343425
-5.02151076,1.10879051,0.00003497,0.10536633,0.17491609,0.10414776,0.30280822,0.74644379,0.00111816,0.15149150
-5.01550775,1.02719584,0.00003171,0.09499670,0.16184520,0.09809925,0.27292353,0.69238914,0.00097234,0.14103981
-5.00950475,0.94927474,0.00002867,0.08547276,0.15030171,0.09246317,0.24616262,0.63936287,0.00084322,0.13219327
-5.00350175,0.87570365,0.00002584,0.07677683,0.14039887,0.08735843,0.22249317,0.58783502,0.00072932,0.12507433
-4.99749875,0.80715805,0.00002320,0.06889212,0.13225369,0.08290603,0.20188593,0.53826669,0.00062915,0.11981365
-4.99149575,0.74429733,0.00002075,0.06180251,0.12598623,0.07922698,0.18431537,0.49109801,0.00054133,0.11654920
-4.98549275,0.68775027,0.00001848,0.05549226,0.12171825,0.07644028,0.16975945,0.44673753,0.00046454,0.11542458
-4.97948974,0.63810144,0.00001638,0.04994556,0.11957118,0.07466077,0.15819869,0.40555320,0.00039758,0.11658650
-4.97348674,0.59587881,0.00001445,0.04514614,0.11966344,0.07399691,0.14961456,0.36786543,0.00033935,0.12018140
-4.96748374,0.56154266,0.00001268,0.04107676,0.12210712,0.07454855,0.14398716,0.33394206,0.00028884,0.12635127
-4.96148074,0.53547593,0.00001107,0.03771868,0.12700402,0.07640451,0.14129234,0.30399546,0.00024518,0.13522860
-4.95547774,0.51797575,0.00000960,0.03505127,0.13444116,0.07964021,0.14149837,0.27818143,0.00020758,0.14693064
-4.94947474,0.50924628,0.00000829,0.03305147,0.14448575,0.08431510,0.14456213,0.25659985,0.00017533,0.16155301
-4.94347174,0.50939258,0.00000711,0.03169342,0.15717994,0.09047019,0.15042509,0.23929671,0.00014783,0.17916288
-4.93746873,0.51841559,0.00000606,0.03094803,0.17253530,0.09812549,0.15900921,0.22626721,0.00012455,0.19979190
-4.93146573,0.53620799,0.00000513,0.03078269,0.19052744,0.10727758,0.17021283,0.21745976,0.00010503,0.22342920
-4.92546273,0.56255133,0.00000432,0.03116094,0.21109084,0.11789743,0.18390697,0.21278044,0.00008891,0.25001465
-4.91945973,0.59711424,0.00000361,0.03204230,0.23411435,0.12992841,0.19993200,0.21209776,0.00007584,0.27943292
-4.91345673,0.63945220,0.00000301,0.03338216,0.25943746,0.14328492,0.21809511,0.21524755,0.00006559,0.31150854
-4.90745373,0.68900907,0.00000248,0.03513175,0.28684785,0.15785146,0.23816873,0.22203772,0.00005794,0.34600245
-4.90145073,0.74512065,0.00000204,0.03723828,0.31608023,0.17348251,0.25989008,0.23225298,0.00005276,0.38261024
-4.89544772,0.80702078,0.00000167,0.03964519,0.34681699,0.19000326,0.28296204,0.24565922,0.00004997,0.42096260
-4.88944472,0.87385002,0.00000136,0.04229261,0.37869067,0.20721126,0.30705546,0.26200783,0.00004952,0.46062799
-4.88344172,0.94466725,0.00000110,0.04511793,0.41128840,0.22487916,0.33181303,0.28103970,0.00005144,0.50111785
-4.87743872,1.01846426,0.00000089,0.04805658,0.44415834,0.24275839,0.35685454,0.30248907,0.00005579,0.54189426
-4.87143572,1.09418304,0.00000072,0.05104296,0.47681812,0.26058393,0.38178364,0.32608723,0.00006270,0.58238008
-4.86543272,1.17073577,0.00000059,0.05401150,0.50876494,0.27807991,0.40619581,0.35156597,0.00007231,0.62197124
-4.85942971,1.24702676,0.00000048,0.05689791,0.53948727,0.29496603,0.42968730,0.37866087,0.00008482,0.66005090
-4.85342671,1.32197589,0.00000041,0.05964042,0.56847753,0.31096451,0.45186478,0.40711433,0.00010046,0.69600500
-4.84742371,1.39454268,0.00000035,0.06218110,0.59524549,0.32580737,0.47235533,0.43667825,0.00011947,0.72923870
-4.84142071,1.46375003,0.00000032,0.06446720,0.61933183,0.33924370,0.49081624,0.46711636,0.00014212,0.75919294
-4.83541771,1.52870687,0.00000030,0.06645236,0.64032122,0.35104676,0.50694443,0.49820595,0.00016866,0.78536066
-4.82941471,1.58862847,0.00000029,0.06809777,0.65785455,0.36102045,0.52048493,0.52973912,0.00019934,0.80730174
-4.82341171,1.64285377,0.00000030,0.06937305,0.67163963,0.36900496,0.53123796,0.56152323,0.00023438,0.82465634
-4.81740870,1.69085881,0.00000031,0.07025705,0.68146000,0.37488138,0.53906459,0.59338075,0.00027397,0.83715575
-4.81140570,1.73226568,0.00000034,0.07073826,0.68718147,0.37857496,0.54389040,0.62514829,0.00031821,0.84463059
-4.80540270,1.76684668,0.00000038,0.07081503,0.68875604,0.38005701,0.54570721,0.65667497,0.00036717,0.84701572
-4.79939970,1.79452339,0.00000042,0.07049547,0.68622321,0.37934527,0.54457267,0.68782012,0.00042079,0.84435199
-4.79339670,1.81536096,0.00000048,0.06979706,0.67970847,0.37650275,0.54060789,0.71845054,0.00047894,0.83678447
-4.78739370,1.82955783,0.00000054,0.06874597,0.66941920,0.37163522,0.53399305,0.74843741,0.00054136,0.82455761
-4.78139070,1.83743148,0.00000061,0.06737619,0.65563816,0.36488732,0.52496141,0.77765307,0.00060770,0.80800722
-4.77538769,1.83940108,0.00000069,0.06572839,0.63871482,0.35643759,0.51379178,0.80596801,0.00067747,0.78755007
-4.76938469,1.83596779,0.00000078,0.06384866,0.61905507,0.34649267,0.50079997,0.83324810,0.00075007,0.76367115
-4.76338169,1.82769383,0.00000088,0.06178717,0.59710959,0.33528080,0.48632941,0.85935260,0.00082482,0.73690953
-4.75737869,1.81518121,0.00000100,0.05959670,0.57336141,0.32304505,0.47074142,0.88413289,0.00090093,0.70784308
-4.75137569,1.79905113,0.00000113,0.05733123,0.54831319,0.31003646,0.45440540,0.90743227,0.00097757,0.67707285
-4.74537269,1.77992483,0.00000127,0.05504458,0.52247457,0.29650736,0.43768930,0.92908691,0.00105386,0.64520754
-4.73936968,1.75840671,0.00000144,0.05278912,0.49635008,0.28270508,0.42095067,0.94892802,0.00112893,0.61284856
-4.73336668,1.73507019,0.00000163,0.05061458,0.47042786,0.26886631,0.40452837,0.96678526,0.00120196,0.58057617
-4.72736368,1.71044657,0.00000186,0.04856710,0.44516958,0.25521213,0.38873536,0.98249122,0.00127221,0.54893699
-4.72136068,1.68501728,0.00000212,0.04668832,0.42100169,0.24194392,0.37385246,0.99588697,0.00133906,0.51843314
-4.71535768,1.65920922,0.00000243,0.04501477,0.39830820,0.22924010,0.36012328,1.00682832,0.00140209,0.48951320
-4.70935468,1.63339324,0.00000280,0.04357735,0.37742495,0.21725385,0.34775027,1.01519263,0.00146107,0.46256509
-4.70335168,1.60788516,0.00000323,0.04240104,0.35863562,0.20611158,0.33689197,1.02088578,0.00151606,0.43791083
-4.69734867,1.58294924,0.00000374,0.04150474,0.34216918,0.19591232,0.32766135,1.02384895,0.00156739,0.41580328
-4.69134567,1.55880327,0.00000435,0.04090130,0.32819890,0.18672779,0.32012526,1.02406491,0.00161569,0.39642463
-4.68534267,1.53562500,0.00000506,0.04059766,0.31684285,0.17860314,0.31430490,1.02156348,0.00166196,0.37988663
-4.67933967,1.51355926,0.00000590,0.04059515,0.30816559,0.17155831,0.31017728,1.01642572,0.00170749,0.36623250
-4.67333667,1.49272545,0.00000687,0.04088986,0.30218114,0.16558980,0.30767765,1.00878671,0.00175391,0.35544022
-4.66733367,1.47322476,0.00000801,0.04147320,0.29885701,0.16067292,0.30670274,0.99883666,0.00180314,0.34742719
-4.66133067,1.45514700,0.00000931,0.04233248,0.29811907,0.15676428,0.30711497,0.98682014,0.00185736,0.34205612
-4.65532766,1.43857657,0.00001081,0.04345157,0.29985725,0.15380463,0.30874731,0.97303344,0.00191898,0.33914187
-4.64932466,1.42359754,0.00001250,0.04481171,0.30393176,0.15172180,0.31140891,0.95782001,0.00199055,0.33845919
-4.64332166,1.41029759,0.00001442,0.04639225,0.31017976,0.15043379,0.31489139,0.94156414,0.00207468,0.33975120
