energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,3.64733559,0.01117946,0.47833248,1.39509859,0.29681793,3.50802325,1.48665524,0.01450641,1.11867610
-5.99399700,3.63431050,0.01109218,0.46808337,1.40511161,0.29733969,3.48288020,1.47132098,0.01492292,1.12931206
-5.98799400,3.62749582,0.01105484,0.45816382,1.41923454,0.29927056,3.45863544,1.45764712,0.01538918,1.14278966
-5.98199100,3.62734999,0.01106742,0.44868655,1.43751444,0.30261268,3.43585847,1.44595506,0.01590619,1.15909965
-5.97598799,3.63408227,0.01112776,0.43975165,1.45983608,0.30733169,3.41498769,1.43649488,0.01647345,1.17811579
-5.96998499,3.64763498,0.01123166,0.43144383,1.48592182,0.31335571,3.39631519,1.42943342,0.01708872,1.19959379
-5.96398199,3.66767665,0.01137298,0.42383026,1.51533807,0.32057561,3.37997885,1.42484577,0.01774788,1.22317505
-5.95797899,3.69360710,0.01154397,0.41695923,1.54750803,0.32884655,3.36596292,1.42271091,0.01844486,1.24839544
-5.95197599,3.72457476,0.01173546,0.41085973,1.58173055,0.33799092,3.35410687,1.42291171,0.01917161,1.27469883
-5.94597299,3.75950584,0.01193730,0.40554192,1.61720406,0.34780262,3.34412244,1.42523961,0.01991823,1.30145503
-5.93996998,3.79714444,0.01213869,0.40099855,1.65305492,0.35805257,3.33561784,1.42940383,0.02067316,1.32798130
-5.93396698,3.83610191,0.01232862,0.39720722,1.68836885,0.36849521,3.32812794,1.43504470,0.02142343,1.35356667
-5.92796398,3.87491313,0.01249625,0.39413328,1.72222395,0.37887594,3.32114842,1.44175045,0.02215506,1.37749797
-5.92196098,3.91209722,0.01263135,0.39173333,1.75372412,0.38893910,3.31417197,1.44907669,0.02285349,1.39908642
-5.91595798,3.94621958,0.01272462,0.38995890,1.78203120,0.39843608,3.30672428,1.45656758,0.02350403,1.41769352
-5.90995498,3.97595227,0.01276808,0.38876031,1.80639437,0.40713344,3.29839738,1.46377747,0.02409242,1.43275509
-5.90395198,4.00012955,0.01275523,0.38809021,1.82617579,0.41482051,3.28887836,1.47029197,0.02460528,1.44380228
-5.89794897,4.01779596,0.01268137,0.38790680,1.84087112,0.42131618,3.27797150,1.47574729,0.02503067,1.45047866
-5.89194597,4.02824445,0.01254360,0.38817637,1.85012434,0.42647463,3.26561235,1.47984688,0.02535848,1.45255260
-5.88594297,4.03104274,0.01234098,0.38887505,1.85373629,0.43018960,3.25187293,1.48237442,0.02558083,1.44992443
-5.87993997,4.02604672,0.01207442,0.38998965,1.85166686,0.43239724,3.23695762,1.48320269,0.02569238,1.44262811
-5.87393697,4.01340058,0.01174659,0.39151757,1.84403094,0.43307724,3.22119015,1.48229773,0.02569046,1.43082759
-5.86793397,3.99352378,0.01136182,0.39346580,1.83108871,0.43225221,3.20499249,1.47971830,0.02557521,1.41480808
-5.86193097,3.96708604,0.01092580,0.39584894,1.81323105,0.42998557,3.18885723,1.47561079,0.02534948,1.39496291
-5.85592796,3.93497193,0.01044539,0.39868668,1.79096101,0.42637785,3.17331529,1.47019980,0.02501871,1.37177674
-5.84992496,3.89823724,0.00992828,0.40200059,1.76487253,0.42156173,3.15890120,1.46377527,0.02459066,1.34580611
-5.84392196,3.85805975,0.00938276,0.40581067,1.73562758,0.41569614,3.14611832,1.45667668,0.02407505,1.31765841
-5.83791896,3.81568709,0.00881735,0.41013181,1.70393294,0.40895954,3.13540636,1.44927551,0.02348319,1.28797029
-5.83191596,3.77238448,0.00824058,0.41497044,1.67051771,0.40154297,3.12711344,1.44195669,0.02282746,1.25738667
-5.82591296,3.72938501,0.00766070,0.42032158,1.63611251,0.39364299,3.12147437,1.43510024,0.02212090,1.22654108
-5.81990995,3.68784487,0.00708548,0.42616648,1.60143109,0.38545495,3.11859666,1.42906393,0.02137666,1.19603840
-5.81390695,3.64880531,0.00652200,0.43247110,1.56715497,0.37716685,3.11845491,1.42416783,0.02060760,1.16644034
-5.80790395,3.61316293,0.00597651,0.43918543,1.53392124,0.36895401,3.12089396,1.42068145,0.01982584,1.13825416
-5.80190095,3.58164902,0.00545437,0.44624379,1.50231372,0.36097479,3.12564008,1.41881393,0.01904249,1.11192480
-5.79589795,3.55481819,0.00495997,0.45356601,1.47285720,0.35336741,3.13231948,1.41870771,0.01826730,1.08783037
-5.78989495,3.53304622,0.00449672,0.46105958,1.44601444,0.34624804,3.14048249,1.42043564,0.01750853,1.06628064
-5.78389195,3.51653603,0.00406710,0.46862238,1.42218543,0.33970996,3.14963159,1.42400150,0.01677286,1.04751841
-5.77788894,3.50533096,0.00367271,0.47614610,1.40170838,0.33382398,3.15925123,1.42934372,0.01606535,1.03172299
-5.77188594,3.49933352,0.00331433,0.48351996,1.38486181,0.32863980,3.16883730,1.43634179,0.01538952,1.01901552
-5.76588294,3.49832833,0.00299203,0.49063450,1.37186724,0.32418821,3.17792419,1.44482485,0.01474748,1.00946526
-5.75987994,3.50200733,0.00270529,0.49738538,1.36289195,0.32048406,3.18610771,1.45458186,0.01414011,1.00309666
-5.75387694,3.50999567,0.00245310,0.50367672,1.35805144,0.31752964,3.19306220,1.46537270,0.01356728,0.99989646
-5.74787394,3.52187694,0.00223407,0.50942398,1.35741143,0.31531840,3.19855122,1.47693958,0.01302807,0.99982057
-5.74187094,3.53721637,0.00204652,0.51455614,1.36098915,0.31383877,3.20243089,1.48901812,0.01252103,1.00280049
-5.73586793,3.55558115,0.00188858,0.51901710,1.36875409,0.31307786,3.20464627,1.50134763,0.01204441,1.00874898
-5.72986493,3.57655727,0.00175828,0.52276619,1.38062825,0.31302500,3.20522112,1.51368021,0.01159640,1.01756493
-5.72386193,3.59976247,0.00165358,0.52577785,1.39648621,0.31367490,3.20424205,1.52578826,0.01117525,1.02913760
-5.71785893,3.62485539,0.00157248,0.52804055,1.41615527,0.31503029,3.20183842,1.53747035,0.01077949,1.04334999
-5.71185593,3.65154115,0.00151302,0.52955497,1.43941593,0.31710406,3.19815951,1.54855535,0.01040799,1.06008181
-5.70585293,3.67957369,0.00147332,0.53033168,1.46600314,0.31992074,3.19335075,1.55890488,0.01006004,1.07921183
-5.69984992,3.70875557,0.00145160,0.53038846,1.49560851,0.32351738,3.18753063,1.56841422,0.00973540,1.10062002
-5.69384692,3.73893560,0.00144620,0.52974749,1.52788363,0.32794364,3.18076991,1.57701194,0.00943425,1.12418923
-5.68784392,3.77000522,0.00145562,0.52843255,1.56244465,0.33326125,3.17307459,1.58465849,0.00915723,1.14980679
-5.68184092,3.80189376,0.00147845,0.52646650,1.59887814,0.33954277,3.16437369,1.59134402,0.00890528,1.17736565
-5.67583792,3.83456332,0.00151347,0.52386920,1.63674803,0.34686955,3.15451261,1.59708568,0.00867965,1.20676526
-5.66983492,3.86800333,0.00155958,0.52065592,1.67560351,0.35532913,3.14325244,1.60192468,0.00848178,1.23791189
-5.66383192,3.90222495,0.00161585,0.51683644,1.71498746,0.36501189,3.13027519,1.60592324,0.00831318,1.27071826
-5.65782891,3.93725531,0.00168151,0.51241491,1.75444516,0.37600713,3.11519471,1.60916148,0.00817539,1.30510239
-5.65182591,3.97313140,0.00175596,0.50739022,1.79353285,0.38839860,3.09757232,1.61173444,0.00806986,1.34098538
-5.64582291,4.00989332,0.00183874,0.50175717,1.83182558,0.40225953,3.07693642,1.61374903,0.00799785,1.37828822
-5.63981991,4.04757676,0.00192960,0.49550805,1.86892416,0.41764738,3.05280478,1.61532090,0.00796039,1.41692724
-5.63381691,4.08620429,0.00202845,0.48863463,1.90446072,0.43459834,3.02470817,1.61657116,0.00795815,1.45680867
-5.62781391,4.12577547,0.00213533,0.48113036,1.93810255,0.45312183,2.99221414,1.61762272,0.00799144,1.49782199
-5.62181091,4.16625562,0.00225048,0.47299256,1.96955428,0.47319516,2.95494935,1.61859619,0.00806010,1.53983268
-5.61580790,4.20756347,0.00237422,0.46422450,1.99855799,0.49475867,2.91261957,1.61960532,0.00816347,1.58267452
-5.60980490,4.24955810,0.00250703,0.45483713,2.02489167,0.51771150,2.86502602,1.62075182,0.00830032,1.62614187
-5.60380190,4.29202562,0.00264940,0.44485038,2.04836597,0.54190835,2.81207747,1.62211983,0.00846883,1.66998254
-5.59779890,4.33466643,0.00280191,0.43429387,2.06881959,0.56715743,2.75379741,1.62376999,0.00866656,1.71389184
-5.59179590,4.37708408,0.00296507,0.42320702,2.08611388,0.59321993,2.69032618,1.62573356,0.00889038,1.75750820
