energy_ev,total_up,C_s_up,C_p_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-5.50775388,1.87455636,0.00624069,0.19104945,0.48470740,0.38710922,0.01940820,0.86232255
-5.50175088,1.85094136,0.00588858,0.18696384,0.47561421,0.38164232,0.01889310,0.85476684
-5.49574787,1.82006463,0.00552328,0.18231367,0.46549388,0.37472606,0.01830199,0.84360815
-5.48974487,1.78271123,0.00514995,0.17719278,0.45459464,0.36652807,0.01764782,0.82918584
-5.48374187,1.73983891,0.00477365,0.17170643,0.44319688,0.35724893,0.01694477,0.81193033
-5.47773887,1.69255376,0.00439919,0.16596863,0.43160730,0.34711695,0.01620788,0.79235217
-5.47173587,1.64208028,0.00403102,0.16009919,0.42015197,0.33638204,0.01545265,0.77102786
-5.46573287,1.58972676,0.00367318,0.15422066,0.40916836,0.32530874,0.01469466,0.74858283
-5.45972986,1.53684707,0.00332919,0.14845513,0.39899652,0.31416870,0.01394915,0.72567228
-5.45372686,1.48480014,0.00300205,0.14292116,0.38996976,0.30323282,0.01323068,0.70296042
-5.44772386,1.43490854,0.00269420,0.13773072,0.38240497,0.29276329,0.01255273,0.68109897
-5.44172086,1.38841781,0.00240754,0.13298638,0.37659299,0.28300586,0.01192742,0.66070573
-5.43571786,1.34645795,0.00214343,0.12877880,0.37278948,0.27418261,0.01136524,0.64234409
-5.42971486,1.31000863,0.00190274,0.12518460,0.37120652,0.26648548,0.01087483,0.62650425
-5.42371186,1.27986956,0.00168589,0.12226469,0.37200533,0.26007083,0.01046286,0.61358692
-5.41770885,1.25663712,0.00149293,0.12006315,0.37529068,0.25505527,0.01013394,0.60389019
-5.41170585,1.24068828,0.00132357,0.11860671,0.38110693,0.25151287,0.00989059,0.59760017
-5.40570285,1.23217255,0.00117727,0.11790484,0.38943629,0.24947396,0.00973332,0.59478562
-5.39969985,1.23101222,0.00105330,0.11795048,0.40019923,0.24892550,0.00966079,0.59539706
-5.39369685,1.23691092,0.00095082,0.11872133,0.41325723,0.24981307,0.00966995,0.59927010
-5.38769385,1.24937028,0.00086893,0.12018174,0.42841779,0.25204437,0.00975631,0.60613324
-5.38169085,1.26771381,0.00080673,0.12228501,0.44544151,0.25549409,0.00991425,0.61561943
-5.37568784,1.29111718,0.00076337,0.12497611,0.46405103,0.26000993,0.01013733,0.62728128
-5.36968484,1.31864347,0.00073813,0.12819457,0.48394148,0.26541953,0.01041869,0.64060907
-5.36368184,1.34928185,0.00073040,0.13187745,0.50479188,0.27153799,0.01075135,0.65505086
-5.35767884,1.38198812,0.00073976,0.13596225,0.52627709,0.27817562,0.01112863,0.67003393
-5.35167584,1.41572524,0.00076596,0.14038958,0.54807967,0.28514554,0.01154442,0.68498660
-5.34567284,1.44950196,0.00080895,0.14510540,0.56990109,0.29227090,0.01199354,0.69935956
-5.33966983,1.48240814,0.00086888,0.15006278,0.59147172,0.29939121,0.01247192,0.71264571
-5.33366683,1.51364495,0.00094607,0.15522299,0.61255915,0.30636764,0.01297679,0.72439791
-5.32766383,1.54254879,0.00104098,0.16055594,0.63297431,0.31308697,0.01350673,0.73424366
-5.32166083,1.56860802,0.00115422,0.16603981,0.65257522,0.31946401,0.01406174,0.74189640
-5.31565783,1.59147180,0.00128644,0.17166005,0.67126803,0.32544250,0.01464303,0.74716281
-5.30965483,1.61095099,0.00143834,0.17740765,0.68900552,0.33099435,0.01525293,0.74994603
-5.30365183,1.62701117,0.00161055,0.18327687,0.70578292,0.33611745,0.01589454,0.75024467
-5.29764882,1.63975850,0.00180362,0.18926259,0.72163157,0.34083202,0.01657141,0.74814785
-5.29164582,1.64941937,0.00201790,0.19535735,0.73661060,0.34517593,0.01728714,0.74382665
-5.28564282,1.65631510,0.00225350,0.20154836,0.75079730,0.34919918,0.01804489,0.73752231
-5.27963982,1.66083314,0.00251019,0.20781472,0.76427660,0.35295785,0.01884695,0.72953202
-5.27363682,1.66339653,0.00278738,0.21412490,0.77713042,0.35650794,0.01969426,0.72019296
-5.26763382,1.66443313,0.00308399,0.22043486,0.78942739,0.35989948,0.02058601,0.70986526
-5.26163082,1.66434638,0.00339848,0.22668677,0.80121368,0.36317110,0.02151928,0.69891494
-5.25562781,1.66348906,0.00372876,0.23280870,0.81250536,0.36634558,0.02248878,0.68769733
-5.24962481,1.66214131,0.00407220,0.23871507,0.82328276,0.36942643,0.02348667,0.67654193
-5.24362181,1.66049390,0.00442559,0.24430815,0.83348718,0.37239584,0.02450255,0.66573915
-5.23761881,1.65863757,0.00478525,0.24948036,0.84302015,0.37521393,0.02552354,0.65552949
-5.23161581,1.65655855,0.00514696,0.25411747,0.85174516,0.37781958,0.02653453,0.64609565
-5.22561281,1.65414055,0.00550613,0.25810244,0.85949197,0.38013245,0.02751854,0.63755750
-5.21960980,1.65117262,0.00585782,0.26131975,0.86606304,0.38205636,0.02845717,0.62997033
-5.21360680,1.64736247,0.00619687,0.26366004,0.87124194,0.38348372,0.02933124,0.62332602
-5.20760380,1.64235422,0.00651802,0.26502479,0.87480316,0.38430067,0.03012140,0.61755711
-5.20160080,1.63574962,0.00681605,0.26533086,0.87652287,0.38439282,0.03080884,0.61254334
-5.19559780,1.62713151,0.00708592,0.26451458,0.87619008,0.38365118,0.03137602,0.60812039
-5.18959480,1.61608825,0.00732292,0.26253524,0.87361767,0.38197803,0.03180736,0.60409012
-5.18359180,1.60223799,0.00752282,0.25937781,0.86865272,0.37929241,0.03208988,0.60023202
-5.17758879,1.58525151,0.00768200,0.25505470,0.86118567,0.37553494,0.03221376,0.59631522
-5.17158579,1.56487263,0.00779758,0.24960658,0.85115793,0.37067190,0.03217285,0.59211042
-5.16558279,1.54093542,0.00786754,0.24310207,0.83856760,0.36469819,0.03196492,0.58740143
-5.15957979,1.51337738,0.00789078,0.23563659,0.82347304,0.35763926,0.03159195,0.58199569
-5.15357679,1.48224834,0.00786721,0.22733011,0.80599428,0.34955182,0.03106011,0.57573337
-5.14757379,1.44771465,0.00779776,0.21832426,0.78631208,0.34052344,0.03037974,0.56849483
-5.14157079,1.41005895,0.00768440,0.20877872,0.76466504,0.33067105,0.02956507,0.56020609
-5.13556778,1.36967543,0.00753010,0.19886719,0.74134457,0.32013842,0.02863391,0.55084218
-5.12956478,1.32706129,0.00733881,0.18877311,0.71668835,0.30909288,0.02760718,0.54042843
-5.12356178,1.28280464,0.00711533,0.17868532,0.69107239,0.29772130,0.02650844,0.52903958
-5.11755878,1.23756976,0.00686523,0.16879384,0.66490216,0.28622565,0.02536325,0.51679701
-5.11155578,1.19208025,0.00659476,0.15928593,0.63860309,0.27481827,0.02419859,0.50386420
-5.10555278,1.14710088,0.00631063,0.15034259,0.61261098,0.26371698,0.02304221,0.49044072
-5.09954977,1.10341886,0.00601996,0.14213547,0.58736255,0.25314029,0.02192205,0.47675515
-5.09354677,1.06182510,0.00573006,0.13482441,0.56328644,0.24330276,0.02086565,0.46305713
-5.08754377,1.02309622,0.00544827,0.12855544,0.54079510,0.23441061,0.01989958,0.44960907
-5.08154077,0.98797748,0.00518186,0.12345929,0.52027749,0.22665776,0.01904893,0.43667769
-5.07553777,0.95716726,0.00493782,0.11965035,0.50209299,0.22022216,0.01833693,0.42452591
-5.06953477,0.93130314,0.00472276,0.11722592,0.48656639,0.21526255,0.01778447,0.41340516
-5.06353177,0.91094977,0.00454279,0.11626572,0.47398410,0.21191560,0.01740981,0.40354849
-5.05752876,0.89658854,0.00440337,0.11683149,0.46459134,0.21029341,0.01722824,0.39516466
-5.05152576,0.88860905,0.00430922,0.11896661,0.45859039,0.21048128,0.01725187,0.38843320
-5.04552276,0.88730224,0.00426427,0.12269572,0.45613973,0.21253591,0.01748933,0.38350067
-5.03951976,0.89285524,0.00427155,0.12802408,0.45735385,0.21648370,0.01794565,0.38047804
-5.03351676,0.90534765,0.00433316,0.13493704,0.46230371,0.22231955,0.01862209,0.37943927
-5.02751376,0.92474953,0.00445019,0.14339917,0.47101764,0.23000589,0.01951597,0.38042094
-5.02151076,0.95092083,0.00462278,0.15335352,0.48348272,0.23947207,0.02062067,0.38342293
-5.01550775,0.98361247,0.00485003,0.16472085,0.49964640,0.25061435,0.02192554,0.38841004
-5.00950475,1.02246925,0.00513003,0.17739910,0.51941841,0.26329636,0.02341597,0.39531445
-5.00350175,1.06703452,0.00545992,0.19126308,0.54267299,0.27735023,0.02507348,0.40403895
-4.99749875,1.11675697,0.00583587,0.20616475,0.56925129,0.29257854,0.02687592,0.41446064
-4.99149575,1.17099947,0.00625318,0.22193398,0.59896399,0.30875707,0.02879774,0.42643528
-4.98549275,1.22905015,0.00670633,0.23838008,0.63159419,0.32563849,0.03081040,0.43980185
-4.97948974,1.29013551,0.00718906,0.25529417,0.66690042,0.34295690,0.03288283,0.45438732
-4.97348674,1.35343565,0.00769450,0.27245233,0.70461973,0.36043331,0.03498208,0.47001141
-4.96748374,1.41810107,0.00821524,0.28961963,0.74447087,0.37778188,0.03707396,0.48649130
-4.96148074,1.48327090,0.00874351,0.30655493,0.78615736,0.39471675,0.03912383,0.50364587
-4.95547774,1.54809183,0.00927128,0.32301639,0.82937037,0.41095944,0.04109747,0.52129965
-4.94947474,1.61173731,0.00979046,0.33876741,0.87379132,0.42624630,0.04296193,0.53928597
-4.94347174,1.67342623,0.01029300,0.35358291,0.91909411,0.44033601,0.04468643,0.55744954
-4.93746873,1.73244045,0.01077110,0.36725567,0.96494680,0.45301668,0.04624322,0.57564810
-4.93146573,1.78814049,0.01121733,0.37960242,1.01101297,0.46411228,0.04760836,0.59375329
-4.92546273,1.83997883,0.01162483,0.39046951,1.05695249,0.47348818,0.04876244,0.61165065
-4.91945973,1.88751022,0.01198742,0.39973774,1.10242203,0.48105544,0.04969118,0.62923889
-4.91345673,1.93039884,0.01229977,0.40732639,1.14707540,0.48677385,0.05038578,0.64642847
-4.90745373,1.96842194,0.01255749,0.41319594,1.19056387,0.49065338,0.05084321,0.66313975
-4.90145073,2.00147005,0.01275722,0.41734961,1.23253683,0.49275402,0.05106625,0.67930083
-4.89544772,2.02954393,0.01289673,0.41983347,1.27264295,0.49318418,0.05106331,0.69484537
-4.88944472,2.05274850,0.01297494,0.42073519,1.31053218,0.49209743,0.05084809,0.70971058
-4.88344172,2.07128419,0.01299193,0.42018144,1.34585874,0.48968793,0.05043907,0.72383553
-4.87743872,2.08543622,0.01294894,0.41833403,1.37828531,0.48618472,0.04985876,0.73716011
-4.87143572,2.09556235,0.01284829,0.41538494,1.40748834,0.48184489,0.04913291,0.74962456
-4.86543272,2.10207965,0.01269332,0.41155046,1.43316464,0.47694614,0.04828956,0.76116978
-4.85942971,2.10545069,0.01248826,0.40706460,1.45503881,0.47177886,0.04735805,0.77173833
-4.85342671,2.10616977,0.01223813,0.40217213,1.47287146,0.46663792,0.04636801,0.78127608
-4.84742371,2.10474931,0.01194853,0.39712128,1.48646760,0.46181460,0.04534834,0.78973428
-4.84142071,2.10170691,0.01162552,0.39215660,1.49568490,0.45758873,0.04432633,0.79707201
-4.83541771,2.09755305,0.01127544,0.38751203,1.50044117,0.45422133,0.04332680,0.80325859
-4.82941471,2.09277970,0.01090469,0.38340441,1.50072064,0.45194793,0.04237138,0.80827590
-4.82341171,2.08784981,0.01051960,0.38002772,1.49657841,0.45097262,0.04147798,0.81212022
-4.81740870,2.08318779,0.01012624,0.37754808,1.48814280,0.45146309,0.04066041,0.81480350
-4.81140570,2.07917098,0.00973031,0.37609974,1.47561515,0.45354667,0.03992817,0.81635386
-4.80540270,2.07612223,0.00933699,0.37578205,1.45926700,0.45730747,0.03928642,0.81681526
-4.79939970,2.07430365,0.00895087,0.37665762,1.43943464,0.46278463,0.03873612,0.81624633
-4.79339670,2.07391166,0.00857585,0.37875152,1.41651106,0.46997187,0.03827436,0.81471831
-4.78739370,2.07507354,0.00821519,0.38205167,1.39093582,0.47881805,0.03789474,0.81231244
-4.78139070,2.07784560,0.00787143,0.38651032,1.36318300,0.48922911,0.03758795,0.80911675
-4.77538769,2.08221321,0.00754646,0.39204654,1.33374803,0.50107101,0.03734238,0.80522255
-4.76938469,2.08809273,0.00724155,0.39854973,1.30313381,0.51417385,0.03714477,0.80072089
-4.76338169,2.09533543,0.00695748,0.40588384,1.27183678,0.52833688,0.03698089,0.79569911
-4.75737869,2.10373345,0.00669455,0.41389234,1.24033364,0.54333444,0.03683618,0.79023782
-4.75137569,2.11302751,0.00645275,0.42240363,1.20906911,0.55892249,0.03669638,0.78440826
-4.74537269,2.12291621,0.00623179,0.43123674,1.17844526,0.57484560,0.03654806,0.77827046
-4.73936968,2.13306663,0.00603127,0.44020714,1.14881275,0.59084414,0.03637904,0.77187191
-4.73336668,2.14312553,0.00585069,0.44913238,1.12046418,0.60666146,0.03617876,0.76524703
-4.72736368,2.15273087,0.00568956,0.45783731,1.09362964,0.62205065,0.03593849,0.75841722
-4.72136068,2.16152294,0.00554746,0.46615882,1.06847442,0.63678073,0.03565147,0.75139144
-4.71535768,2.16915454,0.00542400,0.47394978,1.04509883,0.65064198,0.03531290,0.74416725
-4.70935468,2.17529973,0.00531892,0.48108210,1.02353976,0.66345017,0.03491987,0.73673208
-4.70335168,2.17966070,0.00523198,0.48744874,1.00377400,0.67504958,0.03447118,0.72906462
-4.69734867,2.18197252,0.00516300,0.49296476,0.98572276,0.68531457,0.03396713,0.72113630
-4.69134567,2.18200552,0.00511176,0.49756724,0.96925726,0.69414990,0.03340927,0.71291260
-4.68534267,2.17956545,0.00507796,0.50121424,0.95420518,0.70148958,0.03280008,0.70435426
-4.67933967,2.17449152,0.00506116,0.50388290,0.94035754,0.70729457,0.03214268,0.69541833
-4.67333667,2.16665283,0.00506068,0.50556676,0.92747614,0.71154947,0.03144060,0.68605902
-4.66733367,2.15594348,0.00507556,0.50627266,0.91530105,0.71425836,0.03069751,0.67622849
-4.66133067,2.14227715,0.00510450,0.50601733,0.90355837,0.71544026,0.02991701,0.66587756
-4.65532766,2.12558169,0.00514585,0.50482388,0.89196805,0.71512440,0.02910255,0.65495652
-4.64932466,2.10579439,0.00519752,0.50271865,0.88025164,0.71334578,0.02825728,0.64341604
-4.64332166,2.08285855,0.00525706,0.49972837,0.86814019,0.71014115,0.02738405,0.63120831
-4.63731866,2.05672189,0.00532165,0.49587810,0.85538192,0.70554591,0.02648541,0.61828848
-4.63131566,2.02733708,0.00538815,0.49118995,0.84174996,0.69959209,0.02556369,0.60461636
-4.62531266,1.99466474,0.00545317,0.48568274,0.82704981,0.69230748,0.02462110,0.59015851
-4.61930965,1.95867885,0.00551317,0.47937269,0.81112653,0.68371624,0.02365980,0.57489054
-4.61330665,1.91937455,0.00556454,0.47227509,0.79387165,0.67384071,0.02268206,0.55879959
-4.60730365,1.87677780,0.00560374,0.46440695,0.77522949,0.66270461,0.02169041,0.54188703
-4.60130065,1.83095677,0.00562742,0.45579045,0.75520280,0.65033726,0.02068768,0.52417097
-4.59529765,1.78203401,0.00563250,0.44645702,0.73385768,0.63677875,0.01967719,0.50568871
-4.58929465,1.73019899,0.00561634,0.43645190,0.71132744,0.62208568,0.01866275,0.48649884
-4.58329165,1.67572014,0.00557677,0.42583886,0.68781541,0.60633710,0.01764873,0.46668292
-4.57728864,1.61895569,0.00551223,0.41470491,0.66359649,0.58964047,0.01664011,0.44634650
-4.57128564,1.56036263,0.00542179,0.40316457,0.63901732,0.57213708,0.01564239,0.42561959
-4.56528264,1.50050314,0.00530519,0.39136366,0.61449504,0.55400669,0.01466161,0.40465629
-4.55927964,1.44004789,0.00516287,0.37948217,0.59051452,0.53547112,0.01370427,0.38363372
-4.55327664,1.37977593,0.00499592,0.36773610,0.56762399,0.51679636,0.01277720,0.36275005
-4.54727364,1.32057073,0.00480607,0.35637805,0.54642903,0.49829320,0.01188749,0.34222198
-4.54127064,1.26341224,0.00459558,0.34569638,0.52758493,0.48031599,0.01104238,0.32228131
-4.53526763,1.20936505,0.00436722,0.33601300,0.51178735,0.46325970,0.01024910,0.30317109
-4.52926463,1.15956265,0.00412410,0.32767945,0.49976132,0.44755498,0.00951477,0.28514115
-4.52326163,1.11518811,0.00386960,0.32107164,0.49224853,0.43366156,0.00884627,0.26844332
-4.51725863,1.07745139,0.00360728,0.31658295,0.48999313,0.42205988,0.00825010,0.25332634
-4.51125563,1.04756400,0.00334071,0.31461611,0.49372586,0.41324123,0.00773229,0.24003069
-4.50525263,1.02671124,0.00307341,0.31557374,0.50414704,0.40769661,0.00729826,0.22878334
-4.49924962,1.01602299,0.00280873,0.31984806,0.52190831,0.40590459,0.00695277,0.21979266
-4.49324662,1.01654351,0.00254977,0.32780971,0.54759374,0.40831854,0.00669981,0.21324358
-4.48724362,1.02920134,0.00229934,0.33979634,0.58170062,0.41535352,0.00654250,0.20929302
-4.48124062,1.05477996,0.00205988,0.35610104,0.62462048,0.42737328,0.00648310,0.20806587
-4.47523762,1.09389030,0.00183341,0.37696115,0.67662109,0.44467783,0.00652291,0.20965148
-4.46923462,1.14694610,0.00162159,0.40254790,0.73783018,0.46749194,0.00666229,0.21410088
-4.46323162,1.21414302,0.00142565,0.43295724,0.80822166,0.49595515,0.00690066,0.22142471
-4.45722861,1.29544263,0.00124644,0.46820225,0.88760526,0.53011346,0.00723652,0.23159217
-4.45122561,1.39056207,0.00108447,0.50820775,0.97562032,0.56991350,0.00766751,0.24453076
-4.44522261,1.49897026,0.00093994,0.55280719,1.07173464,0.61519910,0.00819050,0.26012724
-4.43921961,1.61989110,0.00081277,0.60174227,1.17524880,0.66571085,0.00880167,0.27822954
-4.43321661,1.75231421,0.00070269,0.65466552,1.28530637,0.72108859,0.00949670,0.29864982
-4.42721361,1.89501308,0.00060926,0.71114573,1.40091023,0.78087712,0.01027086,0.32116853
-4.42121061,2.04657042,0.00053192,0.77067630,1.52094452,0.84453474,0.01111925,0.34553942
-4.41520760,2.20540995,0.00047007,0.83268623,1.64420195,0.91144473,0.01203690,0.37149539
-4.40920460,2.36983364,0.00042308,0.89655343,1.76941522,0.98092906,0.01301902,0.39875490
-4.40320160,2.53806299,0.00039031,0.96161974,1.89529155,1.05226408,0.01406109,0.42702869
-4.39719860,2.70828246,0.00037118,1.02720713,2.02054851,1.12469742,0.01515907,0.45602666
-4.39119560,2.87868339,0.00036516,1.09263428,2.14394963,1.19746531,0.01630939,0.48546437
-4.38519260,3.04750605,0.00037175,1.15723279,2.26433775,1.26980975,0.01750909,0.51506895
-4.37918959,3.21307802,0.00039052,1.22036225,2.38066433,1.34099450,0.01875572,0.54458417
-4.37318659,3.37384684,0.00042110,1.28142340,2.49201303,1.41031931,0.02004730,0.57377424
-4.36718359,3.52840538,0.00046312,1.33986873,2.59761616,1.47713174,0.02138210,0.60242620
-4.36118059,3.67550879,0.00051622,1.39521014,2.69686287,1.54083599,0.02275846,0.63035074
-4.35517759,3.81408225,0.00058002,1.44702328,2.78929874,1.60089852,0.02417444,0.65738154
-4.34917459,3.94321963,0.00065406,1.49494842,2.87461670,1.65685034,0.02562751,0.68337293
-4.34317159,4.06217349,0.00073784,1.53868825,2.95263994,1.70828618,0.02711414,0.70819632
-4.33716858,4.17033767,0.00083068,1.57800272,3.02329807,1.75486083,0.02862943,0.73173563
-4.33116558,4.26722425,0.00093181,1.61270170,3.08659823,1.79628320,0.03016674,0.75388192
-4.32516258,4.35243693,0.00104027,1.64263613,3.14259325,1.83230905,0.03171736,0.77452802
-4.31915958,4.42564352,0.00115491,1.66768854,3.19134941,1.86273296,0.03327027,0.79356325
-4.31315658,4.48654977,0.00127442,1.68776389,3.23291608,1.88738063,0.03481201,0.81086914
-4.30715358,4.53487741,0.00139727,1.70278151,3.26729989,1.90610231,0.03632664,0.82631619
