energy_ev,total_up,B_p_up,B_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.85592796,0.11663147,0.00534329,0.00000000,0.05073064,0.03775531,0.00385864,0.02990655
-5.84992496,0.10933004,0.00523138,0.00000000,0.04653624,0.03491983,0.00401700,0.02775801
-5.84392196,0.10607633,0.00532620,0.00000000,0.04394681,0.03338064,0.00435017,0.02663365
-5.83791896,0.10674693,0.00562563,0.00000000,0.04290333,0.03308509,0.00485920,0.02649585
-5.83191596,0.11125362,0.00612947,0.00000000,0.04335794,0.03399253,0.00554726,0.02731585
-5.82591296,0.11953798,0.00683910,0.00000000,0.04527264,0.03607268,0.00641913,0.02907263
-5.81990995,0.13156408,0.00775690,0.00000000,0.04861731,0.03930339,0.00748054,0.03175119
-5.81390695,0.14730935,0.00888569,0.00000000,0.05336697,0.04366794,0.00873756,0.03534039
-5.80790395,0.16675398,0.01022804,0.00000000,0.05949849,0.04915176,0.01019577,0.03983044
-5.80190095,0.18986928,0.01178555,0.00000000,0.06698679,0.05573898,0.01185952,0.04521011
-5.79589795,0.21660524,0.01355805,0.00000000,0.07580071,0.06340863,0.01373107,0.05146375
-5.78989495,0.24687804,0.01554281,0.00000000,0.08589884,0.07213094,0.01580982,0.05856827
-5.78389195,0.28055781,0.01773386,0.00000000,0.09722526,0.08186359,0.01809155,0.06649020
-5.77788894,0.31745748,0.02012122,0.00000000,0.10970576,0.09254840,0.02056769,0.07518299
-5.77188594,0.35732316,0.02269038,0.00000000,0.12324441,0.10410843,0.02322479,0.08458465
-5.76588294,0.39982675,0.02542184,0.00000000,0.13772092,0.11644570,0.02604407,0.09461600
-5.75987994,0.44456134,0.02829083,0.00000000,0.15298896,0.12943976,0.02900123,0.10517948
-5.75387694,0.49103982,0.03126730,0.00000000,0.16887549,0.14294728,0.03206635,0.11615877
-5.74787394,0.53869719,0.03431605,0.00000000,0.18518146,0.15680257,0.03520420,0.12741933
-5.74187094,0.58689667,0.03739719,0.00000000,0.20168366,0.17081938,0.03837464,0.13880977
-5.73586793,0.63493985,0.04046677,0.00000000,0.21813810,0.18479374,0.04153340,0.15016422
-5.72986493,0.68208057,0.04347772,0.00000000,0.23428453,0.19850804,0.04463304,0.16130555
-5.72386193,0.72754234,0.04638096,0.00000000,0.24985224,0.21173601,0.04762419,0.17204951
-5.71785893,0.77053873,0.04912675,0.00000000,0.26456683,0.22424868,0.05045697,0.18220943
-5.71185593,0.81029602,0.05166613,0.00000000,0.27815779,0.23582092,0.05308253,0.19160162
-5.70585293,0.84607726,0.05395246,0.00000000,0.29036646,0.24623850,0.05545479,0.20005097
-5.69984992,0.87720679,0.05594305,0.00000000,0.30095419,0.25530517,0.05753208,0.20739675
-5.69384692,0.90309418,0.05760062,0.00000000,0.30971026,0.26284971,0.05927891,0.21349817
-5.68784392,0.92325652,0.05889480,0.00000000,0.31645918,0.26873235,0.06066752,0.21823969
-5.68184092,0.93733806,0.05980336,0.00000000,0.32106708,0.27285059,0.06167931,0.22153554
-5.67583792,0.94512633,0.06031326,0.00000000,0.32344693,0.27514390,0.06230608,0.22333356
-5.66983492,0.94656405,0.06042137,0.00000000,0.32356212,0.27559720,0.06255097,0.22361792
-5.66383192,0.94175613,0.06013496,0.00000000,0.32142862,0.27424295,0.06242908,0.22241078
-5.65782891,0.93097161,0.05947181,0.00000000,0.31711516,0.27116179,0.06196776,0.21977268
-5.65182591,0.91464031,0.05845994,0.00000000,0.31074186,0.26648155,0.06120657,0.21580176
-5.64582291,0.89334445,0.05713710,0.00000000,0.30247703,0.26037489,0.06019683,0.21063174
-5.63981991,0.86780554,0.05554986,0.00000000,0.29253256,0.25305551,0.05900087,0.20442886
-5.63381691,0.83886709,0.05375250,0.00000000,0.28115798,0.24477314,0.05769095,0.19738778
-5.62781391,0.80747378,0.05180563,0.00000000,0.26863348,0.23580748,0.05634784,0.18972673
-5.62181091,0.77464805,0.04977458,0.00000000,0.25526226,0.22646141,0.05505923,0.18168204
-5.61580790,0.74146468,0.04772778,0.00000000,0.24136249,0.21705353,0.05391779,0.17350228
-5.60980490,0.70902444,0.04573496,0.00000000,0.22725918,0.20791047,0.05301914,0.16544212
-5.60380190,0.67842733,0.04386535,0.00000000,0.21327633,0.19935903,0.05245964,0.15775620
-5.59779890,0.65074640,0.04218596,0.00000000,0.19972951,0.19171840,0.05233408,0.15069319
-5.59179590,0.62700246,0.04075982,0.00000000,0.18691916,0.18529272,0.05273323,0.14448998
-5.58579290,0.60814036,0.03964445,0.00000000,0.17512469,0.18036393,0.05374144,0.13936640
-5.57978989,0.59500714,0.03889037,0.00000000,0.16459957,0.17718526,0.05543416,0.13552029
-5.57378689,0.58833235,0.03853976,0.00000000,0.15556730,0.17597522,0.05787556,0.13312317
-5.56778389,0.58871072,0.03862541,0.00000000,0.14821835,0.17691230,0.06111617,0.13231639
-5.56178089,0.59658742,0.03916971,0.00000000,0.14270796,0.18013041,0.06519068,0.13320791
-5.55577789,0.61224597,0.04018397,0.00000000,0.13915474,0.18571500,0.07011596,0.13586964
-5.54977489,0.63579901,0.04166793,0.00000000,0.13763993,0.19370014,0.07588932,0.14033545
-5.54377189,0.66718201,0.04360946,0.00000000,0.13820724,0.20406641,0.08248712,0.14659976
-5.53776888,0.70615029,0.04598462,0.00000000,0.14086318,0.21673971,0.08986380,0.15461683
-5.53176588,0.75227938,0.04875787,0.00000000,0.14557775,0.23159124,0.09795143,0.16430078
-5.52576288,0.80496904,0.05188263,0.00000000,0.15228544,0.24843843,0.10665986,0.17552634
-5.51975988,0.86345124,0.05530214,0.00000000,0.16088660,0.26704723,0.11587748,0.18813040
-5.51375688,0.92680205,0.05895053,0.00000000,0.17124905,0.28713557,0.12547269,0.20191449
-5.50775388,0.99395784,0.06275428,0.00000000,0.18320995,0.30837811,0.13529617,0.21664807
-5.50175088,1.06373546,0.06663380,0.00000000,0.19657809,0.33041231,0.14518373,0.23207272
-5.49574787,1.13485645,0.07050541,0.00000000,0.21113656,0.35284575,0.15495998,0.24790724
-5.48974487,1.20597476,0.07428336,0.00000000,0.22664579,0.37526457,0.16444255,0.26385353
-5.48374187,1.27570763,0.07788212,0.00000000,0.24284717,0.39724283,0.17344675,0.27960316
-5.47773887,1.34266862,0.08121865,0.00000000,0.25946710,0.41835270,0.18179069,0.29484459
-5.47173587,1.40550213,0.08421472,0.00000000,0.27622162,0.43817505,0.18930050,0.30927062
-5.46573287,1.46291827,0.08679915,0.00000000,0.29282152,0.45631012,0.19581552,0.32258615
-5.45972986,1.51372686,0.08890989,0.00000000,0.30897796,0.47238808,0.20119331,0.33451578
-5.45372686,1.55686945,0.09049586,0.00000000,0.32440838,0.48607891,0.20531419,0.34481101
-5.44772386,1.59144821,0.09151853,0.00000000,0.33884284,0.49710133,0.20808512,0.35325697
-5.44172086,1.61675052,0.09195303,0.00000000,0.35203033,0.50523040,0.20944282,0.35967814
-5.43571786,1.63226842,0.09178901,0.00000000,0.36374526,0.51030362,0.20935592,0.36394310
-5.42971486,1.63771214,0.09103092,0.00000000,0.37379361,0.51222511,0.20782605,0.36596794
-5.42371186,1.63301725,0.08969792,0.00000000,0.38201882,0.51096786,0.20488783,0.36571836
-5.41770885,1.61834529,0.08782340,0.00000000,0.38830714,0.50657395,0.20060782,0.36321028
-5.41170585,1.59407785,0.08545398,0.00000000,0.39259221,0.49915273,0.19508237,0.35850900
-5.40570285,1.56080454,0.08264833,0.00000000,0.39485886,0.48887710,0.18843457,0.35172695
-5.39969985,1.51930549,0.07947559,0.00000000,0.39514585,0.47597808,0.18081042,0.34302019
-5.39369685,1.47052912,0.07601366,0.00000000,0.39354748,0.46073787,0.17237436,0.33258379
-5.38769385,1.41556620,0.07234730,0.00000000,0.39021410,0.44348182,0.16330443,0.32064630
-5.38169085,1.35562128,0.06856624,0.00000000,0.38535125,0.42456945,0.15378713,0.30746359
-5.37568784,1.29198256,0.06476330,0.00000000,0.37921761,0.40438507,0.14401240,0.29331219
-5.36968484,1.22599131,0.06103260,0.00000000,0.37212171,0.38332818,0.13416868,0.27848261
-5.36368184,1.15901182,0.05746790,0.00000000,0.36441742,0.36180414,0.12443836,0.26327259
-5.35767884,1.09240268,0.05416116,0.00000000,0.35649829,0.34021511,0.11499368,0.24798069
-5.35167584,1.02749023,0.05120127,0.00000000,0.34879094,0.31895181,0.10599325,0.23290039
-5.34567284,0.96554454,0.04867297,0.00000000,0.34174747,0.29838602,0.09757912,0.21831473
-5.33966983,0.90775836,0.04665603,0.00000000,0.33583723,0.27886412,0.08987461,0.20449165
-5.33366683,0.85522918,0.04522452,0.00000000,0.33153790,0.26070159,0.08298270,0.19168012
-5.32766383,0.80894441,0.04444629,0.00000000,0.32932616,0.24417860,0.07698504,0.18010702
-5.32166083,0.76976957,0.04438251,0.00000000,0.32966820,0.22953658,0.07194157,0.16997478
-5.31565783,0.73843928,0.04508727,0.00000000,0.33301008,0.21697581,0.06789053,0.16145971
-5.30965483,0.71555080,0.04660721,0.00000000,0.33976821,0.20665381,0.06484891,0.15471096
-5.30365183,0.70155988,0.04898113,0.00000000,0.35032022,0.19868470,0.06281331,0.14985005
-5.29764882,0.69677858,0.05223955,0.00000000,0.36499621,0.19313910,0.06176096,0.14697089
-5.29164582,0.70137497,0.05640420,0.00000000,0.38407067,0.19004480,0.06165103,0.14614010
-5.28564282,0.71537439,0.06148748,0.00000000,0.40775529,0.18938801,0.06242612,0.14739771
-5.27963982,0.73866231,0.06749182,0.00000000,0.43619259,0.19111506,0.06401397,0.15075802
-5.27363682,0.77098860,0.07440899,0.00000000,0.46945073,0.19513471,0.06632923,0.15621069
-5.26763382,0.81197332,0.08221947,0.00000000,0.50751949,0.20132086,0.06927553,0.16372189
-5.26163082,0.86111401,0.09089173,0.00000000,0.55030749,0.20951570,0.07274766,0.17323556
-5.25562781,0.91779455,0.10038173,0.00000000,0.59764082,0.21953336,0.07663391,0.18467472
-5.24962481,0.98129563,0.11063239,0.00000000,0.64926300,0.23116391,0.08081871,0.19794287
-5.24362181,1.05080679,0.12157334,0.00000000,0.70483643,0.24417780,0.08518534,0.21292542
-5.23761881,1.12544012,0.13312091,0.00000000,0.76394516,0.25833062,0.08961882,0.22949115
-5.23161581,1.20424544,0.14517829,0.00000000,0.82609913,0.27336815,0.09400899,0.24749379
-5.22561281,1.28622682,0.15763618,0.00000000,0.89073976,0.28903164,0.09825347,0.26677365
-5.21960980,1.37036023,0.17037365,0.00000000,0.95724678,0.30506315,0.10226079,0.28715937
-5.21360680,1.45561200,0.18325946,0.00000000,1.02494640,0.32121093,0.10595320,0.30846972
-5.20760380,1.54095781,0.19615382,0.00000000,1.09312055,0.33723468,0.10926938,0.33051557
-5.20160080,1.62540166,0.20891044,0.00000000,1.16101724,0.35291045,0.11216673,0.35310196
-5.19559780,1.70799446,0.22137903,0.00000000,1.22786188,0.36803529,0.11462320,0.37603029
-5.18959480,1.78785188,0.23340813,0.00000000,1.29286942,0.38243117,0.11663860,0.39910061
-5.18359180,1.86417068,0.24484823,0.00000000,1.35525714,0.39594835,0.11823522,0.42211400
-5.17758879,1.93624338,0.25555502,0.00000000,1.41425802,0.40846796,0.11945777,0.44487508
-5.17158579,2.00347071,0.26539287,0.00000000,1.46913431,0.41990361,0.12037249,0.46719441
-5.16558279,2.06537128,0.27423825,0.00000000,1.51919120,0.43020221,0.12106559,0.48889103
-5.15957979,2.12158850,0.28198303,0.00000000,1.56379019,0.43934368,0.12164088,0.50979483
-5.15357679,2.17189405,0.28853759,0.00000000,1.60236191,0.44733976,0.12221668,0.52974874
-5.14757379,2.21618806,0.29383351,0.00000000,1.63441799,0.45423185,0.12292216,0.54861080
-5.14157079,2.25449564,0.29782581,0.00000000,1.65956160,0.46008797,0.12389314,0.56625584
-5.13556778,2.28695986,0.30049458,0.00000000,1.67749640,0.46499885,0.12526748,0.58257678
-5.12956478,2.31383135,0.30184581,0.00000000,1.68803335,0.46907342,0.12718026,0.59748553
-5.12356178,2.33545453,0.30191162,0.00000000,1.69109522,0.47243368,0.12975884,0.61091338
-5.11755878,2.35225102,0.30074947,0.00000000,1.68671852,0.47520916,0.13311805,0.62281076
-5.11155578,2.36470057,0.29844068,0.00000000,1.67505255,0.47753125,0.13735554,0.63314654
-5.10555278,2.37332017,0.29508804,0.00000000,1.65635570,0.47952744,0.14254757,0.64190675
-5.09954977,2.37864186,0.29081278,0.00000000,1.63098882,0.48131572,0.14874534,0.64909278
-5.09354677,2.38119033,0.28575076,0.00000000,1.59940598,0.48299943,0.15597199,0.65471918
-5.08754377,2.38146075,0.28004831,0.00000000,1.56214272,0.48466263,0.16422036,0.65881112
-5.08154077,2.37989806,0.27385759,0.00000000,1.51980239,0.48636621,0.17345166,0.66140164
-5.07553777,2.37687831,0.26733188,0.00000000,1.47304079,0.48814495,0.18359506,0.66252884
-5.06953477,2.37269307,0.26062084,0.00000000,1.42254983,0.49000558,0.19454822,0.66223317
-5.06353177,2.36753745,0.25386599,0.00000000,1.36904075,0.49192600,0.20617890,0.66055492
-5.05752876,2.36150245,0.24719663,0.00000000,1.31322745,0.49385571,0.21832741,0.65753214
-5.05152576,2.35457195,0.24072627,0.00000000,1.25581051,0.49571735,0.23081007,0.65319896
-5.04552276,2.34662462,0.23454979,0.00000000,1.19746247,0.49740951,0.24342343,0.64758457
-5.03951976,2.33744070,0.22874136,0.00000000,1.13881481,0.49881047,0.25594921,0.64071282
-5.03351676,2.32671347,0.22335324,0.00000000,1.08044699,0.49978297,0.26815983,0.63260244
-5.02751376,2.31406481,0.21841546,0.00000000,1.02287779,0.50017967,0.27982433,0.62326797
-5.02151076,2.29906439,0.21393637,0.00000000,0.96655910,0.49984912,0.29071451,0.61272120
-5.01550775,2.28125154,0.20990395,0.00000000,0.91187232,0.49864203,0.30061109,0.60097316
-5.00950475,2.26015882,0.20628791,0.00000000,0.85912704,0.49641759,0.30930974,0.58803643
-5.00350175,2.23533632,0.20304233,0.00000000,0.80856218,0.49304952,0.31662666,0.57392769
-4.99749875,2.20637559,0.20010882,0.00000000,0.76034902,0.48843166,0.32240370,0.55867039
-4.99149575,2.17293216,0.19741998,0.00000000,0.71459609,0.48248286,0.32651264,0.54229717
-4.98549275,2.13474562,0.19490302,0.00000000,0.67135538,0.47515097,0.32885866,0.52485225
-4.97948974,2.09165652,0.19248339,0.00000000,0.63062966,0.46641579,0.32938281,0.50639315
-4.97348674,2.04361926,0.19008833,0.00000000,0.59238045,0.45629079,0.32806331,0.48699218
-4.96748374,1.99071054,0.18765010,0.00000000,0.55653627,0.44482375,0.32491588,0.46673705
-4.96148074,1.93313306,0.18510884,0.00000000,0.52300091,0.43209602,0.31999281,0.44573098
-4.95547774,1.87121430,0.18241496,0.00000000,0.49166137,0.41822071,0.31338108,0.42409210
-4.94947474,1.80540054,0.17953102,0.00000000,0.46239511,0.40333972,0.30519936,0.40195203
-4.94347174,1.73624633,0.17643291,0.00000000,0.43507661,0.38761983,0.29559426,0.37945400
-4.93746873,1.66440002,0.17311051,0.00000000,0.40958283,0.37124798,0.28473582,0.35675032
-4.93146573,1.59058574,0.16956759,0.00000000,0.38579759,0.35442588,0.27281240,0.33399934
-4.92546273,1.51558269,0.16582125,0.00000000,0.36361480,0.33736422,0.26002527,0.31136220
-4.91945973,1.44020257,0.16190059,0.00000000,0.34294041,0.32027668,0.24658303,0.28899930
-4.91345673,1.36526580,0.15784508,0.00000000,0.32369328,0.30337387,0.23269602,0.26706678
-4.90745373,1.29157762,0.15370229,0.00000000,0.30580493,0.28685747,0.21857095,0.24571301
-4.90145073,1.21990476,0.14952545,0.00000000,0.28921831,0.27091474,0.20440593,0.22507540
-4.89544772,1.15095361,0.14537070,0.00000000,0.27388582,0.25571358,0.19038598,0.20527754
-4.88944472,1.08535049,0.14129423,0.00000000,0.25976666,0.24139824,0.17667922,0.18642675
-4.88344172,1.02362486,0.13734952,0.00000000,0.24682388,0.22808586,0.16343375,0.16861221
-4.87743872,0.96619583,0.13358463,0.00000000,0.23502111,0.21586392,0.15077537,0.15190370
-4.87143572,0.91336254,0.13003981,0.00000000,0.22431948,0.20478860,0.13880602,0.13635085
-4.86543272,0.86529865,0.12674550,0.00000000,0.21467473,0.19488426,0.12760314,0.12198312
-4.85942971,0.82205102,0.12372079,0.00000000,0.20603478,0.18614377,0.11721973,0.10881028
-4.85342671,0.78354269,0.12097240,0.00000000,0.19833791,0.17852994,0.10768517,0.09682350
-4.84742371,0.74957990,0.11849429,0.00000000,0.19151171,0.17197783,0.09900667,0.08599683
-4.84142071,0.71986289,0.11626789,0.00000000,0.18547282,0.16639788,0.09117126,0.07628914
-4.83541771,0.69400003,0.11426290,0.00000000,0.18012748,0.16167973,0.08414828,0.06764630
-4.82941471,0.67152466,0.11243867,0.00000000,0.17537299,0.15769668,0.07789211,0.06000363
-4.82341171,0.65191410,0.11074610,0.00000000,0.17109984,0.15431049,0.07234515,0.05328840
-4.81740870,0.63460986,0.10912991,0.00000000,0.16719452,0.15137645,0.06744095,0.04742235
-4.81140570,0.61903851,0.10753122,0.00000000,0.16354279,0.14874848,0.06310722,0.04232421
-4.80540270,0.60463227,0.10589024,0.00000000,0.16003331,0.14628410,0.05926879,0.03791197
-4.79939970,0.59084848,0.10414909,0.00000000,0.15656141,0.14384906,0.05585034,0.03410502
-4.79339670,0.57718742,0.10225443,0.00000000,0.15303269,0.14132156,0.05277882,0.03082605
-4.78739370,0.56320768,0.10015986,0.00000000,0.14936652,0.13859574,0.04998556,0.02800261
-4.78139070,0.54853868,0.09782802,0.00000000,0.14549903,0.13558453,0.04740797,0.02556842
-4.77538769,0.53288989,0.09523223,0.00000000,0.14138559,0.13222165,0.04499082,0.02346436
-4.76938469,0.51605665,0.09235767,0.00000000,0.13700267,0.12846271,0.04268710,0.02163912
-4.76338169,0.49792241,0.08920199,0.00000000,0.13234890,0.12428553,0.04045849,0.02004968
-4.75737869,0.47845764,0.08577537,0.00000000,0.12744552,0.11968956,0.03827545,0.01866139
-4.75137569,0.45771555,0.08210018,0.00000000,0.12233599,0.11469460,0.03611691,0.01744792
-4.74537269,0.43582508,0.07821001,0.00000000,0.11708500,0.10933881,0.03396974,0.01639101
-4.73936968,0.41298163,0.07414840,0.00000000,0.11177687,0.10367624,0.03182791,0.01548001
-4.73336668,0.38943599,0.06996728,0.00000000,0.10651335,0.09777387,0.02969154,0.01471134
-4.72736368,0.36548223,0.06572503,0.00000000,0.10141114,0.09170854,0.02756580,0.01408782
-4.72136068,0.34144495,0.06148459,0.00000000,0.09659894,0.08556362,0.02545971,0.01361792
-4.71535768,0.31766651,0.05731141,0.00000000,0.09221440,0.07942585,0.02338504,0.01331500
-4.70935468,0.29449476,0.05327143,0.00000000,0.08840082,0.07338223,0.02135520,0.01319643
-4.70335168,0.27227160,0.04942924,0.00000000,0.08530382,0.06751727,0.01938420,0.01328275
-4.69734867,0.25132278,0.04584632,0.00000000,0.08306796,0.06191047,0.01748579,0.01359673
-4.69134567,0.23194897,0.04257958,0.00000000,0.08183329,0.05663430,0.01567273,0.01416243
-4.68534267,0.21441851,0.03967998,0.00000000,0.08173194,0.05175252,0.01395619,0.01500421
-4.67933967,0.19896151,0.03719152,0.00000000,0.08288473,0.04731897,0.01234532,0.01614573
-4.67333667,0.18576551,0.03515033,0.00000000,0.08539770,0.04337673,0.01084705,0.01760888
-4.66733367,0.17497251,0.03358411,0.00000000,0.08935875,0.03995770,0.00946589,0.01941272
-4.66133067,0.16667714,0.03251159,0.00000000,0.09483428,0.03708247,0.00820404,0.02157235
-4.65532766,0.16092597,0.03194229,0.00000000,0.10186590,0.03476048,0.00706141,0.02409783
-4.64932466,0.15771766,0.03187640,0.00000000,0.11046740,0.03299040,0.00603591,0.02699314
-4.64332166,0.15700383,0.03230471,0.00000000,0.12062188,0.03176073,0.00512369,0.03025517
-4.63731866,0.15869068,0.03320879,0.00000000,0.13227936,0.03105046,0.00431943,0.03387285
-4.63131566,0.16264112,0.03456121,0.00000000,0.14535494,0.03082990,0.00361671,0.03782644
-4.62531266,0.16867744,0.03632587,0.00000000,0.15972760,0.03106155,0.00300831,0.04208704
-4.61930965,0.17658462,0.03845854,0.00000000,0.17524000,0.03170106,0.00248653,0.04661637
-4.61330665,0.18611412,0.04090747,0.00000000,0.19169923,0.03269817,0.00204354,0.05136687
-4.60730365,0.19698842,0.04361424,0.00000000,0.20887876,0.03399784,0.00167160,0.05628213
-4.60130065,0.20890616,0.04651468,0.00000000,0.22652170,0.03554130,0.00136332,0.06129779
-4.59529765,0.22154801,0.04954009,0.00000000,0.24434531,0.03726720,0.00111187,0.06634273
-4.58929465,0.23458328,0.05261853,0.00000000,0.26204680,0.03911289,0.00091115,0.07134076
-4.58329165,0.24767713,0.05567635,0.00000000,0.27931041,0.04101566,0.00075594,0.07621264
-4.57728864,0.26049843,0.05863979,0.00000000,0.29581541,0.04291405,0.00064205,0.08087839
-4.57128564,0.27272796,0.06143678,0.00000000,0.31124501,0.04474926,0.00056638,0.08525999
-4.56528264,0.28406689,0.06399868,0.00000000,0.32529567,0.04646645,0.00052705,0.08928410
-4.55927964,0.29424524,0.06626208,0.00000000,0.33768670,0.04801610,0.00052346,0.09288500
-4.55327664,0.30303001,0.06817053,0.00000000,0.34816950,0.04935525,0.00055642,0.09600740
-4.54727364,0.31023279,0.06967615,0.00000000,0.35653634,0.05044866,0.00062814,0.09860918
-4.54127064,0.31571645,0.07074099,0.00000000,0.36262804,0.05126981,0.00074240,0.10066387
-4.53526763,0.31940064,0.07133816,0.00000000,0.36634041,0.05180167,0.00090454,0.10216270
-4.52926463,0.32126600,0.07145270,0.00000000,0.36762901,0.05203733,0.00112158,0.10311625
-4.52326163,0.32135661,0.07108204,0.00000000,0.36651211,0.05198027,0.00140223,0.10355557
-4.51725863,0.31978086,0.07023617,0.00000000,0.36307167,0.05164442,0.00175693,0.10353264
-4.51125563,0.31671045,0.06893738,0.00000000,0.35745224,0.05105392,0.00219784,0.10312024
-4.50525263,0.31237755,0.06721971,0.00000000,0.34985802,0.05024257,0.00273880,0.10241116
-4.49924962,0.30707039,0.06512812,0.00000000,0.34054799,0.04925309,0.00339524,0.10151672
-4.49324662,0.30112713,0.06271728,0.00000000,0.32982944,0.04813606,0.00418396,0.10056479
-4.48724362,0.29492846,0.06005034,0.00000000,0.31805030,0.04694869,0.00512298,0.09969710
-4.48124062,0.28888910,0.05719738,0.00000000,0.30559034,0.04575345,0.00623112,0.09906626
-4.47523762,0.28344833,0.05423393,0.00000000,0.29285187,0.04461651,0.00752765,0.09883215
-4.46923462,0.27906015,0.05123945,0.00000000,0.28025014,0.04360623,0.00903176,0.09915821
-4.46323162,0.27618298,0.04829580,0.00000000,0.26820382,0.04279150,0.01076197,0.10020744
-4.45722861,0.27526953,0.04548593,0.00000000,0.25712588,0.04224020,0.01273545,0.10213823
-4.45122561,0.27675686,0.04289261,0.00000000,0.24741520,0.04201769,0.01496729,0.10510035
-4.44522261,0.28105693,0.04059735,0.00000000,0.23944896,0.04218541,0.01746970,0.10923094
-4.43921961,0.28854792,0.03867949,0.00000000,0.23357613,0.04279962,0.02025122,0.11465078
-4.43321661,0.29956634,0.03721539,0.00000000,0.23011194,0.04391029,0.02331593,0.12146083
-4.42721361,0.31440022,0.03627775,0.00000000,0.22933364,0.04556022,0.02666274,0.12973925
-4.42121061,0.33328337,0.03593502,0.00000000,0.23147716,0.04778427,0.03028472,0.13953889
-4.41520760,0.35639090,0.03625079,0.00000000,0.23673495,0.05060891,0.03416868,0.15088542
-4.40920460,0.38383606,0.03728327,0.00000000,0.24525474,0.05405188,0.03829478,0.16377612
-4.40320160,0.41566845,0.03908457,0.00000000,0.25713914,0.05812218,0.04263649,0.17817941
-4.39719860,0.45187370,0.04170007,0.00000000,0.27244607,0.06282020,0.04716076,0.19403521
-4.39119560,0.49237468,0.04516757,0.00000000,0.29118993,0.06813812,0.05182844,0.21125615
-4.38519260,0.53703434,0.04951649,0.00000000,0.31334345,0.07406056,0.05659500,0.22972966
-4.37918959,0.58566015,0.05476686,0.00000000,0.33884030,0.08056544,0.06141156,0.24932090
-4.37318659,0.63801033,0.06092847,0.00000000,0.36757834,0.08762507,0.06622615,0.26987661
-4.36718359,0.69380173,0.06799995,0.00000000,0.39942369,0.09520743,0.07098527,0.29122973
-4.36118059,0.75271946,0.07596806,0.00000000,0.43421572,0.10327777,0.07563553,0.31320474
-4.35517759,0.81442814,0.08480718,0.00000000,0.47177284,0.11180024,0.08012558,0.33562369
-4.34917459,0.87858470,0.09447913,0.00000000,0.51189934,0.12073980,0.08440797,0.35831262
-4.34317159,0.94485243,0.10493340,0.00000000,0.55439314,0.13006419,0.08844111,0.38110844
-4.33716858,1.01291611,0.11610783,0.00000000,0.59905455,0.13974596,0.09219104,0.40386583
-4.33116558,1.08249767,0.12792988,0.00000000,0.64569582,0.14976455,0.09563309,0.42646407
-4.32516258,1.15337197,0.14031839,0.00000000,0.69415122,0.16010817,0.09875325,0.44881362
-4.31915958,1.22538202,0.15318589,0.00000000,0.74428758,0.17077563,0.10154923,0.47086200
-4.31315658,1.29845297,0.16644143,0.00000000,0.79601450,0.18177782,0.10403111,0.49259890
-4.30715358,1.37260402,0.17999370,0.00000000,0.84929408,0.19313876,0.10622148,0.51406013
