energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.65782891,2.32410378,0.01530892,0.12072216,0.91737247,1.11462435,0.00607263,0.93448803,0.78998899,0.17451752
-5.65182591,2.30150039,0.01478262,0.12092938,0.91871919,1.09468792,0.00592869,0.92844130,0.79483102,0.17384339
-5.64582291,2.27633137,0.01421356,0.12128355,0.92042657,1.07262026,0.00581246,0.92181140,0.79963510,0.17317871
-5.63981991,2.24870478,0.01361373,0.12174624,0.92236008,1.04860952,0.00572191,0.91458717,0.80421754,0.17252593
-5.63381691,2.21874666,0.01299528,0.12227521,0.92435946,1.02287435,0.00565491,0.90675301,0.80838605,0.17188317
-5.62781391,2.18659256,0.01237014,0.12282501,0.92623745,0.99565813,0.00560929,0.89828578,0.81194100,0.17124353
-5.62181091,2.15237939,0.01174970,0.12334769,0.92777984,0.96722271,0.00558291,0.88915213,0.81467698,0.17059479
-5.61580790,2.11623846,0.01114455,0.12379367,0.92874713,0.93784190,0.00557370,0.87930687,0.81638508,0.16991927
-5.60980490,2.07829024,0.01056421,0.12411269,0.92887796,0.90779516,0.00557974,0.86869242,0.81685600,0.16919411
-5.60380190,2.03864137,0.01001700,0.12425491,0.92789451,0.87736156,0.00559930,0.85723959,0.81588392,0.16839185
-5.59779890,1.99738416,0.00950996,0.12417213,0.92550964,0.84681459,0.00563090,0.84486987,0.81327125,0.16748140
-5.59179590,1.95459872,0.00904874,0.12381903,0.92143572,0.81641765,0.00567329,0.83149895,0.80883415,0.16642929
-5.58579290,1.91035724,0.00863769,0.12315455,0.91539465,0.78642048,0.00572556,0.81704145,0.80240848,0.16520117
-5.57978989,1.86473033,0.00827983,0.12214313,0.90712864,0.75705653,0.00578711,0.80141656,0.79385607,0.16376353
-5.57378689,1.81779452,0.00797700,0.12075593,0.89641120,0.72854107,0.00585764,0.78455413,0.78307082,0.16208540
-5.56778389,1.76964040,0.00772994,0.11897197,0.88305774,0.70107013,0.00593714,0.76640095,0.76998441,0.16014006
-5.56178089,1.72038050,0.00753841,0.11677895,0.86693513,0.67481988,0.00602590,0.74692665,0.75457111,0.15790659
-5.55577789,1.67015611,0.00740129,0.11417390,0.84796969,0.64994642,0.00612440,0.72612878,0.73685139,0.15537121
-5.54977489,1.61914245,0.00731671,0.11116352,0.82615304,0.62658568,0.00623325,0.70403685,0.71689406,0.15252816
-5.54377189,1.56755149,0.00728214,0.10776418,0.80154555,0.60485345,0.00635314,0.68071480,0.69481669,0.14938031
-5.53776888,1.51563219,0.00729447,0.10400163,0.77427705,0.58484514,0.00648473,0.65626186,0.67078421,0.14593921
-5.53176588,1.46366777,0.00735006,0.09991030,0.74454475,0.56663552,0.00662853,0.63081163,0.64500559,0.14222478
-5.52576288,1.41197038,0.00744478,0.09553240,0.71260844,0.55027822,0.00678484,0.60452933,0.61772888,0.13826446
-5.51975988,1.36087313,0.00757404,0.09091666,0.67878320,0.53580508,0.00695361,0.57760755,0.58923454,0.13409205
-5.51375688,1.31072030,0.00773282,0.08611689,0.64342998,0.52322557,0.00713438,0.55026050,0.55982765,0.12974622
-5.50775388,1.26185610,0.00791568,0.08119043,0.60694452,0.51252626,0.00732622,0.52271729,0.52982912,0.12526880
-5.50175088,1.21461282,0.00811678,0.07619645,0.56974514,0.50367058,0.00752766,0.49521448,0.49956646,0.12070294
-5.49574787,1.16929924,0.00832991,0.07119428,0.53226002,0.49659902,0.00773669,0.46798843,0.46936452,0.11609130
-5.48974487,1.12618987,0.00854856,0.06624179,0.49491457,0.49122986,0.00795078,0.44126774,0.43953652,0.11147435
-5.48374187,1.08551576,0.00876599,0.06139388,0.45811930,0.48746057,0.00816690,0.41526632,0.41037589,0.10688889
-5.47773887,1.04745744,0.00897533,0.05670119,0.42225898,0.48516986,0.00838161,0.39017728,0.38214921,0.10236678
-5.47173587,1.01214027,0.00916968,0.05220894,0.38768313,0.48422035,0.00859115,0.36616802,0.35509043,0.09793418
-5.46573287,0.97963226,0.00934232,0.04795613,0.35469843,0.48446183,0.00879157,0.34337658,0.32939666,0.09361096
-5.45972986,0.94994456,0.00948678,0.04397488,0.32356306,0.48573482,0.00897884,0.32190947,0.30522544,0.08941070
-5.45372686,0.92303411,0.00959708,0.04029012,0.29448312,0.48787435,0.00914902,0.30184081,0.28269370,0.08534087
-5.44772386,0.89880823,0.00966790,0.03691945,0.26761101,0.49071370,0.00929841,0.28321284,0.26187800,0.08140347
-5.44172086,0.87713067,0.00969469,0.03387332,0.24304572,0.49408780,0.00942365,0.26603757,0.24281626,0.07759584
-5.43571786,0.85782845,0.00967389,0.03115530,0.22083478,0.49783613,0.00952185,0.25029933,0.22551040,0.07391169
-5.42971486,0.84069912,0.00960299,0.02876258,0.20097755,0.50180494,0.00959069,0.23595806,0.20992992,0.07034222
-5.42371186,0.82551782,0.00948066,0.02668654,0.18342967,0.50584862,0.00962852,0.22295301,0.19601603,0.06687724
-5.41770885,0.81204379,0.00930680,0.02491351,0.16810828,0.50983030,0.00963433,0.21120671,0.18368609,0.06350630
-5.41170585,0.80002601,0.00908251,0.02342541,0.15489777,0.51362151,0.00960778,0.20062885,0.17283819,0.06021962
-5.40570285,0.78920785,0.00881010,0.02220063,0.14365573,0.51710126,0.00954921,0.19112009,0.16335561,0.05700889
-5.39969985,0.77933070,0.00849298,0.02121469,0.13421896,0.52015453,0.00945954,0.18257541,0.15511110,0.05386787
-5.39369685,0.77013672,0.00813555,0.02044107,0.12640926,0.52267053,0.00934018,0.17488724,0.14797076,0.05079278
-5.38769385,0.76137086,0.00774305,0.01985188,0.12003898,0.52454096,0.00919299,0.16794797,0.14179753,0.04778238
-5.38169085,0.75278255,0.00732138,0.01941855,0.11491609,0.52565856,0.00902011,0.16165221,0.13645430,0.04483802
-5.37568784,0.74412727,0.00687690,0.01911248,0.11084883,0.52591622,0.00882390,0.15589851,0.13180651,0.04196334
-5.36968484,0.73516839,0.00641622,0.01890559,0.10764986,0.52520688,0.00860680,0.15059083,0.12772444,0.03916392
-5.36368184,0.72567951,0.00594600,0.01877088,0.10513993,0.52342433,0.00837125,0.14563975,0.12408515,0.03644687
-5.35767884,0.71544743,0.00547275,0.01868294,0.10315111,0.52046503,0.00811963,0.14096346,0.12077403,0.03382030
-5.35167584,0.70427600,0.00500266,0.01861836,0.10152948,0.51623093,0.00785415,0.13648861,0.11768622,0.03129282
-5.34567284,0.69199055,0.00454145,0.01855612,0.10013749,0.51063304,0.00757685,0.13215119,0.11472776,0.02887311
-5.33966983,0.67844308,0.00409422,0.01847799,0.09885590,0.50359581,0.00728959,0.12789725,0.11181653,0.02656948
-5.33366683,0.66351770,0.00366537,0.01836877,0.09758526,0.49506172,0.00699403,0.12368372,0.10888302,0.02438962
-5.32766383,0.64713614,0.00325855,0.01821652,0.09624711,0.48499612,0.00669164,0.11947905,0.10587096,0.02234035
-5.32166083,0.62926296,0.00287663,0.01801278,0.09478476,0.47339160,0.00638376,0.11526397,0.10273773,0.02042757
-5.31565783,0.60991004,0.00252166,0.01775262,0.09316367,0.46027192,0.00607164,0.11103203,0.09945452,0.01865624
-5.30965483,0.58913999,0.00219498,0.01743470,0.09137153,0.44569489,0.00575646,0.10679004,0.09600630,0.01703051
-5.30365183,0.56706824,0.00189719,0.01706120,0.08941786,0.42975420,0.00543938,0.10255837,0.09239153,0.01555391
-5.29764882,0.54386347,0.00162827,0.01663775,0.08733338,0.41257979,0.00512159,0.09837095,0.08862161,0.01422955
-5.29164582,0.51974631,0.00138764,0.01617319,0.08516886,0.39433690,0.00480433,0.09427507,0.08472000,0.01306043
-5.28564282,0.49498627,0.00117426,0.01567933,0.08299372,0.37522358,0.00448891,0.09033082,0.08072119,0.01204968
-5.27963982,0.46989684,0.00098672,0.01517062,0.08089429,0.35546697,0.00417670,0.08661030,0.07666933,0.01120086
-5.27363682,0.44482918,0.00082334,0.01466382,0.07897171,0.33531834,0.00386914,0.08319644,0.07261668,0.01051814
-5.26763382,0.42016434,0.00068223,0.01417750,0.07733963,0.31504717,0.00356771,0.08018154,0.06862191,0.01000650
-5.26163082,0.39630454,0.00056141,0.01373164,0.07612163,0.29493464,0.00327392,0.07766555,0.06474829,0.00967180
-5.25562781,0.37366373,0.00045885,0.01334714,0.07544839,0.27526676,0.00298924,0.07575402,0.06106178,0.00952083
-5.24962481,0.35265779,0.00037254,0.01304530,0.07545482,0.25632739,0.00271509,0.07455587,0.05762913,0.00956121
-5.24362181,0.33369482,0.00030056,0.01284730,0.07627689,0.23839160,0.00245280,0.07418094,0.05451606,0.00980125
-5.23761881,0.31716572,0.00024106,0.01277377,0.07804851,0.22171956,0.00220355,0.07473745,0.05178544,0.01024970
-5.23161581,0.30343540,0.00019237,0.01284419,0.08089831,0.20655110,0.00196836,0.07632924,0.04949567,0.01091541
-5.22561281,0.29283480,0.00015295,0.01307651,0.08494633,0.19310124,0.00174803,0.07905304,0.04769925,0.01180693
-5.21960980,0.28565405,0.00012143,0.01348661,0.09030088,0.18155678,0.00154319,0.08299576,0.04644142,0.01293207
-5.21360680,0.28213663,0.00009662,0.01408796,0.09705536,0.17207387,0.00135419,0.08823173,0.04575915,0.01429738
-5.20760380,0.28247489,0.00007750,0.01489116,0.10528530,0.16477678,0.00118120,0.09482015,0.04568021,0.01590762
-5.20160080,0.28680675,0.00006322,0.01590361,0.11504558,0.15975757,0.00102414,0.10280263,0.04622256,0.01776525
-5.19559780,0.29521371,0.00005308,0.01712924,0.12636788,0.15707685,0.00088274,0.11220111,0.04739387,0.01986989
-5.18959480,0.30772006,0.00004653,0.01856821,0.13925860,0.15676527,0.00075657,0.12301589,0.04919135,0.02221788
-5.18359180,0.32429331,0.00004317,0.02021675,0.15369704,0.15882579,0.00064502,0.13522426,0.05160165,0.02480188
-5.17758879,0.34484574,0.00004271,0.02206704,0.16963425,0.16323642,0.00054738,0.14877941,0.05460113,0.02761055
-5.17158579,0.36923695,0.00004500,0.02410718,0.18699238,0.16995347,0.00046284,0.16360995,0.05815617,0.03062834
-5.16558279,0.39727747,0.00004996,0.02632119,0.20566463,0.17891496,0.00039054,0.17961993,0.06222375,0.03383545
-5.15957979,0.42873308,0.00005764,0.02868914,0.22551596,0.19004421,0.00032961,0.19668950,0.06675219,0.03720782
-5.15357679,0.46332999,0.00006813,0.03118738,0.24638443,0.20325334,0.00027917,0.21467614,0.07168203,0.04071736
-5.14757379,0.50076052,0.00008163,0.03378885,0.26808332,0.21844658,0.00023838,0.23341648,0.07694708,0.04433229
-5.14157079,0.54068923,0.00009837,0.03646343,0.29040380,0.23552332,0.00020645,0.25272874,0.08247562,0.04801757
-5.13556778,0.58275928,0.00011864,0.03917840,0.31311840,0.25438068,0.00018265,0.27241567,0.08819164,0.05173549
-5.12956478,0.62659879,0.00014276,0.04189904,0.33598480,0.27491555,0.00016635,0.29226786,0.09401624,0.05544636
-5.12356178,0.67182715,0.00017107,0.04458919,0.35875027,0.29702601,0.00015700,0.31206755,0.09986901,0.05910923
-5.11755878,0.71806084,0.00020390,0.04721191,0.38115626,0.32061203,0.00015414,0.33159254,0.10566953,0.06268273
-5.11155578,0.76491872,0.00024160,0.04973016,0.40294328,0.34557545,0.00015739,0.35062031,0.11133870,0.06612589
-5.10555278,0.81202666,0.00028445,0.05210755,0.42385577,0.37181914,0.00016647,0.36893211,0.11680020,0.06939892
-5.09954977,0.85902125,0.00033271,0.05430899,0.44364690,0.39924546,0.00018116,0.38631695,0.12198173,0.07246405
-5.09354677,0.90555253,0.00038657,0.05630142,0.46208313,0.42775403,0.00020131,0.40257541,0.12681618,0.07528619
-5.08754377,0.95128586,0.00044613,0.05805446,0.47894843,0.45723889,0.00022681,0.41752300,0.13124268,0.07783362
-5.08154077,0.99590266,0.00051139,0.05954102,0.49404809,0.48758520,0.00025759,0.43099327,0.13520748,0.08007851
-5.07553777,1.03910045,0.00058224,0.06073783,0.50721191,0.51866570,0.00029358,0.44284038,0.13866461,0.08199733
-5.06953477,1.08059204,0.00065842,0.06162592,0.51829689,0.55033706,0.00033471,0.45294112,0.14157638,0.08357121
-5.06353177,1.12010420,0.00073954,0.06219101,0.52718926,0.58243645,0.00038090,0.46119648,0.14391373,0.08478608
-5.05752876,1.15737599,0.00082506,0.06242379,0.53380578,0.61477843,0.00043201,0.46753264,0.14565630,0.08563279
-5.05152576,1.19215705,0.00091429,0.06232007,0.53809452,0.64715260,0.00048785,0.47190138,0.14679239,0.08610705
-5.04552276,1.22420594,0.00100638,0.06188090,0.54003486,0.67932205,0.00054815,0.47428010,0.14731875,0.08620935
-5.03951976,1.25328897,0.00110036,0.06111248,0.53963695,0.71102295,0.00061256,0.47467122,0.14724016,0.08594469
-5.03351676,1.27917955,0.00119509,0.06002605,0.53694057,0.74196537,0.00068062,0.47310125,0.14656892,0.08532234
-5.02751376,1.30165834,0.00128937,0.05863762,0.53201348,0.77183548,0.00075178,0.46961943,0.14532426,0.08435550
-5.02151076,1.32051425,0.00138188,0.05696757,0.52494923,0.80029916,0.00082537,0.46429604,0.14353158,0.08306088
-5.01550775,1.33554637,0.00147128,0.05504026,0.51586464,0.82700703,0.00090063,0.45722038,0.14122166,0.08145831
-5.00950475,1.34656678,0.00155616,0.05288341,0.50489690,0.85160072,0.00097670,0.44849859,0.13842988,0.07957029
-5.00350175,1.35340428,0.00163517,0.05052753,0.49220042,0.87372041,0.00105260,0.43825121,0.13519528,0.07742153
-4.99749875,1.35590870,0.00170699,0.04800523,0.47794347,0.89301316,0.00112732,0.42661068,0.13155979,0.07503851
-4.99149575,1.35395590,0.00177038,0.04535052,0.46230477,0.90914200,0.00119976,0.41371876,0.12756731,0.07244897
-4.98549275,1.34745289,0.00182424,0.04259805,0.44547000,0.92179524,0.00126882,0.39972391,0.12326296,0.06968154
-4.97948974,1.33634310,0.00186760,0.03978243,0.42762847,0.93069583,0.00133337,0.38477878,0.11869229,0.06676525
-4.97348674,1.32061146,0.00189969,0.03693747,0.40896985,0.93561026,0.00139231,0.36903773,0.11390061,0.06372916
-4.96748374,1.30028882,0.00191995,0.03409560,0.38968122,0.93635666,0.00144461,0.35265457,0.10893238,0.06060193
-4.96148074,1.27545576,0.00192803,0.03128721,0.36994435,0.93281182,0.00148930,0.33578048,0.10383069,0.05741153
-4.95547774,1.24624533,0.00192381,0.02854015,0.34993334,0.92491676,0.00152552,0.31856211,0.09863685,0.05418488
-4.94947474,1.21284456,0.00190742,0.02587939,0.32981273,0.91268057,0.00155259,0.30114005,0.09339003,0.05094759
-4.94347174,1.17549465,0.00187920,0.02332662,0.30973590,0.89618239,0.00156993,0.28364748,0.08812704,0.04772375
-4.93746873,1.13448965,0.00183970,0.02090013,0.28984403,0.87557134,0.00157719,0.26620915,0.08288222,0.04453569
-4.93146573,1.09017368,0.00178970,0.01861472,0.27026536,0.85106446,0.00157419,0.24894065,0.07768732,0.04140391
-4.92546273,1.04293665,0.00173012,0.01648171,0.25111492,0.82294256,0.00156096,0.23194793,0.07257157,0.03834692
-4.91945973,0.99320860,0.00166205,0.01450914,0.23249458,0.79154425,0.00153773,0.21532709,0.06756171,0.03538126
-4.91345673,0.94145280,0.00158666,0.01270199,0.21449346,0.75725833,0.00150491,0.19916439,0.06268217,0.03252142
-4.90745373,0.88815790,0.00150524,0.01106250,0.19718854,0.72051469,0.00146311,0.18353641,0.05795518,0.02977996
-4.90145073,0.83382925,0.00141910,0.00959059,0.18064554,0.68177430,0.00141312,0.16851046,0.05340104,0.02716754
-4.89544772,0.77897982,0.00132956,0.00828433,0.16491994,0.64151834,0.00135585,0.15414506,0.04903829,0.02469305
-4.88944472,0.72412110,0.00123792,0.00714040,0.15005811,0.60023721,0.00129234,0.14049055,0.04488399,0.02236374
-4.88344172,0.66975408,0.00114545,0.00615467,0.13609855,0.55841954,0.00122373,0.12758977,0.04095398,0.02018542
-4.87743872,0.61636090,0.00105330,0.00532269,0.12307311,0.51654178,0.00115120,0.11547886,0.03726317,0.01816265
-4.87143572,0.56439737,0.00096258,0.00464020,0.11100829,0.47505862,0.00107598,0.10418804,0.03382581,0.01629895
-4.86543272,0.51428661,0.00087422,0.00410370,0.09992650,0.43439457,0.00099931,0.09374250,0.03065584,0.01459705
-4.85942971,0.46641410,0.00078909,0.00371087,0.08984729,0.39493705,0.00092238,0.08416332,0.02776723,0.01305912
-4.85342671,0.42112424,0.00070787,0.00346105,0.08078857,0.35703103,0.00084638,0.07546839,0.02517433,0.01168706
-4.84742371,0.37871850,0.00063114,0.00335562,0.07276773,0.32097539,0.00077240,0.06767337,0.02289228,0.01048272
-4.84142071,0.33945524,0.00055933,0.00339833,0.06580274,0.28702115,0.00070149,0.06079269,0.02093742,0.00944821
-4.83541771,0.30355110,0.00049276,0.00359560,0.05991311,0.25537125,0.00063462,0.05484050,0.01932771,0.00858614
-4.82941471,0.27118371,0.00043161,0.00395672,0.05512073,0.22618209,0.00057269,0.04983159,0.01808319,0.00789984
-4.82341171,0.24249570,0.00037597,0.00449396,0.05145061,0.19956643,0.00051652,0.04578230,0.01722635,0.00739364
-4.81740870,0.21759967,0.00032584,0.00522265,0.04893130,0.17559750,0.00046690,0.04271128,0.01678257,0.00707303
-4.81140570,0.19658370,0.00028112,0.00616109,0.04759522,0.15431408,0.00042455,0.04064016,0.01678042,0.00694484
-4.80540270,0.17951727,0.00024168,0.00733046,0.04747862,0.13572621,0.00039019,0.03959397,0.01725191,0.00701735
-4.79939970,0.16645704,0.00020732,0.00875449,0.04862119,0.11982126,0.00036453,0.03960143,0.01823263,0.00730037
-4.79339670,0.15745236,0.00017783,0.01045915,0.05106538,0.10657009,0.00034830,0.04069488,0.01976168,0.00780522
-4.78739370,0.15254992,0.00015297,0.01247211,0.05485531,0.09593291,0.00034229,0.04290995,0.02188151,0.00854464
-4.78139070,0.15179743,0.00013249,0.01482215,0.06003523,0.08786471,0.00034731,0.04628486,0.02463746,0.00953265
-4.77538769,0.15524602,0.00011618,0.01753839,0.06664765,0.08231989,0.00036427,0.05085939,0.02807709,0.01078427
-4.76938469,0.16295111,0.00010381,0.02064944,0.07473104,0.07925602,0.00039413,0.05667342,0.03224926,0.01231517
-4.76338169,0.17497163,0.00009520,0.02418241,0.08431720,0.07863646,0.00043796,0.06376511,0.03720291,0.01414124
-4.75737869,0.19136754,0.00009018,0.02816186,0.09542837,0.08043184,0.00049688,0.07216879,0.04298556,0.01627798
-4.75137569,0.21219559,0.00008864,0.03260859,0.10807418,0.08462021,0.00057204,0.08191246,0.04964154,0.01873992
-4.74537269,0.23750353,0.00009046,0.03753852,0.12224847,0.09118603,0.00066465,0.09301506,0.05721002,0.02153983
-4.73936968,0.26732275,0.00009557,0.04296137,0.13792623,0.10011787,0.00077588,0.10548366,0.06572277,0.02468795
-4.73336668,0.30165975,0.00010395,0.04887953,0.15506066,0.11140505,0.00090685,0.11931043,0.07520177,0.02819114
-4.72736368,0.34048678,0.00011556,0.05528689,0.17358069,0.12503332,0.00105856,0.13446983,0.08565688,0.03205202
-4.72136068,0.38373192,0.00013039,0.06216782,0.19338892,0.14097972,0.00123185,0.15091586,0.09708332,0.03626806
-4.71535768,0.43126922,0.00014844,0.06949634,0.21436027,0.15920704,0.00142728,0.16857968,0.10945948,0.04083083
-4.70935468,0.48290938,0.00016968,0.07723545,0.23634146,0.17965797,0.00164514,0.18736774,0.12274485,0.04572523
-4.70335168,0.53839154,0.00019409,0.08533679,0.25915138,0.20224938,0.00188533,0.20716048,0.13687838,0.05092888
-4.69734867,0.59737680,0.00022161,0.09374062,0.28258262,0.22686706,0.00214728,0.22781182,0.15177734,0.05641171
-4.69134567,0.65944394,0.00025215,0.10237614,0.30640404,0.25336124,0.00242996,0.24914958,0.16733678,0.06213573
-4.68534267,0.72408810,0.00028557,0.11116225,0.33036461,0.28154324,0.00273180,0.27097687,0.18342982,0.06805509
-4.67933967,0.79072267,0.00032169,0.12000869,0.35419836,0.31118360,0.00305066,0.29307461,0.19990870,0.07411641
-4.67333667,0.85868495,0.00036026,0.12881768,0.37763054,0.34201199,0.00338384,0.31520516,0.21660681,0.08025940
-4.66733367,0.92724564,0.00040099,0.13748596,0.40038474,0.37371897,0.00372810,0.33711709,0.23334165,0.08641792
-4.66133067,0.99562240,0.00044353,0.14590720,0.42219102,0.40596001,0.00407967,0.35855110,0.24991879,0.09252123
-4.65532766,1.06299729,0.00048748,0.15397483,0.44279465,0.43836148,0.00443438,0.37924682,0.26613666,0.09849568
-4.64932466,1.12853771,0.00053240,0.16158513,0.46196532,0.47052887,0.00478769,0.39895055,0.28179222,0.10426667
-4.64332166,1.19142041,0.00057783,0.16864050,0.47950653,0.50205675,0.00513482,0.41742356,0.29668723,0.10976079
