energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.74187094,1.50448988,0.00557134,0.08001498,0.54818945,0.58004105,0.00914604,0.69103281,0.24014699,0.10930501
-5.73586793,1.50637792,0.00524870,0.07952368,0.55532418,0.57991044,0.00886400,0.69677411,0.24850464,0.11034905
-5.72986493,1.51162229,0.00498542,0.07923351,0.56440144,0.58021100,0.00857555,0.70456927,0.25790819,0.11175515
-5.72386193,1.52020197,0.00478705,0.07912304,0.57542174,0.58092421,0.00828079,0.71439417,0.26835631,0.11351136
-5.71785893,1.53200722,0.00465880,0.07916284,0.58833765,0.58200919,0.00798032,0.72617882,0.27982610,0.11559858
-5.71185593,1.54684947,0.00460556,0.07931691,0.60305746,0.58340592,0.00767519,0.73981216,0.29227393,0.11799178
-5.70585293,1.56447355,0.00463197,0.07954420,0.61945017,0.58503937,0.00736683,0.75514791,0.30563678,0.12066137
-5.69984992,1.58457180,0.00474242,0.07980048,0.63735115,0.58682430,0.00705702,0.77201135,0.31983395,0.12357474
-5.69384692,1.60679932,0.00494109,0.08004018,0.65656855,0.58867059,0.00674774,0.79020665,0.33476919,0.12669777
-5.68784392,1.63078988,0.00523193,0.08021824,0.67688994,0.59048875,0.00644117,0.80952454,0.35033297,0.12999632
-5.68184092,1.65617195,0.00561860,0.08029195,0.69808906,0.59219560,0.00613953,0.82975000,0.36640506,0.13343768
-5.67583792,1.68258399,0.00610445,0.08022257,0.71993231,0.59371975,0.00584504,0.85066977,0.38285720,0.13699178
-5.66983492,1.70968884,0.00669241,0.07997678,0.74218502,0.59500661,0.00555987,0.87207942,0.39955590,0.14063229
-5.66383192,1.73718643,0.00738489,0.07952783,0.76461705,0.59602290,0.00528606,0.89378981,0.41636527,0.14433735
-5.65782891,1.76482467,0.00818366,0.07885644,0.78700787,0.59676029,0.00502550,0.91563272,0.43314996,0.14809016
-5.65182591,1.79240810,0.00908973,0.07795127,0.80915094,0.59723815,0.00477990,0.93746564,0.44977798,0.15187916
-5.64582291,1.81980404,0.01010313,0.07680918,0.83085737,0.59750521,0.00455074,0.95917549,0.46612362,0.15569798
-5.63981991,1.84694638,0.01122285,0.07543501,0.85195878,0.59764008,0.00433931,0.98068126,0.48207019,0.15954511
-5.63381691,1.87383659,0.01244656,0.07384120,0.87230957,0.59775068,0.00414666,1.00193557,0.49751267,0.16342331
-5.62781391,1.90054229,0.01377057,0.07204704,0.89178843,0.59797242,0.00397366,1.02292500,0.51236004,0.16733877
-5.62181091,1.92719328,0.01518959,0.07007772,0.91029910,0.59846532,0.00382095,1.04366928,0.52653742,0.17130016
-5.61580790,1.95397516,0.01669666,0.06796327,0.92777063,0.59941003,0.00368898,1.06421923,0.53998760,0.17531748
-5.60980490,1.98112073,0.01828304,0.06573730,0.94415679,0.60100302,0.00357803,1.08465351,0.55267214,0.17940094
-5.60380190,2.00889934,0.01993814,0.06343571,0.95943497,0.60345081,0.00348817,1.10507416,0.56457170,0.18355968
-5.59779890,2.03760445,0.02164951,0.06109548,0.97360434,0.60696364,0.00341933,1.12560102,0.57568561,0.18780069
-5.59179590,2.06753964,0.02340286,0.05875340,0.98668339,0.61174868,0.00337126,1.14636502,0.58603051,0.19212771
-5.58579290,2.09900352,0.02518221,0.05644494,0.99870684,0.61800279,0.00334356,1.16750057,0.59563816,0.19654027
-5.57978989,2.13227387,0.02696995,0.05420333,1.00972205,0.62590540,0.00333568,1.18913723,0.60455225,0.20103298
-5.57378689,2.16759159,0.02874714,0.05205867,1.01978487,0.63561142,0.00334691,1.21139079,0.61282445,0.20559491
-5.56778389,2.20514499,0.03049375,0.05003731,1.02895526,0.64724456,0.00337643,1.23435430,0.62050977,0.21020931
-5.56178089,2.24505515,0.03218902,0.04816139,1.03729276,0.66089133,0.00342327,1.25808929,0.62766136,0.21485356
-5.55577789,2.28736299,0.03381187,0.04644858,1.04485201,0.67659594,0.00348638,1.28261761,0.63432519,0.21949931
-5.54977489,2.33201879,0.03534132,0.04491199,1.05167869,0.69435633,0.00356459,1.30791452,0.64053485,0.22411296
-5.54377189,2.37887486,0.03675699,0.04356026,1.05780599,0.71412165,0.00365671,1.33390334,0.64630670,0.22865645
-5.53776888,2.42768204,0.03803963,0.04239782,1.06325206,0.73579122,0.00376149,1.36045216,0.65163595,0.23308809
-5.53176588,2.47809040,0.03917157,0.04142526,1.06801851,0.75921530,0.00387768,1.38737314,0.65649380,0.23736388
-5.52576288,2.52965456,0.04013725,0.04063983,1.07209031,0.78419759,0.00400407,1.41442433,0.66082609,0.24143874
-5.51975988,2.58184378,0.04092368,0.04003603,1.07543712,0.81049956,0.00413952,1.44131459,0.66455348,0.24526804
-5.51375688,2.63405646,0.04152081,0.03960627,1.07801606,0.83784638,0.00428300,1.46771122,0.66757354,0.24880914
-5.50775388,2.68563883,0.04192190,0.03934156,1.07977602,0.86593449,0.00443362,1.49325028,0.66976454,0.25202289
-5.50175088,2.73590702,0.04212376,0.03923219,1.08066320,0.89444025,0.00459065,1.51754932,0.67099089,0.25487513
-5.49574787,2.78417156,0.04212688,0.03926851,1.08062770,0.92302950,0.00475353,1.54022169,0.67111015,0.25733802
-5.48974487,2.82976320,0.04193550,0.03944153,1.07963082,0.95136763,0.00492190,1.56089207,0.66998104,0.25939113
-5.48374187,2.87205874,0.04155754,0.03974357,1.07765271,0.97912950,0.00509559,1.57921225,0.66747229,0.26102230
-5.47773887,2.91050554,0.04100443,0.04016885,1.07469986,1.00600895,0.00527460,1.59487637,0.66347164,0.26222814
-5.47173587,2.94464347,0.04029084,0.04071391,1.07081203,1.03172732,0.00545908,1.60763484,0.65789459,0.26301418
-5.46573287,2.97412306,0.03943434,0.04137808,1.06606820,1.05604066,0.00564929,1.61730608,0.65069237,0.26339465
-5.45972986,2.99871895,0.03845498,0.04216370,1.06059120,1.07874528,0.00584553,1.62378553,0.64185866,0.26339187
-5.45372686,3.01833799,0.03737479,0.04307634,1.05455061,1.09968139,0.00604813,1.62705131,0.63143460,0.26303527
-5.44772386,3.03302164,0.03621726,0.04412486,1.04816379,1.11873483,0.00625734,1.62716639,0.61951182,0.26236016
-5.44172086,3.04294274,0.03500685,0.04532139,1.04169496,1.13583690,0.00647330,1.62427700,0.60623331,0.26140619
-5.43571786,3.04839691,0.03376844,0.04668117,1.03545216,1.15096247,0.00669595,1.61860762,0.59179196,0.26021574
-5.42971486,3.04978944,0.03252687,0.04822229,1.02978231,1.16412660,0.00692503,1.61045267,0.57642688,0.25883220
-5.42371186,3.04761851,0.03130648,0.04996538,1.02506447,1.17538017,0.00715998,1.60016564,0.56041770,0.25729832
-5.41770885,3.04245591,0.03013071,0.05193309,1.02170153,1.18480477,0.00739993,1.58814619,0.54407704,0.25565476
-5.41170585,3.03492642,0.02902180,0.05414957,1.02011046,1.19250753,0.00764371,1.57482601,0.52774155,0.25393874
-5.40570285,3.02568709,0.02800050,0.05663979,1.02071170,1.19861603,0.00788983,1.56065412,0.51176197,0.25218320
-5.39969985,3.01540752,0.02708590,0.05942879,1.02391765,1.20327395,0.00813653,1.54608257,0.49649257,0.25041614
-5.39369685,3.00475190,0.02629527,0.06254085,1.03012076,1.20663747,0.00838178,1.53155292,0.48228055,0.24866052
-5.38769385,2.99436363,0.02564399,0.06599851,1.03968143,1.20887281,0.00862340,1.51748423,0.46945565,0.24693440
-5.38169085,2.98485272,0.02514546,0.06982159,1.05291595,1.21015473,0.00885907,1.50426294,0.45832059,0.24525157
-5.37568784,2.97678609,0.02481108,0.07402611,1.07008472,1.21066608,0.00908645,1.49223470,0.44914237,0.24362240
-5.36968484,2.97068053,0.02465020,0.07862312,1.09138104,1.21059803,0.00930324,1.48169836,0.44214493,0.24205492
-5.36368184,2.96699784,0.02467006,0.08361762,1.11692062,1.21015074,0.00950723,1.47290201,0.43750322,0.24055603
-5.35767884,2.96614155,0.02487574,0.08900736,1.14673212,1.20953402,0.00969644,1.46604066,0.43533874,0.23913272
-5.35167584,2.96845453,0.02527000,0.09478185,1.18074898,1.20896763,0.00986910,1.46125547,0.43571664,0.23779316
-5.34567284,2.97421670,0.02585324,0.10092134,1.21880273,1.20868070,0.01002373,1.45863404,0.43864435,0.23654757
-5.33966983,2.98364227,0.02662322,0.10739608,1.26061836,1.20891004,0.01015917,1.45821135,0.44407162,0.23540882
-5.33366683,2.99687613,0.02757496,0.11416573,1.30581175,1.20989687,0.01027455,1.45997115,0.45189186,0.23439261
-5.32766383,3.01398889,0.02870051,0.12117909,1.35388977,1.21188200,0.01036928,1.46384739,0.46194469,0.23351727
-5.32166083,3.03497084,0.02998878,0.12837416,1.40425329,1.21509929,0.01044306,1.46972560,0.47401956,0.23280312
-5.31565783,3.05972489,0.03142536,0.13567857,1.45620321,1.21976765,0.01049577,1.47744416,0.48786033,0.23227139
-5.30965483,3.08805910,0.03299249,0.14301045,1.50895007,1.22608167,0.01052745,1.48679544,0.50317062,0.23194290
-5.30365183,3.11967943,0.03466896,0.15027975,1.56162688,1.23420154,0.01053826,1.49752704,0.51961992,0.23183634
-5.29764882,3.15418363,0.03643028,0.15738990,1.61330554,1.24424250,0.01052835,1.50934329,0.53685032,0.23196651
-5.29164582,3.19105715,0.03824883,0.16424003,1.66301637,1.25626475,0.01049789,1.52190732,0.55448379,0.23234247
-5.28564282,3.22967206,0.04009418,0.17072745,1.70977048,1.27026416,0.01044696,1.53484401,0.57212989,0.23296587
-5.27963982,3.26928980,0.04193362,0.17675046,1.75258458,1.28616471,0.01037557,1.54774406,0.58939386,0.23382943
-5.27363682,3.30906842,0.04373269,0.18221145,1.79050730,1.30381309,0.01028364,1.56016946,0.60588495,0.23491584
-5.26763382,3.34807491,0.04545591,0.18702002,1.82264640,1.32297611,0.01017097,1.57166053,0.62122489,0.23619718
-5.26163082,3.38530265,0.04706762,0.19109622,1.84819595,1.34334125,0.01003734,1.58174453,0.63505639,0.23763484
-5.25562781,3.41969399,0.04853287,0.19437364,1.86646237,1.36452074,0.00988247,1.58994584,0.64705141,0.23918007
-5.24962481,3.45016754,0.04981832,0.19680232,1.87688850,1.38605914,0.00970614,1.59579760,0.65691911,0.24077521
-5.24362181,3.47564939,0.05089321,0.19835127,1.87907468,1.40744443,0.00950822,1.59885430,0.66441332,0.24235543
-5.23761881,3.49510736,0.05173026,0.19901066,1.87279605,1.42812233,0.00928876,1.59870525,0.66933914,0.24385120
-5.23161581,3.50758695,0.05230652,0.19879346,1.85801523,1.44751339,0.00904804,1.59498821,0.67155873,0.24519107
-5.22561281,3.51224778,0.05260403,0.19773647,1.83489001,1.46503228,0.00878664,1.58740273,0.67099586,0.24630493
-5.21960980,3.50839890,0.05261047,0.19590076,1.80377554,1.48010852,0.00850552,1.57572273,0.66763918,0.24712741
-5.21360680,3.49553152,0.05231952,0.19337147,1.76522101,1.49220795,0.00820601,1.55980757,0.66154413,0.24760144
-5.20760380,3.47334776,0.05173109,0.19025696,1.71996081,1.50085383,0.00788986,1.53961135,0.65283314,0.24768160
-5.20160080,3.44178416,0.05085132,0.18668727,1.66890048,1.50564698,0.00755926,1.51518975,0.64169433,0.24733731
-5.19559780,3.40102856,0.04969239,0.18281209,1.61309798,1.50628380,0.00721681,1.48670412,0.62837858,0.24655556
-5.18959480,3.35152988,0.04827217,0.17879807,1.55374075,1.50257156,0.00686548,1.45442265,0.61319495,0.24534314
-5.18359180,3.29399971,0.04661360,0.17482576,1.49211947,1.49444025,0.00650857,1.41871829,0.59650466,0.24372814
-5.17758879,3.22940578,0.04474404,0.17108608,1.42959926,1.48195033,0.00614967,1.38006352,0.57871367,0.24176076
-5.17158579,3.15895711,0.04269438,0.16777647,1.36758910,1.46529608,0.00579254,1.33902198,0.56026405,0.23951332
-5.16558279,3.08408113,0.04049816,0.16509691,1.30751046,1.44480431,0.00544107,1.29623722,0.54162438,0.23707948
-5.15957979,3.00639342,0.03819059,0.16324561,1.25076588,1.42092843,0.00509919,1.25241883,0.52327936,0.23457252
-5.15357679,2.92766099,0.03580758,0.16241484,1.19870824,1.39423804,0.00477077,1.20832645,0.50571890,0.23212305
-5.14757379,2.84975999,0.03338478,0.16278669,1.15261157,1.36540435,0.00445956,1.16475189,0.48942700,0.22987591
-5.14157079,2.77462928,0.03095672,0.16452894,1.11364370,1.33518205,0.00416910,1.12250022,0.47487060,0.22798643
-5.13556778,2.70422124,0.02855599,0.16779121,1.08284166,1.30438817,0.00390265,1.08237009,0.46248868,0.22661634
-5.12956478,2.64045118,0.02621259,0.17270135,1.06108985,1.27387874,0.00366316,1.04513398,0.45268195,0.22592923
-5.12356178,2.58514699,0.02395334,0.17936225,1.04910169,1.24452413,0.00345319,1.01151893,0.44580328,0.22608572
-5.11755878,2.54000041,0.02180150,0.18784901,1.04740470,1.21718384,0.00327489,0.98218820,0.44214905,0.22723871
-5.11155578,2.50652136,0.01977648,0.19820680,1.05632951,1.19268166,0.00312995,0.95772447,0.44195182,0.22952848
-5.10555278,2.48599666,0.01789370,0.21044912,1.07600268,1.17178200,0.00301962,0.93861490,0.44537422,0.23307807
-5.09954977,2.47945411,0.01616460,0.22455688,1.10634363,1.15516824,0.00294464,0.92523849,0.45250442,0.23798894
-5.09354677,2.48763304,0.01459676,0.24047802,1.14706562,1.14342351,0.00290529,0.91785600,0.46335326,0.24433697
-5.08754377,2.51096207,0.01319405,0.25812799,1.19768081,1.13701472,0.00290136,0.91660272,0.47785297,0.25216901
-5.08154077,2.54954445,0.01195699,0.27739079,1.25750935,1.13628012,0.00293214,0.92148419,0.49585773,0.26150000
-5.07553777,2.60315146,0.01088301,0.29812089,1.32569230,1.14142051,0.00299647,0.93237496,0.51714595,0.27231081
-5.06953477,2.67122390,0.00996691,0.32014571,1.40120835,1.15249460,0.00309270,0.94902042,0.54142430,0.28454672
-5.06353177,2.75288158,0.00920122,0.34326876,1.48289387,1.16941811,0.00321874,0.97104168,0.56833333,0.29811681
-5.05752876,2.84694047,0.00857661,0.36727340,1.56946613,1.19196683,0.00337208,0.99794322,0.59745472,0.31289416
-5.05152576,2.95193721,0.00808231,0.39192698,1.65954910,1.21978323,0.00354977,1.02912338,0.62831986,0.32871689
-5.04552276,3.06616020,0.00770648,0.41698540,1.75170150,1.25238647,0.00374853,1.06388722,0.66041963,0.34539021
-5.03951976,3.18768665,0.00743659,0.44219796,1.84444636,1.28918540,0.00396471,1.10146159,0.69321525,0.36268927
-5.03351676,3.31442484,0.00725969,0.46731229,1.93630158,1.32949413,0.00419437,1.14101214,0.72614978,0.38036303
-5.02751376,3.44416059,0.00716277,0.49207942,2.02581080,1.37254993,0.00443334,1.18166172,0.75866020,0.39813887
-5.02151076,3.57460701,0.00713300,0.51625868,2.11157379,1.41753281,0.00467726,1.22251011,0.79018965,0.41572811
-5.01550775,3.70345655,0.00715794,0.53962252,2.19227584,1.46358650,0.00492167,1.26265423,0.82019961,0.43283217
-5.00950475,3.82843433,0.00722578,0.56196104,2.26671534,1.50984035,0.00516209,1.30120889,0.84818184,0.44914933
-5.00350175,3.94735148,0.00732547,0.58308623,2.33382891,1.55543175,0.00539408,1.33732717,0.87366952,0.46438189
-4.99749875,4.05815762,0.00744694,0.60283580,2.39271363,1.59952850,0.00561335,1.37022031,0.89624773,0.47824366
-4.99149575,4.15899101,0.00758119,0.62107661,2.44264568,1.64135083,0.00581585,1.39917649,0.91556268,0.49046736
-4.98549275,4.24822553,0.00772041,0.63770757,2.48309510,1.68019251,0.00599785,1.42357796,0.93132967,0.50081198
-4.97948974,4.32451298,0.00785812,0.65266209,2.51373625,1.71544060,0.00615607,1.44291631,0.94333959,0.50906953
-4.97348674,4.38681976,0.00798919,0.66590991,2.53445378,1.74659332,0.00628770,1.45680519,0.95146365,0.51507128
-4.96748374,4.43445669,0.00810994,0.67745837,2.54534386,1.77327560,0.00639051,1.46499021,0.95565645,0.51869300
-4.96148074,4.46710101,0.00821817,0.68735301,2.54671075,1.79525173,0.00646292,1.46735571,0.95595706,0.51985905
-4.95547774,4.48480953,0.00831315,0.69567746,2.53905863,1.81243473,0.00650404,1.46392804,0.95248824,0.51854523
-4.94947474,4.48802222,0.00839559,0.70255262,2.52307887,1.82489191,0.00651367,1.45487520,0.94545368,0.51478015
-4.94347174,4.47755570,0.00846759,0.70813494,2.49963299,1.83284638,0.00649235,1.44050270,0.93513325,0.50864499
-4.93746873,4.45458630,0.00853252,0.71261385,2.46973154,1.83667405,0.00644134,1.42124570,0.92187654,0.50027175
-4.93146573,4.42062266,0.00859488,0.71620827,2.43450945,1.83689609,0.00636259,1.39765754,0.90609444,0.48983991
-4.92546273,4.37746822,0.00866011,0.71916218,2.39519809,1.83416673,0.00625866,1.37039480,0.88824930,0.47757160
-4.91945973,4.32717425,0.00873435,0.72173910,2.35309493,1.82925656,0.00613273,1.34019943,0.86884353,0.46372550
-4.91345673,4.27198444,0.00882420,0.72421578,2.30953114,1.82303152,0.00598842,1.30787827,0.84840718,0.44858954
-4.90745373,4.21427242,0.00893642,0.72687487,2.26583813,1.81642809,0.00582977,1.27428062,0.82748456,0.43247283
-4.90145073,4.15647394,0.00907761,0.72999690,2.22331361,1.81042532,0.00566108,1.24027455,0.80662038,0.41569696
-4.89544772,4.10101558,0.00925388,0.73385164,2.18318815,1.80601430,0.00548683,1.20672261,0.78634577,0.39858703
-4.88944472,4.05024236,0.00947055,0.73868907,2.14659306,1.80416626,0.00531153,1.17445785,0.76716450,0.38146275
-4.88344172,4.00634639,0.00973181,0.74473024,2.11453055,1.80580001,0.00513959,1.14426076,0.74953989,0.36462994
-4.87743872,3.97129923,0.01004046,0.75215829,2.08784698,1.81175005,0.00497522,1.11683813,0.73388289,0.34837265
-4.87143572,3.94679004,0.01039770,0.76111008,2.06721019,1.82273635,0.00482232,1.09280439,0.72054156,0.33294623
-4.86543272,3.93417212,0.01080287,0.77166867,2.05309150,1.83933704,0.00468434,1.07266612,0.70979252,0.31857162
-4.85942971,3.93441957,0.01125342,0.78385708,2.04575333,1.86196491,0.00456423,1.05681032,0.70183466,0.30543086
-4.85342671,3.94809604,0.01174478,0.79763368,2.04524271,1.89084888,0.00446432,1.04549678,0.69678524,0.29366418
-4.84742371,3.97533674,0.01227047,0.81288949,2.05139132,1.92602108,0.00438633,1.03885483,0.69467880,0.28336849
-4.84142071,4.01584458,0.01282216,0.82944774,2.06382199,1.96731035,0.00433125,1.03688444,0.69546871,0.27459742
-4.83541771,4.06890084,0.01338989,0.84706571,2.08196183,2.01434231,0.00429940,1.03946182,0.69903159,0.26736280
-4.82941471,4.13338995,0.01396237,0.86543909,2.10506159,2.06654641,0.00429042,1.04634890,0.70517424,0.26163742
-4.82341171,4.20783774,0.01452725,0.88420875,2.13222071,2.12316968,0.00430327,1.05720650,0.71364295,0.25735898
-4.81740870,4.29046161,0.01507160,0.90296984,2.16241737,2.18329674,0.00433633,1.07161047,0.72413476,0.25443495
-4.81140570,4.37923081,0.01558227,0.92128292,2.19454239,2.24587553,0.00438746,1.08907010,0.73631024,0.25274806
-4.80540270,4.47193442,0.01604640,0.93868683,2.22743592,2.30974773,0.00445408,1.10904795,0.74980722,0.25216240
-4.79939970,4.56625434,0.01645185,0.95471279,2.25992550,2.37368285,0.00453325,1.13098021,0.76425484,0.25252945
-4.79339670,4.65984031,0.01678765,0.96889920,2.29086401,2.43641449,0.00462186,1.15429671,0.77928729,0.25369425
-4.78739370,4.75038391,0.01704439,0.98080657,2.31916608,2.49667756,0.00471666,1.17843973,0.79455662,0.25550102
-4.78139070,4.83568858,0.01721459,0.99003196,2.34384138,2.55324487,0.00481443,1.20288066,0.80974408,0.25779835
-4.77538769,4.91373270,0.01729296,0.99622231,2.36402369,2.60496173,0.00491206,1.22713398,0.82456926,0.26044358
-4.76938469,4.98272333,0.01727658,0.99908604,2.37899426,2.65077706,0.00500667,1.25076796,0.83879688,0.26330624
-4.76338169,5.04113863,0.01716504,0.99840249,2.38819877,2.68977003,0.00509568,1.27341164,0.85224078,0.26627061
-4.75737869,5.08775729,0.01696038,0.99402873,2.39125723,2.72117110,0.00517687,1.29475803,0.86476493,0.26923708
-4.75137569,5.12167439,0.01666708,0.98590345,2.38796643,2.74437681,0.00524847,1.31456356,0.87628158,0.27212267
-4.74537269,5.14230345,0.01629178,0.97404785,2.37829512,2.75895797,0.00530911,1.33264391,0.88674677,0.27486038
-4.73936968,5.14936528,0.01584308,0.95856337,2.36237234,2.76466122,0.00535787,1.34886694,0.89615329,0.27739791
-4.73336668,5.14286489,0.01533121,0.93962667,2.34046962,2.76140406,0.00539426,1.36314306,0.90452188,0.27969549
-4.72736368,5.12305834,0.01476756,0.91748181,2.31297818,2.74926423,0.00541815,1.37541391,0.91189101,0.28172336
-4.72136068,5.09041178,0.01416435,0.89243038,2.28038237,2.72846402,0.00542974,1.38564031,0.91830601,0.28345881
-4.71535768,5.04555538,0.01353412,0.86481978,2.24323088,2.69935069,0.00542948,1.39379011,0.92380825,0.28488325
-4.70935468,4.98923495,0.01288935,0.83503056,2.20210726,2.66237429,0.00541797,1.39982697,0.92842501,0.28597932
-4.70335168,4.92226411,0.01224197,0.80346305,2.15760122,2.61806400,0.00539595,1.40370082,0.93216072,0.28672836
-4.69734867,4.84547963,0.01160305,0.77052427,2.11028226,2.56700444,0.00536414,1.40534059,0.93499013,0.28710836
-4.69134567,4.75970229,0.01098245,0.73661545,2.06067672,2.50981302,0.00532323,1.40464978,0.93685387,0.28709254
-4.68534267,4.66570514,0.01038855,0.70212074,2.00924950,2.44711946,0.00527381,1.40150516,0.93765664,0.28664861
-4.67933967,4.56419043,0.00982807,0.66739762,1.95639089,2.37954827,0.00521631,1.39575865,0.93726823,0.28573880
-4.67333667,4.45577603,0.00930596,0.63276918,1.90240918,2.30770480,0.00515102,1.38724232,0.93552728,0.28432062
-4.66733367,4.34099125,0.00882536,0.59851860,1.84752885,2.23216522,0.00507802,1.37577617,0.93224760,0.28234831
-4.66133067,4.22028172,0.00838766,0.56488580,1.79189426,2.15347037,0.00499725,1.36117818,0.92722666,0.27977484
-4.65532766,4.09402203,0.00799257,0.53206624,1.73557816,2.07212345,0.00490849,1.34327604,0.92025587,0.27655440
-4.64932466,3.96253481,0.00763831,0.50021172,1.67859426,1.98859093,0.00481143,1.32191976,0.91113186,0.27264509
-4.64332166,3.82611427,0.00732183,0.46943297,1.62091285,1.90330622,0.00470571,1.29699443,0.89966838,0.26801181
