energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.46573287,0.66804146,0.04676855,0.00092756,0.16468421,0.38573627,0.41372635,0.00000000
-5.45972986,0.65777409,0.04728973,0.00084400,0.16101727,0.38088612,0.41315705,0.00000000
-5.45372686,0.64760396,0.04775673,0.00076519,0.15741231,0.37595270,0.41221311,0.00000000
-5.44772386,0.63723199,0.04813099,0.00069135,0.15381491,0.37077804,0.41066686,0.00000000
-5.44172086,0.62637869,0.04837766,0.00062264,0.15017341,0.36521346,0.40830806,0.00000000
-5.43571786,0.61479400,0.04846665,0.00055916,0.14644082,0.35912579,0.40495138,0.00000000
-5.42971486,0.60226709,0.04837352,0.00050095,0.14257702,0.35240358,0.40044344,0.00000000
-5.42371186,0.58863557,0.04808022,0.00044799,0.13855075,0.34496292,0.39466914,0.00000000
-5.41770885,0.57379361,0.04757573,0.00040020,0.13434169,0.33675249,0.38755699,0.00000000
-5.41170585,0.55769846,0.04685639,0.00035748,0.12994211,0.32775763,0.37908303,0.00000000
-5.40570285,0.54037491,0.04592609,0.00031969,0.12535820,0.31800319,0.36927314,0.00000000
-5.39969985,0.52191746,0.04479620,0.00028668,0.12061097,0.30755491,0.35820372,0.00000000
-5.39369685,0.50249007,0.04348528,0.00025830,0.11573655,0.29651929,0.34600043,0.00000000
-5.38769385,0.48232335,0.04201850,0.00023442,0.11078595,0.28504202,0.33283537,0.00000000
-5.38169085,0.46170939,0.04042696,0.00021493,0.10582436,0.27330482,0.31892246,0.00000000
-5.37568784,0.44099435,0.03874676,0.00019974,0.10092979,0.26152104,0.30451153,0.00000000
-5.36968484,0.42056920,0.03701797,0.00018881,0.09619131,0.24993003,0.28988122,0.00000000
-5.36368184,0.40085889,0.03528345,0.00018213,0.09170692,0.23879064,0.27533094,0.00000000
-5.35767884,0.38231044,0.03358766,0.00017975,0.08758101,0.22837402,0.26117246,0.00000000
-5.35167584,0.36538027,0.03197541,0.00018175,0.08392166,0.21895593,0.24772108,0.00000000
-5.34567284,0.35052134,0.03049066,0.00018824,0.08083772,0.21080895,0.23528706,0.00000000
-5.33966983,0.33817030,0.02917530,0.00019937,0.07843587,0.20419476,0.22416729,0.00000000
-5.33366683,0.32873514,0.02806810,0.00021529,0.07681756,0.19935657,0.21463760,0.00000000
-5.32766383,0.32258354,0.02720364,0.00023618,0.07607614,0.19651219,0.20694584,0.00000000
-5.32166083,0.32003227,0.02661147,0.00026221,0.07629403,0.19584763,0.20130582,0.00000000
-5.31565783,0.32133778,0.02631528,0.00029350,0.07754001,0.19751142,0.19789230,0.00000000
-5.30965483,0.32668807,0.02633234,0.00033017,0.07986680,0.20160990,0.19683703,0.00000000
-5.30365183,0.33619623,0.02667296,0.00037225,0.08330884,0.20820346,0.19822583,0.00000000
-5.29764882,0.34989550,0.02734018,0.00041972,0.08788041,0.21730374,0.20209680,0.00000000
-5.29164582,0.36773613,0.02832960,0.00047246,0.09357409,0.22887211,0.20843955,0.00000000
-5.28564282,0.38958414,0.02962937,0.00053027,0.10035967,0.24281921,0.21719557,0.00000000
-5.27963982,0.41522197,0.03122037,0.00059283,0.10818349,0.25900580,0.22825952,0.00000000
-5.27363682,0.44435132,0.03307655,0.00065969,0.11696845,0.27724495,0.24148171,0.00000000
-5.26763382,0.47659805,0.03516544,0.00073029,0.12661445,0.29730548,0.25667143,0.00000000
-5.26163082,0.51151931,0.03744889,0.00080396,0.13699972,0.31891679,0.27360138,0.00000000
-5.25562781,0.54861287,0.03988397,0.00087992,0.14798265,0.34177499,0.29201307,0.00000000
-5.24962481,0.58732859,0.04242400,0.00095727,0.15940449,0.36555031,0.31162313,0.00000000
-5.24362181,0.62708186,0.04501982,0.00103506,0.17109271,0.38989559,0.33213049,0.00000000
-5.23761881,0.66726884,0.04762115,0.00111227,0.18286510,0.41445579,0.35322433,0.00000000
-5.23161581,0.70728317,0.05017808,0.00118784,0.19453442,0.43887823,0.37459270,0.00000000
-5.22561281,0.74653366,0.05264259,0.00126073,0.20591361,0.46282331,0.39593161,0.00000000
-5.21960980,0.78446256,0.05497018,0.00132992,0.21682138,0.48597535,0.41695433,0.00000000
-5.21360680,0.82056374,0.05712135,0.00139449,0.22708796,0.50805328,0.43740072,0.00000000
-5.20760380,0.85440018,0.05906316,0.00145359,0.23656091,0.52882066,0.45704626,0.00000000
-5.20160080,0.88562004,0.06077047,0.00150654,0.24511063,0.54809463,0.47571044,0.00000000
-5.19559780,0.91397068,0.06222712,0.00155283,0.25263548,0.56575356,0.49326423,0.00000000
-5.18959480,0.93930999,0.06342680,0.00159215,0.25906628,0.58174282,0.50963623,0.00000000
-5.18359180,0.96161430,0.06437361,0.00162441,0.26436982,0.59607840,0.52481725,0.00000000
-5.17758879,0.98098258,0.06508230,0.00164976,0.26855139,0.60884822,0.53886301,0.00000000
-5.17158579,0.99763639,0.06557813,0.00166859,0.27165613,0.62021084,0.55189471,0.00000000
-5.16558279,1.01191553,0.06589633,0.00168153,0.27376891,0.63039150,0.56409731,0.00000000
-5.15957979,1.02426912,0.06608123,0.00168946,0.27501304,0.63967560,0.57571557,0.00000000
-5.15357679,1.03524258,0.06618497,0.00169342,0.27554744,0.64839972,0.58704757,0.00000000
-5.14757379,1.04546053,0.06626584,0.00169468,0.27556256,0.65694032,0.59843621,0.00000000
-5.14157079,1.05560626,0.06638643,0.00169463,0.27527510,0.66570075,0.61025849,0.00000000
-5.13556778,1.06639855,0.06661142,0.00169474,0.27492163,0.67509670,0.62291325,0.00000000
-5.12956478,1.07856634,0.06700525,0.00169656,0.27475142,0.68554092,0.63680753,0.00000000
-5.12356178,1.09282254,0.06762973,0.00170162,0.27501857,0.69742751,0.65234203,0.00000000
-5.11755878,1.10983771,0.06854154,0.00171139,0.27597396,0.71111668,0.66989636,0.00000000
-5.11155578,1.13021463,0.06978989,0.00172722,0.27785696,0.72692034,0.68981446,0.00000000
-5.10555278,1.15446496,0.07141430,0.00175033,0.28088754,0.74508930,0.71239086,0.00000000
-5.09954977,1.18298864,0.07344263,0.00178168,0.28525875,0.76580253,0.73785823,0.00000000
-5.09354677,1.21605709,0.07588943,0.00182203,0.29113008,0.78915888,0.76637691,0.00000000
-5.08754377,1.25380072,0.07875474,0.00187181,0.29862175,0.81517178,0.79802656,0.00000000
-5.08154077,1.29620138,0.08202327,0.00193119,0.30781028,0.84376696,0.83280060,0.00000000
-5.07553777,1.34308994,0.08566420,0.00199999,0.31872532,0.87478337,0.87060336,0.00000000
-5.06953477,1.39414915,0.08963139,0.00207772,0.33134797,0.90797730,0.91125026,0.00000000
-5.06353177,1.44892163,0.09386430,0.00216360,0.34561065,0.94302933,0.95447090,0.00000000
-5.05752876,1.50682265,0.09828931,0.00225656,0.36139840,0.97955401,0.99991486,0.00000000
-5.05152576,1.56715701,0.10282171,0.00235527,0.37855164,1.01711164,1.04716006,0.00000000
-5.04552276,1.62913951,0.10736803,0.00245821,0.39687029,1.05522169,1.09572318,0.00000000
-5.03951976,1.69191802,0.11182887,0.00256370,0.41611903,1.09337728,1.14507175,0.00000000
-5.03351676,1.75459810,0.11610200,0.00266996,0.43603365,1.13106002,1.19463731,0.00000000
-5.02751376,1.81626844,0.12008570,0.00277519,0.45632813,1.16775466,1.24382927,0.00000000
-5.02151076,1.87602587,0.12368214,0.00287759,0.47670228,1.20296284,1.29204867,0.00000000
-5.01550775,1.93299918,0.12680081,0.00297547,0.49684977,1.23621551,1.33870161,0.00000000
-5.00950475,1.98637085,0.12936174,0.00306726,0.51646624,1.26708357,1.38321169,0.00000000
-5.00350175,2.03539609,0.13129848,0.00315158,0.53525725,1.29518633,1.42503125,0.00000000
-4.99749875,2.07941859,0.13256067,0.00322730,0.55294595,1.32019772,1.46365105,0.00000000
-4.99149575,2.11788279,0.13311616,0.00329353,0.56928018,1.34185014,1.49860831,0.00000000
-4.98549275,2.15034243,0.13295253,0.00334968,0.58403897,1.35993604,1.52949305,0.00000000
-4.97948974,2.17646561,0.13207804,0.00339543,0.59703812,1.37430743,1.55595271,0.00000000
-4.97348674,2.19603642,0.13052195,0.00343078,0.60813503,1.38487370,1.57769529,0.00000000
-4.96748374,2.20895364,0.12833411,0.00345598,0.61723238,1.39159800,1.59449116,0.00000000
-4.96148074,2.21522697,0.12558403,0.00347156,0.62428093,1.39449271,1.60617377,0.00000000
-4.95547774,2.21497118,0.12235930,0.00347827,0.62928109,1.39361448,1.61263954,0.00000000
-4.94947474,2.20839891,0.11876349,0.00347708,0.63228354,1.38905902,1.61384710,0.00000000
-4.94347174,2.19581242,0.11491364,0.00346909,0.63338855,1.38095627,1.60981621,0.00000000
-4.93746873,2.17759473,0.11093740,0.00345554,0.63274432,1.36946607,1.60062637,0.00000000
-4.93146573,2.15420065,0.10696977,0.00343775,0.63054404,1.35477458,1.58641522,0.00000000
-4.92546273,2.12614758,0.10314988,0.00341708,0.62702190,1.33709140,1.56737687,0.00000000
-4.91945973,2.09400646,0.09961749,0.00339490,0.62244786,1.31664765,1.54375988,0.00000000
-4.91345673,2.05839266,0.09650959,0.00337254,0.61712138,1.29369455,1.51586502,0.00000000
-4.90745373,2.01995687,0.09395704,0.00335129,0.61136400,1.26850254,1.48404242,0.00000000
-4.90145073,1.97937560,0.09208141,0.00333233,0.60551104,1.24136065,1.44868810,0.00000000
-4.89544772,1.93734145,0.09099197,0.00331677,0.59990235,1.21257576,1.41023968,0.00000000
-4.88944472,1.89455264,0.09078301,0.00330553,0.59487251,1.18247156,1.36917105,0.00000000
-4.88344172,1.85170212,0.09153147,0.00329943,0.59074046,1.15138697,1.32598599,0.00000000
-4.87743872,1.80946587,0.09329497,0.00329910,0.58779915,1.11967367,1.28121075,0.00000000
-4.87143572,1.76849085,0.09611029,0.00330498,0.58630531,1.08769293,1.23538554,0.00000000
-4.86543272,1.72938269,0.09999237,0.00331735,0.58646986,1.05581136,1.18905519,0.00000000
-4.85942971,1.69269345,0.10493377,0.00333625,0.58844931,1.02439589,1.14275916,0.00000000
-4.85342671,1.65891009,0.11090483,0.00336154,0.59233867,0.99380796,1.09702119,0.00000000
-4.84742371,1.62844394,0.11785433,0.00339284,0.59816611,0.96439728,1.05233903,0.00000000
-4.84142071,1.60162204,0.12571093,0.00342960,0.60588992,0.93649529,1.00917450,0.00000000
-4.83541771,1.57868053,0.13438510,0.00347104,0.61539787,0.91040872,0.96794444,0.00000000
-4.82941471,1.55976089,0.14377177,0.00351623,0.62650938,0.88641346,0.92901278,0.00000000
-4.82341171,1.54490919,0.15375352,0.00356405,0.63898032,0.86474923,0.89268414,0.00000000
-4.81740870,1.53407856,0.16420420,0.00361328,0.65251061,0.84561503,0.85919920,0.00000000
-4.81140570,1.52713503,0.17499302,0.00366260,0.66675429,0.82916581,0.82873199,0.00000000
-4.80540270,1.52386636,0.18598882,0.00371066,0.68133177,0.81551032,0.80138925,0.00000000
-4.79939970,1.52399370,0.19706438,0.00375609,0.69584375,0.80471032,0.77721170,0.00000000
-4.79339670,1.52718533,0.20810073,0.00379761,0.70988630,0.79678101,0.75617729,0.00000000
-4.78739370,1.53307199,0.21899103,0.00383404,0.72306640,0.79169267,0.73820603,0.00000000
-4.78139070,1.54126294,0.22964406,0.00386436,0.73501727,0.78937330,0.72316639,0.00000000
-4.77538769,1.55136186,0.23998706,0.00388777,0.74541274,0.78971222,0.71088272,0.00000000
-4.76938469,1.56298206,0.24996763,0.00390373,0.75398012,0.79256423,0.70114355,0.00000000
-4.76338169,1.57576010,0.25955492,0.00391195,0.76051087,0.79775435,0.69371035,0.00000000
-4.75737869,1.58936728,0.26873969,0.00391248,0.76486861,0.80508287,0.68832654,0.00000000
-4.75137569,1.60351875,0.27753341,0.00390564,0.76699429,0.81433057,0.68472638,0.00000000
-4.74537269,1.61797992,0.28596646,0.00389208,0.76690815,0.82526409,0.68264358,0.00000000
-4.73936968,1.63257012,0.29408544,0.00387270,0.76470860,0.83764125,0.68181948,0.00000000
-4.73336668,1.64716387,0.30194978,0.00384868,0.76056814,0.85121652,0.68201059,0.00000000
-4.72736368,1.66168984,0.30962778,0.00382137,0.75472658,0.86574636,0.68299545,0.00000000
-4.72136068,1.67612812,0.31719241,0.00379230,0.74748199,0.88099460,0.68458072,0.00000000
-4.71535768,1.69050612,0.32471693,0.00376309,0.73917991,0.89673778,0.68660639,0.00000000
-4.70935468,1.70489369,0.33227065,0.00373540,0.73020124,0.91277038,0.68895020,0.00000000
-4.70335168,1.71939776,0.33991502,0.00371088,0.72094958,0.92890987,0.69153092,0.00000000
-4.69734867,1.73415688,0.34770021,0.00369111,0.71183823,0.94500139,0.69431071,0.00000000
-4.69134567,1.74933588,0.35566229,0.00367757,0.70327762,0.96092185,0.69729618,0.00000000
-4.68534267,1.76512056,0.36382116,0.00367158,0.69566343,0.97658329,0.70053818,0.00000000
-4.67933967,1.78171246,0.37217923,0.00367426,0.68936561,0.99193507,0.70413011,0.00000000
-4.67333667,1.79932345,0.38072088,0.00368654,0.68471877,1.00696482,0.70820466,0.00000000
-4.66733367,1.81816982,0.38941262,0.00370911,0.68201375,1.02169763,0.71292881,0.00000000
-4.66133067,1.83846562,0.39820390,0.00374244,0.68149073,1.03619353,0.71849719,0.00000000
-4.65532766,1.86041502,0.40702855,0.00378674,0.68333358,1.05054297,0.72512363,0.00000000
-4.64932466,1.88420338,0.41580656,0.00384201,0.68766568,1.06486042,0.73303121,0.00000000
-4.64332166,1.90998718,0.42444633,0.00390798,0.69454696,1.07927601,0.74244092,0.00000000
-4.63731866,1.93788286,0.43284711,0.00398418,0.70397216,1.09392581,0.75355930,0.00000000
-4.63131566,1.96795491,0.44090168,0.00406991,0.71587042,1.10894087,0.76656552,0.00000000
-4.62531266,2.00020392,0.44849914,0.00416422,0.73010598,1.12443565,0.78159841,0.00000000
-4.61930965,2.03455517,0.45552779,0.00426597,0.74648024,1.14049666,0.79874413,0.00000000
-4.61330665,2.07084881,0.46187813,0.00437381,0.76473515,1.15717179,0.81802505,0.00000000
-4.60730365,2.10883249,0.46744598,0.00448620,0.78455798,1.17446127,0.83939056,0.00000000
-4.60130065,2.14815750,0.47213555,0.00460138,0.80558767,1.19231089,0.86271051,0.00000000
-4.59529765,2.18837923,0.47586283,0.00471747,0.82742264,1.21060819,0.88777166,0.00000000
-4.58929465,2.22896269,0.47855880,0.00483241,0.84963026,1.22918202,0.91427779,0.00000000
-4.58329165,2.26929349,0.48017293,0.00494406,0.87175767,1.24780591,0.94185352,0.00000000
-4.57728864,2.30869451,0.48067645,0.00505022,0.89334404,1.26620525,0.97005211,0.00000000
-4.57128564,2.34644784,0.48006567,0.00514869,0.91393376,1.28406822,0.99836695,0.00000000
-4.56528264,2.38182147,0.47836500,0.00523733,0.93309043,1.30105996,1.02624650,0.00000000
-4.55927964,2.41409969,0.47562959,0.00531413,0.95041103,1.31683947,1.05311209,0.00000000
-4.55327664,2.44261579,0.47194748,0.00537729,0.96553978,1.33107834,1.07837780,0.00000000
-4.54727364,2.46678548,0.46744096,0.00542530,0.97818111,1.34348025,1.10147168,0.00000000
-4.54127064,2.48613921,0.46226710,0.00545701,0.98811122,1.35380030,1.12185707,0.00000000
-4.53526763,2.50035156,0.45661716,0.00547169,0.99518740,1.36186278,1.13905338,0.00000000
-4.52926463,2.50926581,0.45071485,0.00546910,0.99935488,1.36757657,1.15265491,0.00000000
-4.52326163,2.51291209,0.44481327,0.00544954,1.00065044,1.37094688,1.16234718,0.00000000
-4.51725863,2.51151781,0.43919047,0.00541384,0.99920278,1.37208274,1.16791958,0.00000000
-4.51125563,2.50550929,0.43414374,0.00536338,0.99522913,1.37119943,1.16927418,0.00000000
-4.50525263,2.49550426,0.42998253,0.00530007,0.98902846,1.36861582,1.16642986,0.00000000
-4.49924962,2.48229493,0.42702037,0.00522630,0.98097115,1.36474619,1.15952192,0.00000000
-4.49324662,2.46682253,0.42556573,0.00514489,0.97148569,1.36008721,1.14879711,0.00000000
-4.48724362,2.45014392,0.42591225,0.00505895,0.96104286,1.35520026,1.13460445,0.00000000
-4.48124062,2.43339206,0.42832868,0.00497184,0.95013808,1.35069021,1.11738237,0.00000000
-4.47523762,2.41773186,0.43304872,0.00488701,0.93927265,1.34718138,1.09764277,0.00000000
-4.46923462,2.40431373,0.44026128,0.00480788,0.92893485,1.34529210,1.07595308,0.00000000
-4.46323162,2.39422687,0.45010157,0.00473772,0.91958166,1.34560883,1.05291688,0.00000000
-4.45722861,2.38845464,0.46264335,0.00467953,0.91162197,1.34866142,1.02915437,0.00000000
-4.45122561,2.38783415,0.47789268,0.00463591,0.90540219,1.35490033,1.00528323,0.00000000
-4.44522261,2.39302203,0.49578370,0.00460898,0.90119471,1.36467726,0.98190094,0.00000000
-4.43921961,2.40446797,0.51617649,0.00460028,0.89919002,1.37822982,0.95956911,0.00000000
-4.43321661,2.42239724,0.53885746,0.00461072,0.89949252,1.39567113,0.93880040,0.00000000
-4.42721361,2.44680317,0.56354220,0.00464058,0.90212053,1.41698466,0.92004829,0.00000000
-4.42121061,2.47744956,0.58988101,0.00468945,0.90701011,1.44202465,0.90370005,0.00000000
-4.41520760,2.51388309,0.61746692,0.00475630,0.91402276,1.47052190,0.89007267,0.00000000
-4.40920460,2.55545497,0.64584611,0.00483951,0.92295625,1.50209475,0.87941181,0.00000000
-4.40320160,2.60135058,0.67453038,0.00493695,0.93355827,1.53626448,0.87189332,0.00000000
-4.39719860,2.65062573,0.70301133,0.00504606,0.94554193,1.57247464,0.86762692,0.00000000
-4.39119560,2.70224774,0.73077581,0.00516398,0.95860239,1.61011308,0.86666159,0.00000000
-4.38519260,2.75513908,0.75732193,0.00528764,0.97243369,1.64853582,0.86899212,0.00000000
-4.37918959,2.80822172,0.78217514,0.00541390,0.98674485,1.68709153,0.87456618,0.00000000
-4.37318659,2.86045983,0.80490371,0.00553967,1.00127443,1.72514552,0.88329148,0.00000000
-4.36718359,2.91089880,0.82513279,0.00566201,1.01580268,1.76210200,0.89504254,0.00000000
-4.36118059,2.95869879,0.84255670,0.00577825,1.03016067,1.79742377,0.90966649,0.00000000
-4.35517759,3.00316107,0.85694855,0.00588607,1.04423599,1.83064820,0.92698784,0.00000000
-4.34917459,3.04374616,0.86816689,0.00598352,1.05797442,1.86139896,0.94681182,0.00000000
-4.34317159,3.08008272,0.87615906,0.00606914,1.07137786,1.88939292,0.96892626,0.00000000
-4.33716858,3.11196712,0.88096081,0.00614191,1.08449828,1.91444195,0.99310212,0.00000000
-4.33116558,3.13935372,0.88269237,0.00620127,1.09742819,1.93644962,1.01909258,0.00000000
-4.32516258,3.16233662,0.88155095,0.00624707,1.11028818,1.95540308,1.04663126,0.00000000
-4.31915958,3.18112397,0.87780006,0.00627956,1.12321210,1.97136069,1.07542960,0.00000000
-4.31315658,3.19600647,0.87175594,0.00629926,1.13633082,1.98443603,1.10517392,0.00000000
-4.30715358,3.20732181,0.86377204,0.00630695,1.14975552,1.99477940,1.13552270,0.00000000
