energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.86193097,7.77394636,0.22622375,3.94133596,0.00164461,0.66562265,1.74832495,2.56852790,0.63569847,0.00000000
-5.85592796,7.43484709,0.21113547,3.69732830,0.00158236,0.67775395,1.79771725,2.48191105,0.60240636,0.00000000
-5.84992496,7.10021196,0.19714093,3.45571909,0.00152170,0.68974344,1.84815945,2.39656882,0.56979732,0.00000000
-5.84392196,6.77149377,0.18416611,3.21867648,0.00146316,0.70109507,1.89779186,2.31243195,0.53794962,0.00000000
-5.83791896,6.44980757,0.17213655,2.98809135,0.00140757,0.71131340,1.94478156,2.22937112,0.50693097,0.00000000
-5.83191596,6.13595610,0.16097848,2.76556238,0.00135610,0.71991812,1.98736901,2.14721744,0.47680041,0.00000000
-5.82591296,5.83046999,0.15062014,2.55239269,0.00131025,0.72645880,2.02391522,2.06578547,0.44761039,0.00000000
-5.81990995,5.53366006,0.14099302,2.34959746,0.00127191,0.73052965,2.05294757,1.98489764,0.41940903,0.00000000
-5.81390695,5.24567852,0.13203331,2.15792105,0.00124340,0.73178345,2.07320281,1.90440894,0.39224251,0.00000000
-5.80790395,4.96658576,0.12368332,1.97786222,0.00122749,0.72994404,2.08366533,1.82423082,0.36615757,0.00000000
-5.80190095,4.69641892,0.11589292,1.80970560,0.00122749,0.72481697,2.08359898,1.74435316,0.34120380,0.00000000
-5.79589795,4.43525892,0.10862095,1.65355744,0.00124726,0.71629762,2.07257116,1.66486353,0.31743603,0.00000000
-5.78989495,4.18329259,0.10183646,1.50938376,0.00129127,0.70437660,2.05046793,1.58596294,0.29491636,0.00000000
-5.78389195,3.94086716,0.09551994,1.37704892,0.00136463,0.68914191,2.01749934,1.50797752,0.27371610,0.00000000
-5.77788894,3.70853472,0.08966418,1.25635287,0.00147314,0.67077807,1.97419475,1.43136586,0.25391742,0.00000000
-5.77188594,3.48708508,0.08427504,1.14706561,0.00162328,0.64956190,1.92138820,1.35672172,0.23561463,0.00000000
-5.76588294,3.27756578,0.07937189,1.04895750,0.00182222,0.62585550,1.86019433,1.28477226,0.21891522,0.00000000
-5.75987994,3.08128896,0.07498777,0.96182452,0.00207776,0.60009639,1.79197584,1.21637196,0.20394047,0.00000000
-5.75387694,2.89982511,0.07116938,0.88550771,0.00239829,0.57278547,1.71830390,1.15249232,0.19082566,0.00000000
-5.74787394,2.73498422,0.06797660,0.81990657,0.00279268,0.54447320,1.64091281,1.09420806,0.17971986,0.00000000
-5.74187094,2.58878532,0.06548195,0.76498605,0.00327010,0.51574459,1.56165088,1.04267978,0.17078521,0.00000000
-5.73586793,2.46341562,0.06376961,0.72077757,0.00383988,0.48720347,1.48242915,0.99913397,0.16419570,0.00000000
-5.72986493,2.36118067,0.06293424,0.68737409,0.00451120,0.45945671,1.40516984,0.96484029,0.16013537,0.00000000
-5.72386193,2.28444693,0.06307962,0.66492002,0.00529286,0.43309887,1.33175597,0.94108687,0.15879589,0.00000000
-5.71785893,2.23557845,0.06431688,0.65359642,0.00619293,0.40869757,1.26398392,0.92915371,0.16037356,0.00000000
-5.71185593,2.21686905,0.06676264,0.65360232,0.00721839,0.38678021,1.20351982,0.93028463,0.16506555,0.00000000
-5.70585293,2.23047162,0.07053678,0.66513305,0.00837476,0.36782198,1.15186102,0.94565799,0.17306559,0.00000000
-5.69984992,2.27832608,0.07576001,0.68835636,0.00966571,0.35223570,1.11030323,0.97635658,0.18455900,0.00000000
-5.69384692,2.36208768,0.08255124,0.72338741,0.01109267,0.34036327,1.07991386,1.02333709,0.19971713,0.00000000
-5.68784392,2.48305714,0.09102468,0.77026347,0.01265453,0.33246900,1.06151167,1.08739958,0.21869145,0.00000000
-5.68184092,2.64211459,0.10128678,0.82891954,0.01434730,0.32873471,1.05565304,1.16915766,0.24160718,0.00000000
-5.67583792,2.83965920,0.11343300,0.89916565,0.01616396,0.32925657,1.06262456,1.26901011,0.26855702,0.00000000
-5.66983492,3.07555633,0.12754455,0.98066701,0.01809428,0.33404364,1.08244186,1.38711479,0.29959475,0.00000000
-5.66383192,3.34909463,0.14368512,1.07292784,0.02012490,0.34301800,1.11485440,1.52336591,0.33472941,0.00000000
-5.65782891,3.65895486,0.16189765,1.17527980,0.02223940,0.35601649,1.15935591,1.67737576,0.37392000,0.00000000
-5.65182591,4.00319271,0.18220138,1.28687570,0.02441862,0.37279398,1.21520017,1.84846203,0.41707116,0.00000000
-5.64582291,4.37923718,0.20458921,1.40668904,0.02664105,0.39302802,1.28142162,2.03564173,0.46403004,0.00000000
-5.63981991,4.78390624,0.22902549,1.53351988,0.02888340,0.41632510,1.35686049,2.23763292,0.51458467,0.00000000
-5.63381691,5.21344048,0.25544438,1.66600699,0.03112126,0.44222819,1.44019192,2.45286472,0.56846394,0.00000000
-5.62781391,5.66355522,0.28374900,1.80264642,0.03332991,0.47022573,1.52995839,2.67949646,0.62533949,0.00000000
-5.62181091,6.12951063,0.31381119,1.94181581,0.03548506,0.49976183,1.62460486,2.91544576,0.68482940,0.00000000
-5.61580790,6.60619859,0.34547235,2.08180403,0.03756381,0.53024771,1.72251578,3.15842557,0.74650380,0.00000000
-5.60980490,7.08824433,0.37854503,2.22084510,0.03954541,0.56107404,1.82205309,3.40598926,0.80989229,0.00000000
-5.60380190,7.57011992,0.41281551,2.35715531,0.04141211,0.59162406,1.92159420,3.65558265,0.87449294,0.00000000
-5.59779890,8.04626596,0.44804728,2.48897221,0.04314973,0.62128717,2.01956883,3.90460146,0.93978249,0.00000000
-5.59179590,8.51121746,0.48398532,2.61459402,0.04474823,0.64947266,2.11449376,4.15045207,1.00522769,0.00000000
-5.58579290,8.95972920,0.52036109,2.73241804,0.04620203,0.67562310,2.20500418,4.39061340,1.07029699,0.00000000
-5.57978989,9.38689594,0.55689811,2.84097657,0.04751007,0.69922717,2.28988091,4.62269755,1.13447236,0.00000000
-5.57378689,9.78826269,0.59331786,2.93896904,0.04867569,0.71983129,2.36807239,4.84450647,1.19726073,0.00000000
-5.56778389,10.15992092,0.62934591,3.02528915,0.04970628,0.73704989,2.43871088,5.05408253,1.25820452,0.00000000
-5.56178089,10.49858661,0.66471793,3.09904610,0.05061266,0.75057372,2.50112236,5.24975056,1.31689077,0.00000000
-5.55577789,10.80165754,0.69918540,3.15957925,0.05140829,0.76017608,2.55482999,5.43014967,1.37295871,0.00000000
-5.54977489,11.06724731,0.73252075,3.20646577,0.05210832,0.76571671,2.59955117,5.59425334,1.42610516,0.00000000
-5.54377189,11.29419544,0.76452178,3.23952139,0.05272856,0.76714305,2.63518851,5.74137706,1.47608782,0.00000000
-5.53776888,11.48205343,0.79501500,3.25879420,0.05328432,0.76448915,2.66181556,5.87117320,1.52272608,0.00000000
-5.53176588,11.63104795,0.82385793,3.26455230,0.05378940,0.75787193,2.67965776,5.98361352,1.56589964,0.00000000
-5.52576288,11.74202345,0.85094008,3.25726580,0.05425502,0.74748533,2.68907006,6.07896038,1.60554479,0.00000000
-5.51975988,11.81636727,0.87618263,3.23758423,0.05468902,0.73359236,2.69051203,6.15772819,1.64164872,0.00000000
-5.51375688,11.85592101,0.89953684,3.20631030,0.05509520,0.71651545,2.68452179,6.22063713,1.67424216,0.00000000
-5.50775388,11.86288261,0.92098123,3.16437130,0.05547290,0.69662571,2.67168987,6.26856175,1.70339076,0.00000000
-5.50175088,11.83970384,0.94051771,3.11278900,0.05581688,0.67433119,2.65263422,6.30247690,1.72918562,0.00000000
-5.49574787,11.78898783,0.95816691,3.05264952,0.05611751,0.65006493,2.62797719,6.32340409,1.75173358,0.00000000
-5.48974487,11.71339141,0.97396294,2.98507388,0.05636116,0.62427308,2.59832538,6.33236080,1.77114775,0.00000000
-5.48374187,11.61553634,0.98794799,2.91119040,0.05653099,0.59740354,2.56425303,6.33031550,1.78753881,0.00000000
-5.47773887,11.49793314,1.00016707,2.83210962,0.05660782,0.56989557,2.52628922,6.31815055,1.80100757,0.00000000
-5.47173587,11.36292043,1.01066335,2.74890241,0.05657126,0.54217052,2.48490923,6.29663481,1.81163925,0.00000000
-5.46573287,11.21262184,1.01947437,2.66258181,0.05640096,0.51462414,2.44052993,6.26640716,1.81949980,0.00000000
-5.45972986,11.04892147,1.02662952,2.57408874,0.05607782,0.48762037,2.39350912,6.22797170,1.82463452,0.00000000
-5.45372686,10.87345818,1.03214902,2.48428190,0.05558526,0.46148690,2.34414839,6.18170440,1.82706907,0.00000000
-5.44772386,10.68763767,1.03604460,2.39393166,0.05491035,0.43651234,2.29269909,6.12787066,1.82681287,0.00000000
-5.44172086,10.49266047,1.03832183,2.30371782,0.05404477,0.41294486,2.23937076,6.06665236,1.82386477,0.00000000
-5.43571786,10.28956340,1.03898423,2.21423089,0.05298556,0.39099239,2.18434144,5.99818251,1.81822061,0.00000000
-5.42971486,10.07927081,1.03803876,2.12597637,0.05173561,0.37082378,2.12776914,5.92258520,1.80988225,0.00000000
-5.42371186,9.86265199,1.03550249,2.03938150,0.05030390,0.35257102,2.06980372,5.84001808,1.79886761,0.00000000
-5.41770885,9.64058031,1.03140995,1.95480385,0.04870541,0.33633200,2.01059860,5.75071449,1.78522101,0.00000000
-5.41170585,9.41398996,1.02582062,1.87254101,0.04696072,0.32217362,1.95032150,5.65502243,1.76902307,0.00000000
-5.40570285,9.18392607,1.01882603,1.79284075,0.04509545,0.31013504,1.88916378,5.55343751,1.75039957,0.00000000
-5.39969985,8.95158455,1.01055573,1.71591091,0.04313933,0.30023061,1.82734768,5.44662764,1.72952855,0.00000000
-5.39369685,8.71833843,1.00118152,1.64192843,0.04112522,0.29245257,1.76513123,5.33544727,1.70664499,0.00000000
-5.38769385,8.48574853,0.99091956,1.57104699,0.03908787,0.28677316,1.70281038,5.22094009,1.68204257,0.00000000
-5.38169085,8.25555707,0.98002964,1.50340293,0.03706274,0.28314605,1.64071824,5.10432934,1.65607222,0.00000000
-5.37568784,8.02966396,0.96881153,1.43911904,0.03508468,0.28150727,1.57922146,4.98699600,1.62913721,0.00000000
-5.36968484,7.81008662,0.95759818,1.37830624,0.03318673,0.28177541,1.51871379,4.87044554,1.60168484,0.00000000
-5.36368184,7.59890539,0.94674591,1.32106316,0.03139898,0.28385137,1.45960710,4.75626489,1.57419498,0.00000000
-5.35767884,7.39819721,0.93662179,1.26747381,0.02974758,0.28761772,1.40232040,4.64607191,1.54716582,0.00000000
-5.35167584,7.20996157,0.92758878,1.21760379,0.02825392,0.29293797,1.34726720,4.54145989,1.52109769,0.00000000
-5.34567284,7.03604299,0.91998937,1.17149543,0.02693398,0.29965578,1.29484210,4.44394030,1.49647544,0.00000000
-5.33966983,6.87805478,0.91412835,1.12916248,0.02579799,0.30759449,1.24540716,4.35488703,1.47375063,0.00000000
-5.33366683,6.73730888,0.91025589,1.09058490,0.02485016,0.31655717,1.19927886,4.27548526,1.45332430,0.00000000
-5.32766383,6.61475643,0.90855177,1.05570458,0.02408883,0.32632728,1.15671654,4.20668802,1.43553138,0.00000000
-5.32166083,6.51094305,0.90911184,1.02442232,0.02350662,0.33667020,1.11791277,4.14918305,1.42062775,0.00000000
-5.31565783,6.42598220,0.91193751,0.99659677,0.02309098,0.34733571,1.08298657,4.10337196,1.40878073,0.00000000
-5.30965483,6.35954890,0.91692924,0.97204574,0.02282474,0.35806142,1.05197964,4.06936295,1.40006357,0.00000000
-5.30365183,6.31089480,0.92388438,0.95055000,0.02268690,0.36857716,1.02485622,4.04697773,1.39445455,0.00000000
-5.29764882,6.27888463,0.93249997,0.93185986,0.02265347,0.37861027,1.00150641,4.03577220,1.39184066,0.00000000
-5.29164582,6.26205241,0.94238040,0.91570424,0.02269846,0.38789150,0.98175298,4.03506983,1.39202587,0.00000000
-5.28564282,6.25867491,0.95304980,0.90180218,0.02279477,0.39616152,0.96536136,4.04400576,1.39474351,0.00000000
-5.27963982,6.26685844,0.96396878,0.88987612,0.02291525,0.40317756,0.95205216,4.06157912,1.39967216,0.00000000
-5.27363682,6.28463446,0.97455469,0.87966660,0.02303356,0.40872006,0.94151568,4.08671039,1.40645413,0.00000000
-5.26763382,6.31005868,0.98420450,0.87094747,0.02312504,0.41259891,0.93342747,4.11830052,1.41471539,0.00000000
-5.26163082,6.34130815,0.99231921,0.86354097,0.02316754,0.41465904,0.92746407,4.15528816,1.42408581,0.00000000
-5.25562781,6.37677069,0.99832859,0.85733175,0.02314199,0.41478512,0.92331801,4.19670164,1.43421860,0.00000000
-5.24962481,6.41512167,1.00171494,0.85227899,0.02303296,0.41290498,0.92071115,4.24170253,1.44480742,0.00000000
-5.24362181,6.45538332,1.00203480,0.84842600,0.02282899,0.40899183,0.91940553,4.28961823,1.45560051,0.00000000
-5.23761881,6.49696333,0.99893736,0.84590634,0.02252279,0.40306480,0.91921121,4.33996142,1.46641062,0.00000000
-5.23161581,6.53967004,0.99217880,0.84494620,0.02211131,0.39518815,0.91999052,4.39243542,1.47712028,0.00000000
-5.22561281,6.58370327,0.98163180,0.84586235,0.02159559,0.38546883,0.92165847,4.44692501,1.48768204,0.00000000
-5.21960980,6.62962109,0.96728982,0.84905577,0.02098053,0.37405273,0.92417958,4.50347314,1.49811367,0.00000000
-5.21360680,6.67828408,0.94926600,0.85500070,0.02027452,0.36111962,0.92756109,4.56224527,1.50848860,0.00000000
-5.20760380,6.73078027,0.92778689,0.86422946,0.01948898,0.34687715,0.93184331,4.62348316,1.51892238,0.00000000
-5.20160080,6.78833470,0.90318135,0.87731354,0.01863777,0.33155406,0.93708774,4.68745129,1.52955584,0.00000000
-5.19559780,6.85220873,0.87586546,0.89484149,0.01773663,0.31539290,0.94336372,4.75437899,1.54053632,0.00000000
-5.18959480,6.92359471,0.84632404,0.91739446,0.01680255,0.29864269,0.95073486,4.82440206,1.55199806,0.00000000
-5.18359180,7.00351198,0.81509010,0.94552048,0.01585316,0.28155166,0.95924586,4.89750757,1.56404324,0.00000000
-5.17758879,7.09271024,0.78272307,0.97970843,0.01490612,0.26436053,0.96891111,4.97348534,1.57672486,0.00000000
-5.17158579,7.19158569,0.74978702,1.02036296,0.01397863,0.24729636,0.97970567,5.05188941,1.59003272,0.00000000
-5.16558279,7.30011503,0.71682991,1.06778147,0.01308694,0.23056746,0.99155939,5.13201221,1.60388364,0.00000000
-5.15957979,7.41781132,0.68436482,1.12213440,0.01224600,0.21435925,1.00435488,5.21287334,1.61811638,0.00000000
-5.15357679,7.54370437,0.65285388,1.18344968,0.01146917,0.19883134,1.01792937,5.29322423,1.63249213,0.00000000
-5.14757379,7.67634736,0.62269563,1.25160246,0.01076805,0.18411579,1.03208060,5.37156909,1.64670035,0.00000000
-5.14157079,7.81384976,0.59421609,1.32631058,0.01015240,0.17031657,1.04657661,5.44620134,1.66036985,0.00000000
-5.13556778,7.95393516,0.56766381,1.40713635,0.00963019,0.15751013,1.06116862,5.51525431,1.67308472,0.00000000
-5.12956478,8.09402151,0.54320876,1.49349466,0.00920769,0.14574689,1.07560666,5.57676383,1.68440392,0.00000000
-5.12356178,8.23131981,0.52094487,1.58466738,0.00888963,0.13505365,1.08965676,5.62873989,1.69388372,0.00000000
-5.11755878,8.36294643,0.50089591,1.67982330,0.00867951,0.12543658,1.10311876,5.66924373,1.70110156,0.00000000
-5.11155578,8.48604330,0.48302390,1.77804301,0.00857984,0.11688464,1.11584370,5.69646694,1.70567994,0.00000000
-5.10555278,8.59790000,0.46723972,1.87834749,0.00859245,0.10937329,1.12774956,5.70880830,1.70730900,0.00000000
-5.09954977,8.69607142,0.45341491,1.97972900,0.00871883,0.10286815,1.13883438,5.70494482,1.70576637,0.00000000
-5.09354677,8.77848477,0.44139416,2.08118289,0.00896036,0.09732856,1.14918577,5.68389324,1.70093311,0.00000000
-5.08754377,8.84353061,0.43100767,2.18173852,0.00931864,0.09271077,1.15898611,5.64505911,1.69280478,0.00000000
-5.08154077,8.89013279,0.42208268,2.28048784,0.00979560,0.08897071,1.16851282,5.58827073,1.68149693,0.00000000
-5.07553777,8.91779394,0.41445374,2.37661003,0.01039369,0.08606615,1.17813347,5.51379650,1.66724451,0.00000000
-5.06953477,8.92661366,0.40797116,2.46939094,0.01111589,0.08395826,1.18829571,5.42234459,1.65039531,0.00000000
-5.06353177,8.91727881,0.40250728,2.55823627,0.01196565,0.08261251,1.19951220,5.31504506,1.63139752,0.00000000
-5.05752876,8.89102596,0.39796048,2.64267791,0.01294674,0.08199890,1.21234114,5.19341513,1.61078213,0.00000000
-5.05152576,8.84957819,0.39425674,2.72237320,0.01406303,0.08209158,1.22736319,5.05930939,1.58914097,0.00000000
-5.04552276,8.79505939,0.39134889,2.79709737,0.01531813,0.08286794,1.24515556,4.91485718,1.56710149,0.00000000
-5.03951976,8.72989059,0.38921379,2.86672979,0.01671500,0.08430725,1.26626471,4.76239017,1.54529966,0.00000000
-5.03351676,8.65667370,0.38784757,2.93123515,0.01825546,0.08638897,1.29117858,4.60436348,1.52435224,0.00000000
-5.02751376,8.57806881,0.38725956,2.99064098,0.01993972,0.08909084,1.32029981,4.44327393,1.50482987,0.00000000
-5.02151076,8.49667127,0.38746519,3.04501311,0.02176580,0.09238695,1.35392121,4.28157910,1.48723233,0.00000000
-5.01550775,8.41489504,0.38847838,3.09443093,0.02372907,0.09624583,1.39220459,4.12162075,1.47196714,0.00000000
-5.00950475,8.33486810,0.39030406,3.13896410,0.02582178,0.10062879,1.43516398,3.96555581,1.45933262,0.00000000
-5.00350175,8.25834496,0.39293107,3.17865235,0.02803263,0.10548850,1.48265417,3.81529771,1.44950604,0.00000000
-4.99749875,8.18664067,0.39632613,3.21348980,0.03034652,0.11076812,1.53436513,3.67247024,1.44253745,0.00000000
-4.99149575,8.12058878,0.40042904,3.24341470,0.03274437,0.11640071,1.58982261,3.53837548,1.43834939,0.00000000
-4.98549275,8.06052500,0.40514964,3.26830527,0.03520309,0.12230937,1.64839512,3.41397643,1.43674229,0.00000000
-4.97948974,8.00629636,0.41036647,3.28798165,0.03769578,0.12840781,1.70930694,3.29989455,1.43740524,0.00000000
-4.97348674,7.95729445,0.41592741,3.30221368,0.04019198,0.13460149,1.77165670,3.19642134,1.43993139,0.00000000
-4.96748374,7.91251008,0.42165221,3.31073370,0.04265821,0.14078925,1.83444086,3.10354267,1.44383718,0.00000000
-4.96148074,7.87060535,0.42733674,3.31325330,0.04505861,0.14686535,1.89658109,3.02097388,1.44858423,0.00000000
-4.95547774,7.82999873,0.43275880,3.30948257,0.04735574,0.15272190,1.95695446,2.94820336,1.45360286,0.00000000
-4.94947474,7.78895776,0.43768519,3.29915037,0.04951149,0.15825147,2.01442524,2.88454190,1.45831607,0.00000000
-4.94347174,7.74569416,0.44187957,3.28202406,0.05148812,0.16334979,2.06787709,2.82917494,1.46216271,0.00000000
-4.93746873,7.69845616,0.44511081,3.25792744,0.05324927,0.16791854,2.11624437,2.78121510,1.46461890,0.00000000
-4.93146573,7.64561329,0.44716133,3.22675539,0.05476108,0.17186789,2.15854147,2.73975223,1.46521678,0.00000000
-4.92546273,7.58572978,0.44783508,3.18848467,0.05599316,0.17511886,2.19388913,2.70389869,1.46355988,0.00000000
-4.91945973,7.51762329,0.44696471,3.14318011,0.05691963,0.17760533,2.22153681,2.67282798,1.45933455,0.00000000
-4.91345673,7.44040722,0.44441761,3.09099613,0.05751985,0.17927565,2.24088066,2.64580521,1.45231720,0.00000000
-4.90745373,7.35351558,0.44010056,3.03217384,0.05777919,0.18009370,2.25147638,2.62220867,1.44237746,0.00000000
-4.90145073,7.25671054,0.43396283,2.96703421,0.05768946,0.18003952,2.25304705,2.60154199,1.42947717,0.00000000
-4.89544772,7.15007401,0.42599757,2.89596812,0.05724922,0.17910938,2.24548567,2.58343729,1.41366581,0.00000000
-4.88944472,7.03398511,0.41624156,2.81942428,0.05646384,0.17731541,2.22885285,2.56764992,1.39507275,0.00000000
-4.88344172,6.90908621,0.40477327,2.73789614,0.05534535,0.17468467,2.20336986,2.55404600,1.37389703,0.00000000
-4.87743872,6.77624050,0.39170951,2.65190863,0.05391208,0.17125795,2.16940765,2.54258425,1.35039534,0.00000000
-4.87143572,6.63648446,0.37720081,2.56200583,0.05218806,0.16708814,2.12747254,2.53329371,1.32486896,0.00000000
-4.86543272,6.49097810,0.36142579,2.46874019,0.05020233,0.16223843,2.07818905,2.52624929,1.29765034,0.00000000
-4.85942971,6.34095611,0.34458484,2.37266389,0.04798802,0.15678027,2.02228089,2.52154677,1.26908998,0.00000000
-4.85342671,6.18768216,0.32689337,2.27432245,0.04558140,0.15079134,1.96055062,2.51927903,1.23954411,0.00000000
-4.84742371,6.03240836,0.30857503,2.17425077,0.04302083,0.14435349,1.89385876,2.51951476,1.20936379,0.00000000
-4.84142071,5.87634123,0.28985505,2.07297119,0.04034570,0.13755069,1.82310297,2.52228099,1.17888545,0.00000000
-4.83541771,5.72061467,0.27095402,1.97099325,0.03759539,0.13046721,1.74919784,2.52754983,1.14842336,0.00000000
-4.82941471,5.56627019,0.25208239,1.86881459,0.03480830,0.12318589,1.67305575,2.53523023,1.11826380,0.00000000
-4.82341171,5.41424390,0.23343570,1.76692234,0.03202094,0.11578668,1.59556925,2.54516431,1.08866113,0.00000000
-4.81740870,5.26535930,0.21519078,1.66579446,0.02926720,0.10834534,1.51759515,2.55712823,1.05983541,0.00000000
-4.81140570,5.12032494,0.19750288,1.56590038,0.02657766,0.10093245,1.43994056,2.57083685,1.03197139,0.00000000
-4.80540270,4.97973546,0.18050389,1.46770062,0.02397913,0.09361260,1.36335106,2.58595126,1.00521869,0.00000000
-4.79939970,4.84407483,0.16430133,1.37164507,0.02149436,0.08644380,1.28850100,2.60208837,0.97969274,0.00000000
-4.79339670,4.71372047,0.14897839,1.27816974,0.01914181,0.07947713,1.21598597,2.61883138,0.95547632,0.00000000
-4.78739370,4.58894747,0.13459464,1.18769214,0.01693565,0.07275652,1.14631735,2.63574041,0.93262133,0.00000000
-4.78139070,4.46993194,0.12118737,1.10060546,0.01488588,0.06631876,1.07991898,2.65236219,0.91115072,0.00000000
-4.77538769,4.35675331,0.10877349,1.01727184,0.01299852,0.06019361,1.01712574,2.66823842,0.89106028,0.00000000
-4.76938469,4.24939539,0.09735179,0.93801524,0.01127596,0.05440401,0.95818398,2.68291239,0.87232036,0.00000000
-4.76338169,4.14774656,0.08690534,0.86311433,0.00971733,0.04896641,0.90325368,2.69593356,0.85487737,0.00000000
-4.75737869,4.05159943,0.07740413,0.79279594,0.00831892,0.04389120,0.85241210,2.70686043,0.83865516,0.00000000
-4.75137569,3.96065086,0.06880763,0.72722947,0.00707469,0.03918313,0.80565895,2.71526186,0.82355636,0.00000000
-4.74537269,3.87450286,0.06106725,0.66652270,0.00597671,0.03484187,0.76292262,2.72071742,0.80946379,0.00000000
-4.73936968,3.79266546,0.05412863,0.61071934,0.00501561,0.03086252,0.72406753,2.72281735,0.79624203,0.00000000
-4.73336668,3.71456195,0.04793378,0.55979839,0.00418107,0.02723619,0.68890236,2.72116268,0.78373936,0.00000000
-4.72736368,3.63953725,0.04242288,0.51367546,0.00346215,0.02395057,0.65718874,2.71536620,0.77179000,0.00000000
-4.72136068,3.56686962,0.03753586,0.47220602,0.00284770,0.02099049,0.62865047,2.70505475,0.76021702,0.00000000
-4.71535768,3.49578571,0.03321368,0.43519039,0.00232662,0.01833854,0.60298281,2.68987307,0.74883555,0.00000000
-4.70935468,3.42547887,0.02939939,0.40238025,0.00188814,0.01597556,0.57986181,2.66948947,0.73745666,0.00000000
-4.70335168,3.35513010,0.02603890,0.37348631,0.00152200,0.01388118,0.55895325,2.64360325,0.72589155,0.00000000
-4.69734867,3.28393093,0.02308155,0.34818689,0.00121860,0.01203435,0.53992116,2.61195349,0.71395613,0.00000000
-4.69134567,3.21110732,0.02048055,0.32613701,0.00096911,0.01041373,0.52243570,2.57432898,0.70147567,0.00000000
-4.68534267,3.13594354,0.01819312,0.30697754,0.00076551,0.00899816,0.50618014,2.53057855,0.68828952,0.00000000
-4.67933967,3.05780504,0.01618067,0.29034418,0.00060059,0.00776695,0.49085700,2.48062119,0.67425557,0.00000000
-4.67333667,2.97615898,0.01440876,0.27587600,0.00046804,0.00670023,0.47619311,2.42445529,0.65925430,0.00000000
-4.66733367,2.89059190,0.01284704,0.26322311,0.00036229,0.00577920,0.46194360,2.36216624,0.64319229,0.00000000
-4.66133067,2.80082331,0.01146916,0.25205356,0.00027857,0.00498627,0.44789487,2.29393190,0.62600502,0.00000000
-4.65532766,2.70671499,0.01025259,0.24205903,0.00021280,0.00430528,0.43386650,2.22002538,0.60765875,0.00000000
-4.64932466,2.60827539,0.00917852,0.23295949,0.00016154,0.00372154,0.41971218,2.14081482,0.58815163,0.00000000
-4.64332166,2.50565929,0.00823172,0.22450675,0.00012193,0.00322188,0.40531973,2.05676006,0.56751377,0.00000000
