energy_ev,total_up,B_p_up,B_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-6.00000000,1.15266095,0.00811470,0.00000000,0.22134430,0.16320110,0.00868486,0.77280085
-5.99399700,1.16830605,0.00784506,0.00000000,0.22223155,0.16420695,0.00853745,0.78809584
-5.98799400,1.18139331,0.00760365,0.00000000,0.22281640,0.16492845,0.00841963,0.80066512
-5.98199100,1.19131171,0.00738066,0.00000000,0.22294963,0.16527690,0.00832303,0.81021811
-5.97598799,1.19755583,0.00716774,0.00000000,0.22250342,0.16517757,0.00823938,0.81653129
-5.96998499,1.19973592,0.00695812,0.00000000,0.22137429,0.16457146,0.00816079,0.81945337
-5.96398199,1.19758337,0.00674668,0.00000000,0.21948505,0.16341629,0.00808003,0.81890741
-5.95797899,1.19095135,0.00652996,0.00000000,0.21678563,0.16168692,0.00799075,0.81489007
-5.95197599,1.17981114,0.00630618,0.00000000,0.21325298,0.15937502,0.00788771,0.80746803
-5.94597299,1.16424447,0.00607513,0.00000000,0.20888990,0.15648822,0.00776691,0.79677197
-5.93996998,1.14443275,0.00583812,0.00000000,0.20372319,0.15304871,0.00762570,0.78298863
-5.93396698,1.12064370,0.00559785,0.00000000,0.19780102,0.14909142,0.00746289,0.76635130
-5.92796398,1.09321642,0.00535831,0.00000000,0.19118980,0.14466199,0.00727868,0.74712944
-5.92196098,1.06254560,0.00512462,0.00000000,0.18397067,0.13981447,0.00707474,0.72561798
-5.91595798,1.02906582,0.00490296,0.00000000,0.17623586,0.13460903,0.00685405,0.70212681
-5.90995498,0.99323649,0.00470035,0.00000000,0.16808500,0.12910969,0.00662083,0.67697102
-5.90395198,0.95552818,0.00452460,0.00000000,0.15962158,0.12338221,0.00638042,0.65046219
-5.89794897,0.91641069,0.00438415,0.00000000,0.15094968,0.11749218,0.00613911,0.62290117
-5.89194597,0.87634314,0.00428796,0.00000000,0.14217104,0.11150341,0.00590393,0.59457235
-5.88594297,0.83576636,0.00424538,0.00000000,0.13338260,0.10547659,0.00568248,0.56573972
-5.87993997,0.79509719,0.00426604,0.00000000,0.12467451,0.09946833,0.00548273,0.53664440
-5.87393697,0.75472491,0.00435968,0.00000000,0.11612866,0.09353042,0.00531279,0.50750374
-5.86793397,0.71500918,0.00453605,0.00000000,0.10781763,0.08770946,0.00518068,0.47851162
-5.86193097,0.67627927,0.00480466,0.00000000,0.09980413,0.08204666,0.00509415,0.44983973
-5.85592796,0.63883417,0.00517467,0.00000000,0.09214082,0.07657785,0.00506046,0.42163950
-5.84992496,0.60294303,0.00565457,0.00000000,0.08487045,0.07133369,0.00508614,0.39404441
-5.84392196,0.56884581,0.00625200,0.00000000,0.07802624,0.06633988,0.00517684,0.36717239
-5.83791896,0.53675353,0.00697339,0.00000000,0.07163246,0.06161747,0.00533708,0.34112800
-5.83191596,0.50684814,0.00782368,0.00000000,0.06570516,0.05718316,0.00557015,0.31600433
-5.82591296,0.47928173,0.00880602,0.00000000,0.06025286,0.05304960,0.00587789,0.29188433
-5.81990995,0.45417525,0.00992138,0.00000000,0.05527736,0.04922557,0.00626057,0.26884165
-5.81390695,0.43161657,0.01116823,0.00000000,0.05077453,0.04571620,0.00671677,0.24694092
-5.80790395,0.41165839,0.01254231,0.00000000,0.04673496,0.04252308,0.00724334,0.22623752
-5.80190095,0.39431598,0.01403631,0.00000000,0.04314471,0.03964440,0.00783528,0.20677700
-5.79589795,0.37956528,0.01563971,0.00000000,0.03998594,0.03707494,0.00848582,0.18859417
-5.78989495,0.36734148,0.01733870,0.00000000,0.03723758,0.03480626,0.00918643,0.17171221
-5.78389195,0.35753865,0.01911620,0.00000000,0.03487593,0.03282672,0.00992695,0.15614166
-5.77788894,0.35001052,0.02095198,0.00000000,0.03287536,0.03112176,0.01069572,0.14187975
-5.77188594,0.34457268,0.02282292,0.00000000,0.03120905,0.02967405,0.01147985,0.12890998
-5.76588294,0.34100650,0.02470345,0.00000000,0.02984979,0.02846393,0.01226551,0.11720206
-5.75987994,0.33906465,0.02656611,0.00000000,0.02877088,0.02746985,0.01303823,0.10671239
-5.75387694,0.33847836,0.02838219,0.00000000,0.02794718,0.02666892,0.01378332,0.09738502
-5.74787394,0.33896613,0.03012257,0.00000000,0.02735622,0.02603766,0.01448633,0.08915303
-5.74187094,0.34024388,0.03175860,0.00000000,0.02697948,0.02555273,0.01513343,0.08194044
-5.73586793,0.34203605,0.03326306,0.00000000,0.02680376,0.02519183,0.01571199,0.07566439
-5.72986493,0.34408742,0.03461119,0.00000000,0.02682264,0.02493464,0.01621094,0.07023770
-5.72386193,0.34617514,0.03578165,0.00000000,0.02703798,0.02476373,0.01662133,0.06557150
-5.71785893,0.34812059,0.03675749,0.00000000,0.02746149,0.02466555,0.01693666,0.06157805
-5.71185593,0.34980057,0.03752703,0.00000000,0.02811622,0.02463135,0.01715332,0.05817336
-5.70585293,0.35115740,0.03808460,0.00000000,0.02903805,0.02465797,0.01727085,0.05527984
-5.69984992,0.35220752,0.03843113,0.00000000,0.03027695,0.02474862,0.01729222,0.05282853
-5.69384692,0.35304810,0.03857460,0.00000000,0.03189811,0.02491344,0.01722394,0.05076116
-5.68784392,0.35386151,0.03853019,0.00000000,0.03398270,0.02516990,0.01707619,0.04903167
-5.68184092,0.35491717,0.03832036,0.00000000,0.03662835,0.02554303,0.01686276,0.04760744
-5.67583792,0.35657075,0.03797454,0.00000000,0.03994910,0.02606538,0.01660096,0.04646991
-5.66983492,0.35926043,0.03752870,0.00000000,0.04407480,0.02677670,0.01631147,0.04561480
-5.66383192,0.36350027,0.03702469,0.00000000,0.04914990,0.02772348,0.01601802,0.04505179
-5.65782891,0.36987056,0.03650936,0.00000000,0.05533148,0.02895800,0.01574710,0.04480379
-5.65182591,0.37900531,0.03603351,0.00000000,0.06278655,0.03053731,0.01552757,0.04490566
-5.64582291,0.39157695,0.03565070,0.00000000,0.07168844,0.03252173,0.01539014,0.04540258
-5.63981991,0.40827853,0.03541592,0.00000000,0.08221239,0.03497322,0.01536691,0.04634801
-5.63381691,0.42980360,0.03538425,0.00000000,0.09453030,0.03795341,0.01549077,0.04780136
-5.62781391,0.45682425,0.03560933,0.00000000,0.10880461,0.04152142,0.01579480,0.04982532
-5.62181091,0.48996777,0.03614197,0.00000000,0.12518167,0.04573153,0.01631159,0.05248304
-5.61580790,0.52979246,0.03702872,0.00000000,0.14378438,0.05063069,0.01707254,0.05583516
-5.60980490,0.57676327,0.03831050,0.00000000,0.16470477,0.05625599,0.01810714,0.05993677
-5.60380190,0.63122813,0.04002132,0.00000000,0.18799629,0.06263220,0.01944216,0.06483444
-5.59779890,0.69339565,0.04218723,0.00000000,0.21366665,0.06976937,0.02110091,0.07056331
-5.59179590,0.76331525,0.04482532,0.00000000,0.24167102,0.07766077,0.02310240,0.07714445
-5.58579290,0.84086058,0.04794304,0.00000000,0.27190649,0.08628104,0.02546062,0.08458256
-5.57978989,0.92571716,0.05153766,0.00000000,0.30420774,0.09558495,0.02818377,0.09286403
-5.57378689,1.01737511,0.05559609,0.00000000,0.33834459,0.10550659,0.03127358,0.10195562
-5.56778389,1.11512784,0.06009490,0.00000000,0.37402153,0.11595931,0.03472480,0.11180367
-5.56178089,1.21807706,0.06500066,0.00000000,0.41087965,0.12683636,0.03852476,0.12233411
-5.55577789,1.32514477,0.07027057,0.00000000,0.44850106,0.13801223,0.04265313,0.13345313
-5.54977489,1.43509207,0.07585340,0.00000000,0.48641591,0.14934491,0.04708187,0.14504872
-5.54377189,1.54654485,0.08169061,0.00000000,0.52411185,0.16067882,0.05177550,0.15699299
-5.53776888,1.65802557,0.08771781,0.00000000,0.56104591,0.17184845,0.05669158,0.16914524
-5.53176588,1.76799054,0.09386628,0.00000000,0.59665828,0.18268268,0.06178150,0.18135578
-5.52576288,1.87487126,0.10006474,0.00000000,0.63038767,0.19300943,0.06699157,0.19347029
-5.51975988,1.97711868,0.10624111,0.00000000,0.66168769,0.20266079,0.07226444,0.20533470
-5.51375688,2.07324837,0.11232428,0.00000000,0.69004352,0.21147807,0.07754073,0.21680033
-5.50775388,2.16188519,0.11824585,0.00000000,0.71498821,0.21931688,0.08276097,0.22772917
-5.50175088,2.24180532,0.12394173,0.00000000,0.73611798,0.22605178,0.08786769,0.23799895
-5.49574787,2.31197408,0.12935353,0.00000000,0.75310568,0.23158047,0.09280770,0.24750801
-5.48974487,2.37157786,0.13442973,0.00000000,0.76571195,0.23582725,0.09753433,0.25617956
-5.48374187,2.42004886,0.13912657,0.00000000,0.77379346,0.23874552,0.10200983,0.26396515
-5.47773887,2.45708161,0.14340867,0.00000000,0.77730782,0.24031939,0.10620745,0.27084736
-5.47173587,2.48264061,0.14724928,0.00000000,0.77631507,0.24056411,0.11011354,0.27684134
-5.46573287,2.49695909,0.15063040,0.00000000,0.77097553,0.23952547,0.11372924,0.28199527
-5.45972986,2.50052890,0.15354245,0.00000000,0.76154424,0.23727811,0.11707189,0.28638965
-5.45372686,2.49408239,0.15598388,0.00000000,0.74836226,0.23392287,0.12017595,0.29013543
-5.44772386,2.47856722,0.15796060,0.00000000,0.73184514,0.22958325,0.12309349,0.29337106
-5.44172086,2.45511537,0.15948519,0.00000000,0.71246938,0.22440125,0.12589413,0.29625855
