energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,8.71643997,0.02316865,1.58921160,1.35939506,0.00000000,0.14225262,3.32787952,5.36383296,2.10744565
-5.99399700,8.57118475,0.02182717,1.56998454,1.35639637,0.00000000,0.13462271,3.27013336,5.34567839,2.06900941
-5.98799400,8.41463380,0.02051248,1.54975744,1.35096699,0.00000000,0.12682409,3.20626519,5.32068363,2.02937057
-5.98199100,8.24762688,0.01923802,1.52850133,1.34289980,0.00000000,0.11894205,3.13668140,5.28877381,1.98870201
-5.97598799,8.07092336,0.01801585,1.50614901,1.33198920,0.00000000,0.11105741,3.06180529,5.24983511,1.94711164
-5.96998499,7.88523611,0.01685660,1.48260445,1.31804615,0.00000000,0.10324538,2.98208910,5.20373131,1.90465393
-5.96398199,7.69127088,0.01576957,1.45775377,1.30091312,0.00000000,0.09557477,2.89802669,5.15032336,1.86134423
-5.95797899,7.48976899,0.01476274,1.43147716,1.28047850,0.00000000,0.08810727,2.81016606,5.08949168,1.81717513
-5.95197599,7.28155114,0.01384291,1.40366149,1.25668956,0.00000000,0.08089704,2.71912096,5.02116080,1.77213399
-5.94597299,7.06756031,0.01301574,1.37421289,1.22956348,0.00000000,0.07399043,2.62558085,4.94532557,1.72622073
-5.93996998,6.84890138,0.01228587,1.34306907,1.19919595,0.00000000,0.06742598,2.53031854,4.86207846,1.67946518
-5.93396698,6.62687582,0.01165698,1.31021063,1.16576703,0.00000000,0.06123444,2.43419491,4.77163673,1.63194308
-5.92796398,6.40300928,0.01113186,1.27567118,1.12954395,0.00000000,0.05543912,2.33816050,4.67436864,1.58378997
-5.92196098,6.17907078,0.01071245,1.23954566,1.09088077,0.00000000,0.05005625,2.24325332,4.57081716,1.53521246
-5.91595798,5.95708183,0.01039988,1.20199647,1.05021499,0.00000000,0.04509552,2.15059298,4.46171998,1.48649612
-5.90995498,5.73931447,0.01019445,1.16325723,1.00806118,0.00000000,0.04056065,2.06137083,4.34802431,1.43800976
-5.90395198,5.52827734,0.01009569,1.12363373,0.96500184,0.00000000,0.03645007,1.97683618,4.23089507,1.39020558
-5.89794897,5.32668928,0.01010225,1.08350201,0.92167584,0.00000000,0.03275763,1.89827877,4.11171518,1.34361527
-5.89194597,5.13744023,0.01021198,1.04330342,0.87876473,0.00000000,0.02947325,1.82700748,3.99207695,1.29884185
-5.88594297,4.96353982,0.01042182,1.00353671,0.83697746,0.00000000,0.02658367,1.76432583,3.87376389,1.25654748
-5.87993997,4.80805424,0.01072783,0.96474726,0.79703370,0.00000000,0.02407308,1.71150436,3.75872249,1.21743748
-5.87393697,4.67403255,0.01112516,0.92751374,0.75964642,0.00000000,0.02192369,1.66975063,3.64902427,1.18224101
-5.86793397,4.56442405,0.01160804,0.89243246,0.72550406,0.00000000,0.02011632,1.64017732,3.54681862,1.15168899
-5.86193097,4.48198888,0.01216985,0.86010001,0.69525262,0.00000000,0.01863078,1.62376903,3.45427756,1.12648986
-5.85592796,4.42920416,0.01280312,0.83109462,0.66947833,0.00000000,0.01744633,1.62134877,3.37353405,1.10730408
-5.84992496,4.40816878,0.01349960,0.80595694,0.64869107,0.00000000,0.01654188,1.63354498,3.30661574,1.09471814
-5.84392196,4.42050997,0.01425036,0.78517091,0.63330906,0.00000000,0.01589623,1.66076004,3.25537645,1.08921906
-5.83791896,4.46729510,0.01504592,0.76914538,0.62364518,0.00000000,0.01548821,1.70314147,3.22142800,1.09117030
-5.83191596,4.54895233,0.01587635,0.75819732,0.61989537,0.00000000,0.01529674,1.76055698,3.20607482,1.10079011
-5.82591296,4.66520380,0.01673139,0.75253705,0.62212930,0.00000000,0.01530080,1.83257452,3.21025416,1.11813310
-5.81990995,4.81501457,0.01760065,0.75225642,0.63028389,0.00000000,0.01547947,1.91844855,3.23448429,1.14307608
-5.81390695,4.99656068,0.01847373,0.75732018,0.64415980,0.00000000,0.01581184,2.01711359,3.27882289,1.17530865
-5.80790395,5.20721894,0.01934035,0.76756119,0.66342135,0.00000000,0.01627695,2.12718618,3.34283786,1.21432948
-5.80190095,5.44358050,0.02019048,0.78267959,0.68759988,0.00000000,0.01685377,2.24697577,3.42559177,1.25944838
-5.79589795,5.70148947,0.02101448,0.80224620,0.71610091,0.00000000,0.01752118,2.37450530,3.52564140,1.30979468
-5.78989495,5.97610717,0.02180315,0.82571015,0.74821492,0.00000000,0.01825795,2.50754157,3.64105267,1.36433176
-5.78389195,6.26200128,0.02254783,0.85241040,0.78313188,0.00000000,0.01904281,2.64363521,3.76943124,1.42187763
-5.77788894,6.55325844,0.02324044,0.88159117,0.81995913,0.00000000,0.01985453,2.78016967,3.90796823,1.48113104
-5.77188594,6.84361762,0.02387350,0.91242049,0.85774236,0.00000000,0.02067212,2.91441831,4.05350002,1.54070255
-5.76588294,7.12662067,0.02444018,0.94401148,0.89548921,0.00000000,0.02147497,3.04360805,4.20258061,1.59914950
-5.75987994,7.39577554,0.02493425,0.97544566,0.93219473,0.00000000,0.02224314,3.16498787,4.35156469,1.65501393
-5.75387694,7.64472694,0.02535017,1.00579745,0.96686810,0.00000000,0.02295760,3.27589987,4.49669871,1.70686218
-5.74787394,7.86742862,0.02568303,1.03415910,0.99855958,0.00000000,0.02360059,3.37385077,4.63421753,1.75332467
-5.74187094,8.05831123,0.02592859,1.05966514,1.02638690,0.00000000,0.02415591,3.45658102,4.76044344,1.79313474
-5.73586793,8.21243958,0.02608335,1.08151565,1.04956016,0.00000000,0.02460925,3.52212909,4.87188441,1.82516485
-5.72986493,8.32565353,0.02614454,1.09899745,1.06740413,0.00000000,0.02494850,3.56888860,4.96532851,1.84845901
-5.72386193,8.39468712,0.02611025,1.11150252,1.07937740,0.00000000,0.02516406,3.59565574,5.03793120,1.86226021
-5.71785893,8.41726149,0.02597950,1.11854316,1.08508734,0.00000000,0.02524902,3.60166535,5.08729267,1.86603177
-5.71185593,8.39214804,0.02575231,1.11976332,1.08430051,0.00000000,0.02519940,3.58661411,5.11152264,1.85947196
-5.70585293,8.31919968,0.02542984,1.11494587,1.07694811,0.00000000,0.02501422,3.55066984,5.10929036,1.84252129
-5.69984992,8.19934902,0.02501447,1.10401560,1.06312610,0.00000000,0.02469554,3.49446664,5.07985824,1.81536241
-5.69384692,8.03457406,0.02450991,1.08703798,1.04309029,0.00000000,0.02424843,3.41908603,5.02309803,1.77841256
-5.68784392,7.82783305,0.02392124,1.06421390,1.01724653,0.00000000,0.02368085,3.32602498,4.93948907,1.73230914
-5.68184092,7.58297139,0.02325499,1.03587063,0.98613643,0.00000000,0.02300341,3.21715208,4.83009907,1.67788895
-5.67583792,7.30460459,0.02251906,1.00244951,0.95041933,0.00000000,0.02222914,3.09465368,4.69654807,1.61616209
-5.66983492,6.99798209,0.02172275,0.96449093,0.91085124,0.00000000,0.02137313,2.96097206,4.54095747,1.54828156
-5.66383192,6.66883725,0.02087662,0.92261719,0.86826163,0.00000000,0.02045211,2.81873819,4.36588589,1.47550971
-5.65782891,6.32322925,0.01999233,0.87751396,0.82352900,0.00000000,0.01948410,2.67070126,4.17425465,1.39918295
-5.65182591,5.96738245,0.01908245,0.82991103,0.77755611,0.00000000,0.01848787,2.51965769,3.96926564,1.32067579
-5.64582291,5.60752868,0.01816020,0.78056307,0.73124581,0.00000000,0.01748252,2.36838179,3.75431455,1.24136564
-5.63981991,5.24975741,0.01723917,0.73023095,0.68547811,0.00000000,0.01648705,2.21956029,3.53290271,1.16259922
-5.63381691,4.89987792,0.01633297,0.67966429,0.64108939,0.00000000,0.01551986,2.07573240,3.30855043,1.08566171
-5.62781391,4.56329720,0.01545493,0.62958566,0.59885401,0.00000000,0.01459837,1.93923691,3.08471460,1.01174932
-5.62181091,4.24491583,0.01461771,0.58067679,0.55946897,0.00000000,0.01373869,1.81216747,2.86471297,0.94194590
-5.61580790,3.94904380,0.01383303,0.53356715,0.52354170,0.00000000,0.01295521,1.69633653,2.65165718,0.87720393
-5.60980490,3.67933698,0.01311126,0.48882489,0.49158109,0.00000000,0.01226045,1.59324841,2.44839581,0.81833006
-5.60380190,3.43875428,0.01246123,0.44695026,0.46399178,0.00000000,0.01166472,1.50408141,2.25746865,0.76597530
-5.59779890,3.22953478,0.01188993,0.40837143,0.44107162,0.00000000,0.01117608,1.42967875,2.08107245,0.72062963
-5.59179590,3.05319379,0.01140236,0.37344252,0.42301184,0.00000000,0.01080017,1.37054768,1.92103812,0.68262081
-5.58579290,2.91053598,0.01100138,0.34244364,0.40990002,0.00000000,0.01054021,1.32686624,1.77881893,0.65211711
-5.57978989,2.80168386,0.01068770,0.31558260,0.40172511,0.00000000,0.01039700,1.29849691,1.65548874,0.62913340
-5.57378689,2.72611931,0.01045985,0.29299796,0.39838449,0.00000000,0.01036898,1.28500616,1.55174918,0.61354030
-5.56778389,2.68273620,0.01031429,0.27476327,0.39969250,0.00000000,0.01045234,1.28568926,1.46794436,0.60507591
-5.56178089,2.66990187,0.01024556,0.26089191,0.40539021,0.00000000,0.01064119,1.29959935,1.40408179,0.60335956
-5.55577789,2.68552546,0.01024645,0.25134245,0.41515596,0.00000000,0.01092772,1.32558007,1.35985803,0.60790735
-5.54977489,2.72713119,0.01030833,0.24602424,0.42861655,0.00000000,0.01130246,1.36230083,1.33468766,0.61814880
-5.54377189,2.79193477,0.01042138,0.24480300,0.44535859,0.00000000,0.01175450,1.40829414,1.32773446,0.63344453
-5.53776888,2.87692140,0.01057496,0.24750620,0.46493981,0.00000000,0.01227181,1.46199402,1.33794380,0.65310431
-5.53176588,2.97892369,0.01075800,0.25392835,0.48690014,0.00000000,0.01284148,1.52177495,1.36407520,0.67640531
-5.52576288,3.09469828,0.01095929,0.26383587,0.51077227,0.00000000,0.01345013,1.58599055,1.40473476,0.70261016
-5.51975988,3.22099968,0.01116789,0.27697178,0.53609149,0.00000000,0.01408415,1.65301125,1.45840670,0.73098452
-5.51375688,3.35465029,0.01137347,0.29306008,0.56240464,0.00000000,0.01473010,1.72126028,1.52348404,0.76081373
-5.50775388,3.49260529,0.01156659,0.31180993,0.58927807,0.00000000,0.01537501,1.78924724,1.59829806,0.79141838
-5.50175088,3.63201148,0.01173902,0.33291969,0.61630442,0.00000000,0.01600675,1.85559862,1.68114664,0.82216841
-5.49574787,3.77025907,0.01188393,0.35608083,0.64310819,0.00000000,0.01661428,1.91908463,1.77032139,0.85249547
-5.48974487,3.90502557,0.01199608,0.38098178,0.66935011,0.00000000,0.01718801,1.97864180,1.86413367,0.88190326
-5.48374187,4.03431115,0.01207196,0.40731176,0.69473016,0.00000000,0.01772001,2.03339092,1.96093937,0.90997570
-5.47773887,4.15646500,0.01210981,0.43476459,0.71898952,0.00000000,0.01820424,2.08264993,2.05916252,0.93638271
-5.47173587,4.27020224,0.01210964,0.46304247,0.74191133,0.00000000,0.01863671,2.12594158,2.15731741,0.96088349
-5.46573287,4.37461153,0.01207321,0.49185961,0.76332057,0.00000000,0.01901560,2.16299582,2.25402925,0.98332726
-5.45972986,4.46915334,0.01200385,0.52094582,0.78308304,0.00000000,0.01934131,2.19374696,2.34805290,1.00365156
-5.45372686,4.55364938,0.01190640,0.55004986,0.80110384,0.00000000,0.01961641,2.21832575,2.43828947,1.02187814
-5.44772386,4.62826381,0.01178696,0.57894252,0.81732534,0.00000000,0.01984559,2.23704695,2.52380039,1.03810667
-5.44172086,4.69347705,0.01165270,0.60741939,0.83172493,0.00000000,0.02003547,2.25039259,2.60381869,1.05250661
-5.43571786,4.75005312,0.01151162,0.63530321,0.84431272,0.00000000,0.02019441,2.25899169,2.67775701,1.06530739
-5.42971486,4.79900183,0.01137231,0.66244571,0.85512924,0.00000000,0.02033217,2.26359703,2.74521213,1.07678760
-5.42371186,4.84153683,0.01124370,0.68872899,0.86424330,0.00000000,0.02045960,2.26505962,2.80596583,1.08726316
-5.41770885,4.87903098,0.01113480,0.71406629,0.87175009,0.00000000,0.02058823,2.26430170,2.85998182,1.09707542
