energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.41170585,4.91297014,0.01105449,0.73840223,0.87776937,0.00000000,0.02072985,2.26228894,2.90739870,1.10657913
-5.40570285,4.94490674,0.01101127,0.76171238,0.88244384,0.00000000,0.02089609,2.26000250,2.94851904,1.11613100
-5.39969985,4.97641403,0.01101309,0.78400222,0.88593747,0.00000000,0.02109793,2.25841176,2.98379466,1.12607908
-5.39369685,5.00904225,0.01106713,0.80530553,0.88843379,0.00000000,0.02134531,2.25844826,3.01380826,1.13675317
-5.38769385,5.04427726,0.01117968,0.82568204,0.89013384,0.00000000,0.02164666,2.26098137,3.03925192,1.14845663
-5.38169085,5.08350257,0.01135600,0.84521460,0.89125369,0.00000000,0.02200864,2.26679630,3.06090275,1.16145955
-5.37568784,5.12796511,0.01160017,0.86400558,0.89202139,0.00000000,0.02243573,2.27657476,3.07959620,1.17599344
-5.36968484,5.17874513,0.01191506,0.88217276,0.89267327,0.00000000,0.02293009,2.29087868,3.09619772,1.19224731
-5.36368184,5.23673063,0.01230221,0.89984462,0.89344935,0.00000000,0.02349138,2.31013717,3.11157345,1.21036516
-5.35767884,5.30259619,0.01276182,0.91715511,0.89458808,0.00000000,0.02411670,2.33463705,3.12656059,1.23044454
-5.35167584,5.37678663,0.01329271,0.93423794,0.89632021,0.00000000,0.02480069,2.36451692,3.14193837,1.25253619
-5.34567284,5.45950517,0.01389229,0.95122060,0.89886220,0.00000000,0.02553563,2.39976491,3.15840044,1.27664435
-5.33966983,5.55070641,0.01455661,0.96821804,0.90240899,0.00000000,0.02631171,2.44022005,3.17652958,1.30272772
-5.33366683,5.65009404,0.01528035,0.98532648,0.90712671,0.00000000,0.02711736,2.48557725,3.19677555,1.33070080
-5.32766383,5.75712329,0.01605689,1.00261730,0.91314547,0.00000000,0.02793968,2.53539562,3.21943704,1.36043544
-5.32166083,5.87100831,0.01687836,1.02013137,0.92055253,0.00000000,0.02876490,2.58911011,3.24464837,1.39176256
-5.31565783,5.99073441,0.01773577,1.03787408,0.92938637,0.00000000,0.02957896,2.64604601,3.27237168,1.42447412
-5.30965483,6.11507542,0.01861908,1.05581134,0.93963184,0.00000000,0.03036807,2.70543624,3.30239511,1.45832513
-5.30365183,6.24261596,0.01951735,1.07386678,0.95121680,0.00000000,0.03111929,2.76644079,3.33433724,1.49303604
-5.29764882,6.37177878,0.02041893,1.09192043,0.96401060,0.00000000,0.03182112,2.82816810,3.36765791,1.52829548
-5.29164582,6.50085686,0.02131161,1.10980910,0.97782455,0.00000000,0.03246407,2.88969778,3.40167528,1.56376358
-5.28564282,6.62804989,0.02218283,1.12732849,0.99241445,0.00000000,0.03304116,2.95010415,3.43558855,1.59907599
-5.27963982,6.75150468,0.02301995,1.14423725,1.00748545,0.00000000,0.03354835,3.00848000,3.46850575,1.63384867
-5.27363682,6.86935860,0.02381045,1.16026284,1.02269895,0.00000000,0.03398488,3.06395993,3.49947547,1.66768374
-5.26763382,6.97978502,0.02454220,1.17510905,1.03768149,0.00000000,0.03435350,3.11574256,3.52752143,1.70017612
-5.26163082,7.08103951,0.02520372,1.18846510,1.05203541,0.00000000,0.03466058,3.16311098,3.55167834,1.73092115
-5.25562781,7.17150523,0.02578442,1.20001585,1.06535070,0.00000000,0.03491605,3.20545059,3.57102760,1.75952290
-5.24962481,7.24973583,0.02627489,1.20945268,1.07721789,0.00000000,0.03513328,3.24226378,3.58473122,1.78560298
-5.24362181,7.31449425,0.02666706,1.21648479,1.08724115,0.00000000,0.03532866,3.27318077,3.59206244,1.80880950
-5.23761881,7.36478543,0.02695445,1.22085022,1.09505130,0.00000000,0.03552120,3.29796609,3.59243157,1.82882587
-5.23161581,7.39988148,0.02713228,1.22232601,1.10031800,0.00000000,0.03573189,3.31652015,3.58540596,1.84537888
-5.22561281,7.41933778,0.02719762,1.22073731,1.10276071,0.00000000,0.03598293,3.32887594,3.57072304,1.85824575
-5.21960980,7.42299897,0.02714946,1.21596459,1.10215777,0.00000000,0.03629694,3.33519044,3.54829602,1.86725961
-5.21360680,7.41099419,0.02698866,1.20794895,1.09835329,0.00000000,0.03669601,3.33573122,3.51821186,1.87231320
-5.20760380,7.38372144,0.02671800,1.19669493,1.09126154,0.00000000,0.03720071,3.33085848,3.48072198,1.87336032
-5.20160080,7.34182149,0.02634199,1.18227105,1.08086862,0.00000000,0.03782917,3.32100312,3.43622614,1.87041507
-5.19559780,7.28614252,0.02586681,1.16480771,1.06723127,0.00000000,0.03859608,3.30664200,3.38525059,1.86354875
-5.18959480,7.21769710,0.02530005,1.14449294,1.05047311,0.00000000,0.03951183,3.28827116,3.32842179,1.85288465
-5.18359180,7.13761363,0.02465053,1.12156601,1.03077831,0.00000000,0.04058176,3.26637853,3.26643728,1.83859094
-5.17758879,7.04708496,0.02392801,1.09630949,1.00838323,0.00000000,0.04180553,3.24141742,3.20003534,1.82087215
-5.17158579,6.94731706,0.02314299,1.06904016,0.98356630,0.00000000,0.04317671,3.21378222,3.12996537,1.79995985
-5.16558279,6.83948068,0.02230634,1.04009933,0.95663689,0.00000000,0.04468258,3.18378773,3.05696045,1.77610301
-5.15957979,6.72466896,0.02142913,1.00984322,0.92792359,0.00000000,0.04630418,3.15165334,2.98171386,1.74955887
-5.15357679,6.60386367,0.02052231,0.97863384,0.89776261,0.00000000,0.04801662,3.11749322,2.90486072,1.72058487
-5.14757379,6.47791226,0.01959653,0.94683101,0.86648675,0.00000000,0.04978966,3.08131318,2.82696570,1.68943231
-5.14157079,6.34751713,0.01866196,0.91478587,0.83441571,0.00000000,0.05158856,3.04301468,2.74851743,1.65634208
-5.13556778,6.21323813,0.01772809,0.88283617,0.80184785,0.00000000,0.05337512,3.00240602,2.66992966,1.62154300
-5.12956478,6.07550813,0.01680367,0.85130355,0.76905406,0.00000000,0.05510896,2.95922030,2.59154887,1.58525267
-5.12356178,5.93466064,0.01589666,0.82049272,0.73627370,0.00000000,0.05674897,2.91313935,2.51366769,1.54768097
-5.11755878,5.79096790,0.01501413,0.79069251,0.70371276,0.00000000,0.05825483,2.86382246,2.43654285,1.50903582
-5.11155578,5.64468679,0.01416237,0.76217838,0.67154418,0.00000000,0.05958858,2.81093844,2.36041637,1.46953069
-5.10555278,5.49610944,0.01334688,0.73521597,0.63991014,0.00000000,0.06071619,2.75419908,2.28553835,1.42939343
-5.09954977,5.34561496,0.01257243,0.71006523,0.60892592,0.00000000,0.06160897,2.69339241,2.21218948,1.38887541
-5.09354677,5.19371866,0.01184318,0.68698443,0.57868506,0.00000000,0.06224492,2.62841356,2.14070160,1.34826025
-5.08754377,5.04111484,0.01116273,0.66623360,0.54926529,0.00000000,0.06260972,2.55929158,2.07147455,1.30787126
-5.08154077,4.88870988,0.01053427,0.64807657,0.52073475,0.00000000,0.06269757,2.48621044,2.00498791,1.26807681
-5.07553777,4.73764264,0.00996057,0.63278141,0.49315814,0.00000000,0.06251158,2.40952301,1.94180621,1.22929281
-5.06953477,4.58928991,0.00944414,0.62061859,0.46660220,0.00000000,0.06206393,2.32975691,1.88257709,1.19198178
-5.06353177,4.44525566,0.00898720,0.61185675,0.44114039,0.00000000,0.06137559,2.24761193,1.82802170,1.15664819
-5.05752876,4.30734372,0.00859174,0.60675595,0.41685622,0.00000000,0.06047564,2.16394869,1.77891755,1.12382984
-5.05152576,4.17751432,0.00825952,0.60555858,0.39384528,0.00000000,0.05940037,2.07976929,1.73607426,1.09408552
-5.04552276,4.05782643,0.00799204,0.60847806,0.37221577,0.00000000,0.05819196,1.99619063,1.70030317,1.06797917
-5.03951976,3.95036815,0.00779050,0.61568599,0.35208756,0.00000000,0.05689692,1.91441168,1.67238215,1.04606126
-5.03351676,3.85717861,0.00765572,0.62729830,0.33358994,0.00000000,0.05556442,1.83567639,1.65301733,1.02884820
-5.02751376,3.78016522,0.00758812,0.64336116,0.31685820,0.00000000,0.05424440,1.76123391,1.64280367,1.01680067
-5.02151076,3.72102044,0.00758760,0.66383755,0.30202930,0.00000000,0.05298565,1.69229813,1.64218645,1.01030207
-5.01550775,3.68114263,0.00765354,0.68859543,0.28923700,0.00000000,0.05183398,1.63000837,1.65142587,1.00963821
-5.00950475,3.66156499,0.00778469,0.71739832,0.27860663,0.00000000,0.05083046,1.57539299,1.67056682,1.01497927
-5.00350175,3.66289670,0.00797918,0.74989915,0.27024992,0.00000000,0.05000981,1.52933761,1.69941558,1.02636533
-4.99749875,3.68527937,0.00823452,0.78563817,0.26426018,0.00000000,0.04939914,1.49255920,1.73752527,1.04369605
-4.99149575,3.72836148,0.00854762,0.82404526,0.26070801,0.00000000,0.04901687,1.46558691,1.78419098,1.06672553
-4.98549275,3.79129236,0.00891487,0.86444718,0.25963775,0.00000000,0.04887210,1.44875038,1.83845555,1.09506261
-4.97948974,3.87273635,0.00933224,0.90607966,0.26106497,0.00000000,0.04896429,1.44217564,1.89912608,1.12817697
-4.97348674,3.97090673,0.00979543,0.94810425,0.26497480,0.00000000,0.04928333,1.44578834,1.96480089,1.16541086
-4.96748374,4.08361803,0.01030004,0.98962946,0.27132139,0.00000000,0.04981006,1.45932389,2.03390611,1.20599607
-4.96148074,4.20835441,0.01084177,1.02973543,0.28002833,0.00000000,0.05051703,1.48234354,2.10474052,1.24907565
-4.95547774,4.34235094,0.01141667,1.06750132,0.29098990,0.00000000,0.05136968,1.51425544,2.17552683,1.29372939
-4.94947474,4.48268415,0.01202134,1.10203435,0.30407313,0.00000000,0.05232777,1.55433925,2.24446735,1.33900195
-4.94347174,4.62636769,0.01265319,1.13249911,0.31912049,0.00000000,0.05334702,1.60177316,2.30980154,1.38393267
-4.93746873,4.77044886,0.01331064,1.15814620,0.33595299,0.00000000,0.05438091,1.65566194,2.36986309,1.42758555
-4.93146573,4.91210195,0.01399330,1.17833863,0.35437355,0.00000000,0.05538257,1.71506470,2.42313401,1.46907825
-4.92546273,5.04871442,0.01470217,1.19257516,0.37417062,0.00000000,0.05630663,1.77902145,2.46829341,1.50760907
-4.91945973,5.17796274,0.01543969,1.20050931,0.39512170,0.00000000,0.05711107,1.84657746,2.50425904,1.54248055
-4.91345673,5.29787525,0.01620980,1.20196354,0.41699682,0.00000000,0.05775884,1.91680484,2.53021991,1.57311921
-4.90745373,5.40688027,0.01701792,1.19693774,0.43956202,0.00000000,0.05821934,1.98882102,2.54565893,1.59909058
-4.90145073,5.50383864,0.01787079,1.18561210,0.46258249,0.00000000,0.05846958,2.06180397,2.55036488,1.62010925
-4.89544772,5.58806066,0.01877632,1.16834408,0.48582579,0.00000000,0.05849506,2.13500435,2.54443369,1.63604394
-4.88944472,5.65930814,0.01974333,1.14565995,0.50906485,0.00000000,0.05829030,2.20775490,2.52825955,1.64691768
-4.88344172,5.71778336,0.02078116,1.11824135,0.53208101,0.00000000,0.05785899,2.27947757,2.50251667,1.65290357
-4.87743872,5.76410660,0.02189929,1.08690750,0.55466708,0.00000000,0.05721381,2.34968889,2.46813318,1.65431671
-4.87143572,5.79928496,0.02310687,1.05259403,0.57663047,0.00000000,0.05637589,2.41800419,2.42625858,1.65160307
-4.86543272,5.82467466,0.02441221,1.01632929,0.59779637,0.00000000,0.05537397,2.48414110,2.37822668,1.64532599
-4.85942971,5.84193937,0.02582228,0.97920901,0.61801111,0.00000000,0.05424324,2.54792261,2.32551578,1.63615116
-4.85342671,5.85300651,0.02734216,0.94237031,0.63714542,0.00000000,0.05302398,2.60928002,2.26970775,1.62483085
-4.84742371,5.86002313,0.02897459,0.90696582,0.65509772,0.00000000,0.05176008,2.66825551,2.21244771,1.61218780
-4.84142071,5.86531248,0.03071946,0.87413850,0.67179706,0.00000000,0.05049735,2.72500413,2.15540538,1.59909941
-4.83541771,5.87133164,0.03257351,0.84499778,0.68720575,0.00000000,0.04928190,2.77979481,2.10023919,1.58648237
-4.82941471,5.88063011,0.03453000,0.82059731,0.70132126,0.00000000,0.04815848,2.83300955,2.04856368,1.57527785
-4.82341171,5.89580871,0.03657857,0.80191458,0.71417733,0.00000000,0.04716894,2.88514018,2.00192054,1.56643707
-4.81740870,5.91947792,0.03870519,0.78983233,0.72584399,0.00000000,0.04635083,2.93678185,1.96175307,1.56090718
-4.81140570,5.95421443,0.04089225,0.78512194,0.73642623,0.00000000,0.04573619,2.98862258,1.92938406,1.55961702
-4.80540270,6.00251491,0.04311885,0.78842860,0.74606145,0.00000000,0.04535059,3.04142816,1.90599636,1.56346247
-4.79939970,6.06674608,0.04536120,0.80025810,0.75491525,0.00000000,0.04521245,3.09602231,1.89261590,1.57329118
-4.79339670,6.14909077,0.04759310,0.82096542,0.76317593,0.00000000,0.04533259,3.15326187,1.89009653,1.58988626
-4.78739370,6.25149005,0.04978673,0.85074489,0.77104754,0.00000000,0.04571415,3.21400750,1.89910635,1.61394920
-4.78139070,6.37558243,0.05191334,0.88962218,0.77874187,0.00000000,0.04635275,3.27909045,1.92011531,1.64608186
-4.77538769,6.52264149,0.05394419,0.93744829,0.78646955,0.00000000,0.04723696,3.34927678,1.95338407,1.68676804
-4.76938469,6.69351448,0.05585150,0.99389582,0.79443071,0.00000000,0.04834901,3.42523007,1.99895433,1.73635511
-4.76338169,6.88856449,0.05760936,1.05845803,0.80280556,0.00000000,0.04966574,3.50747460,2.05664107,1.79503648
-4.75737869,7.10761954,0.05919478,1.13045093,0.81174545,0.00000000,0.05115973,3.59636077,2.12602729,1.86283565
-4.75137569,7.34993203,0.06058852,1.20901914,0.82136471,0.00000000,0.05280053,3.69203466,2.20646201,1.93959302
-4.74537269,7.61415187,0.06177593,1.29314571,0.83173391,0.00000000,0.05455604,3.79441352,2.29706238,2.02495623
-4.73936968,7.89831651,0.06274765,1.38166635,0.84287478,0.00000000,0.05639386,3.90316902,2.39672054,2.11837511
-4.73336668,8.19986007,0.06350009,1.47328817,0.85475715,0.00000000,0.05828261,4.01771949,2.50411607,2.21910209
-4.72736368,8.51564366,0.06403578,1.56661306,0.86729813,0.00000000,0.06019321,4.13723209,2.61773439,2.32619844
-4.72136068,8.84200720,0.06436345,1.66016526,0.88036357,0.00000000,0.06209996,4.26063551,2.73589142,2.43854707
-4.71535768,9.17484263,0.06449790,1.75242295,0.89377180,0.00000000,0.06398144,4.38664301,2.85676438,2.55487168
-4.70935468,9.50968682,0.06445962,1.84185277,0.90729947,0.00000000,0.06582122,4.51378517,2.97842836,2.67376203
-4.70335168,9.84183150,0.06427414,1.92694663,0.92068927,0.00000000,0.06760820,4.64045132,3.09889788,2.79370490
-4.69734867,10.16644665,0.06397124,2.00625949,0.93365903,0.00000000,0.06933681,4.76493796,3.21617231,2.91311970
-4.69134567,10.47871255,0.06358388,2.07844679,0.94591191,0.00000000,0.07100678,4.88550209,3.32828391,3.03039746
-4.68534267,10.77395556,0.06314702,2.14230017,0.95714708,0.00000000,0.07262270,5.00041729,3.43334667,3.14394212
-4.67933967,11.04778202,0.06269633,2.19678008,0.96707042,0.00000000,0.07419334,5.10802985,3.52960447,3.25221218
-4.67333667,11.29620454,0.06226680,2.24104382,0.97540476,0.00000000,0.07573066,5.20681277,3.61547642,3.35376143
-4.66733367,11.51575576,0.06189138,2.27446787,0.98189915,0.00000000,0.07724872,5.29541493,3.68959791,3.44727698
-4.66133067,11.70358433,0.06159972,2.29666341,0.98633686,0.00000000,0.07876243,5.37270349,3.75085553,3.53161313
-4.65532766,11.85752959,0.06141688,2.30748432,0.98854173,0.00000000,0.08028623,5.43779765,3.79841438,3.60581984
-4.64932466,11.97617168,0.06136241,2.30702726,0.98838279,0.00000000,0.08183286,5.49009244,3.83173689,3.66916471
-4.64332166,12.05885555,0.06144948,2.29562361,0.98577690,0.00000000,0.08341209,5.52927172,3.85059211,3.72114765
