energy_ev,total_up,Ag_p_up,Ag_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.73586793,9.42536561,0.81338745,7.99075221,0.01266067,0.08427907,0.14770292,0.84660820
-5.72986493,9.37769103,0.83096054,7.92933883,0.01340039,0.08492021,0.15037114,0.84784986
-5.72386193,9.34007058,0.85224723,7.87338943,0.01419707,0.08579365,0.15315599,0.85247431
-5.71785893,9.31079362,0.87677444,7.82172170,0.01504104,0.08685877,0.15606575,0.86018119
-5.71185593,9.28813191,0.90402074,7.77318953,0.01592123,0.08807282,0.15911073,0.87062515
-5.70585293,9.27038514,0.93342814,7.72671832,0.01682540,0.08939224,0.16230220,0.88342272
-5.69984992,9.25592379,0.96441481,7.68133696,0.01774024,0.09077398,0.16565110,0.89815991
-5.69384692,9.24322935,0.99638853,7.63620627,0.01865165,0.09217685,0.16916675,0.91440040
-5.68784392,9.23093198,1.02876089,7.59064404,0.01954497,0.09356272,0.17285555,0.93169433
-5.68184092,9.21784548,1.06096191,7.54414646,0.02040535,0.09489771,0.17671974,0.94958759
-5.67583792,9.20299924,1.09245498,7.49640582,0.02121802,0.09615328,0.18075621,0.96763162
-5.66983492,9.18566656,1.12275151,7.44732407,0.02196869,0.09730722,0.18495561,0.98539331
-5.66383192,9.16538832,1.15142503,7.39702176,0.02264393,0.09834446,0.18930156,1.00246496
-5.65782891,9.14199095,1.17812418,7.34584150,0.02323153,0.09925773,0.19377012,1.01847386
-5.65182591,9.11559707,1.20258395,7.29434537,0.02372085,0.10004804,0.19832958,1.03309117
-5.64582291,9.08662747,1.22463458,7.24330520,0.02410320,0.10072488,0.20294047,1.04603971
-5.63981991,9.05579297,1.24420771,7.19368507,0.02437206,0.10130620,0.20755582,1.05710045
-5.63381691,9.02407484,1.26133910,7.14661537,0.02452337,0.10181804,0.21212180,1.06611700
-5.62781391,8.99269301,1.27616765,7.10335810,0.02455563,0.10229392,0.21657849,1.07299831
-5.62181091,8.96306174,1.28893034,7.06526350,0.02446999,0.10277384,0.22086099,1.07771884
-5.61580790,8.93673314,1.29995319,7.03371853,0.02427025,0.10330301,0.22490073,1.08031662
-5.60980490,8.91532952,1.30963819,7.01008834,0.02396273,0.10393030,0.22862692,1.08088872
-5.60380190,8.90046655,1.31844656,6.99565234,0.02355609,0.10470632,0.23196823,1.07958463
-5.59779890,8.89366976,1.32687887,6.99153715,0.02306103,0.10568148,0.23485451,1.07659757
-5.59179590,8.89628776,1.33545274,6.99864899,0.02248998,0.10690369,0.23721864,1.07215417
-5.58579290,8.90940592,1.34467884,7.01760866,0.02185667,0.10841616,0.23899835,1.06650291
-5.57978989,8.93376482,1.35503638,7.04869231,0.02117566,0.11025517,0.24013801,1.05990186
-5.57378689,8.96968763,1.36694895,7.09178138,0.02046193,0.11244790,0.24059027,1.05260625
-5.56778389,9.01702082,1.38076189,7.14632478,0.01973037,0.11501057,0.24031761,1.04485645
-5.56178089,9.07509190,1.39672225,7.21131630,0.01899530,0.11794686,0.23929359,1.03686689
-5.55577789,9.14268746,1.41496219,7.28528936,0.01827010,0.12124670,0.23750383,1.02881639
-5.54977489,9.21805394,1.43548681,7.36633083,0.01756681,0.12488559,0.23494668,1.02084041
-5.54377189,9.29892244,1.45816696,7.45211463,0.01689583,0.12882440,0.23163348,1.01302545
-5.53776888,9.38255791,1.48273740,7.53995485,0.01626565,0.13300984,0.22758851,1.00540600
-5.53176588,9.46583171,1.50880078,7.62687739,0.01568275,0.13737538,0.22284843,0.99796390
-5.52576288,9.54531538,1.53583700,7.70970786,0.01515150,0.14184287,0.21746152,0.99063039
-5.51975988,9.61739255,1.56321803,7.78517280,0.01467416,0.14632465,0.21148640,0.98329051
-5.51375688,9.67838452,1.59022737,7.85001053,0.01425099,0.15072610,0.20499064,0.97578974
-5.50775388,9.72468487,1.61608356,7.90108723,0.01388040,0.15494863,0.19804900,0.96794248
-5.50175088,9.75289730,1.63996674,7.93551368,0.01355922,0.15889294,0.19074170,0.95954211
-5.49574787,9.75997130,1.66104727,7.95075776,0.01328288,0.16246238,0.18315248,0.95037190
-5.48974487,9.74332976,1.67851515,7.94474819,0.01304585,0.16556640,0.17536684,0.94021661
-5.48374187,9.70098346,1.69160920,7.91596513,0.01284191,0.16812387,0.16747032,0.92887400
-5.47773887,9.63162750,1.69964476,7.86351399,0.01266454,0.17006613,0.15954702,0.91616589
-5.47173587,9.53471617,1.70203879,7.78717960,0.01250729,0.17133969,0.15167841,0.90194832
-5.46573287,9.41051313,1.69833155,7.68745870,0.01236415,0.17190843,0.14394239,0.88612031
-5.45972986,9.26011556,1.68820396,7.56556981,0.01222989,0.17175526,0.13641274,0.86863098
-5.45372686,9.08545160,1.67148997,7.42344058,0.01210039,0.17088315,0.12915889,0.84948473
-5.44772386,8.88925203,1.64818375,7.26367363,0.01197290,0.16931543,0.12224604,0.82874433
-5.44172086,8.67499774,1.61844132,7.08949278,0.01184632,0.16709545,0.11573555,0.80653188
-5.43571786,8.44684605,1.58257684,6.90467256,0.01172136,0.16428559,0.10968554,0.78302758
-5.42971486,8.20953919,1.54105376,6.71345402,0.01160072,0.16096558,0.10415171,0.75846661
-5.42371186,7.96829900,1.49447130,6.52045071,0.01148916,0.15723032,0.09918820,0.73313406
-5.41770885,7.72871223,1.44354695,6.33054836,0.01139352,0.15318720,0.09484847,0.70735843
-5.41170585,7.49661058,1.38909573,6.14880213,0.01132272,0.14895303,0.09118610,0.68150380
-5.40570285,7.27794962,1.33200704,5.98033460,0.01128762,0.14465074,0.08825539,0.65596114
-5.39969985,7.07869020,1.27322004,5.83023756,0.01130089,0.14040588,0.08611173,0.63113900
-5.39369685,6.90468520,1.21369843,5.70347972,0.01137680,0.13634315,0.08481169,0.60745392
-5.38769385,6.76157404,1.15440550,5.60482215,0.01153088,0.13258291,0.08441273,0.58532097
-5.38169085,6.65468624,1.09628022,5.53874205,0.01177959,0.12923798,0.08497253,0.56514449
-5.37568784,6.58895484,1.04021509,5.50936533,0.01213995,0.12641054,0.08654789,0.54730938
-5.36968484,6.56883949,0.98703624,5.52040745,0.01262902,0.12418955,0.08919333,0.53217309
-5.36368184,6.59825883,0.93748629,5.57512160,0.01326339,0.12264837,0.09295922,0.52005827
-5.35767884,6.68053092,0.89221012,5.67625318,0.01405867,0.12184301,0.09788973,0.51124635
-5.35167584,6.81832072,0.85174390,5.82599910,0.01502887,0.12181070,0.10402042,0.50597187
-5.34567284,7.01359325,0.81650717,6.02597081,0.01618581,0.12256903,0.11137583,0.50441774
-5.33966983,7.26757157,0.78679818,6.27715995,0.01753854,0.12411561,0.11996688,0.50671119
-5.33366683,7.58069901,0.76279206,6.57990610,0.01909278,0.12642813,0.12978852,0.51292065
-5.32766383,7.95260563,0.74454184,6.93386675,0.02085036,0.12946504,0.14081745,0.52305335
-5.32166083,8.38207960,0.73198199,7.33798994,0.02280879,0.13316659,0.15301026,0.53705377
-5.31565783,8.86704478,0.72493422,7.79049091,0.02496091,0.13745642,0.16630204,0.55480300
-5.30965483,9.40454660,0.72311532,8.28883478,0.02729459,0.14224342,0.18060552,0.57611894
-5.30365183,9.99074853,0.72614683,8.82972746,0.02979264,0.14742415,0.19581097,0.60075774
-5.29764882,10.62094213,0.73356615,9.40911754,0.03243288,0.15288540,0.21178677,0.62841618
-5.29164582,11.28957346,0.74483914,10.02221207,0.03518831,0.15850712,0.22838088,0.65873548
-5.28564282,11.99028858,0.75937375,10.66350884,0.03802753,0.16416555,0.24542308,0.69130641
-5.27963982,12.71600039,0.77653452,11.32684741,0.04091533,0.16973640,0.26272801,0.72567572
-5.27363682,13.45897827,0.79565782,12.00548067,0.04381339,0.17509814,0.28009894,0.76135404
-5.26763382,14.21096099,0.81606743,12.69216747,0.04668123,0.18013516,0.29733217,0.79782506
-5.26163082,14.96329217,0.83709027,13.37928622,0.04947726,0.18474085,0.31422194,0.83455586
-5.25562781,15.70707621,0.85807180,14.05896788,0.05215988,0.18882036,0.33056556,0.87100808
-5.24962481,16.43335139,0.87839093,14.72324557,0.05468872,0.19229303,0.34616872,0.90664978
-5.24362181,17.13327547,0.89747387,15.36421717,0.05702580,0.19509441,0.36085069,0.94096749
-5.23761881,17.79831808,0.91480666,15.97421572,0.05913676,0.19717770,0.37444915,0.97347800
-5.23161581,18.42045332,0.92994581,16.54598217,0.06099188,0.19851469,0.38682449,1.00373952
-5.22561281,18.99234556,0.94252688,17.07283405,0.06256700,0.19909604,0.39786344,1.03136173
-5.21960980,19.50752118,0.95227061,17.54882358,0.06384433,0.19893093,0.40748173,1.05601428
-5.21360680,19.96051932,0.95898628,17.96887906,0.06481287,0.19804613,0.41562582,1.07743335
-5.20760380,20.34701537,0.96257228,18.32892333,0.06546870,0.19648448,0.42227355,1.09542610
-5.20160080,20.66391203,0.96301388,18.62596464,0.06581496,0.19430285,0.42743359,1.10987265
-5.19559780,20.90939382,0.96037810,18.85815567,0.06586153,0.19156974,0.43114401,1.12072570
-5.18959480,21.08294288,0.95480619,19.02481829,0.06562449,0.18836244,0.43346970,1.12800769
-5.18359180,21.18531523,0.94650381,19.12643276,0.06512532,0.18476419,0.43449900,1.13180579
-5.17758879,21.21847859,0.93572938,19.16459196,0.06438987,0.18086107,0.43433967,1.13226488
-5.17158579,21.18551441,0.92278131,19.14192238,0.06344728,0.17673911,0.43311427,1.12957892
-5.16558279,21.09048832,0.90798435,19.06197524,0.06232868,0.17248148,0.43095530,1.12398119
-5.15957979,20.93829442,0.89167594,18.92909227,0.06106595,0.16816601,0.42800017,1.11573373
-5.15357679,20.73447979,0.87419293,18.74825164,0.05969051,0.16386300,0.42438633,1.10511654
-5.14757379,20.48505633,0.85585934,18.52490019,0.05823214,0.15963361,0.42024665,1.09241699
-5.14157079,20.19630716,0.83697550,18.26477845,0.05671799,0.15552853,0.41570520,1.07791982
-5.13556778,19.87459489,0.81780910,17.97374527,0.05517177,0.15158730,0.41087368,1.06189812
-5.12956478,19.52617861,0.79858818,17.65760821,0.05361317,0.14783795,0.40584839,1.04460552
-5.12356178,19.15704581,0.77949657,17.32196576,0.05205747,0.14429726,0.40070807,1.02626993
-5.11755878,18.77276458,0.76067139,16.97206644,0.05051547,0.14097125,0.39551234,1.00708877
-5.11155578,18.37836019,0.74220293,16.61268911,0.04899357,0.13785608,0.39030101,0.98722596
-5.10555278,17.97821941,0.72413649,16.24804761,0.04749411,0.13493926,0.38509408,0.96681044
-5.09954977,17.57602400,0.70647601,15.88172183,0.04601592,0.13220098,0.37989241,0.94593627
-5.09354677,17.17471422,0.68918920,15.51661611,0.04455492,0.12961559,0.37467905,0.92466418
-5.08754377,16.77648167,0.67221376,15.15494470,0.04310490,0.12715311,0.36942112,0.90302431
-5.08154077,16.38278963,0.65546438,14.79824302,0.04165829,0.12478083,0.36407213,0.88102002
-5.07553777,15.99441829,0.63884007,14.44740245,0.04020700,0.12246470,0.35857475,0.85863251
-5.06953477,15.61153126,0.62223154,14.10272556,0.03874312,0.12017072,0.35286380,0.83582611
-5.06353177,15.23375926,0.60552823,13.76399802,0.03725962,0.11786616,0.34686951,0.81255385
-5.05752876,14.86029630,0.58862482,13.43057306,0.03575092,0.11552063,0.34052080,0.78876329
-5.05152576,14.49000359,0.57142687,13.10146402,0.03421327,0.11310695,0.33374866,0.76440217
-5.04552276,14.12151631,0.55385553,12.77544056,0.03264508,0.11060183,0.32648932,0.73942395
-5.03951976,13.75334865,0.53585114,12.45112416,0.03104706,0.10798642,0.31868730,0.71379273
-5.03351676,13.38399290,0.51737571,12.12707910,0.02942216,0.10524660,0.31029810,0.68748764
-5.02751376,13.01200891,0.49841425,11.80189544,0.02777549,0.10237315,0.30129057,0.66050647
-5.02151076,12.63610114,0.47897508,11.47426138,0.02611408,0.09936175,0.29164870,0.63286831
-5.01550775,12.25518112,0.45908902,11.14302295,0.02444650,0.09621279,0.28137295,0.60461531
-5.00950475,11.86841420,0.43880781,10.80723004,0.02278254,0.09293111,0.27048097,0.57581332
-5.00350175,11.47525027,0.41820176,10.46616844,0.02113276,0.08952558,0.25900764,0.54655155
-4.99749875,11.07543907,0.39735685,10.11937823,0.01950805,0.08600862,0.24700455,0.51694118
-4.99149575,10.66903126,0.37637137,9.76665985,0.01791926,0.08239565,0.23453881,0.48711303
-4.98549275,10.25636727,0.35535246,9.40806942,0.01637678,0.07870449,0.22169133,0.45721441
-4.97948974,9.83805614,0.33441246,9.04390531,0.01489024,0.07495473,0.20855458,0.42740531
-4.97348674,9.41494708,0.31366549,8.67468823,0.01346823,0.07116713,0.19522999,0.39785410
-4.96748374,8.98809611,0.29322416,8.30113708,0.01211812,0.06736301,0.18182500,0.36873286
-4.96148074,8.55873050,0.27319676,7.92414259,0.01084592,0.06356376,0.16845001,0.34021277
-4.95547774,8.12821313,0.25368480,7.54474062,0.00965622,0.05979030,0.15521530,0.31245949
-4.94947474,7.69800845,0.23478119,7.16408651,0.00855222,0.05606269,0.14222797,0.28562896
-4.94347174,7.26965153,0.21656887,6.78343143,0.00753576,0.05239982,0.12958920,0.25986368
-4.93746873,6.84472095,0.19912013,6.40410135,0.00660751,0.04881918,0.11739173,0.23528959
-4.93146573,6.42481587,0.18249647,6.02747877,0.00576708,0.04533668,0.10571787,0.21201385
-4.92546273,6.01153726,0.16674908,5.65498694,0.00501328,0.04196659,0.09463787,0.19012333
-4.91945973,5.60647287,0.15191975,5.28807622,0.00434430,0.03872159,0.08420885,0.16968402
-4.91345673,5.21118548,0.13804240,4.92821199,0.00375806,0.03561282,0.07447431,0.15074132
-4.90745373,4.82720356,0.12514493,4.57686354,0.00325242,0.03265000,0.06546399,0.13332114
-4.90145073,4.45601384,0.11325150,4.23549330,0.00282549,0.02984169,0.05719442,0.11743172
-4.89544772,4.09905521,0.10238515,3.90554625,0.00247600,0.02719548,0.04966966,0.10306613
-4.88944472,3.75771343,0.09257065,3.58843915,0.00220355,0.02471829,0.04288260,0.09020526
-4.88344172,3.43331658,0.08383760,3.28554959,0.00200897,0.02241664,0.03681638,0.07882122
-4.87743872,3.12713112,0.07622368,2.99820532,0.00189465,0.02029700,0.03144605,0.06888106
-4.87143572,2.84035872,0.06977808,2.72767387,0.00186488,0.01836611,0.02674037,0.06035051
-4.86543272,2.57413401,0.06456488,2.47515324,0.00192615,0.01663134,0.02266358,0.05319783
-4.85942971,2.32952359,0.06066656,2.24176382,0.00208755,0.01510105,0.01917716,0.04739746
-4.85342671,2.10752624,0.05818729,2.02854212,0.00236101,0.01378492,0.01624147,0.04293355
-4.84742371,1.90907468,0.05725612,1.83643649,0.00276162,0.01269437,0.01381721,0.03980300
-4.84142071,1.73503840,0.05802982,1.66630475,0.00330788,0.01184283,0.01186676,0.03801818
-4.83541771,1.58622741,0.06069519,1.51891369,0.00402192,0.01124610,0.01035515,0.03760907
-4.82941471,1.46339618,0.06547079,1.39493988,0.00492959,0.01092260,0.00925098,0.03862477
-4.82341171,1.36724700,0.07260773,1.29497117,0.00606052,0.01089355,0.00852690,0.04113430
-4.81740870,1.29843170,0.08238938,1.21950803,0.00744804,0.01118312,0.00815995,0.04522657
-4.81140570,1.25755065,0.09512978,1.16896370,0.00912893,0.01181841,0.00813166,0.05100953
-4.80540270,1.24514798,0.11117046,1.14366226,0.01114308,0.01282925,0.00842783,0.05860831
-4.79939970,1.26170194,0.13087546,1.14383375,0.01353288,0.01424797,0.00903825,0.06816246
-4.79339670,1.30760962,0.15462445,1.16960533,0.01634246,0.01610879,0.00995611,0.07982207
-4.78739370,1.38316548,0.18280375,1.22098829,0.01961673,0.01844718,0.01117729,0.09374296
-4.78139070,1.48853368,0.21579531,1.29786058,0.02340018,0.02129882,0.01269958,0.11008089
-4.77538769,1.62371449,0.25396359,1.39994505,0.02773549,0.02469847,0.01452174,0.12898490
-4.76938469,1.78850559,0.29764068,1.52678409,0.03266196,0.02867855,0.01664252,0.15058992
-4.76338169,1.98245988,0.34710987,1.67771172,0.03821381,0.03326755,0.01905973,0.17500886
-4.75737869,2.20484133,0.40258819,1.85182451,0.04441837,0.03848825,0.02176925,0.20232447
-4.75137569,2.45458160,0.46420844,2.04795317,0.05129422,0.04435594,0.02476418,0.23258126
-4.74537269,2.73023975,0.53200158,2.26463675,0.05884942,0.05087643,0.02803405,0.26577774
-4.73936968,3.02996815,0.60588013,2.50010177,0.06707981,0.05804433,0.03156419,0.30185959
-4.73336668,3.35148740,0.68562359,2.75224826,0.07596756,0.06584129,0.03533538,0.34071401
-4.72736368,3.69207314,0.77086680,3.01864504,0.08548003,0.07423462,0.03932355,0.38216558
-4.72136068,4.04855725,0.86109206,3.29653576,0.09556896,0.08317617,0.04349991,0.42597428
-4.71535768,4.41734546,0.95562600,3.58285738,0.10617023,0.09260168,0.04783116,0.47183565
-4.70935468,4.79445267,1.05364162,3.87427181,0.11720405,0.10243071,0.05228010,0.51938355
-4.70335168,5.17555667,1.15416635,4.16721101,0.12857579,0.11256711,0.05680642,0.56819557
-4.69734867,5.55606963,1.25609598,4.45793519,0.14017738,0.12290015,0.06136766,0.61780102
-4.69134567,5.93122628,1.35821478,4.74260275,0.15188926,0.13330636,0.06592047,0.66769149
-4.68534267,6.29618614,1.45922117,5.01735036,0.16358295,0.14365190,0.07042186,0.71733349
-4.67933967,6.64614662,1.55775836,5.27838022,0.17512391,0.15379568,0.07483060,0.76618293
-4.67333667,6.97646283,1.65244909,5.52205171,0.18637494,0.16359282,0.07910858,0.81370076
-4.66733367,7.28276932,1.74193291,5.74497360,0.19719969,0.17289863,0.08322205,0.85936905
-4.66133067,7.56109852,1.82490482,5.94409302,0.20746625,0.18157274,0.08714276,0.90270690
-4.65532766,7.80799059,1.90015341,6.11677737,0.21705069,0.18948332,0.09084882,0.94328532
-4.64932466,8.02058960,1.96659691,6.26088531,0.22584035,0.19651119,0.09432527,0.98074028
-4.64332166,8.19672123,2.02331545,6.37482350,0.23373669,0.20255359,0.09756435,1.01478335
-4.63731866,8.33494826,2.06957807,6.45758636,0.24065772,0.20752752,0.10056539,1.04520927
-4.63131566,8.43460089,2.10486311,6.50877681,0.24653966,0.21137238,0.10333428,1.07190006
-4.62531266,8.49578040,2.12887110,6.52860685,0.25133802,0.21405187,0.10588274,1.09482542
-4.61930965,8.51933575,2.14152953,6.51787799,0.25502786,0.21555503,0.10822708,1.11403943
-4.61330665,8.50681439,2.14298930,6.47794230,0.25760339,0.21589640,0.11038692,1.12967368
-4.60730365,8.46038973,2.13361328,6.41064607,0.25907683,0.21511518,0.11238357,1.14192733
-4.60130065,8.38276900,2.11395739,6.31825860,0.25947674,0.21327362,0.11423848,1.15105460
-4.59529765,8.27708608,2.08474563,6.20338985,0.25884586,0.21045458,0.11597159,1.15735051
-4.58929465,8.14678489,2.04684006,6.06890049,0.25723859,0.20675849,0.11759993,1.16113562
-4.58329165,7.99549871,2.00120764,5.91780881,0.25471838,0.20229973,0.11913629,1.16274076
-4.57728864,7.82693152,1.94888538,5.75319842,0.25135496,0.19720283,0.12058835,1.16249258
-4.57128564,7.64474637,1.89094564,5.57813075,0.24722183,0.19159837,0.12195805,1.16070064
-4.56528264,7.45246560,1.82846317,5.39556568,0.24239393,0.18561910,0.12324140,1.15764682
-4.55927964,7.25338654,1.76248522,5.20829317,0.23694565,0.17939607,0.12442875,1.15357749
-4.55327664,7.05051534,1.69400601,5.01887774,0.23094928,0.17305533,0.12550543,1.14869873
-4.54727364,6.84652016,1.62394618,4.82961701,0.22447389,0.16671487,0.12645270,1.14317464
-4.54127064,6.64370388,1.55313784,4.64251460,0.21758470,0.16048226,0.12724916,1.13712867
-4.53526763,6.44399538,1.48231535,4.45926671,0.21034280,0.15445281,0.12787224,1.13064754
-4.52926463,6.24895715,1.41211145,4.28126137,0.20280525,0.14870824,0.12829992,1.12378737
-4.52326163,6.05980678,1.34305836,4.10958846,0.19502553,0.14331606,0.12851242,1.11658124
-4.51725863,5.87744876,1.27559313,3.94505840,0.18705404,0.13832933,0.12849391,1.10904773
-4.51125563,5.70251345,1.21006628,3.78822733,0.17893883,0.13378695,0.12823396,1.10119946
-4.50525263,5.53539969,1.14675279,3.63942637,0.17072627,0.12971427,0.12772884,1.09305133
-4.49924962,5.37631806,1.08586449,3.49879305,0.16246168,0.12612407,0.12698245,1.08462764
-4.49324662,5.22533236,1.02756294,3.36630289,0.15418988,0.12301772,0.12600693,1.07596780
-4.48724362,5.08239738,0.97197195,3.24179993,0.14595547,0.12038652,0.12482285,1.06713038
-4.48124062,4.94739184,0.91918914,3.12502513,0.13780310,0.11821318,0.12345908,1.05819536
-4.47523762,4.82014601,0.86929610,3.01564216,0.12977746,0.11647339,0.12195221,1.04926468
-4.46923462,4.70046425,0.82236671,2.91326034,0.12192312,0.11513737,0.12034575,1.04046121
-4.46323162,4.58814291,0.77847372,2.81745500,0.11428436,0.11417163,0.11868894,1.03192649
-4.45722861,4.48298479,0.73769334,2.72778546,0.10690481,0.11354056,0.11703544,1.02381767
-4.45122561,4.38481104,0.70010823,2.64381127,0.09982714,0.11320822,0.11544178,1.01630385
-4.44522261,4.29347170,0.66580893,2.56510710,0.09309272,0.11314007,0.11396581,1.00956235
-4.43921961,4.20885560,0.63489404,2.49127663,0.08674134,0.11330463,0.11266506,1.00377525
-4.43321661,4.13090036,0.60746947,2.42196572,0.08081100,0.11367523,0.11159522,0.99912619
-4.42721361,4.05960238,0.58364689,2.35687486,0.07533774,0.11423156,0.11080860,0.99579791
-4.42121061,3.99502683,0.56354171,2.29577064,0.07035560,0.11496110,0.11035282,0.99397023
-4.41520760,3.93731680,0.54727065,2.23849594,0.06589656,0.11586033,0.11026960,0.99381860
-4.40920460,3.88670070,0.53494909,2.18497807,0.06199054,0.11693567,0.11059373,0.99551295
-4.40320160,3.84349671,0.52668809,2.13523448,0.05866537,0.11820394,0.11135229,0.99921659
-4.39719860,3.80811310,0.52259122,2.08937497,0.05594670,0.11969247,0.11256395,1.00508493
-4.39119560,3.78104300,0.52275107,2.04760005,0.05385784,0.12143860,0.11423853,1.01326376
-4.38519260,3.76285299,0.52724546,2.01019482,0.05241942,0.12348864,0.11637677,1.02388672
-4.37918959,3.75416452,0.53613321,1.97751803,0.05164898,0.12589623,0.11897017,1.03707196
-4.37318659,3.75562820,0.54944949,1.94998636,0.05156026,0.12872009,0.12200107,1.05291772
-4.36718359,3.76789119,0.56720082,1.92805411,0.05216249,0.13202123,0.12544287,1.07149700
-4.36118059,3.79155854,0.58935973,1.91218889,0.05345939,0.13585971,0.12926035,1.09285127
-4.35517759,3.82714992,0.61585915,1.90284417,0.05544816,0.14029098,0.13341019,1.11698364
-4.34917459,3.87505346,0.64658681,1.90042977,0.05811838,0.14536209,0.13784151,1.14385164
-4.34317159,3.93547905,0.68137990,1.90528158,0.06145087,0.15110777,0.14249662,1.17336016
-4.33716858,4.00841344,0.72002006,1.91763204,0.06541675,0.15754672,0.14731188,1.20535492
-4.33116558,4.09357972,0.76222932,1.93758275,0.06997652,0.16467822,0.15221853,1.23961707
-4.32516258,4.19040376,0.80766698,1.96508068,0.07507948,0.17247926,0.15714382,1.27585918
-4.31915958,4.29798969,0.85592805,1.99989937,0.08066343,0.18090249,0.16201205,1.31372341
-4.31315658,4.41510661,0.90654326,2.04162610,0.08665471,0.18987492,0.16674577,1.35278176
-4.30715358,4.54018777,0.95898106,2.08965604,0.09296871,0.19929774,0.17126701,1.39253917
