energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.59179590,0.54133785,0.01142550,0.04668287,0.11918758,0.00000000,0.12806202,0.16773108
-5.58579290,0.58584926,0.01360659,0.05026840,0.12891500,0.00000000,0.14292894,0.18071591
-5.57978989,0.63906165,0.01609429,0.05456923,0.14059416,0.00000000,0.16041066,0.19628465
-5.57378689,0.70218213,0.01890838,0.05968564,0.15450835,0.00000000,0.18081202,0.21480342
-5.56778389,0.77639123,0.02206533,0.06571488,0.17093878,0.00000000,0.20442647,0.23663000
-5.56178089,0.86281060,0.02557726,0.07274821,0.19015767,0.00000000,0.23152670,0.26210405
-5.55577789,0.96246880,0.02945102,0.08086788,0.21242075,0.00000000,0.26235474,0.29153678
-5.54977489,1.07626595,0.03368722,0.09014407,0.23795942,0.00000000,0.29711165,0.32520042
-5.54377189,1.20493800,0.03827948,0.10063178,0.26697252,0.00000000,0.33594711,0.36331755
-5.53776888,1.34902162,0.04321366,0.11236784,0.29961806,0.00000000,0.37894919,0.40605071
-5.53176588,1.50882056,0.04846743,0.12536816,0.33600500,0.00000000,0.42613477,0.45349255
-5.52576288,1.68437465,0.05400993,0.13962522,0.37618525,0.00000000,0.47744083,0.50565678
-5.51975988,1.87543241,0.05980174,0.15510601,0.42014630,0.00000000,0.53271705,0.56247030
-5.51375688,2.08142846,0.06579517,0.17175042,0.46780450,0.00000000,0.59172023,0.62376668
-5.50775388,2.30146669,0.07193477,0.18947028,0.51899953,0.00000000,0.65411065,0.68928151
-5.50175088,2.53431021,0.07815816,0.20814904,0.57349004,0.00000000,0.71945090,0.75864965
-5.49574787,2.77837891,0.08439714,0.22764216,0.63095098,0.00000000,0.78720739,0.83140475
-5.48974487,3.03175552,0.09057903,0.24777834,0.69097275,0.00000000,0.85675462,0.90698122
-5.48374187,3.29220037,0.09662822,0.26836154,0.75306238,0.00000000,0.92738255,0.98471866
-5.47773887,3.55717558,0.10246790,0.28917374,0.81664703,0.00000000,0.99830685,1.06386904
-5.47173587,3.82387830,0.10802179,0.30997858,0.88107984,0.00000000,1.06868208,1.14360639
-5.46573287,4.08928304,0.11321602,0.33052563,0.94564826,0.00000000,1.13761748,1.22303904
-5.45972986,4.35019247,0.11798082,0.35055529,1.00958474,0.00000000,1.20419514,1.30122427
-5.45372686,4.60329564,0.12225225,0.36980425,1.07207988,0.00000000,1.26749002,1.37718497
-5.44772386,4.84523266,0.12597359,0.38801123,1.13229752,0.00000000,1.32659123,1.44992820
-5.44172086,5.07266421,0.12909666,0.40492301,1.18939183,0.00000000,1.38062410,1.51846500
-5.43571786,5.28234411,0.13158276,0.42030037,1.24252561,0.00000000,1.42877217,1.58183117
-5.42971486,5.47119305,0.13340340,0.43392392,1.29088969,0.00000000,1.47029841,1.63910835
-5.42371186,5.63637113,0.13454063,0.44559958,1.33372249,0.00000000,1.50456496,1.68944492
-5.41770885,5.77534724,0.13498721,0.45516343,1.37032946,0.00000000,1.53105059,1.73207596
-5.41170585,5.88596271,0.13474633,0.46248591,1.40010145,0.00000000,1.54936524,1.76634187
-5.40570285,5.96648722,0.13383122,0.46747501,1.42253152,0.00000000,1.55926109,1.79170478
-5.39969985,6.01566499,0.13226441,0.47007860,1.43722953,0.00000000,1.56063958,1.80776251
-5.39369685,6.03274926,0.13007692,0.47028546,1.44393386,0.00000000,1.55355418,1.81425920
-5.38769385,6.01752399,0.12730724,0.46812532,1.44251990,0.00000000,1.53820868,1.81109256
-5.38169085,5.97031158,0.12400022,0.46366764,1.43300477,0.00000000,1.51495109,1.79831719
-5.37568784,5.89196625,0.12020595,0.45701919,1.41554822,0.00000000,1.48426324,1.77614388
-5.36968484,5.78385322,0.11597862,0.44832075,1.39044950,0.00000000,1.44674663,1.74493489
-5.36368184,5.64781416,0.11137533,0.43774272,1.35814036,0.00000000,1.40310492,1.70519524
-5.35767884,5.48612028,0.10645507,0.42548006,1.31917443,0.00000000,1.35412390,1.65756034
-5.35167584,5.30141450,0.10127766,0.41174666,1.27421327,0.00000000,1.30064962,1.60278034
-5.34567284,5.09664503,0.09590278,0.39676938,1.22400982,0.00000000,1.24356557,1.54170166
-5.33966983,4.87499252,0.09038919,0.38078190,1.16938965,0.00000000,1.18376987,1.47524650
-5.33366683,4.63979357,0.08479388,0.36401884,1.11123094,0.00000000,1.12215322,1.40439083
-5.32766383,4.39446326,0.07917142,0.34671011,1.05044372,0.00000000,1.05957853,1.33014176
-5.32166083,4.14241925,0.07357339,0.32907584,0.98794923,0.00000000,0.99686278,1.25351507
-5.31565783,3.88701011,0.06804783,0.31132206,0.92466003,0.00000000,0.93476186,1.17551345
-5.30965483,3.63144988,0.06263883,0.29363714,0.86146152,0.00000000,0.87395849,1.09710634
-5.30365183,3.37876073,0.05738619,0.27618923,0.79919532,0.00000000,0.81505380,1.01921188
-5.29764882,3.13172501,0.05232514,0.25912464,0.73864487,0.00000000,0.75856219,0.94268129
-5.29164582,2.89284753,0.04748615,0.24256709,0.68052364,0.00000000,0.70490969,0.86828628
-5.28564282,2.66432825,0.04289483,0.22661792,0.62546586,0.00000000,0.65443523,0.79670945
-5.27963982,2.44804533,0.03857188,0.21135704,0.57401990,0.00000000,0.60739452,0.72853781
-5.27363682,2.24554779,0.03453314,0.19684452,0.52664409,0.00000000,0.56396598,0.66425933
-5.26763382,2.05805671,0.03078970,0.18312267,0.48370482,0.00000000,0.52425818,0.60426234
-5.26163082,1.88647387,0.02734811,0.17021844,0.44547648,0.00000000,0.48831802,0.54883731
-5.25562781,1.73139619,0.02421060,0.15814594,0.41214313,0.00000000,0.45613932,0.49818090
-5.24962481,1.59313462,0.02137544,0.14690905,0.38380137,0.00000000,0.42767109,0.45240160
-5.24362181,1.47173593,0.01883727,0.13650370,0.36046417,0.00000000,0.40282516,0.41152663
-5.23761881,1.36700622,0.01658756,0.12692008,0.34206543,0.00000000,0.38148287,0.37550975
-5.23161581,1.27853501,0.01461501,0.11814439,0.32846505,0.00000000,0.36350052,0.34423950
-5.22561281,1.20571918,0.01290610,0.11016018,0.31945425,0.00000000,0.34871373,0.31754752
-5.21960980,1.14778618,0.01144554,0.10294933,0.31476132,0.00000000,0.33694053,0.29521688
-5.21360680,1.10381643,0.01021677,0.09649265,0.31405762,0.00000000,0.32798357,0.27699005
-5.20760380,1.07276492,0.00920254,0.09077006,0.31696396,0.00000000,0.32163156,0.26257651
-5.20160080,1.05348226,0.00838536,0.08576057,0.32305747,0.00000000,0.31766039,0.25165995
-5.19559780,1.04473571,0.00774803,0.08144208,0.33187916,0.00000000,0.31583409,0.24390517
-5.18959480,1.04523061,0.00727415,0.07779100,0.34294209,0.00000000,0.31590622,0.23896456
-5.18359180,1.05363273,0.00694859,0.07478203,0.35574044,0.00000000,0.31762176,0.23648448
-5.17758879,1.06859198,0.00675797,0.07238795,0.36975940,0.00000000,0.32071989,0.23611143
-5.17158579,1.08876761,0.00669111,0.07057961,0.38448585,0.00000000,0.32493773,0.23749824
-5.16558279,1.11285498,0.00673943,0.06932618,0.39941963,0.00000000,0.33001524,0.24031026
-5.15957979,1.13961369,0.00689742,0.06859570,0.41408530,0.00000000,0.33570098,0.24423150
-5.15357679,1.16789636,0.00716292,0.06835589,0.42804403,0.00000000,0.34175882,0.24897080
-5.14757379,1.19667753,0.00753749,0.06857523,0.44090510,0.00000000,0.34797525,0.25426774
-5.14157079,1.22508137,0.00802661,0.06922427,0.45233676,0.00000000,0.35416682,0.25989831
-5.13556778,1.25240721,0.00863990,0.07027709,0.46207588,0.00000000,0.36018756,0.26568001
-5.12956478,1.27815141,0.00939111,0.07171277,0.46993585,0.00000000,0.36593560,0.27147613
-5.12356178,1.30202426,0.01029814,0.07351690,0.47581239,0.00000000,0.37135882,0.27719905
-5.11755878,1.32396069,0.01138279,0.07568279,0.47968679,0.00000000,0.37645887,0.28281220
-5.11155578,1.34412339,0.01267042,0.07821244,0.48162627,0.00000000,0.38129325,0.28833045
-5.10555278,1.36289772,0.01418939,0.08111711,0.48178135,0.00000000,0.38597512,0.29381876
-5.09954977,1.38087761,0.01597034,0.08441730,0.48038002,0.00000000,0.39067049,0.29938894
-5.09354677,1.39884227,0.01804525,0.08814221,0.47771889,0.00000000,0.39559288,0.30519442
-5.08754377,1.41772398,0.02044632,0.09232845,0.47415153,0.00000000,0.40099527,0.31142307
-5.08154077,1.43856756,0.02320463,0.09701822,0.47007430,0.00000000,0.40715959,0.31828817
-5.07553777,1.46248270,0.02634869,0.10225670,0.46591021,0.00000000,0.41438405,0.32601781
-5.06953477,1.49059067,0.02990285,0.10808896,0.46209140,0.00000000,0.42296871,0.33484297
-5.06353177,1.52396743,0.03388561,0.11455639,0.45904092,0.00000000,0.43319990,0.34498467
-5.05752876,1.56358528,0.03830796,0.12169278,0.45715450,0.00000000,0.44533396,0.35664089
-5.05152576,1.61025580,0.04317180,0.12952031,0.45678322,0.00000000,0.45958139,0.36997347
-5.04552276,1.66457645,0.04846842,0.13804563,0.45821760,0.00000000,0.47609168,0.38509598
-5.03951976,1.72688369,0.05417732,0.14725618,0.46167403,0.00000000,0.49494010,0.40206279
-5.03351676,1.79721490,0.06026529,0.15711716,0.46728406,0.00000000,0.51611675,0.42086028
-5.02751376,1.87528161,0.06668590,0.16756916,0.47508699,0.00000000,0.53951885,0.44140045
-5.02151076,1.96045561,0.07337949,0.17852684,0.48502637,0.00000000,0.56494663,0.46351750
-5.01550775,2.05176951,0.08027365,0.18987871,0.49695034,0.00000000,0.59210334,0.48696772
-5.00950475,2.14793230,0.08728432,0.20148813,0.51061612,0.00000000,0.62059947,0.51143288
-5.00350175,2.24736002,0.09431745,0.21319564,0.52569838,0.00000000,0.64996144,0.53652711
-4.99749875,2.34822085,0.10127118,0.22482255,0.54180122,0.00000000,0.67964433,0.56180723
-4.99149575,2.44849321,0.10803861,0.23617572,0.55847336,0.00000000,0.70904841,0.58678604
-4.98549275,2.54603456,0.11451094,0.24705338,0.57522585,0.00000000,0.73753885,0.61094837
-4.97948974,2.63865845,0.12058098,0.25725171,0.59155160,0.00000000,0.76446774,0.63376894
-4.97348674,2.72421627,0.12614678,0.26657201,0.60694587,0.00000000,0.78919769,0.65473150
-4.96748374,2.80068022,0.13111541,0.27482796,0.62092690,0.00000000,0.81112570,0.67334830
-4.96148074,2.86622362,0.13540652,0.28185280,0.63305562,0.00000000,0.82970650,0.68917901
-4.95547774,2.91929485,0.13895561,0.28750592,0.64295379,0.00000000,0.84447397,0.70184818
-4.94947474,2.95868122,0.14171692,0.29167865,0.65031944,0.00000000,0.85505994,0.71106040
-4.94347174,2.98355973,0.14366559,0.29429880,0.65493929,0.00000000,0.86120914,0.71661242
-4.93746873,2.99353211,0.14479925,0.29533385,0.65669722,0.00000000,0.86278981,0.71840156
-4.93146573,2.98864230,0.14513859,0.29479243,0.65557867,0.00000000,0.85979929,0.71643003
-4.92546273,2.96937546,0.14472727,0.29272418,0.65167070,0.00000000,0.85236432,0.71080492
-4.91945973,2.93663843,0.14363075,0.28921783,0.64515764,0.00000000,0.84073613,0.70173381
-4.91345673,2.89172257,0.14193436,0.28439767,0.63631280,0.00000000,0.82528043,0.68951620
-4.90745373,2.83625072,0.13974054,0.27841853,0.62548634,0.00000000,0.80646283,0.67453124
-4.90145073,2.77211076,0.13716543,0.27145952,0.61309012,0.00000000,0.78483042,0.65722231
-4.89544772,2.70137906,0.13433484,0.26371690,0.59958022,0.00000000,0.76099038,0.63807918
-4.88944472,2.62623746,0.13137990,0.25539634,0.58543786,0.00000000,0.73558665,0.61761865
-4.88344172,2.54888751,0.12843246,0.24670502,0.57114963,0.00000000,0.70927573,0.59636459
-4.87743872,2.47146622,0.12562051,0.23784393,0.55718803,0.00000000,0.68270272,0.57482833
-4.87143572,2.39596688,0.12306373,0.22900074,0.54399302,0.00000000,0.65647878,0.55349015
-4.86543272,2.32416843,0.12086939,0.22034359,0.53195543,0.00000000,0.63116077,0.53278294
-4.85942971,2.25757657,0.11912876,0.21201599,0.52140288,0.00000000,0.60723407,0.51307844
-4.85342671,2.19737842,0.11791416,0.20413318,0.51258881,0.00000000,0.58509923,0.49467674
-4.84742371,2.14441278,0.11727666,0.19677994,0.50568483,0.00000000,0.56506271,0.47779934
-4.84142071,2.09915639,0.11724468,0.19000998,0.50077676,0.00000000,0.54733225,0.46258594
-4.83541771,2.06172627,0.11782337,0.18384685,0.49786426,0.00000000,0.53201654,0.44909489
-4.82941471,2.03189739,0.11899479,0.17828628,0.49686403,0.00000000,0.51912926,0.43730716
-4.82341171,2.00913413,0.12071897,0.17329973,0.49761615,0.00000000,0.50859700,0.42713344
-4.81740870,1.99263360,0.12293564,0.16883901,0.49989334,0.00000000,0.50027048,0.41842380
-4.81140570,1.98137817,0.12556665,0.16484156,0.50341250,0.00000000,0.49393853,0.41097949
-4.80540270,1.97419467,0.12851895,0.16123626,0.50784792,0.00000000,0.48934397,0.40456611
-4.79939970,1.96981709,0.13168794,0.15794931,0.51284578,0.00000000,0.48620062,0.39892743
-4.79339670,1.96695006,0.13496119,0.15490998,0.51803896,0.00000000,0.48421066,0.39379933
-4.78739370,1.96433010,0.13822228,0.15205588,0.52306181,0.00000000,0.48308152,0.38892311
-4.78139070,1.96078226,0.14135464,0.14933760,0.52756425,0.00000000,0.48254160,0.38405767
-4.77538769,1.95526974,0.14424536,0.14672237,0.53122457,0.00000000,0.48235408,0.37899004
-4.76938469,1.94693480,0.14678865,0.14419669,0.53376058,0.00000000,0.48232839,0.37354385
-4.76338169,1.93512956,0.14888905,0.14176776,0.53493881,0.00000000,0.48232885,0.36758564
-4.75737869,1.91943584,0.15046413,0.13946376,0.53458131,0.00000000,0.48228014,0.36102869
-4.75137569,1.89967373,0.15144671,0.13733286,0.53257014,0.00000000,0.48216948,0.35383435
-4.74537269,1.87589894,0.15178645,0.13544104,0.52884923,0.00000000,0.48204550,0.34601120
-4.73936968,1.84838965,0.15145085,0.13386896,0.52342390,0.00000000,0.48201387,0.33761179
-4.73336668,1.81762372,0.15042563,0.13270786,0.51635789,0.00000000,0.48222987,0.32872774
-4.72736368,1.78424765,0.14871443,0.13205478,0.50776839,0.00000000,0.48288839,0.31948299
-4.72136068,1.74903904,0.14633796,0.13200729,0.49781912,0.00000000,0.48421167,0.31002612
-4.71535768,1.71286408,0.14333262,0.13265789,0.48671185,0.00000000,0.48643539,0.30052165
-4.70935468,1.67663239,0.13974861,0.13408851,0.47467686,0.00000000,0.48979366,0.29114112
-4.70335168,1.64125087,0.13564764,0.13636516,0.46196253,0.00000000,0.49450365,0.28205417
-4.69734867,1.60757888,0.13110045,0.13953303,0.44882470,0.00000000,0.50075054,0.27342003
-4.69134567,1.57638636,0.12618406,0.14361236,0.43551607,0.00000000,0.50867335,0.26537983
-4.68534267,1.54831681,0.12097901,0.14859512,0.42227617,0.00000000,0.51835253,0.25804999
-4.67933967,1.52385659,0.11556662,0.15444282,0.40932220,0.00000000,0.52979972,0.25151696
-4.67333667,1.50331173,0.11002640,0.16108548,0.39684115,0.00000000,0.54295033,0.24583349
-4.66733367,1.48679324,0.10443375,0.16842185,0.38498346,0.00000000,0.55765940,0.24101650
-4.66133067,1.47421138,0.09885796,0.17632102,0.37385845,0.00000000,0.57370090,0.23704666
-4.65532766,1.46527915,0.09336058,0.18462522,0.36353164,0.00000000,0.59077072,0.23386964
-4.64932466,1.45952472,0.08799426,0.19315395,0.35402416,0.00000000,0.60849340,0.23139886
-4.64332166,1.45631214,0.08280206,0.20170908,0.34531398,0.00000000,0.62643224,0.22951969
-4.63731866,1.45486953,0.07781717,0.21008097,0.33733913,0.00000000,0.64410257,0.22809478
-4.63131566,1.45432325,0.07306308,0.21805519,0.33000254,0.00000000,0.66098767,0.22697036
-4.62531266,1.45373671,0.06855419,0.22541971,0.32317825,0.00000000,0.67655665,0.22598314
-4.61930965,1.45215187,0.06429671,0.23197224,0.31671887,0.00000000,0.69028346,0.22496755
-4.61330665,1.44863175,0.06028988,0.23752731,0.31046358,0.00000000,0.70166640,0.22376298
-4.60730365,1.44230193,0.05652730,0.24192301,0.30424663,0.00000000,0.71024703,0.22222074
-4.60130065,1.43238927,0.05299853,0.24502688,0.29790574,0.00000000,0.71562777,0.22021033
-4.59529765,1.41825627,0.04969058,0.24674085,0.29129004,0.00000000,0.71748735,0.21762500
-4.58929465,1.39942945,0.04658944,0.24700491,0.28426730,0.00000000,0.71559338,0.21438617
-4.58329165,1.37562081,0.04368154,0.24579950,0.27673000,0.00000000,0.70981149,0.21044663
-4.57728864,1.34674145,0.04095497,0.24314633,0.26860020,0.00000000,0.70011069,0.20579246
-4.57128564,1.31290710,0.03840059,0.23910776,0.25983284,0.00000000,0.68656468,0.20044363
-4.56528264,1.27443534,0.03601288,0.23378469,0.25041755,0.00000000,0.66934912,0.19445319
-4.55927964,1.23183515,0.03379053,0.22731315,0.24037891,0.00000000,0.64873511,0.18790531
-4.55327664,1.18578923,0.03173685,0.21985961,0.22977525,0.00000000,0.62507911,0.18091217
-4.54727364,1.13713027,0.02985985,0.21161541,0.21869612,0.00000000,0.59881002,0.17360991
-4.54127064,1.08681227,0.02817219,0.20279035,0.20725864,0.00000000,0.57041392,0.16615383
-4.53526763,1.03587838,0.02669085,0.19360587,0.19560301,0.00000000,0.54041718,0.15871306
-4.52926463,0.98542651,0.02543670,0.18428802,0.18388733,0.00000000,0.50936895,0.15146495
-4.52326163,0.93657432,0.02443384,0.17506053,0.17228225,0.00000000,0.47782347,0.14458933
-4.51725863,0.89042477,0.02370885,0.16613814,0.16096533,0.00000000,0.44632318,0.13826290
-4.51125563,0.84803355,0.02328991,0.15772055,0.15011577,0.00000000,0.41538325,0.13265384
-4.50525263,0.81037933,0.02320587,0.14998709,0.13990941,0.00000000,0.38547793,0.12791695
-4.49924962,0.77833766,0.02348520,0.14309229,0.13051431,0.00000000,0.35702930,0.12418929
-4.49324662,0.75265922,0.02415496,0.13716243,0.12208703,0.00000000,0.33039863,0.12158638
-4.48724362,0.73395268,0.02523962,0.13229314,0.11476957,0.00000000,0.30588056,0.12019925
-4.48124062,0.72267246,0.02675999,0.12854809,0.10868720,0.00000000,0.28369995,0.12009210
-4.47523762,0.71911132,0.02873206,0.12595873,0.10394692,0.00000000,0.26401149,0.12130079
-4.46923462,0.72339776,0.03116590,0.12452498,0.10063672,0.00000000,0.24690174,0.12383195
-4.46323162,0.73549778,0.03406463,0.12421686,0.09882539,0.00000000,0.23239322,0.12766300
-4.45722861,0.75522088,0.03742343,0.12497696,0.09856295,0.00000000,0.22045041,0.13274264
-4.45122561,0.78222963,0.04122876,0.12672349,0.09988139,0.00000000,0.21098705,0.13899220
-4.44522261,0.81605254,0.04545761,0.12935394,0.10279583,0.00000000,0.20387435,0.14630749
-4.43921961,0.85609957,0.05007712,0.13274914,0.10730581,0.00000000,0.19894986,0.15456125
-4.43321661,0.90167983,0.05504435,0.13677752,0.11339672,0.00000000,0.19602636,0.16360611
-4.42721361,0.95202093,0.06030635,0.14129952,0.12104117,0.00000000,0.19490062,0.17327802
-4.42121061,1.00628934,0.06580060,0.14617191,0.13020042,0.00000000,0.19536156,0.18340007
-4.41520760,1.06361126,0.07145574,0.15125203,0.14082551,0.00000000,0.19719773,0.19378656
-4.40920460,1.12309347,0.07719269,0.15640157,0.15285837,0.00000000,0.20020364,0.20424733
-4.40320160,1.18384344,0.08292611,0.16149011,0.16623257,0.00000000,0.20418509,0.21459219
-4.39719860,1.24498839,0.08856611,0.16639804,0.18087400,0.00000000,0.20896318,0.22463527
-4.39119560,1.30569260,0.09402032,0.17101896,0.19670120,0.00000000,0.21437716,0.23419931
-4.38519260,1.36517263,0.09919614,0.17526140,0.21362552,0.00000000,0.22028594,0.24311968
-4.37918959,1.42271004,0.10400308,0.17904994,0.23155121,0.00000000,0.22656858,0.25124793
-4.37318659,1.47766131,0.10835520,0.18232564,0.25037522,0.00000000,0.23312366,0.25845499
-4.36718359,1.52946490,0.11217347,0.18504587,0.26998703,0.00000000,0.23986782,0.26463361
-4.36118059,1.57764518,0.11538800,0.18718350,0.29026852,0.00000000,0.24673359,0.26970025
-4.35517759,1.62181352,0.11794003,0.18872574,0.31109375,0.00000000,0.25366674,0.27359616
-4.34917459,1.66166662,0.11978356,0.18967240,0.33232909,0.00000000,0.26062333,0.27628771
-4.34317159,1.69698245,0.12088662,0.19003399,0.35383334,0.00000000,0.26756663,0.27776600
-4.33716858,1.72761414,0.12123208,0.18982960,0.37545828,0.00000000,0.27446418,0.27804573
-4.33116558,1.75348236,0.12081794,0.18908474,0.39704942,0.00000000,0.28128509,0.27716335
-4.32516258,1.77456665,0.11965717,0.18782924,0.41844710,0.00000000,0.28799770,0.27517477
-4.31915958,1.79089627,0.11777704,0.18609530,0.43948790,0.00000000,0.29456774,0.27215247
-4.31315658,1.80254099,0.11521800,0.18391586,0.46000639,0.00000000,0.30095703,0.26818245
-4.30715358,1.80960231,0.11203220,0.18132322,0.47983701,0.00000000,0.30712274,0.26336082
