energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.74787394,4.59798626,0.01292407,0.26684483,1.54877463,2.72254951,0.04707178,1.47729510
-5.74187094,4.62286106,0.01285654,0.25996834,1.52574834,2.76023711,0.04563492,1.49369944
-5.73586793,4.64019956,0.01275841,0.25286586,1.50272635,2.79192399,0.04413269,1.50814333
-5.72986493,4.65066211,0.01264071,0.24571122,1.48060534,2.81752491,0.04259622,1.52073549
-5.72386193,4.65489393,0.01251526,0.23867392,1.46021682,2.83698401,0.04105578,1.53156491
-5.71785893,4.65350158,0.01239437,0.23191370,1.44230198,2.85027281,0.03954008,1.54069706
-5.71185593,4.64703506,0.01229043,0.22557565,1.42749022,2.85739032,0.03807567,1.54817229
-5.70585293,4.63597601,0.01221556,0.21978604,1.41628189,2.85836523,0.03668652,1.55400618
-5.69984992,4.62073168,0.01218124,0.21464890,1.40903569,2.85325959,0.03539364,1.55819176
-5.69384692,4.60163447,0.01219803,0.21024352,1.40596078,2.84217376,0.03421496,1.56070320
-5.68784392,4.57894629,0.01227527,0.20662284,1.40711395,2.82525194,0.03316519,1.56150078
-5.68184092,4.55286694,0.01242086,0.20381278,1.41240152,2.80268762,0.03225593,1.56053662
-5.67583792,4.52354575,0.01264111,0.20181252,1.42158585,2.77472865,0.03149580,1.55776087
-5.66983492,4.49109538,0.01294063,0.20059566,1.43429627,2.74168110,0.03089070,1.55312800
-5.66383192,4.45560695,0.01332225,0.20011213,1.45004389,2.70391169,0.03044408,1.54660290
-5.65782891,4.41716578,0.01378707,0.20029096,1.46823986,2.66184841,0.03015734,1.53816647
-5.65182591,4.37586670,0.01433447,0.20104356,1.48821654,2.61597908,0.03003016,1.52782051
-5.64582291,4.33182854,0.01496216,0.20226754,1.50925093,2.56684780,0.03006092,1.51559179
-5.63981991,4.28520701,0.01566636,0.20385095,1.53058960,2.51504924,0.03024709,1.50153513
-5.63381691,4.23620548,0.01644185,0.20567664,1.55147448,2.46122102,0.03058557,1.48573550
-5.62781391,4.18508330,0.01728212,0.20762676,1.57116856,2.40603412,0.03107306,1.46830903
-5.62181091,4.13216112,0.01817949,0.20958714,1.58898074,2.35018168,0.03170625,1.44940292
-5.61580790,4.07782303,0.01912523,0.21145137,1.60428898,2.29436657,0.03248214,1.42919434
-5.60980490,4.02251508,0.02010964,0.21312452,1.61656083,2.23928767,0.03339805,1.40788825
-5.60380190,3.96674014,0.02112219,0.21452624,1.62537071,2.18562560,0.03445178,1.38571411
-5.59779890,3.91104899,0.02215155,0.21559324,1.63041311,2.13402791,0.03564148,1.36292167
-5.59179590,3.85602762,0.02318571,0.21628091,1.63151113,2.08509418,0.03696558,1.33977574
-5.58579290,3.80228103,0.02421207,0.21656411,1.62862010,2.03936146,0.03842252,1.31655014
-5.57978989,3.75041389,0.02521750,0.21643712,1.62182595,1.99729036,0.04001045,1.29352079
-5.57378689,3.70100864,0.02618852,0.21591264,1.61133824,1.95925217,0.04172687,1.27095822
-5.56778389,3.65460182,0.02711138,0.21502000,1.59747831,1.92551760,0.04356814,1.24911960
-5.56178089,3.61165952,0.02797227,0.21380264,1.58066275,1.89624731,0.04552906,1.22824061
-5.55577789,3.57255314,0.02875752,0.21231494,1.56138302,1.87148497,0.04760231,1.20852724
-5.54977489,3.53753653,0.02945387,0.21061866,1.54018201,1.85115294,0.04977806,1.19014806
-5.54377189,3.50672591,0.03004867,0.20877904,1.51762860,1.83505123,0.05204349,1.17322706
-5.53776888,3.48008360,0.03053026,0.20686090,1.49429127,1.82285975,0.05438248,1.15783758
-5.53176588,3.45740678,0.03088823,0.20492488,1.47071216,1.81414421,0.05677540,1.14399749
-5.52576288,3.43832230,0.03111371,0.20302393,1.44738247,1.80836569,0.05919900,1.13166606
-5.51975988,3.42228800,0.03119969,0.20120042,1.42472063,1.80489376,0.06162652,1.12074268
-5.51375688,3.40860123,0.03114125,0.19948385,1.40305408,1.80302292,0.06402792,1.11106766
-5.50775388,3.39641447,0.03093577,0.19788937,1.38260557,1.80199203,0.06637037,1.10242518
-5.50175088,3.38475784,0.03058309,0.19641708,1.36348462,1.80100611,0.06861886,1.09454851
-5.49574787,3.37256777,0.03008557,0.19505229,1.34568446,1.79925987,0.07073697,1.08712727
-5.48974487,3.35872102,0.02944807,0.19376654,1.32908464,1.79596213,0.07268784,1.07981666
-5.48374187,3.34207250,0.02867790,0.19251943,1.31345907,1.79036026,0.07443524,1.07224837
-5.47773887,3.32149559,0.02778460,0.19126106,1.29848905,1.78176378,0.07594460,1.06404273
-5.47173587,3.29592301,0.02677977,0.18993499,1.28378065,1.76956612,0.07718424,1.05482170
-5.46573287,3.26438668,0.02567669,0.18848152,1.26888546,1.75326361,0.07812639,1.04422222
-5.45972986,3.22605453,0.02449000,0.18684105,1.25332371,1.73247106,0.07874826,1.03190923
-5.45372686,3.18026266,0.02323533,0.18495745,1.23660848,1.70693315,0.07903284,1.01758803
-5.44772386,3.12654139,0.02192882,0.18278109,1.21826998,1.67653119,0.07896965,1.00101522
-5.44172086,3.06463387,0.02058678,0.18027149,1.19787847,1.64128488,0.07855515,0.98200788
-5.43571786,2.99450638,0.01922524,0.17739939,1.17506488,1.60134915,0.07779295,0.96045048
-5.42971486,2.91634983,0.01785961,0.17414819,1.14953812,1.55700604,0.07669378,0.93629928
-5.42371186,2.83057250,0.01650438,0.17051465,1.12109835,1.50865210,0.07527513,0.90958395
-5.41770885,2.73778420,0.01517277,0.16650879,1.08964560,1.45678183,0.07356067,0.88040641
-5.41170585,2.63877282,0.01387663,0.16215324,1.05518362,1.40196802,0.07157944,0.84893690
-5.40570285,2.53447438,0.01262619,0.15748178,1.01781879,1.34483967,0.06936486,0.81540749
-5.39969985,2.42593802,0.01143006,0.15253747,0.97775450,1.28605870,0.06695355,0.78010341
-5.39369685,2.31428775,0.01029516,0.14737037,0.93528141,1.22629636,0.06438413,0.74335258
-5.38769385,2.20068270,0.00922674,0.14203495,0.89076420,1.16621045,0.06169590,0.70551384
-5.38169085,2.08627788,0.00822849,0.13658749,0.84462589,1.10642426,0.05892767,0.66696456
-5.37568784,1.97218716,0.00730266,0.13108354,0.79733030,1.04750817,0.05611656,0.62808803
-5.36968484,1.85945010,0.00645016,0.12557556,0.74936398,0.98996457,0.05329701,0.58926142
-5.36368184,1.74900415,0.00567078,0.12011090,0.70121822,0.93421664,0.05049993,0.55084465
-5.35767884,1.64166312,0.00496335,0.11473031,0.65337223,0.88060144,0.04775210,0.51317074
-5.35167584,1.53810267,0.00432594,0.10946682,0.60627812,0.82936717,0.04507576,0.47653803
-5.34567284,1.43885309,0.00375604,0.10434523,0.56034829,0.78067470,0.04248846,0.44120433
-5.33966983,1.34429930,0.00325075,0.09938210,0.51594562,0.73460303,0.04000311,0.40738339
-5.33366683,1.25468749,0.00280698,0.09458627,0.47337668,0.69115801,0.03762827,0.37524351
-5.32766383,1.17013770,0.00242159,0.08995971,0.43288805,0.65028391,0.03536860,0.34490820
-5.32166083,1.09066120,0.00209157,0.08549883,0.39466550,0.61187700,0.03322548,0.31645880
-5.31565783,1.01618149,0.00181417,0.08119598,0.35883587,0.57580026,0.03119768,0.28993864
-5.30965483,0.94655757,0.00158704,0.07704101,0.32547117,0.54189861,0.02928217,0.26535846
-5.30365183,0.88160808,0.00140834,0.07302301,0.29459452,0.51001372,0.02747487,0.24270270
-5.29764882,0.82113509,0.00127684,0.06913186,0.26618725,0.47999785,0.02577144,0.22193628
-5.29164582,0.76494640,0.00119200,0.06535964,0.24019688,0.45172599,0.02416795,0.20301141
-5.28564282,0.71287524,0.00115406,0.06170190,0.21654527,0.42510598,0.02266156,0.18587425
-5.27963982,0.66479682,0.00116406,0.05815851,0.19513663,0.40008622,0.02125099,0.17047096
-5.27363682,0.62064095,0.00122389,0.05473432,0.17586489,0.37666081,0.01993692,0.15675295
-5.26763382,0.58040070,0.00133629,0.05143947,0.15862033,0.35487206,0.01872226,0.14468118
-5.26163082,0.54413674,0.00150484,0.04828935,0.14329502,0.33481049,0.01761228,0.13422935
-5.25562781,0.51197775,0.00173388,0.04530431,0.12978717,0.31661246,0.01661464,0.12538594
-5.24962481,0.48411693,0.00202846,0.04250915,0.11800417,0.30045568,0.01573925,0.11815514
-5.24362181,0.46080511,0.00239421,0.03993235,0.10786448,0.28655298,0.01499810,0.11255654
-5.23761881,0.44234105,0.00283721,0.03760516,0.09929836,0.27514455,0.01440494,0.10862396
-5.23161581,0.42905915,0.00336375,0.03556064,0.09224766,0.26648912,0.01397495,0.10640322
-5.22561281,0.42131543,0.00398017,0.03383251,0.08666467,0.26085432,0.01372428,0.10594919
-5.21960980,0.41947219,0.00469258,0.03245416,0.08251043,0.25850660,0.01366963,0.10732223
-5.21360680,0.42388182,0.00550655,0.03145748,0.07975246,0.25970095,0.01382774,0.11058410
-5.20760380,0.43487040,0.00642689,0.03087195,0.07836219,0.26467076,0.01421489,0.11579363
-5.20160080,0.45272153,0.00745725,0.03072358,0.07831234,0.27361796,0.01484640,0.12300225
-5.19559780,0.47766092,0.00859989,0.03103416,0.07957419,0.28670382,0.01573615,0.13224958
-5.18959480,0.50984201,0.00985536,0.03182046,0.08211514,0.30404042,0.01689609,0.14355933
-5.18359180,0.54933344,0.01122226,0.03309362,0.08589644,0.32568326,0.01833583,0.15693554
-5.17758879,0.59610845,0.01269702,0.03485868,0.09087142,0.35162495,0.02006228,0.17235951
-5.17158579,0.65003687,0.01427379,0.03711422,0.09698414,0.38179040,0.02207933,0.18978751
-5.16558279,0.71088001,0.01594431,0.03985219,0.10416860,0.41603362,0.02438762,0.20914939
-5.15957979,0.77828882,0.01769801,0.04305793,0.11234852,0.45413625,0.02698446,0.23034828
-5.15357679,0.85180557,0.01952206,0.04671025,0.12143782,0.49580814,0.02986381,0.25326145
-5.14757379,0.93086929,0.02140157,0.05078189,0.13134161,0.54068988,0.03301643,0.27774235
-5.14157079,1.01482491,0.02331996,0.05523997,0.14195781,0.58835758,0.03643012,0.30362381
-5.13556778,1.10293604,0.02525929,0.06004678,0.15317930,0.63832962,0.04009014,0.33072247
-5.12956478,1.19440118,0.02720071,0.06516067,0.16489648,0.69007548,0.04397976,0.35884400
-5.12356178,1.28837265,0.02912504,0.07053710,0.17700016,0.74302636,0.04808084,0.38778925
-5.11755878,1.38397791,0.03101328,0.07612989,0.18938465,0.79658727,0.05237465,0.41736083
-5.11155578,1.48034209,0.03284716,0.08189242,0.20195083,0.85015037,0.05684259,0.44736980
-5.10555278,1.57661107,0.03460972,0.08777902,0.21460908,0.90310880,0.06146699,0.47764224
-5.09954977,1.67197379,0.03628577,0.09374626,0.22728191,0.95487087,0.06623192,0.50802518
-5.09354677,1.76568289,0.03786232,0.09975411,0.23990603,1.00487370,0.07112378,0.53839147
-5.08754377,1.85707243,0.03932891,0.10576704,0.25243379,1.05259596,0.07613191,0.56864340
-5.08154077,1.94557182,0.04067783,0.11175486,0.26483381,1.09756912,0.08124882,0.59871451
-5.07553777,2.03071504,0.04190416,0.11769320,0.27709074,1.13938665,0.08647035,0.62856955
-5.06953477,2.11214459,0.04300574,0.12356376,0.28920400,1.17771094,0.09179539,0.65820226
-5.06353177,2.18960986,0.04398300,0.12935416,0.30118570,1.21227747,0.09722546,0.68763120
-5.05752876,2.26295983,0.04483862,0.13505736,0.31305761,1.24289624,0.10276386,0.71689338
-5.05152576,2.33213050,0.04557711,0.14067073,0.32484733,1.26945038,0.10841459,0.74603630
-5.04552276,2.39712764,0.04620435,0.14619483,0.33658400,1.29189213,0.11418105,0.77510852
-5.03951976,2.45800587,0.04672702,0.15163180,0.34829351,1.31023638,0.12006449,0.80414927
-5.03351676,2.51484526,0.04715203,0.15698361,0.35999364,1.32455233,0.12606242,0.83317778
-5.02751376,2.56772677,0.04748596,0.16225019,0.37168941,1.33495369,0.13216696,0.86218292
-5.02151076,2.61670821,0.04773456,0.16742755,0.38336876,1.34158798,0.13836327,0.89111366
-5.01550775,2.66180211,0.04790232,0.17250603,0.39499909,1.34462553,0.14462821,0.91987125
-5.00950475,2.70295696,0.04799211,0.17746874,0.40652462,1.34424891,0.15092925,0.94830350
-5.00350175,2.74004316,0.04800499,0.18229050,0.41786498,1.34064317,0.15722379,0.97620167
-4.99749875,2.77284453,0.04794014,0.18693701,0.42891513,1.33398746,0.16345895,1.00330045
-4.99149575,2.80105624,0.04779486,0.19136478,0.43954656,1.32444838,0.16957186,1.02928103
-4.98549275,2.82428931,0.04756484,0.19552145,0.44960992,1.31217543,0.17549049,1.05377743
-4.97948974,2.84208161,0.04724438,0.19934677,0.45893895,1.29729841,0.18113507,1.07638583
-4.97348674,2.85391486,0.04682689,0.20277417,0.46735547,1.27992708,0.18641994,1.09667652
-4.96748374,2.85923675,0.04630530,0.20573275,0.47467532,1.26015271,0.19125590,1.11420807
-4.96148074,2.85748694,0.04567265,0.20814978,0.48071493,1.23805125,0.19555290,1.12854296
-4.95547774,2.84812558,0.04492260,0.20995341,0.48529819,1.21368804,0.19922290,1.13926394
-4.94947474,2.83066268,0.04405000,0.21107558,0.48826323,1.18712319,0.20218292,1.14599037
-4.94347174,2.80468672,0.04305137,0.21145497,0.48946899,1.15841768,0.20435796,1.14839366
-4.93746873,2.76989102,0.04192531,0.21103971,0.48880091,1.12763931,0.20568377,1.14621108
-4.93146573,2.72609619,0.04067284,0.20978993,0.48617587,1.09486830,0.20610932,1.13925733
-4.92546273,2.67326775,0.03929761,0.20767977,0.48154579,1.06020216,0.20559874,1.12743318
-4.91945973,2.61152779,0.03780597,0.20469896,0.47489996,1.02375941,0.20413287,1.11073090
-4.91345673,2.54116023,0.03620697,0.20085371,0.46626598,0.98568202,0.20171009,1.08923622
-4.90745373,2.46260953,0.03451220,0.19616705,0.45570922,0.94613647,0.19834656,1.06312684
-4.90145073,2.37647285,0.03273549,0.19067843,0.44333093,0.90531339,0.19407586,1.03266750
-4.89544772,2.28348645,0.03089260,0.18444278,0.42926515,0.86342575,0.18894799,0.99820213
-4.88944472,2.18450684,0.02900076,0.17752891,0.41367450,0.82070591,0.18302783,0.96014333
-4.88344172,2.08048799,0.02707816,0.17001754,0.39674525,0.77740168,0.17639318,0.91895991
-4.87743872,1.97245563,0.02514346,0.16199886,0.37868174,0.73377149,0.16913238,0.87516295
-4.87143572,1.86147990,0.02321528,0.15356991,0.35970054,0.69007927,0.16134179,0.82929121
-4.86543272,1.74864770,0.02131166,0.14483185,0.34002458,0.64658893,0.15312301,0.78189635
-4.85942971,1.63503585,0.01944963,0.13588714,0.31987739,0.60355904,0.14458025,0.73352874
-4.85342671,1.52168618,0.01764476,0.12683693,0.29947789,0.56123776,0.13581761,0.68472428
-4.84742371,1.40958329,0.01591091,0.11777863,0.27903561,0.51985827,0.12693676,0.63599266
-4.84142071,1.29963576,0.01425988,0.10880379,0.25874668,0.47963483,0.11803469,0.58780744
-4.83541771,1.19266121,0.01270133,0.09999630,0.23879061,0.44075963,0.10920191,0.54059815
-4.82941471,1.08937533,0.01124262,0.09143104,0.21932780,0.40340040,0.10052098,0.49474437
-4.82341171,0.99038495,0.00988887,0.08317292,0.20049792,0.36769887,0.09206535,0.45057203
-4.81740870,0.89618497,0.00864300,0.07527627,0.18241906,0.33376999,0.08389869,0.40835156
-4.81140570,0.80715873,0.00750586,0.06778467,0.16518749,0.30170188,0.07607441,0.36829787
-4.80540270,0.72358142,0.00647643,0.06073111,0.14887812,0.27155636,0.06863570,0.33057189
-4.79939970,0.64562608,0.00555206,0.05413841,0.13354539,0.24337012,0.06161564,0.29528342
-4.79339670,0.57337149,0.00472866,0.04801990,0.11922460,0.21715625,0.05503776,0.26249489
-4.78739370,0.50681156,0.00400107,0.04238027,0.10593350,0.19290613,0.04891660,0.23222601
-4.78139070,0.44586556,0.00336319,0.03721656,0.09367412,0.17059151,0.04325852,0.20445874
-4.77538769,0.39038888,0.00280837,0.03251920,0.08243470,0.15016687,0.03806262,0.17914260
-4.76938469,0.34018379,0.00232956,0.02827308,0.07219163,0.13157171,0.03332163,0.15619992
-4.76338169,0.29500990,0.00191954,0.02445865,0.06291137,0.11473295,0.02902287,0.13553102
-4.75737869,0.25459413,0.00157114,0.02105288,0.05455239,0.09956728,0.02514923,0.11701911
-4.75137569,0.21863994,0.00127738,0.01803027,0.04706687,0.08598345,0.02168005,0.10053481
-4.74537269,0.18683568,0.00103157,0.01536368,0.04040236,0.07388440,0.01859200,0.08594023
-4.73936968,0.15886205,0.00082747,0.01302507,0.03450327,0.06316940,0.01585983,0.07309267
-4.73336668,0.13439865,0.00065927,0.01098623,0.02931224,0.05373590,0.01345713,0.06184772
-4.72736368,0.11312958,0.00052171,0.00921927,0.02477128,0.04548142,0.01135693,0.05206204
-4.72136068,0.09474814,0.00041005,0.00769715,0.02082282,0.03830515,0.00953226,0.04359557
-4.71535768,0.07896079,0.00032010,0.00639400,0.01741062,0.03210947,0.00795660,0.03631339
-4.70935468,0.06549026,0.00024819,0.00528543,0.01448046,0.02680140,0.00660430,0.03008713
-4.70335168,0.05407814,0.00019112,0.00434878,0.01198080,0.02229382,0.00545082,0.02479614
-4.69734867,0.04448676,0.00014616,0.00356321,0.00986326,0.01850667,0.00447304,0.02032819
-4.69134567,0.03650072,0.00011102,0.00290987,0.00808297,0.01536802,0.00364937,0.01658007
-4.68534267,0.02992792,0.00008375,0.00237190,0.00659888,0.01281506,0.00295989,0.01345777
-4.67933967,0.02460038,0.00006274,0.00193450,0.00537395,0.01079510,0.00238642,0.01087667
-4.67333667,0.02037473,0.00004668,0.00158490,0.00437524,0.00926644,0.00191250,0.00876134
-4.66733367,0.01713260,0.00003449,0.00131238,0.00357402,0.00819931,0.00152338,0.00704543
-4.66133067,0.01478090,0.00002531,0.00110820,0.00294570,0.00757673,0.00120599,0.00567125
-4.65532766,0.01325201,0.00001844,0.00096559,0.00246986,0.00739547,0.00094880,0.00458946
-4.64932466,0.01250392,0.00001335,0.00087969,0.00213014,0.00766690,0.00074178,0.00375856
-4.64332166,0.01252037,0.00000959,0.00084754,0.00191415,0.00841787,0.00057627,0.00314443
-4.63731866,0.01331091,0.00000685,0.00086802,0.00181338,0.00969155,0.00044483,0.00271985
-4.63131566,0.01491088,0.00000485,0.00094181,0.00182304,0.01154810,0.00034116,0.00246396
-4.62531266,0.01738124,0.00000342,0.00107134,0.00194191,0.01406524,0.00025996,0.00236175
-4.61930965,0.02080812,0.00000239,0.00126071,0.00217219,0.01733850,0.00019679,0.00240360
-4.61330665,0.02530208,0.00000166,0.00151567,0.00251924,0.02148117,0.00014799,0.00258470
-4.60730365,0.03099682,0.00000114,0.00184344,0.00299143,0.02662370,0.00011056,0.00290462
-4.60130065,0.03804732,0.00000078,0.00225262,0.00359974,0.03291257,0.00008204,0.00336671
-4.59529765,0.04662721,0.00000053,0.00275303,0.00435750,0.04050841,0.00006047,0.00397760
-4.58929465,0.05692524,0.00000036,0.00335543,0.00527993,0.04958328,0.00004428,0.00474662
-4.58329165,0.06914072,0.00000024,0.00407128,0.00638363,0.06031701,0.00003220,0.00568515
-4.57728864,0.08347795,0.00000016,0.00491239,0.00768602,0.07289262,0.00002326,0.00680597
-4.57128564,0.10013941,0.00000011,0.00589048,0.00920461,0.08749058,0.00001668,0.00812250
-4.56528264,0.11931795,0.00000007,0.00701677,0.01095629,0.10428216,0.00001189,0.00964804
-4.55927964,0.14118793,0.00000005,0.00830139,0.01295640,0.12342190,0.00000841,0.01139492
-4.55327664,0.16589555,0.00000003,0.00975284,0.01521786,0.14503920,0.00000591,0.01337357
-4.54727364,0.19354857,0.00000002,0.01137738,0.01775017,0.16922952,0.00000413,0.01559167
-4.54127064,0.22420590,0.00000001,0.01317840,0.02055846,0.19604530,0.00000287,0.01805321
-4.53526763,0.25786726,0.00000001,0.01515584,0.02364246,0.22548700,0.00000199,0.02075758
-4.52926463,0.29446368,0.00000000,0.01730559,0.02699570,0.25749484,0.00000138,0.02369881
-4.52326163,0.33384907,0.00000000,0.01961901,0.03060466,0.29194150,0.00000097,0.02686484
-4.51725863,0.37579374,0.00000000,0.02208257,0.03444819,0.32862641,0.00000071,0.03023694
-4.51125563,0.41998008,0.00000000,0.02467759,0.03849711,0.36727202,0.00000056,0.03378942
-4.50525263,0.46600119,0.00000000,0.02738010,0.04271409,0.40752266,0.00000050,0.03748945
-4.49924962,0.51336268,0.00000000,0.03016106,0.04705381,0.44894601,0.00000053,0.04129722
-4.49324662,0.56148801,0.00000000,0.03298657,0.05146344,0.49103787,0.00000064,0.04516637
-4.48724362,0.60972752,0.00000000,0.03581845,0.05588349,0.53322998,0.00000086,0.04904475
-4.48124062,0.65737112,0.00000000,0.03861498,0.06024898,0.57490114,0.00000122,0.05287540
-4.47523762,0.70366438,0.00000000,0.04133186,0.06449092,0.61539120,0.00000177,0.05659792
-4.46923462,0.74782768,0.00000000,0.04392331,0.06853806,0.65401782,0.00000257,0.06015001
-4.46323162,0.78907768,0.00000001,0.04634332,0.07231896,0.69009522,0.00000374,0.06346923
-4.45722861,0.82665059,0.00000001,0.04854708,0.07576403,0.72295437,0.00000540,0.06649494
-4.45122561,0.85982603,0.00000001,0.05049232,0.07880789,0.75196387,0.00000777,0.06917029
-4.44522261,0.88795076,0.00000002,0.05214070,0.08139149,0.77655056,0.00001110,0.07144420
-4.43921961,0.91046116,0.00000003,0.05345919,0.08346430,0.79621901,0.00001576,0.07327330
-4.43321661,0.92690339,0.00000004,0.05442121,0.08498621,0.81056907,0.00002220,0.07462366
-4.42721361,0.93695055,0.00000005,0.05500762,0.08592925,0.81931052,0.00003107,0.07547241
-4.42121061,0.94041580,0.00000007,0.05520754,0.08627890,0.82227441,0.00004316,0.07580895
-4.41520760,0.93726112,0.00000010,0.05501882,0.08603507,0.81942029,0.00005956,0.07563596
-4.40920460,0.92760118,0.00000014,0.05444833,0.08521265,0.81083924,0.00008159,0.07497004
-4.40320160,0.91170227,0.00000020,0.05351182,0.08384169,0.79675246,0.00011100,0.07384202
-4.39719860,0.88997654,0.00000028,0.05223367,0.08196714,0.77750561,0.00014996,0.07229689
-4.39119560,0.86297167,0.00000038,0.05064625,0.07964827,0.75355921,0.00020116,0.07039357
-4.38519260,0.83135687,0.00000051,0.04878912,0.07695775,0.72547561,0.00026796,0.06820430
-4.37918959,0.79590574,0.00000069,0.04670805,0.07398056,0.69390321,0.00035444,0.06581398
-4.37318659,0.75747695,0.00000093,0.04445390,0.07081266,0.65955864,0.00046556,0.06331925
-4.36718359,0.71699365,0.00000124,0.04208147,0.06755966,0.62320789,0.00060725,0.06082762
-4.36118059,0.67542250,0.00000165,0.03964827,0.06433548,0.58564696,0.00078653,0.05845651
-4.35517759,0.63375326,0.00000218,0.03721336,0.06126095,0.54768308,0.00101164,0.05633237
-4.34917459,0.59297955,0.00000287,0.03483630,0.05846269,0.51011701,0.00129212,0.05458981
-4.34317159,0.55408138,0.00000374,0.03257616,0.05607196,0.47372700,0.00163889,0.05337077
-4.33716858,0.51800989,0.00000487,0.03049067,0.05422371,0.43925487,0.00206428,0.05282376
-4.33116558,0.48567446,0.00000629,0.02863550,0.05305572,0.40739440,0.00258207,0.05310301
-4.32516258,0.45793209,0.00000810,0.02706377,0.05270779,0.37878206,0.00320738,0.05436761
-4.31915958,0.43557898,0.00001038,0.02582551,0.05332095,0.35399010,0.00395658,0.05678042
-4.31315658,0.41934390,0.00001323,0.02496743,0.05503659,0.33352161,0.00484713,0.06050678
-4.30715358,0.40988295,0.00001680,0.02453255,0.05799546,0.31780747,0.00589726,0.06571286
