energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.07653827,1.34422627,0.32268205,0.40415443,0.01215217,0.18886120,0.19746273,0.22806244,0.03069895,0.52404730
-3.07053527,1.35331581,0.31522006,0.40703346,0.01316539,0.18708299,0.20347112,0.23378645,0.03066803,0.52424430
-3.06453227,1.36165519,0.30744996,0.40985427,0.01420524,0.18470849,0.20977064,0.24007554,0.03044720,0.52411925
-3.05852926,1.36928045,0.29943126,0.41261150,0.01525900,0.18178842,0.21633474,0.24690268,0.03004502,0.52369251
-3.05252626,1.37630748,0.29124197,0.41531886,0.01631391,0.17839462,0.22314788,0.25424084,0.02947522,0.52301249
-3.04652326,1.38292356,0.28297744,0.41800762,0.01735752,0.17461855,0.23020584,0.26206058,0.02875626,0.52215110
-3.04052026,1.38937637,0.27474822,0.42072459,0.01837817,0.17056906,0.23751609,0.27032753,0.02791081,0.52119809
-3.03451726,1.39596134,0.26667724,0.42352974,0.01936539,0.16636953,0.24509820,0.27900005,0.02696510,0.52025437
-3.02851426,1.40300820,0.25889627,0.42649370,0.02031050,0.16215459,0.25298432,0.28802734,0.02594813,0.51942506
-3.02251126,1.41086758,0.25154199,0.42969520,0.02120697,0.15806636,0.26121975,0.29734811,0.02489083,0.51881245
-3.01650825,1.41989854,0.24475183,0.43321881,0.02205096,0.15425067,0.26986353,0.30689014,0.02382518,0.51850957
-3.01050525,1.43045763,0.23865980,0.43715279,0.02284167,0.15085313,0.27898908,0.31657076,0.02278332,0.51859456
-3.00450225,1.44289003,0.23339246,0.44158745,0.02358161,0.14801528,0.28868477,0.32629840,0.02179668,0.51912630
-2.99849925,1.45752301,0.22906526,0.44661376,0.02427685,0.14587102,0.29905428,0.33597517,0.02089518,0.52014144
-2.99249625,1.47466175,0.22577936,0.45232236,0.02493698,0.14454328,0.31021671,0.34550031,0.02010647,0.52165302
-2.98649325,1.49458730,0.22361896,0.45880280,0.02557509,0.14414112,0.32230632,0.35477457,0.01945529,0.52365059
-2.98049025,1.51755635,0.22264928,0.46614293,0.02620749,0.14475714,0.33547163,0.36370492,0.01896293,0.52610179
-2.97448724,1.54380213,0.22291519,0.47442825,0.02685323,0.14646543,0.34987396,0.37220973,0.01864681,0.52895517
-2.96848424,1.57353595,0.22444035,0.48374123,0.02753361,0.14931993,0.36568514,0.38022368,0.01852020,0.53214395
-2.96248124,1.60694852,0.22722698,0.49416024,0.02827140,0.15335318,0.38308444,0.38770235,0.01859204,0.53559043
-2.95647824,1.64421050,0.23125607,0.50575820,0.02909003,0.15857554,0.40225463,0.39462604,0.01886691,0.53921062
-2.95047524,1.68547177,0.23648801,0.51860077,0.03001263,0.16497481,0.42337714,0.40100244,0.01934509,0.54291891
-2.94447224,1.73085879,0.24286353,0.53274411,0.03106110,0.17251618,0.44662646,0.40686807,0.02002278,0.54663227
-2.93846923,1.78047014,0.25030498,0.54823228,0.03225503,0.18114264,0.47216391,0.41228816,0.02089235,0.55027390
-2.93246623,1.83437001,0.25871769,0.56509428,0.03361080,0.19077567,0.50013077,0.41735492,0.02194277,0.55377609
-2.92646323,1.89258002,0.26799168,0.58334098,0.03514064,0.20131640,0.53064117,0.42218426,0.02316002,0.55708215
-2.92046023,1.95506969,0.27800336,0.60296215,0.03685183,0.21264701,0.56377489,0.42691098,0.02452760,0.56014750
-2.91445723,2.02174629,0.28861746,0.62392365,0.03874609,0.22463267,0.59957030,0.43168273,0.02602711,0.56293981
-2.90845423,2.09244471,0.29968909,0.64616510,0.04081910,0.23712365,0.63801779,0.43665288,0.02763880,0.56543856
-2.90245123,2.16691821,0.31106590,0.66959831,0.04306025,0.24995799,0.67905399,0.44197284,0.02934216,0.56763386
-2.89644822,2.24483089,0.32259042,0.69410648,0.04545265,0.26296434,0.72255700,0.44778403,0.03111647,0.56952507
-2.89044522,2.32575260,0.33410250,0.71954441,0.04797331,0.27596517,0.76834295,0.45421010,0.03294132,0.57111909
-2.88444222,2.40915702,0.34544189,0.74573978,0.05059363,0.28878020,0.81616417,0.46134973,0.03479711,0.57242877
-2.87843922,2.49442327,0.35645092,0.77249555,0.05328006,0.30122996,0.86570903,0.46927039,0.03666545,0.57347146
-2.87243622,2.58084153,0.36697719,0.79959333,0.05599495,0.31313947,0.91660385,0.47800345,0.03852947,0.57426775
-2.86643322,2.66762261,0.37687627,0.82679777,0.05869762,0.32434177,0.96841663,0.48754095,0.04037412,0.57484067
-2.86043022,2.75391134,0.38601439,0.85386162,0.06134552,0.33468141,1.02066296,0.49783407,0.04218627,0.57521522
-2.85442721,2.83880339,0.39427092,0.88053139,0.06389546,0.34401761,1.07281384,0.50879362,0.04395478,0.57541819
-2.84842421,2.92136502,0.40154065,0.90655326,0.06630493,0.35222706,1.12430525,0.52029229,0.04567049,0.57547831
-2.84242121,3.00065485,0.40773586,0.93167908,0.06853328,0.35920624,1.17454951,0.53216875,0.04732608,0.57542656
-2.83641821,3.07574691,0.41278791,0.95567202,0.07054299,0.36487319,1.22294770,0.54423327,0.04891592,0.57529654
-2.83041521,3.14575393,0.41664857,0.97831181,0.07230070,0.36916874,1.26890327,0.55627469,0.05043579,0.57512478
-2.82441221,3.20984995,0.41929078,0.99939924,0.07377808,0.37205700,1.31183590,0.56806824,0.05188271,0.57495095
-2.81840920,3.26729125,0.42070907,1.01875972,0.07495262,0.37352531,1.35119561,0.57938398,0.05325455,0.57481779
-2.81240620,3.31743473,0.42091932,1.03624588,0.07580803,0.37358361,1.38647616,0.58999535,0.05454989,0.57477073
-2.80640320,3.35975306,0.41995822,1.05173897,0.07633456,0.37226313,1.41722765,0.59968741,0.05576767,0.57485718
-2.80040020,3.39384589,0.41788214,1.06514927,0.07652897,0.36961481,1.44306747,0.60826445,0.05690711,0.57512545
-2.79439720,3.41944683,0.41476564,1.07641535,0.07639434,0.36570713,1.46368943,0.61555660,0.05796747,0.57562343
-2.78839420,3.43642591,0.41069948,1.08550244,0.07593961,0.36062383,1.47887054,0.62142512,0.05894806,0.57639687
-2.78239120,3.44478755,0.40578842,1.09239991,0.07517900,0.35446134,1.48847524,0.62576617,0.05984817,0.57748752
-2.77638819,3.44466425,0.40014860,1.09711823,0.07413123,0.34732615,1.49245691,0.62851300,0.06066714,0.57893118
-2.77038519,3.43630627,0.39390470,1.09968540,0.07281865,0.33933221,1.49085663,0.62963645,0.06140440,0.58075563
-2.76438219,3.42006804,0.38718693,1.10014326,0.07126631,0.33059834,1.48379923,0.62914381,0.06205965,0.58297867
-2.75837919,3.39639177,0.38012787,1.09854375,0.06950106,0.32124583,1.47148694,0.62707624,0.06263294,0.58560633
-2.75237619,3.36578911,0.37285922,1.09494541,0.06755054,0.31139614,1.45419097,0.62350486,0.06312476,0.58863120
-2.74637319,3.32882172,0.36550856,1.08941021,0.06544246,0.30116891,1.43224127,0.61852586,0.06353617,0.59203118
-2.74037019,3.28608151,0.35819617,1.08200094,0.06320375,0.29068000,1.40601531,0.61225479,0.06386885,0.59576856
-2.73436718,3.23817140,0.35103200,1.07277915,0.06086003,0.28003989,1.37592601,0.60482055,0.06412501,0.59978944
-2.72836418,3.18568736,0.34411285,1.06180386,0.05843508,0.26935221,1.34240970,0.59635920,0.06430740,0.60402378
-2.72236118,3.12920246,0.33751988,1.04913086,0.05595056,0.25871245,1.30591444,0.58700806,0.06441910,0.60838576
-2.71635818,3.06925341,0.33131653,1.03481270,0.05342585,0.24820690,1.26688919,0.57690027,0.06446332,0.61277487
-2.71035518,3.00633004,0.32554687,1.01889936,0.05087800,0.23791174,1.22577428,0.56616016,0.06444318,0.61707741
-2.70435218,2.94086808,0.32023463,1.00143933,0.04832184,0.22789233,1.18299339,0.55489952,0.06436143,0.62116862
-2.69834917,2.87324529,0.31538280,0.98248121,0.04577017,0.21820272,1.13894726,0.54321494,0.06422010,0.62491535
-2.69234617,2.80378095,0.31097391,0.96207554,0.04323402,0.20888535,1.09400921,0.53118635,0.06402033,0.62817927
-2.68634317,2.73273854,0.30697116,0.94027688,0.04072297,0.19997103,1.04852241,0.51887656,0.06376210,0.63082051
-2.68034017,2.66033135,0.30332010,0.91714579,0.03824544,0.19147915,1.00279871,0.50633205,0.06344408,0.63270178
-2.67433717,2.58673050,0.29995121,0.89275091,0.03580902,0.18341816,0.95711904,0.49358459,0.06306361,0.63369275
-2.66833417,2.51207488,0.29678287,0.86717070,0.03342073,0.17578634,0.91173479,0.48065368,0.06261674,0.63367459
-2.66233117,2.43648246,0.29372511,0.84049498,0.03108722,0.16857287,0.86687014,0.46754967,0.06209839,0.63254456
-2.65632816,2.36006216,0.29068348,0.81282600,0.02881497,0.16175907,0.82272490,0.45427719,0.06150261,0.63022039
-2.65032516,2.28292575,0.28756336,0.78427917,0.02661033,0.15531994,0.77947759,0.44083874,0.06082297,0.62664432
-2.64432216,2.20519896,0.28427413,0.75498320,0.02447958,0.14922584,0.73728840,0.42723825,0.06005299,0.62178653
-2.63831916,2.12703125,0.28073324,0.72507973,0.02242885,0.14344423,0.69630191,0.41348433,0.05918660,0.61564784
-2.63231616,2.04860361,0.27686994,0.69472238,0.02046406,0.13794146,0.65664936,0.39959302,0.05821872,0.60826135
-2.62631316,1.97013402,0.27262835,0.66407533,0.01859077,0.13268453,0.61845020,0.38558999,0.05714568,0.59969307
-2.62031016,1.89188010,0.26796997,0.63331127,0.01681405,0.12764267,0.58181309,0.37151193,0.05596569,0.59004127
-2.61430715,1.81413895,0.26287522,0.60260891,0.01513831,0.12278872,0.54683614,0.35740716,0.05467916,0.57943464
-2.60830415,1.73724397,0.25734420,0.57215007,0.01356712,0.11810031,0.51360656,0.34333545,0.05328898,0.56802907
-2.60230115,1.66155908,0.25139649,0.54211646,0.01210314,0.11356059,0.48219984,0.32936711,0.05180059,0.55600350
-2.59629815,1.58747048,0.24507002,0.51268620,0.01074796,0.10915876,0.45267844,0.31558126,0.05022197,0.54355464
-2.59029515,1.51537650,0.23841923,0.48403032,0.00950208,0.10489017,0.42509038,0.30206370,0.04856346,0.53089105
-2.58429215,1.44567623,0.23151249,0.45630928,0.00836489,0.10075611,0.39946777,0.28890426,0.04683743,0.51822673
-2.57828914,1.37875764,0.22442908,0.42966971,0.00733470,0.09676339,0.37582554,0.27619402,0.04505792,0.50577461
-2.57228614,1.31498582,0.21725586,0.40424155,0.00640879,0.09292353,0.35416044,0.26402240,0.04324007,0.49374027
-2.56628314,1.25469234,0.21008383,0.38013577,0.00558358,0.08925197,0.33445068,0.25247451,0.04139964,0.48231618
-2.56028014,1.19816622,0.20300487,0.35744264,0.00485476,0.08576704,0.31665610,0.24162875,0.03955238,0.47167681
-2.55427714,1.14564730,0.19610881,0.33623098,0.00421746,0.08248905,0.30071914,0.23155497,0.03771352,0.46197485
-2.54827414,1.09732241,0.18948092,0.31654808,0.00366652,0.07943931,0.28656659,0.22231311,0.03589726,0.45333870
-2.54227114,1.05332461,0.18320016,0.29842071,0.00319666,0.07663937,0.27411213,0.21395266,0.03411639,0.44587132
-2.53626813,1.01373575,0.17733803,0.28185695,0.00280274,0.07411042,0.26325956,0.20651273,0.03238195,0.43965050
-2.53026513,0.97859204,0.17195826,0.26684893,0.00248004,0.07187287,0.25390673,0.20002281,0.03070307,0.43473041
-2.52426213,0.94789259,0.16711717,0.25337631,0.00222445,0.06994616,0.24594999,0.19450414,0.02908695,0.43114426
-2.51825913,0.92161024,0.16286474,0.24141045,0.00203271,0.06834879,0.23928885,0.18997172,0.02753890,0.42890788
-2.51225613,0.89970415,0.15924627,0.23091897,0.00190270,0.06709861,0.23383094,0.18643653,0.02606253,0.42802391
-2.50625313,0.88213344,0.15630438,0.22187065,0.00183358,0.06621320,0.22949670,0.18390814,0.02466008,0.42848626
-2.50025013,0.86887110,0.15408141,0.21424028,0.00182601,0.06571040,0.22622391,0.18239735,0.02333273,0.43028452
-2.49424712,0.85991726,0.15262174,0.20801338,0.00188232,0.06560897,0.22397156,0.18191869,0.02208103,0.43340808
-2.48824412,0.85531122,0.15197413,0.20319047,0.00200667,0.06592923,0.22272304,0.18249274,0.02090533,0.43784957
-2.48224112,0.85514136,0.15219371,0.19979071,0.00220512,0.06669362,0.22248839,0.18414800,0.01980612,0.44360754
-2.47623812,0.85955247,0.15334361,0.19785466,0.00248576,0.06792732,0.22330549,0.18692224,0.01878448,0.45068816
-2.47023512,0.86874987,0.15549590,0.19744609,0.00285866,0.06965855,0.22524000,0.19086325,0.01784227,0.45910591
-2.46423212,0.88300012,0.15873192,0.19865262,0.00333592,0.07191883,0.22838415,0.19602882,0.01698241,0.46888316
-2.45822911,0.90262800,0.16314185,0.20158515,0.00393152,0.07474301,0.23285409,0.20248610,0.01620891,0.48004888
-2.45222611,0.92800969,0.16882337,0.20637589,0.00466115,0.07816896,0.23878614,0.21031006,0.01552695,0.49263642
-2.44622311,0.95956222,0.17587957,0.21317522,0.00554198,0.08223713,0.24633164,0.21958127,0.01494267,0.50668059
-2.44022011,0.99772941,0.18441599,0.22214708,0.00659232,0.08698972,0.25565081,0.23038294,0.01446303,0.52221417
-2.43421711,1.04296437,0.19453691,0.23346325,0.00783113,0.09246965,0.26690555,0.24279730,0.01409547,0.53926409
-2.42821411,1.09570918,0.20634091,0.24729641,0.00927751,0.09871915,0.28025140,0.25690132,0.01384751,0.55784735
-2.42221111,1.15637194,0.21991589,0.26381219,0.01095008,0.10577814,0.29582901,0.27276201,0.01372634,0.57796682
-2.41620810,1.22530195,0.23533360,0.28316046,0.01286618,0.11368231,0.31375509,0.29043120,0.01373830,0.59960717
-2.41020510,1.30276355,0.25264393,0.30546595,0.01504110,0.12246098,0.33411340,0.30994021,0.01388842,0.62273088
-2.40420210,1.38890928,0.27186906,0.33081861,0.01748720,0.13213472,0.35694589,0.33129423,0.01417991,0.64727446
-2.39819910,1.48375341,0.29299782,0.35926391,0.02021298,0.14271290,0.38224441,0.35446698,0.01461372,0.67314500
-2.39219610,1.58714656,0.31598039,0.39079356,0.02322217,0.15419115,0.40994337,0.37939545,0.01518813,0.70021703
-2.38619310,1.69875264,0.34072362,0.42533684,0.02651285,0.16654878,0.43991355,0.40597537,0.01589846,0.72832994
-2.38019010,1.81802900,0.36708730,0.46275321,0.03007665,0.17974646,0.47195766,0.43405724,0.01673682,0.75728580
-2.37418709,1.94421115,0.39488153,0.50282629,0.03389806,0.19372407,0.50580772,0.46344358,0.01769200,0.78684800
-2.36818409,2.07630310,0.42386556,0.54525997,0.03795388,0.20839893,0.54112474,0.49388727,0.01874948,0.81674070
-2.36218109,2.21307430,0.45374817,0.58967667,0.04221300,0.22366463,0.57750085,0.52509156,0.01989156,0.84664925
-2.35617809,2.35306433,0.48418988,0.63561836,0.04663627,0.23939043,0.61446405,0.55671169,0.02109762,0.87622188
-2.35017509,2.49459588,0.51480706,0.68255038,0.05117674,0.25542148,0.65148566,0.58835845,0.02234450,0.90507270
-2.34417209,2.63579660,0.54517791,0.72986832,0.05578024,0.27157991,0.68799032,0.61960359,0.02360698,0.93278626
-2.33816908,2.77462979,0.57485031,0.77690791,0.06038617,0.28766688,0.72336852,0.64998732,0.02485841,0.95892371
-2.33216608,2.90893378,0.60335140,0.82295781,0.06492868,0.30346555,0.75699120,0.67902751,0.02607137,0.98303053
-2.32616308,3.03646908,0.63019866,0.86727514,0.06933812,0.31874504,0.78822607,0.70623062,0.02721840,1.00464588
-2.32016008,3.15497224,0.65491207,0.90910313,0.07354269,0.33326533,0.81645503,0.73110402,0.02827279,1.02331329
-2.31415708,3.26221463,0.67702702,0.94769057,0.07747035,0.34678286,0.84109220,0.75316916,0.02920931,1.03859247
-2.30815408,3.35606434,0.69610756,0.98231230,0.08105081,0.35905680,0.86160161,0.77197530,0.03000501,1.05007188
-2.30215108,3.43454865,0.71175928,1.01228994,0.08421761,0.36985571,0.87751410,0.78711317,0.03063985,1.05738150
-2.29614807,3.49591471,0.72364147,1.03701208,0.08691012,0.37896434,0.88844244,0.79822799,0.03109735,1.06020535
-2.29014507,3.53868593,0.73147801,1.05595324,0.08907550,0.38619037,0.89409420,0.80503129,0.03136504,1.05829323
-2.28414207,3.56171133,0.73506637,1.06869049,0.09067036,0.39137071,0.89428165,0.80731102,0.03143487,1.05147094
-2.27813907,3.56420589,0.73428457,1.07491725,0.09166223,0.39437712,0.88892830,0.80493938,0.03130340,1.03964863
-2.27213607,3.54577976,0.72909546,1.07445365,0.09203066,0.39512099,0.87807168,0.79787808,0.03097188,1.02282664
-2.26613307,3.50645503,0.71954847,1.06725270,0.09176787,0.39355684,0.86186237,0.78618070,0.03044617,1.00109862
-2.26013007,3.44666905,0.70577834,1.05340233,0.09087905,0.38968458,0.84055913,0.76999201,0.02973653,0.97465153
-2.25412706,3.36726418,0.68800132,1.03312295,0.08938220,0.38355032,0.81452051,0.74954423,0.02885724,0.94376254
-2.24812406,3.26946421,0.66650863,1.00676069,0.08730746,0.37524569,0.78419327,0.72515049,0.02782615,0.90879284
-2.24212106,3.15483862,0.64165768,0.97477670,0.08469618,0.36490561,0.75009812,0.69719559,0.02666408,0.87017863
-2.23611806,3.02525610,0.61386139,0.93773290,0.08159948,0.35270481,0.71281346,0.66612470,0.02539421,0.82841959
-2.23011506,2.88282946,0.58357613,0.89627480,0.07807662,0.33885300,0.67295786,0.63243023,0.02404141,0.78406540
-2.22411206,2.72985436,0.55128865,0.85111222,0.07419311,0.32358912,0.63117193,0.59663769,0.02263152,0.73770075
-2.21810905,2.56874447,0.51750277,0.80299876,0.07001872,0.30717471,0.58810053,0.55929103,0.02119070,0.68992970
-2.21210605,2.40196571,0.48272615,0.75271067,0.06562535,0.28988692,0.54437581,0.52093807,0.01974481,0.64135986
-2.20610305,2.23197231,0.44745786,0.70102630,0.06108506,0.27201121,0.50060180,0.48211658,0.01831879,0.59258710
-2.20010005,2.06114710,0.41217702,0.64870658,0.05646813,0.25383423,0.45734115,0.44334168,0.01693621,0.54418146
-2.19409705,1.89174810,0.37733298,0.59647751,0.05184134,0.23563700,0.41510415,0.40509470,0.01561883,0.49667461
-2.18809405,1.72586314,0.34333731,0.54501497,0.04726645,0.21768878,0.37434066,0.36781424,0.01438628,0.45054951
-2.18209105,1.56537378,0.31055782,0.49493252,0.04279905,0.20024169,0.33543459,0.33188920,0.01325587,0.40623231
-2.17608804,1.41192916,0.27931456,0.44677222,0.03848758,0.18352628,0.29870135,0.29765430,0.01224243,0.36408681
-2.17008504,1.26693009,0.24987798,0.40099874,0.03437282,0.16774824,0.26438781,0.26538776,0.01135829,0.32441153
-2.16408204,1.13152303,0.22246890,0.35799662,0.03048754,0.15308614,0.23267462,0.23531127,0.01061330,0.28743916
-2.15807904,1.00660335,0.19726041,0.31807047,0.02685657,0.13969021,0.20368062,0.20759184,0.01001495,0.25333837
-2.15207604,0.89282663,0.17438105,0.28144791,0.02349705,0.12768224,0.17746880,0.18234541,0.00956853,0.22221762
-2.14607304,0.79062697,0.15391938,0.24828465,0.02041893,0.11715628,0.15405358,0.15964184,0.00927728,0.19413068
-2.14007004,0.70024050,0.13592930,0.21867150,0.01762563,0.10818018,0.13340882,0.13951091,0.00914269,0.16908336
-2.13406703,0.62173267,0.12043595,0.19264252,0.01511486,0.10079765,0.11547622,0.12194896,0.00916463,0.14704131
-2.12806403,0.55502760,0.10744175,0.17018400,0.01287951,0.09503079,0.10017378,0.10692581,0.00934164,0.12793816
-2.12206103,0.49993804,0.09693236,0.15124379,0.01090855,0.09088283,0.08740387,0.09439171,0.00967115,0.11168397
-2.11605803,0.45619443,0.08888221,0.13574028,0.00918798,0.08834092,0.07706075,0.08428381,0.01014963,0.09817335
-2.11005503,0.42347193,0.08325934,0.12357100,0.00770172,0.08737881,0.06903718,0.07653214,0.01077277,0.08729325
-2.10405203,0.40141432,0.08002944,0.11462020,0.00643244,0.08795928,0.06323013,0.07106474,0.01153563,0.07892986
-2.09804902,0.38965407,0.07915883,0.10876535,0.00536228,0.09003621,0.05954528,0.06781188,0.01243271,0.07297476
-2.09204602,0.38782810,0.08061641,0.10588226,0.00447355,0.09355618,0.05790041,0.06670913,0.01345799,0.06932996
-2.08604302,0.39558887,0.08437446,0.10584893,0.00374924,0.09845959,0.05822761,0.06769954,0.01460500,0.06791177
-2.08004002,0.41261085,0.09040838,0.10854788,0.00317343,0.10468128,0.06047432,0.07073459,0.01586673,0.06865362
-2.07403702,0.43859257,0.09869539,0.11386721,0.00273170,0.11215065,0.06460331,0.07577428,0.01723564,0.07150761
-2.06803402,0.47325458,0.10921233,0.12170043,0.00241127,0.12079140,0.07059167,0.08278622,0.01870358,0.07644503
-2.06203102,0.51633387,0.12193279,0.13194526,0.00220121,0.13052086,0.07842891,0.09174405,0.02026170,0.08345567
-2.05602801,0.56757552,0.13682358,0.14450155,0.00209242,0.14124918,0.08811433,0.10262517,0.02190036,0.09254622
-2.05002501,0.62672214,0.15384102,0.15926867,0.00207770,0.15287839,0.09965380,0.11540811,0.02360911,0.10373774
-2.04402201,0.69350212,0.17292702,0.17614250,0.00215159,0.16530151,0.11305607,0.13006955,0.02537660,0.11706228
-2.03801901,0.76761731,0.19400541,0.19501234,0.00231031,0.17840184,0.12832877,0.14658132,0.02719062,0.13255879
-2.03201601,0.84873112,0.21697855,0.21575793,0.00255154,0.19205265,0.14547433,0.16490749,0.02903810,0.15026847
-2.02601301,0.93645767,0.24172462,0.23824686,0.00287426,0.20611725,0.16448588,0.18500161,0.03090526,0.17022966
-2.02001001,1.03035260,0.26809566,0.26233244,0.00327848,0.22044962,0.18534331,0.20680443,0.03277774,0.19247237
-2.01400700,1.12990631,0.29591655,0.28785233,0.00376508,0.23489565,0.20800972,0.23024202,0.03464083,0.21701268
-2.00800400,1.23453978,0.32498507,0.31462785,0.00433549,0.24929503,0.23242821,0.25522454,0.03647980,0.24384714
-2.00200100,1.34360338,0.35507300,0.34246424,0.00499148,0.26348370,0.25851940,0.28164550,0.03828020,0.27294731
-1.99599800,1.45637876,0.38592845,0.37115157,0.00573490,0.27729686,0.28617948,0.30938172,0.04002827,0.30425471
-1.98999500,1.57208373,0.41727914,0.40046664,0.00656748,0.29057239,0.31527910,0.33829389,0.04171132,0.33767626
-1.98399200,1.68987988,0.44883670,0.43017546,0.00749056,0.30315459,0.34566306,0.36822761,0.04331817,0.37308054
-1.97798899,1.80888281,0.48030183,0.46003635,0.00850490,0.31489798,0.37715084,0.39901496,0.04483950,0.41029493
-1.97198599,1.92817414,0.51136990,0.48980351,0.00961052,0.32567103,0.40953791,0.43047636,0.04626817,0.44910395
-1.96598299,2.04681519,0.54173717,0.51923087,0.01080650,0.33535957,0.44259795,0.46242276,0.04759949,0.48924885
-1.95997999,2.16386146,0.57110690,0.54807604,0.01209088,0.34386982,0.47608565,0.49465786,0.04883138,0.53042863
-1.95397699,2.27837741,0.59919551,0.57610429,0.01346055,0.35113059,0.50974030,0.52698040,0.04996436,0.57230258
-1.94797399,2.38945104,0.62573831,0.60309222,0.01491120,0.35709487,0.54328977,0.55918626,0.05100149,0.61449446
-1.94197099,2.49620770,0.65049462,0.62883127,0.01643727,0.36174038,0.57645500,0.59107050,0.05194813,0.65659810
-1.93596798,2.59782269,0.67325214,0.65313073,0.01803201,0.36506931,0.60895468,0.62242901,0.05281162,0.69818457
-1.92996498,2.69353251,0.69383039,0.67582030,0.01968751,0.36710705,0.64051002,0.65305993,0.05360076,0.73881066
-1.92396198,2.78264435,0.71208314,0.69675217,0.02139480,0.36790013,0.67084958,0.68276486,0.05432536,0.77802843
-1.91795898,2.86454390,0.72789985,0.71580262,0.02314407,0.36751344,0.69971385,0.71134973,0.05499554,0.81539562
-1.91195598,2.93870154,0.74120605,0.73287310,0.02492477,0.36602689,0.72685963,0.73862561,0.05562122,0.85048649
-1.90595298,3.00467688,0.75196282,0.74789094,0.02672593,0.36353166,0.75206406,0.76440938,0.05621145,0.88290283
-1.89994997,3.06212207,0.76016553,0.76080968,0.02853640,0.36012642,0.77512825,0.78852456,0.05677394,0.91228457
-1.89394697,3.11078390,0.76584188,0.77160914,0.03034519,0.35591355,0.79588040,0.81080217,0.05731460,0.93831973
-1.88794397,3.15050510,0.76904953,0.78029520,0.03214177,0.35099567,0.81417858,0.83108203,0.05783724,0.96075309
-1.88194097,3.18122491,0.76987348,0.78689936,0.03391648,0.34547267,0.82991292,0.84921431,0.05834348,0.97939342
-1.87593797,3.20297911,0.76842333,0.79147822,0.03566080,0.33943932,0.84300744,0.86506158,0.05883271,0.99411874
-1.86993497,3.21589957,0.76483059,0.79411264,0.03736779,0.33298360,0.85342142,0.87850129,0.05930230,1.00487938
-1.86393197,3.22021323,0.75924623,0.79490675,0.03903229,0.32618573,0.86115028,0.88942866,0.05974797,1.01169880
-1.85792896,3.21624048,0.75183831,0.79398664,0.04065126,0.31911802,0.86622614,0.89775994,0.06016422,1.01467189
-1.85192596,3.20439262,0.74279001,0.79149873,0.04222389,0.31184520,0.86871789,0.90343585,0.06054494,1.01396086
-1.84592296,3.18516810,0.73229773,0.78760768,0.04375177,0.30442543,0.86873078,0.90642508,0.06088399,1.00978892
-1.83991996,3.15914743,0.72056934,0.78249380,0.04523881,0.29691159,0.86640555,0.90672762,0.06117586,1.00243187
-1.83391696,3.12698624,0.70782253,0.77634987,0.04669114,0.28935276,0.86191705,0.90437770,0.06141621,0.99220804
-1.82791396,3.08940634,0.69428286,0.76937743,0.04811691,0.28179581,0.85547223,0.89944614,0.06160242,0.97946691
-1.82191096,3.04718470,0.68018171,0.76178242,0.04952585,0.27428670,0.84730755,0.89204183,0.06173391,0.96457699
-1.81590795,3.00114020,0.66575374,0.75377031,0.05092886,0.26687155,0.83768569,0.88231219,0.06181232,0.94791343
-1.80990495,2.95211840,0.65123391,0.74554084,0.05233740,0.25959728,0.82689167,0.87044257,0.06184158,0.92984580
-1.80390195,2.90097456,0.63685401,0.73728248,0.05376290,0.25251168,0.81522827,0.85665427,0.06182770,0.91072680
-1.79789895,2.84855536,0.62283857,0.72916682,0.05521603,0.24566301,0.80301096,0.84120137,0.06177840,0.89088210
-1.79189595,2.79568011,0.60940039,0.72134325,0.05670610,0.23909905,0.79056224,0.82436639,0.06170263,0.87060188
-1.78589295,2.74312189,0.59673572,0.71393405,0.05824039,0.23286573,0.77820577,0.80645472,0.06160991,0.85013441
-1.77988994,2.69158967,0.58501923,0.70703024,0.05982364,0.22700538,0.76626017,0.78778826,0.06150959,0.82968176
-1.77388694,2.64171219,0.57439906,0.70068850,0.06145761,0.22155481,0.75503291,0.76869825,0.06141012,0.80939786
-1.76788394,2.59402428,0.56499224,0.69492928,0.06314087,0.21654336,0.74481434,0.74951771,0.06131834,0.78938884
-1.76188094,2.54895641,0.55688056,0.68973639,0.06486871,0.21199099,0.73587207,0.73057365,0.06123875,0.76971561
-1.75587794,2.50682797,0.55010734,0.68505813,0.06663326,0.20790679,0.72844591,0.71217947,0.06117306,0.75039824
-1.74987494,2.46784463,0.54467531,0.68080989,0.06842387,0.20428775,0.72274349,0.69462767,0.06111980,0.73142213
-1.74387194,2.43209980,0.54054562,0.67687834,0.07022756,0.20111821,0.71893659,0.67818318,0.06107413,0.71274520
-1.73786893,2.39958018,0.53763837,0.67312687,0.07202976,0.19836981,0.71715843,0.66307754,0.06102790,0.69430601
-1.73186593,2.37017494,0.53583444,0.66940216,0.07381506,0.19600216,0.71750167,0.64950404,0.06096987,0.67603207
-1.72586293,2.34368802,0.53497890,0.66554140,0.07556804,0.19396414,0.72001729,0.63761396,0.06088620,0.65784802
-1.71985993,2.31985264,0.53488565,0.66138003,0.07727417,0.19219576,0.72471420,0.62751392,0.06076102,0.63968323
-1.71385693,2.29834736,0.53534333,0.65675935,0.07892051,0.19063059,0.73155947,0.61926443,0.06057720,0.62147831
