energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-3.15457729,0.85833519,0.00970521,0.00045823,0.07615918,0.17400528,0.59335759,0.00073920,0.17773512
-3.14857429,0.85467995,0.00827367,0.00045906,0.06985075,0.15951188,0.60762063,0.00062151,0.16816338
-3.14257129,0.85608935,0.00706728,0.00047468,0.06403778,0.14656299,0.62522567,0.00051993,0.15966045
-3.13656828,0.86283926,0.00607305,0.00050605,0.05871273,0.13512123,0.64649008,0.00043316,0.15222597
-3.13056528,0.87517727,0.00527783,0.00055423,0.05386480,0.12513461,0.67171748,0.00035989,0.14584929
-3.12456228,0.89331394,0.00466886,0.00062047,0.04948080,0.11653908,0.70118681,0.00029887,0.14050997
-3.11855928,0.91741412,0.00423419,0.00070614,0.04554582,0.10926079,0.73514189,0.00024892,0.13617807
-3.11255628,0.94758899,0.00396308,0.00081277,0.04204385,0.10321807,0.77378189,0.00020898,0.13281447
-3.10655328,0.98388945,0.00384614,0.00094202,0.03895814,0.09832316,0.81725328,0.00017813,0.13037118
-3.10055028,1.02630139,0.00387543,0.00109562,0.03627160,0.09448365,0.86564379,0.00015564,0.12879182
-3.09454727,1.07474322,0.00404451,0.00127538,0.03396703,0.09160384,0.91897847,0.00014095,0.12801217
-3.08854427,1.12906582,0.00434828,0.00148309,0.03202729,0.08958594,0.97721826,0.00013371,0.12796107
-3.08254127,1.18905515,0.00478283,0.00172049,0.03043555,0.08833117,1.04026086,0.00013379,0.12856147
-3.07653827,1.25443711,0.00534525,0.00198922,0.02917541,0.08774100,1.10794377,0.00014127,0.12973185
-3.07053527,1.32488462,0.00603329,0.00229071,0.02823110,0.08771821,1.18004937,0.00015651,0.13138781
-3.06453227,1.40002626,0.00684511,0.00262616,0.02758768,0.08816819,1.25631131,0.00018006,0.13344396
-3.05852926,1.47945600,0.00777898,0.00299646,0.02723125,0.08900013,1.33642200,0.00021276,0.13581591
-3.05252626,1.56274342,0.00883293,0.00340212,0.02714914,0.09012833,1.42004050,0.00025566,0.13842238
-3.04652326,1.64944367,0.01000453,0.00384325,0.02733011,0.09147345,1.50680031,0.00031007,0.14118724
-3.04052026,1.73910673,0.01129061,0.00431951,0.02776455,0.09296368,1.59631659,0.00037753,0.14404153
-3.03451726,1.83128528,0.01268704,0.00483009,0.02844458,0.09453588,1.68819244,0.00045980,0.14692514
-3.02851426,1.92554099,0.01418860,0.00537373,0.02936413,0.09613649,1.78202381,0.00055882,0.14978834
-3.02251126,2.02144870,0.01578887,0.00594871,0.03051896,0.09772222,1.87740305,0.00067671,0.15259280
-3.01650825,2.11859871,0.01748014,0.00655292,0.03190654,0.09926057,1.97392095,0.00081571,0.15531225
-3.01050525,2.21659691,0.01925346,0.00718391,0.03352588,0.10072994,2.07116744,0.00097811,0.15793264
-3.00450225,2.31506322,0.02109866,0.00783892,0.03537729,0.10211949,2.16873107,0.00116625,0.16045183
-2.99849925,2.41362850,0.02300443,0.00851502,0.03746198,0.10342867,2.26619769,0.00138236,0.16287871
-2.99249625,2.51193040,0.02495843,0.00920916,0.03978165,0.10466642,2.36314867,0.00162855,0.16523204
-2.98649325,2.60960859,0.02694747,0.00991827,0.04233797,0.10585007,2.45915894,0.00190669,0.16753867
-2.98049025,2.70629983,0.02895759,0.01063932,0.04513206,0.10700398,2.55379533,0.00221833,0.16983165
-2.97448724,2.80163339,0.03097427,0.01136944,0.04816391,0.10815796,2.64661561,0.00256457,0.17214793
-2.96848424,2.89522714,0.03298254,0.01210594,0.05143180,0.10934553,2.73716826,0.00294601,0.17452603
-2.96248124,2.98668475,0.03496713,0.01284637,0.05493178,0.11060206,2.82499342,0.00336264,0.17700355
-2.95647824,3.07559413,0.03691258,0.01358849,0.05865715,0.11196295,2.90962502,0.00381379,0.17961489
-2.95047524,3.16152737,0.03880336,0.01433033,0.06259807,0.11346172,2.99059397,0.00429803,0.18238893
-2.94447224,3.24404215,0.04062396,0.01507009,0.06674119,0.11512833,3.06743256,0.00481320,0.18534716
-2.93846923,3.32268463,0.04235899,0.01580615,0.07106945,0.11698751,3.13967971,0.00535634,0.18850197
-2.93246623,3.39699377,0.04399327,0.01653695,0.07556193,0.11905746,3.20688703,0.00592377,0.19185540
-2.92646323,3.46650680,0.04551200,0.01726090,0.08019387,0.12134867,3.26862530,0.00651113,0.19539834
-2.92046023,3.53076572,0.04690081,0.01797637,0.08493680,0.12386305,3.32449123,0.00711345,0.19911018
-2.91445723,3.58932456,0.04814602,0.01868148,0.08975877,0.12659346,3.37411417,0.00772528,0.20295892
-2.90845423,3.64175713,0.04923479,0.01937414,0.09462469,0.12952344,3.41716252,0.00834084,0.20690175
-2.90245123,3.68766503,0.05015538,0.02005189,0.09949677,0.13262729,3.45334971,0.00895419,0.21088611
-2.89644822,3.72668549,0.05089740,0.02071191,0.10433508,0.13587054,3.48243941,0.00955939,0.21485109
-2.89044522,3.75849897,0.05145212,0.02135096,0.10909808,0.13921061,3.50424983,0.01015072,0.21872919
-2.88444222,3.78283612,0.05181277,0.02196540,0.11374330,0.14259777,3.51865712,0.01072281,0.22244835
-2.87843922,3.79948378,0.05197482,0.02255123,0.11822797,0.14597636,3.52559749,0.01127082,0.22593407
-2.87243622,3.80828995,0.05193622,0.02310411,0.12250968,0.14928614,3.52506821,0.01179059,0.22911173
-2.86643322,3.80916740,0.05169768,0.02361949,0.12654705,0.15246387,3.51712732,0.01227876,0.23190883
-2.86043022,3.80209579,0.05126274,0.02409265,0.13030032,0.15544486,3.50189201,0.01273277,0.23425715
-2.85442721,3.78712222,0.05063792,0.02451886,0.13373197,0.15816474,3.47953586,0.01315094,0.23609475
-2.84842421,3.76436010,0.04983258,0.02489348,0.13680721,0.16056104,3.45028478,0.01353243,0.23736771
-2.84242121,3.73398653,0.04885889,0.02521211,0.13949449,0.16257492,3.41441203,0.01387715,0.23803161
-2.83641821,3.69623811,0.04773148,0.02547067,0.14176591,0.16415266,3.37223227,0.01418567,0.23805263
-2.83041521,3.65140561,0.04646719,0.02566558,0.14359757,0.16524710,3.32409513,0.01445904,0.23740832
-2.82441221,3.59982760,0.04508453,0.02579383,0.14496985,0.16581892,3.27037829,0.01469870,0.23608799
-2.81840920,3.54188349,0.04360325,0.02585305,0.14586768,0.16583767,3.21148072,0.01490623,0.23409276
-2.81240620,3.47798646,0.04204374,0.02584164,0.14628067,0.16528266,3.14781608,0.01508320,0.23143528
-2.80640320,3.40857649,0.04042648,0.02575880,0.14620329,0.16414357,3.07980695,0.01523103,0.22813915
-2.80040020,3.33411409,0.03877144,0.02560456,0.14563496,0.16242078,3.00787998,0.01535082,0.22423804
-2.79439720,3.25507503,0.03709759,0.02537981,0.14458002,0.16012549,2.93246234,0.01544331,0.21977473
-2.78839420,3.17194636,0.03542245,0.02508630,0.14304783,0.15727959,2.85397962,0.01550876,0.21479990
-2.78239120,3.08522394,0.03376168,0.02472663,0.14105263,0.15391526,2.77285530,0.01554703,0.20937087
-2.77638819,2.99541148,0.03212882,0.02430421,0.13861355,0.15007431,2.68951180,0.01555754,0.20355031
-2.77038519,2.90302116,0.03053520,0.02382324,0.13575438,0.14580733,2.60437297,0.01553943,0.19740493
-2.76438219,2.80857555,0.02898984,0.02328863,0.13250346,0.14117271,2.51786772,0.01549165,0.19100425
-2.75837919,2.71261043,0.02749956,0.02270597,0.12889338,0.13623538,2.43043449,0.01541317,0.18441937
-2.75237619,2.61567828,0.02606919,0.02208145,0.12496068,0.13106553,2.34252619,0.01530310,0.17772193
-2.74637319,2.51835174,0.02470180,0.02142178,0.12074547,0.12573721,2.25461488,0.01516093,0.17098312
-2.74037019,2.42122660,0.02339905,0.02073412,0.11629097,0.12032684,2.16719588,0.01498665,0.16427276
-2.73436718,2.32492364,0.02216158,0.02002600,0.11164292,0.11491177,2.08079061,0.01478097,0.15765856
-2.72836418,2.23008894,0.02098936,0.01930522,0.10684902,0.10956881,1.99594780,0.01454534,0.15120546
-2.72236118,2.13739211,0.01988210,0.01857980,0.10195819,0.10437283,1.91324248,0.01428211,0.14497500
-2.71635818,2.04752213,0.01883953,0.01785782,0.09701985,0.09939547,1.83327263,0.01399448,0.13902485
-2.71035518,1.96118056,0.01786174,0.01714740,0.09208306,0.09470387,1.75665314,0.01368650,0.13340830
-2.70435218,1.87907212,0.01694933,0.01645656,0.08719574,0.09035958,1.68400718,0.01336294,0.12817385
-2.69834917,1.80189284,0.01610354,0.01579312,0.08240380,0.08641762,1.61595508,0.01302920,0.12336483
-2.69234617,1.73031586,0.01532631,0.01516463,0.07775031,0.08292561,1.55310087,0.01269105,0.11901898
-2.68634317,1.66497549,0.01462022,0.01457821,0.07327477,0.07992308,1.49601719,0.01235450,0.11516811
-2.68034017,1.60645013,0.01398833,0.01404049,0.06901236,0.07744093,1.44522883,0.01202549,0.11183771
-2.67433717,1.55524461,0.01343401,0.01355748,0.06499339,0.07550101,1.40119579,0.01170972,0.10904657
-2.66833417,1.51177280,0.01296067,0.01313446,0.06124283,0.07411587,1.36429636,0.01141236,0.10680647
-2.66233117,1.47634120,0.01257149,0.01277584,0.05778000,0.07328860,1.33481130,0.01113791,0.10512184
-2.65632816,1.44913451,0.01226907,0.01248511,0.05461843,0.07301289,1.31290946,0.01089000,0.10398947
-2.65032516,1.43020358,0.01205518,0.01226465,0.05176591,0.07327312,1.29863601,0.01067125,0.10339832
-2.64432216,1.41945681,0.01193048,0.01211572,0.04922464,0.07404472,1.29190357,0.01048325,0.10332941
-2.63831916,1.41665528,0.01189423,0.01203828,0.04699167,0.07529455,1.29248705,0.01032648,0.10375581
-2.63231616,1.42141216,0.01194418,0.01203099,0.04505934,0.07698154,1.30002249,0.01020038,0.10464277
-2.62631316,1.43319678,0.01207643,0.01209113,0.04341592,0.07905739,1.31401030,0.01010342,0.10594808
-2.62031016,1.45134329,0.01228543,0.01221456,0.04204634,0.08146746,1.33382294,0.01003321,0.10762253
-2.61430715,1.47506401,0.01256404,0.01239576,0.04093295,0.08415183,1.35871714,0.00998667,0.10961068
-2.60830415,1.50346720,0.01290368,0.01262783,0.04005627,0.08704647,1.38785030,0.00996019,0.11185178
-2.60230115,1.53557883,0.01329460,0.01290264,0.03939576,0.09008451,1.42030089,0.00994983,0.11428094
-2.59629815,1.57036780,0.01372618,0.01321087,0.03893053,0.09319767,1.45509218,0.00995150,0.11683053
-2.59029515,1.60677391,0.01418738,0.01354223,0.03863992,0.09631777,1.49121869,0.00996113,0.11943171
-2.58429215,1.64373770,0.01466709,0.01388565,0.03850406,0.09937823,1.52767455,0.00997489,0.12201624
-2.57828914,1.68023127,0.01515473,0.01422953,0.03850418,0.10231561,1.56348290,0.00998922,0.12451824
-2.57228614,1.71528896,0.01564068,0.01456202,0.03862294,0.10507119,1.59772526,0.01000105,0.12687616
-2.56628314,1.74803700,0.01611678,0.01487128,0.03884452,0.10759232,1.62956993,0.01000779,0.12903461
-2.56028014,1.77772083,0.01657682,0.01514585,0.03915467,0.10983380,1.65829832,0.01000743,0.13094625
-2.55427714,1.80372921,0.01701691,0.01537492,0.03954063,0.11175901,1.68332815,0.00999852,0.13257336
-2.54827414,1.82561407,0.01743583,0.01554867,0.03999098,0.11334083,1.70423271,0.00998017,0.13388932
-2.54227114,1.84310526,0.01783526,0.01565852,0.04049548,0.11456233,1.72075513,0.00995200,0.13487968
-2.53626813,1.85611945,0.01821990,0.01569740,0.04104487,0.11541716,1.73281707,0.00991411,0.13554291
-2.53026513,1.86476260,0.01859741,0.01565995,0.04163065,0.11590968,1.74052126,0.00986699,0.13589068
-2.52426213,1.86932580,0.01897833,0.01554267,0.04224494,0.11605469,1.74414760,0.00981145,0.13594774
-2.51825913,1.87027416,0.01937573,0.01534402,0.04288035,0.11587690,1.74414259,0.00974858,0.13575118
-2.51225613,1.86822915,0.01980482,0.01506442,0.04352995,0.11541011,1.74110244,0.00967961,0.13534935
-2.50625313,1.86394472,0.02028237,0.01470625,0.04418722,0.11469601,1.73575017,0.00960592,0.13480016
-2.50025013,1.85827781,0.02082608,0.01427369,0.04484615,0.11378278,1.72890739,0.00952893,0.13416907
-2.49424712,1.85215447,0.02145380,0.01377259,0.04550130,0.11272349,1.72146177,0.00945003,0.13352657
-2.48824412,1.84653249,0.02218273,0.01321026,0.04614800,0.11157427,1.71433136,0.00937059,0.13294550
-2.48224112,1.84236225,0.02302856,0.01259517,0.04678246,0.11039240,1.70842697,0.00929187,0.13249810
-2.47623812,1.84054704,0.02400469,0.01193670,0.04740198,0.10923439,1.70461444,0.00921502,0.13225298
-2.47023512,1.84190479,0.02512136,0.01124482,0.04800507,0.10815401,1.70367801,0.00914099,0.13227218
-2.46423212,1.84713265,0.02638499,0.01052974,0.04859162,0.10720047,1.70628664,0.00907060,0.13260835
-2.45822911,1.85677610,0.02779758,0.00980169,0.04916298,0.10641676,1.71296479,0.00900441,0.13330225
-2.45222611,1.87120414,0.02935622,0.00907054,0.04972201,0.10583819,1.72406884,0.00894280,0.13438067
-2.44622311,1.89059159,0.03105287,0.00834559,0.05027308,0.10549124,1.73977065,0.00888589,0.13585483
-2.44022011,1.91490969,0.03287425,0.00763537,0.05082203,0.10539275,1.76004881,0.00883358,0.13771942
-2.43421711,1.94392531,0.03480198,0.00694743,0.05137605,0.10554947,1.78468828,0.00878551,0.13995227
-2.42821411,1.97720911,0.03681292,0.00628821,0.05194357,0.10595796,1.81328850,0.00874112,0.14251474
-2.42221111,2.01415228,0.03887971,0.00566301,0.05253402,0.10660499,1.84527967,0.00869963,0.14535274
-2.41620810,2.05399111,0.04097151,0.00507589,0.05315761,0.10746816,1.87994641,0.00866007,0.14839848
-2.41020510,2.09583824,0.04305487,0.00452974,0.05382508,0.10851700,1.91645773,0.00862136,0.15157273
-2.40420210,2.13871899,0.04509479,0.00402629,0.05454734,0.10971429,1.95390180,0.00858230,0.15478766
-2.39819910,2.18161104,0.04705575,0.00356622,0.05533514,0.11101762,1.99132376,0.00854164,0.15794992
-2.39219610,2.22348529,0.04890290,0.00314925,0.05619867,0.11238106,2.02776462,0.00849814,0.16096408
-2.38619310,2.26334580,0.05060308,0.00277431,0.05714709,0.11375698,2.06229922,0.00845063,0.16373602
-2.38019010,2.30026684,0.05212597,0.00243960,0.05818811,0.11509773,2.09407125,0.00839802,0.16617632
-2.37418709,2.33342496,0.05344491,0.00214283,0.05932742,0.11635731,2.12232368,0.00833937,0.16820332
-2.36818409,2.36212468,0.05453769,0.00188127,0.06056821,0.11749279,2.14642284,0.00827393,0.16974586
-2.36218109,2.38581640,0.05538717,0.00165197,0.06191063,0.11846552,2.16587525,0.00820110,0.17074549
-2.35617809,2.40410600,0.05598156,0.00145182,0.06335126,0.11924201,2.18033633,0.00812052,0.17115805
-2.35017509,2.41675580,0.05631463,0.00127770,0.06488266,0.11979454,2.18961101,0.00803198,0.17095468
-2.34417209,2.42367733,0.05638554,0.00112654,0.06649300,0.12010142,2.19364638,0.00793544,0.17012211
-2.33816908,2.42491672,0.05619865,0.00099542,0.06816574,0.12014692,2.19251733,0.00783099,0.16866230
-2.33216608,2.42063417,0.05576296,0.00088164,0.06987960,0.11992099,2.18640641,0.00771882,0.16659150
-2.32616308,2.41107896,0.05509153,0.00078270,0.07160857,0.11941874,2.17557946,0.00759913,0.16393890
-2.32016008,2.39656219,0.05420074,0.00069638,0.07332221,0.11863978,2.16035892,0.00747214,0.16074469
-2.31415708,2.37742908,0.05310948,0.00062073,0.07498618,0.11758748,2.14109665,0.00733801,0.15705809
-2.30815408,2.35403286,0.05183838,0.00055409,0.07656300,0.11626824,2.11814815,0.00719682,0.15293506
-2.30215108,2.32671209,0.05040901,0.00049503,0.07801302,0.11469085,2.09185003,0.00704855,0.14843615
-2.29614807,2.29577278,0.04884315,0.00044237,0.07929566,0.11286598,2.06250194,0.00689308,0.14362439
-2.29014507,2.26147648,0.04716218,0.00039516,0.08037077,0.11080579,2.03035425,0.00673016,0.13856343
-2.28414207,2.22403492,0.04538657,0.00035261,0.08120012,0.10852380,1.99560197,0.00655948,0.13331603
-2.27813907,2.18361117,0.04353554,0.00031412,0.08174898,0.10603495,1.95838507,0.00638065,0.12794284
-2.27213607,2.14032711,0.04162679,0.00027921,0.08198766,0.10335585,1.91879489,0.00619329,0.12250161
-2.26613307,2.09427617,0.03967641,0.00024752,0.08189300,0.10050519,1.87688599,0.00599706,0.11704674
-2.26013007,2.04554030,0.03769886,0.00021875,0.08144966,0.09750425,1.83269217,0.00579173,0.11162923
-2.25412706,1.99420954,0.03570714,0.00019271,0.08065118,0.09437749,1.78624539,0.00557719,0.10629678
-2.24812406,1.94040255,0.03371287,0.00016920,0.07950082,0.09115312,1.73759615,0.00535357,0.10109431
-2.24212106,1.88428663,0.03172657,0.00014810,0.07801196,0.08786358,1.68683349,0.00512122,0.09606438
-2.23611806,1.82609535,0.02975788,0.00012928,0.07620817,0.08454592,1.63410340,0.00488077,0.09124788
-2.23011506,1.76614268,0.02781579,0.00011264,0.07412295,0.08124192,1.57962405,0.00463313,0.08668454
-2.22411206,1.70483248,0.02590883,0.00009809,0.07179899,0.07799808,1.52369700,0.00437951,0.08241340
-2.21810905,1.64266243,0.02404529,0.00008552,0.06928715,0.07486521,1.46671326,0.00412140,0.07847317
-2.21210605,1.58022240,0.02223329,0.00007485,0.06664510,0.07189788,1.40915422,0.00386051,0.07490230
-2.20610305,1.51818697,0.02048092,0.00006600,0.06393569,0.06915347,1.35158695,0.00359879,0.07173891
-2.20010005,1.45730269,0.01879624,0.00005888,0.06122513,0.06669108,1.29465445,0.00333834,0.06902049
-2.19409705,1.39837076,0.01718732,0.00005341,0.05858107,0.06457009,1.23906131,0.00308137,0.06678335
-2.18809405,1.34222614,0.01566218,0.00004953,0.05607057,0.06284869,1.18555564,0.00283015,0.06506193
-2.18209105,1.28971421,0.01422882,0.00004717,0.05375818,0.06158217,1.13490828,0.00258696,0.06388798
-2.17608804,1.24166623,0.01289513,0.00004631,0.05170407,0.06082121,1.08789047,0.00235406,0.06328962
-2.17008504,1.19887497,0.01166896,0.00004690,0.04996235,0.06061020,1.04525111,0.00213363,0.06329037
-2.16408204,1.16207161,0.01055804,0.00004895,0.04857959,0.06098563,1.00769481,0.00192780,0.06390830
-2.15807904,1.13190516,0.00957014,0.00005247,0.04759369,0.06197465,0.97586170,0.00173859,0.06515514
-2.15207604,1.10892511,0.00871309,0.00005753,0.04703300,0.06359388,0.95030993,0.00156797,0.06703567
-2.14607304,1.09356828,0.00799494,0.00006420,0.04691579,0.06584847,0.93150162,0.00141787,0.06954725
-2.14007004,1.08615008,0.00742417,0.00007262,0.04725015,0.06873157,0.91979269,0.00129023,0.07267967
-2.13406703,1.08686062,0.00700985,0.00008297,0.04803420,0.07222417,0.91542685,0.00118706,0.07641522
-2.12806403,1.09576551,0.00676193,0.00009549,0.04925667,0.07629535,0.91853380,0.00111055,0.08072912
-2.12206103,1.11281115,0.00669143,0.00011049,0.05089785,0.08090301,0.92913154,0.00106308,0.08559029
-2.11605803,1.13783411,0.00681073,0.00012836,0.05293081,0.08599498,0.94713234,0.00104741,0.09096239
-2.11005503,1.17057382,0.00713378,0.00014956,0.05532298,0.09151060,0.97235182,0.00106668,0.09680516
-2.10405203,1.21068794,0.00767627,0.00017467,0.05803785,0.09738262,1.00452065,0.00112458,0.10307602
-2.09804902,1.25776951,0.00845578,0.00020437,0.06103691,0.10353942,1.04329795,0.00122540,0.10973186
-2.09204602,1.31136486,0.00949181,0.00023945,0.06428163,0.10990748,1.08828567,0.00137411,0.11673086
-2.08604302,1.37099143,0.01080579,0.00028083,0.06773552,0.11641393,1.13904318,0.00157643,0.12403442
-2.08004002,1.43615457,0.01242091,0.00032953,0.07136604,0.12298910,1.19510117,0.00183884,0.13160896
-2.07403702,1.50636244,0.01436193,0.00038673,0.07514644,0.12956906,1.25597432,0.00216863,0.13942747
-2.06803402,1.58113835,0.01665480,0.00045369,0.07905725,0.13609782,1.32117204,0.00257384,0.14747092
-2.06203102,1.66002988,0.01932616,0.00053177,0.08308757,0.14252928,1.39020685,0.00306319,0.15572907
-2.05602801,1.74261453,0.02240281,0.00062243,0.08723586,0.14882866,1.46260013,0.00364600,0.16420103
-2.05002501,1.82850157,0.02591101,0.00072716,0.09151036,0.15497349,1.53788512,0.00433203,0.17289506
-2.04402201,1.91733027,0.02987561,0.00084746,0.09592897,0.16095393,1.61560724,0.00513126,0.18182796
-2.03801901,2.00876471,0.03431928,0.00098482,0.10051864,0.16677256,1.69532196,0.00605369,0.19102383
-2.03201601,2.10248567,0.03926149,0.00114063,0.10531424,0.17244345,1.77659077,0.00710898,0.20051222
-2.02601301,2.19818023,0.04471760,0.00131613,0.11035695,0.17799075,1.85897557,0.00830623,0.21032583
-2.02001001,2.29552997,0.05069784,0.00151237,0.11569231,0.18344672,1.94203238,0.00965352,0.22049781
-2.01400700,2.39419864,0.05720638,0.00173013,0.12136778,0.18884927,2.02530499,0.01115761,0.23105876
-2.00800400,2.49382028,0.06424045,0.00196985,0.12743023,0.19423934,2.10831914,0.01282355,0.24203360
-2.00200100,2.59398878,0.07178952,0.00223160,0.13392321,0.19965798,2.19057826,0.01465428,0.25343849
-1.99599800,2.69424968,0.07983467,0.00251500,0.14088426,0.20514350,2.27156090,0.01665032,0.26527792
-1.98999500,2.79409513,0.08834807,0.00281917,0.14834242,0.21072868,2.35072076,0.01880945,0.27754223
-1.98399200,2.89296234,0.09729265,0.00314276,0.15631598,0.21643832,2.42748927,0.02112647,0.29020561
-1.97798899,2.99023614,0.10662202,0.00348389,0.16481065,0.22228712,2.50128104,0.02359305,0.30322488
-1.97198599,3.08525547,0.11628060,0.00384018,0.17381832,0.22827817,2.57150193,0.02619763,0.31653890
-1.96598299,3.17732397,0.12620397,0.00420878,0.18331634,0.23440188,2.63755956,0.02892547,0.33006901
-1.95997999,3.26572388,0.13631949,0.00458647,0.19326754,0.24063571,2.69887571,0.03175876,0.34372018
-1.95397699,3.34973299,0.14654717,0.00496967,0.20362090,0.24694439,2.75490004,0.03467687,0.35738313
-1.94797399,3.42864359,0.15680072,0.00535459,0.21431291,0.25328092,2.80512442,0.03765670,0.37093720
-1.94197099,3.50178250,0.16698883,0.00573737,0.22526958,0.25958801,2.84909704,0.04067313,0.38425381
-1.93596798,3.56853124,0.17701666,0.00611413,0.23640892,0.26580017,2.88643559,0.04369956,0.39720055
-1.92996498,3.62834521,0.18678745,0.00648122,0.24764394,0.27184605,2.91683873,0.04670848,0.40964548
-1.92396198,3.68077090,0.19620418,0.00683527,0.25888584,0.27765118,2.94009530,0.04967214,0.42146162
-1.91795898,3.72546022,0.20517142,0.00717338,0.27004736,0.28314084,2.95609060,0.05256320,0.43253131
-1.91195598,3.76218125,0.21359707,0.00749325,0.28104605,0.28824288,2.96480965,0.05535539,0.44275027
-1.90595298,3.79082484,0.22139419,0.00779327,0.29180729,0.29289052,2.96633699,0.05802410,0.45203114
-1.89994997,3.81140670,0.22848263,0.00807259,0.30226691,0.29702483,2.96085326,0.06054696,0.46030636
-1.89394697,3.82406495,0.23479069,0.00833123,0.31237323,0.30059689,2.94862867,0.06290432,0.46753027
-1.88794397,3.82905324,0.24025647,0.00857009,0.32208840,0.30356953,2.93001365,0.06507958,0.47368023
-1.88194097,3.82672981,0.24482911,0.00879090,0.33138892,0.30591848,2.90542727,0.06705945,0.47875686
-1.87593797,3.81754304,0.24846980,0.00899624,0.34026539,0.30763302,2.87534391,0.06883412,0.48278336
-1.86993497,3.80201417,0.25115242,0.00918946,0.34872132,0.30871606,2.84027893,0.07039720,0.48580386
-1.86393197,3.78071818,0.25286403,0.00937456,0.35677119,0.30918354,2.80077381,0.07174565,0.48788106
-1.85792896,3.75426348,0.25360494,0.00955609,0.36443773,0.30906343,2.75738162,0.07287953,0.48909320
-1.85192596,3.72327166,0.25338852,0.00973903,0.37174873,0.30839417,2.71065326,0.07380170,0.48953046
-1.84592296,3.68835788,0.25224068,0.00992860,0.37873329,0.30722275,2.66112501,0.07451742,0.48929118
-1.83991996,3.65011314,0.25019906,0.01013015,0.38541797,0.30560250,2.60930791,0.07503391,0.48847787
-1.83391696,3.60908876,0.24731190,0.01034899,0.39182296,0.30359067,2.55567921,0.07535990,0.48719328
-1.82791396,3.56578411,0.24363678,0.01059025,0.39795839,0.30124606,2.50067612,0.07550515,0.48553683
-1.82191096,3.52063769,0.23923900,0.01085873,0.40382131,0.29862658,2.44469193,0.07548001,0.48360132
-1.81590795,3.47402209,0.23418989,0.01115879,0.40939317,0.29578714,2.38807449,0.07529503,0.48147024
-1.80990495,3.42624271,0.22856510,0.01149424,0.41463830,0.29277775,2.33112697,0.07496059,0.47921576
-1.80390195,3.37754029,0.22244268,0.01186819,0.41950332,0.28964206,2.27411056,0.07448665,0.47689735
-1.79789895,3.32809684,0.21590138,0.01228305,0.42391771,0.28641637,2.21724888,0.07388255,0.47456117
-1.79189595,3.27804457,0.20901891,0.01274036,0.42779537,0.28312910,2.16073377,0.07315688,0.47224022
-1.78589295,3.22747709,0.20187048,0.01324076,0.43103741,0.27980089,2.10473187,0.07231751,0.46995511
-1.77988994,3.17646231,0.19452744,0.01378393,0.43353575,0.27644510,2.04939179,0.07137155,0.46771547
-1.77388694,3.12505605,0.18705630,0.01436852,0.43517770,0.27306889,1.99485125,0.07032555,0.46552186
-1.76788394,3.07331575,0.17951793,0.01499211,0.43585102,0.26967468,1.94124372,0.06918562,0.46336815
-1.76188094,3.02131314,0.17196716,0.01565116,0.43544943,0.26626199,1.88870443,0.06795764,0.46124404
-1.75587794,2.96914553,0.16445263,0.01634098,0.43387824,0.26282945,1.83737504,0.06664754,0.45913782
-1.74987494,2.91694462,0.15701698,0.01705574,0.43105977,0.25937702,1.78740702,0.06526149,0.45703910
-1.74387194,2.86488273,0.14969730,0.01778847,0.42693838,0.25590815,1.73896338,0.06380621,0.45494141
-1.73786893,2.81317581,0.14252575,0.01853110,0.42148479,0.25243190,1.69221875,0.06228912,0.45284455
-1.73186593,2.76208335,0.13553049,0.01927458,0.41469956,0.24896477,1.64735777,0.06071858,0.45075657
-1.72586293,2.71190496,0.12873652,0.02000895,0.40661544,0.24553228,1.60457199,0.05910401,0.44869534
-1.71985993,2.66297425,0.12216679,0.02072354,0.39729858,0.24217007,1.56405543,0.05745598,0.44668961
-1.71385693,2.61565004,0.11584309,0.02140719,0.38684852,0.23892458,1.52599908,0.05578626,0.44477946
-1.70785393,2.57030577,0.10978699,0.02204847,0.37539691,0.23585322,1.49058485,0.05410780,0.44301623
-1.70185093,2.52731766,0.10402060,0.02263601,0.36310503,0.23302390,1.45797907,0.05243462,0.44146190
-1.69584792,2.48705232,0.09856711,0.02315880,0.35016034,0.23051413,1.42832632,0.05078171,0.44018778
-1.68984492,2.44985459,0.09345116,0.02360653,0.33677199,0.22840955,1.40174362,0.04916482,0.43927285
-1.68384192,2.41603619,0.08869892,0.02396999,0.32316566,0.22680192,1.37831553,0.04760027,0.43880153
-1.67783892,2.38586594,0.08433802,0.02424130,0.30957787,0.22578676,1.35809046,0.04610464,0.43886110
-1.67183592,2.35956175,0.08039710,0.02441434,0.29624997,0.22546064,1.34107823,0.04469456,0.43953882
-1.66583292,2.33728489,0.07690529,0.02448492,0.28342204,0.22591812,1.32724908,0.04338639,0.44091885
-1.65982991,2.31913654,0.07389139,0.02445101,0.27132695,0.22724869,1.31653421,0.04219590,0.44307911
-1.65382691,2.30515666,0.07138301,0.02431289,0.26018463,0.22953350,1.30882759,0.04113807,0.44608805
-1.64782391,2.29532491,0.06940555,0.02407317,0.25019696,0.23284225,1.30398898,0.04022674,0.45000162
-1.64182091,2.28956345,0.06798118,0.02373675,0.24154311,0.23723028,1.30184795,0.03947440,0.45486050
