energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,8.58335603,0.03301786,0.24669929,0.91687609,0.00000000,1.81022377,6.14636934,2.71189224,0.00000000
-5.99399700,8.83569115,0.03335721,0.25169306,0.90231729,0.00000000,1.83251869,6.39782623,2.75729121,0.00000000
-5.98799400,9.07854934,0.03368477,0.25698958,0.88761330,0.00000000,1.85188751,6.64286910,2.79803232,0.00000000
-5.98199100,9.30605002,0.03399232,0.26230597,0.87259512,0.00000000,1.86775082,6.87627537,2.83282747,0.00000000
-5.97598799,9.51251904,0.03427170,0.26737032,0.85711328,0.00000000,1.87958890,7.09295498,2.86047437,0.00000000
-5.96998499,9.69266308,0.03451503,0.27192956,0.84104565,0.00000000,1.88695798,7.28810311,2.87989641,0.00000000
-5.96398199,9.84173618,0.03471493,0.27575664,0.82430455,0.00000000,1.88950546,7.45734648,2.89018054,0.00000000
-5.95797899,9.95569186,0.03486476,0.27865684,0.80684288,0.00000000,1.88698376,7.59687753,2.89061188,0.00000000
-5.95197599,10.03131439,0.03495877,0.28047319,0.78865909,0.00000000,1.87926216,7.70357061,2.88070346,0.00000000
-5.94597299,10.06632383,0.03499231,0.28109054,0.76980088,0.00000000,1.86633609,7.77507543,2.86021985,0.00000000
-5.93996998,10.05945014,0.03496192,0.28043834,0.75036743,0.00000000,1.84833349,7.80988371,2.82919358,0.00000000
-5.93396698,10.01047305,0.03486551,0.27849189,0.73051001,0.00000000,1.82551760,7.80736613,2.78793341,0.00000000
-5.92796398,9.92022576,0.03470234,0.27527212,0.71043101,0.00000000,1.79828605,7.76777821,2.73702380,0.00000000
-5.92196098,9.79056250,0.03447312,0.27084385,0.69038130,0.00000000,1.76716596,7.69223510,2.67731541,0.00000000
-5.91595798,9.62429123,0.03417994,0.26531258,0.67065598,0.00000000,1.73280505,7.58265681,2.60990673,0.00000000
-5.90995498,9.42507466,0.03382628,0.25882006,0.65158862,0.00000000,1.69595893,7.44168671,2.53611737,0.00000000
-5.90395198,9.19730426,0.03341690,0.25153860,0.63354416,0.00000000,1.65747486,7.27258748,2.45745389,0.00000000
-5.89794897,8.94595279,0.03295771,0.24366463,0.61691068,0.00000000,1.61827256,7.07911968,2.37556951,0.00000000
-5.89194597,8.67641222,0.03245571,0.23541153,0.60209029,0.00000000,1.57932257,6.86540855,2.29221899,0.00000000
-5.88594297,8.39432391,0.03191877,0.22700222,0.58948952,0.00000000,1.54162312,6.63580538,2.20921066,0.00000000
-5.87993997,8.10540842,0.03135550,0.21866156,0.57950937,0.00000000,1.50617609,6.39474937,2.12835715,0.00000000
-5.87393697,7.81530170,0.03077509,0.21060918,0.57253562,0.00000000,1.47396311,6.14663576,2.05142686,0.00000000
-5.86793397,7.52940388,0.03018713,0.20305267,0.56892946,0.00000000,1.44592259,5.89569533,1.98009777,0.00000000
-5.86193097,7.25274589,0.02960143,0.19618158,0.56901895,0.00000000,1.42292833,5.64588942,1.91591529,0.00000000
-5.85592796,6.98987794,0.02902790,0.19016242,0.57309148,0.00000000,1.40577060,5.40082343,1.86025548,0.00000000
-5.84992496,6.74478245,0.02847632,0.18513465,0.58138753,0.00000000,1.39514002,5.16368083,1.81429464,0.00000000
-5.84392196,6.52081281,0.02795626,0.18120796,0.59409572,0.00000000,1.39161480,4.93717834,1.77898622,0.00000000
-5.83791896,6.32065783,0.02747688,0.17846067,0.61134941,0.00000000,1.39565135,4.72354176,1.75504521,0.00000000
-5.83191596,6.14633048,0.02704683,0.17693941,0.63322475,0.00000000,1.40757847,4.52450128,1.74294018,0.00000000
-5.82591296,5.99917879,0.02667412,0.17665983,0.65973998,0.00000000,1.42759483,4.34130380,1.74289277,0.00000000
-5.81990995,5.87991537,0.02636595,0.17760841,0.69085600,0.00000000,1.45576954,4.17473969,1.75488379,0.00000000
-5.81390695,5.78866208,0.02612865,0.17974498,0.72647787,0.00000000,1.49204519,4.02518063,1.77866537,0.00000000
-5.80790395,5.72500559,0.02596755,0.18300599,0.76645688,0.00000000,1.53624301,3.89262540,1.81377794,0.00000000
-5.80190095,5.68805985,0.02588686,0.18730813,0.81059307,0.00000000,1.58806939,3.77675036,1.85957089,0.00000000
-5.79589795,5.67653153,0.02588957,0.19255221,0.85863766,0.00000000,1.64712323,3.67696163,1.91522582,0.00000000
-5.78989495,5.68878502,0.02597740,0.19862704,0.91029532,0.00000000,1.71290346,3.59244643,1.97978103,0.00000000
-5.78389195,5.72290414,0.02615069,0.20541309,0.96522585,0.00000000,1.78481634,3.52222158,2.05215617,0.00000000
-5.77788894,5.77674844,0.02640835,0.21278588,1.02304538,0.00000000,1.86218207,3.46517766,2.13117614,0.00000000
-5.77188594,5.84800262,0.02674782,0.22061881,1.08332679,0.00000000,1.94424056,3.42011774,2.21559347,0.00000000
-5.76588294,5.93421878,0.02716506,0.22878548,1.14559961,0.00000000,2.03015640,3.38579056,2.30410858,0.00000000
-5.75987994,6.03285143,0.02765458,0.23716142,1.20934965,0.00000000,2.11902316,3.36091788,2.39538779,0.00000000
-5.75387694,6.14128626,0.02820946,0.24562520,1.27401856,0.00000000,2.20986746,3.34421675,2.48807903,0.00000000
-5.74787394,6.25686414,0.02882148,0.25405907,1.33900384,0.00000000,2.30165341,3.33441726,2.58082550,0.00000000
-5.74187094,6.37690202,0.02948127,0.26234910,1.40365989,0.00000000,2.39328798,3.33027678,2.67227783,0.00000000
-5.73586793,6.49871285,0.03017847,0.27038512,1.46730047,0.00000000,2.48362824,3.33059161,2.76110533,0.00000000
-5.72986493,6.61962643,0.03090202,0.27806042,1.52920330,0.00000000,2.57149105,3.33420716,2.84600699,0.00000000
-5.72386193,6.73701304,0.03164042,0.28527149,1.58861707,0.00000000,2.65566593,3.34002730,2.92572306,0.00000000
-5.71785893,6.84831122,0.03238213,0.29191795,1.64477129,0.00000000,2.73493154,3.34702386,2.99904774,0.00000000
-5.71185593,6.95106063,0.03311590,0.29790269,1.69688912,0.00000000,2.80807603,3.35424642,3.06484347,0.00000000
-5.70585293,7.04294023,0.03383120,0.30313251,1.74420299,0.00000000,2.87392107,3.36083284,3.12205709,0.00000000
-5.69984992,7.12181122,0.03451866,0.30751906,1.78597293,0.00000000,2.93134926,3.36602038,3.16973770,0.00000000
-5.69384692,7.18576367,0.03517044,0.31098037,1.82150675,0.00000000,2.97933397,3.36915695,3.20705608,0.00000000
-5.68784392,7.23316494,0.03578059,0.31344266,1.85018155,0.00000000,3.01697050,3.36971229,3.23332473,0.00000000
-5.68184092,7.26270736,0.03634543,0.31484259,1.87146539,0.00000000,3.04350719,3.36728801,3.24801776,0.00000000
-5.67583792,7.27345260,0.03686368,0.31512961,1.88493805,0.00000000,3.05837469,3.36162608,3.25078952,0.00000000
-5.66983492,7.26486950,0.03733666,0.31426833,1.89030972,0.00000000,3.06121178,3.35261467,3.24149046,0.00000000
-5.66383192,7.23686259,0.03776826,0.31224080,1.88743634,0.00000000,3.05188585,3.34029083,3.22017919,0.00000000
-5.65782891,7.18978853,0.03816479,0.30904833,1.87633057,0.00000000,3.03050656,3.32483923,3.18712925,0.00000000
-5.65182591,7.12445839,0.03853472,0.30471286,1.85716740,0.00000000,2.99743136,3.30658663,3.14282972,0.00000000
-5.64582291,7.04212418,0.03888823,0.29927755,1.83028390,0.00000000,2.95326184,3.28599186,3.08797888,0.00000000
