energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.59039176,0.18056194,0.00154780,0.09534418,0.59174632,0.48763040,0.32143471
-5.99399700,1.58860000,0.18160111,0.00151905,0.09577909,0.59056107,0.48839297,0.32013152
-5.98799400,1.58065840,0.18217566,0.00148631,0.09574195,0.58715977,0.48753971,0.31734008
-5.98199100,1.56687865,0.18229771,0.00145005,0.09524962,0.58169173,0.48516348,0.31313429
-5.97598799,1.54769533,0.18198267,0.00141083,0.09432812,0.57436015,0.48139098,0.30761547
-5.96998499,1.52365383,0.18124861,0.00136931,0.09301204,0.56541707,0.47637894,0.30090953
-5.96398199,1.49539542,0.18011586,0.00132620,0.09134367,0.55515682,0.47030933,0.29316336
-5.95797899,1.46363981,0.17860685,0.00128223,0.08937193,0.54390801,0.46338401,0.28454073
-5.95197599,1.42916610,0.17674618,0.00123818,0.08715119,0.53202451,0.45581869,0.27521782
-5.94597299,1.39279249,0.17456093,0.00119479,0.08473987,0.51987547,0.44783675,0.26537849
-5.93996998,1.35535550,0.17208112,0.00115276,0.08219904,0.50783488,0.43966288,0.25520948
-5.93396698,1.31768923,0.16934028,0.00111275,0.07959087,0.49627086,0.43151686,0.24489571
-5.92796398,1.28060516,0.16637601,0.00107536,0.07697718,0.48553506,0.42360770,0.23461570
-5.92196098,1.24487311,0.16323049,0.00104107,0.07441799,0.47595242,0.41612822,0.22453746
-5.91595798,1.21120354,0.15995085,0.00101030,0.07197017,0.46781164,0.40925027,0.21481472
-5.90995498,1.18023188,0.15658924,0.00098335,0.06968613,0.46135663,0.40312073,0.20558366
-5.90395198,1.15250487,0.15320267,0.00096045,0.06761284,0.45677915,0.39785838,0.19696039
-5.89794897,1.12846944,0.14985246,0.00094170,0.06579078,0.45421288,0.39355161,0.18903885
-5.89194597,1.10846409,0.14660336,0.00092713,0.06425331,0.45372909,0.39025720,0.18188958
-5.88594297,1.09271312,0.14352238,0.00091667,0.06302607,0.45533415,0.38799994,0.17555899
-5.87993997,1.08132361,0.14067723,0.00091018,0.06212667,0.45896872,0.38677323,0.17006941
-5.87393697,1.07428533,0.13813463,0.00090746,0.06156457,0.46450897,0.38654055,0.16541965
-5.86793397,1.07147351,0.13595839,0.00090826,0.06134116,0.47176964,0.38723770,0.16158625
-5.86193097,1.07265433,0.13420752,0.00091230,0.06144998,0.48050881,0.38877572,0.15852514
-5.85592796,1.07749309,0.13293430,0.00091926,0.06187718,0.49043452,0.39104441,0.15617383
-5.84992496,1.08556480,0.13218258,0.00092881,0.06260209,0.50121278,0.39391624,0.15445398
-5.84392196,1.09636697,0.13198621,0.00094063,0.06359792,0.51247698,0.39725056,0.15327423
-5.83791896,1.10933419,0.13236794,0.00095439,0.06483258,0.52383819,0.40089801,0.15253324
-5.83191596,1.12385417,0.13333852,0.00096978,0.06626962,0.53489631,0.40470485,0.15212295
-5.82591296,1.13928485,0.13489631,0.00098650,0.06786916,0.54525153,0.40851722,0.15193178
-5.81990995,1.15497191,0.13702730,0.00100430,0.06958891,0.55451570,0.41218511,0.15184786
-5.81390695,1.17026638,0.13970547,0.00102291,0.07138516,0.56232350,0.41556592,0.15176207
-5.80790395,1.18454165,0.14289360,0.00104212,0.07321385,0.56834272,0.41852764,0.15157097
-5.80190095,1.19720939,0.14654432,0.00106171,0.07503146,0.57228351,0.42095141,0.15117937
-5.79589795,1.20773398,0.15060147,0.00108150,0.07679593,0.57390619,0.42273350,0.15050263
-5.78989495,1.21564475,0.15500158,0.00110130,0.07846753,0.57302747,0.42378667,0.14946849
-5.78389195,1.22054600,0.15967547,0.00112093,0.08000950,0.56952465,0.42404095,0.14801857
-5.77788894,1.22212412,0.16454985,0.00114022,0.08138872,0.56333800,0.42344372,0.14610933
-5.77188594,1.22015198,0.16954889,0.00115897,0.08257615,0.55447093,0.42195932,0.14371257
-5.76588294,1.21449021,0.17459563,0.00117698,0.08354717,0.54298821,0.41956810,0.14081547
-5.75987994,1.20508570,0.17961330,0.00119404,0.08428179,0.52901230,0.41626512,0.13742016
-5.75387694,1.19196732,0.18452636,0.00120991,0.08476472,0.51271793,0.41205844,0.13354286
-5.74787394,1.17523918,0.18926148,0.00122432,0.08498529,0.49432520,0.40696729,0.12921259
-5.74187094,1.15507199,0.19374821,0.00123699,0.08493729,0.47409161,0.40102005,0.12446967
-5.73586793,1.13169267,0.19791954,0.00124762,0.08461868,0.45230317,0.39425227,0.11936380
-5.72986493,1.10537318,0.20171237,0.00125589,0.08403124,0.42926523,0.38670482,0.11395210
-5.72386193,1.07641863,0.20506781,0.00126148,0.08318020,0.40529311,0.37842215,0.10829694
-5.71785893,1.04515568,0.20793148,0.00126406,0.08207374,0.38070315,0.36945091,0.10246385
-5.71185593,1.01192140,0.21025378,0.00126330,0.08072262,0.35580429,0.35983885,0.09651936
-5.70585293,0.97705321,0.21199022,0.00125893,0.07913967,0.33089064,0.34963404,0.09052911
-5.69984992,0.94088020,0.21310173,0.00125068,0.07733946,0.30623516,0.33888449,0.08455604
-5.69384692,0.90371615,0.21355510,0.00123833,0.07533789,0.28208456,0.32763812,0.07865889
-5.68784392,0.86585433,0.21332345,0.00122172,0.07315192,0.25865566,0.31594302,0.07289096
-5.68184092,0.82756414,0.21238673,0.00120076,0.07079930,0.23613309,0.30384788,0.06729921
-5.67583792,0.78908954,0.21073228,0.00117544,0.06829839,0.21466836,0.29140272,0.06192361
-5.66983492,0.75064917,0.20835539,0.00114582,0.06566799,0.19438016,0.27865958,0.05679689
-5.66383192,0.71243771,0.20525971,0.00111206,0.06292728,0.17535574,0.26567329,0.05194449
-5.65782891,0.67462849,0.20145773,0.00107440,0.06009570,0.15765332,0.25250210,0.04738485
-5.65182591,0.63737681,0.19697096,0.00103318,0.05719292,0.14130505,0.23920815,0.04312993
-5.64582291,0.60082367,0.19183007,0.00098879,0.05423880,0.12632067,0.22585780,0.03918578
-5.63981991,0.56509972,0.18607471,0.00094174,0.05125330,0.11269134,0.21252158,0.03555344
-5.63381691,0.53032897,0.17975322,0.00089256,0.04825646,0.10039367,0.19927398,0.03222977
-5.62781391,0.49663212,0.17292198,0.00084187,0.04526829,0.08939362,0.18619286,0.02920836
-5.62181091,0.46412938,0.16564469,0.00079031,0.04230867,0.07965027,0.17335873,0.02648050
-5.61580790,0.43294246,0.15799124,0.00073852,0.03939726,0.07111921,0.16085368,0.02403598
-5.60980490,0.40319587,0.15003661,0.00068719,0.03655331,0.06375548,0.14876027,0.02186391
-5.60380190,0.37501736,0.14185944,0.00063698,0.03379558,0.05751610,0.13716023,0.01995343
-5.59779890,0.34853764,0.13354060,0.00058850,0.03114218,0.05236202,0.12613318,0.01829422
-5.59179590,0.32388929,0.12516166,0.00054237,0.02861039,0.04825950,0.11575536,0.01687701
-5.58579290,0.30120515,0.11680339,0.00049912,0.02621660,0.04518105,0.10609840,0.01569382
-5.57978989,0.28061612,0.10854424,0.00045923,0.02397616,0.04310574,0.09722823,0.01473817
-5.57378689,0.26224855,0.10045898,0.00042311,0.02190331,0.04201908,0.08920416,0.01400509
-5.56778389,0.24622134,0.09261743,0.00039110,0.02001114,0.04191245,0.08207808,0.01349103
-5.56178089,0.23264283,0.08508333,0.00036345,0.01831150,0.04278211,0.07589383,0.01319371
-5.55577789,0.22160759,0.07791340,0.00034032,0.01681504,0.04462782,0.07068672,0.01311179
-5.54977489,0.21319319,0.07115668,0.00032181,0.01553117,0.04745123,0.06648318,0.01324455
-5.54377189,0.20745700,0.06485393,0.00030790,0.01446805,0.05125395,0.06330048,0.01359142
-5.53776888,0.20443324,0.05903738,0.00029852,0.01363263,0.05603551,0.06114655,0.01415160
-5.53176588,0.20413009,0.05373061,0.00029351,0.01303056,0.06179118,0.06001980,0.01492347
-5.52576288,0.20652724,0.04894861,0.00029266,0.01266622,0.06850972,0.05990898,0.01590421
-5.51975988,0.21157370,0.04469804,0.00029568,0.01254262,0.07617123,0.06079306,0.01708926
-5.51375688,0.21918611,0.04097763,0.00030221,0.01266131,0.08474508,0.06264102,0.01847194
-5.50775388,0.22924756,0.03777873,0.00031186,0.01302227,0.09418809,0.06541178,0.02004302
-5.50175088,0.24160700,0.03508590,0.00032420,0.01362376,0.10444291,0.06905401,0.02179045
-5.49574787,0.25607937,0.03287765,0.00033876,0.01446212,0.11543692,0.07350612,0.02369910
-5.48974487,0.27244646,0.03112718,0.00035506,0.01553159,0.12708144,0.07869629,0.02575067
-5.48374187,0.29045852,0.02980318,0.00037258,0.01682413,0.13927151,0.08454266,0.02792364
-5.47773887,0.30983681,0.02887065,0.00039081,0.01832920,0.15188628,0.09095365,0.03019339
-5.47173587,0.33027692,0.02829167,0.00040927,0.02003363,0.16478990,0.09782865,0.03253241
-5.46573287,0.35145289,0.02802625,0.00042746,0.02192146,0.17783311,0.10505879,0.03491060
-5.45972986,0.37302219,0.02803299,0.00044491,0.02397386,0.19085532,0.11252818,0.03729579
-5.45372686,0.39463130,0.02826991,0.00046120,0.02616917,0.20368739,0.12011533,0.03965423
-5.44772386,0.41592185,0.02869501,0.00047594,0.02848287,0.21615473,0.12769489,0.04195125
-5.44172086,0.43653720,0.02926696,0.00048879,0.03088783,0.22808090,0.13513968,0.04415199
-5.43571786,0.45612920,0.02994561,0.00049946,0.03335447,0.23929151,0.14232293,0.04622210
-5.42971486,0.47436503,0.03069254,0.00050771,0.03585112,0.24961817,0.14912070,0.04812858
-5.42371186,0.49093376,0.03147145,0.00051337,0.03834445,0.25890257,0.15541433,0.04984051
-5.41770885,0.50555261,0.03224854,0.00051634,0.04079991,0.26700035,0.16109296,0.05132981
-5.41170585,0.51797259,0.03299288,0.00051657,0.04318235,0.27378472,0.16605595,0.05257188
-5.40570285,0.52798333,0.03367659,0.00051405,0.04545665,0.27914971,0.17021509,0.05354625
-5.39969985,0.53541702,0.03427510,0.00050886,0.04758832,0.28301276,0.17349659,0.05423702
-5.39369685,0.54015133,0.03476725,0.00050110,0.04954425,0.28531685,0.17584267,0.05463324
-5.38769385,0.54211117,0.03513541,0.00049092,0.05129337,0.28603178,0.17721279,0.05472912
-5.38169085,0.54126931,0.03536550,0.00047854,0.05280731,0.28515481,0.17758442,0.05452413
