energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.19059530,1.16445360,0.37481481,0.09966514,0.00098673,0.26180995,0.43526735,0.12702165,0.03006820,0.61722766
-3.18459230,1.15775507,0.37169251,0.09873039,0.00100169,0.25908763,0.43233687,0.12691949,0.02972624,0.61661073
-3.17858929,1.14675371,0.36658482,0.09732988,0.00102318,0.25463819,0.42730593,0.12689936,0.02918388,0.61497137
-3.17258629,1.13187123,0.35963219,0.09550080,0.00105356,0.24855507,0.42032532,0.12701112,0.02845070,0.61252940
-3.16658329,1.11360760,0.35101673,0.09328983,0.00109588,0.24096899,0.41158709,0.12729950,0.02754055,0.60950973
-3.16058029,1.09252022,0.34095569,0.09075133,0.00115393,0.23204316,0.40131662,0.12780192,0.02647100,0.60613126
-3.15457729,1.06920193,0.32969393,0.08794546,0.00123229,0.22196772,0.38976388,0.12854666,0.02526263,0.60259624
-3.14857429,1.04425895,0.31749596,0.08493608,0.00133630,0.21095352,0.37719429,0.12955143,0.02393831,0.59908049
-3.14257129,1.01828956,0.30463773,0.08178871,0.00147208,0.19922554,0.36387960,0.13082240,0.02252241,0.59572510
-3.13656828,0.99186480,0.29139858,0.07856861,0.00164650,0.18701624,0.35008918,0.13235382,0.02104000,0.59263001
-3.13056528,0.96551173,0.27805365,0.07533890,0.00186715,0.17455911,0.33608211,0.13412820,0.01951611,0.58984980
-3.12456228,0.93970011,0.26486710,0.07215902,0.00214225,0.16208258,0.32210045,0.13611707,0.01797502,0.58739199
-3.11855928,0.91483299,0.25208618,0.06908342,0.00248057,0.14980464,0.30836382,0.13828228,0.01643965,0.58521788
-3.11255628,0.89124116,0.23993652,0.06616050,0.00289125,0.13792814,0.29506550,0.14057784,0.01493100,0.58324595
-3.10655328,0.86918175,0.22861855,0.06343194,0.00338366,0.12663701,0.28237012,0.14295215,0.01346777,0.58135757
-3.10055028,0.84884045,0.21830503,0.06093230,0.00396712,0.11609338,0.27041285,0.14535052,0.01206607,0.57940473
-3.09454727,0.83033691,0.20913978,0.05868888,0.00465063,0.10643563,0.25930001,0.14771786,0.01073923,0.57721928
-3.08854427,0.81373268,0.20123727,0.05672184,0.00544256,0.09777723,0.24911088,0.15000143,0.00949774,0.57462314
-3.08254127,0.79904086,0.19468310,0.05504452,0.00635029,0.09020646,0.23990040,0.15215335,0.00834930,0.57143898
-3.07653827,0.78623663,0.18953500,0.05366387,0.00737977,0.08378673,0.23170258,0.15413293,0.00729893,0.56750061
-3.07053527,0.77526778,0.18582432,0.05258096,0.00853516,0.07855745,0.22453416,0.15590851,0.00634921,0.56266256
-3.06453227,0.76606454,0.18355772,0.05179157,0.00981836,0.07453534,0.21839842,0.15745885,0.00550052,0.55680843
-3.05852926,0.75854810,0.18271894,0.05128669,0.01122863,0.07171604,0.21328862,0.15877387,0.00475132,0.54985739
-3.05252626,0.75263724,0.18327054,0.05105309,0.01276220,0.07007582,0.20919114,0.15985480,0.00409847,0.54176878
-3.04652326,0.74825295,0.18515555,0.05107372,0.01441196,0.06957350,0.20608789,0.16071367,0.00353758,0.53254448
-3.04052026,0.74532090,0.18829902,0.05132810,0.01616722,0.07015229,0.20395809,0.16137229,0.00306327,0.52222914
-3.03451726,0.74377197,0.19260940,0.05179271,0.01801357,0.07174167,0.20277928,0.16186068,0.00266948,0.51090848
-3.02851426,0.74354112,0.19798000,0.05244126,0.01993287,0.07425924,0.20252768,0.16221520,0.00234973,0.49870578
-3.02251126,0.74456505,0.20429041,0.05324498,0.02190336,0.07761245,0.20317793,0.16247637,0.00209731,0.48577710
-3.01650825,0.74677931,0.21140813,0.05417296,0.02389996,0.08170042,0.20470239,0.16268668,0.00190549,0.47230556
-3.01050525,0.75011533,0.21919048,0.05519255,0.02589466,0.08641569,0.20707018,0.16288850,0.00176767,0.45849516
-3.00450225,0.75449805,0.22748685,0.05626977,0.02785712,0.09164602,0.21024612,0.16312212,0.00167746,0.44456467
-2.99849925,0.75984462,0.23614138,0.05736990,0.02975536,0.09727630,0.21418982,0.16342432,0.00162876,0.43074188
-2.99249625,0.76606456,0.24499609,0.05845813,0.03155659,0.10319048,0.21885499,0.16382725,0.00161586,0.41725863
-2.98649325,0.77306166,0.25389448,0.05950034,0.03322816,0.10927370,0.22418930,0.16435797,0.00163339,0.40434683
-2.98049025,0.78073767,0.26268546,0.06046396,0.03473849,0.11541439,0.23013468,0.16503849,0.00167639,0.39223552
-2.97448724,0.78899775,0.27122759,0.06131889,0.03605808,0.12150658,0.23662830,0.16588639,0.00174029,0.38114909
-2.96848424,0.79775734,0.27939338,0.06203845,0.03716049,0.12745220,0.24360413,0.16691595,0.00182091,0.37130637
-2.96248124,0.80695003,0.28707359,0.06260034,0.03802320,0.13316333,0.25099515,0.16813968,0.00191445,0.36292048
-2.95647824,0.81653599,0.29418119,0.06298746,0.03862845,0.13856451,0.25873600,0.16957021,0.00201750,0.35619915
-2.95047524,0.82651020,0.30065489,0.06318871,0.03896382,0.14359475,0.26676600,0.17122224,0.00212704,0.35134503
-2.94447224,0.83690999,0.30646196,0.06319956,0.03902273,0.14820949,0.27503240,0.17311458,0.00224046,0.34855578
-2.93846923,0.84782109,0.31160017,0.06302243,0.03880470,0.15238212,0.28349362,0.17527200,0.00235557,0.34802353
-2.93246623,0.85938169,0.31609870,0.06266681,0.03831537,0.15610520,0.29212228,0.17772682,0.00247063,0.34993333
-2.92646323,0.87178409,0.32001799,0.06214922,0.03756635,0.15939122,0.30090779,0.18051999,0.00258441,0.35446061
-2.92046023,0.88527334,0.32344831,0.06149276,0.03657484,0.16227285,0.30985837,0.18370168,0.00269620,0.36176719
-2.91445723,0.90014306,0.32650722,0.06072657,0.03536306,0.16480260,0.31900226,0.18733121,0.00280588,0.37199627
-2.90845423,0.91672794,0.32933589,0.05988493,0.03395753,0.16705196,0.32838792,0.19147630,0.00291393,0.38526610
-2.90245123,0.93539357,0.33209445,0.05900623,0.03238819,0.16910984,0.33808330,0.19621159,0.00302150,0.40166292
-2.89644822,0.95652343,0.33495643,0.05813179,0.03068752,0.17108052,0.34817384,0.20161654,0.00313041,0.42123333
-2.89044522,0.98050392,0.33810264,0.05730456,0.02888950,0.17308095,0.35875949,0.20777265,0.00324317,0.44397659
-2.88444222,1.00770772,0.34171462,0.05656778,0.02702864,0.17523760,0.36995059,0.21476020,0.00336301,0.46983734
-2.87843922,1.03847642,0.34596796,0.05596367,0.02513907,0.17768282,0.38186279,0.22265459,0.00349378,0.49869932
-2.87243622,1.07310296,0.35102575,0.05553214,0.02325365,0.18055084,0.39461124,0.23152241,0.00363999,0.53038049
-2.86643322,1.11181485,0.35703239,0.05530966,0.02140319,0.18397359,0.40830409,0.24141749,0.00380670,0.56463016
-2.86043022,1.15475886,0.36410804,0.05532827,0.01961588,0.18807632,0.42303583,0.25237695,0.00399942,0.60112840
-2.85442721,1.20198790,0.37234395,0.05561472,0.01791678,0.19297333,0.43888042,0.26441767,0.00422402,0.63948813
-2.84842421,1.25345079,0.38179873,0.05618991,0.01632747,0.19876376,0.45588485,0.27753313,0.00448658,0.67925996
-2.84242121,1.30898538,0.39249587,0.05706845,0.01486594,0.20552779,0.47406317,0.29169092,0.00479320,0.71993978
-2.83641821,1.36831552,0.40442246,0.05825849,0.01354648,0.21332331,0.49339156,0.30683102,0.00514984,0.76097902
-2.83041521,1.43105196,0.41752925,0.05976172,0.01237988,0.22218307,0.51380441,0.32286501,0.00556214,0.80179722
-2.82441221,1.49669740,0.43173192,0.06157359,0.01137352,0.23211272,0.53519198,0.33967624,0.00603518,0.84179647
-2.81840920,1.56465543,0.44691368,0.06368364,0.01053180,0.24308962,0.55739954,0.35712106,0.00657326,0.88037711
-2.81240620,1.63424327,0.46292890,0.06607604,0.00985641,0.25506247,0.58022837,0.37503104,0.00717972,0.91695414
-2.80640320,1.70470755,0.47960775,0.06873013,0.00934675,0.26795204,0.60343843,0.39321623,0.00785670,0.95097350
-2.80040020,1.77524293,0.49676152,0.07162110,0.00900038,0.28165268,0.62675285,0.41146932,0.00860497,0.98192764
-2.79439720,1.84501243,0.51418858,0.07472071,0.00881338,0.29603486,0.64986402,0.42957055,0.00942374,1.00936945
-2.78839420,1.91316904,0.53168055,0.07799794,0.00878074,0.31094843,0.67244116,0.44729323,0.01031055,1.03292422
-2.78239120,1.97887743,0.54902844,0.08141968,0.00889668,0.32622657,0.69413899,0.46440962,0.01126114,1.05229881
-2.77638819,2.04133511,0.56602868,0.08495134,0.00915489,0.34169033,0.71460732,0.48069702,0.01226940,1.06728788
-2.77038519,2.09979209,0.58248848,0.08855743,0.00954873,0.35715346,0.73350106,0.49594371,0.01332738,1.07777672
-2.76438219,2.15356828,0.59823062,0.09220201,0.01007134,0.37242733,0.75049026,0.50995460,0.01442530,1.08374081
-2.75837919,2.20206799,0.61309713,0.09584910,0.01071565,0.38732585,0.76526986,0.52255626,0.01555170,1.08524207
-2.75237619,2.24479099,0.62695208,0.09946298,0.01147433,0.40167002,0.77756862,0.53360123,0.01669359,1.08242213
-2.74637319,2.28133982,0.63968313,0.10300842,0.01233969,0.41529209,0.78715694,0.54297130,0.01783668,1.07549307
-2.74037019,2.31142316,0.65120185,0.10645085,0.01330355,0.42803901,0.79385323,0.55057974,0.01896563,1.06472603
-2.73436718,2.33485539,0.66144303,0.10975647,0.01435695,0.43977517,0.79752860,0.55637238,0.02006446,1.05043840
-2.72836418,2.35155254,0.67036289,0.11289233,0.01549001,0.45038432,0.79810975,0.56032757,0.02111686,1.03298035
-2.72236118,2.36152515,0.67793643,0.11582645,0.01669171,0.45977067,0.79557986,0.56245489,0.02210665,1.01272108
-2.71635818,2.36486856,0.68415425,0.11852784,0.01794964,0.46785916,0.78997770,0.56279307,0.02301820,0.99003576
-2.71035518,2.36175147,0.68901896,0.12096671,0.01924991,0.47459510,0.78139495,0.56140688,0.02383687,0.96529353
-2.70435218,2.35240345,0.69254150,0.12311460,0.02057706,0.47994317,0.76997195,0.55838354,0.02454945,0.93884717
-2.69834917,2.33710232,0.69473774,0.12494468,0.02191403,0.48388597,0.75589216,0.55382859,0.02514455,0.91102464
-2.69234617,2.31616212,0.69562557,0.12643209,0.02324232,0.48642241,0.73937569,0.54786175,0.02561302,0.88212305
-2.68634317,2.28992233,0.69522264,0.12755437,0.02454210,0.48756589,0.72067220,0.54061270,0.02594821,0.85240475
-2.68034017,2.25873905,0.69354503,0.12829194,0.02579260,0.48734266,0.70005342,0.53221721,0.02614622,0.82209593
-2.67433717,2.22297821,0.69060694,0.12862872,0.02697244,0.48579032,0.67780589,0.52281373,0.02620610,0.79138725
-2.66833417,2.18301132,0.68642128,0.12855268,0.02806018,0.48295657,0.65422390,0.51254051,0.02612985,0.76043649
-2.66233117,2.13921349,0.68100126,0.12805649,0.02903479,0.47889839,0.62960313,0.50153337,0.02592247,0.72937268
-2.65632816,2.09196350,0.67436275,0.12713810,0.02987637,0.47368142,0.60423501,0.48992415,0.02559180,0.69830152
-2.65032516,2.04164566,0.66652712,0.12580122,0.03056664,0.46737977,0.57840202,0.47783972,0.02514830,0.66731149
-2.64432216,1.98865270,0.65752449,0.12405582,0.03108964,0.46007587,0.55237393,0.46540156,0.02460477,0.63648022
-2.63831916,1.93338921,0.64739687,0.12191831,0.03143228,0.45186051,0.52640499,0.45272565,0.02397598,0.60588090
-2.63231616,1.87627483,0.63620100,0.11941167,0.03158479,0.44283281,0.50073193,0.43992269,0.02327824,0.57558807
-2.62631316,1.81774662,0.62401060,0.11656535,0.03154115,0.43309994,0.47557286,0.42709832,0.02252891,0.54568270
-2.62031016,1.75826005,0.61091772,0.11341492,0.03129935,0.42277664,0.45112658,0.41435332,0.02174593,0.51625609
-2.61430715,1.69828807,0.59703310,0.11000155,0.03086153,0.41198427,0.42757259,0.40178359,0.02094732,0.48741268
-2.60830415,1.63831819,0.58248532,0.10637124,0.03023397,0.40084946,0.40507125,0.38947983,0.02015068,0.45927140
-2.60230115,1.57884730,0.56741885,0.10257392,0.02942689,0.38950230,0.38376415,0.37752695,0.01937275,0.43196574
-2.59629815,1.52037445,0.55199098,0.09866229,0.02845422,0.37807411,0.36377464,0.36600305,0.01862902,0.40564244
-2.59029515,1.46339192,0.53636787,0.09469068,0.02733311,0.36669484,0.34520816,0.35497825,0.01793342,0.38045906
-2.58429215,1.40837498,0.52071986,0.09071375,0.02608343,0.35549034,0.32815268,0.34451318,0.01729798,0.35658044
-2.57828914,1.35577100,0.50521641,0.08678523,0.02472718,0.34457948,0.31267888,0.33465751,0.01673275,0.33417435
-2.57228614,1.30598850,0.49002095,0.08295665,0.02328782,0.33407145,0.29884029,0.32544850,0.01624560,0.31340656
-2.56628314,1.25938680,0.47528594,0.07927623,0.02178958,0.32406323,0.28667336,0.31690974,0.01584229,0.29443545
-2.56028014,1.21626700,0.46114854,0.07578786,0.02025689,0.31463759,0.27619745,0.30905032,0.01552643,0.27740654
-2.55427714,1.17686474,0.44772697,0.07253025,0.01871367,0.30586157,0.26741485,0.30186436,0.01529965,0.26244704
-2.54827414,1.14134523,0.43511797,0.06953630,0.01718290,0.29778560,0.26031091,0.29533118,0.01516171,0.24966077
-2.54227114,1.10980078,0.42339539,0.06683266,0.01568612,0.29044344,0.25485417,0.28941608,0.01511073,0.23912347
-2.53626813,1.08225105,0.41260989,0.06443953,0.01424310,0.28385264,0.25099681,0.28407165,0.01514338,0.23087884
-2.53026513,1.05864587,0.40278997,0.06237062,0.01287168,0.27801589,0.24867517,0.27923970,0.01525509,0.22493535
-2.52426213,1.03887060,0.39394392,0.06063338,0.01158757,0.27292282,0.24781063,0.27485374,0.01544030,0.22126394
-2.51825913,1.02275359,0.38606284,0.05922930,0.01040444,0.26855237,0.24831064,0.27084171,0.01569263,0.21979676
-2.51225613,1.01007547,0.37912428,0.05815444,0.00933399,0.26487555,0.25007013,0.26712912,0.01600505,0.22042695
-2.50625313,1.00057980,0.37309652,0.05740004,0.00838612,0.26185838,0.25297323,0.26364218,0.01637007,0.22300956
-2.50025013,0.99398455,0.36794299,0.05695319,0.00756921,0.25946501,0.25689518,0.26031099,0.01677978,0.22736357
-2.49424712,0.98999411,0.36362685,0.05679759,0.00689039,0.25766070,0.26170474,0.25707247,0.01722604,0.23327497
-2.48824412,0.98831122,0.36011527,0.05691432,0.00635581,0.25641470,0.26726674,0.25387310,0.01770047,0.24050101
-2.48224112,0.98864858,0.35738342,0.05728263,0.00597101,0.25570284,0.27344508,0.25067122,0.01819458,0.24877529
-2.47623812,0.99073967,0.35541788,0.05788069,0.00574107,0.25550973,0.28010588,0.24743883,0.01869976,0.25781382
-2.47023512,0.99434862,0.35421938,0.05868633,0.00567090,0.25583059,0.28712091,0.24416299,0.01920742,0.26732170
-2.46423212,0.99927875,0.35380476,0.05967770,0.00576533,0.25667254,0.29437113,0.24084656,0.01970899,0.27700040
-2.45822911,1.00537961,0.35420808,0.06083394,0.00602914,0.25805539,0.30175031,0.23750849,0.02019611,0.28655532
-2.45222611,1.01255238,0.35548084,0.06213566,0.00646706,0.26001191,0.30916850,0.23418355,0.02066070,0.29570344
-2.44622311,1.02075331,0.35769124,0.06356542,0.00708354,0.26258748,0.31655529,0.23092154,0.02109514,0.30418073
-2.44022011,1.02999510,0.36092253,0.06510807,0.00788257,0.26583920,0.32386258,0.22778603,0.02149247,0.31174922
-2.43421711,1.04034607,0.36527044,0.06675096,0.00886732,0.26983436,0.33106680,0.22485266,0.02184662,0.31820321
-2.42821411,1.05192701,0.37083960,0.06848405,0.01003971,0.27464838,0.33817025,0.22220705,0.02215257,0.32337459
-2.42221111,1.06490547,0.37773925,0.07029983,0.01139993,0.28036212,0.34520144,0.21994225,0.02240664,0.32713699
-2.41620810,1.07948779,0.38607803,0.07219314,0.01294598,0.28705862,0.35221424,0.21815599,0.02260666,0.32940844
-2.41020510,1.09590854,0.39595815,0.07416081,0.01467312,0.29481939,0.35928585,0.21694752,0.02275217,0.33015270
-2.40420210,1.11441806,0.40746905,0.07620118,0.01657342,0.30372026,0.36651335,0.21641431,0.02284454,0.32937885
-2.39819910,1.13526793,0.42068069,0.07831349,0.01863531,0.31382695,0.37400897,0.21664857,0.02288706,0.32713951
-2.39219610,1.15869538,0.43563681,0.08049718,0.02084328,0.32519050,0.38189422,0.21773374,0.02288495,0.32352747
-2.38619310,1.18490678,0.45234839,0.08275114,0.02317769,0.33784277,0.39029297,0.21974101,0.02284529,0.31867108
-2.38019010,1.21406145,0.47078765,0.08507295,0.02561469,0.35179221,0.39932386,0.22272607,0.02277687,0.31272852
-2.37418709,1.24625629,0.49088298,0.08745814,0.02812641,0.36702023,0.40909228,0.22672617,0.02269002,0.30588130
-2.36818409,1.28151238,0.51251515,0.08989959,0.03068123,0.38347832,0.41968247,0.23175772,0.02259628,0.29832719
-2.36218109,1.31976442,0.53551506,0.09238704,0.03324435,0.40108626,0.43115009,0.23781451,0.02250812,0.29027303
-2.35617809,1.36085387,0.55966350,0.09490683,0.03577848,0.41973158,0.44351574,0.24486679,0.02243852,0.28192769
-2.35017509,1.40452657,0.58469305,0.09744190,0.03824477,0.43927056,0.45675994,0.25286123,0.02240063,0.27349548
-2.34417209,1.45043533,0.61029224,0.09997199,0.04060380,0.45953071,0.47081983,0.26172197,0.02240734,0.26517036
-2.33816908,1.49814788,0.63611208,0.10247421,0.04281681,0.48031502,0.48558802,0.27135276,0.02247093,0.25713111
-2.33216608,1.54716002,0.66177489,0.10492384,0.04484688,0.50140760,0.50091380,0.28164010,0.02260274,0.24953768
-2.32616308,1.59691377,0.68688504,0.10729539,0.04666020,0.52258086,0.51660667,0.29245752,0.02281283,0.24252876
-2.32016008,1.64681976,0.71104145,0.10956388,0.04822730,0.54360382,0.53244223,0.30367063,0.02310983,0.23622066
-2.31415708,1.69628295,0.73385116,0.11170619,0.04952413,0.56425111,0.54817016,0.31514288,0.02350070,0.23070730
-2.30815408,1.74473018,0.75494354,0.11370260,0.05053304,0.58431244,0.56352402,0.32674174,0.02399070,0.22606140
-2.30215108,1.79163840,0.77398429,0.11553816,0.05124355,0.60360190,0.57823230,0.33834500,0.02458333,0.22233638
-2.29614807,1.83656159,0.79068874,0.11720399,0.05165283,0.62196658,0.59203014,0.34984676,0.02528039,0.21956906
-2.29014507,1.87915501,0.80483357,0.11869836,0.05176597,0.63929405,0.60467126,0.36116287,0.02608206,0.21778257
-2.28414207,1.91919493,0.81626628,0.12002747,0.05159591,0.65551813,0.61593910,0.37223542,0.02698703,0.21698947
-2.27813907,1.95659262,0.82491199,0.12120579,0.05116304,0.67062258,0.62565690,0.38303588,0.02799264,0.21719455
-2.27213607,1.99140133,0.83077698,0.12225603,0.05049462,0.68464239,0.63369582,0.39356681,0.02909508,0.21839733
-2.26613307,2.02381552,0.83394875,0.12320858,0.04962378,0.69766244,0.63998071,0.40386166,0.03028953,0.22059383
-2.26013007,2.05416198,0.83459246,0.12410053,0.04858842,0.70981341,0.64449325,0.41398286,0.03157030,0.22377757
-2.25412706,2.08288297,0.83294386,0.12497422,0.04742988,0.72126520,0.64727202,0.42401798,0.03293097,0.22793973
-2.24812406,2.11051192,0.82929897,0.12587536,0.04619147,0.73221783,0.64840973,0.43407413,0.03436450,0.23306842
-2.24212106,2.13764277,0.82400104,0.12685090,0.04491696,0.74289049,0.64804752,0.44427090,0.03586326,0.23914718
-2.23611806,2.16489441,0.81742530,0.12794668,0.04364909,0.75350903,0.64636675,0.45473198,0.03741908,0.24615270
-2.23011506,2.19287205,0.80996232,0.12920488,0.04242813,0.76429264,0.64357872,0.46557607,0.03902324,0.25405218
-2.22411206,2.22212748,0.80200078,0.13066164,0.04129057,0.77544027,0.63991292,0.47690742,0.04066650,0.26280030
-2.21810905,2.25312044,0.79391051,0.13234475,0.04026799,0.78711763,0.63560433,0.48880650,0.04233900,0.27233628
-2.21210605,2.28618319,0.78602662,0.13427164,0.03938617,0.79944542,0.63088081,0.50132146,0.04403025,0.28258113
-2.20610305,2.32149041,0.77863553,0.13644779,0.03866446,0.81248936,0.62595088,0.51446079,0.04572916,0.29343549
-2.20010005,2.35903614,0.77196353,0.13886562,0.03811538,0.82625276,0.62099289,0.52818756,0.04742394,0.30477818
-2.19409705,2.39861909,0.76616842,0.14150394,0.03774456,0.84067192,0.61614603,0.54241586,0.04910220,0.31646579
-2.18809405,2.43983758,0.76133461,0.14432806,0.03755092,0.85561470,0.61150365,0.55700945,0.05075098,0.32833328
-2.18209105,2.48209425,0.75747178,0.14729043,0.03752709,0.87088252,0.60710922,0.57178298,0.05235686,0.34019584
-2.17608804,2.52461076,0.75451715,0.15033198,0.03766011,0.88621553,0.60295517,0.58650567,0.05390610,0.35185194
-2.17008504,2.56645176,0.75234111,0.15338397,0.03793223,0.90130090,0.59898451,0.60090744,0.05538484,0.36308737
-2.16408204,2.60655715,0.75075581,0.15637032,0.03832196,0.91578391,0.59509514,0.61468718,0.05677932,0.37368049
-2.15807904,2.64378102,0.74952627,0.15921028,0.03880507,0.92928109,0.59114656,0.62752286,0.05807616,0.38340800
-2.15207604,2.67693544,0.74838327,0.16182139,0.03935576,0.94139500,0.58696849,0.63908299,0.05926266,0.39205143
-2.14607304,2.70483699,0.74703734,0.16412253,0.03994775,0.95172990,0.58237100,0.64903885,0.06032705,0.39940378
-2.14007004,2.72635386,0.74519321,0.16603689,0.04055526,0.95990743,0.57715537,0.65707706,0.06125884,0.40527609
-2.13406703,2.74045101,0.74256380,0.16749486,0.04115402,0.96558171,0.57112540,0.66291174,0.06204908,0.40950365
-2.12806403,2.74623158,0.73888327,0.16843653,0.04172199,0.96845302,0.56409823,0.66629581,0.06269055,0.41195150
-2.12206103,2.74297238,0.73391838,0.16881375,0.04223999,0.96827950,0.55591444,0.66703083,0.06317805,0.41251902
-2.11605803,2.73015198,0.72747775,0.16859181,0.04269213,0.96488630,0.54644672,0.66497506,0.06350843,0.41114338
-2.11005503,2.70747030,0.71941868,0.16775040,0.04306606,0.95817179,0.53560686,0.66004921,0.06368070,0.40780157
-2.10405203,2.67485881,0.70965130,0.16628405,0.04335297,0.94811064,0.52335085,0.65223989,0.06369598,0.40251120
-2.09804902,2.63248132,0.69813999,0.16420191,0.04354748,0.93475372,0.50968169,0.64160040,0.06355744,0.39532973
-2.09204602,2.58072548,0.68490224,0.16152702,0.04364732,0.91822479,0.49465021,0.62824916,0.06327007,0.38635244
-2.08604302,2.52018579,0.67000508,0.15829498,0.04365289,0.89871446,0.47835369,0.61236568,0.06284046,0.37570906
-2.08004002,2.45163930,0.65355951,0.15455224,0.04356677,0.87647169,0.46093262,0.59418440,0.06227650,0.36355945
-2.07403702,2.37601533,0.63571336,0.15035404,0.04339307,0.85179336,0.44256577,0.57398689,0.06158705,0.35008826
-2.06803402,2.29436100,0.61664299,0.14576212,0.04313690,0.82501262,0.42346390,0.55209247,0.06078157,0.33549920
-2.06203102,2.20780439,0.59654454,0.14084236,0.04280371,0.79648648,0.40386254,0.52884805,0.05986981,0.32000880
-2.05602801,2.11751715,0.57562503,0.13566245,0.04239881,0.76658355,0.38401408,0.50461742,0.05886150,0.30384026
-2.05002501,2.02467830,0.55409397,0.13028969,0.04192691,0.73567233,0.36417964,0.47977055,0.05776605,0.28721745
-2.04402201,1.93044098,0.53215583,0.12478902,0.04139177,0.70411072,0.34462099,0.45467324,0.05659243,0.27035942
-2.03801901,1.83590326,0.51000376,0.11922143,0.04079598,0.67223722,0.32559299,0.42967762,0.05534907,0.25347554
-2.03201601,1.74208427,0.48781479,0.11364268,0.04014091,0.64036410,0.30733660,0.40511367,0.05404384,0.23676145
-2.02601301,1.64990625,0.46574666,0.10810253,0.03942673,0.60877280,0.29007287,0.38128209,0.05268421,0.22039601
-2.02001001,1.56018276,0.44393633,0.10264430,0.03865258,0.57771162,0.27399793,0.35844873,0.05127741,0.20453919
-2.01400700,1.47361327,0.42250011,0.09730493,0.03781682,0.54739555,0.25927923,0.33684048,0.04983079,0.18933095
-2.00800400,1.39078345,0.40153520,0.09211533,0.03691741,0.51800817,0.24605291,0.31664287,0.04835212,0.17489111
-2.00200100,1.31217074,0.38112250,0.08710111,0.03595228,0.48970516,0.23442240,0.29799917,0.04685007,0.16131999
-1.99599800,1.23815425,0.36133028,0.08228347,0.03491973,0.46261918,0.22445825,0.28101090,0.04533456,0.14869990
-1.98999500,1.16902783,0.34221850,0.07768037,0.03381886,0.43686549,0.21619894,0.26573969,0.04381722,0.13709710
-1.98399200,1.10501536,0.32384329,0.07330758,0.03264992,0.41254797,0.20965269,0.25221015,0.04231172,0.12656418
-1.97798899,1.04628690,0.30626136,0.06917993,0.03141462,0.38976495,0.20480012,0.24041373,0.04083403,0.11714273
-1.97198599,0.99297467,0.28953395,0.06531226,0.03011633,0.36861450,0.20159755,0.23031312,0.03940259,0.10886594
-1.96598299,0.94518776,0.27373008,0.06172034,0.02876019,0.34919867,0.19998072,0.22184719,0.03803834,0.10176110
-1.95997999,0.90302470,0.25892885,0.05842152,0.02735317,0.33162643,0.19986894,0.21493610,0.03676455,0.09585186
-1.95397699,0.86658312,0.24522066,0.05543506,0.02590392,0.31601509,0.20116926,0.20948641,0.03560652,0.09115991
-1.94797399,0.83596608,0.23270715,0.05278226,0.02442265,0.30248993,0.20378061,0.20539600,0.03459116,0.08770628
-1.94197099,0.81128450,0.22150003,0.05048621,0.02292080,0.29118222,0.20759770,0.20255868,0.03374627,0.08551185
-1.93596798,0.79265589,0.21171856,0.04857126,0.02141075,0.28222550,0.21251450,0.20086817,0.03309984,0.08459734
-1.92996498,0.78019922,0.20348609,0.04706227,0.01990540,0.27575036,0.21842717,0.20022154,0.03267908,0.08498246
-1.92396198,0.77402638,0.19692550,0.04598350,0.01841781,0.27187803,0.22523628,0.20052184,0.03250943,0.08668455
-1.91795898,0.77423056,0.19215396,0.04535746,0.01696072,0.27071291,0.23284827,0.20167990,0.03261354,0.08971649
-1.91195598,0.78087230,0.18927708,0.04520352,0.01554624,0.27233466,0.24117602,0.20361530,0.03301010,0.09408421
-1.90595298,0.79396377,0.18838286,0.04553647,0.01418545,0.27679001,0.25013861,0.20625643,0.03371286,0.09978374
-1.89994997,0.81345238,0.18953549,0.04636512,0.01288810,0.28408493,0.25966019,0.20953977,0.03472961,0.10679809
-1.89394697,0.83920434,0.19276951,0.04769088,0.01166239,0.29417740,0.26966812,0.21340834,0.03606133,0.11509401
-1.88794397,0.87098932,0.19808441,0.04950662,0.01051482,0.30697145,0.28009048,0.21780959,0.03770146,0.12461894
-1.88194097,0.90846716,0.20544002,0.05179556,0.00945005,0.32231251,0.29085313,0.22269270,0.03963545,0.13529825
-1.87593797,0.95117741,0.21475302,0.05453056,0.00847095,0.33998481,0.30187653,0.22800562,0.04184046,0.14703302
-1.86993497,0.99853269,0.22589456,0.05767371,0.00757857,0.35971071,0.31307262,0.23369200,0.04428538,0.15969855
-1.86393197,1.04981651,0.23868944,0.06117617,0.00677232,0.38115245,0.32434186,0.23968818,0.04693115,0.17314371
-1.85792896,1.10418620,0.25291683,0.06497859,0.00605009,0.40391622,0.33557098,0.24592059,0.04973133,0.18719131
-1.85192596,1.16068118,0.26831262,0.06901178,0.00540843,0.42755870,0.34663138,0.25230362,0.05263299,0.20163962
-1.84592296,1.21823680,0.28457352,0.07319788,0.00484282,0.45159577,0.35737858,0.25873830,0.05557788,0.21626499
-1.83991996,1.27570368,0.30136281,0.07745186,0.00434784,0.47551337,0.36765279,0.26511186,0.05850379,0.23082566
-1.83391696,1.33187195,0.31831757,0.08168349,0.00391747,0.49878005,0.37728081,0.27129828,0.06134622,0.24506663
-1.82791396,1.38549992,0.33505736,0.08579943,0.00354528,0.52086080,0.38607904,0.27715996,0.06404009,0.25872548
