energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.84392196,0.34671885,0.00044343,0.01259384,0.24519430,0.00214697,0.18350781,0.05902123,0.02290150
-5.83791896,0.36633538,0.00054324,0.01328143,0.26491850,0.00235150,0.19353849,0.06356382,0.02411325
-5.83191596,0.38768144,0.00066101,0.01399872,0.28517814,0.00255991,0.20458772,0.06845513,0.02542673
-5.82591296,0.41051741,0.00079886,0.01473172,0.30570675,0.00276995,0.21654514,0.07366652,0.02682431
-5.81990995,0.43457633,0.00095892,0.01546524,0.32621801,0.00297927,0.22928625,0.07916576,0.02828649
-5.81390695,0.45957430,0.00114330,0.01618342,0.34641402,0.00318554,0.24267774,0.08491850,0.02979271
-5.80790395,0.48522188,0.00135395,0.01687023,0.36599452,0.00338653,0.25658324,0.09088982,0.03132212
-5.80190095,0.51123586,0.00159266,0.01751004,0.38466657,0.00358020,0.27086919,0.09704585,0.03285447
-5.79589795,0.53735087,0.00186092,0.01808822,0.40215433,0.00376485,0.28541062,0.10335533,0.03437094
-5.78989495,0.56333034,0.00215986,0.01859166,0.41820851,0.00393918,0.30009654,0.10979090,0.03585498
-5.78389195,0.58897619,0.00249018,0.01900932,0.43261503,0.00410240,0.31483460,0.11633038,0.03729296
-5.77788894,0.61413685,0.00285202,0.01933266,0.44520244,0.00425434,0.32955490,0.12295751,0.03867485
-5.77188594,0.63871306,0.00324493,0.01955606,0.45584777,0.00439549,0.34421264,0.12966256,0.03999461
-5.76588294,0.66266129,0.00366777,0.01967703,0.46448052,0.00452704,0.35878946,0.13644235,0.04125050
-5.75987994,0.68599446,0.00411868,0.01969640,0.47108453,0.00465090,0.37329348,0.14330002,0.04244511
-5.75387694,0.70877985,0.00459506,0.01961835,0.47569763,0.00476971,0.38775789,0.15024430,0.04358531
-5.74787394,0.73113436,0.00509351,0.01945029,0.47840914,0.00488677,0.40223817,0.15728839,0.04468183
-5.74187094,0.75321719,0.00560990,0.01920261,0.47935525,0.00500598,0.41680809,0.16444858,0.04574884
-5.73586793,0.77522029,0.00613940,0.01888836,0.47871257,0.00513169,0.43155462,0.17174250,0.04680317
-5.72986493,0.79735692,0.00667654,0.01852280,0.47669015,0.00526865,0.44657192,0.17918723,0.04786356
-5.72386193,0.81984898,0.00721531,0.01812279,0.47352031,0.00542174,0.46195476,0.18679730,0.04894964
-5.71785893,0.84291344,0.00774928,0.01770624,0.46944878,0.00559587,0.47779167,0.19458263,0.05008099
-5.71185593,0.86674871,0.00827175,0.01729143,0.46472464,0.00579574,0.49415803,0.20254664,0.05127606
-5.70585293,0.89152143,0.00877591,0.01689635,0.45959042,0.00602563,0.51110959,0.21068452,0.05255116
-5.69984992,0.91735434,0.00925501,0.01653803,0.45427298,0.00628922,0.52867655,0.21898171,0.05391956
-5.69384692,0.94431585,0.00970251,0.01623193,0.44897533,0.00658938,0.54685869,0.22741294,0.05539060
-5.68784392,0.97241189,0.01011231,0.01599143,0.44387005,0.00692798,0.56562170,0.23594150,0.05696908
-5.68184092,1.00158032,0.01047886,0.01582732,0.43909423,0.00730577,0.58489497,0.24451920,0.05865474
-5.67583792,1.03168845,0.01079735,0.01574749,0.43474631,0.00772225,0.60457106,0.25308677,0.06044199
-5.66983492,1.06253395,0.01106384,0.01575670,0.43088493,0.00817560,0.62450692,0.26157489,0.06231994
-5.66383192,1.09384901,0.01127534,0.01585646,0.42752956,0.00866268,0.64452694,0.26990579,0.06427260
-5.65782891,1.12530812,0.01142996,0.01604508,0.42466302,0.00917907,0.66442787,0.27799541,0.06627936
-5.65182591,1.15653905,0.01152689,0.01631786,0.42223566,0.00971917,0.68398540,0.28575605,0.06831572
-5.64582291,1.18713680,0.01156648,0.01666736,0.42017091,0.01027634,0.70296237,0.29309954,0.07035428
-5.63981991,1.21668016,0.01155021,0.01708379,0.41837191,0.01084314,0.72111825,0.29994067,0.07236584
-5.63381691,1.24475019,0.01148066,0.01755553,0.41672898,0.01141157,0.73821962,0.30620091,0.07432070
-5.62781391,1.27094997,0.01136148,0.01806970,0.41512746,0.01197339,0.75405122,0.31181227,0.07619010
-5.62181091,1.29492471,0.01119728,0.01861269,0.41345560,0.01252040,0.76842708,0.31672098,0.07794758
-5.61580790,1.31638139,0.01099353,0.01917087,0.41161217,0.01304487,0.78120139,0.32089107,0.07957042
-5.60980490,1.33510693,0.01075650,0.01973111,0.40951340,0.01353977,0.79227822,0.32430741,0.08104095
-5.60380190,1.35098393,0.01049308,0.02028140,0.40709892,0.01399918,0.80162000,0.32697823,0.08234771
-5.59779890,1.36400302,0.01021066,0.02081128,0.40433656,0.01441852,0.80925383,0.32893682,0.08348632
-5.59179590,1.37427106,0.00991703,0.02131222,0.40122559,0.01479481,0.81527547,0.33024234,0.08446021
-5.58579290,1.38201447,0.00962020,0.02177795,0.39779843,0.01512681,0.81985042,0.33097957,0.08528082
-5.57978989,1.38757725,0.00932828,0.02220456,0.39412069,0.01541516,0.82321197,0.33125749,0.08596765
-5.57378689,1.39141334,0.00904933,0.02259052,0.39028946,0.01566232,0.82565601,0.33120680,0.08654775
-5.56778389,1.39407357,0.00879124,0.02293655,0.38643001,0.01587257,0.82753272,0.33097621,0.08705497
-5.56178089,1.39618725,0.00856157,0.02324540,0.38269102,0.01605180,0.82923519,0.33072775,0.08752876
-5.55577789,1.39843933,0.00836743,0.02352150,0.37923854,0.01620724,0.83118556,0.33063118,0.08801271
-5.54977489,1.40154372,0.00821534,0.02377047,0.37624895,0.01634722,0.83381895,0.33085770,0.08855281
-5.54377189,1.40621417,0.00811114,0.02399871,0.37390129,0.01648075,0.83756614,0.33157325,0.08919557
-5.53776888,1.41313385,0.00805981,0.02421279,0.37236929,0.01661714,0.84283549,0.33293167,0.08998599
-5.53176588,1.42292524,0.00806543,0.02441900,0.37181356,0.01676555,0.84999523,0.33506807,0.09096561
-5.52576288,1.43612173,0.00813108,0.02462282,0.37237423,0.01693460,0.85935677,0.33809273,0.09217062
-5.51975988,1.45314252,0.00825873,0.02482854,0.37416462,0.01713200,0.87116011,0.34208586,0.09363022
-5.51375688,1.47427211,0.00844922,0.02503891,0.37726603,0.01736415,0.88556196,0.34709349,0.09536521
-5.50775388,1.49964557,0.00870224,0.02525499,0.38172418,0.01763593,0.90262746,0.35312478,0.09738708
-5.50175088,1.52924057,0.00901630,0.02547598,0.38754748,0.01795045,0.92232581,0.36015093,0.09969743
-5.49574787,1.56287667,0.00938884,0.02569937,0.39470718,0.01830900,0.94453036,0.36810574,0.10228790
-5.48974487,1.60022215,0.00981620,0.02592107,0.40313958,0.01871105,0.96902319,0.37688800,0.10514066
-5.48374187,1.64080826,0.01029383,0.02613572,0.41275025,0.01915431,0.99550401,0.38636551,0.10822931
-5.47773887,1.68405026,0.01081638,0.02633710,0.42342003,0.01963500,1.02360321,0.39638060,0.11152027
-5.47173587,1.72927440,0.01137786,0.02651862,0.43501271,0.02014809,1.05289842,0.40675705,0.11497458
-5.46573287,1.77574973,0.01197193,0.02667380,0.44738403,0.02068772,1.08293384,0.41730795,0.11854996
-5.45972986,1.82272302,0.01259205,0.02679686,0.46039159,0.02124762,1.11324147,0.42784432,0.12220316
-5.45372686,1.86945540,0.01323178,0.02688318,0.47390522,0.02182156,1.14336330,0.43818389,0.12589236
-5.44772386,1.91525875,0.01388504,0.02692980,0.48781741,0.02240390,1.17287328,0.44815982,0.12957958
-5.44172086,1.95953015,0.01454637,0.02693580,0.50205320,0.02298999,1.20139804,0.45762879,0.13323296
-5.43571786,2.00178268,0.01521115,0.02690255,0.51657905,0.02357671,1.22863541,0.46647820,0.13682876
-5.42971486,2.04167100,0.01587588,0.02683389,0.53141032,0.02416280,1.25436964,0.47463196,0.14035303
-5.42371186,2.07901030,0.01653837,0.02673618,0.54661669,0.02474918,1.27848272,0.48205475,0.14380285
-5.41770885,2.11378786,0.01719783,0.02661816,0.56232545,0.02533921,1.30096097,0.48875432,0.14718696
-5.41170585,2.14616619,0.01785505,0.02649073,0.57872209,0.02593869,1.32189675,0.49478187,0.15052593
-5.40570285,2.17647781,0.01851238,0.02636665,0.59604817,0.02655595,1.34148489,0.50023036,0.15385166
-5.39969985,2.20521152,0.01917372,0.02626004,0.61459632,0.02720157,1.36001408,0.50523076,0.15720631
-5.39369685,2.23299078,0.01984442,0.02618592,0.63470234,0.02788816,1.37785344,0.50994642,0.16064065
-5.38769385,2.26054505,0.02053110,0.02615959,0.65673459,0.02862989,1.39543494,0.51456581,0.16421196
-5.38169085,2.28867523,0.02124142,0.02619611,0.68108089,0.02944199,1.41323223,0.51929387,0.16798141
-5.37568784,2.31821468,0.02198375,0.02630965,0.70813328,0.03034003,1.43173690,0.52434229,0.17201118
-5.36968484,2.34998753,0.02276685,0.02651295,0.73827106,0.03133927,1.45143326,0.52991926,0.17636134
-5.36368184,2.38476590,0.02359946,0.02681681,0.77184271,0.03245383,1.47277253,0.53621900,0.18108665
-5.35767884,2.42322804,0.02448981,0.02722963,0.80914722,0.03369592,1.49614777,0.54341156,0.18623335
-5.35167584,2.46591905,0.02544525,0.02775702,0.85041557,0.03507502,1.52187055,0.55163342,0.19183619
-5.34567284,2.51321593,0.02647173,0.02840153,0.89579297,0.03659716,1.55015036,0.56097908,0.19791570
-5.33966983,2.56529837,0.02757338,0.02916243,0.94532269,0.03826423,1.58107775,0.57149429,0.20447585
-5.33366683,2.62212670,0.02875209,0.03003561,0.99893203,0.04007341,1.61461179,0.58317100,0.21150229
-5.32766383,2.68342774,0.03000716,0.03101358,1.05642123,0.04201677,1.65057261,0.59594435,0.21896112
-5.32166083,2.74868942,0.03133500,0.03208554,1.11745580,0.04408098,1.68863914,0.60969186,0.22679834
-5.31565783,2.81716437,0.03272888,0.03323754,1.18156290,0.04624729,1.72835240,0.62423489,0.23493998
-5.30965483,2.88788243,0.03417882,0.03445272,1.24813203,0.04849158,1.76912412,0.63934226,0.24329293
-5.30365183,2.95967174,0.03567158,0.03571164,1.31642043,0.05078475,1.81025048,0.65473600,0.25174653
-5.29764882,3.03118783,0.03719072,0.03699265,1.38556323,0.05309321,1.85093038,0.67009904,0.26017477
-5.29164582,3.10094949,0.03871681,0.03827234,1.45458832,0.05537961,1.89028779,0.68508441,0.26843910
-5.28564282,3.16738047,0.04022773,0.03952601,1.52243571,0.05760372,1.92739721,0.69932590,0.27639186
-5.27963982,3.22885542,0.04169915,0.04072825,1.58798091,0.05972350,1.96131137,0.71244942,0.28388002
-5.27363682,3.28374856,0.04310506,0.04185348,1.65006190,0.06169621,1.99109033,0.72408501,0.29074938
-5.26763382,3.33048340,0.04441836,0.04287653,1.70750869,0.06347962,2.01583079,0.73387878,0.29684886
-5.26163082,3.36758180,0.04561167,0.04377330,1.75917476,0.06503332,2.03469471,0.74150452,0.30203486
-5.25562781,3.39371075,0.04665803,0.04452131,1.80396928,0.06631988,2.04693615,0.74667441,0.30617562
-5.24962481,3.40772501,0.04753176,0.04510034,1.84088893,0.06730607,2.05192552,0.74914855,0.30915519
-5.24362181,3.40870450,0.04820926,0.04549294,1.86904827,0.06796393,2.04917030,0.74874294,0.31087711
-5.23761881,3.39598474,0.04866981,0.04568495,1.88770744,0.06827165,2.03833151,0.74533560,0.31126756
-5.23161581,3.36917950,0.04889629,0.04566594,1.89629613,0.06821433,2.01923549,0.73887059,0.31027783
-5.22561281,3.32819483,0.04887581,0.04542955,1.89443282,0.06778450,1.99188042,0.72935988,0.30788606
-5.21960980,3.27323389,0.04860029,0.04497372,1.88193850,0.06698242,1.95643752,0.71688299,0.30409817
-5.21360680,3.20479255,0.04806679,0.04430086,1.85884429,0.06581614,1.91324677,0.70158441,0.29894792
-5.20760380,3.12364585,0.04727774,0.04341784,1.82539249,0.06430128,1.86280759,0.68366900,0.29249610
-5.20160080,3.03082600,0.04624104,0.04233585,1.78203121,0.06246063,1.80576450,0.66339547,0.28482889
-5.19559780,2.92759266,0.04496986,0.04107022,1.72940238,0.06032354,1.74288870,0.64106839,0.27605538
-5.18959480,2.81539688,0.04348240,0.03964003,1.66832403,0.05792504,1.67505607,0.61702890,0.26630449
-5.18359180,2.69583993,0.04180139,0.03806766,1.59976716,0.05530492,1.60322253,0.59164461,0.25572124
-5.17758879,2.57062871,0.03995348,0.03637824,1.52482842,0.05250663,1.52839769,0.56529908,0.24446262
-5.17158579,2.44152960,0.03796852,0.03459908,1.44469947,0.04957607,1.45161785,0.53838121,0.23269327
-5.16558279,2.31032217,0.03587877,0.03275896,1.36063434,0.04656047,1.37391928,0.51127510,0.22058098
-5.15957979,2.17875484,0.03371795,0.03088753,1.27391601,0.04350714,1.29631273,0.48435054,0.20829236
-5.15357679,2.04850364,0.03152039,0.02901460,1.18582341,0.04046238,1.21976016,0.45795464,0.19598874
-5.14757379,1.92113565,0.02932016,0.02716952,1.09760014,0.03747043,1.14515418,0.43240459,0.18382246
-5.14157079,1.79807808,0.02715016,0.02538064,1.01042569,0.03457249,1.07330109,0.40798207,0.17193371
-5.13556778,1.68059369,0.02504141,0.02367473,0.92539029,0.03180595,1.00490752,0.38492901,0.16044794
-5.12956478,1.56976303,0.02302233,0.02207664,0.84347393,0.02920373,0.94057120,0.36344504,0.14947400
-5.12356178,1.46647340,0.02111818,0.02060888,0.76552993,0.02679374,0.88077558,0.34368635,0.13910292
-5.11755878,1.37141447,0.01935062,0.01929141,0.69227342,0.02459857,0.82588829,0.32576595,0.12940735
-5.11155578,1.28507985,0.01773737,0.01814146,0.62427452,0.02263527,0.77616300,0.30975506,0.12044172
-5.10555278,1.20777390,0.01629201,0.01717343,0.56195626,0.02091531,0.73174420,0.29568555,0.11224283
-5.09954977,1.13962295,0.01502395,0.01639889,0.50559668,0.01944463,0.69267437,0.28355305,0.10483099
-5.09354677,1.08058975,0.01393838,0.01582656,0.45533469,0.01822387,0.65890300,0.27332055,0.09821152
-5.08754377,1.03049033,0.01303649,0.01546245,0.41117910,0.01724862,0.63029681,0.26492231,0.09237641
-5.08154077,0.98901207,0.01231560,0.01530988,0.37302020,0.01650983,0.60665050,0.25826783,0.08730625
-5.07553777,0.95573242,0.01176954,0.01536959,0.34064326,0.01599426,0.58769783,0.25324573,0.08297205
-5.06953477,0.93013717,0.01138891,0.01563989,0.31374330,0.01568495,0.57312230,0.24972746,0.07933715
-5.06353177,0.91163811,0.01116155,0.01611668,0.29194056,0.01556184,0.56256738,0.24757071,0.07635886
-5.05752876,0.89958939,0.01107291,0.01679354,0.27479626,0.01560228,0.55564594,0.24662250,0.07399005
-5.05152576,0.89330254,0.01110653,0.01766182,0.26182801,0.01578169,0.55194889,0.24672209,0.07218048
-5.04552276,0.89206011,0.01124451,0.01871064,0.25252486,0.01607419,0.55105293,0.24770348,0.07087789
-5.03951976,0.89512795,0.01146798,0.01992693,0.24636131,0.01645320,0.55252761,0.24939787,0.07002891
-5.03351676,0.90176631,0.01175757,0.02129548,0.24281042,0.01689208,0.55594164,0.25163586,0.06957982
-5.02751376,0.91123999,0.01209390,0.02279899,0.24135565,0.01736473,0.56086873,0.25424969,0.06947704
-5.02151076,0.92282780,0.01245803,0.02441813,0.24150147,0.01784620,0.56689305,0.25707541,0.06966761
-5.01550775,0.93583146,0.01283188,0.02613167,0.24278254,0.01831323,0.57361436,0.25995508,0.07009954
-5.00950475,0.94958410,0.01319868,0.02791663,0.24477150,0.01874471,0.58065297,0.26273898,0.07072213
-5.00350175,0.96345851,0.01354329,0.02974854,0.24708534,0.01912218,0.58765451,0.26528792,0.07148626
-4.99749875,0.97687507,0.01385255,0.03160171,0.24939026,0.01943012,0.59429454,0.26747536,0.07234472
-4.99149575,0.98930921,0.01411556,0.03344962,0.25140512,0.01965627,0.60028283,0.26918959,0.07325258
-4.98549275,1.00029834,0.01432383,0.03526532,0.25290336,0.01979179,0.60536731,0.27033563,0.07416757
-4.97948974,1.00944806,0.01447147,0.03702199,0.25371352,0.01983134,0.60933749,0.27083693,0.07505052
-4.97348674,1.01643711,0.01455517,0.03869344,0.25371834,0.01977306,0.61202709,0.27063665,0.07586580
-4.96748374,1.02102115,0.01457424,0.04025470,0.25285254,0.01961841,0.61331594,0.26969851,0.07658181
-4.96148074,1.02303481,0.01453042,0.04168262,0.25109926,0.01937197,0.61313071,0.26800717,0.07717138
-4.95547774,1.02239190,0.01442777,0.04295642,0.24848549,0.01904108,0.61144457,0.26556793,0.07761216
-4.94947474,1.01908356,0.01427229,0.04405826,0.24507644,0.01863548,0.60827554,0.26240591,0.07788690
-4.94347174,1.01317434,0.01407171,0.04497367,0.24096909,0.01816679,0.60368357,0.25856460,0.07798364
-4.93746873,1.00479606,0.01383498,0.04569190,0.23628525,0.01764801,0.59776634,0.25410381,0.07789571
-4.93146573,0.99413968,0.01357196,0.04620624,0.23116415,0.01709299,0.59065393,0.24909718,0.07762166
-4.92546273,0.98144543,0.01329287,0.04651405,0.22575502,0.01651585,0.58250240,0.24362913,0.07716494
-4.91945973,0.96699138,0.01300792,0.04661682,0.22020973,0.01593046,0.57348663,0.23779166,0.07653346
-4.91345673,0.95108100,0.01272682,0.04651995,0.21467592,0.01534991,0.56379262,0.23168087,0.07573902
-4.90745373,0.93403018,0.01245840,0.04623248,0.20929064,0.01478611,0.55360959,0.22539344,0.07479655
-4.90145073,0.91615425,0.01221025,0.04576662,0.20417496,0.01424935,0.54312221,0.21902332,0.07372332
-4.89544772,0.89775560,0.01198843,0.04513729,0.19942954,0.01374802,0.53250338,0.21265857,0.07253809
-4.88944472,0.87911254,0.01179725,0.04436144,0.19513135,0.01328840,0.52190779,0.20637873,0.07126020
-4.88344172,0.86046986,0.01163910,0.04345744,0.19133171,0.01287454,0.51146675,0.20025262,0.06990878
-4.87743872,0.84203160,0.01151447,0.04244445,0.18805561,0.01250823,0.50128440,0.19433684,0.06850196
-4.87143572,0.82395650,0.01142191,0.04134173,0.18530230,0.01218909,0.49143563,0.18867498,0.06705630
-4.86543272,0.80635625,0.01135822,0.04016812,0.18304717,0.01191469,0.48196576,0.18329752,0.06558628
-4.85942971,0.78929673,0.01131859,0.03894156,0.18124466,0.01168081,0.47289209,0.17822251,0.06410412
-4.85342671,0.77280212,0.01129688,0.03767867,0.17983227,0.01148172,0.46420718,0.17345693,0.06261964
-4.84742371,0.75686171,0.01128596,0.03639455,0.17873514,0.01131054,0.45588368,0.16899873,0.06114047
-4.84142071,0.74143899,0.01127802,0.03510265,0.17787132,0.01115960,0.44788061,0.16483924,0.05967235
-4.83541771,0.72648242,0.01126497,0.03381472,0.17715719,0.01102084,0.44015046,0.16096610,0.05821966
-4.82941471,0.71193735,0.01123881,0.03254101,0.17651293,0.01088616,0.43264697,0.15736627,0.05678603
-4.82341171,0.69775822,0.01119198,0.03129042,0.17586766,0.01074785,0.42533292,0.15402908,0.05537502
-4.81740870,0.68392038,0.01111769,0.03007077,0.17516417,0.01059887,0.41818754,0.15094912,0.05399087
-4.81140570,0.67043063,0.01101021,0.02888914,0.17436276,0.01043315,0.41121309,0.14812872,0.05263916
-4.80540270,0.65733586,0.01086510,0.02775216,0.17344421,0.01024581,0.40443999,0.14557996,0.05132741
-4.79939970,0.64472912,0.01067935,0.02666634,0.17241166,0.01003335,0.39793041,0.14332589,0.05006550
-4.79339670,0.63275256,0.01045151,0.02563826,0.17129125,0.00979368,0.39177971,0.14140109,0.04886595
-4.78739370,0.62159712,0.01018167,0.02467477,0.17013160,0.00952623,0.38611577,0.13985128,0.04774393
-4.78139070,0.61149851,0.00987146,0.02378304,0.16900202,0.00923183,0.38109607,0.13873207,0.04671707
-4.77538769,0.60272996,0.00952388,0.02297056,0.16798967,0.00891261,0.37690257,0.13810692,0.04580501
-4.76938469,0.59559163,0.00914320,0.02224497,0.16719566,0.00857190,0.37373459,0.13804422,0.04502874
-4.76338169,0.59039748,0.00873468,0.02161388,0.16673041,0.00821394,0.37180000,0.13861383,0.04440974
-4.75737869,0.58746001,0.00830439,0.02108453,0.16670840,0.00784371,0.37130525,0.13988308,0.04396898
-4.75137569,0.58707382,0.00785888,0.02066343,0.16724262,0.00746665,0.37244450,0.14191252,0.04372575
-4.74537269,0.58949872,0.00740499,0.02035596,0.16843893,0.00708839,0.37538865,0.14475162,0.04369663
-4.73936968,0.59494346,0.00694951,0.02016599,0.17039073,0.00671452,0.38027482,0.14843464,0.04389425
-4.73336668,0.60355089,0.00649899,0.02009543,0.17317398,0.00635033,0.38719666,0.15297693,0.04432638
-4.72736368,0.61538550,0.00605949,0.02014397,0.17684306,0.00600063,0.39619640,0.15837195,0.04499503
-4.72136068,0.63042405,0.00563644,0.02030880,0.18142748,0.00566954,0.40725882,0.16458907,0.04589588
-4.71535768,0.64854992,0.00523449,0.02058448,0.18692972,0.00536043,0.42030765,0.17157242,0.04701789
-4.70935468,0.66955170,0.00485742,0.02096290,0.19332419,0.00507577,0.43520473,0.17924092,0.04834333
-4.70335168,0.69312614,0.00450812,0.02143339,0.20055749,0.00481713,0.45175206,0.18748948,0.04984803
-4.69734867,0.71888557,0.00418858,0.02198301,0.20854983,0.00458519,0.46969661,0.19619148,0.05150206
-4.69134567,0.74636958,0.00389996,0.02259686,0.21719762,0.00437979,0.48873802,0.20520235,0.05327066
-4.68534267,0.77506052,0.00364269,0.02325868,0.22637705,0.00420004,0.50853862,0.21436426,0.05511554
-4.67933967,0.80440219,0.00341655,0.02395134,0.23594858,0.00404440,0.52873571,0.22351168,0.05699637
-4.67333667,0.83382105,0.00322090,0.02465764,0.24576200,0.00391089,0.54895525,0.23247766,0.05887246
-4.66733367,0.86274896,0.00305474,0.02536097,0.25566191,0.00379718,0.56882666,0.24110047,0.06070462
-4.66133067,0.89064653,0.00291700,0.02604614,0.26549344,0.00370084,0.58799804,0.24923044,0.06245702
-4.65532766,0.91702613,0.00280660,0.02670008,0.27510776,0.00361945,0.60615104,0.25673667,0.06409908
-4.64932466,0.94147348,0.00272270,0.02731258,0.28436744,0.00355077,0.62301496,0.26351333,0.06560714
-4.64332166,0.96366707,0.00266480,0.02787695,0.29315116,0.00349291,0.63837933,0.26948523,0.06696611
-4.63731866,0.98339449,0.00263290,0.02839051,0.30135785,0.00344446,0.65210457,0.27461252,0.06817073
-4.63131566,1.00056505,0.00262757,0.02885503,0.30890996,0.00340453,0.66413026,0.27889425,0.06922660
-4.62531266,1.01521830,0.00265002,0.02927698,0.31575583,0.00337290,0.67448068,0.28237068,0.07015086
-4.61930965,1.02752789,0.00270218,0.02966767,0.32187114,0.00335000,0.68326747,0.28512418,0.07097245
-4.61330665,1.03780101,0.00278661,0.03004315,0.32725939,0.00333694,0.69068931,0.28727872,0.07173197
-4.60730365,1.04647298,0.00290653,0.03042398,0.33195146,0.00333551,0.69702863,0.28899797,0.07248114
-4.60130065,1.05409766,0.00306569,0.03083485,0.33600428,0.00334808,0.70264541,0.29048199,0.07328187
-4.59529765,1.06133352,0.00326827,0.03130401,0.33949872,0.00337756,0.70796840,0.29196267,0.07420489
-4.58929465,1.06892626,0.00351868,0.03186251,0.34253680,0.00342726,0.71348387,0.29369799,0.07532807
-4.58329165,1.07768806,0.00382142,0.03254345,0.34523829,0.00350085,0.71972244,0.29596536,0.07673439
-4.57728864,1.08847445,0.00418080,0.03338094,0.34773675,0.00360213,0.72724403,0.29905403,0.07850964
-4.57128564,1.10215903,0.00460077,0.03440906,0.35017528,0.00373497,0.73662166,0.30325698,0.08073995
-4.56528264,1.11960704,0.00508457,0.03566082,0.35270188,0.00390315,0.74842430,0.30886233,0.08350904
-4.55927964,1.14164818,0.00563455,0.03716691,0.35546465,0.00411020,0.76319928,0.31614462,0.08689555
-4.55327664,1.16904960,0.00625189,0.03895464,0.35860687,0.00435934,0.78145467,0.32535597,0.09097021
-4.54727364,1.20248959,0.00693634,0.04104677,0.36226211,0.00465333,0.80364208,0.33671761,0.09579314
-4.54127064,1.24253280,0.00768607,0.04346046,0.36654937,0.00499441,0.83014045,0.35041179,0.10141132
-4.53526763,1.28960775,0.00849744,0.04620633,0.37156859,0.00538425,0.86124113,0.36657441,0.10785618
-4.52926463,1.34398720,0.00936493,0.04928761,0.37739642,0.00582391,0.89713490,0.38528860,0.11514168
-4.52326163,1.40577235,0.01028108,0.05269953,0.38408254,0.00631386,0.93790130,0.40657939,0.12326264
-4.51725863,1.47488138,0.01123649,0.05642886,0.39164667,0.00685401,0.98350080,0.43040982,0.13219362
-4.51125563,1.55104295,0.01221996,0.06045370,0.40007639,0.00744377,1.03377018,0.45667866,0.14188842
-4.50525263,1.63379537,0.01321863,0.06474353,0.40932596,0.00808213,1.08842156,0.48521983,0.15228007
-4.49924962,1.72249162,0.01421826,0.06925961,0.41931625,0.00876778,1.14704523,0.51580378,0.16328160
-4.49324662,1.81631049,0.01520355,0.07395552,0.42993579,0.00949922,1.20911657,0.54814087,0.17478747
