energy_ev,total_up,Ag_p_up,Ag_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.25062531,3.40137459,0.30714278,0.38545163,0.89163612,2.55181444,0.03223345,0.05360952,0.38126554,0.00000000
-3.24462231,3.34032860,0.29571470,0.37063458,0.88019392,2.51890309,0.02949818,0.05131126,0.37575369,0.00000000
-3.23861931,3.28337687,0.28528814,0.35702238,0.86832269,2.48795980,0.02689707,0.04904470,0.37083949,0.00000000
-3.23261631,3.23087382,0.27606339,0.34465906,0.85610632,2.45923094,0.02445689,0.04684151,0.36644957,0.00000000
-3.22661331,3.18311766,0.26821609,0.33356563,0.84364784,2.43295616,0.02219953,0.04473249,0.36249719,0.00000000
-3.22061031,3.14034457,0.26189504,0.32374220,0.83106791,2.40935810,0.02014202,0.04274709,0.35888553,0.00000000
-3.21460730,3.10272394,0.25722107,0.31517059,0.81850253,2.38863164,0.01829661,0.04091299,0.35551146,0.00000000
-3.20860430,3.07035534,0.25428677,0.30781745,0.80609993,2.37093361,0.01667112,0.03925569,0.35226979,0.00000000
-3.20260130,3.04326730,0.25315715,0.30163760,0.79401711,2.35637374,0.01526923,0.03779832,0.34905777,0.00000000
-3.19659830,3.02141841,0.25387089,0.29657743,0.78241581,2.34500747,0.01409092,0.03656139,0.34577956,0.00000000
-3.19059530,3.00470053,0.25644210,0.29257819,0.77145845,2.33683136,0.01313291,0.03556270,0.34235040,0.00000000
-3.18459230,2.99294434,0.26086243,0.28957898,0.76130386,2.33178135,0.01238916,0.03481724,0.33870035,0.00000000
-3.17858929,2.98592665,0.26710322,0.28751931,0.75210320,2.32973406,0.01185124,0.03433717,0.33477734,0.00000000
-3.17258629,2.98337931,0.27511765,0.28634102,0.74399608,2.33051110,0.01150883,0.03413181,0.33054922,0.00000000
-3.16658329,2.98499893,0.28484251,0.28598959,0.73710685,2.33388592,0.01134998,0.03420762,0.32600493,0.00000000
-3.16058029,2.99045684,0.29619971,0.28641471,0.73154138,2.33959285,0.01136153,0.03456818,0.32115448,0.00000000
-3.15457729,2.99940846,0.30909713,0.28757012,0.72738407,2.34733742,0.01152927,0.03521412,0.31602787,0.00000000
-3.14857429,3.01150151,0.32342908,0.28941273,0.72469527,2.35680722,0.01183821,0.03614311,0.31067297,0.00000000
-3.14257129,3.02638214,0.33907609,0.29190117,0.72350903,2.36768251,0.01227273,0.03734967,0.30515241,0.00000000
-3.13656828,3.04369877,0.35590430,0.29499388,0.72383128,2.37964560,0.01281669,0.03882508,0.29953977,0.00000000
-3.13056528,3.06310308,0.37376446,0.29864682,0.72563822,2.39238832,0.01345352,0.04055722,0.29391516,0.00000000
-3.12456228,3.08424826,0.39249080,0.30281110,0.72887526,2.40561715,0.01416636,0.04253041,0.28836048,0.00000000
-3.11855928,3.10678457,0.41189987,0.30743065,0.73345634,2.41905553,0.01493815,0.04472530,0.28295462,0.00000000
-3.11255628,3.13035289,0.43178975,0.31244021,0.73926375,2.43244341,0.01575171,0.04711875,0.27776890,0.00000000
-3.10655328,3.15457681,0.45193968,0.31776375,0.74614869,2.44553429,0.01658991,0.04968390,0.27286293,0.00000000
-3.10055028,3.17905439,0.47211056,0.32331350,0.75393249,2.45809016,0.01743587,0.05239021,0.26828109,0.00000000
-3.09454727,3.20335052,0.49204636,0.32898989,0.76240887,2.46987516,0.01827311,0.05520374,0.26405000,0.00000000
-3.08854427,3.22699113,0.51147669,0.33468218,0.77134707,2.48064883,0.01908589,0.05808756,0.26017688,0.00000000
-3.08254127,3.24946035,0.53012056,0.34027018,0.78049622,2.49015987,0.01985940,0.06100224,0.25664904,0.00000000
-3.07653827,3.27020149,0.54769138,0.34562671,0.78959074,2.49814144,0.02058013,0.06390666,0.25343445,0.00000000
-3.07053527,3.28862262,0.56390311,0.35062098,0.79835694,2.50430890,0.02123615,0.06675884,0.25048349,0.00000000
-3.06453227,3.30410704,0.57847741,0.35512252,0.80652062,2.50836058,0.02181742,0.06951693,0.24773151,0.00000000
-3.05852926,3.31602871,0.59115144,0.35900572,0.81381542,2.50998209,0.02231610,0.07214043,0.24510243,0.00000000
-3.05252626,3.32377215,0.60168617,0.36215446,0.81999188,2.50885431,0.02272672,0.07459125,0.24251287,0.00000000
-3.04652326,3.32675597,0.60987457,0.36446685,0.82482655,2.50466481,0.02304645,0.07683499,0.23987678,0.00000000
-3.04052026,3.32445887,0.61554957,0.36585963,0.82813106,2.49712212,0.02327510,0.07884204,0.23711029,0.00000000
-3.03451726,3.31644643,0.61859104,0.36627192,0.82976047,2.48597207,0.02341518,0.08058864,0.23413650,0.00000000
-3.02851426,3.30239727,0.61893168,0.36566833,0.82962059,2.47101511,0.02347179,0.08205773,0.23089001,0.00000000
-3.02251126,3.28212647,0.61656129,0.36404095,0.82767379,2.45212330,0.02345241,0.08323960,0.22732099,0.00000000
-3.01650825,3.25560476,0.61152920,0.36141017,0.82394291,2.42925573,0.02336661,0.08413234,0.22339848,0.00000000
-3.01050525,3.22297183,0.60394474,0.35782433,0.81851297,2.40247104,0.02322562,0.08474189,0.21911293,0.00000000
-3.00450225,3.18454259,0.59397548,0.35335803,0.81153044,2.37193603,0.02304186,0.08508190,0.21447771,0.00000000
-2.99849925,3.14080559,0.58184355,0.34810932,0.80320010,2.33792938,0.02282839,0.08517321,0.20952967,0.00000000
-2.99249625,3.09241328,0.56781988,0.34219576,0.79377936,2.30083995,0.02259835,0.08504311,0.20432857,0.00000000
-2.98649325,3.04016429,0.55221687,0.33574970,0.78357040,2.26115959,0.02236433,0.08472435,0.19895557,0.00000000
-2.98049025,2.98497866,0.53537963,0.32891287,0.77291032,2.21947052,0.02213782,0.08425391,0.19351081,0.00000000
-2.97448724,2.92786697,0.51767631,0.32183072,0.76215972,2.17642791,0.02192865,0.08367174,0.18811012,0.00000000
-2.96848424,2.86989532,0.49948787,0.31464675,0.75169031,2.13273863,0.02174459,0.08301935,0.18288116,0.00000000
-2.96248124,2.81214779,0.48119782,0.30749713,0.74187202,2.08913729,0.02159095,0.08233850,0.17795900,0.00000000
-2.95647824,2.75568864,0.46318232,0.30050596,0.73306016,2.04636097,0.02147039,0.08166989,0.17348153,0.00000000
-2.95047524,2.70152632,0.44580103,0.29378137,0.72558333,2.00512406,0.02138278,0.08105213,0.16958474,0.00000000
-2.94447224,2.65058108,0.42938909,0.28741266,0.71973248,1.96609460,0.02132526,0.08052081,0.16639810,0.00000000
-2.93846923,2.60365807,0.41425051,0.28146869,0.71575161,1.92987346,0.02129241,0.08010788,0.16404027,0.00000000
-2.93246623,2.56142709,0.40065299,0.27599748,0.71383047,1.89697736,0.02127657,0.07984131,0.16261533,0.00000000
-2.92646323,2.52440989,0.38882449,0.27102707,0.71409940,1.86782653,0.02126825,0.07974499,0.16220957,0.00000000
-2.92046023,2.49297537,0.37895136,0.26656752,0.71662662,1.84273735,0.02125661,0.07983892,0.16288903,0.00000000
-2.91445723,2.46734241,0.37117792,0.26261395,0.72141770,1.82192026,0.02123012,0.08013966,0.16469786,0.00000000
-2.90845423,2.44758989,0.36560748,0.25915026,0.72841727,1.80548241,0.02117708,0.08066095,0.16765754,0.00000000
-2.90245123,2.43367256,0.36230443,0.25615348,0.73751267,1.79343472,0.02108633,0.08141442,0.17176700,0.00000000
-2.89644822,2.42544161,0.36129723,0.25359827,0.74853920,1.78570240,0.02094777,0.08241043,0.17700355,0.00000000
-2.89044522,2.42266815,0.36258194,0.25146140,0.76128673,1.78213800,0.02075296,0.08365886,0.18332461,0.00000000
-2.88444222,2.42506802,0.36612616,0.24972590,0.77550720,1.78253600,0.02049557,0.08516984,0.19067019,0.00000000
-2.87843922,2.43232622,0.37187295,0.24838460,0.79092262,1.78664772,0.02017175,0.08695431,0.19896589,0.00000000
-2.87243622,2.44411937,0.37974471,0.24744282,0.80723335,1.79419573,0.01978035,0.08902443,0.20812640,0.00000000
-2.86643322,2.46013505,0.38964671,0.24692017,0.82412614,1.80488688,0.01932312,0.09139370,0.21805922,0.00000000
-2.86043022,2.48008680,0.40147019,0.24685116,0.84128185,1.81842319,0.01880466,0.09407689,0.22866859,0.00000000
-2.85442721,2.50372438,0.41509497,0.24728481,0.85838264,1.83451040,0.01823236,0.09708957,0.23985922,0.00000000
-2.84842421,2.53083890,0.43039159,0.24828304,0.87511838,1.85286386,0.01761614,0.10044753,0.25153984,0.00000000
-2.84242121,2.56126284,0.44722284,0.24991814,0.89119228,1.87321177,0.01696817,0.10416582,0.26362633,0.00000000
-2.83641821,2.59486558,0.46544499,0.25226928,0.90632585,1.89529617,0.01630248,0.10825767,0.27604424,0.00000000
-2.83041521,2.63154486,0.48490853,0.25541843,0.92026291,1.91887197,0.01563453,0.11273324,0.28873062,0.00000000
-2.82441221,2.67121528,0.50545869,0.25944567,0.93277304,1.94370449,0.01498070,0.11759825,0.30163504,0.00000000
-2.81840920,2.71379472,0.52693577,0.26442439,0.94365426,1.96956620,0.01435788,0.12285269,0.31471987,0.00000000
-2.81240620,2.75918984,0.54917535,0.27041637,0.95273521,1.99623305,0.01378293,0.12848946,0.32795954,0.00000000
-2.80640320,2.80728157,0.57200853,0.27746721,0.95987672,2.02348103,0.01327228,0.13449328,0.34133919,0.00000000
-2.80040020,2.85791176,0.59526217,0.28560218,0.96497296,2.05108332,0.01284149,0.14083970,0.35485254,0.00000000
-2.79439720,2.91087170,0.61875931,0.29482275,0.96795208,2.07880830,0.01250491,0.14749447,0.36849916,0.00000000
-2.78839420,2.96589324,0.64231967,0.30510400,0.96877645,2.10641871,0.01227535,0.15441318,0.38228143,0.00000000
-2.78239120,3.02264304,0.66576031,0.31639299,0.96744246,2.13367197,0.01216385,0.16154132,0.39620131,0.00000000
-2.77638819,3.08072020,0.68889657,0.32860820,0.96397981,2.16032160,0.01217947,0.16881469,0.41025712,0.00000000
-2.77038519,3.13965750,0.71154302,0.34164005,0.95845042,2.18611969,0.01232916,0.17616025,0.42444062,0.00000000
-2.76438219,3.19892603,0.73351476,0.35535257,0.95094674,2.21082011,0.01261766,0.18349736,0.43873456,0.00000000
-2.75837919,3.25794317,0.75462880,0.36958604,0.94158975,2.23418232,0.01304739,0.19073941,0.45311089,0.00000000
-2.75237619,3.31608337,0.77470558,0.38416056,0.93052628,2.25597545,0.01361851,0.19779569,0.46752978,0.00000000
-2.74637319,3.37269139,0.79357073,0.39888048,0.91792611,2.27598244,0.01432884,0.20457364,0.48193956,0.00000000
-2.74037019,3.42709737,0.81105692,0.41353935,0.90397850,2.29400393,0.01517390,0.21098117,0.49627759,0.00000000
-2.73436718,3.47863310,0.82700578,0.42792530,0.88888851,2.30986186,0.01614694,0.21692915,0.51047204,0.00000000
-2.72836418,3.52664883,0.84127003,0.44182666,0.87287302,2.32340244,0.01723898,0.22233384,0.52444449,0.00000000
-2.72236118,3.57052990,0.85371556,0.45503749,0.85615660,2.33449854,0.01843887,0.22711925,0.53811326,0.00000000
-2.71635818,3.60971262,0.86422354,0.46736288,0.83896736,2.34305139,0.01973334,0.23121925,0.55139714,0.00000000
-2.71035518,3.64369870,0.87269254,0.47862382,0.82153278,2.34899155,0.02110712,0.23457945,0.56421949,0.00000000
-2.70435218,3.67206772,0.87904047,0.48866146,0.80407566,2.35227920,0.02254304,0.23715867,0.57651225,0.00000000
-2.69834917,3.69448721,0.88320633,0.49734052,0.78681035,2.35290382,0.02402218,0.23892996,0.58821975,0.00000000
-2.69234617,3.71071993,0.88515173,0.50455191,0.76993914,2.35088328,0.02552410,0.23988120,0.59930202,0.00000000
-2.68634317,3.72062815,0.88486205,0.51021442,0.75364908,2.34626242,0.02702701,0.24001516,0.60973738,0.00000000
-2.68034017,3.72417488,0.88234712,0.51427539,0.73810909,2.33911126,0.02850811,0.23934908,0.61952414,0.00000000
-2.67433717,3.72142199,0.87764153,0.51671053,0.72346754,2.32952284,0.02994393,0.23791378,0.62868131,0.00000000
-2.66833417,3.71252545,0.87080427,0.51752283,0.70985024,2.31761086,0.03131069,0.23575238,0.63724815,0.00000000
-2.66233117,3.69772792,0.86191794,0.51674083,0.69735882,2.30350706,0.03258480,0.23291864,0.64528273,0.00000000
-2.65632816,3.67734914,0.85108730,0.51441613,0.68606963,2.28735853,0.03374327,0.22947500,0.65285935,0.00000000
-2.65032516,3.65177439,0.83843734,0.51062052,0.67603310,2.26932499,0.03476430,0.22549048,0.66006513,0.00000000
-2.64432216,3.62144173,0.82411080,0.50544282,0.66727351,2.24957594,0.03562775,0.22103843,0.66699577,0.00000000
-2.63831916,3.58682834,0.80826527,0.49898548,0.65978933,2.22828791,0.03631570,0.21619432,0.67375074,0.00000000
-2.63231616,3.54843663,0.79106997,0.49136122,0.65355398,2.20564168,0.03681293,0.21103357,0.68042823,0.00000000
-2.62631316,3.50678052,0.77270218,0.48268977,0.64851708,2.18181957,0.03710740,0.20562955,0.68711992,0.00000000
-2.62031016,3.46237235,0.75334366,0.47309487,0.64460630,2.15700280,0.03719059,0.20005174,0.69390594,0.00000000
-2.61430715,3.41571089,0.73317690,0.46270146,0.64172957,2.13136899,0.03705786,0.19436430,0.70085029,0.00000000
-2.60830415,3.36727062,0.71238158,0.45163339,0.63977783,2.10508965,0.03670864,0.18862473,0.70799677,0.00000000
-2.60230115,3.31749279,0.69113117,0.44001138,0.63862827,2.07832804,0.03614646,0.18288307,0.71536586,0.00000000
-2.59629815,3.26677825,0.66958984,0.42795146,0.63814787,2.05123704,0.03537901,0.17718126,0.72295244,0.00000000
-2.59029515,3.21548221,0.64790983,0.41556372,0.63819738,2.02395749,0.03441788,0.17155293,0.73072464,0.00000000
-2.58429215,3.16391113,0.62622923,0.40295153,0.63863544,1.99661672,0.03327835,0.16602343,0.73862383,0.00000000
-2.57828914,3.11232158,0.60467038,0.39021096,0.63932298,1.96932764,0.03197894,0.16061018,0.74656568,0.00000000
-2.57228614,3.06092113,0.58333879,0.37743056,0.64012745,1.94218825,0.03054094,0.15532325,0.75444238,0.00000000
-2.56628314,3.00987106,0.56232272,0.36469138,0.64092712,1.91528174,0.02898783,0.15016617,0.76212580,0.00000000
-2.56028014,2.95929080,0.54169333,0.35206708,0.64161497,1.88867719,0.02734463,0.14513689,0.76947165,0.00000000
-2.55427714,2.90926388,0.52150540,0.33962437,0.64210222,1.86243089,0.02563727,0.14022887,0.77632416,0.00000000
-2.54827414,2.85984500,0.50179856,0.32742337,0.64232126,1.83658820,0.02389189,0.13543230,0.78252151,0.00000000
-2.54227114,2.81106805,0.48259903,0.31551816,0.64222788,1.81118599,0.02213421,0.13073529,0.78790134,0.00000000
-2.53626813,2.76295461,0.46392161,0.30395738,0.64180267,1.78625542,0.02038894,0.12612515,0.79230653,0.00000000
-2.53026513,2.71552256,0.44577207,0.29278478,0.64105151,1.76182506,0.01867919,0.12158954,0.79559072,0.00000000
-2.52426213,2.66879440,0.42814960,0.28203983,0.64000504,1.73792395,0.01702608,0.11711764,0.79762349,0.00000000
-2.51825913,2.62280491,0.41104930,0.27175825,0.63871723,1.71458465,0.01544834,0.11270115,0.79829501,0.00000000
-2.51225613,2.57760762,0.39446470,0.26197258,0.63726283,1.69184583,0.01396201,0.10833521,0.79751996,0.00000000
-2.50625313,2.53327990,0.37838993,0.25271253,0.63573409,1.66975436,0.01258034,0.10401911,0.79524048,0.00000000
-2.50025013,2.48992633,0.36282180,0.24400542,0.63423649,1.64836654,0.01131366,0.09975686,0.79142830,0.00000000
-2.49424712,2.44768006,0.34776143,0.23587643,0.63288395,1.62774850,0.01016938,0.09555761,0.78608569,0.00000000
-2.48824412,2.40670212,0.33321546,0.22834875,0.63179346,1.60797547,0.00915216,0.09143582,0.77924543,0.00000000
-2.48224112,2.36717872,0.31919690,0.22144365,0.63107945,1.58913003,0.00826396,0.08741130,0.77096973,0.00000000
-2.47623812,2.32931649,0.30572546,0.21518045,0.63084804,1.57129929,0.00750433,0.08350906,0.76134818,0.00000000
-2.47023512,2.29333596,0.29282745,0.20957633,0.63119151,1.55457111,0.00687061,0.07975900,0.75049481,0.00000000
-2.46423212,2.25946363,0.28053527,0.20464615,0.63218298,1.53902953,0.00635818,0.07619545,0.73854439,0.00000000
-2.45822911,2.22792294,0.26888650,0.20040211,0.63387183,1.52474966,0.00596081,0.07285663,0.72564820,0.00000000
-2.45222611,2.19892457,0.25792277,0.19685338,0.63627974,1.51179232,0.00567085,0.06978399,0.71196925,0.00000000
-2.44622311,2.17265674,0.24768826,0.19400575,0.63939774,1.50019868,0.00547958,0.06702142,0.69767738,0.00000000
-2.44022011,2.14927589,0.23822821,0.19186126,0.64318428,1.48998534,0.00537744,0.06461452,0.68294417,0.00000000
-2.43421711,2.12889831,0.22958722,0.19041780,0.64756454,1.48114020,0.00535430,0.06260969,0.66793801,0.00000000
-2.42821411,2.11159318,0.22180765,0.18966888,0.65243089,1.47361938,0.00539967,0.06105333,0.65281946,0.00000000
-2.42221111,2.09737758,0.21492810,0.18960341,0.65764473,1.46734546,0.00550298,0.05999090,0.63773699,0.00000000
-2.41620810,2.08621354,0.20898200,0.19020560,0.66303943,1.46220740,0.00565377,0.05946604,0.62282338,0.00000000
-2.41020510,2.07800763,0.20399649,0.19145498,0.66842458,1.45806214,0.00584185,0.05951965,0.60819272,0.00000000
-2.40420210,2.07261304,0.19999142,0.19332657,0.67359122,1.45473808,0.00605756,0.06018898,0.59393825,0.00000000
-2.39819910,2.06983416,0.19697881,0.19579115,0.67831802,1.45204026,0.00629192,0.06150669,0.58013103,0.00000000
-2.39219610,2.06943351,0.19496240,0.19881563,0.68237815,1.44975719,0.00653680,0.06349996,0.56681950,0.00000000
-2.38619310,2.07114066,0.19393767,0.20236356,0.68554666,1.44766905,0.00678509,0.06618955,0.55402984,0.00000000
-2.38019010,2.07466290,0.19389198,0.20639572,0.68760804,1.44555692,0.00703085,0.06958894,0.54176724,0.00000000
-2.37418709,2.07969682,0.19480508,0.21087069,0.68836377,1.44321263,0.00726945,0.07370350,0.53001791,0.00000000
-2.36818409,2.08594066,0.19664969,0.21574555,0.68763947,1.44044868,0.00749766,0.07852974,0.51875163,0.00000000
-2.36218109,2.09310633,0.19939239,0.22097646,0.68529140,1.43710779,0.00771378,0.08405466,0.50792501,0.00000000
-2.35617809,2.10093083,0.20299451,0.22651929,0.68121207,1.43307147,0.00791763,0.09025532,0.49748495,0.00000000
-2.35017509,2.10918633,0.20741315,0.23233019,0.67533464,1.42826712,0.00811063,0.09709857,0.48737242,0.00000000
-2.34417209,2.11768833,0.21260216,0.23836600,0.66763593,1.42267326,0.00829571,0.10454100,0.47752619,0.00000000
-2.33816908,2.12630157,0.21851319,0.24458471,0.65813789,1.41632243,0.00847728,0.11252925,0.46788652,0.00000000
-2.33216608,2.13494333,0.22509653,0.25094577,0.64690746,1.40930154,0.00866108,0.12100065,0.45839848,0.00000000
-2.32616308,2.14358401,0.23230200,0.25741034,0.63405474,1.40174950,0.00885398,0.12988413,0.44901490,0.00000000
-2.32016008,2.15224493,0.24007963,0.26394156,0.61972955,1.39385226,0.00906380,0.13910159,0.43969872,0.00000000
-2.31415708,2.16099354,0.24838021,0.27050469,0.60411659,1.38583525,0.00929899,0.14856958,0.43042478,0.00000000
-2.30815408,2.16993639,0.25715575,0.27706732,0.58742924,1.37795367,0.00956830,0.15820126,0.42118089,0.00000000
-2.30215108,2.17921014,0.26635975,0.28359961,0.56990241,1.37048091,0.00988050,0.16790874,0.41196816,0.00000000
-2.29614807,2.18897127,0.27594733,0.29007449,0.55178465,1.36369583,0.01024392,0.17760547,0.40280076,0.00000000
-2.29014507,2.19938493,0.28587534,0.29646796,0.53332991,1.35786931,0.01066614,0.18720880,0.39370492,0.00000000
-2.28414207,2.21061357,0.29610221,0.30275937,0.51478927,1.35325088,0.01115360,0.19664249,0.38471746,0.00000000
-2.27813907,2.22280600,0.30658787,0.30893178,0.49640307,1.35005597,0.01171123,0.20583910,0.37588377,0.00000000
-2.27213607,2.23608717,0.31729353,0.31497228,0.47839360,1.34845454,0.01234219,0.21474206,0.36725549,0.00000000
-2.26613307,2.25054943,0.32818145,0.32087221,0.46095884,1.34856145,0.01304758,0.22330736,0.35888791,0.00000000
-2.26013007,2.26624529,0.33921468,0.32662747,0.44426736,1.35042928,0.01382628,0.23150474,0.35083724,0.00000000
-2.25412706,2.28318215,0.35035686,0.33223847,0.42845456,1.35404373,0.01467488,0.23931822,0.34315787,0.00000000
-2.24812406,2.30131907,0.36157196,0.33771015,0.41362044,1.35932189,0.01558765,0.24674608,0.33589978,0.00000000
-2.24212106,2.32056546,0.37282417,0.34305164,0.39982879,1.36611343,0.01655663,0.25380002,0.32910602,0.00000000
-2.23611806,2.34078181,0.38407776,0.34827579,0.38710790,1.37420465,0.01757189,0.26050375,0.32281065,0.00000000
-2.23011506,2.36178214,0.39529705,0.35339840,0.37545260,1.38332502,0.01862178,0.26689086,0.31703689,0.00000000
-2.22411206,2.38333798,0.40644651,0.35843731,0.36482746,1.39315604,0.01969338,0.27300227,0.31179574,0.00000000
-2.21810905,2.40518369,0.41749083,0.36341122,0.35517101,1.40334188,0.02077294,0.27888315,0.30708509,0.00000000
-2.21210605,2.42702263,0.42839523,0.36833844,0.34640061,1.41350124,0.02184642,0.28457967,0.30288922,0.00000000
-2.20610305,2.44853418,0.43912571,0.37323541,0.33841789,1.42323998,0.02290012,0.29013567,0.29917892,0.00000000
-2.20010005,2.46938108,0.44964952,0.37811539,0.33111425,1.43216381,0.02392126,0.29558939,0.29591194,0.00000000
-2.19409705,2.48921693,0.45993559,0.38298704,0.32437642,1.43989068,0.02489860,0.30097052,0.29303404,0.00000000
-2.18809405,2.50769368,0.46995504,0.38785320,0.31809161,1.44606208,0.02582296,0.30629776,0.29048041,0.00000000
-2.18209105,2.52446889,0.47968177,0.39270997,0.31215218,1.45035320,0.02668780,0.31157688,0.28817747,0.00000000
-2.17608804,2.53921257,0.48909300,0.39754592,0.30645965,1.45248118,0.02748955,0.31679965,0.28604503,0.00000000
-2.17008504,2.55161354,0.49816975,0.40234180,0.30092782,1.45221158,0.02822799,0.32194340,0.28399864,0.00000000
-2.16408204,2.56138520,0.50689731,0.40707050,0.29548507,1.44936272,0.02890636,0.32697156,0.28195214,0.00000000
-2.15807904,2.56827066,0.51526555,0.41169753,0.29007564,1.44380787,0.02953143,0.33183490,0.27982031,0.00000000
-2.15207604,2.57204707,0.52326912,0.41618178,0.28466011,1.43547544,0.03011331,0.33647355,0.27752140,0.00000000
-2.14607304,2.57252929,0.53090739,0.42047667,0.27921493,1.42434733,0.03066520,0.34081961,0.27497967,0.00000000
-2.14007004,2.56957262,0.53818427,0.42453161,0.27373124,1.41045556,0.03120292,0.34480031,0.27212756,0.00000000
-2.13406703,2.56307474,0.54510766,0.42829365,0.26821303,1.39387759,0.03174429,0.34834137,0.26890772,0.00000000
-2.12806403,2.55297669,0.55168872,0.43170929,0.26267481,1.37473055,0.03230842,0.35137058,0.26527453,0.00000000
-2.12206103,2.53926297,0.55794084,0.43472630,0.25713895,1.35316481,0.03291489,0.35382128,0.26119532,0.00000000
-2.11605803,2.52196070,0.56387836,0.43729548,0.25163287,1.32935718,0.03358280,0.35563553,0.25665097,0.00000000
-2.11005503,2.50113782,0.56951502,0.43937233,0.24618616,1.30350402,0.03432987,0.35676698,0.25163622,0.00000000
-2.10405203,2.47690050,0.57486234,0.44091839,0.24082790,1.27581457,0.03517148,0.35718309,0.24615938,0.00000000
-2.09804902,2.44938971,0.57992780,0.44190241,0.23558424,1.24650484,0.03611975,0.35686677,0.24024165,0.00000000
-2.09204602,2.41877725,0.58471310,0.44230114,0.23047635,1.21579204,0.03718270,0.35581730,0.23391607,0.00000000
-2.08604302,2.38526125,0.58921250,0.44209980,0.22551888,1.18388992,0.03836358,0.35405056,0.22722619,0.00000000
-2.08004002,2.34906147,0.59341141,0.44129222,0.22071890,1.15100496,0.03966031,0.35159857,0.22022442,0.00000000
-2.07403702,2.31041463,0.59728529,0.43988078,0.21607547,1.11733351,0.04106508,0.34850844,0.21297038,0.00000000
-2.06803402,2.26956997,0.60079917,0.43787603,0.21157969,1.08305994,0.04256427,0.34484080,0.20552904,0.00000000
-2.06203102,2.22678532,0.60390764,0.43529622,0.20721541,1.04835566,0.04413846,0.34066787,0.19796905,0.00000000
-2.05602801,2.18232396,0.60655555,0.43216675,0.20296026,1.01337902,0.04576281,0.33607131,0.19036106,0.00000000
-2.05002501,2.13645233,0.60867950,0.42851954,0.19878719,0.97827594,0.04740760,0.33113984,0.18277625,0.00000000
-2.04402201,2.08943874,0.61020998,0.42439256,0.19466632,0.94318120,0.04903901,0.32596705,0.17528507,0.00000000
-2.03801901,2.04155305,0.61107426,0.41982937,0.19056685,0.90822022,0.05062012,0.32064916,0.16795615,0.00000000
-2.03201601,1.99306731,0.61119982,0.41487875,0.18645922,0.87351117,0.05211207,0.31528307,0.16085547,0.00000000
-2.02601301,1.94425703,0.61051819,0.40959447,0.18231708,0.83916722,0.05347529,0.30996460,0.15404569,0.00000000
-2.02001001,1.89540285,0.60896907,0.40403511,0.17811914,0.80529886,0.05467093,0.30478699,0.14758564,0.00000000
-2.01400700,1.84679227,0.60650441,0.39826383,0.17385074,0.77201595,0.05566215,0.29983960,0.14152988,0.00000000
-2.00800400,1.79872092,0.60309213,0.39234811,0.16950506,0.73942954,0.05641551,0.29520682,0.13592841,0.00000000
-2.00200100,1.75149311,0.59871945,0.38635925,0.16508386,0.70765315,0.05690220,0.29096708,0.13082622,0.00000000
-1.99599800,1.70542111,0.59339528,0.38037174,0.16059774,0.67680353,0.05709910,0.28719186,0.12626291,0.00000000
-1.98999500,1.66082286,0.58715169,0.37446215,0.15606591,0.64700074,0.05698970,0.28394476,0.12227215,0.00000000
-1.98399200,1.61801812,0.58004417,0.36870775,0.15151543,0.61836758,0.05656478,0.28128036,0.11888113,0.00000000
-1.97798899,1.57732269,0.57215067,0.36318471,0.14698005,0.59102835,0.05582280,0.27924310,0.11610977,0.00000000
-1.97198599,1.53904118,0.56356939,0.35796597,0.14249859,0.56510707,0.05477003,0.27786596,0.11396997,0.00000000
-1.96598299,1.50345833,0.55441538,0.35311876,0.13811311,0.54072521,0.05342045,0.27716905,0.11246480,0.00000000
-1.95997999,1.47082964,0.54481623,0.34870201,0.13386684,0.51799920,0.05179531,0.27715832,0.11158767,0.00000000
-1.95397699,1.44137183,0.53490698,0.34476372,0.12980210,0.49703783,0.04992256,0.27782419,0.11132168,0.00000000
-1.94797399,1.41525386,0.52482468,0.34133850,0.12595825,0.47793983,0.04783598,0.27914063,0.11163911,0.00000000
-1.94197099,1.39258938,0.51470290,0.33844546,0.12236991,0.46079187,0.04557419,0.28106447,0.11250119,0.00000000
-1.93596798,1.37343144,0.50466658,0.33608669,0.11906545,0.44566718,0.04317961,0.28353535,0.11385820,0.00000000
-1.92996498,1.35777004,0.49482766,0.33424647,0.11606591,0.43262495,0.04069725,0.28647630,0.11565007,0.00000000
-1.92396198,1.34553328,0.48528167,0.33289138,0.11338440,0.42171076,0.03817358,0.28979516,0.11780727,0.00000000
-1.91795898,1.33659227,0.47610567,0.33197140,0.11102610,0.41295804,0.03565541,0.29338683,0.12025234,0.00000000
-1.91195598,1.33077002,0.46735763,0.33142205,0.10898868,0.40639053,0.03318885,0.29713639,0.12290172,0.00000000
-1.90595298,1.32785414,0.45907733,0.33116746,0.10726338,0.40202573,0.03081832,0.30092302,0.12566807,0.00000000
-1.89994997,1.32761281,0.45128875,0.33112444,0.10583644,0.39987922,0.02858582,0.30462469,0.12846289,0.00000000
-1.89394697,1.32981317,0.44400371,0.33120712,0.10469094,0.39996942,0.02653020,0.30812323,0.13119935,0.00000000
-1.88794397,1.33424141,0.43722652,0.33133211,0.10380895,0.40232272,0.02468666,0.31130984,0.13379523,0.00000000
