energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.78989495,6.82143919,0.05156463,1.13677901,0.71902562,0.36512149,2.97331405,2.70488592,0.13560802,2.56442495
-5.78389195,6.91984585,0.05313876,1.16058718,0.71052758,0.36766789,3.05799447,2.74403789,0.14018035,2.58275443
-5.77788894,7.02177494,0.05478192,1.18331903,0.70468387,0.37110491,3.14541726,2.77964640,0.14472308,2.60493395
-5.77188594,7.12650980,0.05649136,1.20485058,0.70163538,0.37542643,3.23497699,2.81150846,0.14916770,2.63079622
-5.76588294,7.23309757,0.05826285,1.22507600,0.70143746,0.38059436,3.32601614,2.83946083,0.15344043,2.66000199
-5.75987994,7.34039345,0.06009087,1.24391054,0.70406329,0.38654171,3.41784268,2.86338794,0.15746447,2.69206112
-5.75387694,7.44711192,0.06196885,1.26129244,0.70940965,0.39317674,3.50974876,2.88322815,0.16116259,2.72635920
-5.74787394,7.55188201,0.06388926,1.27718396,0.71730475,0.40038768,3.60102951,2.89897794,0.16445971,2.76218814
-5.74187094,7.65330333,0.06584384,1.29157107,0.72751770,0.40804815,3.69100086,2.91069358,0.16728562,2.79877912
-5.73586793,7.74999997,0.06782363,1.30446205,0.73976909,0.41602251,3.77901543,2.91848979,0.16957749,2.83533602
-5.72986493,7.84066945,0.06981906,1.31588475,0.75374211,0.42417143,3.86447545,2.92253534,0.17128214,2.87106794
-5.72386193,7.92412445,0.07181991,1.32588285,0.76909401,0.43235688,3.94684212,2.92304573,0.17235802,2.90521915
-5.71785893,7.99932568,0.07381526,1.33451115,0.78546723,0.44044685,4.02564085,2.92027297,0.17277678,2.93709530
-5.71185593,8.06540461,0.07579340,1.34183012,0.80250000,0.44831921,4.10046219,2.91449314,0.17252429,2.96608493
-5.70585293,8.12167593,0.07774168,1.34790017,0.81983615,0.45586491,4.17095841,2.90599226,0.17160123,2.99167549
-5.69984992,8.16763958,0.07964639,1.35277577,0.83713377,0.46299024,4.23683620,2.89505122,0.17002306,3.01346374
-5.69384692,8.20297361,0.08149268,1.35649982,0.85407279,0.46961827,4.29784606,2.88193060,0.16781957,3.03116031
-5.68784392,8.22751882,0.08326444,1.35909873,0.87036117,0.47568941,4.35376904,2.86685637,0.16503382,3.04458883
-5.68184092,8.24125714,0.08494437,1.36057822,0.88573972,0.48116117,4.40440219,2.85000720,0.16172079,3.05368016
-5.67583792,8.24428573,0.08651400,1.36092047,0.89998565,0.48600731,4.44954348,2.83150436,0.15794555,3.05846244
-5.66983492,8.23678878,0.08795391,1.36008249,0.91291466,0.49021633,4.48897762,2.81140472,0.15378126,3.05904794
-5.66383192,8.21900926,0.08924403,1.35799601,0.92438181,0.49378960,4.52246383,2.78969754,0.14930691,3.05561753
-5.65782891,8.19122251,0.09036399,1.35456896,0.93428111,0.49673913,4.54972653,2.76630529,0.14460503,3.04840407
-5.65182591,8.15371327,0.09129362,1.34968839,0.94254393,0.49908528,4.57044992,2.74108857,0.13975942,3.03767542
-5.64582291,8.10675762,0.09201356,1.34322479,0.94913637,0.50085438,4.58427702,2.71385512,0.13485295,3.02371817
-5.63981991,8.05061064,0.09250582,1.33503772,0.95405568,0.50207644,4.59081345,2.68437250,0.12996550,3.00682280
-5.63381691,7.98550032,0.09275451,1.32498231,0.95732587,0.50278312,4.58963610,2.65238377,0.12517225,2.98727085
-5.62781391,7.91162769,0.09274650,1.31291654,0.95899265,0.50300596,4.58030642,2.61762557,0.12054211,2.96532471
-5.62181091,7.82917295,0.09247201,1.29870886,0.95911795,0.50277489,4.56238764,2.57984763,0.11613658,2.94122011
-5.61580790,7.73830661,0.09192525,1.28224584,0.95777423,0.50211724,4.53546534,2.53883263,0.11200886,2.91516155
-5.60980490,7.63920489,0.09110487,1.26343959,0.95503874,0.50105700,4.49917011,2.49441552,0.10820331,2.88732068
-5.60380190,7.53206790,0.09001434,1.24223445,0.95098815,0.49961462,4.45320140,2.44650115,0.10475527,2.85783719
-5.59779890,7.41713939,0.08866213,1.21861286,0.94569363,0.49780709,4.39735101,2.39507931,0.10169108,2.82682218
-5.59179590,7.29472661,0.08706183,1.19260006,0.93921683,0.49564837,4.33152527,2.34023636,0.09902846,2.79436339
-5.58579290,7.16521885,0.08523197,1.16426737,0.93160686,0.49315013,4.25576448,2.28216280,0.09677702,2.76053197
-5.57978989,7.02910345,0.08319573,1.13373408,0.92289843,0.49032269,4.17025875,2.22115624,0.09493897,2.72539012
-5.57378689,6.88697824,0.08098052,1.10116769,0.91311153,0.48717609,4.07535916,2.15761962,0.09350998,2.68899926
-5.56778389,6.73955934,0.07861731,1.06678261,0.90225237,0.48372127,3.97158378,2.09205471,0.09248008,2.65142799
-5.56178089,6.58768391,0.07613989,1.03083733,0.89031582,0.47997119,3.85961801,2.02505096,0.09183461,2.61275953
-5.55577789,6.43230728,0.07358402,0.99363017,0.87728915,0.47594187,3.74030914,1.95727031,0.09155516,2.57309814
-5.54977489,6.27449447,0.07098643,0.95549377,0.86315687,0.47165329,3.61465537,1.88942855,0.09162046,2.53257404
-5.54377189,6.11540621,0.06838390,0.91678847,0.84790635,0.46712996,3.48378947,1.82227392,0.09200716,2.49134673
-5.53776888,5.95627986,0.06581218,0.87789495,0.83153397,0.46240135,3.34895790,1.75656408,0.09269058,2.44960629
-5.53176588,5.79840593,0.06330510,0.83920613,0.81405137,0.45750183,3.21149597,1.69304219,0.09364525,2.40757273
-5.52576288,5.64310089,0.06089360,0.80111886,0.79549135,0.45247039,3.07280018,1.63241331,0.09484538,2.36549323
-5.51975988,5.49167745,0.05860499,0.76402550,0.77591301,0.44734996,2.93429860,1.57532193,0.09626514,2.32363748
-5.51375688,5.34541330,0.05646225,0.72830563,0.75540583,0.44218639,2.79742044,1.52233171,0.09787885,2.28229135
-5.50775388,5.20551941,0.05448351,0.69431824,0.73409226,0.43702723,2.66356582,1.47390812,0.09966100,2.24174900
-5.50175088,5.07310940,0.05268174,0.66239447,0.71212865,0.43192020,2.53407689,1.43040470,0.10158619,2.20230409
-5.49574787,4.94917076,0.05106454,0.63283124,0.68970438,0.42691155,2.41021103,1.39205344,0.10362896,2.16424021
-5.48974487,4.83453946,0.04963424,0.60588573,0.66703909,0.42204437,2.29311715,1.35895959,0.10576359,2.12782136
-5.48374187,4.72987864,0.04838802,0.58177102,0.64437812,0.41735691,2.18381571,1.33110110,0.10796377,2.09328265
-5.47773887,4.63566239,0.04731836,0.56065280,0.62198646,0.41288101,2.08318288,1.30833252,0.11020240,2.06082197
-5.47173587,4.55216538,0.04641351,0.54264732,0.60014127,0.40864072,1.99193938,1.29039320,0.11245133,2.03059294
-5.46573287,4.47945864,0.04565818,0.52782057,0.57912356,0.40465122,1.91064416,1.27691948,0.11468110,2.00269958
-5.45972986,4.41741188,0.04503428,0.51618856,0.55920931,0.40091806,1.83969280,1.26746008,0.11686093,1.97719313
-5.45372686,4.36570235,0.04452174,0.50771892,0.54066062,0.39743681,1.77932077,1.26149439,0.11895860,1.95407104
-5.44772386,4.32382999,0.04409934,0.50233346,0.52371719,0.39419307,1.72961110,1.25845255,0.12094065,1.93327845
-5.44172086,4.29113854,0.04374563,0.49991183,0.50858872,0.39116300,1.69050613,1.25773694,0.12277254,1.91471208
-5.43571786,4.26684185,0.04343969,0.50029613,0.49544858,0.38831423,1.66182287,1.25874391,0.12441909,1.89822643
-5.42971486,4.25005467,0.04316196,0.50329626,0.48442896,0.38560712,1.64327133,1.26088526,0.12584494,1.88364212
-5.42371186,4.23982683,0.04289490,0.50869601,0.47561798,0.38299650,1.63447503,1.26360859,0.12701519,1.87075594
-5.41770885,4.23517978,0.04262363,0.51625971,0.46905853,0.38043364,1.63499316,1.26641580,0.12789618,1.85935232
-5.41170585,4.23514415,0.04233636,0.52573917,0.46474923,0.37786850,1.64434318,1.26887938,0.12845625,1.84921567
-5.40570285,4.23879700,0.04202478,0.53688088,0.46264711,0.37525214,1.66202339,1.27065569,0.12866664,1.84014301
-5.39969985,4.24529754,0.04168427,0.54943312,0.46267202,0.37253923,1.68753424,1.27149512,0.12850240,1.83195641
-5.39369685,4.25391976,0.04131400,0.56315288,0.46471238,0.36969052,1.72039762,1.27124870,0.12794323,1.82451448
-5.38769385,4.26408077,0.04091688,0.57781227,0.46863195,0.36667528,1.76017330,1.26987110,0.12697431,1.81772257
-5.38169085,4.27536355,0.04049936,0.59320423,0.47427720,0.36347345,1.80647164,1.26741996,0.12558702,1.81154085
-5.37568784,4.28753311,0.04007118,0.60914730,0.48148489,0.36007760,1.85896187,1.26405162,0.12377950,1.80599004
-5.36968484,4.30054515,0.03964498,0.62548920,0.49008934,0.35649441,1.91737555,1.26001348,0.12155709,1.80115427
-5.36368184,4.31454646,0.03923574,0.64210915,0.49992910,0.35274581,1.98150462,1.25563323,0.11893253,1.79718087
-5.35767884,4.32986701,0.03886030,0.65891865,0.51085263,0.34886949,2.05119422,1.25130542,0.11592599,1.79427685
-5.35167584,4.34700362,0.03853665,0.67586075,0.52272260,0.34491895,2.12633015,1.24747574,0.11256486,1.79270226
-5.34567284,4.36659557,0.03828327,0.69290780,0.53541890,0.34096289,2.20682172,1.24462366,0.10888328,1.79276045
-5.33966983,4.38939328,0.03811842,0.71005768,0.54883991,0.33708411,2.29258051,1.24324399,0.10492156,1.79478570
-5.33366683,4.41622101,0.03805940,0.72732888,0.56290239,0.33337776,2.38349630,1.24382795,0.10072531,1.79912869
-5.32766383,4.44793535,0.03812183,0.74475438,0.57753989,0.32994922,2.47941138,1.24684463,0.09634443,1.80614037
-5.32166083,4.48538142,0.03831899,0.76237503,0.59269999,0.32691151,2.58009483,1.25272326,0.09183208,1.81615516
-5.31565783,4.52934885,0.03866115,0.78023250,0.60834059,0.32438241,2.68521853,1.26183723,0.08724338,1.82947419
-5.30965483,4.58052975,0.03915504,0.79836251,0.62442569,0.32248144,2.79433659,1.27449024,0.08263426,1.84634945
-5.30365183,4.63948103,0.03980336,0.81678863,0.64092094,0.32132675,2.90686990,1.29090531,0.07806020,1.86696967
-5.29764882,4.70659288,0.04060451,0.83551723,0.65778934,0.32103209,3.02209732,1.31121696,0.07357513,1.89144874
-5.29164582,4.78206532,0.04155232,0.85453385,0.67498742,0.32170405,3.13915486,1.33546698,0.06923029,1.91981720
-5.28564282,4.86589410,0.04263604,0.87380148,0.69246225,0.32343946,3.25704351,1.36360382,0.06507338,1.95201725
-5.27963982,4.95786661,0.04384047,0.89326084,0.71014937,0.32632327,3.37464632,1.39548574,0.06114776,1.98790157
-5.27363682,5.05756811,0.04514627,0.91283284,0.72797184,0.33042674,3.49075437,1.43088740,0.05749186,2.02723578
-5.26763382,5.16439766,0.04653040,0.93242312,0.74584041,0.33580614,3.60410099,1.46950966,0.05413878,2.06970454
-5.26163082,5.27759284,0.04796680,0.95192845,0.76365474,0.34250172,3.71340291,1.51099197,0.05111604,2.11492053
-5.25562781,5.39626139,0.04942714,0.97124474,0.78130547,0.35053709,3.81740654,1.55492679,0.04844554,2.16243590
-5.24962481,5.51941781,0.05088177,0.99027598,0.79867701,0.35991883,3.91493697,1.60087529,0.04614359,2.21175527
-5.24362181,5.64602243,0.05230069,1.00894376,0.81565061,0.37063621,4.00494743,1.64838345,0.04422107,2.26234950
-5.23761881,5.77502041,0.05365464,1.02719645,0.83210766,0.38266098,4.08656603,1.69699786,0.04268376,2.31366923
-5.23161581,5.90537803,0.05491613,1.04501751,0.84793269,0.39594721,4.15913746,1.74628031,0.04153256,2.36515755
-5.22561281,6.03611407,0.05606055,1.06243214,0.86301595,0.41043092,4.22225676,1.79582051,0.04076388,2.41626090
-5.21960980,6.16632419,0.05706704,1.07951178,0.87725532,0.42602963,4.27579306,1.84524640,0.04036988,2.46643787
-5.21360680,6.29519695,0.05791935,1.09637569,0.89055748,0.44264180,4.31990144,1.89423149,0.04033884,2.51516550
-5.20760380,6.42202068,0.05860650,1.11318950,0.90283820,0.46014615,4.35502189,1.94249902,0.04065531,2.56194297
-5.20160080,6.54618092,0.05912322,1.13016039,0.91402180,0.47840098,4.38186467,1.98982289,0.04130035,2.60629293
-5.19559780,6.66714914,0.05947013,1.14752889,0.92404001,0.49724365,4.40138258,2.03602539,0.04225168,2.64776086
-5.18959480,6.78446377,0.05965374,1.16555762,0.93283015,0.51649032,4.41473103,2.08097208,0.04348377,2.68591284
-5.18359180,6.89770531,0.05968615,1.18451723,0.94033317,0.53593610,4.42321764,2.12456424,0.04496797,2.72033263
-5.17758879,7.00646769,0.05958450,1.20467035,0.94649151,0.55535590,4.42824370,2.16672948,0.04667259,2.75061863
-5.17158579,7.11032823,0.05937024,1.22625412,0.95124721,0.57450600,4.43124029,2.20741114,0.04856306,2.77638150
-5.16558279,7.20881875,0.05906819,1.24946234,0.95454042,0.59312656,4.43360216,2.24655729,0.05060217,2.79724311
-5.15957979,7.30140026,0.05870543,1.27442819,0.95630854,0.61094509,4.43662271,2.28410997,0.05275031,2.81283732
-5.15357679,7.38744342,0.05831015,1.30120840,0.95648615,0.62768103,4.44143327,2.31999548,0.05496592,2.82281288
-5.14757379,7.46621668,0.05791045,1.32977007,0.95500571,0.64305119,4.44894977,2.35411633,0.05720600,2.82683877
-5.14157079,7.53688336,0.05753311,1.35998074,0.95179915,0.65677620,4.45982945,2.38634538,0.05942676,2.82461165
-5.13556778,7.59850862,0.05720251,1.39160264,0.94680029,0.66858752,4.47443985,2.41652267,0.06158437,2.81586543
-5.12956478,7.65007631,0.05693960,1.42429163,0.93994784,0.67823505,4.49284152,2.44445523,0.06363586,2.80038226
-5.12356178,7.69051548,0.05676116,1.45760108,0.93118904,0.68549481,4.51478534,2.46991989,0.06554005,2.77800444
-5.11755878,7.71873543,0.05667911,1.49099090,0.92048345,0.69017646,4.53972452,2.49266925,0.06725856,2.74864653
-5.11155578,7.73366777,0.05670018,1.52384137,0.90780702,0.69213043,4.56684068,2.51244040,0.06875684,2.71230688
-5.10555278,7.73431361,0.05682576,1.55547149,0.89315590,0.69125405,4.59508256,2.52896616,0.07000512,2.66907779
-5.09954977,7.71979351,0.05705197,1.58516113,0.87655000,0.68749665,4.62321541,2.54198826,0.07097932,2.61915367
-5.09354677,7.68939771,0.05737000,1.61217599,0.85803600,0.68086316,4.64987864,2.55127183,0.07166183,2.56283649
-5.08754377,7.64263410,0.05776661,1.63579448,0.83768969,0.67141610,4.67364889,2.55662043,0.07204211,2.50053825
-5.08154077,7.57927142,0.05822479,1.65533522,0.81561754,0.65927578,4.69310532,2.55789083,0.07211712,2.43277988
-5.07553777,7.49937536,0.05872461,1.67018398,0.79195746,0.64461868,4.70689424,2.55500665,0.07189147,2.36018682
-5.06953477,7.40333548,0.05924401,1.67981884,0.76687857,0.62767399,4.71378997,2.54797006,0.07137734,2.28348097
-5.06353177,7.29188156,0.05975980,1.68383251,0.74058015,0.60871848,4.71274929,2.53687085,0.07059424,2.20346959
-5.05752876,7.16608804,0.06024850,1.68195056,0.71328980,0.58806984,4.70295724,2.52189208,0.06956837,2.12103123
-5.05152576,7.02736616,0.06068724,1.67404508,0.68526067,0.56607886,4.68386238,2.50331193,0.06833187,2.03709949
-5.04552276,6.87744378,0.06105454,1.66014289,0.65676817,0.54312052,4.65520059,2.48150145,0.06692185,1.95264492
-5.03951976,6.71833354,0.06133097,1.64042808,0.62810597,0.51958463,4.61700662,2.45691811,0.06537922,1.86865600
-5.03351676,6.55229042,0.06149974,1.61523884,0.59958157,0.49586610,4.56961373,2.43009527,0.06374747,1.78611968
-5.02751376,6.38176054,0.06154714,1.58505875,0.57151147,0.47235543,4.51364186,2.40162809,0.06207133,1.70600226
-5.02151076,6.20932299,0.06146282,1.55050300,0.54421615,0.44942954,4.44997578,2.37215636,0.06039544,1.62923121
-5.01550775,6.03762728,0.06123999,1.51230015,0.51801483,0.42744342,4.37973454,2.34234505,0.05876305,1.55667841
-5.00950475,5.86932863,0.06087548,1.47127046,0.49322024,0.40672271,4.30423436,2.31286357,0.05721484,1.48914539
-5.00350175,5.70702384,0.06036966,1.42830150,0.47013339,0.38755746,4.22494678,2.28436477,0.05578775,1.42735085
-4.99749875,5.55318990,0.05972636,1.38432238,0.44903855,0.37019724,4.14345414,2.25746446,0.05451415,1.37192062
-4.99149575,5.41012765,0.05895258,1.34027734,0.43019836,0.35484756,4.06140450,2.23272279,0.05342098,1.32338034
-4.98549275,5.27991216,0.05805825,1.29709993,0.41384923,0.34166779,3.98046738,2.21062793,0.05252929,1.28215060
-4.97948974,5.16435126,0.05705588,1.25568861,0.40019715,0.33077026,3.90229203,2.19158317,0.05185384,1.24854470
-4.97348674,5.06495321,0.05596018,1.21688443,0.38941378,0.32222079,3.82846922,2.17589746,0.05140297,1.22276860
-4.96748374,4.98290373,0.05478762,1.18145157,0.38163305,0.31604022,3.76049726,2.16378006,0.05117866,1.20492296
-4.96148074,4.91905262,0.05355604,1.15006098,0.37694825,0.31220699,3.69975267,2.15533906,0.05117674,1.19500678
-4.95547774,4.87390931,0.05228411,1.12327755,0.37540962,0.31066054,3.64746563,2.15058360,0.05138730,1.19292251
-4.94947474,4.84764669,0.05099095,1.10155073,0.37702260,0.31130530,3.60470014,2.14942949,0.05179521,1.19848222
-4.94347174,4.84011221,0.04969559,1.08520868,0.38174665,0.31401521,3.57233852,2.15170754,0.05238074,1.21141441
-4.93746873,4.85084504,0.04841650,1.07445557,0.38949483,0.31863853,3.55107001,2.15717399,0.05312027,1.23137146
-4.93146573,4.87909806,0.04717115,1.06937201,0.40013415,0.32500281,3.54138310,2.16552239,0.05398709,1.25793729
-4.92546273,4.92386362,0.04597556,1.06991809,0.41348671,0.33291993,3.54356131,2.17639606,0.05495213,1.29063519
-4.91945973,4.98390197,0.04484392,1.07593873,0.42933172,0.34219097,3.55768220,2.18940064,0.05598483,1.32893574
-4.91345673,5.05777137,0.04378823,1.08717101,0.44740840,0.35261102,3.58361968,2.20411611,0.05705389,1.37226475
-4.90745373,5.14385935,0.04281802,1.10325315,0.46741988,0.36397358,3.62104942,2.22010783,0.05812803,1.42001118
-4.90145073,5.24041442,0.04194018,1.12373477,0.48903791,0.37607469,3.66945772,2.23693638,0.05917669,1.47153522
-4.89544772,5.34557801,0.04115879,1.14808834,0.51190849,0.38871667,3.72815370,2.25416596,0.06017071,1.52617630
-4.88944472,5.45741625,0.04047518,1.17572136,0.53565828,0.40171128,3.79628516,2.27137147,0.06108288,1.58326134
-4.88344172,5.57395146,0.03988795,1.20598924,0.55990171,0.41488250,3.87285779,2.28814419,0.06188842,1.64211292
-4.87743872,5.69319318,0.03939317,1.23820873,0.58424857,0.42806863,3.95675772,2.30409639,0.06256542,1.70205755
-4.87143572,5.81316848,0.03898465,1.27167158,0.60831190,0.44112390,4.04677690,2.31886495,0.06309513,1.76243380
-4.86543272,5.93195120,0.03865427,1.30565830,0.63171602,0.45391941,4.14164064,2.33211424,0.06346219,1.82260014
-4.85942971,6.04768984,0.03839235,1.33945195,0.65410429,0.46634351,4.24003636,2.34353851,0.06365473,1.88194233
-4.85342671,6.15863339,0.03818816,1.37235154,0.67514646,0.47830153,4.34064242,2.35286378,0.06366444,1.93988009
-4.84742371,6.26315467,0.03803025,1.40368483,0.69454528,0.48971498,4.44215583,2.35984945,0.06348646,1.99587282
-4.84142071,6.35977036,0.03790699,1.43282041,0.71204208,0.50052026,4.54331733,2.36428959,0.06311929,2.04942410
-4.83541771,6.44715722,0.03780691,1.45917851,0.72742114,0.51066681,4.64293270,2.36601386,0.06256453,2.10008488
-4.82941471,6.52416385,0.03771907,1.48224051,0.74051268,0.52011502,4.73988894,2.36488796,0.06182664,2.14745503
-4.82341171,6.58981754,0.03763333,1.50155665,0.75119424,0.52883384,4.83316475,2.36081353,0.06091263,2.19118342
-4.81740870,6.64332604,0.03754056,1.51675194,0.75939061,0.53679825,4.92183444,2.35372741,0.05983167,2.23096640
-4.81140570,6.68407428,0.03743276,1.52752997,0.76507209,0.54398680,5.00506558,2.34360007,0.05859478,2.26654488
-4.80540270,6.71161633,0.03730306,1.53367459,0.76825143,0.55037922,5.08211054,2.33043335,0.05721440,2.29770030
-4.79939970,6.72566328,0.03714573,1.53504945,0.76897950,0.55595440,5.15229310,2.31425734,0.05570410,2.32424981
-4.79339670,6.72606793,0.03695605,1.53159564,0.76734005,0.56068876,5.21499137,2.29512667,0.05407820,2.34604107
-4.78739370,6.71280746,0.03673014,1.52332735,0.76344368,0.56455513,5.26961890,2.27311632,0.05235152,2.36294718
-4.78139070,6.68596528,0.03646485,1.51032617,0.75742171,0.56752232,5.31560593,2.24831716,0.05053908,2.37486226
-4.77538769,6.64571363,0.03615754,1.49273420,0.74941990,0.56955526,5.35238292,2.22083162,0.04865589,2.38169809
-4.76938469,6.59229810,0.03580594,1.47074630,0.73959268,0.57061599,5.37936835,2.19076972,0.04671680,2.38338224
-4.76338169,6.52602531,0.03540806,1.44460212,0.72809805,0.57066518,5.39596263,2.15824577,0.04473637,2.37985814
-4.75737869,6.44725484,0.03496207,1.41457813,0.71509342,0.56966439,5.40154932,2.12337618,0.04272875,2.37108700
-4.75137569,6.35639577,0.03446636,1.38098005,0.70073259,0.56757880,5.39550457,2.08627840,0.04070767,2.35705189
-4.74537269,6.25390832,0.03391956,1.34413607,0.68516393,0.56438035,5.37721486,2.04707127,0.03868634,2.33776372
-4.73936968,6.14031024,0.03332072,1.30439095,0.66852984,0.56005116,5.34610241,2.00587683,0.03667751,2.31326874
-4.73336668,6.01618743,0.03266941,1.26210119,0.65096727,0.55458693,5.30165715,1.96282344,0.03469339,2.28365725
-4.72736368,5.88220760,0.03196604,1.21763136,0.63260927,0.54800029,5.24347328,1.91805008,0.03274570,2.24907289
-4.72136068,5.73913596,0.03121204,1.17135137,0.61358733,0.54032376,5.17128812,1.87171157,0.03084566,2.20972175
-4.71535768,5.58785111,0.03041017,1.12363469,0.59403404,0.53161223,5.08502063,1.82398428,0.02900396,2.16588074
-4.70935468,5.42935964,0.02956477,1.07485714,0.57408613,0.52194475,4.98480675,1.77507206,0.02723076,2.11790438
-4.70335168,5.26480785,0.02868192,1.02539619,0.55388717,0.51142559,4.87102891,1.72521171,0.02553567,2.06622945
-4.69734867,5.09548903,0.02776967,0.97563029,0.53358997,0.50018431,4.74433733,1.67467778,0.02392770,2.01137698
-4.69134567,4.92284528,0.02683811,0.92593810,0.51335831,0.48837503,4.60566111,1.62378623,0.02241524,1.95395108
-4.68534267,4.74846283,0.02589935,0.87669735,0.49336772,0.47617470,4.45620786,1.57289656,0.02100600,1.89463457
-4.67933967,4.57406054,0.02496753,0.82828313,0.47380537,0.46378059,4.29745117,1.52241226,0.01970699,1.83418131
-4.67333667,4.40147172,0.02405856,0.78106550,0.45486887,0.45140699,4.13110628,1.47277934,0.01852445,1.77340536
-4.66733367,4.23261937,0.02318994,0.73540637,0.43676406,0.43928128,3.95909448,1.42448306,0.01746383,1.71316750
-4.66133067,4.06948601,0.02238040,0.69165565,0.41970186,0.42763963,3.78349825,1.37804273,0.01652977,1.65435938
-4.65532766,3.91407904,0.02164950,0.65014682,0.40389434,0.41672233,3.60650872,1.33400492,0.01572606,1.59788621
-4.64932466,3.76839290,0.02101715,0.61119195,0.38955011,0.40676912,3.43036842,1.29293519,0.01505564,1.54464841
-4.64332166,3.63436970,0.02050313,0.57507650,0.37686931,0.39801452,3.25731159,1.25540861,0.01452061,1.49552303
