energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.44664940,-2.77929026,0.03032537,-0.03809301,0.10827257,-0.46686260,0.95056695,-1.66297175,0.24336451,-0.85827612,0.56548200,-0.72894938,0.00000000,-0.00000000,0.85360552,-1.30318120,0.00000000,-0.00000000
-5.99399700,1.37057030,-2.70574513,0.02893912,-0.03781823,0.10253564,-0.44965306,0.92530336,-1.61730663,0.22781778,-0.82634807,0.54692671,-0.71370881,0.00000000,-0.00000000,0.80697601,-1.27669375,0.00000000,-0.00000000
-5.98799400,1.29825081,-2.61923880,0.02751302,-0.03729409,0.09796344,-0.43020265,0.90336851,-1.56621520,0.21432049,-0.79051441,0.52905000,-0.69601644,0.00000000,-0.00000000,0.76090555,-1.24420806,0.00000000,-0.00000000
-5.98199100,1.23060511,-2.52110016,0.02607481,-0.03653098,0.09453326,-0.40887634,0.88523518,-1.51032000,0.20287805,-0.75139462,0.51226797,-0.67600062,0.00000000,-0.00000000,0.71607420,-1.20612728,0.00000000,-0.00000000
-5.97598799,1.16839742,-2.41292265,0.02465053,-0.03554441,0.09221061,-0.38606657,0.87126628,-1.45041441,0.19346995,-0.70966078,0.49693839,-0.65388106,0.00000000,-0.00000000,0.67308049,-1.16300405,0.00000000,-0.00000000
-5.96998499,1.11222000,-2.29651102,0.02326385,-0.03435453,0.09094868,-0.36218142,0.86169648,-1.38743420,0.18604851,-0.66601681,0.48334831,-0.62995973,0.00000000,-0.00000000,0.63242713,-1.11551953,0.00000000,-0.00000000
-5.96398199,1.06247747,-2.17382250,0.02193539,-0.03298543,0.09068793,-0.33763306,0.85661863,-1.32242421,0.18053826,-0.62117770,0.47170458,-0.60460856,0.00000000,-0.00000000,0.59451075,-1.06445822,0.00000000,-0.00000000
-5.95797899,1.01937817,-2.04690482,0.02068235,-0.03146446,0.09135599,-0.31282665,0.85597573,-1.25650168,0.17683593,-0.57584956,0.46212766,-0.57825458,0.00000000,-0.00000000,0.55961618,-1.01067951,0.00000000,-0.00000000
-5.95197599,0.98293277,-1.91783401,0.01951806,-0.02982133,0.09286801,-0.28815032,0.85955880,-1.19081791,0.17481142,-0.53071125,0.45464900,-0.55136338,0.00000000,-0.00000000,0.52791495,-0.95508760,0.00000000,-0.00000000
-5.94597299,0.95295995,-1.78865418,0.01845192,-0.02808725,0.09512735,-0.26396642,0.86701103,-1.12651987,0.17430968,-0.48639819,0.44921181,-0.52442151,0.00000000,-0.00000000,0.49946801,-0.89860081,0.00000000,-0.00000000
-5.93996998,0.92909908,-1.66132170,0.01748930,-0.02629404,0.09802691,-0.24060434,0.87783799,-1.06471318,0.17515353,-0.44348886,0.44567536,-0.49791865,0.00000000,-0.00000000,0.47423236,-0.84212185,0.00000000,-0.00000000
-5.93396698,0.91082908,-1.53765556,0.01663169,-0.02447330,0.10145098,-0.21835498,0.89142382,-1.00642782,0.17714749,-0.40249430,0.44382246,-0.47233028,0.00000000,-0.00000000,0.45207102,-0.78650997,0.00000000,-0.00000000
-5.92796398,0.89749289,-1.41929527,0.01587696,-0.02265557,0.10527761,-0.19746693,0.90705265,-0.95258774,0.18008255,-0.36385059,0.44336966,-0.44810157,0.00000000,-0.00000000,0.43276575,-0.73255615,0.00000000,-0.00000000
-5.92196098,0.88832629,-1.30766740,0.01521970,-0.02086962,0.10938159,-0.17814434,0.92393458,-0.90398511,0.18374165,-0.32791447,0.44397994,-0.42563293,0.00000000,-0.00000000,0.41603202,-0.68096215,0.00000000,-0.00000000
-5.91595798,0.88249018,-1.20396106,0.01465175,-0.01914186,0.11363782,-0.16054624,0.94123517,-0.86126003,0.18790597,-0.29496178,0.44527711,-0.40526782,0.00000000,-0.00000000,0.40153538,-0.63232387,0.00000000,-0.00000000
-5.90995498,0.87910481,-1.10911267,0.01416265,-0.01749579,0.11792506,-0.14478728,0.95810730,-0.82488585,0.19236153,-0.26518846,0.44686141,-0.38728301,0.00000000,-0.00000000,0.38890853,-0.58711948,0.00000000,-0.00000000
-5.90395198,0.87728481,-1.02379936,0.01374030,-0.01595168,0.12212994,-0.13093955,0.97372410,-0.79516045,0.19690612,-0.23871378,0.44832558,-0.37188169,0.00000000,-0.00000000,0.37776848,-0.54570251,0.00000000,-0.00000000
-5.89794897,0.87617360,-0.94844070,0.01337152,-0.01452628,0.12615101,-0.11903530,0.98731156,-0.77220324,0.20135620,-0.21558524,0.44927081,-0.35918930,0.00000000,-0.00000000,0.36773296,-0.50829962,0.00000000,-0.00000000
-5.89194597,0.87497587,-0.88320754,0.01304266,-0.01323266,0.12990273,-0.10907020,0.99817949,-0.75595768,0.20555351,-0.19578496,0.44932186,-0.34925218,0.00000000,-0.00000000,0.35843565,-0.47501302,0.00000000,-0.00000000
-5.88594297,0.87298692,-0.82803720,0.01274016,-0.01208023,0.13331919,-0.10100714,1.00574952,-0.74619887,0.20937107,-0.17923674,0.44814072,-0.34203893,0.00000000,-0.00000000,0.34953962,-0.44582686,0.00000000,-0.00000000
-5.87993997,0.86961788,-0.78265356,0.01245110,-0.01107476,0.13635736,-0.09478004,1.00957889,-0.74254570,0.21271842,-0.16581378,0.44543840,-0.33744415,0.00000000,-0.00000000,0.34074861,-0.42061725,0.00000000,-0.00000000
-5.87393697,0.86441570,-0.74659109,0.01216363,-0.01021856,0.13899978,-0.09029783,1.00937902,-0.74447688,0.21554572,-0.15534647,0.44098431,-0.33529434,0.00000000,-0.00000000,0.33181572,-0.39916515,0.00000000,-0.00000000
