energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.11155578,2.62974450,0.03378497,0.56088755,1.14288122,0.00000000,2.23136519,0.80534528,0.00939547,1.06716267
-5.10555278,2.65757519,0.03500805,0.55424945,1.15349151,0.00000000,2.23048834,0.81299636,0.00969490,1.09600145
-5.09954977,2.68942932,0.03615409,0.54704235,1.16387076,0.00000000,2.22803229,0.82300998,0.00998952,1.12804169
-5.09354677,2.72445280,0.03719480,0.53912231,1.17369085,0.00000000,2.22310742,0.83520036,0.01027324,1.16290738
-5.08754377,2.76179286,0.03810262,0.53038519,1.18265186,0.00000000,2.21493738,0.84936767,0.01054102,1.20016992
-5.08154077,2.80061068,0.03885169,0.52076808,1.19048666,0.00000000,2.20287821,0.86529764,0.01078904,1.23935534
-5.07553777,2.84009043,0.03941893,0.51024861,1.19696322,0.00000000,2.18643130,0.88276033,0.01101483,1.27995172
-5.06953477,2.87944485,0.03978482,0.49884236,1.20188506,0.00000000,2.16524992,0.90150860,0.01121741,1.32141668
-5.06353177,2.91791835,0.03993426,0.48659873,1.20508977,0.00000000,2.13913972,0.92127666,0.01139734,1.36318511
-5.05752876,2.95478822,0.03985712,0.47359554,1.20644626,0.00000000,2.10805394,0.94177925,0.01155671,1.40467705
-5.05152576,2.98936517,0.03954870,0.45993289,1.20585092,0.00000000,2.07208385,0.96271178,0.01169908,1.44530595
-5.04552276,3.02099386,0.03900992,0.44572659,1.20322339,0.00000000,2.03144560,0.98375185,0.01182944,1.48448735
-5.03951976,3.04905450,0.03824735,0.43110166,1.19850226,0.00000000,1.98646434,1.00456244,0.01195402,1.52164791
-5.03351676,3.07296587,0.03727294,0.41618616,1.19164119,0.00000000,1.93755661,1.02479684,0.01208014,1.55623489
-5.02751376,3.09219036,0.03610362,0.40110587,1.18260583,0.00000000,1.88521201,1.04410517,0.01221594,1.58772594
-5.02151076,3.10624099,0.03476070,0.38597973,1.17137182,0.00000000,1.82997476,1.06214254,0.01237019,1.61563896
-5.01550775,3.11469019,0.03326911,0.37091648,1.15792401,0.00000000,1.77242607,1.07857821,0.01255195,1.63954183
-5.00950475,3.11717996,0.03165653,0.35601244,1.14225682,0.00000000,1.71316762,1.09310549,0.01277034,1.65906163
-5.00350175,3.11343251,0.02995244,0.34135032,1.12437590,0.00000000,1.65280663,1.10545161,0.01303418,1.67389305
-4.99749875,3.10326074,0.02818717,0.32699915,1.10430054,0.00000000,1.59194255,1.11538718,0.01335173,1.68380540
-4.99149575,3.08657730,0.02639095,0.31301501,1.08206688,0.00000000,1.53115570,1.12273433,0.01373038,1.68864802
-4.98549275,3.06340157,0.02459300,0.29944253,1.05773125,0.00000000,1.47099744,1.12737321,0.01417639,1.68835360
-4.97948974,3.03386350,0.02282070,0.28631671,1.03137353,0.00000000,1.41198213,1.12924618,0.01469465,1.68293914
-4.97348674,2.99820374,0.02109895,0.27366515,1.00309992,0.00000000,1.35458049,1.12835954,0.01528845,1.67250447
-4.96748374,2.95676962,0.01944956,0.26151012,0.97304496,0.00000000,1.29921425,1.12478237,0.01595933,1.65722810
-4.96148074,2.91000688,0.01789087,0.24987068,0.94137242,0.00000000,1.24625202,1.11864275,0.01670699,1.63736070
-4.95547774,2.85844733,0.01643751,0.23876427,0.90827491,0.00000000,1.19600624,1.11012141,0.01752920,1.61321633
-4.94947474,2.80269291,0.01510026,0.22820812,0.87397216,0.00000000,1.14873109,1.09944309,0.01842180,1.58516175
-4.94347174,2.74339700,0.01388614,0.21821998,0.83870796,0.00000000,1.10462150,1.08686631,0.01937881,1.55360439
-4.93746873,2.68124391,0.01279855,0.20881854,0.80274585,0.00000000,1.06381304,1.07267207,0.02039251,1.51897957
-4.93146573,2.61692765,0.01183756,0.20002325,0.76636383,0.00000000,1.02638306,1.05715201,0.02145367,1.48173738
-4.92546273,2.55113116,0.01100028,0.19185389,0.72984838,0.00000000,0.99235282,1.04059703,0.02255175,1.44233006
-4.91945973,2.48450715,0.01028128,0.18432967,0.69348800,0.00000000,0.96169079,1.02328671,0.02367522,1.40120032
-4.91345673,2.41766150,0.00967307,0.17746826,0.65756667,0.00000000,0.93431718,1.00548022,0.02481182,1.35877107
-4.90745373,2.35113991,0.00916656,0.17128459,0.62235763,0.00000000,0.91010945,0.98740925,0.02594897,1.31543704
-4.90145073,2.28541852,0.00875155,0.16578977,0.58811757,0.00000000,0.88890880,0.96927299,0.02707402,1.27155842
-4.89544772,2.22089854,0.00841719,0.16098994,0.55508164,0.00000000,0.87052749,0.95123555,0.02817463,1.22745672
-4.88944472,2.15790488,0.00815233,0.15688540,0.52345940,0.00000000,0.85475659,0.93342562,0.02923901,1.18341272
-4.88344172,2.09668849,0.00794599,0.15346987,0.49343176,0.00000000,0.84137390,0.91593805,0.03025621,1.13966643
-4.87743872,2.03743178,0.00778755,0.15073004,0.46514898,0.00000000,0.83015179,0.89883734,0.03121625,1.09641870
-4.87143572,1.98025633,0.00766704,0.14864531,0.43872964,0.00000000,0.82086444,0.88216220,0.03211031,1.05383413
-4.86543272,1.92523215,0.00757531,0.14718785,0.41426059,0.00000000,0.81329418,0.86593099,0.03293074,1.01204498
-4.85942971,1.87238753,0.00750416,0.14632284,0.39179762,0.00000000,0.80723670,0.85014733,0.03367108,0.97115551
-4.85342671,1.82171862,0.00744636,0.14600900,0.37136676,0.00000000,0.80250474,0.83480545,0.03432597,0.93124644
-4.84742371,1.77319818,0.00739567,0.14619923,0.35296599,0.00000000,0.79893025,0.81989496,0.03489110,0.89237924
-4.84142071,1.72678276,0.00734685,0.14684144,0.33656730,0.00000000,0.79636487,0.80540448,0.03536300,0.85459989
-4.83541771,1.68241816,0.00729555,0.14787959,0.32211888,0.00000000,0.79467881,0.79132421,0.03573890,0.81794198
-4.82941471,1.64004286,0.00723827,0.14925473,0.30954730,0.00000000,0.79375826,0.77764708,0.03601661,0.78242908
-4.82341171,1.59958974,0.00717224,0.15090626,0.29875977,0.00000000,0.79350177,0.76436873,0.03619434,0.74807640
-4.81740870,1.56098604,0.00709534,0.15277318,0.28964623,0.00000000,0.79381570,0.75148639,0.03627063,0.71489172
-4.81140570,1.52415237,0.00700601,0.15479548,0.28208147,0.00000000,0.79460933,0.73899694,0.03624425,0.68287591
-4.80540270,1.48900093,0.00690319,0.15691555,0.27592717,0.00000000,0.79579006,0.72689442,0.03611425,0.65202301
-4.79939970,1.45543368,0.00678619,0.15907965,0.27103397,0.00000000,0.79725904,0.71516743,0.03588000,0.62232026
-4.79339670,1.42334097,0.00665473,0.16123935,0.26724364,0.00000000,0.79890773,0.70379670,0.03554129,0.59374816
-4.78739370,1.39260101,0.00650883,0.16335298,0.26439132,0.00000000,0.80061577,0.69275318,0.03509847,0.56628069
-4.78139070,1.36308063,0.00634881,0.16538694,0.26230800,0.00000000,0.80225027,0.68199693,0.03455269,0.53988589
-4.77538769,1.33463745,0.00617531,0.16731698,0.26082315,0.00000000,0.80366675,0.67147698,0.03390605,0.51452689
-4.76938469,1.30712349,0.00598924,0.16912914,0.25976754,0.00000000,0.80471185,0.66113221,0.03316182,0.49016324
-4.76338169,1.28039018,0.00579182,0.17082058,0.25897630,0.00000000,0.80522751,0.65089333,0.03232462,0.46675269
-4.75737869,1.25429441,0.00558458,0.17239994,0.25829203,0.00000000,0.80505653,0.64068582,0.03140055,0.44425326
-4.75137569,1.22870522,0.00536934,0.17388743,0.25756793,0.00000000,0.80404918,0.63043350,0.03039726,0.42262540
-4.74537269,1.20351080,0.00514823,0.17531440,0.25667094,0.00000000,0.80207046,0.62006281,0.02932395,0.40183427
-4.73936968,1.17862497,0.00492365,0.17672245,0.25548459,0.00000000,0.79900749,0.60950707,0.02819131,0.38185180
-4.73336668,1.15399300,0.00469826,0.17816210,0.25391160,0.00000000,0.79477658,0.59871075,0.02701135,0.36265855
-4.72736368,1.12959592,0.00447495,0.17969094,0.25187604,0.00000000,0.78932959,0.58763325,0.02579715,0.34424512
-4.72136068,1.10545320,0.00425679,0.18137134,0.24932489,0.00000000,0.78265900,0.57625198,0.02456259,0.32661312
-4.71535768,1.08162343,0.00404697,0.18326779,0.24622904,0.00000000,0.77480146,0.56456439,0.02332197,0.30977552
-4.70935468,1.05820280,0.00384874,0.18544404,0.24258349,0.00000000,0.76583940,0.55258906,0.02208960,0.29375646
-4.70335168,1.03532151,0.00366535,0.18795995,0.23840694,0.00000000,0.75590073,0.54036542,0.02087942,0.27859048
-4.69734867,1.01313829,0.00349996,0.19086842,0.23374050,0.00000000,0.74515638,0.52795243,0.01970453,0.26432123
-4.69134567,0.99183320,0.00335563,0.19421241,0.22864584,0.00000000,0.73381591,0.51542615,0.01857686,0.25099976
-4.68534267,0.97159932,0.00323518,0.19802226,0.22320266,0.00000000,0.72212127,0.50287644,0.01750679,0.23868244
-4.67933967,0.95263374,0.00314119,0.20231341,0.21750562,0.00000000,0.71033899,0.49040299,0.01650289,0.22742873
-4.67333667,0.93512846,0.00307593,0.20708470,0.21166095,0.00000000,0.69875127,0.47811110,0.01557168,0.21729875
-4.66733367,0.91926177,0.00304129,0.21231737,0.20578275,0.00000000,0.68764623,0.46610736,0.01471751,0.20835097
-4.66133067,0.90519066,0.00303880,0.21797479,0.19998920,0.00000000,0.67730782,0.45449570,0.01394255,0.20064001
-4.65532766,0.89304481,0.00306952,0.22400296,0.19439892,0.00000000,0.66800582,0.44337400,0.01324678,0.19421465
-4.64932466,0.88292240,0.00313410,0.23033192,0.18912741,0.00000000,0.65998639,0.43283162,0.01262818,0.18911621
-4.64332166,0.87488820,0.00323268,0.23687778,0.18428390,0.00000000,0.65346343,0.42294797,0.01208288,0.18537730
