energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.86193097,7.35585152,0.02542707,1.02388927,0.75769726,0.26194626,2.54979153,1.61783311,0.25875674,2.95907053
-5.85592796,7.18891764,0.02492635,0.99337388,0.74741950,0.25742581,2.46614005,1.59104200,0.25008798,2.89112331
-5.84992496,7.01316161,0.02434960,0.96251486,0.73860553,0.25235796,2.38545853,1.56223843,0.24053252,2.81873078
-5.84392196,6.82990659,0.02370436,0.93149068,0.73102974,0.24678020,2.30793442,1.53165450,0.23024076,2.74247383
-5.83791896,6.64052188,0.02299879,0.90047306,0.72444765,0.24073843,2.23368678,1.49952836,0.21936958,2.66297037
-5.83191596,6.44637630,0.02224140,0.86962043,0.71860344,0.23428547,2.16276266,1.46609541,0.20807769,2.58085538
-5.82591296,6.24879739,0.02144077,0.83907226,0.71323758,0.22747957,2.09513599,1.43158131,0.19652123,2.49676257
-5.81990995,6.04903850,0.02060541,0.80894488,0.70809431,0.22038304,2.03070931,1.39619707,0.18484979,2.41130869
-5.81390695,5.84825485,0.01974354,0.77932874,0.70292892,0.21306104,1.96931828,1.36013648,0.17320307,2.32508101
-5.80790395,5.64748953,0.01886294,0.75028726,0.69751445,0.20558048,1.91073909,1.32357578,0.16170809,2.23862847
-5.80190095,5.44766902,0.01797087,0.72185744,0.69164787,0.19800919,1.85469838,1.28667546,0.15047725,2.15245637
-5.79589795,5.24960777,0.01707404,0.69405174,0.68515537,0.19041529,1.80088555,1.24958380,0.13960703,2.06702476
-5.78989495,5.05402039,0.01617852,0.66686152,0.67789687,0.18286663,1.74896680,1.21244173,0.12917738,1.98274992
-5.78389195,4.86153989,0.01528983,0.64026134,0.66976949,0.17543049,1.69860061,1.17538844,0.11925184,1.90000852
-5.77788894,4.67274004,0.01441291,0.61421410,0.66071005,0.16817331,1.64945378,1.13856717,0.10987811,1.81914384
-5.77188594,4.48815986,0.01355224,0.58867666,0.65069647,0.16116055,1.60121778,1.10213063,0.10108914,1.74047332
-5.76588294,4.30832826,0.01271187,0.56360543,0.63974820,0.15445650,1.55362442,1.06624567,0.09290453,1.66429687
-5.75987994,4.13378720,0.01189555,0.53896193,0.62792562,0.14812422,1.50646069,1.03109658,0.08533219,1.59090507
-5.75387694,3.96511186,0.01110681,0.51471774,0.61532853,0.14222538,1.45958186,0.99688703,0.07837011,1.52058701
-5.74787394,3.80292673,0.01034901,0.49085880,0.60209375,0.13682011,1.41292285,0.96384036,0.07200817,1.45363702
-5.74187094,3.64791713,0.00962551,0.46738884,0.58839212,0.13196688,1.36650724,0.93219824,0.06622986,1.39036032
-5.73586793,3.50083580,0.00893967,0.44433184,0.57442480,0.12772226,1.32045397,0.90221798,0.06101397,1.33107698
-5.72986493,3.36250471,0.00829498,0.42173342,0.56041918,0.12414075,1.27498163,0.87416869,0.05633605,1.27612460
-5.72386193,3.23381266,0.00769508,0.39966122,0.54662452,0.12127465,1.23041028,0.84832651,0.05216969,1.22585931
-5.71785893,3.11570920,0.00714383,0.37820439,0.53330740,0.11917381,1.18716119,0.82496963,0.04848763,1.18065551
-5.71185593,3.00919583,0.00664531,0.35747215,0.52074716,0.11788555,1.14575447,0.80437315,0.04526258,1.14090439
-5.70585293,2.91531517,0.00620388,0.33759165,0.50923149,0.11745453,1.10680508,0.78680440,0.04246795,1.10701134
-5.69984992,2.83513900,0.00582413,0.31870535,0.49905208,0.11792259,1.07101734,0.77251896,0.04007831,1.07939254
-5.69384692,2.76975569,0.00551089,0.30096794,0.49050061,0.11932868,1.03917831,0.76175753,0.03806970,1.05847076
-5.68784392,2.72025745,0.00526917,0.28454301,0.48386484,0.12170871,1.01215013,0.75474396,0.03641980,1.04467044
-5.68184092,2.68772755,0.00510412,0.26959974,0.47942500,0.12509533,0.99086162,0.75168410,0.03510799,1.03841214
-5.67583792,2.67322743,0.00502091,0.25630953,0.47745024,0.12951760,0.97629891,0.75276573,0.03411527,1.04010612
-5.66983492,2.67778322,0.00502462,0.24484277,0.47819508,0.13500064,0.96949524,0.75815903,0.03342413,1.05014521
-5.66383192,2.70237137,0.00512016,0.23536587,0.48189585,0.14156494,0.97151953,0.76801732,0.03301826,1.06889663
-5.65782891,2.74790254,0.00531204,0.22803838,0.48876683,0.14922568,0.98346360,0.78247782,0.03288237,1.09669274
-5.65182591,2.81520316,0.00560421,0.22301044,0.49899619,0.15799167,1.00642745,0.80166188,0.03300173,1.13382060
-5.64582291,2.90499410,0.00599989,0.22042026,0.51274138,0.16786429,1.04150236,0.82567429,0.03336189,1.18051031
-5.63981991,3.01786593,0.00650132,0.22039184,0.53012429,0.17883610,1.08975131,0.85460140,0.03394825,1.23692225
-5.63381691,3.15425062,0.00710956,0.22303259,0.55122583,0.19088945,1.15218639,0.88850773,0.03474564,1.30313327
-5.62781391,3.31438993,0.00782425,0.22843101,0.57608032,0.20399498,1.22974305,0.92743092,0.03573795,1.37912230
-5.62181091,3.49830081,0.00864345,0.23665417,0.60466964,0.21811010,1.32325100,0.97137508,0.03690770,1.46475565
-5.61580790,3.70573897,0.00956339,0.24774508,0.63691755,0.23317768,1.43340215,1.02030253,0.03823579,1.55977278
-5.60980490,3.93616178,0.01057837,0.26171984,0.67268431,0.24912482,1.56071589,1.07412445,0.03970114,1.66377295
-5.60380190,4.18869222,0.01168065,0.27856455,0.71176206,0.26586198,1.70550263,1.13269063,0.04128056,1.77620381
-5.59779890,4.46208589,0.01286039,0.29823215,0.75387129,0.28328252,1.86782650,1.19577901,0.04294863,1.89635243
-5.59179590,4.75470318,0.01410567,0.32063916,0.79865880,0.30126262,2.04746878,1.26308574,0.04467777,2.02333984
-5.58579290,5.06448881,0.01540263,0.34566250,0.84569747,0.31966182,2.24389363,1.33421621,0.04643836,2.15611959
-5.57978989,5.38896096,0.01673556,0.37313656,0.89448824,0.33832404,2.45621792,1.40867811,0.04819906,2.29348108
-5.57378689,5.72521194,0.01808725,0.40285079,0.94446444,0.35707923,2.68318726,1.48587695,0.04992726,2.43405816
-5.56778389,6.06992210,0.01943925,0.43454797,0.99499877,0.37574557,2.92316007,1.56511493,0.05158958,2.57634320
-5.56178089,6.41938818,0.02077230,0.46792341,1.04541274,0.39413217,3.17410187,1.64559348,0.05315257,2.71870682
-5.55577789,6.76956686,0.02206681,0.50262548,1.09498878,0.41204222,3.43359112,1.72642007,0.05458346,2.85942293
-5.54977489,7.11613351,0.02330331,0.53825748,1.14298451,0.42927652,3.69883839,1.80661938,0.05585093,2.99669900
-5.54377189,7.45455572,0.02446304,0.57438125,1.18864903,0.44563728,3.96671936,1.88514890,0.05692594,3.12871051
-5.53776888,7.78018015,0.02552841,0.61052252,1.23124074,0.46093200,4.23382231,1.96091886,0.05778255,3.25363908
-5.53176588,8.08833107,0.02648358,0.64617815,1.27004602,0.47497749,4.49650952,2.03281590,0.05839862,3.36971298
-5.52576288,8.37441775,0.02731489,0.68082520,1.30439834,0.48760368,4.75099172,2.09973015,0.05875648,3.47524906
-5.51975988,8.63404787,0.02801129,0.71393175,1.33369695,0.49865731,4.99341382,2.16058476,0.05884348,3.56869458
-5.51375688,8.86314333,0.02856466,0.74496919,1.35742464,0.50800532,5.21994942,2.21436690,0.05865231,3.64866776
-5.50775388,9.05805476,0.02897004,0.77342583,1.37516374,0.51553782,5.42690127,2.26015940,0.05818125,3.71399571
-5.50175088,9.21567052,0.02922573,0.79882113,1.38660991,0.52117065,5.61080387,2.29717159,0.05743421,3.76374832
-5.49574787,9.33351658,0.02933334,0.82072048,1.39158306,0.52484741,5.76852464,2.32476844,0.05642053,3.79726707
-5.48974487,9.40984311,0.02929763,0.83874954,1.39003508,0.52654098,5.89735940,2.34249656,0.05515470,3.81418770
-5.48374187,9.44369461,0.02912632,0.85260794,1.38205391,0.52625443,5.99511833,2.35010628,0.05365592,3.81445579
-5.47773887,9.43496030,0.02882973,0.86208153,1.36786395,0.52402137,6.06019855,2.34756852,0.05194743,3.79833466
-5.47173587,9.38440266,0.02842038,0.86705272,1.34782257,0.51990572,6.09164013,2.33508592,0.05005585,3.76640529
-5.46573287,9.29366219,0.02791251,0.86750840,1.32241297,0.51400087,6.08916286,2.31309738,0.04801043,3.71955787
-5.45972986,9.16523780,0.02732154,0.86354489,1.29223343,0.50642835,6.05318187,2.28227587,0.04584220,3.65897536
-5.45372686,9.00244269,0.02666351,0.85536980,1.25798341,0.49733584,5.98480127,2.24351906,0.04358318,3.58610919
-5.44772386,8.80933662,0.02595454,0.84330043,1.22044691,0.48689482,5.88578570,2.19793324,0.04126558,3.50264796
-5.44172086,8.59063639,0.02521031,0.82775868,1.18047347,0.47529764,5.75851096,2.14681058,0.03892109,3.41047972
-5.43571786,8.35160707,0.02444554,0.80926256,1.13895754,0.46275420,5.60589544,2.09160049,0.03658019,3.31164910
-5.42971486,8.09793701,0.02367364,0.78841451,1.09681680,0.44948838,5.43131525,2.03387586,0.03427157,3.20831046
-5.42371186,7.83560065,0.02290633,0.76588678,1.05496994,0.43573400,5.23850638,1.97529505,0.03202167,3.10267825
-5.41770885,7.57071308,0.02215343,0.74240444,1.01431470,0.42173080,5.03145785,1.91756092,0.02985431,2.99697628
-5.41170585,7.30938092,0.02142271,0.71872641,0.97570663,0.40772016,4.81429998,1.86237784,0.02779036,2.89338707
-5.40570285,7.05755396,0.02071984,0.69562527,0.93993925,0.39394088,4.59119207,1.81140819,0.02584765,2.79400296
-5.39969985,6.82088188,0.02004846,0.67386631,0.90772605,0.38062507,4.36621365,1.76622939,0.02404082,2.70078014
-5.39369685,6.60458034,0.01941027,0.65418668,0.87968482,0.36799416,4.14326298,1.72829277,0.02238134,2.61549702
-5.38769385,6.41331013,0.01880531,0.63727510,0.85632465,0.35625533,3.92596622,1.69888550,0.02087758,2.53971798
-5.38169085,6.25107267,0.01823212,0.62375296,0.83803597,0.34559822,3.71759990,1.67909643,0.01953492,2.47476343
-5.37568784,6.12112466,0.01768815,0.61415717,0.82508376,0.33619219,3.52102861,1.66978701,0.01835594,2.42168681
-5.36968484,6.02591380,0.01716999,0.60892545,0.81760411,0.32818404,3.33865920,1.67156795,0.01734061,2.38125927
-5.36368184,5.96703728,0.01667377,0.60838435,0.81560417,0.32169648,3.17241205,1.68478226,0.01648654,2.35396198
-5.35767884,5.94522347,0.01619545,0.61274046,0.81896550,0.31682705,3.02370904,1.70949531,0.01578922,2.33998636
-5.35167584,5.96033724,0.01573113,0.62207500,0.82745059,0.31364785,2.89347760,1.74549199,0.01524228,2.33924188
-5.34567284,6.01140819,0.01527731,0.63634185,0.84071254,0.31220586,2.78216936,1.79228131,0.01483780,2.35137120
-5.33966983,6.09668075,0.01483113,0.65536929,0.85830744,0.31252392,2.68979165,1.84910834,0.01456654,2.37577193
-5.33366683,6.21368453,0.01439053,0.67886521,0.87970927,0.31460231,2.61594989,1.91497320,0.01441824,2.41162438
-5.32766383,6.35932274,0.01395441,0.70642567,0.90432691,0.31842090,2.55989844,1.98865679,0.01438191,2.45792441
-5.32166083,6.52997601,0.01352267,0.73754667,0.93152267,0.32394181,2.52059769,2.06875261,0.01444607,2.51352032
-5.31565783,6.72161878,0.01309630,0.77163870,0.96063204,0.33111242,2.49677505,2.15370387,0.01459907,2.57715282
-5.30965483,6.92994485,0.01267735,0.80804373,0.99098387,0.33986879,2.48698752,2.24184508,0.01482930,2.64749682
-5.30365183,7.15049850,0.01226886,0.84605402,1.02192068,0.35013926,2.48968368,2.33144682,0.01512547,2.72320392
-5.29764882,7.37880745,0.01187486,0.88493244,1.05281815,0.36184813,2.50326339,2.42076261,0.01547687,2.80294429
-5.29164582,7.61051375,0.01150021,0.92393339,1.08310348,0.37491937,2.52613315,2.50807658,0.01587353,2.88544683
-5.28564282,7.84149887,0.01115052,0.96232396,1.11227182,0.38928023,2.55675595,2.59175037,0.01630650,2.96953643
-5.27963982,8.06799893,0.01083199,0.99940454,1.13990034,0.40486449,2.59369420,2.67026799,0.01676797,3.05416706
-5.27363682,8.28670683,0.01055128,1.03452817,1.16565930,0.42161550,2.63564489,2.74227719,0.01725141,3.13844989
-5.26763382,8.49485778,0.01031532,1.06711819,1.18931980,0.43948856,2.68146621,2.80662608,0.01775173,3.22167533
-5.26163082,8.69029566,0.01013120,1.09668349,1.21075787,0.45845278,2.73019530,2.86239366,0.01826528,3.30332843
-5.25562781,8.87151791,0.01000591,1.12283084,1.22995458,0.47849223,2.78105698,2.90891347,0.01878989,3.38309692
-5.24962481,9.03769745,0.00994622,1.14527406,1.24699237,0.49960630,2.83346360,2.94578931,0.01932485,3.46087168
-5.24362181,9.18868090,0.00995847,1.16383946,1.26204742,0.52180916,2.88700649,2.97290273,0.01987082,3.53673953
-5.23761881,9.32496317,0.01004835,1.17846776,1.27537845,0.54512842,2.94143971,2.99041185,0.02042966,3.61096847
-5.23161581,9.44763934,0.01022076,1.18921204,1.28731244,0.56960282,2.99665706,2.99874170,0.02100431,3.68398586
-5.22561281,9.55833572,0.01047961,1.19623221,1.29822767,0.59527911,3.05266360,2.99856628,0.02159851,3.75635029
-5.21960980,9.65912251,0.01082761,1.19978599,1.30853483,0.62220810,3.10954312,2.99078315,0.02221656,3.82871806
-5.21360680,9.75241152,0.01126619,1.20021683,1.31865712,0.65044002,3.16742297,2.97648130,0.02286303,3.90180560
-5.20760380,9.84084287,0.01179529,1.19793940,1.32900991,0.68001928,3.22643822,2.95690356,0.02354247,3.97634907
-5.20160080,9.92716492,0.01241337,1.19342296,1.33998122,0.71097890,3.28669647,2.93340482,0.02425906,4.05306294
-5.19559780,10.01411225,0.01311724,1.18717353,1.35191347,0.74333466,3.34824537,2.90740755,0.02501634,4.13259890
-5.18959480,10.10428612,0.01390215,1.17971536,1.36508767,0.77707928,3.41104403,2.88035618,0.02581691,4.21550698
-5.18359180,10.20004229,0.01476180,1.17157240,1.37971054,0.81217690,3.47493992,2.85367181,0.02666218,4.30220031
-5.17758879,10.30339003,0.01568839,1.16325059,1.39590505,0.84855800,3.53965224,2.82870892,0.02755218,4.39292497
-5.17158579,10.41590626,0.01667285,1.15522140,1.41370502,0.88611503,3.60476261,2.80671527,0.02848540,4.48773614
-5.16558279,10.53866765,0.01770495,1.14790735,1.43305367,0.92469906,3.66971338,2.78879636,0.02945868,4.58648155
-5.15957979,10.67220274,0.01877357,1.14166977,1.45380616,0.96411750,3.73381375,2.77588545,0.03046719,4.68879266
-5.15357679,10.81646545,0.01986700,1.13679940,1.47573604,1.00413319,3.79625322,2.76871984,0.03150446,4.79408406
-5.14757379,10.97083006,0.02097314,1.13350980,1.49854481,1.04446486,3.85612182,2.76782405,0.03256251,4.90156078
-5.14157079,11.13410711,0.02207988,1.13193389,1.52187440,1.08478912,3.91243594,2.77349998,0.03363194,5.01023315
-5.13556778,11.30457878,0.02317535,1.13212349,1.54532146,1.12474401,3.96416858,2.78582419,0.03470220,5.11893844
-5.12956478,11.48005126,0.02424820,1.13405176,1.56845283,1.16393394,4.01028250,2.80465188,0.03576177,5.22636815
-5.12356178,11.65792159,0.02528785,1.13761834,1.59082132,1.20193606,4.04976478,2.82962718,0.03679848,5.33109983
-5.11755878,11.83525554,0.02628466,1.14265691,1.61198094,1.23830788,4.08166111,2.86019892,0.03779979,5.43163191
-5.11155578,12.00887314,0.02723011,1.14894470,1.63150073,1.27259593,4.10510834,2.89564126,0.03875308,5.52642025
-5.10555278,12.17543848,0.02811689,1.15621364,1.64897684,1.30434517,4.11936406,2.93507802,0.03964595,5.61391498
-5.09954977,12.33155042,0.02893891,1.16416263,1.66404197,1.33310900,4.12383180,2.97750998,0.04046648,5.69259628
-5.09354677,12.47383132,0.02969128,1.17247053,1.67637232,1.35845954,4.11808134,3.02184402,0.04120354,5.76100823
-5.08754377,12.59901117,0.03037025,1.18080932,1.68569164,1.37999778,4.10186325,3.06692324,0.04184702,5.81778960
-5.08154077,12.70400521,0.03097310,1.18885709,1.69177262,1.39736352,4.07511747,3.11155734,0.04238802,5.86170113
-5.07553777,12.78598359,0.03149797,1.19631044,1.69443594,1.41024461,4.03797609,3.15455226,0.04281908,5.89164897
-5.06953477,12.84243202,0.03194373,1.20289575,1.69354732,1.41838535,3.99076025,3.19473878,0.04313436,5.90670394
-5.06353177,12.87120315,0.03230980,1.20837925,1.68901317,1.42159377,3.93397198,3.23099925,0.04332976,5.90611700
-5.05752876,12.87055854,0.03259606,1.21257532,1.68077551,1.41974765,3.86828122,3.26229237,0.04340314,5.88933096
-5.05152576,12.83920154,0.03280265,1.21535296,1.66880658,1.41279907,3.79450901,3.28767537,0.04335436,5.85598892
-5.04552276,12.77630152,0.03292998,1.21664013,1.65310402,1.40077744,3.71360743,3.30632375,0.04318551,5.80593984
-5.03951976,12.68150988,0.03297870,1.21642581,1.63368679,1.38379085,3.62663699,3.31754801,0.04290092,5.73924156
-5.03351676,12.55496845,0.03294969,1.21475973,1.61059253,1.36202590,3.53474224,3.32080753,0.04250739,5.65616182
-5.02751376,12.39731047,0.03284417,1.21174970,1.58387627,1.33574580,3.43912622,3.31572134,0.04201416,5.55717725
-5.02151076,12.20965440,0.03266385,1.20755657,1.55361083,1.30528701,3.34102412,3.30207563,0.04143310,5.44297064
-5.01550775,11.99359052,0.03241104,1.20238694,1.51988859,1.27105434,3.24167690,3.27982793,0.04077867,5.31442627
-5.00950475,11.75116006,0.03208893,1.19648386,1.48282456,1.23351472,3.14230500,3.24910783,0.04006797,5.17262329
-5.00350175,11.48482666,0.03170168,1.19011564,1.44256020,1.19318971,3.04408276,3.21021406,0.03932066,5.01882661
-4.99749875,11.19743974,0.03125471,1.18356334,1.39926762,1.15064693,2.94811374,3.16360789,0.03855885,4.85447503
-4.99149575,10.89218952,0.03075477,1.17710714,1.35315367,1.10649044,2.85540751,3.10990281,0.03780689,4.68116627
-4.98549275,10.57255367,0.03021011,1.17101240,1.30446322,1.06135048,2.76685816,3.04985055,0.03709111,4.50063827
-4.97948974,10.24223573,0.02963049,1.16551565,1.25348134,1.01587238,2.68322522,2.98432354,0.03643936,4.31474668
-4.97348674,9.90509592,0.02902715,1.16081140,1.20053386,0.97070514,2.60511734,2.91429423,0.03588058,4.12543836
-4.96748374,9.56507552,0.02841270,1.15704025,1.14598594,0.92648961,2.53297937,2.84081150,0.03544418,3.93472083
-4.96148074,9.22611602,0.02780088,1.15427902,1.09023865,0.88384670,2.46708344,2.76497498,0.03515932,3.74462813
-4.95547774,8.89207552,0.02720632,1.15253333,1.03372343,0.84336556,2.40752446,2.68790785,0.03505418,3.55718365
-4.94947474,8.56664433,0.02664410,1.15173328,0.97689455,0.80559219,2.35422058,2.61072899,0.03515509,3.37436061
-4.94347174,8.25326291,0.02612935,1.15173252,0.92021991,0.77101863,2.30691892,2.53452550,0.03548568,3.19804147
-4.93746873,7.95504474,0.02567674,1.15231086,0.86417057,0.74007296,2.26520668,2.46032647,0.03606597,3.02997743
-4.93146573,7.67470742,0.02529998,1.15318066,0.80920942,0.71311045,2.22852751,2.38907902,0.03691151,2.87174951
-4.92546273,7.41451453,0.02501128,1.15399673,0.75577966,0.69040604,2.19620305,2.32162757,0.03803261,2.72473258
-4.91945973,7.17623090,0.02482087,1.15436947,0.70429353,0.67214855,2.16745874,2.25869704,0.03943358,2.59006402
-4.91345673,6.96109321,0.02473655,1.15388073,0.65512193,0.65843666,2.14145339,2.20088055,0.04111224,2.46861817
-4.90745373,6.76979737,0.02476328,1.15210178,0.60858544,0.64927705,2.11731127,2.14863226,0.04305942,2.36098790
-4.90145073,6.60250308,0.02490294,1.14861257,0.56494704,0.64458471,2.09415556,2.10226512,0.04525882,2.26747418
-4.89544772,6.45885559,0.02515410,1.14302132,0.52440695,0.64418560,2.07114186,2.06195374,0.04768699,2.18808420
-4.88944472,6.33802347,0.02551196,1.13498364,0.48709976,0.64782158,2.04749016,2.02774181,0.05031358,2.12253832
-4.88344172,6.23875064,0.02596842,1.12422014,0.45309383,0.65515754,2.02251416,1.99955356,0.05310177,2.07028564
-4.87743872,6.15942011,0.02651222,1.11053164,0.42239305,0.66579068,1.99564629,1.97720826,0.05600901,2.03052766
-4.87143572,6.09812647,0.02712925,1.09381132,0.39494061,0.67926143,1.96645771,1.96043712,0.05898789,2.00224899
-4.86543272,6.05275354,0.02780291,1.07405299,0.37062463,0.69506598,1.93467198,1.94890113,0.06198726,1.98425397
-4.85942971,6.02105380,0.02851460,1.05135520,0.34928520,0.71266972,1.90017219,1.94220914,0.06495343,1.97520767
-4.85342671,6.00072576,0.02924422,1.02592086,0.33072260,0.73152133,1.86300098,1.93993492,0.06783156,1.97367943
-4.84742371,5.98948618,0.02997079,0.99805232,0.31470601,0.75106696,1.82335376,1.94163241,0.07056703,1.97818744
-4.84142071,5.98513405,0.03067302,0.96814218,0.30098262,0.77076398,1.78156536,1.94684845,0.07310689,1.98724236
-4.83541771,5.98560405,0.03132994,0.93666012,0.28928641,0.79009389,1.73809095,1.95513249,0.07540120,1.99938845
-4.82941471,5.98900785,0.03192142,0.90413648,0.27934656,0.80857393,1.69348208,1.96604295,0.07740434,2.01324080
-4.82341171,5.99366240,0.03242873,0.87114314,0.27089500,0.82576698,1.64835928,1.97915042,0.07907614,2.02751733
-4.81740870,5.99810509,0.03283504,0.83827267,0.26367294,0.84128956,1.60338222,1.99403784,0.08038288,2.04106477
-4.81140570,6.00109634,0.03312577,0.80611662,0.25743631,0.85481772,1.55921916,2.01029813,0.08129803,2.05287809
-4.80540270,6.00161128,0.03328893,0.77524389,0.25195996,0.86609064,1.51651690,2.02753007,0.08180279,2.06211303
-4.79939970,5.99882198,0.03331533,0.74618006,0.24704064,0.87491213,1.47587270,2.04533307,0.08188641,2.06809208
-4.79339670,5.99207293,0.03319875,0.71938862,0.24249888,0.88114999,1.43780921,2.06330179,0.08154623,2.07030418
-4.78739370,5.98085210,0.03293597,0.69525471,0.23817977,0.88473354,1.40275362,2.08102141,0.08078753,2.06839888
-4.78139070,5.96476018,0.03252674,0.67407212,0.23395297,0.88564950,1.37102164,2.09806431,0.07962313,2.06217586
-4.77538769,5.94348064,0.03197366,0.65603401,0.22971186,0.88393661,1.34280700,2.11398880,0.07807279,2.05157087
-4.76938469,5.91675268,0.03128203,0.64122754,0.22537225,0.87967933,1.31817658,2.12834044,0.07616250,2.03663901
-4.76338169,5.88434893,0.03045958,0.62963270,0.22087066,0.87300088,1.29707117,2.14065609,0.07392360,2.01753659
-4.75737869,5.84605928,0.02951624,0.62112518,0.21616239,0.86405611,1.27931175,2.15047071,0.07139179,1.99450249
-4.75137569,5.80168158,0.02846377,0.61548314,0.21121949,0.85302434,1.26461058,2.15732687,0.06860614,1.96783981
-4.74537269,5.75101935,0.02731541,0.61239748,0.20602878,0.84010261,1.25258646,2.16078636,0.06560804,1.93789877
-4.73936968,5.69388631,0.02608560,0.61148513,0.20058996,0.82549936,1.24278336,2.16044337,0.06244015,1.90506114
-4.73336668,5.63011684,0.02478953,0.61230480,0.19491385,0.80942890,1.23469142,2.15593865,0.05914543,1.86972682
-4.72736368,5.55958118,0.02344283,0.61437441,0.18902084,0.79210657,1.22776924,2.14697362,0.05576623,1.83230264
-4.72136068,5.48220403,0.02206122,0.61718961,0.18293958,0.77374481,1.22146653,2.13332381,0.05234345,1.79319353
-4.71535768,5.39798481,0.02066017,0.62024253,0.17670581,0.75455003,1.21524603,2.11485084,0.04891581,1.75279590
-4.70935468,5.30701821,0.01925464,0.62304013,0.17036139,0.73472026,1.20860392,2.09151212,0.04551926,1.71149326
-4.70335168,5.20951334,0.01785878,0.62512141,0.16395353,0.71444355,1.20108786,2.06336798,0.04218649,1.66965359
-4.69734867,5.10581046,0.01648572,0.62607292,0.15753413,0.69389707,1.19231214,2.03058556,0.03894656,1.62762856
-4.69134567,4.99639410,0.01514740,0.62554200,0.15115932,0.67324674,1.18196947,1.99343967,0.03582473,1.58575405
-4.68534267,4.88190221,0.01385441,0.62324754,0.14488908,0.65264743,1.16983920,1.95231024,0.03284229,1.54435205
-4.67933967,4.76313086,0.01261589,0.61898772,0.13878698,0.63224353,1.15579195,1.90767690,0.03001659,1.50373352
-4.67333667,4.64103477,0.01143948,0.61264493,0.13292014,0.61217002,1.13979074,1.86011083,0.02736119,1.46420223
-4.66733367,4.51672400,0.01033132,0.60418762,0.12735924,0.59255384,1.12188908,1.81026444,0.02488599,1.42605949
-4.66133067,4.39145730,0.00929606,0.59366933,0.12217872,0.57351555,1.10222621,1.75885949,0.02259755,1.38960962
-4.65532766,4.26663310,0.00833693,0.58122511,0.11745716,0.55517140,1.08102028,1.70667408,0.02049945,1.35516612
-4.64932466,4.14377878,0.00745582,0.56706569,0.11327773,0.53763559,1.05855985,1.65452922,0.01859261,1.32305854
-4.64332166,4.02453889,0.00665344,0.55146967,0.10972887,0.52102280,1.03519435,1.60327541,0.01687579,1.29363973
