energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,1.46928527,0.01982052,0.09705803,0.01766030,0.00000000,0.48343726,0.24851612,0.01718723,0.87370383
-5.99399700,1.47005435,0.01940661,0.09512745,0.01789847,0.00000000,0.47815326,0.24836084,0.01707874,0.87752126
-5.98799400,1.47640712,0.01898547,0.09355294,0.01819172,0.00000000,0.47559881,0.24989349,0.01696795,0.88458646
-5.98199100,1.48825767,0.01855153,0.09233436,0.01853803,0.00000000,0.47586416,0.25310583,0.01684743,0.89484161
-5.97598799,1.50544120,0.01809956,0.09146622,0.01893463,0.00000000,0.47900388,0.25795957,0.01671039,0.90818536
-5.96998499,1.52772679,0.01762510,0.09093882,0.01937802,0.00000000,0.48504061,0.26438815,0.01655105,0.92447990
-5.96398199,1.55482841,0.01712491,0.09073931,0.01986414,0.00000000,0.49396841,0.27229861,0.01636494,0.94355703
-5.95797899,1.58641349,0.01659725,0.09085245,0.02038838,0.00000000,0.50575522,0.28157359,0.01614911,0.96522271
-5.95197599,1.62210926,0.01604216,0.09126128,0.02094569,0.00000000,0.52034454,0.29207334,0.01590227,0.98926027
-5.94597299,1.66150692,0.01546164,0.09194745,0.02153052,0.00000000,0.53765618,0.30363788,0.01562485,1.01543240
-5.93996998,1.70416411,0.01485966,0.09289136,0.02213691,0.00000000,0.55758629,0.31608934,0.01531891,1.04348210
-5.93396698,1.74960626,0.01424219,0.09407218,0.02275845,0.00000000,0.58000673,0.32923456,0.01498810,1.07313310
-5.92796398,1.79732757,0.01361703,0.09546766,0.02338830,0.00000000,0.60476408,0.34286794,0.01463745,1.10409007
-5.92196098,1.84679232,0.01299367,0.09705390,0.02401924,0.00000000,0.63167868,0.35677480,0.01427311,1.13603912
-5.91595798,1.89743713,0.01238304,0.09880505,0.02464365,0.00000000,0.66054367,0.37073495,0.01390214,1.16864899
-5.90995498,1.94867474,0.01179721,0.10069314,0.02525365,0.00000000,0.69112469,0.38452675,0.01353220,1.20157320
-5.90395198,1.99989963,0.01124907,0.10268781,0.02584117,0.00000000,0.72316011,0.39793140,0.01317127,1.23445338
-5.89794897,2.05049569,0.01075199,0.10475632,0.02639805,0.00000000,0.75636226,0.41073750,0.01282739,1.26692382
-5.89194597,2.09984561,0.01031950,0.10686360,0.02691626,0.00000000,0.79041949,0.42274555,0.01250838,1.29861733
-5.88594297,2.14734206,0.00996492,0.10897248,0.02738802,0.00000000,0.82499934,0.43377248,0.01222163,1.32917190
-5.87993997,2.19239981,0.00970105,0.11104408,0.02780598,0.00000000,0.85975261,0.44365578,0.01197390,1.35823818
-5.87393697,2.23446838,0.00953985,0.11303834,0.02816349,0.00000000,0.89431834,0.45225720,0.01177121,1.38548723
-5.86793397,2.27304448,0.00949210,0.11491466,0.02845468,0.00000000,0.92832945,0.45946581,0.01161863,1.41061809
-5.86193097,2.30768352,0.00956718,0.11663270,0.02867470,0.00000000,0.96141903,0.46520023,0.01152031,1.43336489
-5.85592796,2.33800954,0.00977277,0.11815317,0.02881986,0.00000000,0.99322678,0.46940996,0.01147934,1.45350285
-5.84992496,2.36372301,0.01011460,0.11943875,0.02888769,0.00000000,1.02340574,0.47207570,0.01149777,1.47085317
-5.84392196,2.38460615,0.01059623,0.12045494,0.02887705,0.00000000,1.05162880,0.47320879,0.01157661,1.48528625
-5.83791896,2.40052557,0.01121886,0.12117089,0.02878815,0.00000000,1.07759504,0.47284957,0.01171580,1.49672335
-5.83191596,2.41143215,0.01198113,0.12156025,0.02862254,0.00000000,1.10103556,0.47106503,0.01191428,1.50513664
-5.82591296,2.41735840,0.01287899,0.12160182,0.02838306,0.00000000,1.12171883,0.46794567,0.01216998,1.51054760
-5.81990995,2.41841375,0.01390562,0.12128019,0.02807371,0.00000000,1.13945539,0.46360187,0.01247986,1.51302434
-5.81390695,2.41477809,0.01505135,0.12058620,0.02769963,0.00000000,1.15410185,0.45816000,0.01283998,1.51267776
-5.80790395,2.40669431,0.01630371,0.11951728,0.02726689,0.00000000,1.16556424,0.45175833,0.01324552,1.50965723
-5.80190095,2.39446036,0.01764751,0.11807765,0.02678235,0.00000000,1.17380059,0.44454316,0.01369085,1.50414598
-5.79589795,2.37842154,0.01906500,0.11627837,0.02625359,0.00000000,1.17882285,0.43666512,0.01416961,1.49635663
-5.78989495,2.35896353,0.02053618,0.11413726,0.02568868,0.00000000,1.18069812,0.42827607,0.01467477,1.48652732
-5.78389195,2.33650645,0.02203913,0.11167859,0.02509613,0.00000000,1.17954912,0.41952646,0.01519878,1.47491837
-5.77788894,2.31150056,0.02355045,0.10893280,0.02448474,0.00000000,1.17555408,0.41056339,0.01573369,1.46181003
-5.77188594,2.28442330,0.02504584,0.10593589,0.02386350,0.00000000,1.16894576,0.40152935,0.01627128,1.44750102
-5.76588294,2.25577793,0.02650070,0.10272888,0.02324158,0.00000000,1.16000982,0.39256153,0.01680327,1.43230799
-5.75987994,2.22609323,0.02789076,0.09935707,0.02262821,0.00000000,1.14908231,0.38379181,0.01732151,1.41656564
-5.75387694,2.19592409,0.02919283,0.09586923,0.02203267,0.00000000,1.13654620,0.37534707,0.01781815,1.40062718
-5.74787394,2.16585219,0.03038549,0.09231681,0.02146429,0.00000000,1.12282700,0.36734988,0.01828592,1.38486485
-5.74187094,2.13648634,0.03144974,0.08875297,0.02093236,0.00000000,1.10838729,0.35991929,0.01871827,1.36967001
-5.73586793,2.10846171,0.03236965,0.08523177,0.02044616,0.00000000,1.09372007,0.35317157,0.01910961,1.35545241
-5.72986493,2.08243732,0.03313291,0.08180721,0.02001486,0.00000000,1.07934100,0.34722074,0.01945545,1.34263819
-5.72386193,2.05909123,0.03373118,0.07853237,0.01964751,0.00000000,1.06577949,0.34217877,0.01975254,1.33166632
-5.71785893,2.03911311,0.03416047,0.07545859,0.01935293,0.00000000,1.05356863,0.33815523,0.01999897,1.32298316
-5.71185593,2.02319375,0.03442115,0.07263465,0.01913962,0.00000000,1.04323425,0.33525646,0.02019419,1.31703508
-5.70585293,2.01201177,0.03451799,0.07010607,0.01901559,0.00000000,1.03528311,0.33358401,0.02033898,1.31425913
-5.69984992,2.00621745,0.03445994,0.06791446,0.01898826,0.00000000,1.03019065,0.33323268,0.02043538,1.31507185
-5.69384692,2.00641436,0.03425969,0.06609689,0.01906423,0.00000000,1.02838852,0.33428781,0.02048655,1.31985669
-5.68784392,2.01313937,0.03393324,0.06468547,0.01924910,0.00000000,1.03025234,0.33682238,0.02049657,1.32895046
-5.68184092,2.02684189,0.03349923,0.06370686,0.01954728,0.00000000,1.03609010,0.34089367,0.02047022,1.34262935
-5.67583792,2.04786341,0.03297821,0.06318196,0.01996178,0.00000000,1.04613161,0.34653993,0.02041272,1.36109524
-5.66983492,2.07641832,0.03239186,0.06312565,0.02049401,0.00000000,1.06051960,0.35377715,0.02032945,1.38446312
-5.66383192,2.11257719,0.03176222,0.06354658,0.02114365,0.00000000,1.07930264,0.36259614,0.02022565,1.41275021
-5.65782891,2.15625348,0.03111088,0.06444705,0.02190845,0.00000000,1.10243056,0.37296016,0.02010620,1.44586752
-5.65182591,2.20719460,0.03045827,0.06582296,0.02278419,0.00000000,1.12975236,0.38480325,0.01997533,1.48361450
-5.64582291,2.26497793,0.02982302,0.06766384,0.02376463,0.00000000,1.16101698,0.39802934,0.01983648,1.52567701
-5.63981991,2.32901230,0.02922145,0.06995296,0.02484146,0.00000000,1.19587701,0.41251243,0.01969210,1.57162915
-5.63381691,2.39854507,0.02866712,0.07266744,0.02600444,0.00000000,1.23389508,0.42809763,0.01954361,1.62093878
