energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,2.20659421,0.31505520,0.00395915,1.43636977,0.00000000,0.69906770,0.39015077
-5.99399700,2.14656274,0.30170786,0.00384634,1.40861194,0.00000000,0.67595210,0.37983784
-5.98799400,2.09402126,0.28921414,0.00375444,1.38592613,0.00000000,0.65533187,0.37079621
-5.98199100,2.05021032,0.27778513,0.00368681,1.36903054,0.00000000,0.63771470,0.36323483
-5.97598799,2.01626356,0.26762119,0.00364662,1.35856632,0.00000000,0.62357846,0.35735001
-5.96998499,1.99319169,0.25891078,0.00363674,1.35508593,0.00000000,0.61336416,0.35332314
-5.96398199,1.98186876,0.25182928,0.00365977,1.35904345,0.00000000,0.60746960,0.35131847
-5.95797899,1.98302066,0.24653782,0.00371795,1.37078697,0.00000000,0.60624348,0.35148090
-5.95197599,1.99721565,0.24318197,0.00381317,1.39055292,0.00000000,0.60998004,0.35393388
-5.94597299,2.02485669,0.24189028,0.00394691,1.41846226,0.00000000,0.61891417,0.35877733
-5.93996998,2.06617530,0.24277260,0.00412018,1.45451849,0.00000000,0.63321695,0.36608549
-5.93396698,2.12122693,0.24591824,0.00433355,1.49860719,0.00000000,0.65299156,0.37590501
-5.92796398,2.18988771,0.25139399,0.00458708,1.55049722,0.00000000,0.67826969,0.38825296
-5.92196098,2.27185258,0.25924192,0.00488029,1.60984322,0.00000000,0.70900846,0.40311510
-5.91595798,2.36663500,0.26947733,0.00521215,1.67618954,0.00000000,0.74508796,0.42044441
-5.90995498,2.47356844,0.28208668,0.00558105,1.74897563,0.00000000,0.78630966,0.44015982
-5.90395198,2.59181001,0.29702578,0.00598481,1.82754282,0.00000000,0.83239568,0.46214556
-5.89794897,2.72034657,0.31421835,0.00642065,1.91114255,0.00000000,0.88298939,0.48625096
-5.89194597,2.85800367,0.33355505,0.00688524,1.99894635,0.00000000,0.93765727,0.51229087
-5.88594297,3.00345784,0.35489317,0.00737466,2.09005732,0.00000000,0.99589244,0.54004697
-5.87993997,3.15525223,0.37805700,0.00788453,2.18352342,0.00000000,1.05711985,0.56926974
-5.87393697,3.31181603,0.40283902,0.00840997,2.27835235,0.00000000,1.12070327,0.59968141
-5.86793397,3.47148747,0.42900199,0.00894571,2.37352793,0.00000000,1.18595417,0.63097971
-5.86193097,3.63254011,0.45628181,0.00948618,2.46802789,0.00000000,1.25214224,0.66284246
-5.85592796,3.79321219,0.48439134,0.01002558,2.56084239,0.00000000,1.31850758,0.69493294
-5.84992496,3.95173809,0.51302486,0.01055799,2.65099319,0.00000000,1.38427412,0.72690579
-5.84392196,4.10638122,0.54186321,0.01107749,2.73755259,0.00000000,1.44866410,0.75841342
-5.83791896,4.25546712,0.57057946,0.01157823,2.81966160,0.00000000,1.51091305,0.78911260
-5.83191596,4.39741571,0.59884483,0.01205463,2.89654670,0.00000000,1.57028481,0.81867114
-5.82591296,4.53077141,0.62633475,0.01250140,2.96753433,0.00000000,1.62608617,0.84677423
-5.81990995,4.65422995,0.65273487,0.01291370,3.03206262,0.00000000,1.67768055,0.87313036
-5.81390695,4.76666068,0.67774671,0.01328721,3.08968960,0.00000000,1.72450020,0.89747655
-5.80790395,4.86712361,0.70109285,0.01361820,3.14009762,0.00000000,1.76605656,0.91958267
-5.80190095,4.95488035,0.72252156,0.01390362,3.18309358,0.00000000,1.80194836,0.93925469
-5.79589795,5.02939858,0.74181056,0.01414113,3.21860493,0.00000000,1.83186722,0.95633683
-5.78989495,5.09035001,0.75876996,0.01432908,3.24667164,0.00000000,1.85560056,0.97071252
-5.78389195,5.13760206,0.77324435,0.01446660,3.26743437,0.00000000,1.87303187,0.98230410
-5.77788894,5.17120376,0.78511391,0.01455351,3.28111955,0.00000000,1.88413822,0.99107158
-5.77188594,5.19136682,0.79429467,0.01459030,3.28802195,0.00000000,1.88898552,0.99701023
-5.76588294,5.19844290,0.80073800,0.01457811,3.28848568,0.00000000,1.88772147,1.00014755
-5.75987994,5.19289831,0.80442940,0.01451865,3.28288454,0.00000000,1.88056681,1.00053954
-5.75387694,5.17528752,0.80538666,0.01441412,3.27160278,0.00000000,1.86780523,0.99826660
-5.74787394,5.14622681,0.80365766,0.01426714,3.25501699,0.00000000,1.84977234,0.99342930
-5.74187094,5.10636928,0.79931776,0.01408066,3.23348030,0.00000000,1.82684425,0.98614423
-5.73586793,5.05638242,0.79246711,0.01385791,3.20730931,0.00000000,1.79942624,0.97654005
-5.72986493,4.99692912,0.78322782,0.01360227,3.17677459,0.00000000,1.76794176,0.96475399
-5.72386193,4.92865288,0.77174115,0.01331723,3.14209492,0.00000000,1.73282241,0.95092891
-5.71785893,4.85216739,0.75816483,0.01300630,3.10343551,0.00000000,1.69449890,0.93521093
-5.71185593,4.76805093,0.74267045,0.01267298,3.06091013,0.00000000,1.65339348,0.91774769
-5.70585293,4.67684513,0.72544106,0.01232068,3.01458684,0.00000000,1.60991371,0.89868727
-5.69984992,4.57905778,0.70666890,0.01195270,2.96449693,0.00000000,1.56444792,0.87817765
-5.69384692,4.47516910,0.68655321,0.01157217,2.91064635,0.00000000,1.51736201,0.85636657
-5.68784392,4.36564053,0.66529821,0.01118206,2.85302896,0.00000000,1.46899775,0.83340180
-5.68184092,4.25092524,0.64311109,0.01078517,2.79164085,0.00000000,1.41967234,0.80943158
-5.67583792,4.13147926,0.62019995,0.01038409,2.72649465,0.00000000,1.36967889,0.78460512
-5.66983492,4.00777240,0.59677185,0.00998122,2.65763333,0.00000000,1.31928783,0.75907295
-5.66383192,3.88029781,0.57303062,0.00957877,2.58514242,0.00000000,1.26874875,0.73298718
-5.65782891,3.74957970,0.54917476,0.00917878,2.50916019,0.00000000,1.21829253,0.70650133
-5.65182591,3.61617830,0.52539509,0.00878311,2.42988510,0.00000000,1.16813354,0.67976981
-5.64582291,3.48069172,0.50187249,0.00839345,2.34758026,0.00000000,1.11847157,0.65294699
-5.63981991,3.34375460,0.47877551,0.00801134,2.26257462,0.00000000,1.06949352,0.62618582
-5.63381691,3.20603340,0.45625806,0.00763816,2.17526083,0.00000000,1.02137447,0.59963609
-5.62781391,3.06821861,0.43445719,0.00727514,2.08609011,0.00000000,0.97427834,0.57344229
-5.62181091,2.93101441,0.41349112,0.00692335,1.99556422,0.00000000,0.92835800,0.54774139
-5.61580790,2.79512642,0.39345747,0.00658374,1.90422522,0.00000000,0.88375487,0.52266042
-5.60980490,2.66124820,0.37443198,0.00625708,1.81264350,0.00000000,0.84059829,0.49831426
-5.60380190,2.53004756,0.35646768,0.00594399,1.72140490,0.00000000,0.79900469,0.47480351
-5.59779890,2.40215356,0.33959459,0.00564494,1.63109754,0.00000000,0.75907676,0.45221294
-5.59179590,2.27814504,0.32382019,0.00536023,1.54229921,0.00000000,0.72090300,0.43061033
-5.58579290,2.15854159,0.30913043,0.00509003,1.45556598,0.00000000,0.68455757,0.41004608
-5.57978989,2.04379766,0.29549153,0.00483435,1.37142265,0.00000000,0.65010096,0.39055348
-5.57378689,1.93430021,0.28285244,0.00459309,1.29035560,0.00000000,0.61758126,0.37214990
-5.56778389,1.83037028,0.27114789,0.00436603,1.21280822,0.00000000,0.58703639,0.35483863
-5.56178089,1.73226831,0.26030196,0.00415288,1.13917929,0.00000000,0.55849714,0.33861154
-5.55577789,1.64020320,0.25023208,0.00395327,1.06982408,0.00000000,0.53199094,0.32345234
-5.54977489,1.55434425,0.24085324,0.00376684,1.00505807,0.00000000,0.50754626,0.30934036
-5.54377189,1.47483546,0.23208222,0.00359324,0.94516279,0.00000000,0.48519738,0.29625449
-5.53776888,1.40181117,0.22384172,0.00343217,0.89039330,0.00000000,0.46498923,0.28417732
-5.53176588,1.33541183,0.21606415,0.00328341,0.84098655,0.00000000,0.44698192,0.27309899
-5.52576288,1.27579891,0.20869490,0.00314689,0.79716998,0.00000000,0.43125470,0.26302069
-5.51975988,1.22316762,0.20169488,0.00302265,0.75916939,0.00000000,0.41790888,0.25395746
-5.51375688,1.17775656,0.19504233,0.00291090,0.72721552,0.00000000,0.40706943,0.24594016
-5.50775388,1.13985318,0.18873360,0.00281201,0.70154853,0.00000000,0.39888502,0.23901642
-5.50175088,1.10979452,0.18278307,0.00272651,0.68241982,0.00000000,0.39352617,0.23325050
-5.49574787,1.08796267,0.17722202,0.00265507,0.67009085,0.00000000,0.39118156,0.22872190
-5.48974487,1.07477498,0.17209660,0.00259846,0.66482868,0.00000000,0.39205238,0.22552289
-5.48374187,1.07066900,0.16746503,0.00255754,0.66689821,0.00000000,0.39634483,0.22375497
-5.47773887,1.07608288,0.16339404,0.00253317,0.67655138,0.00000000,0.40426116,0.22352430
-5.47173587,1.09143193,0.15995486,0.00252616,0.69401372,0.00000000,0.41598931,0.22493649
-5.46573287,1.11708234,0.15721886,0.00253726,0.71946879,0.00000000,0.43169185,0.22809085
-5.45972986,1.15332361,0.15525316,0.00256702,0.75304132,0.00000000,0.45149459,0.23307445
-5.45372686,1.20034066,0.15411631,0.00261579,0.79478003,0.00000000,0.47547537,0.23995620
-5.44772386,1.25818761,0.15385439,0.00268361,0.84464082,0.00000000,0.50365375,0.24878135
-5.44172086,1.32676423,0.15449758,0.00277022,0.90247165,0.00000000,0.53598204,0.25956666
-5.43571786,1.40579677,0.15605752,0.00287498,0.96799977,0.00000000,0.57233828,0.27229643
-5.42971486,1.49482413,0.15852542,0.00299686,1.04082235,0.00000000,0.61252154,0.28691967
-5.42371186,1.59319059,0.16187118,0.00313443,1.12040118,0.00000000,0.65625006,0.30334864
-5.41770885,1.70004550,0.16604339,0.00328587,1.20606202,0.00000000,0.70316224,0.32145870
-5.41170585,1.81435055,0.17097036,0.00344899,1.29699899,0.00000000,0.75282086,0.34108965
-5.40570285,1.93489447,0.17656202,0.00362129,1.39228407,0.00000000,0.80472024,0.36204848
-5.39969985,2.06031488,0.18271260,0.00379995,1.49088160,0.00000000,0.85829642,0.38411339
-5.39369685,2.18912661,0.18930402,0.00398199,1.59166753,0.00000000,0.91293981,0.40703906
-5.38769385,2.31975549,0.19620977,0.00416426,1.69345266,0.00000000,0.96800996,0.43056276
-5.38169085,2.45057627,0.20329913,0.00434358,1.79500922,0.00000000,1.02285201,0.45441128
-5.37568784,2.57995340,0.21044150,0.00451681,1.89509972,0.00000000,1.07681391,0.47830813
-5.36968484,2.70628283,0.21751068,0.00468091,1.99250704,0.00000000,1.12926403,0.50198095
-5.36368184,2.82803325,0.22438886,0.00483306,2.08606455,0.00000000,1.17960821,0.52516870
-5.35767884,2.94378525,0.23097028,0.00497074,2.17468510,0.00000000,1.22730568,0.54762831
-5.35167584,3.05226652,0.23716413,0.00509174,2.25738766,0.00000000,1.27188308,0.56914063
-5.34567284,3.15238197,0.24289699,0.00519427,2.33332064,0.00000000,1.31294621,0.58951527
-5.33966983,3.24323745,0.24811427,0.00527700,2.40178076,0.00000000,1.35018873,0.60859437
-5.33366683,3.32415615,0.25278100,0.00533904,2.46222701,0.00000000,1.38339774,0.62625496
-5.32766383,3.39468712,0.25688169,0.00537999,2.51428882,0.00000000,1.41245585,0.64240992
-5.32166083,3.45460569,0.26041948,0.00539991,2.55776840,0.00000000,1.43733973,0.65700758
-5.31565783,3.50390579,0.26341450,0.00539933,2.59263708,0.00000000,1.45811524,0.67002986
-5.30965483,3.54278477,0.26590166,0.00537917,2.61902584,0.00000000,1.47492936,0.68148924
-5.30365183,3.57162129,0.26792796,0.00534076,2.63721062,0.00000000,1.48799928,0.69142460
-5.29764882,3.59094757,0.26954943,0.00528572,2.64759293,0.00000000,1.49759920,0.69989621
-5.29164582,3.60141718,0.27082793,0.00521595,2.65067679,0.00000000,1.50404537,0.70698005
-5.28564282,3.60376982,0.27182786,0.00513354,2.64704300,0.00000000,1.50768012,0.71276182
-5.27963982,3.59879494,0.27261311,0.00504072,2.63732192,0.00000000,1.50885553,0.71733096
-5.27363682,3.58729567,0.27324417,0.00493981,2.62216602,0.00000000,1.50791754,0.72077478
-5.26763382,3.57005478,0.27377578,0.00483314,2.60222346,0.00000000,1.50519123,0.72317330
-5.26163082,3.54780434,0.27425496,0.00472302,2.57811387,0.00000000,1.50096787,0.72459477
-5.25562781,3.52120025,0.27471971,0.00461168,2.55040749,0.00000000,1.49549445,0.72509230
-5.24962481,3.49080303,0.27519823,0.00450125,2.51960853,0.00000000,1.48896600,0.72470165
-5.24362181,3.45706548,0.27570886,0.00439372,2.48614359,0.00000000,1.48152129,0.72344039
-5.23761881,3.42032782,0.27626048,0.00429095,2.45035541,0.00000000,1.47324184,0.72130840
-5.23161581,3.38082041,0.27685352,0.00419463,2.41250244,0.00000000,1.46415446,0.71828974
-5.22561281,3.33867367,0.27748135,0.00410627,2.37276383,0.00000000,1.45423708,0.71435582
-5.21960980,3.29393463,0.27813195,0.00402724,2.33124961,0.00000000,1.44342749,0.70946961
-5.21360680,3.24658894,0.27878987,0.00395876,2.28801535,0.00000000,1.43163468,0.70359079
-5.20760380,3.19658721,0.27943812,0.00390188,2.24308041,0.00000000,1.41875196,0.69668145
-5.20160080,3.14387386,0.28006007,0.00385754,2.19644851,0.00000000,1.40467132,0.68871211
-5.19559780,3.08841696,0.28064117,0.00382653,2.14812957,0.00000000,1.38929814,0.67966766
-5.18959480,3.03023719,0.28117039,0.00380951,2.09816136,0.00000000,1.37256542,0.66955297
-5.18359180,2.96943425,0.28164125,0.00380701,2.04662967,0.00000000,1.35444687,0.65839770
-5.17758879,2.90620908,0.28205259,0.00381945,1.99368571,0.00000000,1.33496798,0.64626021
-5.17158579,2.84088062,0.28240887,0.00384707,1.93955980,0.00000000,1.31421455,0.63323012
-5.16558279,2.77389602,0.28272015,0.00389001,1.88457022,0.00000000,1.29233811,0.61942957
-5.15957979,2.70583363,0.28300178,0.00394819,1.82912687,0.00000000,1.26955798,0.60501289
