energy_ev,total_up,Ge_p_up,Ge_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.80790395,1.24633528,0.17460825,0.00000000,0.38811216,0.12824097,0.68410578,0.00000000
-5.80190095,1.25746655,0.17185348,0.00000000,0.38339819,0.12712166,0.69542854,0.00000000
-5.79589795,1.26449061,0.16842404,0.00000000,0.37745113,0.12561911,0.70456746,0.00000000
-5.78989495,1.26724018,0.16438272,0.00000000,0.37035950,0.12375493,0.71133125,0.00000000
-5.78389195,1.26559477,0.15979675,0.00000000,0.36221869,0.12155348,0.71555763,0.00000000
-5.77788894,1.25949560,0.15473661,0.00000000,0.35313112,0.11904228,0.71712511,0.00000000
-5.77188594,1.24896067,0.14927500,0.00000000,0.34320684,0.11625273,0.71596464,0.00000000
-5.76588294,1.23409910,0.14348612,0.00000000,0.33256458,0.11322078,0.71207045,0.00000000
-5.75987994,1.21512367,0.13744509,0.00000000,0.32133278,0.10998764,0.70550938,0.00000000
-5.75387694,1.19236084,0.13122758,0.00000000,0.30965081,0.10660046,0.69642826,0.00000000
-5.74787394,1.16625718,0.12490954,0.00000000,0.29766986,0.10311280,0.68505862,0.00000000
-5.74187094,1.13738173,0.11856696,0.00000000,0.28555347,0.09958494,0.67171842,0.00000000
-5.73586793,1.10642363,0.11227572,0.00000000,0.27347760,0.09608386,0.65681051,0.00000000
-5.72986493,1.07418465,0.10611132,0.00000000,0.26162985,0.09268293,0.64081757,0.00000000
-5.72386193,1.04156672,0.10014848,0.00000000,0.25020802,0.08946114,0.62429360,0.00000000
-5.71785893,1.00955429,0.09446066,0.00000000,0.23941770,0.08650208,0.60785207,0.00000000
-5.71185593,0.97919211,0.08911933,0.00000000,0.22946904,0.08389238,0.59215096,0.00000000
-5.70585293,0.95155886,0.08419308,0.00000000,0.22057267,0.08171985,0.57787515,0.00000000
-5.69984992,0.92773734,0.07974658,0.00000000,0.21293486,0.08007127,0.56571665,0.00000000
-5.69384692,0.90878214,0.07583930,0.00000000,0.20675203,0.07902990,0.55635323,0.00000000
-5.68784392,0.89568583,0.07252416,0.00000000,0.20220485,0.07867277,0.55042617,0.00000000
-5.68184092,0.88934464,0.06984604,0.00000000,0.19945200,0.07906782,0.54851778,0.00000000
-5.67583792,0.89052494,0.06784036,0.00000000,0.19862397,0.08027105,0.55112955,0.00000000
-5.66983492,0.89983159,0.06653160,0.00000000,0.19981708,0.08232377,0.55866154,0.00000000
-5.66383192,0.91767941,0.06593203,0.00000000,0.20308787,0.08524995,0.57139383,0.00000000
-5.65782891,0.94426886,0.06604051,0.00000000,0.20844835,0.08905399,0.58947080,0.00000000
-5.65182591,0.97956701,0.06684173,0.00000000,0.21586216,0.09371889,0.61288879,0.00000000
-5.64582291,1.02329486,0.06830556,0.00000000,0.22524197,0.09920489,0.64148787,0.00000000
-5.63981991,1.07492169,0.07038699,0.00000000,0.23644825,0.10544887,0.67494808,0.00000000
-5.63381691,1.13366714,0.07302631,0.00000000,0.24928972,0.11236433,0.71279068,0.00000000
-5.62781391,1.19851147,0.07614991,0.00000000,0.26352545,0.11984231,0.75438458,0.00000000
-5.62181091,1.26821406,0.07967146,0.00000000,0.27886868,0.12775296,0.79895801,0.00000000
-5.61580790,1.34134002,0.08349356,0.00000000,0.29499246,0.13594807,0.84561531,0.00000000
-5.60980490,1.41629447,0.08750990,0.00000000,0.31153691,0.14426426,0.89335866,0.00000000
-5.60380190,1.49136355,0.09160772,0.00000000,0.32811796,0.15252696,0.94111402,0.00000000
-5.59779890,1.56476110,0.09567071,0.00000000,0.34433738,0.16055495,0.98776066,0.00000000
-5.59179590,1.63467952,0.09958201,0.00000000,0.35979371,0.16816541,1.03216333,0.00000000
-5.58579290,1.69934296,0.10322750,0.00000000,0.37409377,0.17517914,1.07320600,0.00000000
-5.57978989,1.75706116,0.10649901,0.00000000,0.38686433,0.18142600,1.10982582,0.00000000
-5.57378689,1.80628159,0.10929742,0.00000000,0.39776343,0.18675015,1.14104618,0.00000000
-5.56778389,1.84563800,0.11153566,0.00000000,0.40649102,0.19101497,1.16600744,0.00000000
-5.56178089,1.87399343,0.11314122,0.00000000,0.41279830,0.19410742,1.18399408,0.00000000
-5.55577789,1.89047575,0.11405829,0.00000000,0.41649557,0.19594170,1.19445722,0.00000000
-5.54977489,1.89450441,0.11424940,0.00000000,0.41745810,0.19646199,1.19703152,0.00000000
-5.54377189,1.88580717,0.11369636,0.00000000,0.41562989,0.19564422,1.19154582,0.00000000
-5.53776888,1.86442630,0.11240066,0.00000000,0.41102510,0.19349670,1.17802696,0.00000000
-5.53176588,1.83071399,0.11038318,0.00000000,0.40372711,0.19005972,1.15669699,0.00000000
-5.52576288,1.78531745,0.10768329,0.00000000,0.39388540,0.18540406,1.12796367,0.00000000
-5.51975988,1.72915444,0.10435734,0.00000000,0.38171023,0.17962854,1.09240500,0.00000000
-5.51375688,1.66338056,0.10047671,0.00000000,0.36746564,0.17285665,1.05074862,0.00000000
-5.50775388,1.58934998,0.09612537,0.00000000,0.35146085,0.16523263,1.00384691,0.00000000
-5.50175088,1.50857134,0.09139729,0.00000000,0.33404071,0.15691695,0.95264921,0.00000000
-5.49574787,1.42266103,0.08639345,0.00000000,0.31557547,0.14808152,0.89817228,0.00000000
-5.48974487,1.33329573,0.08121902,0.00000000,0.29645037,0.13890488,0.84147040,0.00000000
-5.48374187,1.24216629,0.07598043,0.00000000,0.27705543,0.12956746,0.78360629,0.00000000
-5.47773887,1.15093449,0.07078265,0.00000000,0.25777590,0.12024718,0.72562393,0.00000000
-5.47173587,1.06119438,0.06572670,0.00000000,0.23898354,0.11111542,0.66852426,0.00000000
-5.46573287,0.97443904,0.06090748,0.00000000,0.22102904,0.10233365,0.61324440,0.00000000
-5.45972986,0.89203369,0.05641192,0.00000000,0.20423576,0.09405060,0.56064088,0.00000000
-5.45372686,0.81519525,0.05231751,0.00000000,0.18889474,0.08640014,0.51147698,0.00000000
-5.44772386,0.74497849,0.04869116,0.00000000,0.17526108,0.07949974,0.46641429,0.00000000
-5.44172086,0.68226820,0.04558854,0.00000000,0.16355156,0.07344962,0.42600806,0.00000000
-5.43571786,0.62777685,0.04305363,0.00000000,0.15394335,0.06833236,0.39070601,0.00000000
-5.42971486,0.58204676,0.04111861,0.00000000,0.14657369,0.06421301,0.36084999,0.00000000
-5.42371186,0.54545600,0.03980413,0.00000000,0.14154030,0.06113952,0.33667992,0.00000000
-5.41770885,0.51822677,0.03911964,0.00000000,0.13890238,0.05914345,0.31833922,0.00000000
-5.41170585,0.50043565,0.03906413,0.00000000,0.13868208,0.05824085,0.30588128,0.00000000
-5.40570285,0.49202458,0.03962687,0.00000000,0.14086613,0.05843327,0.29927628,0.00000000
-5.39969985,0.49281218,0.04078852,0.00000000,0.14540783,0.05970877,0.29841807,0.00000000
-5.39369685,0.50250482,0.04252227,0.00000000,0.15222908,0.06204299,0.30313057,0.00000000
-5.38769385,0.52070731,0.04479522,0.00000000,0.16122256,0.06540023,0.31317384,0.00000000
-5.38169085,0.54693306,0.04756997,0.00000000,0.17225424,0.06973458,0.32824949,0.00000000
-5.37568784,0.58061401,0.05080632,0.00000000,0.18516594,0.07499107,0.34800576,0.00000000
-5.36968484,0.62111049,0.05446324,0.00000000,0.19977846,0.08110699,0.37204232,0.00000000
-5.36368184,0.66772152,0.05850091,0.00000000,0.21589498,0.08801328,0.39991519,0.00000000
-5.35767884,0.71969586,0.06288304,0.00000000,0.23330503,0.09563619,0.43114197,0.00000000
-5.35167584,0.77624413,0.06757914,0.00000000,0.25178907,0.10389911,0.46520777,0.00000000
-5.34567284,0.83655249,0.07256696,0.00000000,0.27112351,0.11272466,0.50157203,0.00000000
-5.33966983,0.89979768,0.07783479,0.00000000,0.29108631,0.12203695,0.53967652,0.00000000
-5.33366683,0.96516367,0.08338369,0.00000000,0.31146290,0.13176404,0.57895443,0.00000000
-5.32766383,1.03185937,0.08922932,0.00000000,0.33205237,0.14184047,0.61884062,0.00000000
-5.32166083,1.09913710,0.09540351,0.00000000,0.35267347,0.15220977,0.65878277,0.00000000
-5.31565783,1.16631102,0.10195514,0.00000000,0.37317047,0.16282678,0.69825317,0.00000000
-5.30965483,1.23277465,0.10895041,0.00000000,0.39341816,0.17365964,0.73676060,0.00000000
-5.30365183,1.29801659,0.11647229,0.00000000,0.41332602,0.18469136,0.77386182,0.00000000
-5.29764882,1.36163330,0.12461893,0.00000000,0.43284091,0.19592066,0.80917214,0.00000000
-5.29164582,1.42333801,0.13350129,0.00000000,0.45194829,0.20736208,0.84237428,0.00000000
-5.28564282,1.48296487,0.14323950,0.00000000,0.47067146,0.21904505,0.87322510,0.00000000
-5.27963982,1.54046765,0.15395846,0.00000000,0.48906888,0.23101212,0.90155962,0.00000000
-5.27363682,1.59591256,0.16578231,0.00000000,0.50722941,0.24331606,0.92729193,0.00000000
-5.26763382,1.64946513,0.17882832,0.00000000,0.52526557,0.25601598,0.95041285,0.00000000
-5.26163082,1.70137144,0.19320004,0.00000000,0.54330509,0.26917263,0.97098421,0.00000000
-5.25562781,1.75193432,0.20898031,0.00000000,0.56148093,0.28284297,0.98913004,0.00000000
-5.24962481,1.80148561,0.22622411,0.00000000,0.57992045,0.29707427,1.00502490,0.00000000
-5.24362181,1.85035591,0.24495190,0.00000000,0.59873398,0.31189811,1.01888014,0.00000000
-5.23761881,1.89884330,0.26514359,0.00000000,0.61800369,0.32732447,1.03092859,0.00000000
-5.23161581,1.94718307,0.28673365,0.00000000,0.63777322,0.34333650,1.04140871,0.00000000
-5.22561281,1.99552009,0.30960766,0.00000000,0.65803882,0.35988606,1.05054910,0.00000000
-5.21960980,2.04388595,0.33360061,0.00000000,0.67874259,0.37689067,1.05855418,0.00000000
-5.21360680,2.09218218,0.35849725,0.00000000,0.69976831,0.39423192,1.06559212,0.00000000
-5.20760380,2.14017119,0.38403455,0.00000000,0.72094036,0.41175569,1.07178558,0.00000000
-5.20160080,2.18747562,0.40990649,0.00000000,0.74202583,0.42927433,1.07720595,0.00000000
-5.19559780,2.23358679,0.43577106,0.00000000,0.76274009,0.44657081,1.08187148,0.00000000
-5.18959480,2.27788191,0.46125922,0.00000000,0.78275550,0.46340472,1.08574937,0.00000000
-5.18359180,2.31964961,0.48598578,0.00000000,0.80171311,0.47952005,1.08876166,0.00000000
-5.17758879,2.35812253,0.50956152,0.00000000,0.81923675,0.49465428,1.09079463,0.00000000
-5.17158579,2.39251531,0.53160632,0.00000000,0.83494894,0.50854854,1.09171107,0.00000000
-5.16558279,2.42206597,0.55176257,0.00000000,0.84848778,0.52095825,1.09136450,0.00000000
-5.15957979,2.44607832,0.56970833,0.00000000,0.85952395,0.53166379,1.08961458,0.00000000
-5.15357679,2.46396310,0.58516960,0.00000000,0.86777706,0.54048055,1.08634251,0.00000000
-5.14757379,2.47527520,0.59793113,0.00000000,0.87303030,0.54726793,1.08146554,0.00000000
-5.14157079,2.47974503,0.60784513,0.00000000,0.87514272,0.55193672,1.07494951,0.00000000
-5.13556778,2.47730184,0.61483751,0.00000000,0.87405840,0.55445442,1.06681858,0.00000000
-5.12956478,2.46808765,0.61891128,0.00000000,0.86981198,0.55484825,1.05716159,0.00000000
-5.12356178,2.45246087,0.62014684,0.00000000,0.86253033,0.55320558,1.04613447,0.00000000
-5.11755878,2.43098916,0.61869920,0.00000000,0.85243008,0.54967172,1.03395855,0.00000000
-5.11155578,2.40443183,0.61479209,0.00000000,0.83981118,0.54444520,1.02091485,0.00000000
-5.10555278,2.37371267,0.60870938,0.00000000,0.82504681,0.53777062,1.00733469,0.00000000
-5.09954977,2.33988456,0.60078400,0.00000000,0.80857017,0.52992957,0.99358705,0.00000000
-5.09354677,2.30408779,0.59138504,0.00000000,0.79085858,0.52122988,0.98006361,0.00000000
-5.08754377,2.26750413,0.58090353,0.00000000,0.77241600,0.51199381,0.96716209,0.00000000
-5.08154077,2.23130925,0.56973756,0.00000000,0.75375448,0.50254576,0.95526921,0.00000000
-5.07553777,2.19662570,0.55827744,0.00000000,0.73537555,0.49319993,0.94474380,0.00000000
-5.06953477,2.16447903,0.54689156,0.00000000,0.71775248,0.48424871,0.93590148,0.00000000
-5.06353177,2.13575898,0.53591350,0.00000000,0.70131393,0.47595206,0.92900133,0.00000000
-5.05752876,2.11118760,0.52563095,0.00000000,0.68642988,0.46852855,0.92423555,0.00000000
-5.05152576,2.09129573,0.51627695,0.00000000,0.67340031,0.46214826,0.92172240,0.00000000
-5.04552276,2.07640854,0.50802351,0.00000000,0.66244692,0.45692784,0.92150285,0.00000000
-5.03951976,2.06664058,0.50097808,0.00000000,0.65370819,0.45292783,0.92354092,0.00000000
-5.03351676,2.06190008,0.49518264,0.00000000,0.64723785,0.45015236,0.92772760,0.00000000
-5.02751376,2.06190196,0.49061547,0.00000000,0.64300654,0.44855093,0.93388792,0.00000000
-5.02151076,2.06618832,0.48719535,0.00000000,0.64090651,0.44802239,0.94179077,0.00000000
-5.01550775,2.07415514,0.48478786,0.00000000,0.64075899,0.44842054,0.95116067,0.00000000
-5.00950475,2.08508347,0.48321345,0.00000000,0.64232364,0.44956126,0.96169089,0.00000000
-5.00350175,2.09817338,0.48225681,0.00000000,0.64530983,0.45123074,0.97305698,0.00000000
-4.99749875,2.11257895,0.48167710,0.00000000,0.64938887,0.45319437,0.98493012,0.00000000
-4.99149575,2.12744245,0.48121860,0.00000000,0.65420698,0.45520598,0.99698947,0.00000000
-4.98549275,2.14192637,0.48062129,0.00000000,0.65939817,0.45701706,1.00893293,0.00000000
-4.97948974,2.15524184,0.47963104,0.00000000,0.66459675,0.45838558,1.02048589,0.00000000
-4.97348674,2.16667252,0.47800892,0.00000000,0.66944898,0.45908413,1.03140762,0.00000000
-4.96748374,2.17559322,0.47553951,0.00000000,0.67362338,0.45890719,1.04149512,0.00000000
-4.96148074,2.18148293,0.47203779,0.00000000,0.67681974,0.45767719,1.05058442,0.00000000
-4.95547774,2.18393212,0.46735460,0.00000000,0.67877616,0.45524945,1.05854958,0.00000000
-4.94947474,2.18264466,0.46138048,0.00000000,0.67927452,0.45151565,1.06529950,0.00000000
-4.94347174,2.17743474,0.45404795,0.00000000,0.67814392,0.44640601,1.07077313,0.00000000
-4.93746873,2.16821953,0.44533211,0.00000000,0.67526239,0.43989012,1.07493339,0.00000000
-4.93146573,2.15500847,0.43524984,0.00000000,0.67055684,0.43197645,1.07776043,0.00000000
-4.92546273,2.13789002,0.42385758,0.00000000,0.66400146,0.42271068,1.07924467,0.00000000
-4.91945973,2.11701693,0.41124796,0.00000000,0.65561479,0.41217299,1.07938023,0.00000000
-4.91345673,2.09259095,0.39754540,0.00000000,0.64545562,0.40047451,1.07815909,0.00000000
-4.90745373,2.06484787,0.38290102,0.00000000,0.63361809,0.38775299,1.07556648,0.00000000
-4.90145073,2.03404372,0.36748690,0.00000000,0.62022618,0.37416799,1.07157771,0.00000000
-4.89544772,2.00044268,0.35149022,0.00000000,0.60542784,0.35989581,1.06615667,0.00000000
-4.88944472,1.96430731,0.33510719,0.00000000,0.58938914,0.34512422,1.05925605,0.00000000
-4.88344172,1.92589126,0.31853727,0.00000000,0.57228854,0.33004731,1.05081920,0.00000000
-4.87743872,1.88543473,0.30197764,0.00000000,0.55431156,0.31486057,1.04078359,0.00000000
-4.87143572,1.84316246,0.28561830,0.00000000,0.53564588,0.29975628,1.02908541,0.00000000
-4.86543272,1.79928417,0.26963770,0.00000000,0.51647727,0.28491945,1.01566525,0.00000000
-4.85942971,1.75399693,0.25419923,0.00000000,0.49698600,0.27052423,1.00047416,0.00000000
-4.85342671,1.70748905,0.23944835,0.00000000,0.47734414,0.25673096,0.98347996,0.00000000
-4.84742371,1.65994495,0.22551066,0.00000000,0.45771341,0.24368378,0.96467313,0.00000000
-4.84142071,1.61155021,0.21249060,0.00000000,0.43824381,0.23150882,0.94407200,0.00000000
-4.83541771,1.56249647,0.20047088,0.00000000,0.41907258,0.22031288,0.92172681,0.00000000
-4.82941471,1.51298530,0.18951254,0.00000000,0.40032375,0.21018260,0.89772236,0.00000000
-4.82341171,1.46323078,0.17965542,0.00000000,0.38210785,0.20118395,0.87217900,0.00000000
-4.81740870,1.41346031,0.17091914,0.00000000,0.36452182,0.19336205,0.84525183,0.00000000
-4.81140570,1.36391342,0.16330419,0.00000000,0.34764905,0.18674120,0.81712811,0.00000000
-4.80540270,1.31483858,0.15679327,0.00000000,0.33155924,0.18132504,0.78802298,0.00000000
-4.79939970,1.26648800,0.15135272,0.00000000,0.31630837,0.17709693,0.75817366,0.00000000
-4.79339670,1.21911078,0.14693390,0.00000000,0.30193841,0.17402028,0.72783233,0.00000000
-4.78739370,1.17294475,0.14347460,0.00000000,0.28847706,0.17203921,0.69725824,0.00000000
-4.78139070,1.12820757,0.14090039,0.00000000,0.27593739,0.17107914,0.66670929,0.00000000
-4.77538769,1.08508767,0.13912594,0.00000000,0.26431757,0.17104778,0.63643355,0.00000000
-4.76938469,1.04373560,0.13805636,0.00000000,0.25360063,0.17183628,0.60666126,0.00000000
-4.76338169,1.00425663,0.13758858,0.00000000,0.24375457,0.17332070,0.57759755,0.00000000
-4.75737869,0.96670489,0.13761286,0.00000000,0.23473264,0.17536390,0.54941646,0.00000000
-4.75137569,0.93107986,0.13801435,0.00000000,0.22647416,0.17781788,0.52225637,0.00000000
-4.74537269,0.89732518,0.13867494,0.00000000,0.21890567,0.18052644,0.49621718,0.00000000
-4.73936968,0.86533040,0.13947522,0.00000000,0.21194261,0.18332842,0.47135927,0.00000000
-4.73336668,0.83493528,0.14029668,0.00000000,0.20549152,0.18606117,0.44770429,0.00000000
-4.72736368,0.80593680,0.14102400,0.00000000,0.19945259,0.18856444,0.42523768,0.00000000
-4.72136068,0.77809830,0.14154754,0.00000000,0.19372260,0.19068435,0.40391271,0.00000000
-4.71535768,0.75116047,0.14176578,0.00000000,0.18819812,0.19227744,0.38365578,0.00000000
-4.70935468,0.72485346,0.14158772,0.00000000,0.18277883,0.19321461,0.36437268,0.00000000
-4.70335168,0.69890955,0.14093512,0.00000000,0.17737071,0.19338468,0.34595539,0.00000000
-4.69734867,0.67307557,0.13974449,0.00000000,0.17188912,0.19269762,0.32828904,0.00000000
-4.69134567,0.64712451,0.13796860,0.00000000,0.16626156,0.19108701,0.31125872,0.00000000
-4.68534267,0.62086569,0.13557764,0.00000000,0.16042980,0.18851186,0.29475569,0.00000000
-4.67933967,0.59415288,0.13255977,0.00000000,0.15435161,0.18495750,0.27868281,0.00000000
-4.67333667,0.56689008,0.12892110,0.00000000,0.14800168,0.18043563,0.26295884,0.00000000
-4.66733367,0.53903476,0.12468507,0.00000000,0.14137194,0.17498339,0.24752157,0.00000000
-4.66133067,0.51059838,0.11989128,0.00000000,0.13447109,0.16866164,0.23232965,0.00000000
-4.65532766,0.48164432,0.11459373,0.00000000,0.12732358,0.16155234,0.21736313,0.00000000
-4.64932466,0.45228358,0.10885867,0.00000000,0.11996790,0.15375539,0.20262284,0.00000000
-4.64332166,0.42266835,0.10276207,0.00000000,0.11245451,0.14538485,0.18812869,0.00000000
-4.63731866,0.39298420,0.09638684,0.00000000,0.10484332,0.13656487,0.17391713,0.00000000
-4.63131566,0.36344120,0.08981998,0.00000000,0.09720105,0.12742546,0.16003804,0.00000000
-4.62531266,0.33426456,0.08314972,0.00000000,0.08959852,0.11809835,0.14655120,0.00000000
-4.61930965,0.30568538,0.07646281,0.00000000,0.08210803,0.10871300,0.13352268,0.00000000
-4.61330665,0.27793202,0.06984205,0.00000000,0.07480097,0.09939303,0.12102138,0.00000000
-4.60730365,0.25122234,0.06336419,0.00000000,0.06774580,0.09025312,0.10911585,0.00000000
-4.60130065,0.22575750,0.05709817,0.00000000,0.06100646,0.08139660,0.09787169,0.00000000
-4.59529765,0.20171718,0.05110390,0.00000000,0.05464129,0.07291362,0.08734958,0.00000000
-4.58929465,0.17925670,0.04543148,0.00000000,0.04870253,0.06488004,0.07760404,0.00000000
-4.58329165,0.15850595,0.04012081,0.00000000,0.04323637,0.05735702,0.06868297,0.00000000
-4.57728864,0.13957002,0.03520182,0.00000000,0.03828360,0.05039125,0.06062803,0.00000000
-4.57128564,0.12253164,0.03069490,0.00000000,0.03388076,0.04401577,0.05347572,0.00000000
-4.56528264,0.10745501,0.02661187,0.00000000,0.03006184,0.03825128,0.04725917,0.00000000
-4.55927964,0.09439096,0.02295708,0.00000000,0.02686034,0.03310784,0.04201047,0.00000000
-4.55327664,0.08338308,0.01972885,0.00000000,0.02431185,0.02858692,0.03776359,0.00000000
-4.54727364,0.07447459,0.01692098,0.00000000,0.02245673,0.02468362,0.03455751,0.00000000
-4.54127064,0.06771566,0.01452445,0.00000000,0.02134316,0.02138900,0.03243966,0.00000000
-4.53526763,0.06317081,0.01252902,0.00000000,0.02103022,0.01869242,0.03146939,0.00000000
-4.52926463,0.06092628,0.01092493,0.00000000,0.02159103,0.01658385,0.03172136,0.00000000
-4.52326163,0.06109689,0.00970448,0.00000000,0.02311583,0.01505600,0.03328872,0.00000000
-4.51725863,0.06383228,0.00886351,0.00000000,0.02571485,0.01410627,0.03628589,0.00000000
-4.51125563,0.06932217,0.00840277,0.00000000,0.02952083,0.01373847,0.04085088,0.00000000
-4.50525263,0.07780051,0.00832908,0.00000000,0.03469120,0.01396423,0.04714683,0.00000000
-4.49924962,0.08954811,0.00865638,0.00000000,0.04140958,0.01480413,0.05536280,0.00000000
-4.49324662,0.10489361,0.00940645,0.00000000,0.04988660,0.01628840,0.06571362,0.00000000
-4.48724362,0.12421261,0.01060951,0.00000000,0.06035976,0.01845731,0.07843850,0.00000000
-4.48124062,0.14792453,0.01230445,0.00000000,0.07309222,0.02136116,0.09379854,0.00000000
-4.47523762,0.17648720,0.01453881,0.00000000,0.08837039,0.02505971,0.11207275,0.00000000
-4.46923462,0.21038894,0.01736844,0.00000000,0.10650004,0.02962136,0.13355272,0.00000000
-4.46323162,0.25013790,0.02085672,0.00000000,0.12780089,0.03512166,0.15853572,0.00000000
-4.45722861,0.29624883,0.02507350,0.00000000,0.15259961,0.04164147,0.18731636,0.00000000
-4.45122561,0.34922712,0.03009352,0.00000000,0.18122105,0.04926459,0.22017669,0.00000000
-4.44522261,0.40955030,0.03599447,0.00000000,0.21397786,0.05807494,0.25737512,0.00000000
-4.43921961,0.47764739,0.04285461,0.00000000,0.25115856,0.06815332,0.29913408,0.00000000
-4.43321661,0.55387637,0.05074998,0.00000000,0.29301424,0.07957376,0.34562689,0.00000000
-4.42721361,0.63850050,0.05975125,0.00000000,0.33974417,0.09239966,0.39696417,0.00000000
-4.42121061,0.73166410,0.06992030,0.00000000,0.39148089,0.10667969,0.45318019,0.00000000
-4.41520760,0.83336877,0.08130662,0.00000000,0.44827503,0.12244367,0.51421982,0.00000000
-4.40920460,0.94345102,0.09394354,0.00000000,0.51008082,0.13969856,0.57992653,0.00000000
-4.40320160,1.06156245,0.10784471,0.00000000,0.57674263,0.15842478,0.65003219,0.00000000
-4.39719860,1.18715370,0.12300065,0.00000000,0.64798369,0.17857298,0.72414926,0.00000000
-4.39119560,1.31946321,0.13937586,0.00000000,0.72339733,0.20006154,0.80176613,0.00000000
-4.38519260,1.45751206,0.15690643,0.00000000,0.80244191,0.22277491,0.88224600,0.00000000
-4.37918959,1.60010577,0.17549856,0.00000000,0.88443984,0.24656305,0.96482998,0.00000000
-4.37318659,1.74584376,0.19502792,0.00000000,0.96858140,0.27124206,1.04864471,0.00000000
-4.36718359,1.89313713,0.21534014,0.00000000,1.05393371,0.29659608,1.13271464,0.00000000
-4.36118059,2.04023478,0.23625254,0.00000000,1.13945507,0.32238055,1.21597907,0.00000000
-4.35517759,2.18525758,0.25755691,0.00000000,1.22401469,0.34832682,1.29731370,0.00000000
-4.34917459,2.32624009,0.27902365,0.00000000,1.30641737,0.37414792,1.37555611,0.00000000
-4.34317159,2.46117860,0.30040689,0.00000000,1.38543267,0.39954545,1.44953478,0.00000000
-4.33716858,2.58808418,0.32145060,0.00000000,1.45982770,0.42421733,1.51810037,0.00000000
-4.33116558,2.70503869,0.34189547,0.00000000,1.52840242,0.44786606,1.58015860,0.00000000
-4.32516258,2.81025192,0.36148618,0.00000000,1.59002614,0.47020721,1.63470310,0.00000000
-4.31915958,2.90211740,0.37997891,0.00000000,1.64367389,0.49097784,1.68084732,0.00000000
-4.31315658,2.97926459,0.39714863,0.00000000,1.68846106,0.50994428,1.71785388,0.00000000
-4.30715358,3.04060527,0.41279598,0.00000000,1.72367487,0.52690921,1.74516031,0.00000000
