energy_ev,total_up,In_p_up,In_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,2.59164197,0.10001889,0.00218479,1.44254534,1.18536047,0.00662995,1.40918491
-5.99399700,2.61145132,0.10531757,0.00224213,1.47077283,1.17796640,0.00690160,1.41176857
-5.98799400,2.62653865,0.11026871,0.00229231,1.49668020,1.16906075,0.00714950,1.41263314
-5.98199100,2.63563552,0.11477914,0.00233408,1.51933121,1.15824102,0.00736828,1.41113186
-5.97598799,2.63760417,0.11876127,0.00236632,1.53783599,1.14515684,0.00755309,1.40667379
-5.96998499,2.63146261,0.12213565,0.00238811,1.55137378,1.12951653,0.00769976,1.39873603
-5.96398199,2.61640845,0.12483338,0.00239874,1.55921600,1.11109328,0.00780488,1.38687605
-5.95797899,2.59184052,0.12679836,0.00239768,1.56074852,1.08973092,0.00786590,1.37074359
-5.95197599,2.55737730,0.12798912,0.00238468,1.55549204,1.06534887,0.00788120,1.35009160
-5.94597299,2.51287108,0.12838039,0.00235971,1.54311963,1.03794612,0.00785014,1.32478548
-5.93996998,2.45841709,0.12796403,0.00232302,1.52347029,1.00760386,0.00777309,1.29481014
-5.93396698,2.39435673,0.12674957,0.00227508,1.49655773,0.97448652,0.00765141,1.26027417
-5.92796398,2.32127439,0.12476412,0.00221663,1.46257380,0.93884099,0.00748745,1.22141095
-5.92196098,2.23998781,0.12205177,0.00214861,1.42188621,0.90099385,0.00728448,1.17857618
-5.91595798,2.15153179,0.11867238,0.00207220,1.37503039,0.86134668,0.00704663,1.13224190
-5.90995498,2.05713596,0.11469995,0.00198874,1.32269593,0.82036929,0.00677879,1.08298701
-5.90395198,1.95819702,0.11022054,0.00189973,1.26570784,0.77859125,0.00648649,1.03148457
-5.89794897,1.85624654,0.10532981,0.00180679,1.20500370,0.73659176,0.00617580,0.97848643
-5.89194597,1.75291538,0.10013037,0.00171161,1.14160741,0.69498821,0.00585318,0.92480545
-5.88594297,1.64989595,0.09472896,0.00161594,1.07660079,0.65442385,0.00552534,0.87129634
-5.87993997,1.54890359,0.08923353,0.00152151,1.01109410,0.61555477,0.00519913,0.81883545
-5.87393697,1.45163818,0.08375049,0.00143006,0.94619659,0.57903674,0.00488138,0.76830042
-5.86793397,1.35974722,0.07838203,0.00134321,0.88298821,0.54551202,0.00457878,0.72055015
-5.86193097,1.27479119,0.07322368,0.00126250,0.82249345,0.51559662,0.00429778,0.67640585
-5.85592796,1.19821203,0.06836220,0.00118935,0.76565789,0.48986806,0.00404444,0.63663341
-5.84992496,1.13130509,0.06387376,0.00112499,0.71332824,0.46885396,0.00382434,0.60192756
-5.84392196,1.07519511,0.05982259,0.00107048,0.66623614,0.45302144,0.00364251,0.57289803
-5.83791896,1.03081609,0.05625989,0.00102667,0.62498580,0.44276744,0.00350334,0.55005773
-5.83191596,0.99889517,0.05322326,0.00099421,0.59004567,0.43841002,0.00341047,0.53381314
-5.82591296,0.97994032,0.05073642,0.00097349,0.56174375,0.44018051,0.00336676,0.52445662
-5.81990995,0.97423165,0.04880929,0.00096471,0.54026637,0.44821678,0.00337421,0.52216081
-5.81390695,0.98181613,0.04743849,0.00096779,0.52566004,0.46255740,0.00343394,0.52697483
-5.80790395,1.00250556,0.04660798,0.00098244,0.51783598,0.48313694,0.00354609,0.53882224
-5.80190095,1.03587775,0.04629008,0.00100815,0.51657691,0.50978251,0.00370983,0.55750084
-5.79589795,1.08128085,0.04644663,0.00104419,0.52154570,0.54221167,0.00392329,0.58268405
-5.78989495,1.13784096,0.04703040,0.00108962,0.53229563,0.58003204,0.00418360,0.61392426
-5.78389195,1.20447334,0.04798656,0.00114332,0.54828186,0.62274279,0.00448688,0.65065793
-5.77788894,1.27989724,0.04925431,0.00120403,0.56887407,0.66973838,0.00482822,0.69221278
-5.77188594,1.36265488,0.05076861,0.00127033,0.59336989,0.72031478,0.00520179,0.73781727
-5.76588294,1.45113458,0.05246189,0.00134072,0.62100930,0.77367839,0.00560088,0.78661221
-5.75987994,1.54359833,0.05426582,0.00141361,0.65098961,0.82895793,0.00601804,0.83766499
-5.75387694,1.63821362,0.05611306,0.00148740,0.68248119,0.88521921,0.00644516,0.88998610
-5.74787394,1.73308942,0.05793892,0.00156046,0.71464362,0.94148280,0.00687366,0.94254808
-5.74187094,1.82631567,0.05968294,0.00163123,0.74664234,0.99674436,0.00729470,0.99430644
-5.73586793,1.91600567,0.06129036,0.00169823,0.77766537,1.04999714,0.00769935,1.04422249
-5.72986493,2.00034016,0.06271340,0.00176007,0.80694004,1.10025624,0.00807883,1.09128717
-5.72386193,2.07761200,0.06391234,0.00181556,0.83374924,1.14658368,0.00842475,1.13454558
-5.71785893,2.14626984,0.06485635,0.00186366,0.85744686,1.18811360,0.00872935,1.17312114
-5.71185593,2.20495915,0.06552408,0.00190358,0.87747207,1.22407656,0.00898569,1.20623873
-5.70585293,2.25255911,0.06590391,0.00193475,0.89336176,1.25382195,0.00918791,1.23324574
-5.69984992,2.28821350,0.06599396,0.00195685,0.90476095,1.27683743,0.00933136,1.25363022
-5.69384692,2.31135431,0.06580169,0.00196982,0.91143052,1.29276466,0.00941276,1.26703526
-5.68784392,2.32171672,0.06534333,0.00197388,0.91325196,1.30141025,0.00943031,1.27326881
-5.68184092,2.31934455,0.06464286,0.00196948,0.91022891,1.30275158,0.00938374,1.27230855
-5.67583792,2.30458565,0.06373092,0.00195729,0.90248524,1.29693681,0.00927430,1.26430116
-5.66983492,2.27807727,0.06264329,0.00193819,0.89025962,1.28427911,0.00910471,1.24955623
-5.66383192,2.24072161,0.06141945,0.00191324,0.87389679,1.26524521,0.00887908,1.22853458
-5.65782891,2.19365264,0.06010081,0.00188361,0.85383560,1.24043855,0.00860278,1.20183166
-5.65182591,2.13819528,0.05872906,0.00185057,0.83059437,1.21057783,0.00828224,1.17015645
-5.64582291,2.07581888,0.05734448,0.00181543,0.80475400,1.17647173,0.00792477,1.13430689
-5.63981991,2.00808656,0.05598440,0.00177948,0.77693944,1.13899093,0.00753836,1.09514264
-5.63381691,1.93660294,0.05468175,0.00174401,0.74780021,1.09903865,0.00713139,1.05355644
-5.62781391,1.86296216,0.05346394,0.00171017,0.71799072,1.05752082,0.00671251,1.01044523
-5.62181091,1.78869843,0.05235191,0.00167905,0.68815106,1.01531731,0.00629032,0.96668212
-5.61580790,1.71524104,0.05135956,0.00165157,0.65888902,0.97325525,0.00587327,0.92309042
-5.60980490,1.64387550,0.05049345,0.00162848,0.63076380,0.93208550,0.00546944,0.88042057
-5.60380190,1.57571212,0.04975289,0.00161039,0.60427214,0.89246321,0.00508641,0.83933096
-5.59779890,1.51166307,0.04913032,0.00159771,0.57983713,0.85493297,0.00473117,0.80037305
-5.59179590,1.45242810,0.04861198,0.00159071,0.55779993,0.81991892,0.00441004,0.76398131
-5.58579290,1.39848926,0.04817885,0.00158946,0.53841465,0.78772014,0.00412860,0.73046804
-5.57978989,1.35011403,0.04780778,0.00159392,0.52184624,0.75851087,0.00389169,0.70002294
-5.57378689,1.30736608,0.04747280,0.00160392,0.50817136,0.73234551,0.00370337,0.67271724
-5.56778389,1.27012263,0.04714644,0.00161917,0.49738186,0.70916767,0.00356696,0.64851178
-5.56178089,1.23809710,0.04680116,0.00163931,0.48939062,0.68882263,0.00348503,0.62726851
-5.55577789,1.21086551,0.04641057,0.00166391,0.48403926,0.67107238,0.00345939,0.60876455
-5.54977489,1.18789521,0.04595071,0.00169251,0.48110740,0.65561244,0.00349116,0.59270815
-5.54377189,1.16857449,0.04540100,0.00172459,0.48032284,0.64208957,0.00358070,0.57875571
-5.53776888,1.15224163,0.04474506,0.00175963,0.48137239,0.63011957,0.00372764,0.56652901
-5.53176588,1.13821245,0.04397127,0.00179709,0.48391285,0.61930440,0.00393083,0.55563206
-5.52576288,1.12580510,0.04307306,0.00183639,0.48758184,0.60924802,0.00418835,0.54566690
-5.51975988,1.11436183,0.04204891,0.00187697,0.49200816,0.59957052,0.00449745,0.53624780
